CEO,CNOOC Limited Common Stock,NASDAQ
177.47,176.64,178.95,176.25
171.78,168.80,172.00,168.50
171.12,170.17,173.57,169.91
169.98,169.09,171.19,166.49
166.05,166.50,170.04,165.22
170.99,168.12,171.23,166.60
163.96,167.96,168.85,163.60
166.39,168.00,168.24,164.63
168.43,169.36,169.71,167.88
168.67,167.32,169.79,165.94
169.04,169.20,169.48,167.80
163.96,163.81,165.94,163.20
160.23,160.65,161.27,158.01
158.00,155.81,158.50,155.34
159.34,160.09,160.69,157.10
159.94,163.61,164.11,159.46
164.27,163.36,165.60,161.85
166.50,167.21,167.91,166.06
167.49,168.14,168.50,165.05
167.34,169.35,169.66,166.14
170.55,168.90,170.55,167.02
168.88,167.74,169.55,166.70
170.95,168.88,173.45,166.65
166.47,168.42,168.95,166.20
172.77,174.15,174.73,172.00
173.10,175.28,175.88,171.98
175.94,174.40,175.94,172.81
173.51,173.86,174.10,171.80
171.39,172.86,173.88,168.95
172.85,172.93,173.24,171.46
169.11,170.37,171.10,168.56
166.04,165.50,167.80,165.00
162.77,164.20,165.25,162.41
164.24,164.39,166.10,163.51
165.89,167.42,168.40,165.68
168.24,168.10,169.09,167.05
166.91,166.50,167.59,165.20
170.62,170.96,171.91,169.27
170.12,171.57,171.81,168.94
170.59,167.58,170.59,167.53
167.25,167.83,169.35,166.51
167.64,168.67,169.37,166.37
169.50,167.60,169.80,167.49
169.75,172.92,173.28,168.27
170.60,168.27,170.95,168.27
168.68,169.82,171.80,168.68
170.98,173.88,174.52,170.90
172.05,172.70,173.48,171.11
173.95,173.88,175.33,172.36
173.22,173.05,174.30,172.44
174.23,174.81,175.90,174.23
177.98,177.36,177.98,176.90
180.86,181.62,182.40,180.26
188.94,189.05,189.99,188.11
188.19,187.95,189.19,187.30
188.29,189.19,189.45,187.75
187.40,187.67,188.69,186.68
188.06,186.74,188.53,186.39
188.03,190.04,190.23,187.60
189.42,188.96,189.55,187.29
185.01,187.18,188.52,185.01
186.40,185.52,186.40,183.91
188.33,189.95,189.95,187.95
189.94,189.89,191.51,189.76
190.63,191.48,191.77,188.21
192.61,194.17,194.50,192.50
194.69,194.30,194.82,191.07
195.86,196.39,196.96,194.87
202.70,204.06,204.74,201.59
206.63,208.41,208.98,206.62
209.00,211.04,211.49,208.99
210.79,207.79,210.79,207.00
206.50,209.61,210.00,205.82
215.76,213.15,216.50,213.15
209.11,208.46,209.91,207.01
208.00,207.25,208.33,206.55
214.85,213.34,214.85,211.69
213.18,210.27,213.47,208.20
211.00,211.09,212.00,210.00
210.50,204.43,210.55,203.54
206.19,208.36,209.90,205.39
209.00,205.52,209.43,202.55
206.17,204.33,206.30,203.09
208.41,206.55,210.65,206.09
206.00,207.35,208.49,205.16
204.14,202.59,204.34,200.03
208.72,207.45,208.72,205.28
207.55,208.92,209.64,207.02
214.01,214.20,216.47,213.01
217.74,218.08,218.95,215.90
219.78,220.12,220.49,215.87
220.52,224.13,224.78,220.10
226.94,229.43,229.60,226.41
230.58,233.67,234.21,230.50
230.40,225.29,231.90,224.09
223.73,224.93,225.41,220.57
229.49,231.57,232.54,228.29
226.79,223.36,228.04,222.33
223.51,220.92,224.13,220.92
219.06,215.18,219.06,214.47
212.88,215.08,216.47,210.12
223.87,225.90,227.48,223.77
225.10,228.19,228.20,222.65
227.14,227.74,228.50,223.89
221.48,218.86,221.90,217.56
220.86,225.18,225.18,220.86
218.57,218.49,219.46,216.86
220.10,221.89,222.92,218.12
216.00,215.30,218.29,215.30
221.50,224.05,224.85,221.43
226.30,229.63,230.04,225.76
229.00,229.73,230.44,228.36
234.00,235.26,236.97,233.06
239.74,233.22,239.74,232.60
232.38,228.74,232.79,228.06
232.20,232.93,232.96,231.32
232.74,233.66,233.86,231.34
238.00,236.72,238.76,236.29
236.50,234.93,238.17,234.36
232.13,229.34,232.36,228.25
228.85,229.10,229.95,228.00
227.07,227.00,228.02,226.10
228.94,228.98,230.23,227.37
234.14,236.13,236.20,233.55
236.02,238.80,238.80,235.24
236.12,235.00,236.12,234.50
234.20,233.76,234.55,232.37
233.00,233.05,234.08,231.43
236.12,238.17,238.62,236.12
234.82,233.37,235.97,233.37
236.01,238.37,239.06,234.66
243.95,244.12,246.34,243.46
244.34,241.12,244.34,237.51
237.95,240.53,240.76,237.85
241.32,239.00,242.38,238.63
237.13,235.39,238.16,233.38
237.73,240.36,240.36,237.19
244.34,246.89,247.01,243.56
251.00,249.73,251.00,248.45
248.80,248.83,248.83,248.79
240.00,247.24,248.83,240.00
245.25,246.31,246.31,244.10
248.00,245.84,249.42,245.44
244.16,241.51,244.16,239.10
241.29,238.82,243.36,238.36
240.11,242.89,243.28,240.00
238.07,238.60,240.23,237.21
240.34,240.00,241.34,238.56
239.89,236.28,239.89,235.11
224.31,220.49,224.85,218.08
221.00,222.66,224.80,220.65
227.43,229.00,230.31,227.00
229.05,227.22,229.50,226.36
227.90,227.35,228.41,226.14
228.07,227.44,228.71,226.04
223.50,222.68,225.00,222.61
217.51,219.50,219.50,217.10
212.06,210.64,212.52,209.30
206.01,210.86,211.50,205.43
210.95,214.11,215.20,209.16
214.11,215.61,217.47,214.00
213.25,213.00,213.75,211.80
216.60,218.99,219.82,215.80
220.19,221.15,221.15,218.71
222.00,219.82,222.28,219.00
227.39,224.35,229.78,222.70
224.15,225.37,227.27,223.97
225.75,224.86,226.84,223.50
227.02,227.25,228.35,226.18
227.95,228.34,228.69,226.50
230.66,228.25,230.84,226.51
229.00,231.21,232.13,229.00
227.19,228.31,229.05,226.36
229.34,228.43,229.34,225.19
232.63,230.95,235.00,229.10
234.29,234.10,234.88,232.37
233.70,233.73,235.50,232.88
230.74,228.08,231.41,227.96
225.75,228.67,229.84,225.38
227.72,229.77,230.07,227.72
218.15,223.37,225.48,218.15
221.76,217.94,223.84,215.72
222.14,223.41,225.07,221.38
223.25,221.77,223.84,220.71
228.47,231.22,232.02,228.36
235.22,234.71,236.97,234.42
236.25,238.44,239.58,236.13
242.90,243.54,244.42,240.29
243.71,241.05,243.71,240.67
240.45,237.41,240.45,237.41
243.19,245.15,246.22,242.55
249.49,251.05,251.61,248.22
251.38,253.04,253.69,250.47
262.92,262.14,264.15,261.14
266.62,270.64,270.83,266.31
269.52,269.25,271.94,268.13
263.90,264.25,267.21,263.30
267.27,265.50,268.24,263.85
266.90,265.97,268.70,264.47
263.88,258.51,263.88,257.66
255.26,250.93,256.01,249.61
254.36,255.11,256.22,252.81
250.75,253.80,253.90,250.75
252.92,254.54,254.62,251.71
246.70,246.62,247.21,241.60
243.22,244.02,246.33,242.01
250.50,252.48,252.48,249.41
254.45,256.10,256.35,254.06
256.64,253.00,259.22,252.16
253.06,253.26,255.10,252.37
253.36,250.71,253.36,247.01
246.52,247.33,247.82,245.33
247.94,249.45,250.69,247.26
250.89,248.71,251.73,248.02
248.65,245.82,249.47,244.20
243.00,239.46,243.00,236.17
234.44,231.00,236.53,229.84
232.95,231.82,236.06,229.64
234.82,234.85,236.65,232.06
234.36,237.98,238.96,234.09
238.52,233.96,238.52,233.04
234.54,236.77,238.80,232.52
235.00,233.50,236.44,231.42
230.01,228.66,233.87,228.47
228.11,228.25,229.29,226.54
229.45,234.20,236.28,229.25
235.93,234.00,235.93,232.57
233.04,232.31,233.66,230.90
228.65,228.99,230.50,228.23
231.55,232.13,234.82,230.80
232.71,235.57,236.74,232.57
237.99,238.50,240.20,236.88
244.05,243.17,245.00,242.51
250.89,250.58,251.78,248.66
247.33,244.15,249.23,243.33
243.20,245.60,247.13,241.44
239.00,240.59,243.24,238.06
241.27,237.41,241.40,237.24
240.10,239.50,242.79,239.11
239.99,239.57,244.07,239.49
240.91,242.70,243.32,239.60
239.77,236.55,239.77,234.67
239.74,237.33,241.00,236.09
238.02,239.71,241.29,238.02
234.14,231.28,235.06,229.53
231.74,232.50,235.39,229.84
232.50,230.04,233.63,229.68
229.96,230.34,231.43,229.01
232.86,234.20,235.27,231.86
231.27,230.43,233.03,230.08
228.26,229.70,230.10,223.63
228.86,226.45,229.20,225.54
226.74,228.53,229.35,225.63
226.01,229.45,229.59,225.11
229.40,232.24,232.57,228.59
233.19,235.93,236.19,232.51
234.95,236.51,237.34,232.92
236.69,238.01,239.16,235.09
235.71,235.10,235.93,232.94
235.30,236.11,236.95,235.18
235.41,235.02,235.48,232.79
231.88,229.65,232.36,228.25
228.02,228.74,231.30,228.02
228.92,229.40,232.19,228.47
230.90,227.54,231.64,227.23
230.30,231.11,231.56,229.31
229.67,229.14,230.96,228.00
231.25,234.81,234.86,231.20
225.00,224.43,226.08,223.63
217.50,220.21,221.24,216.50
221.41,222.68,222.82,220.81
219.00,220.80,221.90,219.00
221.82,222.55,223.40,221.00
221.00,218.52,221.70,218.00
223.29,222.12,224.47,221.28
221.63,222.31,224.10,220.98
221.22,223.27,226.98,220.88
222.43,220.44,224.45,220.44
217.66,216.86,217.81,212.52
209.10,204.07,209.49,203.43
200.12,199.36,204.00,192.49
186.81,181.63,191.23,179.21
179.96,189.23,189.44,179.70
183.61,182.61,189.17,181.01
181.88,188.58,191.74,181.00
186.87,186.14,188.81,183.77
192.42,198.36,199.80,192.42
195.64,193.63,197.40,192.16
195.55,195.47,198.30,193.56
185.40,183.13,185.40,179.00
180.45,182.62,186.85,179.98
184.56,179.71,184.86,179.25
182.47,188.44,188.48,180.00
186.18,186.90,188.20,184.69
189.94,186.28,190.59,184.05
184.02,187.76,188.00,180.64
192.25,195.58,195.80,192.14
195.73,199.22,200.00,194.45
203.51,203.19,205.00,201.79
202.75,199.35,203.71,199.08
193.33,191.58,194.21,189.35
175.77,182.19,182.72,175.72
184.56,186.99,187.64,183.31
179.68,180.69,183.32,179.34
177.57,174.38,178.59,173.53
171.83,173.38,174.19,169.55
173.97,174.80,175.17,172.30
174.04,174.25,175.22,169.53
173.95,174.99,175.49,172.59
178.09,176.83,178.80,175.24
171.05,169.98,171.49,167.90
170.65,168.85,171.88,167.58
166.05,158.88,167.53,158.88
151.76,145.32,153.08,144.73
149.30,152.79,154.19,148.18
153.29,157.67,157.88,151.30
166.72,164.89,167.84,163.66
170.09,164.13,171.49,163.00
168.80,168.92,170.35,165.89
164.65,160.30,166.57,160.30
157.79,153.06,159.10,152.77
145.15,150.35,150.69,141.27
150.69,155.82,156.00,149.01
157.55,164.22,164.35,156.25
165.99,162.09,166.54,161.16
169.59,175.76,176.00,169.59
175.49,175.39,178.15,173.97
178.54,180.07,183.86,178.54
177.64,176.00,178.50,172.42
173.76,177.32,177.98,172.25
174.85,169.28,174.88,167.57
168.45,173.72,174.58,166.42
170.96,169.25,174.47,168.76
164.92,166.42,167.79,163.32
168.24,169.95,170.33,168.00
175.87,182.62,183.89,175.20
184.99,179.30,184.99,178.33
187.61,187.62,190.38,182.10
201.16,197.81,202.49,196.87
197.31,195.79,198.68,194.36
194.18,188.61,194.75,188.56
182.50,185.23,186.36,181.32
192.75,197.81,198.06,191.70
192.60,194.68,195.54,188.25
193.81,195.04,195.73,191.25
194.66,196.08,196.10,190.58
195.98,198.93,199.38,193.83
195.45,190.75,195.60,190.00
195.67,194.96,196.84,192.78
199.06,201.47,202.61,199.06
200.01,198.86,200.75,196.23
199.18,201.41,202.94,197.28
195.82,196.60,198.79,195.82
194.58,187.54,194.90,186.61
191.60,188.17,191.60,187.00
182.84,179.03,182.84,177.14
181.90,181.09,182.37,177.84
178.01,174.10,178.55,174.00
172.85,171.93,175.11,171.70
180.00,183.30,184.70,179.63
181.87,181.29,184.22,180.28
189.60,193.32,194.83,189.30
196.53,194.36,197.28,193.26
197.75,192.71,197.75,192.25
198.03,198.90,200.94,196.40
196.55,198.52,200.88,195.93
195.48,196.10,197.09,193.26
193.96,190.07,196.56,190.00
191.52,193.98,195.33,191.41
189.08,186.64,189.08,184.59
189.10,185.38,190.46,184.00
183.98,178.59,184.89,178.05
179.39,175.82,180.38,175.50
177.37,178.01,178.50,175.46
176.09,172.23,177.19,172.05
175.58,177.96,180.16,175.58
172.40,173.41,173.70,170.70
172.41,174.63,175.95,172.41
175.88,176.25,176.48,175.16
176.50,176.30,177.19,175.44
176.54,173.12,176.99,173.00
173.56,174.79,174.89,173.05
174.32,174.68,175.68,173.77
181.01,184.63,185.43,180.77
183.07,183.75,184.87,182.76
191.01,196.44,197.75,190.30
195.57,194.75,196.57,193.58
197.00,195.98,197.87,195.67
197.65,196.71,199.87,196.23
197.40,195.50,197.52,194.51
193.93,194.12,195.61,192.99
192.20,193.26,193.30,190.69
199.59,201.11,201.49,198.80
200.91,202.45,202.96,198.60
200.04,200.88,202.14,200.04
199.90,199.59,200.50,198.12
198.70,201.37,202.90,198.70
199.41,200.62,201.80,199.25
199.75,204.33,204.74,199.70
206.16,204.79,206.85,202.34
203.07,202.77,204.05,202.33
202.80,203.57,203.75,201.20
205.39,203.40,206.82,201.97
207.97,210.91,213.21,207.21
213.50,213.17,215.18,212.04
218.08,218.29,218.58,216.77
213.60,214.16,214.83,213.14
215.32,217.01,218.05,214.98
219.96,222.02,222.39,219.00
225.91,225.68,226.50,222.86
221.46,221.41,225.00,218.50
224.17,226.27,226.50,223.59
224.03,225.54,225.54,223.50
227.95,226.98,228.32,226.22
229.75,232.60,232.60,228.86
233.53,232.84,234.00,231.14
223.30,221.85,223.81,221.06
224.53,227.79,228.58,224.35
223.73,225.68,225.80,222.66
223.08,225.25,226.06,222.90
222.03,223.00,224.61,221.07
228.23,230.00,230.74,226.76
229.93,226.48,230.04,225.29
226.64,228.35,228.82,226.07
225.02,224.70,225.61,223.22
223.59,220.08,223.72,219.14
216.36,213.14,216.80,211.02
213.35,213.70,213.94,211.91
216.84,216.57,217.37,214.64
218.43,217.81,218.91,217.00
216.82,215.29,216.92,214.84
220.85,224.50,224.92,220.00
221.39,218.55,223.18,217.68
218.01,217.64,219.14,216.87
217.08,217.86,218.53,215.00
215.59,218.01,220.09,215.28
212.14,211.49,213.07,210.80
214.00,213.92,214.85,212.41
211.63,209.49,211.63,207.74
209.22,212.33,212.40,208.78
214.20,214.68,215.26,213.60
216.13,212.87,216.13,212.15
211.81,206.45,211.81,204.79
203.06,201.30,203.06,199.15
204.72,204.29,205.13,203.03
203.70,206.95,208.26,202.81
205.24,204.08,205.72,202.45
200.87,201.04,201.63,198.50
201.96,202.60,204.41,201.70
199.77,200.60,201.56,199.05
199.50,194.66,200.69,193.82
197.03,197.20,197.80,196.23
198.00,203.32,203.88,197.95
203.72,201.22,203.72,200.45
203.25,200.34,203.25,198.68
201.70,203.32,203.87,200.99
206.02,206.01,207.75,205.30
208.78,208.17,210.26,205.94
209.01,207.97,210.33,207.65
204.68,205.09,205.89,202.12
204.68,203.71,206.56,203.45
208.00,208.24,208.50,205.86
208.05,210.90,211.26,208.05
210.41,211.75,212.24,209.91
211.89,211.65,212.22,209.01
211.44,215.40,216.47,211.33
214.95,216.96,217.30,212.91
215.99,214.52,216.18,213.54
212.29,208.62,212.29,207.89
206.22,207.00,207.67,205.75
203.67,203.22,203.76,200.47
196.88,195.31,197.48,194.61
196.31,194.93,197.03,194.41
191.83,193.01,195.26,191.17
188.83,187.16,189.34,186.72
187.74,185.25,188.01,184.63
184.00,181.88,186.60,181.66
183.62,180.35,183.62,179.68
184.14,182.24,185.62,179.90
182.67,186.40,186.67,182.50
185.80,183.47,186.86,182.06
182.36,183.26,183.42,179.11
184.25,183.15,184.68,181.09
180.29,180.04,181.56,179.38
184.89,185.14,187.06,182.86
181.29,179.22,181.40,178.76
180.70,179.35,180.79,177.33
174.17,174.55,176.25,174.17
173.77,174.30,174.90,172.74
171.81,173.82,174.19,171.58
176.82,181.27,181.85,176.30
187.58,183.09,188.61,182.53
182.08,180.56,182.23,178.96
187.26,183.31,187.30,183.06
186.60,189.78,190.20,186.30
188.62,190.03,192.49,187.22
188.75,189.60,190.63,187.75
194.81,198.27,198.75,194.63
198.00,198.53,198.67,196.56
198.91,200.02,200.86,198.20
199.86,198.26,201.05,196.67
195.37,186.50,195.76,186.01
186.14,185.86,186.58,182.84
182.75,180.62,182.99,178.68
183.91,185.28,185.51,182.67
187.91,188.15,188.78,186.74
190.25,192.16,192.71,189.49
199.29,201.25,201.26,198.75
200.70,202.35,202.51,199.94
202.43,206.90,207.78,201.57
203.22,202.99,203.76,201.23
198.55,197.60,198.67,196.19
195.48,196.25,196.61,193.37
198.01,193.79,198.01,192.92
197.70,197.88,199.52,196.40
193.00,193.02,193.80,190.65
193.65,195.23,196.30,192.86
194.84,193.48,194.84,192.46
199.75,202.16,202.23,197.56
197.69,200.72,201.30,197.64
202.63,206.50,207.15,202.63
203.82,202.75,204.94,201.75
197.68,193.96,197.68,193.35
191.98,191.99,192.39,190.50
192.22,190.76,192.84,189.66
194.33,194.01,195.50,190.97
196.55,201.25,201.33,195.41
200.53,199.71,202.83,199.64
201.79,200.30,203.06,199.83
201.53,198.29,201.53,198.06
196.07,197.82,198.82,195.63
199.86,201.80,203.40,199.66
203.12,203.54,205.00,202.65
205.00,206.25,208.25,205.00
205.40,205.32,207.77,204.26
205.69,207.36,208.34,204.99
203.83,205.52,206.44,203.21
203.61,203.00,204.64,202.00
201.24,200.20,201.56,200.05
198.75,199.99,200.90,198.75
198.65,200.58,201.01,198.10
201.09,199.83,201.65,199.29
199.78,201.02,201.88,199.28
194.50,194.50,198.78,193.85
191.40,192.17,192.46,190.00
190.96,191.16,192.00,190.00
190.08,190.44,190.77,188.79
190.14,189.16,190.64,188.54
190.63,189.90,190.70,189.25
190.55,189.76,191.42,189.01
189.15,188.08,189.94,187.31
190.00,189.40,190.87,188.01
186.06,184.02,187.11,183.79
182.23,180.93,183.05,179.63
181.93,184.80,185.03,181.93
186.02,186.40,186.67,185.29
184.65,183.40,185.74,183.37
188.91,190.83,191.65,188.70
192.77,192.72,193.63,191.90
192.39,196.85,198.72,192.04
202.36,204.07,207.85,202.33
209.31,206.83,209.47,206.63
206.00,204.90,206.24,203.65
207.78,204.64,207.78,203.78
201.92,200.78,202.56,199.52
203.34,203.52,204.31,201.72
202.29,201.24,202.49,199.75
202.21,198.59,202.38,198.59
199.91,198.80,199.92,197.06
204.30,205.75,206.06,203.03
204.06,202.73,204.32,201.66
204.43,203.09,206.44,202.00
203.76,203.56,205.04,201.66
203.56,201.19,203.80,200.36
201.19,203.00,203.40,200.31
202.70,200.71,202.70,200.70
199.08,199.27,199.32,197.88
199.45,198.50,199.86,197.39
199.68,199.02,200.70,198.89
203.81,204.61,205.91,203.78
204.76,203.03,204.99,202.51
203.67,204.39,204.54,201.34
205.79,206.39,207.00,205.60
206.79,208.26,208.77,205.61
206.70,206.28,208.12,205.51
208.59,206.90,209.29,206.64
209.65,208.63,210.00,206.29
204.84,204.06,205.10,202.18
207.11,206.28,207.87,205.52
209.85,209.23,210.24,208.00
208.42,208.00,209.00,206.15
207.90,205.55,207.90,202.59
209.07,209.89,210.36,208.26
211.00,208.37,211.99,208.37
209.45,211.30,211.58,209.36
211.70,214.00,214.71,211.39
211.12,208.37,211.12,207.57
207.11,205.88,208.91,204.80
204.10,206.30,206.96,203.81
205.74,206.83,207.68,205.71
204.17,204.30,206.66,203.32
206.27,203.77,206.83,202.94
203.00,202.06,203.46,201.28
205.66,206.70,207.10,203.66
208.30,209.14,209.49,207.83
208.78,208.33,209.20,206.78
209.45,209.76,209.80,207.73
212.70,213.37,213.37,211.95
212.58,212.16,212.83,210.92
210.61,209.67,211.25,209.00
206.95,208.94,208.94,205.63
210.64,210.58,211.54,209.00
213.27,213.16,213.90,211.44
212.31,210.11,213.38,209.98
211.45,212.15,213.47,211.45
214.81,217.22,218.36,214.17
214.45,215.23,215.37,213.89
214.94,216.80,216.80,213.77
217.82,217.29,218.23,216.55
217.65,218.27,218.99,217.55
218.32,217.49,219.04,216.62
216.40,215.92,217.06,215.00
216.28,216.80,217.50,216.01
214.09,213.94,214.44,212.84
213.94,215.11,215.46,213.08
216.48,216.50,217.18,215.66
216.81,218.08,218.11,216.31
215.21,215.58,216.37,214.53
216.22,214.29,217.25,214.29
216.03,215.90,217.47,214.79
216.70,216.64,217.16,215.38
215.10,216.16,217.17,215.10
216.39,220.00,220.00,215.81
224.28,226.60,226.77,224.28
223.85,223.68,225.48,222.33
223.09,224.90,225.24,223.09
221.46,219.95,221.46,219.30
217.61,216.42,217.61,216.04
214.80,215.09,216.33,214.32
214.50,214.42,215.10,213.12
209.64,210.34,210.95,209.00
210.99,210.44,210.99,209.51
208.66,208.12,209.34,207.70
206.81,207.96,208.38,206.41
207.97,208.92,209.72,207.63
210.15,210.30,211.23,208.86
207.63,208.40,208.71,207.51
207.68,206.78,207.83,206.78
204.09,205.00,206.42,203.34
204.66,205.59,206.47,204.47
205.89,203.76,205.89,203.60
206.61,209.07,209.46,206.02
209.96,207.72,210.79,207.00
206.32,205.33,207.49,205.25
207.59,207.79,208.25,205.77
205.80,202.91,205.82,202.65
202.08,203.18,204.21,201.13
201.19,203.00,203.00,200.02
202.32,198.94,202.56,198.18
200.91,201.12,201.50,200.34
200.60,199.51,201.17,199.50
199.77,199.64,200.86,199.19
200.27,202.59,202.75,200.27
203.23,203.77,204.21,203.01
205.32,204.69,205.45,203.92
202.37,203.06,203.86,201.66
201.60,198.64,201.69,198.60
199.04,198.07,199.13,197.16
198.07,198.33,199.45,197.43
198.99,194.74,199.30,194.74
195.54,195.15,195.97,192.46
193.78,195.62,196.25,193.41
196.42,194.96,197.90,194.88
191.45,192.11,192.53,190.32
189.08,189.34,189.90,187.73
188.82,188.96,190.45,188.31
189.75,189.54,189.90,188.52
190.00,190.50,191.73,189.33
194.00,193.27,194.95,192.25
192.08,191.60,193.27,191.34
189.56,188.50,190.88,188.14
186.60,186.56,187.80,185.87
187.17,188.00,188.71,186.56
188.00,188.32,189.13,187.22
186.13,186.52,187.49,186.01
184.75,182.62,184.92,182.17
186.17,186.51,186.99,185.49
185.27,184.15,185.95,183.83
184.80,185.07,186.26,183.92
192.00,189.90,192.72,189.56
193.52,194.64,195.22,193.40
193.35,193.88,194.17,191.80
192.24,191.50,193.48,191.50
191.50,190.12,191.67,189.88
193.85,193.68,194.96,193.11
193.28,188.54,193.28,188.50
189.19,188.65,190.19,187.03
182.51,185.17,185.94,182.40
182.99,184.42,184.95,182.70
184.77,186.67,188.25,183.56
184.22,185.86,185.99,183.48
184.66,183.89,185.23,183.63
182.45,182.56,183.16,180.95
177.71,173.40,178.38,173.33
175.32,176.04,176.28,174.44
174.20,172.05,174.20,171.00
172.75,172.30,173.50,171.22
176.23,176.40,176.77,175.09
178.27,177.99,179.09,176.59
178.40,181.10,181.10,178.04
180.78,183.60,183.77,180.56
185.99,187.40,187.96,185.75
186.28,183.99,186.65,182.82
186.13,187.09,187.41,184.77
186.31,187.34,187.60,184.46
186.95,183.66,186.95,183.31
182.45,184.65,184.88,181.60
185.41,186.10,188.59,185.05
185.17,186.87,187.09,185.17
188.62,189.89,190.42,188.21
190.09,192.60,192.60,190.09
190.23,189.99,191.07,189.15
188.98,189.14,189.99,186.95
186.23,185.41,186.40,185.01
184.38,185.63,186.87,184.20
185.90,185.37,186.29,184.81
183.50,182.61,185.28,182.00
183.44,185.67,186.77,183.44
185.87,188.24,188.30,185.67
186.26,187.75,189.39,185.00
186.84,184.52,189.75,184.17
180.84,182.71,183.97,180.22
179.73,179.02,179.92,177.47
177.93,178.73,179.38,176.50
175.78,176.28,177.12,174.62
176.64,176.70,177.88,176.00
176.36,173.84,177.09,173.81
176.13,178.14,178.48,175.68
178.37,177.66,179.00,176.46
176.69,174.90,177.05,174.64
173.33,175.81,175.81,172.93
174.59,175.62,176.47,173.37
173.81,173.87,174.34,172.22
170.34,170.27,171.58,169.24
171.03,169.01,171.29,168.56
168.14,170.59,171.22,167.58
169.74,166.94,169.81,166.54
174.41,173.89,174.56,172.76
174.56,174.88,175.30,173.87
174.96,172.71,175.70,172.01
