CEO,CNOOC Limited Common Stock,NASDAQ
131.00,131.43,132.24,130.30
131.22,132.58,132.66,130.97
132.63,133.19,133.63,132.06
132.18,132.49,132.97,131.71
132.05,131.03,132.71,130.71
134.13,136.33,136.61,133.73
134.22,131.54,134.54,130.84
128.89,130.41,130.66,128.16
130.41,129.90,131.10,129.48
129.13,128.55,129.86,128.20
128.89,128.27,129.30,127.91
127.64,126.59,127.80,126.50
125.37,125.26,125.50,124.36
122.80,123.32,123.86,122.66
123.83,124.17,124.23,123.70
125.41,124.44,125.41,124.26
124.05,123.94,124.82,123.91
124.10,123.96,124.44,123.66
126.11,125.58,127.71,124.61
125.85,127.20,127.78,125.84
129.15,129.00,129.40,128.22
129.02,127.77,129.02,127.25
126.61,125.62,126.62,125.35
125.96,126.48,127.49,125.58
127.20,128.77,128.77,126.69
127.01,127.10,127.85,126.58
127.90,128.45,129.00,127.41
