PTR,PetroChina Company Limited Common Stock,NASDAQ
140.42,139.25,140.59,137.96
140.42,138.23,141.50,137.85
141.32,142.09,142.99,140.67
140.70,140.26,141.46,139.83
139.10,138.68,140.28,138.01
138.00,139.41,139.78,138.00
138.13,138.32,138.88,137.14
131.69,135.94,137.23,131.34
135.12,133.30,136.86,132.33
135.40,135.65,136.87,134.25
133.53,133.63,134.62,133.20
137.28,138.62,138.62,137.02
139.75,139.31,139.97,138.75
141.83,142.64,143.30,141.17
143.73,144.09,144.24,142.69
144.56,143.82,144.97,143.81
143.80,142.70,143.80,142.63
144.04,146.25,146.42,143.93
149.13,150.40,150.84,148.61
151.44,152.25,152.90,151.11
154.53,154.27,155.88,153.42
154.77,155.87,156.06,154.54
155.20,154.70,156.00,154.55
157.46,156.28,157.93,156.08
156.77,155.11,156.78,154.34
155.06,154.74,155.82,153.70
158.06,156.44,158.83,156.24
150.75,148.64,151.45,148.01
151.68,150.67,152.45,149.16
150.20,151.36,151.68,149.76
152.82,152.17,152.82,151.38
148.06,147.80,148.93,145.30
146.80,147.63,147.80,146.26
150.61,151.51,151.52,150.01
152.49,151.99,152.49,151.17
151.99,151.39,152.21,150.48
150.57,150.51,151.38,149.63
148.97,148.86,150.02,146.40
144.87,145.80,145.90,144.00
144.30,145.58,145.71,144.04
146.26,144.65,146.45,144.32
142.38,141.07,142.38,140.06
139.19,138.69,139.80,137.57
134.98,133.38,136.34,132.35
136.14,134.89,138.19,133.89
135.74,136.28,136.82,135.00
136.52,138.15,138.41,136.05
138.06,135.86,138.16,134.79
135.75,136.56,137.80,134.80
137.00,135.17,137.28,133.89
134.04,134.42,136.85,133.98
133.49,134.83,135.34,133.41
135.04,137.14,137.59,134.83
137.41,136.09,137.90,135.62
134.38,133.64,134.80,132.77
131.54,132.22,132.50,131.00
133.16,132.37,134.10,132.02
132.87,133.78,135.36,132.76
135.20,135.40,136.51,134.11
139.58,139.56,140.21,139.17
144.33,144.12,144.71,142.82
144.13,141.65,144.56,141.43
141.51,142.60,143.19,140.35
138.40,140.01,141.32,138.36
140.16,138.21,140.19,138.10
139.85,139.27,141.02,139.13
139.53,139.07,141.08,138.87
140.92,141.25,141.57,140.21
139.26,137.41,139.36,136.71
138.01,136.13,138.45,135.30
137.86,137.91,138.75,137.44
135.96,135.16,137.06,134.15
136.69,137.30,138.51,136.16
140.22,138.88,140.56,138.58
139.69,140.20,140.44,139.22
141.57,142.55,142.66,141.05
141.72,140.65,142.09,140.37
138.24,139.35,139.46,136.87
141.74,140.65,142.27,139.66
142.16,143.25,143.65,141.62
145.25,146.02,146.17,144.00
145.34,145.33,146.20,144.26
145.71,146.03,146.62,144.75
146.17,147.62,147.75,145.82
147.72,147.07,147.89,146.58
146.92,147.08,147.41,145.95
148.44,148.91,149.31,147.65
149.26,149.34,149.94,147.92
147.50,146.38,147.69,145.40
144.16,143.80,144.97,143.39
144.55,144.99,146.53,144.29
146.58,145.57,147.47,145.23
147.10,146.98,148.00,145.98
146.42,145.40,146.59,144.33
146.85,148.13,148.15,146.51
148.30,148.40,149.99,147.97
149.50,149.86,150.00,148.59
149.41,149.31,149.80,148.66
145.94,146.34,147.60,145.71
145.50,144.79,145.55,143.51
144.63,143.20,144.82,142.70
143.06,142.93,143.96,142.40
141.11,142.23,142.62,140.00
144.82,142.39,144.82,140.99
142.03,140.24,143.46,140.24
139.33,139.72,139.99,136.54
136.16,133.22,136.39,133.00
133.00,132.53,134.92,127.64
126.84,124.01,130.00,122.39
121.98,125.88,125.96,119.37
120.90,119.62,123.98,118.93
119.47,123.66,124.80,119.07
122.89,122.70,124.48,122.21
125.53,127.34,127.34,125.05
125.14,125.53,126.84,124.14
125.43,125.42,127.38,124.92
120.45,120.17,121.00,117.33
117.54,118.98,121.00,117.54
121.85,119.31,121.85,118.37
121.05,123.73,123.94,119.83
121.74,122.76,123.39,120.32
123.09,120.62,123.78,119.95
117.24,120.27,120.40,115.83
122.26,123.77,123.98,122.26
124.80,126.24,126.72,124.25
128.79,128.50,129.18,127.55
129.07,128.25,130.22,128.11
123.27,123.64,124.85,122.85
121.35,124.99,125.11,120.93
125.12,125.90,126.33,124.57
124.15,124.60,126.18,124.12
122.71,120.75,123.08,120.28
118.89,121.07,121.25,118.05
121.59,121.14,121.70,119.81
121.61,122.23,123.15,119.60
124.64,124.85,125.22,123.33
126.60,125.50,127.73,124.81
122.25,122.41,123.39,120.61
123.00,121.67,123.74,121.27
120.75,115.98,121.27,115.95
113.86,112.49,115.80,111.29
114.46,116.59,118.32,113.69
117.04,119.81,119.85,115.36
123.00,121.97,124.28,121.22
124.23,121.69,124.83,121.07
124.51,122.99,124.98,121.57
121.21,120.49,123.88,120.42
120.48,119.16,123.00,118.63
115.88,116.73,117.22,113.00
117.28,120.61,120.79,116.52
118.08,121.11,121.19,117.75
120.36,117.62,120.86,117.36
118.49,120.64,120.90,118.00
115.72,116.52,117.40,114.79
118.12,119.67,121.00,117.81
118.99,120.05,120.39,117.31
121.42,122.60,122.76,120.70
122.53,121.05,123.00,120.39
122.36,125.70,125.88,121.21
124.92,123.67,126.26,123.41
122.11,120.98,122.30,119.13
121.87,122.93,123.46,121.46
125.22,126.77,126.97,124.43
127.00,125.11,127.46,124.69
128.80,130.78,131.00,127.84
134.55,136.00,136.88,132.40
133.61,133.33,135.58,133.11
132.17,129.61,132.40,129.56
127.14,127.37,128.80,125.83
128.62,130.50,130.84,128.20
127.23,129.50,130.10,126.21
127.59,129.23,129.60,127.42
130.17,131.80,131.80,129.73
133.10,134.15,134.34,132.21
132.08,129.84,132.60,129.01
132.62,132.00,133.01,130.52
135.68,134.28,135.68,133.45
135.01,134.15,135.01,132.79
133.07,134.35,134.86,133.07
132.02,130.52,133.11,130.32
130.71,127.48,130.79,126.76
128.36,127.55,128.98,127.07
126.32,125.47,126.66,124.31
125.29,125.10,126.03,124.19
123.34,121.02,123.34,121.00
120.72,120.64,121.91,120.45
124.58,125.27,125.56,124.08
124.55,123.79,125.32,123.51
128.28,130.75,130.97,127.46
130.19,129.58,131.18,129.13
129.55,128.18,130.21,128.15
129.76,129.40,131.18,128.41
129.27,129.88,130.67,128.20
127.54,128.05,128.74,126.47
125.70,124.07,126.43,124.01
123.34,124.58,125.32,123.22
121.95,120.33,122.10,119.52
121.07,119.03,122.36,118.46
118.93,117.77,119.31,117.75
117.72,116.07,118.06,115.80
116.81,116.54,117.67,116.05
116.52,114.42,116.67,114.39
118.41,119.77,119.86,117.97
120.21,120.71,120.71,119.06
120.62,121.21,121.55,120.48
121.70,121.68,121.70,121.01
121.16,121.43,121.70,121.15
123.66,122.84,123.66,122.21
123.93,124.62,124.70,123.76
124.09,124.31,124.94,123.92
129.37,131.38,131.93,128.57
130.60,131.89,132.47,130.20
137.02,139.62,140.95,136.51
137.70,137.31,138.37,137.02
138.45,139.94,140.08,138.06
139.35,139.57,140.45,139.15
139.57,140.00,140.11,139.12
139.41,139.44,139.95,138.68
139.48,140.10,140.32,139.08
143.31,143.82,144.50,142.71
144.74,147.79,147.99,144.63
147.19,146.20,147.39,145.03
146.19,145.58,146.44,144.10
146.52,147.45,148.00,145.70
146.15,146.02,147.00,145.80
146.28,148.86,148.96,145.83
149.87,147.45,149.87,147.30
147.19,147.07,147.79,146.36
144.15,144.93,145.47,143.22
146.42,145.50,146.94,144.23
148.73,148.22,149.59,147.26
149.39,148.90,149.90,148.32
149.54,149.47,149.90,147.80
148.05,149.03,149.04,147.99
150.17,150.00,150.49,149.31
152.73,153.23,153.35,151.76
153.24,151.72,153.27,151.16
147.91,146.63,148.19,145.89
149.14,149.75,149.90,148.54
149.26,149.21,149.42,148.47
149.58,148.68,149.90,148.34
148.82,150.83,150.96,148.70
151.14,150.35,151.14,149.96
148.01,147.34,148.45,147.16
148.70,149.88,150.17,148.17
149.98,150.30,150.63,148.94
149.79,150.13,150.78,149.57
147.99,148.75,149.47,147.35
151.24,150.75,151.96,150.50
151.09,150.23,151.82,149.93
150.98,152.02,152.39,150.93
151.31,150.06,151.91,149.15
148.16,146.44,148.20,145.17
142.80,141.14,143.00,140.51
143.87,144.03,144.39,143.03
146.45,147.15,147.34,145.72
148.60,147.65,148.69,147.40
147.93,148.01,148.26,146.86
149.78,152.86,152.99,149.74
150.24,147.81,150.30,147.04
148.13,148.15,148.80,146.96
147.50,147.84,148.05,146.36
147.02,146.93,147.91,146.74
143.99,143.38,144.00,142.68
143.71,143.90,144.43,142.80
141.51,140.62,141.63,140.22
141.96,142.37,142.70,140.70
143.87,144.00,144.29,143.06
144.67,143.60,144.92,143.43
141.10,138.89,141.15,137.80
136.92,137.74,138.26,135.87
141.00,140.53,141.18,139.95
139.90,141.69,142.57,139.39
142.77,142.34,142.92,141.37
140.26,140.51,140.92,139.52
140.65,140.97,141.53,140.05
138.83,139.84,140.21,138.06
139.90,137.26,139.90,136.78
138.81,138.56,138.92,138.19
139.80,142.27,142.54,139.47
141.70,140.75,141.79,140.18
142.21,141.18,142.68,140.34
142.42,143.18,143.71,141.79
144.62,144.85,146.15,144.23
146.05,146.25,147.34,145.22
146.93,146.18,147.22,146.11
143.28,143.36,143.90,142.29
143.72,143.89,144.45,142.97
143.49,143.77,144.42,142.56
145.24,148.47,148.59,145.24
150.00,149.89,150.61,149.15
150.26,148.82,150.57,148.52
149.29,150.99,151.75,149.00
149.54,150.11,150.41,149.32
149.30,147.45,149.37,146.15
145.32,144.45,145.40,143.95
142.43,142.89,143.25,142.19
140.46,140.27,140.90,138.91
137.25,136.29,137.60,135.76
135.65,135.91,136.96,135.59
134.31,134.88,136.46,133.80
132.00,131.18,132.22,130.74
134.00,133.35,134.58,132.99
131.79,130.71,133.00,130.71
130.01,128.13,130.81,128.03
129.80,128.67,130.35,127.92
129.80,132.33,132.47,129.71
131.77,130.69,132.33,130.11
129.67,130.30,130.49,128.22
130.40,129.18,130.73,128.61
127.10,127.00,128.13,126.75
129.49,129.61,130.45,128.70
126.22,125.65,126.64,125.58
126.39,126.07,126.66,124.57
124.00,125.27,125.49,123.99
125.85,125.86,126.46,124.79
124.47,125.05,125.81,123.84
126.94,129.09,129.18,126.94
132.30,130.24,132.91,129.91
130.16,129.52,130.50,128.96
132.40,130.94,132.71,130.81
132.56,133.55,133.71,131.73
132.76,131.98,133.84,131.67
132.09,132.87,133.57,131.43
134.48,135.39,135.78,133.50
134.71,136.16,136.20,134.23
136.82,137.92,138.40,136.68
137.73,137.44,138.59,136.59
136.39,131.24,136.39,131.17
131.63,131.40,131.70,130.23
129.56,127.85,129.56,126.93
128.57,128.27,128.57,127.02
126.77,126.75,127.19,125.44
124.63,125.32,125.66,124.37
128.64,129.14,129.38,127.69
128.89,129.29,129.42,127.96
128.59,129.77,130.66,128.59
128.85,128.35,128.85,127.41
126.50,126.01,126.69,125.69
122.83,122.81,123.20,122.23
123.47,120.87,123.47,120.52
121.62,122.04,122.75,121.62
119.95,120.54,120.77,119.11
119.74,120.52,120.90,119.74
121.08,121.48,121.91,120.72
123.18,124.52,124.65,122.30
122.73,124.09,124.63,122.67
125.00,126.00,126.13,124.41
124.92,125.08,125.48,124.34
122.15,123.35,123.55,121.40
122.57,121.75,122.59,120.65
120.95,120.14,121.00,119.34
122.27,123.20,123.67,121.88
123.33,124.84,125.16,122.70
123.76,123.41,124.27,123.21
124.60,124.94,125.27,124.36
126.53,125.56,126.75,124.24
122.87,121.98,123.37,121.69
122.91,124.16,124.23,122.91
123.87,124.10,125.20,123.87
124.83,125.15,126.12,124.65
125.98,125.31,126.40,124.96
125.67,127.17,127.47,125.67
126.93,127.57,127.68,126.00
125.78,125.58,126.15,124.99
126.35,125.58,126.54,125.11
125.09,125.55,125.76,124.99
125.46,127.09,127.38,125.38
127.46,127.25,127.99,126.61
126.96,127.59,128.28,126.90
127.19,125.84,127.61,125.82
124.62,124.28,124.97,122.97
123.58,122.89,124.47,122.59
123.65,124.25,124.57,123.02
122.90,121.80,123.11,121.01
121.46,121.64,121.83,121.05
122.04,121.53,122.06,121.42
121.24,121.52,121.88,120.98
120.28,120.30,120.67,119.51
119.00,117.86,119.01,117.55
117.99,117.11,117.99,116.35
117.56,119.02,119.34,117.51
120.66,120.52,121.49,120.12
121.00,119.67,121.96,119.56
121.51,122.37,122.37,121.35
123.46,123.79,124.05,123.25
123.30,126.12,126.73,122.92
127.75,129.35,131.99,127.75
128.94,127.79,129.17,127.49
128.33,128.09,128.45,127.40
131.39,130.58,131.61,130.39
129.20,129.36,129.94,128.59
131.60,131.15,131.74,130.74
130.36,130.25,130.44,129.66
131.00,129.29,131.29,129.24
128.83,128.08,128.83,127.63
130.48,131.30,131.39,129.89
130.33,129.16,130.59,129.15
130.13,130.45,131.62,130.06
130.94,130.77,131.28,129.90
129.84,128.83,129.95,128.64
129.10,129.75,130.14,128.46
131.44,130.30,131.87,129.93
128.46,128.77,129.00,128.21
130.81,129.91,131.15,129.70
131.07,131.09,131.21,130.50
134.20,133.75,134.63,133.44
133.90,133.04,134.06,132.62
134.87,135.75,135.98,134.20
138.38,138.52,138.99,137.77
139.64,140.26,140.39,138.57
141.54,141.22,142.77,140.91
142.35,140.72,142.41,140.18
140.98,140.55,140.98,139.48
138.50,137.90,138.76,137.50
138.20,137.18,138.48,136.98
137.68,137.99,138.48,137.14
136.96,136.43,137.74,136.38
136.15,135.76,137.28,135.32
135.81,136.48,137.34,135.10
138.03,136.31,138.03,136.06
135.85,136.56,136.74,135.44
136.98,137.73,138.00,136.59
135.90,135.16,135.91,134.25
133.57,132.31,134.68,131.97
131.38,132.45,133.10,131.09
133.19,133.78,134.14,133.08
131.36,130.76,131.85,130.55
131.16,130.82,132.30,130.45
130.20,130.11,130.88,129.46
130.44,130.61,130.61,129.02
132.34,133.58,133.58,132.25
131.58,131.69,131.77,130.76
131.78,131.35,131.84,130.91
132.41,133.00,133.00,132.15
132.26,131.48,132.28,130.97
131.96,131.70,132.17,131.03
130.47,131.29,131.29,130.13
131.67,131.23,131.96,130.57
133.30,133.15,133.86,132.93
132.67,131.90,132.98,131.53
133.03,132.90,134.00,132.80
135.40,136.78,137.28,135.40
136.95,137.22,137.45,136.38
138.26,138.01,138.41,137.52
138.17,137.89,138.20,137.40
138.14,137.97,138.71,137.83
138.83,138.75,139.87,138.51
138.85,137.95,139.14,137.36
140.09,139.91,140.09,139.46
139.97,140.14,140.20,139.27
139.80,140.69,140.69,139.18
141.47,140.59,141.62,140.55
141.79,142.56,142.57,141.58
141.66,142.06,142.62,141.66
141.89,139.97,141.89,139.96
140.63,141.89,142.64,140.63
142.10,141.76,142.46,140.90
140.68,141.00,141.74,140.59
141.30,143.78,143.94,141.30
144.86,145.79,145.86,144.74
145.83,145.80,146.68,144.92
144.55,145.65,145.65,144.39
143.35,142.92,143.37,142.45
141.22,141.28,141.36,140.50
141.22,141.82,141.97,141.08
141.82,142.30,142.39,141.22
140.99,141.06,141.18,140.74
141.36,141.86,142.09,141.31
140.57,141.12,141.32,140.17
140.80,142.01,142.43,140.53
142.30,142.65,142.97,141.88
143.60,144.29,144.36,143.17
144.03,144.52,144.55,143.56
143.64,143.33,144.13,143.29
143.21,144.07,144.75,143.21
143.09,143.03,143.60,142.44
143.19,142.03,143.27,141.81
142.51,144.10,144.23,142.38
143.73,142.83,143.87,142.31
142.30,142.20,142.91,141.86
143.82,143.84,143.84,143.02
140.43,136.98,140.52,136.80
137.41,138.52,138.53,137.07
136.58,137.84,137.84,136.41
138.42,137.39,138.60,136.60
136.68,137.38,137.55,136.36
137.46,136.55,137.46,136.00
136.78,136.97,137.15,136.00
136.72,137.22,137.34,136.72
137.01,137.11,137.36,136.60
137.24,136.86,137.33,136.54
135.40,135.99,136.14,135.40
137.81,136.41,138.03,136.41
136.61,136.08,136.79,135.15
138.04,138.26,138.26,137.11
138.42,135.85,138.98,135.85
136.77,136.59,137.03,135.50
135.97,138.14,138.37,135.80
137.76,136.98,138.06,136.95
135.34,135.88,135.94,134.53
134.15,133.61,134.43,133.05
135.24,135.88,135.99,135.13
136.63,137.63,138.00,136.63
137.41,137.76,138.46,137.41
139.40,139.21,139.65,138.00
139.63,139.95,140.09,139.54
139.69,138.41,139.80,137.99
137.85,137.47,137.85,136.99
137.94,138.15,138.22,137.63
135.90,135.67,136.45,135.52
134.48,134.65,135.40,134.48
134.16,133.36,134.16,132.71
134.61,134.80,134.80,133.75
133.34,132.11,134.35,132.11
132.32,131.91,132.53,131.57
131.09,130.40,131.39,129.67
131.25,132.13,132.25,131.20
131.01,131.94,132.10,130.62
131.45,131.82,132.12,131.11
131.66,130.47,131.66,130.05
132.63,131.87,132.67,131.51
132.02,129.44,132.38,129.25
130.10,130.11,130.47,129.28
125.80,127.65,127.96,124.87
127.41,127.79,127.92,126.84
128.25,129.28,130.00,128.20
129.23,129.78,130.13,128.81
128.49,128.24,129.20,128.21
127.23,126.85,127.44,125.82
124.50,122.00,124.50,122.00
122.57,123.76,123.87,122.16
120.58,119.89,121.01,119.26
120.61,120.36,121.15,119.85
121.67,123.30,123.34,121.35
123.32,123.35,123.35,122.44
122.19,123.20,124.03,121.67
122.72,124.24,124.49,122.30
124.50,126.84,127.31,124.50
127.07,126.15,127.84,125.39
127.29,127.29,127.43,126.39
126.99,127.86,127.97,126.16
127.64,125.61,127.64,125.60
124.76,125.59,125.83,123.84
124.33,124.95,125.20,123.75
125.14,126.19,126.33,125.02
128.81,129.02,129.61,128.46
130.79,132.03,132.03,130.23
132.19,131.11,132.19,130.61
131.38,130.87,131.45,130.22
129.94,128.80,130.06,128.42
128.22,128.88,129.23,128.02
128.69,128.69,128.89,128.05
126.66,125.93,126.96,125.64
126.45,126.87,127.14,126.14
127.19,128.26,128.45,127.15
126.89,127.19,128.00,126.42
125.95,124.14,126.41,123.82
121.39,122.10,123.10,120.76
119.78,119.21,120.08,118.52
121.06,120.30,121.32,119.85
119.29,119.00,119.92,118.75
118.80,119.16,119.40,118.52
117.74,115.68,117.82,115.68
116.08,117.07,117.26,115.85
118.13,117.37,118.25,116.43
116.01,114.71,116.26,114.63
115.13,115.55,115.55,113.92
114.89,115.20,115.98,114.11
113.60,113.00,113.88,112.70
111.03,111.15,111.82,110.56
111.60,110.30,111.66,109.96
108.25,110.05,110.36,108.10
107.43,105.75,107.55,105.62
109.75,109.45,110.00,108.60
110.21,110.70,110.81,110.05
109.13,106.50,109.14,106.47
