RS,Reliance Steel & Aluminum Co. Common Stock (DE),NASDAQ
49.24,48.75,49.83,48.54
48.92,49.71,49.76,48.92
49.68,49.81,50.40,49.54
50.27,49.88,50.74,49.51
50.08,51.01,51.32,49.93
51.05,51.73,51.98,51.01
51.72,51.21,51.84,50.96
51.07,51.05,51.20,50.48
51.13,51.05,51.51,50.74
51.10,51.30,51.70,51.09
51.28,51.21,51.93,51.18
51.17,51.10,51.51,50.99
51.71,51.90,52.50,51.63
51.94,51.58,52.49,50.73
51.27,52.62,52.83,50.74
52.62,52.97,53.49,52.31
52.89,52.56,53.70,52.03
52.34,52.86,53.48,52.17
53.36,53.19,53.80,52.81
53.79,53.70,54.19,53.33
53.63,53.12,53.89,53.03
53.30,53.35,53.97,52.92
53.63,54.29,54.29,53.54
54.29,52.31,54.74,52.29
51.95,52.16,52.43,51.65
52.83,51.23,53.27,51.13
51.41,51.81,52.23,51.28
51.60,52.02,52.04,50.47
52.31,53.79,53.99,52.31
53.71,53.40,53.82,52.47
53.46,52.19,53.90,52.10
52.58,52.29,52.95,52.26
52.99,53.74,54.25,52.99
53.77,54.66,55.05,53.69
54.78,55.30,55.40,53.98
55.56,55.04,55.70,53.89
55.09,55.11,55.98,54.89
55.32,56.00,56.11,54.52
55.70,55.68,56.25,55.27
55.23,55.42,56.18,55.15
55.16,54.87,55.21,54.33
54.75,55.84,55.95,54.75
55.80,55.17,56.40,54.96
55.51,56.60,56.86,55.39
56.43,58.27,58.32,56.01
58.54,58.38,59.95,58.18
57.66,55.73,58.73,55.66
55.76,54.43,56.26,53.63
54.67,54.58,56.06,53.83
54.77,55.11,55.15,54.31
55.57,55.33,56.19,54.60
55.65,53.61,55.99,53.43
53.73,53.87,55.00,53.60
54.76,56.43,56.50,54.76
56.41,55.86,56.50,55.27
56.23,54.21,56.40,53.95
54.20,54.17,54.89,53.25
54.07,53.44,54.32,52.75
52.29,51.70,52.52,51.32
51.40,53.09,53.54,51.29
52.71,52.81,53.52,51.92
50.95,52.87,53.27,50.70
52.87,51.90,53.80,51.35
53.00,52.73,54.00,52.67
53.62,52.34,53.78,52.05
53.10,53.86,53.93,52.67
53.93,54.16,54.49,53.57
53.87,54.81,55.25,53.87
55.39,56.06,56.44,55.00
56.69,56.62,57.27,56.18
56.99,56.68,57.18,56.21
56.68,57.12,57.27,56.13
57.82,58.49,58.61,56.85
58.50,57.78,58.72,57.70
58.31,58.41,58.87,57.78
58.69,59.44,59.58,58.54
59.38,60.05,60.60,59.18
60.49,58.95,60.60,58.87
58.90,58.22,59.38,58.05
58.63,57.41,58.89,57.05
57.54,56.48,57.86,55.94
55.69,55.37,56.39,55.27
55.74,54.91,55.95,54.06
54.57,54.72,55.57,54.44
54.81,55.26,55.50,54.33
54.43,53.86,54.45,53.40
54.19,55.09,55.16,54.19
55.99,56.44,56.76,55.83
56.98,56.61,57.09,56.00
56.66,56.21,56.84,55.77
56.38,56.30,56.84,55.93
56.49,56.67,56.98,55.60
56.98,56.81,57.97,56.27
56.79,56.61,57.02,55.91
56.79,55.13,56.88,54.98
55.23,55.23,55.55,54.56
55.17,53.70,55.17,53.02
52.71,52.62,54.10,52.22
53.41,52.36,54.14,51.81
52.40,54.21,54.40,52.40
54.43,54.80,54.84,53.53
54.57,52.56,54.57,52.38
51.50,52.06,52.80,51.25
52.11,51.13,52.24,50.83
50.79,51.32,52.78,50.38
51.10,51.35,51.84,50.80
51.35,52.24,52.36,51.15
52.60,51.96,52.60,51.15
51.78,51.32,52.01,51.07
50.08,50.39,50.96,49.97
50.79,50.69,51.65,50.57
50.64,50.92,51.20,50.47
50.80,50.46,50.85,49.95
50.91,50.98,51.34,50.65
51.80,51.51,52.12,50.45
51.06,49.25,51.38,49.07
49.21,49.19,50.48,48.91
48.34,47.54,48.95,47.43
47.55,46.61,47.96,46.53
47.12,47.21,47.92,46.67
46.91,46.77,47.20,46.52
46.96,47.10,47.53,46.62
46.86,47.95,48.22,46.74
48.02,46.75,48.02,46.26
47.37,48.08,48.42,47.31
47.60,47.18,48.57,47.00
47.40,47.16,48.15,46.46
47.73,47.09,47.73,46.54
46.90,47.61,47.87,46.75
48.12,48.77,49.06,48.03
48.69,48.46,49.14,48.38
47.62,48.58,48.67,46.87
48.60,48.07,48.96,47.57
48.04,47.68,48.20,47.44
48.07,48.79,48.97,47.98
49.10,49.54,50.00,48.98
49.57,49.65,50.22,49.49
49.67,50.05,50.14,49.02
49.89,49.00,49.89,48.94
49.09,48.86,49.25,48.38
49.54,49.64,49.79,49.36
49.00,49.57,49.64,48.75
48.77,48.65,49.06,48.30
48.48,48.31,49.00,48.28
48.66,48.67,50.00,48.47
48.93,48.32,49.42,48.19
48.43,49.17,49.20,48.00
49.11,48.62,49.42,48.42
49.39,49.67,49.70,49.25
49.72,49.45,49.72,49.20
49.68,50.31,50.38,49.48
50.25,50.43,50.57,50.09
49.88,50.31,50.61,49.76
50.15,49.16,50.15,49.07
48.79,47.19,49.01,47.05
47.00,47.18,48.76,46.85
46.45,47.01,47.35,45.80
47.68,46.52,47.89,45.95
46.06,45.79,47.00,45.76
45.88,45.65,46.04,44.07
44.41,42.96,45.10,42.96
43.64,42.44,44.19,40.83
40.85,37.29,41.22,37.29
38.35,39.69,39.70,36.96
38.63,38.57,40.75,37.76
38.93,40.32,40.79,37.71
40.80,40.76,41.34,40.35
41.23,41.43,41.48,41.03
40.73,40.89,41.64,40.47
40.78,40.34,41.45,40.10
38.98,37.45,38.98,36.74
36.96,37.29,38.85,36.90
38.50,36.87,38.61,36.71
37.01,38.01,38.01,36.79
37.98,38.42,38.58,37.40
38.82,37.52,39.02,37.28
37.15,38.90,39.11,36.74
39.73,40.87,40.94,39.51
40.10,40.96,41.41,39.97
43.17,41.44,43.65,41.08
41.44,40.58,41.88,40.51
39.44,38.79,40.43,38.43
37.50,38.58,38.69,36.61
39.51,40.28,40.55,39.51
39.86,39.73,40.41,39.55
39.23,38.50,39.60,38.25
38.00,38.50,39.05,37.53
38.74,39.78,39.94,37.97
40.14,40.39,40.89,39.02
40.82,40.98,41.17,40.33
41.17,40.58,41.46,40.09
39.58,39.56,39.76,38.76
39.64,38.11,39.91,38.10
37.98,36.40,37.98,36.39
35.00,33.68,35.23,32.75
33.22,34.18,34.80,33.22
35.18,35.41,35.48,33.38
36.56,37.41,38.69,36.45
37.50,35.04,37.60,34.77
36.09,35.30,36.33,34.19
34.44,34.01,34.96,33.92
33.65,32.04,34.27,31.78
31.75,33.25,33.32,31.09
33.24,35.92,36.16,32.67
35.75,37.28,37.59,35.62
37.55,36.10,37.71,35.48
37.22,37.98,37.99,37.07
37.49,38.00,38.47,37.17
38.44,39.24,39.98,38.32
38.77,39.12,39.51,37.88
39.83,39.80,40.06,38.96
39.51,38.01,39.59,37.84
37.81,39.55,39.80,37.58
39.38,38.71,39.62,38.52
38.62,39.41,39.53,37.78
40.13,40.51,40.93,39.59
40.88,42.39,42.81,40.88
41.96,40.57,41.96,40.45
41.61,41.33,41.83,39.70
44.39,45.89,46.70,42.42
45.68,45.99,46.69,45.05
45.15,44.19,45.15,43.47
41.72,42.16,43.11,41.20
43.53,43.75,44.14,42.99
44.49,44.75,45.05,43.14
44.15,45.52,45.86,44.07
45.62,45.24,46.28,44.43
45.56,45.45,46.32,44.86
43.81,42.74,44.19,42.41
43.51,43.47,43.74,42.50
44.29,45.26,45.81,44.09
45.15,45.55,45.75,44.71
45.22,46.28,46.69,44.98
45.46,44.63,45.90,44.46
44.63,43.26,45.29,42.88
43.70,44.07,44.63,43.16
42.77,43.79,44.08,42.77
43.77,43.89,44.08,42.85
43.26,42.18,43.26,41.81
42.00,42.11,42.63,41.86
44.28,44.05,44.93,43.65
44.27,44.29,44.89,43.64
46.38,49.11,49.14,46.38
48.81,48.51,49.80,48.05
49.24,48.86,49.71,48.67
49.83,49.56,50.92,49.02
49.54,49.86,50.45,48.69
49.27,50.11,50.56,48.33
49.43,48.07,49.71,47.62
48.30,49.27,49.48,47.97
47.93,47.40,48.28,46.67
47.89,46.12,48.41,45.77
45.74,45.69,46.34,44.65
46.48,46.31,46.78,45.54
46.77,47.50,47.96,46.58
47.71,46.16,47.98,45.99
47.00,48.58,49.13,47.00
48.34,48.38,48.91,47.59
48.61,49.43,49.86,48.57
49.51,49.83,49.88,49.14
49.47,49.13,49.95,49.00
49.05,47.79,49.15,47.49
48.12,48.49,48.99,47.96
48.44,48.69,48.99,48.44
49.93,50.41,51.47,49.66
50.30,51.47,51.79,50.02
50.97,52.20,52.36,49.95
52.11,52.86,53.08,51.14
52.95,52.52,53.55,52.26
53.55,53.69,54.50,53.36
53.95,53.87,54.07,53.22
54.07,54.57,54.71,53.20
53.74,53.67,53.74,52.44
54.44,54.35,54.96,53.77
54.29,55.81,55.97,54.14
55.90,56.05,57.30,55.79
55.80,54.91,55.91,54.62
55.10,54.29,55.48,54.00
53.72,54.43,54.47,52.80
54.10,55.89,56.05,53.83
55.86,55.29,56.06,54.68
54.97,54.93,55.37,54.39
53.36,54.13,54.34,52.32
54.88,53.20,54.95,52.92
53.81,54.53,55.07,53.51
54.75,54.67,55.55,54.28
55.30,55.99,56.54,55.28
55.69,54.77,55.89,54.74
54.70,54.67,55.40,54.09
54.77,54.49,55.43,54.29
54.55,54.61,54.87,53.50
53.65,53.65,54.08,53.00
54.15,54.17,54.26,52.92
54.00,53.68,54.11,52.76
54.17,52.48,54.33,51.90
53.32,55.86,56.20,52.16
56.25,55.86,56.37,55.34
56.16,56.99,57.70,56.05
56.03,54.01,57.10,53.63
53.92,54.87,55.21,53.51
54.90,54.71,55.76,54.50
54.22,54.48,54.79,53.26
54.44,54.55,55.12,54.05
54.40,53.72,55.00,53.48
54.03,54.60,55.23,54.03
54.89,54.74,55.76,54.52
54.48,53.85,54.69,53.25
53.01,52.89,53.04,52.26
53.39,53.14,53.46,52.49
53.87,53.60,54.18,53.17
53.70,53.80,54.98,53.56
53.89,53.60,54.60,53.22
53.85,55.36,55.42,53.69
55.27,55.68,55.94,54.24
55.61,55.92,56.53,55.21
55.89,57.42,57.45,55.89
57.62,57.95,58.58,57.22
57.18,57.22,57.58,56.06
57.37,56.33,57.37,56.16
55.27,55.03,55.47,54.20
55.22,55.89,55.93,54.56
56.72,56.43,56.72,55.54
56.36,56.50,57.10,56.26
56.35,56.01,56.35,54.50
55.36,56.42,56.58,55.01
57.00,56.48,57.23,55.68
56.48,56.94,57.70,56.17
56.93,55.90,56.93,54.94
54.95,54.91,55.51,54.61
54.70,53.46,55.53,53.10
52.53,53.01,53.43,52.46
53.01,51.50,53.22,51.31
52.52,51.59,52.84,51.41
51.77,53.07,53.99,51.77
52.87,52.07,52.90,51.93
53.57,54.43,55.13,53.22
54.92,56.16,56.86,54.82
55.78,55.74,56.49,55.49
55.75,54.64,55.92,54.30
55.12,54.42,55.30,54.37
53.27,53.78,53.88,52.69
53.88,54.07,54.96,53.51
55.06,55.34,55.64,54.65
55.00,55.68,56.07,52.14
56.83,56.33,57.10,55.51
55.87,55.89,56.28,55.28
55.95,56.18,57.36,55.84
55.58,55.90,56.10,55.36
55.87,55.11,56.40,54.98
54.67,53.35,54.84,53.10
53.03,53.28,53.63,52.60
52.80,52.75,52.86,51.57
51.63,52.69,53.52,51.16
53.19,52.57,53.52,52.05
52.01,52.57,53.66,51.86
51.86,52.28,52.86,51.57
52.17,51.46,52.71,51.27
51.75,49.87,52.33,49.66
50.06,48.32,50.49,48.21
48.67,47.40,49.03,47.14
47.60,49.18,49.29,47.43
49.26,48.48,49.69,48.10
47.79,49.25,49.36,47.09
49.58,48.06,49.58,47.46
47.93,48.00,48.24,47.67
48.63,49.54,49.78,48.63
48.46,48.12,48.57,47.81
48.08,47.21,48.25,46.66
45.85,46.08,46.76,45.76
46.08,45.99,46.08,44.81
45.71,46.25,46.36,45.40
46.67,47.67,47.68,46.67
48.45,48.60,49.66,48.20
48.49,48.67,48.87,47.54
49.27,46.94,49.30,46.90
47.31,47.09,47.44,46.49
46.63,46.61,47.24,46.26
46.62,46.92,47.21,46.27
47.12,47.57,47.81,46.72
47.09,47.04,47.35,46.81
47.38,49.16,49.50,47.33
49.21,49.14,49.91,48.68
49.04,47.05,49.11,47.01
47.35,47.28,47.45,46.78
46.43,46.37,46.59,46.06
46.57,47.07,47.36,46.27
47.31,48.18,48.32,46.74
47.57,48.52,48.52,47.40
49.54,50.50,50.51,49.45
50.80,50.15,50.80,49.75
50.36,51.31,51.75,50.28
51.30,51.96,52.50,50.82
51.19,51.08,51.67,50.85
50.86,50.75,51.07,50.30
51.75,50.42,51.75,49.95
50.58,49.91,51.04,49.65
49.52,48.06,51.81,47.35
48.36,49.71,49.87,48.27
49.46,49.37,49.66,48.88
49.59,49.04,49.81,48.24
48.75,49.79,49.83,48.75
49.95,49.45,50.14,49.34
49.10,48.31,49.40,48.19
46.97,47.60,47.86,46.43
47.70,45.72,47.86,45.39
46.00,44.98,46.23,44.91
46.09,48.10,48.46,46.09
48.42,49.65,49.95,48.06
49.66,50.22,50.31,49.22
50.28,51.48,52.09,50.21
51.75,51.11,51.93,50.65
50.65,50.03,51.58,49.23
51.17,51.51,52.12,50.80
51.86,52.53,53.17,51.86
52.83,52.91,53.58,52.70
52.63,52.79,53.80,52.63
52.64,53.06,53.63,52.39
52.75,53.47,53.57,52.48
53.20,52.80,53.33,52.00
53.19,52.35,53.42,52.13
51.90,52.17,52.34,51.59
52.23,52.85,53.16,52.00
52.94,52.95,53.30,52.67
52.75,53.41,53.42,52.58
53.57,53.46,54.46,53.17
53.19,53.44,53.63,52.64
53.46,52.64,53.46,52.37
52.42,52.38,52.68,51.90
52.80,52.35,52.90,51.89
52.39,52.31,52.57,51.59
52.29,51.97,52.41,51.58
51.60,50.93,51.63,50.32
51.47,51.43,51.66,50.77
51.44,51.68,51.97,50.58
51.68,51.42,51.98,51.27
51.99,52.35,53.00,51.88
53.13,54.49,54.52,52.69
54.46,54.75,55.48,54.45
54.89,55.74,55.98,54.81
56.00,55.95,56.17,54.74
55.97,57.13,57.90,55.41
57.69,57.66,58.80,57.23
56.86,54.99,56.86,54.74
54.23,54.55,54.95,53.17
54.53,54.53,55.07,54.11
53.81,54.42,54.56,53.04
55.14,53.90,55.29,53.79
53.52,53.42,53.98,53.08
53.91,51.56,53.91,51.54
51.55,52.02,52.54,50.75
52.47,53.06,53.09,51.70
52.66,52.35,52.66,51.53
52.77,51.54,52.98,51.27
51.91,51.59,52.16,51.18
51.64,51.10,51.84,50.87
51.46,52.14,52.42,51.37
52.66,51.80,52.75,51.59
51.16,51.60,52.10,51.10
51.67,50.92,52.58,50.76
50.85,50.12,50.94,49.79
50.46,50.63,50.90,50.17
50.65,50.34,50.95,49.72
50.50,51.36,51.39,49.96
51.75,52.98,53.13,51.62
53.28,53.30,54.42,52.49
52.92,52.95,53.48,52.60
52.76,52.71,53.07,52.43
52.80,53.10,53.29,52.35
52.29,52.55,52.88,51.78
53.03,52.11,53.03,52.00
53.18,54.77,54.85,52.81
54.92,54.93,55.50,54.37
54.86,54.34,54.86,53.86
55.07,58.24,58.24,54.24
58.56,55.72,58.68,55.53
55.70,56.23,56.59,55.46
56.70,57.19,57.75,56.22
54.24,55.46,56.51,54.24
55.21,54.77,55.43,54.54
54.58,55.51,56.40,54.25
56.28,55.52,56.29,55.18
54.65,55.38,55.89,54.65
55.65,54.50,55.77,54.29
54.37,53.71,54.99,53.68
53.90,54.03,54.47,53.09
54.97,55.81,55.96,54.97
55.57,56.02,56.33,55.47
56.05,56.19,56.53,55.86
56.50,56.93,57.05,56.36
56.91,56.53,57.21,56.07
56.25,55.95,56.82,55.89
55.53,56.40,56.46,55.09
57.07,56.58,57.46,56.18
56.64,56.40,56.79,55.96
57.11,56.33,57.11,56.08
56.09,56.17,57.08,55.74
56.45,56.43,56.84,55.84
56.46,56.81,56.81,56.27
57.00,57.03,57.17,56.43
56.91,57.19,57.32,56.59
57.27,58.26,58.30,56.43
58.38,57.97,58.99,57.69
57.98,57.94,58.49,57.76
58.82,59.25,59.75,57.95
59.31,59.94,59.97,59.16
59.94,60.98,61.64,59.81
60.80,60.77,61.74,60.69
60.79,62.00,62.00,60.56
60.50,61.73,61.82,60.50
61.54,61.54,61.66,61.31
61.83,61.54,62.45,61.49
61.79,61.24,62.08,60.59
60.87,60.36,61.12,60.26
60.11,62.10,62.28,60.11
63.73,64.57,64.70,63.57
64.36,63.37,64.63,63.31
63.53,64.58,64.60,63.40
64.22,64.60,64.88,64.01
64.51,63.67,64.69,63.53
64.25,65.33,65.48,63.98
65.42,64.70,65.70,63.94
64.57,64.16,64.64,63.71
63.48,63.58,64.16,63.35
63.18,63.80,64.01,63.10
63.25,62.47,63.25,62.16
63.01,63.46,63.63,62.82
63.55,63.23,63.57,62.78
63.30,64.19,64.72,62.55
64.16,63.56,64.18,63.35
63.72,63.51,64.13,62.87
63.89,64.21,64.21,63.05
64.12,64.00,64.26,63.50
64.18,64.68,65.20,64.05
64.63,64.14,65.00,63.85
64.08,64.72,65.03,64.02
65.39,65.65,65.95,64.84
64.84,64.31,65.15,64.08
64.43,64.69,64.90,64.10
68.00,70.25,71.38,68.00
70.07,70.06,70.56,69.18
70.18,71.44,71.57,70.18
71.26,71.00,71.78,70.81
71.00,70.77,71.20,70.47
70.95,71.01,71.63,70.38
70.75,72.00,72.08,70.46
71.71,72.05,72.36,71.71
72.20,71.76,72.90,71.46
71.40,68.13,71.46,68.04
68.00,67.94,69.70,67.29
68.29,68.20,68.58,67.43
68.36,65.10,68.57,65.09
65.42,65.73,65.82,64.66
65.57,66.88,67.54,65.57
66.83,66.59,67.46,66.58
65.55,65.87,66.28,64.88
65.59,65.61,65.96,64.81
66.94,66.04,68.88,65.96
67.35,66.65,67.35,65.12
66.72,66.62,67.61,66.22
66.76,67.26,67.68,66.76
67.09,67.39,67.75,66.50
67.33,67.24,67.79,66.59
67.16,67.53,67.86,66.07
68.03,68.94,69.04,67.47
68.89,69.24,69.82,68.74
68.09,69.00,69.29,68.09
69.04,69.12,69.25,67.72
69.51,69.98,70.28,69.07
69.71,69.15,70.51,69.08
69.34,69.39,69.77,68.91
69.59,69.92,70.84,69.08
70.13,70.91,71.11,70.10
70.09,71.09,71.20,69.53
70.94,71.17,71.30,70.25
71.16,69.20,71.16,69.06
69.91,67.67,69.98,67.17
67.70,66.33,67.70,65.30
66.50,66.46,67.66,65.83
65.43,67.71,67.96,64.91
67.88,68.15,68.15,67.44
68.48,69.48,70.01,68.04
69.87,69.56,69.87,68.77
69.42,68.28,69.87,68.10
68.05,67.19,68.63,66.46
66.17,64.65,66.27,64.24
65.82,66.81,66.98,65.38
65.92,65.46,65.92,64.76
65.73,65.31,66.56,64.41
65.81,65.69,65.97,64.75
65.83,65.44,65.83,64.22
65.83,66.01,66.51,65.02
66.28,67.04,67.51,65.95
65.43,64.49,68.87,59.44
64.02,64.05,64.31,62.92
64.24,64.15,64.59,63.49
63.50,65.07,65.09,63.06
64.45,63.31,64.46,63.19
63.41,64.25,64.44,62.52
65.18,66.40,67.20,65.18
66.45,66.01,66.57,65.30
66.02,66.80,66.83,65.91
66.60,68.27,68.67,66.31
67.89,67.66,68.54,67.18
67.74,68.68,68.88,66.99
68.33,67.91,68.58,67.86
67.79,68.09,68.67,67.45
67.59,67.63,67.93,66.92
67.45,67.29,68.87,67.10
67.61,68.42,68.61,67.61
68.31,68.83,69.32,68.12
69.13,69.09,70.15,68.36
69.19,67.77,69.81,67.22
66.51,67.16,67.30,66.00
66.53,66.80,67.10,66.35
67.82,67.48,68.75,67.32
66.82,66.64,67.03,65.88
66.78,67.08,67.40,66.49
67.18,65.77,67.46,65.75
66.07,65.95,66.24,64.55
65.77,65.34,66.23,64.45
64.96,63.78,65.00,63.51
63.68,64.78,64.79,63.49
64.83,65.17,65.83,63.87
65.14,65.49,65.81,64.60
64.28,64.63,64.96,63.92
64.85,63.94,65.37,63.56
63.97,65.38,65.66,63.93
64.91,64.99,66.04,64.59
65.58,65.50,65.93,64.92
65.34,66.37,66.62,65.34
