GASL,Direxion Daily Natural Gas Related Bull 3X Shares,NASDAQ
65.63,66.90,67.61,65.63
67.09,68.56,68.56,67.09
66.79,65.75,66.93,65.31
65.68,62.36,65.68,61.87
64.21,64.87,65.54,64.00
64.41,62.51,64.41,61.77
63.10,62.21,63.31,61.84
62.34,62.31,63.00,61.13
61.99,61.54,61.99,61.34
63.11,65.15,65.15,63.11
64.87,65.03,65.62,64.87
60.35,63.48,63.48,60.35
63.54,62.46,63.54,62.46
60.14,61.55,61.55,60.13
63.00,64.30,64.34,63.00
65.88,66.92,67.87,65.09
67.31,67.91,68.50,67.31
68.08,69.72,69.72,66.64
69.93,70.43,71.28,69.93
70.00,69.51,70.00,68.36
71.05,70.13,71.30,69.60
68.64,68.17,68.72,67.50
66.40,63.89,66.40,63.51
63.25,64.39,64.72,63.25
64.93,64.85,66.99,64.75
65.82,63.34,66.01,63.31
68.83,71.99,71.99,68.83
71.33,70.76,71.33,69.72
71.96,74.39,74.39,71.96
74.91,74.97,75.51,74.05
75.96,77.01,77.01,75.96
76.87,78.12,78.12,76.46
76.20,77.07,78.34,75.92
76.82,76.95,78.58,76.19
75.93,74.30,76.47,73.79
73.64,73.98,75.62,73.45
72.15,72.79,74.30,71.62
75.40,72.29,75.42,71.85
72.17,68.80,73.68,68.80
68.44,68.00,68.93,64.83
65.74,58.59,65.80,58.59
60.09,55.53,60.09,52.42
50.77,45.27,51.70,45.20
47.35,48.82,49.01,44.04
48.30,47.04,51.18,46.67
48.64,53.00,54.19,46.99
54.44,53.00,55.04,52.50
54.52,56.53,56.53,54.50
55.07,53.87,55.66,52.82
54.84,54.27,56.40,53.62
51.39,47.60,51.39,46.58
47.16,45.79,48.92,44.48
48.30,44.12,48.52,43.77
43.93,47.85,48.15,43.93
47.86,48.66,48.75,46.65
49.39,46.11,49.88,45.79
44.96,48.06,48.33,43.67
49.76,51.72,51.82,49.55
50.79,53.67,53.67,50.10
53.75,53.67,55.32,53.03
55.31,53.07,55.60,53.05
50.35,49.86,50.97,48.94
44.94,48.50,48.53,44.94
50.05,52.39,52.56,50.05
51.52,50.50,52.70,50.50
49.02,46.82,49.50,46.03
44.99,46.30,46.30,44.00
46.58,47.23,47.38,45.68
46.93,48.92,49.78,46.39
50.06,50.99,51.00,49.40
49.77,50.46,51.47,49.77
47.49,48.63,49.61,46.64
49.40,47.71,50.32,47.64
47.27,44.10,49.36,44.10
40.63,37.97,42.50,36.89
37.59,36.27,38.45,36.17
36.85,39.15,39.15,36.03
41.75,40.89,43.28,40.89
41.35,37.29,41.35,37.29
38.92,36.89,39.03,35.38
35.71,34.49,36.33,34.49
33.22,31.15,33.62,30.75
29.79,30.48,30.76,28.04
33.52,35.95,36.25,32.29
36.15,37.50,37.75,35.34
38.17,35.93,38.17,35.09
37.55,39.26,39.53,37.55
38.55,39.31,40.00,38.15
39.97,40.43,41.60,39.95
39.62,40.62,40.62,37.99
42.11,43.89,44.00,41.71
43.43,42.55,44.14,42.55
42.75,45.41,45.92,41.13
45.06,44.45,46.66,44.01
44.52,44.38,45.08,42.05
45.71,46.73,46.78,45.53
47.08,48.49,48.69,47.08
47.10,44.98,47.50,44.98
46.21,47.59,48.14,44.74
51.96,52.58,53.60,50.48
50.97,53.63,53.75,50.97
51.56,48.50,51.56,48.50
45.00,45.56,46.08,42.49
47.75,49.18,49.28,47.26
49.82,51.63,51.77,49.13
50.36,52.21,52.70,49.92
52.87,52.39,53.44,50.75
51.65,53.57,53.60,50.36
50.00,48.00,50.45,47.86
49.75,50.30,51.05,48.03
51.59,52.57,52.86,51.57
51.66,50.83,51.80,50.00
50.75,52.38,52.48,50.75
50.76,50.56,53.83,50.50
50.23,46.57,50.91,46.38
47.80,47.03,48.00,46.30
45.29,45.50,45.50,42.92
44.66,44.11,45.02,43.35
42.60,40.69,42.63,40.69
40.93,39.67,41.19,39.67
43.31,43.14,44.11,43.03
44.12,45.56,46.00,43.64
49.49,50.75,50.75,48.87
50.74,49.40,51.52,48.81
51.29,49.50,52.32,49.50
52.47,50.68,53.05,49.50
50.77,52.59,53.41,49.80
52.48,51.05,52.48,49.07
49.88,44.56,49.88,44.50
44.86,48.16,48.37,44.86
45.95,42.32,45.95,41.33
43.72,39.78,45.33,38.55
38.11,35.09,38.11,34.71
36.95,34.72,36.98,34.07
35.82,36.13,36.50,34.95
36.88,32.72,36.88,32.72
34.21,37.13,37.43,34.21
37.00,38.16,38.26,35.82
38.07,40.56,41.00,38.07
41.56,40.57,41.57,39.98
40.49,41.24,41.40,40.17
40.61,38.12,40.61,37.86
38.33,39.72,39.77,38.33
39.33,39.53,40.32,39.33
41.89,43.50,44.13,41.89
42.92,43.99,44.17,42.21
42.49,43.87,44.20,42.17
43.80,42.48,44.16,42.48
42.76,42.22,42.84,41.98
45.00,42.67,45.00,42.58
41.60,38.08,41.60,38.08
38.20,36.05,38.20,36.05
35.14,33.90,35.14,33.59
35.20,33.92,35.50,33.51
34.00,35.50,35.50,33.50
36.37,34.10,36.37,33.75
34.82,33.20,34.82,32.55
35.03,37.59,37.90,35.03
36.69,36.32,37.80,35.51
38.74,39.73,39.73,34.85
40.93,35.65,40.93,35.19
35.64,36.25,36.55,34.09
34.08,35.59,37.43,33.98
36.23,34.45,36.50,33.85
35.20,33.68,35.20,33.13
33.66,34.62,35.12,33.51
35.78,35.93,36.03,34.88
35.53,37.84,37.84,35.12
37.70,38.74,38.89,36.10
39.21,38.67,39.46,37.58
38.76,38.96,39.50,37.86
37.69,37.52,37.77,36.60
39.15,39.04,39.23,37.85
39.75,40.18,40.56,39.09
40.91,42.47,43.02,40.91
42.54,44.52,45.12,40.99
44.52,45.48,46.13,44.52
46.48,45.60,46.98,45.10
45.50,43.89,45.50,43.87
44.70,46.92,46.92,43.38
46.88,47.13,47.88,46.69
45.98,46.18,47.28,45.63
46.00,45.47,46.86,44.84
45.47,43.67,46.02,42.60
44.23,45.23,45.52,43.96
44.14,42.14,45.32,41.87
41.51,40.69,41.51,39.50
38.83,38.35,39.20,37.30
38.69,39.59,39.94,37.90
40.87,41.54,41.88,40.00
41.99,41.45,42.97,41.00
41.78,39.58,41.78,39.00
40.40,41.76,41.76,39.20
41.57,40.16,42.52,39.90
40.43,41.44,42.04,40.30
41.75,43.52,43.89,41.75
44.17,45.02,45.96,42.91
44.83,41.85,44.83,41.15
42.02,41.15,42.02,40.09
39.54,36.70,40.03,35.94
36.77,38.74,39.05,36.00
38.80,38.94,40.25,38.32
38.75,37.54,38.75,37.33
37.64,35.32,37.64,34.28
34.49,34.35,34.49,32.50
35.17,34.66,35.43,33.56
34.20,36.35,37.07,33.99
36.17,35.11,36.17,34.00
33.50,32.86,33.81,32.19
32.69,31.89,33.92,31.60
30.33,30.29,31.23,29.56
30.76,28.29,31.05,28.12
29.01,27.21,29.65,27.16
27.74,30.12,30.16,27.46
30.50,27.84,30.50,27.77
28.26,26.83,28.99,26.12
27.04,28.52,29.50,27.04
28.14,27.11,28.14,26.77
27.36,27.71,28.50,26.93
28.57,26.64,29.02,26.61
25.36,26.85,27.28,24.39
26.99,27.45,27.89,26.18
28.06,29.65,29.90,27.79
30.00,31.78,31.97,29.22
32.58,32.85,33.00,30.79
32.93,34.39,34.62,31.68
34.38,35.29,36.25,32.90
34.68,31.14,34.68,31.00
31.37,29.54,32.06,29.25
28.51,27.73,28.53,26.82
27.30,28.06,28.86,26.37
27.09,28.71,28.82,25.69
27.10,29.46,30.00,26.35
30.03,29.36,31.00,28.46
28.40,27.49,29.80,27.28
26.48,25.59,26.99,25.40
25.61,22.80,25.87,22.38
23.20,22.31,25.07,22.25
22.48,20.98,22.87,20.75
21.29,20.72,22.21,20.54
21.01,23.26,23.30,20.98
23.62,22.49,24.77,21.97
21.93,23.26,23.30,20.40
23.37,22.03,23.63,21.00
21.16,22.32,22.60,21.16
23.38,24.08,24.81,22.84
23.95,21.17,23.95,20.61
21.06,21.21,21.65,19.11
19.51,18.17,19.57,18.06
18.50,17.35,18.57,16.52
17.63,18.72,19.00,17.48
19.84,20.94,21.28,19.09
21.99,20.24,22.67,20.03
19.75,19.99,20.20,18.64
20.40,18.27,21.18,18.18
18.25,19.21,19.21,17.82
18.61,17.82,19.36,17.62
18.03,19.34,19.50,17.59
19.73,21.12,21.13,19.26
21.25,20.87,21.25,19.90
21.43,22.39,22.83,21.00
22.79,21.58,22.96,20.83
21.22,18.26,21.22,18.21
18.86,19.49,19.83,17.89
19.19,18.16,19.50,17.66
18.29,18.90,19.08,17.59
19.58,21.81,22.07,19.58
21.13,22.69,23.09,21.12
24.37,25.07,25.17,23.75
24.57,24.56,25.00,22.90
25.15,27.00,27.07,25.15
26.90,25.73,27.13,25.04
24.48,24.65,25.83,23.87
24.06,24.74,25.59,23.82
24.80,22.06,25.44,21.50
22.00,22.77,23.41,22.00
22.23,21.88,22.32,20.80
22.49,23.16,23.29,22.26
23.31,23.34,23.84,22.29
23.62,24.34,24.46,21.95
24.09,24.67,25.35,23.78
25.02,25.31,25.88,24.86
25.13,25.30,25.35,23.97
23.77,24.34,24.63,22.90
24.50,22.67,24.87,21.97
23.13,22.03,23.15,21.41
22.63,23.66,23.92,22.58
23.61,25.51,25.76,23.46
25.62,26.91,27.07,25.46
26.36,24.73,26.94,24.69
24.95,25.03,25.58,24.29
24.13,21.76,24.13,21.23
22.76,22.85,23.65,22.46
22.62,23.61,24.00,22.62
24.34,26.14,26.67,24.24
25.90,26.12,26.98,25.47
26.00,27.27,27.68,25.67
26.85,26.89,26.97,25.44
26.73,25.40,27.22,25.26
25.98,25.61,26.30,25.19
25.74,26.19,26.40,25.31
26.57,27.45,27.72,26.35
27.73,27.28,27.73,26.90
26.98,26.73,27.38,26.16
27.20,26.46,28.32,26.21
26.00,26.73,26.77,25.61
26.49,24.35,26.72,24.30
24.08,24.99,25.36,23.80
25.31,24.87,25.64,24.65
25.21,25.30,25.45,24.45
25.44,24.61,25.49,24.60
24.16,23.33,24.20,23.25
24.03,24.30,24.58,23.14
24.30,23.95,24.30,23.12
24.06,24.11,24.58,23.91
24.62,26.05,27.00,24.62
27.90,27.89,27.98,26.16
27.63,27.51,28.86,27.00
27.78,29.58,29.62,27.78
29.96,30.23,30.68,29.43
30.45,32.30,32.96,29.85
32.99,34.50,35.57,32.97
34.08,32.40,34.54,32.10
32.00,30.44,32.27,29.58
30.69,29.81,30.91,29.48
29.39,29.48,29.63,27.96
30.22,29.80,30.97,29.69
29.45,28.96,29.55,28.50
29.50,27.51,29.68,27.47
27.10,26.97,27.69,26.04
27.52,28.81,29.25,27.43
28.38,28.37,28.98,27.60
29.01,29.25,30.37,28.97
30.02,29.88,30.21,28.92
29.74,27.99,29.74,27.40
28.59,29.14,29.29,28.11
29.60,28.20,29.86,27.85
27.57,28.34,28.49,27.35
28.65,29.42,29.83,28.07
29.35,28.40,29.85,28.00
28.40,29.91,30.65,28.40
30.24,29.27,30.55,28.60
27.11,29.00,29.41,27.11
29.31,30.22,30.29,29.26
30.18,31.55,31.62,30.18
31.03,31.49,31.70,30.59
31.00,29.79,31.46,29.49
29.80,28.41,31.50,27.58
27.58,26.36,27.58,25.51
26.98,24.65,27.04,24.50
25.02,25.63,25.71,24.10
25.12,25.40,26.09,24.52
25.87,24.83,25.87,24.34
24.15,25.67,25.93,24.15
26.58,24.16,26.58,24.05
24.14,24.42,24.89,23.94
24.78,25.14,25.25,24.57
25.00,22.05,25.00,21.96
22.71,20.88,22.71,20.86
20.37,20.74,21.76,19.90
21.51,20.44,21.75,20.18
20.53,20.52,21.45,19.75
22.00,19.67,22.00,19.58
19.77,19.30,20.21,18.75
19.54,19.62,19.94,18.51
20.61,21.38,21.48,20.61
21.02,21.11,21.46,20.55
21.11,21.39,21.40,20.50
21.60,22.43,22.43,21.58
22.06,21.39,22.06,20.96
21.15,20.84,21.63,20.75
20.49,21.01,21.01,19.70
21.27,21.05,21.91,20.90
21.21,20.70,21.33,20.26
20.80,20.46,21.23,20.44
20.19,19.99,20.67,19.80
20.34,21.07,21.37,20.34
20.99,21.15,21.54,20.76
21.39,21.51,21.58,21.20
21.40,20.63,21.40,20.41
20.70,20.87,21.14,20.65
21.19,21.30,21.95,21.15
21.05,20.39,21.40,20.20
20.25,20.01,20.59,19.92
20.11,20.57,20.62,20.11
20.56,22.15,22.65,20.56
22.00,21.68,22.34,21.50
21.93,22.17,22.22,21.56
20.86,21.84,21.88,20.63
21.93,20.64,22.00,20.56
20.94,20.19,21.27,20.16
20.16,19.83,20.34,19.04
19.47,18.84,19.67,18.76
18.75,19.98,20.08,18.40
20.87,20.90,21.47,19.92
20.55,21.36,22.00,20.01
21.38,22.32,22.38,21.20
22.06,21.84,22.07,21.45
21.74,21.57,21.74,20.90
21.54,20.52,21.73,20.28
20.82,21.27,21.44,20.48
21.36,21.41,21.74,20.80
21.47,20.95,21.47,20.84
20.76,21.61,21.61,20.68
21.30,21.48,21.58,21.19
21.63,22.03,22.30,21.55
22.11,22.50,22.53,21.74
22.64,23.67,23.79,22.21
23.98,22.85,23.98,22.74
22.61,22.63,23.57,22.23
23.07,22.92,23.55,22.60
22.76,21.86,22.81,21.43
21.87,22.68,22.74,21.81
22.76,22.72,24.05,22.47
22.87,22.57,22.87,21.90
23.12,22.91,23.20,22.06
22.65,21.94,22.65,21.86
22.25,23.05,23.30,22.14
22.79,24.35,24.38,22.79
24.40,23.89,24.63,23.70
24.15,24.39,24.58,24.15
24.26,23.78,24.26,23.35
24.05,23.50,24.05,23.11
23.50,24.32,24.41,23.50
24.26,23.01,24.35,22.93
22.90,21.26,22.90,21.00
21.62,22.44,22.44,21.48
22.62,20.40,22.62,20.37
20.30,20.44,20.69,19.30
20.98,22.06,22.07,20.92
22.39,20.03,22.87,20.03
20.36,20.42,20.61,19.32
20.20,21.40,21.65,20.18
21.20,21.19,21.77,20.95
20.72,20.71,21.10,20.00
20.32,20.31,20.80,19.76
20.65,20.68,21.08,20.63
20.88,21.26,21.47,20.77
21.49,23.54,23.64,21.15
23.94,24.20,24.39,23.28
24.20,24.49,24.59,23.28
24.37,24.36,24.93,23.90
24.55,24.25,24.65,24.11
24.49,26.95,27.10,24.47
27.25,27.06,28.20,26.67
26.20,26.50,27.71,25.76
26.97,25.26,26.97,24.70
25.34,25.43,25.90,24.75
25.41,24.41,25.63,24.41
24.69,24.26,25.23,24.10
24.01,23.78,25.35,23.65
23.80,24.74,24.78,23.64
25.00,24.15,25.00,23.75
24.00,23.97,24.30,23.86
23.71,23.21,24.94,22.86
23.29,22.11,23.32,22.05
22.02,20.80,22.59,20.55
20.72,20.61,20.95,20.21
20.26,22.27,22.40,20.00
23.73,23.06,24.04,22.24
23.04,24.20,24.35,22.63
24.45,24.84,25.19,24.29
24.91,25.14,25.75,24.45
24.40,23.56,24.74,23.05
23.26,19.43,23.67,19.30
20.46,20.25,20.68,18.95
19.85,18.35,19.85,17.56
18.34,19.33,19.68,17.52
19.50,18.51,19.51,18.08
18.55,18.85,19.00,17.74
19.34,19.00,19.37,18.49
19.13,20.45,20.62,19.05
20.58,20.84,22.00,20.50
20.60,20.09,20.60,19.12
20.43,20.83,21.24,20.23
20.91,20.44,21.01,20.08
20.39,19.35,20.39,19.27
19.64,19.73,19.80,18.84
20.05,20.98,21.25,20.05
20.90,21.26,21.50,20.90
21.35,21.39,22.09,20.85
21.22,21.19,21.92,20.91
21.30,22.03,22.44,20.80
21.88,22.84,22.95,21.29
22.64,22.39,23.00,22.22
22.39,23.68,23.77,22.39
23.52,23.49,24.08,23.00
23.12,22.59,23.77,22.44
22.98,24.21,24.29,22.98
24.37,26.04,26.10,24.37
26.41,25.77,26.94,25.66
25.80,24.47,26.93,23.92
23.20,24.95,25.00,22.85
24.68,24.76,24.76,23.93
25.75,25.39,26.04,24.87
25.09,25.28,26.05,24.70
25.15,25.10,25.40,24.63
24.97,23.07,25.05,23.06
23.22,23.80,24.30,23.03
24.03,24.04,24.25,23.40
24.09,22.60,24.09,22.60
22.69,22.90,23.20,21.86
23.13,24.57,24.64,22.99
24.68,24.52,24.90,23.87
23.81,22.80,23.81,22.75
23.25,21.80,23.63,21.60
21.54,22.69,22.75,21.54
22.70,21.46,23.05,21.44
21.88,22.78,22.90,21.88
23.00,23.29,23.70,22.90
