GASL,Direxion Daily Natural Gas Related Bull 3X Shares,NASDAQ
48.99,50.01,50.73,48.50
51.89,51.65,53.67,51.52
50.19,52.10,52.60,49.19
51.79,51.81,52.93,50.59
52.64,52.92,53.36,49.88
54.00,52.97,54.20,52.42
57.47,50.08,58.12,49.68
51.44,52.15,52.92,49.00
50.82,47.25,51.64,47.05
46.26,46.91,47.93,44.50
47.57,46.74,47.63,45.44
46.73,46.82,47.58,45.87
47.37,45.96,47.60,45.63
47.00,46.74,48.00,46.56
46.82,46.93,47.88,46.27
46.51,46.92,47.60,46.48
47.92,47.74,48.05,47.10
47.81,46.05,48.29,45.55
45.61,45.07,45.87,44.65
44.88,44.51,46.19,44.06
45.99,45.18,47.35,42.88
45.23,47.00,47.10,44.75
47.45,47.79,48.42,46.00
48.12,47.58,48.50,46.60
46.67,44.27,46.75,44.15
44.75,44.28,45.46,44.00
44.88,45.68,45.75,43.82
47.02,45.45,47.25,44.90
44.92,45.30,45.69,44.66
