BDX,Becton,NASDAQ
163.67,166.51,166.79,163.67
166.51,169.40,169.65,166.51
168.94,168.12,171.94,167.16
168.63,167.75,169.30,167.23
167.85,169.19,169.41,167.01
169.32,167.75,169.97,167.11
167.83,166.74,168.50,166.29
167.24,166.15,167.82,165.58
165.97,165.97,166.82,164.89
166.10,165.91,166.36,164.53
166.21,166.48,167.14,165.61
167.53,167.06,168.47,166.92
167.22,165.87,167.27,165.25
165.87,166.15,166.88,165.59
166.96,165.55,166.96,165.03
161.95,165.15,165.29,161.50
165.46,164.94,165.90,164.43
163.81,164.80,165.32,163.36
165.29,167.89,168.58,164.94
168.23,168.87,169.67,168.03
168.56,170.94,172.90,168.37
170.51,173.71,173.74,168.86
172.87,173.49,173.69,170.57
173.40,173.35,174.16,172.26
