BDX,Becton,NASDAQ
76.35,76.15,76.61,75.63
77.02,76.39,77.21,76.10
76.09,75.52,76.14,75.52
75.92,75.29,76.06,74.92
75.85,75.38,76.22,75.24
75.61,75.54,76.00,74.65
76.31,78.25,78.76,76.31
77.90,77.54,78.16,77.34
76.96,77.56,77.98,76.63
77.50,77.78,78.19,77.27
77.46,78.18,78.24,77.16
77.71,78.27,78.35,77.22
77.78,77.27,77.82,77.13
76.80,77.39,78.12,76.80
76.86,76.61,77.15,76.40
76.79,76.78,76.91,76.25
77.10,77.69,78.06,76.88
77.65,77.84,77.88,77.27
77.53,77.62,77.81,76.84
76.72,76.64,76.90,76.36
76.64,78.12,78.15,76.55
77.24,78.16,78.42,77.20
77.53,78.05,78.30,77.16
77.12,77.93,78.19,76.62
78.61,79.82,79.96,78.34
79.88,80.76,81.16,79.80
80.65,81.53,81.65,80.37
81.52,80.85,81.59,80.85
81.27,81.38,81.87,81.05
81.25,81.05,81.61,80.80
81.29,81.46,81.79,81.10
81.81,82.03,82.45,81.55
82.10,82.42,82.75,81.76
82.43,83.39,83.80,82.04
83.15,83.04,83.50,82.81
82.94,84.78,84.93,82.63
84.74,85.21,85.31,83.97
85.23,83.85,85.50,83.82
84.26,83.81,84.26,83.40
83.95,84.38,84.66,83.65
84.13,84.64,84.79,84.13
84.43,84.11,84.50,84.02
84.42,85.32,85.33,84.28
85.33,84.98,85.50,84.83
85.03,85.14,85.34,84.65
84.99,84.52,85.27,84.43
85.17,84.73,85.69,84.63
84.75,83.35,84.86,83.08
83.09,83.37,83.63,82.73
83.35,83.25,83.58,82.99
83.34,83.23,83.85,82.67
82.73,83.06,83.22,82.59
83.26,83.98,84.22,83.25
84.25,83.64,84.33,83.48
83.78,83.13,83.89,82.91
83.08,82.70,83.13,82.36
82.58,83.97,84.18,82.45
84.05,83.00,84.27,82.68
83.02,83.09,83.37,82.71
83.44,83.20,84.38,83.08
83.32,83.66,83.87,83.15
83.79,84.61,84.76,83.65
84.94,84.13,85.00,84.13
83.87,83.55,84.32,83.41
83.22,82.56,83.95,82.41
82.65,82.95,82.97,81.56
83.38,83.82,83.95,83.09
83.69,83.72,84.07,83.34
83.57,84.16,84.43,83.51
84.38,84.50,84.52,83.82
84.82,85.64,85.90,84.58
82.72,81.03,83.99,80.15
81.03,81.38,81.72,80.97
81.39,81.20,81.73,81.05
80.95,81.29,81.53,80.50
81.21,81.59,81.62,80.76
80.74,80.44,81.05,80.29
80.51,80.00,80.91,79.97
79.66,80.26,80.38,78.62
80.43,81.28,81.74,80.09
80.41,79.68,81.13,79.58
79.77,79.09,80.15,79.03
78.98,79.08,79.70,78.57
79.45,80.17,80.23,79.18
80.15,80.00,80.33,79.55
80.13,79.20,80.18,79.20
79.19,79.47,79.99,79.00
80.00,81.07,81.27,79.66
80.86,80.21,81.05,79.50
80.52,79.41,80.75,79.20
79.22,79.94,80.13,78.68
79.68,79.65,79.97,79.13
78.90,78.33,79.04,77.93
78.00,78.87,79.07,77.96
78.43,77.67,78.55,77.22
75.83,76.96,77.39,75.70
76.70,76.53,77.21,75.44
77.44,76.51,77.96,76.39
77.11,76.90,77.48,76.50
78.29,77.91,78.36,77.76
77.95,78.05,78.31,77.89
77.79,77.62,77.86,77.03
77.84,77.98,78.06,77.20
78.15,78.65,78.93,78.06
78.54,78.62,79.00,78.25
78.58,79.49,79.50,78.47
79.79,79.49,80.19,79.38
79.31,79.62,80.35,79.26
79.95,80.57,80.79,79.30
80.75,81.02,81.08,80.61
80.72,80.39,81.05,80.20
80.51,80.99,81.14,80.42
80.89,80.96,81.26,80.56
81.01,80.76,81.19,80.50
80.97,81.50,81.95,80.81
81.22,81.37,81.75,81.14
81.54,81.87,82.02,81.49
81.41,81.81,82.01,81.19
82.19,83.45,83.59,82.19
82.56,83.07,83.89,82.27
83.13,83.35,83.71,82.94
84.00,83.98,84.38,83.66
84.27,84.00,84.37,83.84
83.72,83.92,84.13,83.39
84.00,84.89,84.95,83.86
84.81,85.50,85.62,82.73
84.40,85.56,85.93,84.40
85.33,85.94,86.34,85.04
86.21,86.85,87.25,85.63
87.02,86.83,87.09,86.52
86.47,86.42,86.83,86.05
86.24,85.94,86.58,85.46
86.60,86.42,87.00,86.18
86.38,86.95,87.08,85.99
87.00,87.75,87.76,86.80
88.49,88.07,89.17,87.74
87.92,88.71,88.71,87.24
88.80,88.11,88.86,87.64
87.93,87.92,88.42,87.73
87.65,88.00,88.09,86.99
88.21,89.47,89.48,87.99
89.53,89.58,89.73,89.00
89.31,88.90,89.40,88.40
88.06,87.47,88.16,87.10
87.49,86.74,87.73,86.67
86.43,86.75,86.98,86.43
86.62,86.63,86.77,86.31
86.95,87.04,87.10,86.54
87.55,87.55,87.65,87.08
87.30,87.14,87.67,87.04
87.01,86.34,87.04,85.93
85.67,85.76,86.13,85.00
85.52,85.21,85.65,85.03
85.22,84.97,85.67,84.70
85.05,85.51,85.72,84.53
85.44,86.30,86.66,85.26
85.84,84.92,86.17,84.87
84.95,85.06,85.51,84.87
85.75,86.25,86.55,85.66
85.91,84.91,86.38,84.78
85.11,84.88,85.29,84.51
85.61,85.13,86.08,85.04
84.99,85.96,86.13,84.88
86.39,86.53,86.74,85.87
86.14,86.39,86.91,86.14
85.52,85.68,85.71,84.19
85.61,84.84,85.69,84.75
85.05,85.25,85.59,84.54
85.59,86.11,86.49,85.21
86.39,85.84,86.52,85.59
86.18,86.17,86.66,85.86
86.33,89.30,89.50,85.96
89.20,89.17,89.50,88.86
88.83,89.28,89.50,88.76
89.73,89.74,89.75,89.09
89.01,89.30,89.37,88.51
88.57,87.37,88.95,87.20
87.17,87.57,88.57,87.15
88.02,87.77,88.68,87.64
88.08,87.54,88.13,86.80
87.61,87.09,88.05,86.62
86.95,86.67,87.08,86.03
86.84,87.89,87.99,86.81
88.00,87.68,88.07,87.24
88.30,88.97,89.08,87.99
88.68,87.16,88.84,86.39
86.56,86.62,86.95,86.08
86.78,84.96,86.78,84.83
84.82,83.49,85.17,83.18
83.36,82.94,83.92,82.73
82.33,83.61,83.85,82.21
84.16,82.30,84.16,81.21
81.55,79.98,82.45,79.92
80.07,80.18,80.46,78.15
79.49,77.61,79.88,77.59
78.41,79.23,80.45,77.05
78.03,76.42,79.16,75.00
75.99,78.81,78.83,75.00
77.41,76.42,78.42,76.18
76.62,78.67,79.37,76.19
79.10,80.28,80.66,78.81
80.75,81.10,81.28,79.89
80.15,80.28,80.99,79.42
80.42,79.81,81.62,79.62
78.97,77.47,78.98,76.55
77.02,76.92,78.09,76.69
78.32,76.85,78.44,76.50
77.16,79.08,79.20,76.93
78.80,79.64,79.83,78.53
79.81,78.16,80.00,77.81
77.93,79.73,79.94,76.31
80.46,80.84,81.23,80.42
80.51,80.73,81.20,79.72
81.16,81.38,81.99,80.88
81.21,80.44,82.18,80.37
80.03,78.49,80.03,78.23
76.64,78.43,78.58,76.11
78.73,80.04,80.09,78.54
79.66,78.53,80.43,78.45
77.86,76.02,77.98,75.67
75.36,76.38,76.54,74.07
76.63,76.44,76.92,75.78
76.48,77.26,78.07,75.17
77.84,77.50,77.92,75.99
77.64,77.25,78.00,76.96
76.45,75.56,76.84,75.04
76.04,75.44,76.96,75.37
75.30,73.70,75.65,73.67
72.18,73.40,73.74,71.71
73.00,73.74,74.11,72.67
74.04,74.09,74.41,73.29
75.04,76.15,77.40,75.01
76.36,73.25,76.48,73.20
74.47,74.34,74.59,73.18
73.74,73.32,74.59,73.29
72.80,70.84,73.37,70.45
70.12,72.34,72.38,69.59
72.33,72.92,73.37,71.91
72.02,73.21,73.46,71.71
71.70,72.86,73.90,71.70
73.94,74.45,74.71,73.60
74.32,73.42,74.69,73.35
74.04,74.20,74.90,73.81
74.17,73.87,74.17,73.31
74.30,74.29,74.46,73.54
74.00,72.79,74.25,72.65
72.71,73.49,74.27,72.17
73.71,73.86,74.84,73.59
74.04,73.47,74.31,72.51
74.20,76.43,76.43,74.11
76.55,78.23,78.50,76.15
77.56,76.72,78.67,76.58
77.14,76.72,77.87,75.98
79.34,78.16,79.56,77.77
78.79,79.64,79.81,78.70
79.11,78.23,79.54,78.21
76.87,76.11,77.18,75.50
71.00,72.60,73.87,70.76
73.22,72.38,73.30,71.93
72.25,72.68,73.21,71.47
73.86,74.43,75.06,72.89
74.52,74.71,74.79,73.59
73.22,72.61,73.46,72.20
73.36,73.56,73.88,72.64
74.35,74.12,74.63,73.35
74.05,74.31,74.54,73.96
73.93,75.64,75.90,73.92
74.47,74.37,75.49,74.11
74.25,73.73,74.52,73.47
73.95,73.15,74.06,72.97
72.33,71.84,72.33,71.61
72.00,72.12,72.62,71.32
71.46,70.77,71.78,70.61
70.81,71.11,71.38,70.81
72.34,71.99,72.85,71.52
72.16,71.77,72.60,71.62
73.39,73.78,73.99,72.94
73.77,74.14,75.10,73.77
74.42,73.64,75.02,73.12
74.66,74.41,74.88,73.79
74.64,73.87,74.78,73.66
73.68,74.12,74.31,72.69
73.07,72.53,73.52,72.41
72.82,72.92,73.20,72.55
72.87,72.52,73.00,71.97
72.68,71.80,72.76,71.51
71.73,71.52,71.98,71.39
71.87,71.15,72.10,71.00
71.38,70.65,71.45,70.05
70.78,70.66,71.28,70.50
71.37,73.02,73.14,71.25
73.07,73.63,73.84,72.75
73.63,73.76,74.10,73.50
74.00,74.44,74.48,73.83
74.35,74.80,75.08,74.32
74.92,73.80,74.93,73.75
74.00,74.55,74.73,73.86
74.68,74.72,75.39,74.55
75.59,74.45,75.87,74.13
74.07,73.18,74.33,72.82
73.17,72.69,73.24,72.30
72.85,73.03,73.30,72.40
73.21,73.35,73.49,72.56
73.67,74.22,74.46,73.67
74.02,74.74,75.08,74.02
74.80,74.69,74.99,74.00
74.32,74.91,75.08,73.91
75.51,75.25,76.51,75.22
75.32,76.48,76.63,75.10
76.57,77.91,78.19,76.53
77.79,78.15,78.38,77.70
78.21,77.59,78.27,77.43
77.40,78.29,78.70,77.34
78.04,79.25,79.74,78.01
79.47,79.37,80.25,78.93
79.18,79.09,79.70,78.92
78.74,78.99,79.12,77.96
79.09,78.41,79.65,78.25
78.61,79.50,79.95,78.29
79.73,79.38,79.82,78.99
79.87,79.91,80.09,79.55
79.51,80.53,80.56,79.33
77.55,77.51,79.61,76.77
77.37,76.81,77.45,76.64
77.00,76.85,77.14,76.50
76.51,76.42,76.75,76.04
76.49,76.86,77.04,76.26
76.94,76.70,76.94,76.34
76.85,77.26,77.52,76.62
77.25,77.61,77.72,77.20
77.68,77.40,77.99,77.16
77.50,77.11,77.61,76.97
77.25,76.83,77.38,76.76
76.75,76.45,76.91,76.34
76.81,77.28,77.41,76.74
76.88,77.12,77.27,76.51
77.15,77.22,77.55,77.01
76.94,76.22,77.25,76.16
76.22,76.38,76.44,75.85
76.37,76.67,76.83,76.07
76.48,76.01,76.71,75.57
75.68,75.44,75.86,75.21
75.07,75.45,75.58,74.95
76.01,76.60,76.67,75.49
76.54,76.82,77.54,76.47
76.83,76.71,77.32,76.47
77.00,77.80,77.88,76.93
77.83,77.60,77.90,77.36
77.55,78.09,78.19,77.22
78.20,78.11,78.24,77.70
77.78,77.85,78.00,77.42
77.40,77.09,77.52,76.75
77.00,76.83,77.24,76.62
76.68,76.88,77.08,76.31
76.87,76.40,77.01,76.34
76.49,77.67,77.67,76.38
77.74,77.76,78.00,77.67
77.67,77.54,78.00,77.11
77.30,77.10,77.30,76.62
77.50,77.65,78.03,77.31
77.42,77.91,78.25,77.33
77.99,78.13,78.25,77.51
77.72,77.76,77.98,77.47
77.51,77.65,77.70,77.35
76.68,76.69,76.96,76.55
76.40,76.01,76.59,75.91
76.42,76.05,76.81,75.98
76.02,76.28,76.45,75.60
76.28,74.79,76.59,74.79
75.16,75.02,75.49,74.63
75.31,76.59,76.75,75.31
76.39,76.27,76.94,76.24
76.45,76.20,76.68,75.91
76.33,76.43,76.65,76.25
76.00,75.65,76.14,75.35
75.77,76.06,76.10,75.51
76.40,76.89,76.93,76.23
76.47,77.32,77.55,76.32
77.94,77.97,78.16,77.35
77.91,78.45,78.57,77.79
78.15,77.49,78.35,77.00
77.30,77.50,78.18,76.86
77.37,77.65,78.09,77.24
77.36,76.69,77.47,76.65
76.47,76.72,76.98,76.38
76.36,76.73,76.80,76.26
76.23,76.02,76.65,75.62
76.41,76.62,77.00,76.27
76.33,76.76,77.25,76.14
76.31,76.48,76.94,76.00
76.30,75.99,76.68,75.78
76.18,75.96,76.24,75.84
75.77,74.79,75.89,74.59
75.16,74.19,75.29,73.98
74.39,75.39,75.39,74.31
75.39,74.78,75.57,74.57
74.73,74.41,74.77,73.60
74.28,74.72,74.96,74.28
74.75,74.42,74.93,74.17
74.90,74.29,74.95,73.55
73.89,73.44,73.95,73.35
73.47,73.13,73.77,72.80
72.48,72.20,72.72,72.02
72.09,72.18,72.26,71.56
71.90,72.59,72.77,71.64
72.39,72.73,72.90,72.06
73.49,72.90,73.67,72.72
72.77,73.26,73.28,72.63
73.74,72.53,73.74,72.49
72.50,72.84,72.94,72.00
72.74,72.99,73.51,72.65
73.02,73.14,73.57,72.87
73.13,73.59,73.61,72.99
73.46,73.43,73.67,73.10
73.84,74.75,74.88,73.74
74.76,74.67,74.88,74.13
74.89,73.73,75.04,73.66
74.07,73.99,74.22,73.64
73.62,73.04,73.69,73.02
73.37,72.77,73.37,72.67
73.19,73.48,73.81,73.03
73.17,73.14,73.32,72.40
73.68,74.75,74.75,73.68
75.12,75.37,75.40,74.23
75.19,75.69,76.00,75.14
75.51,75.34,75.78,75.19
74.86,75.14,75.16,74.53
75.08,74.96,75.19,74.57
75.30,74.81,75.50,74.65
74.80,75.01,75.33,74.61
74.23,74.35,74.89,74.17
74.48,74.42,74.78,74.30
74.29,74.49,74.73,74.29
74.73,75.21,75.32,74.00
74.97,75.42,75.76,74.56
75.50,75.95,76.12,75.37
75.56,74.79,75.85,74.79
74.22,74.03,74.42,73.66
73.95,73.17,74.02,72.68
73.49,73.72,74.25,73.23
74.16,74.49,74.63,74.06
74.92,75.94,76.10,74.78
75.80,76.21,76.21,75.27
76.06,75.71,76.44,75.70
74.63,75.18,75.36,74.33
76.45,74.42,77.00,74.10
74.57,74.35,75.36,74.20
74.50,74.77,75.43,74.40
74.85,75.47,75.97,74.85
75.36,75.55,76.00,75.10
75.59,75.50,75.89,75.26
75.42,75.89,75.96,75.01
75.80,76.21,76.23,75.58
76.40,76.06,76.40,75.79
75.92,76.17,76.36,75.83
75.96,75.89,76.37,75.82
76.05,76.55,76.69,75.75
76.46,76.58,76.89,76.25
76.61,76.16,77.25,76.12
76.05,75.99,76.23,75.75
75.98,75.27,76.01,75.14
75.23,75.93,76.06,75.23
75.64,75.81,76.23,75.55
75.54,75.65,76.12,75.52
75.65,75.52,76.06,75.49
75.35,75.81,76.03,75.30
76.00,75.98,76.30,75.62
76.01,76.58,76.88,75.85
76.16,76.49,76.79,75.81
76.82,77.20,77.24,76.75
77.24,77.88,77.89,77.13
77.88,77.66,78.00,77.36
77.75,78.25,78.64,77.62
78.30,78.01,78.42,77.95
78.04,78.62,78.88,77.81
78.55,79.16,79.34,78.10
79.02,79.41,79.49,78.87
79.44,79.49,79.58,79.18
79.49,79.19,79.68,79.00
78.98,79.22,79.32,78.67
79.53,79.32,79.64,79.16
78.57,79.11,79.19,78.53
79.41,79.00,79.68,78.70
78.92,78.34,79.00,78.31
78.93,78.74,79.07,78.28
78.61,78.56,78.85,78.11
78.65,78.95,79.48,78.60
79.03,79.20,79.27,78.84
78.98,78.77,79.19,78.47
78.99,79.20,79.27,78.70
79.44,79.45,79.65,79.16
79.45,79.46,79.66,79.16
79.13,77.23,79.13,77.15
76.88,76.40,77.00,76.24
77.00,77.03,77.55,76.81
77.09,76.62,77.48,76.49
77.33,76.51,77.33,76.26
76.78,77.26,77.49,76.78
77.10,77.08,77.30,76.45
77.03,76.89,77.11,76.33
76.40,75.65,76.50,75.51
75.39,75.90,75.98,75.32
75.27,75.40,75.93,74.85
75.53,75.26,75.90,75.20
75.49,75.29,75.85,74.99
75.34,75.34,75.73,74.97
75.15,75.68,75.86,74.85
75.49,76.28,76.56,75.03
76.73,75.67,76.83,75.58
75.44,76.59,76.79,75.40
76.86,78.47,78.51,76.75
75.75,75.53,77.21,74.70
75.52,75.08,75.54,74.81
75.00,75.23,75.99,74.92
75.53,74.63,75.53,74.26
74.41,74.88,75.60,74.41
75.19,74.63,75.36,74.18
74.73,75.45,75.55,74.65
75.51,75.59,76.28,75.34
76.17,75.79,76.67,75.61
75.82,76.18,76.28,75.39
76.27,76.82,77.03,76.06
77.00,77.73,77.73,76.75
77.33,77.76,77.96,77.04
77.36,77.15,77.89,76.98
77.02,77.61,77.73,76.34
77.84,76.97,78.22,76.85
77.10,76.67,77.15,76.31
76.72,76.24,76.72,76.03
76.33,76.97,77.12,76.22
76.98,77.39,77.78,76.74
76.90,77.10,77.22,76.32
77.32,77.63,77.70,76.84
77.40,77.48,77.82,77.13
77.65,78.22,78.47,77.50
78.43,78.61,79.10,78.24
78.46,78.47,79.09,78.31
78.15,77.72,78.64,77.60
77.82,78.73,78.74,77.69
78.86,78.84,78.92,78.38
78.93,78.53,79.34,78.52
78.65,79.13,79.17,78.57
78.78,78.86,79.05,78.32
78.64,78.56,79.01,78.26
78.63,78.02,78.75,77.57
78.07,78.28,78.48,77.54
77.99,77.34,78.03,77.25
77.41,78.19,78.23,76.76
79.26,79.45,79.45,78.73
79.90,80.39,80.75,79.66
80.59,80.35,80.60,80.17
80.16,80.62,80.99,80.15
80.65,81.34,81.35,79.87
81.50,81.55,81.94,81.09
81.84,81.68,81.88,81.08
81.95,81.76,81.95,81.24
81.84,82.30,82.31,81.68
81.94,82.70,82.82,81.24
82.67,83.00,83.11,82.44
83.22,82.86,83.30,82.84
83.43,83.94,83.96,82.87
83.56,83.74,83.87,82.72
83.50,83.68,83.75,83.24
83.84,83.82,84.38,83.31
83.92,84.59,84.63,83.77
84.47,84.06,84.55,83.69
84.00,84.28,84.52,83.73
84.44,84.12,85.00,83.81
83.84,84.04,84.40,83.63
84.86,85.15,85.31,84.46
84.71,85.16,85.88,84.53
86.51,87.67,88.17,86.50
87.45,87.88,87.98,87.13
87.90,87.90,88.00,87.06
87.96,88.25,88.67,87.80
87.81,88.31,88.36,87.78
88.25,88.55,88.95,88.22
88.89,88.47,89.16,88.24
88.32,88.39,88.41,87.62
88.41,88.49,88.66,88.04
88.46,88.57,88.76,88.13
88.37,87.42,88.56,87.31
87.40,86.83,87.62,86.41
86.98,87.91,88.12,86.65
88.19,86.85,88.57,86.85
87.27,86.86,87.76,86.38
86.97,88.17,88.33,86.61
88.25,88.06,88.58,87.89
88.00,88.75,88.77,87.71
88.50,88.66,88.66,87.54
88.90,89.19,89.30,88.90
88.71,88.12,88.95,88.04
88.12,88.24,88.72,87.87
88.45,88.84,88.89,87.98
88.78,89.61,89.75,88.41
89.39,90.14,90.17,88.99
89.98,91.07,91.07,89.66
91.09,92.50,92.52,90.71
92.49,92.30,92.60,91.70
91.78,91.85,92.10,91.34
92.06,91.74,92.08,91.26
92.22,92.99,93.14,92.05
92.54,91.93,93.00,91.79
92.19,92.72,92.78,91.91
93.04,92.43,93.22,91.89
92.85,93.91,93.94,92.42
93.71,95.16,95.20,93.09
95.45,95.61,95.73,94.81
95.65,95.71,96.24,95.34
96.13,96.58,96.93,95.94
96.82,96.41,97.14,95.97
96.55,96.56,96.99,96.41
95.60,96.11,96.54,95.19
95.86,95.46,95.99,95.26
95.86,96.04,96.42,95.29
96.23,96.41,96.81,96.02
96.40,96.65,97.10,96.34
96.19,96.36,96.59,95.85
96.12,94.84,96.38,94.84
95.26,95.42,95.49,94.43
94.97,94.55,95.05,93.53
94.68,93.65,94.68,93.06
93.60,94.56,94.76,93.50
94.57,95.16,95.48,94.40
95.43,95.84,96.35,94.94
96.07,94.96,96.16,94.94
95.40,96.39,96.75,95.17
96.09,94.62,96.30,94.61
94.84,94.81,95.21,94.65
94.59,94.30,94.62,93.87
94.31,93.58,94.93,93.31
94.61,96.16,97.98,94.20
96.87,97.43,97.49,96.56
97.17,96.91,97.62,96.83
97.19,97.47,97.58,97.10
97.30,97.58,97.64,96.97
97.46,97.75,97.86,97.34
98.25,99.61,99.61,98.16
99.21,100.33,100.36,99.20
100.71,101.77,102.42,100.41
101.50,101.34,101.84,101.05
100.98,100.50,101.21,100.39
100.78,101.78,101.91,100.69
101.61,101.12,102.02,100.96
101.22,101.01,101.89,100.93
101.05,100.02,102.72,99.74
99.55,100.17,100.57,99.24
99.57,100.83,100.85,99.02
101.65,101.92,102.12,101.30
101.50,100.81,101.52,100.38
101.07,100.82,101.47,100.56
100.42,98.62,100.95,98.58
98.96,99.20,99.23,98.24
99.15,98.37,99.42,97.72
97.47,96.92,98.17,96.75
97.11,97.75,97.75,95.95
98.16,98.69,98.85,97.74
98.81,98.52,98.92,97.70
97.43,98.31,99.00,97.21
98.89,97.67,98.98,97.64
97.26,98.60,98.83,96.82
98.42,98.64,99.22,98.34
99.58,100.17,100.66,99.10
100.27,100.40,100.56,99.43
100.31,98.79,100.42,98.74
98.07,96.25,98.07,96.05
96.74,96.03,97.55,95.80
