DRAM,Dataram Corporation - Common Stock,NASDAQ
32.04,30.42,32.04,29.70
29.88,29.88,31.59,29.70
30.58,30.60,30.60,30.06
29.88,30.60,30.60,29.88
29.88,30.42,30.42,29.70
30.42,30.24,30.60,29.74
29.70,28.80,29.88,28.08
28.80,29.16,30.24,28.75
29.16,29.34,30.24,27.90
29.88,27.54,30.19,27.36
28.08,27.36,28.98,27.18
27.54,27.54,28.80,27.36
27.90,27.18,27.90,27.18
27.36,28.08,29.16,27.18
28.44,28.80,29.16,27.74
28.80,28.26,29.34,27.54
29.06,29.16,29.16,28.98
28.26,28.08,28.26,27.18
27.36,27.92,28.26,27.36
27.90,27.54,28.26,27.54
27.72,27.40,27.72,27.18
28.08,28.44,28.62,27.00
27.72,27.18,28.80,27.18
27.72,28.80,28.80,27.72
27.72,28.08,29.34,27.72
27.90,27.18,28.07,27.18
28.98,27.90,28.98,27.18
27.54,28.26,28.26,27.18
27.36,27.36,28.62,27.18
27.90,28.62,28.80,27.90
28.26,28.44,29.16,28.26
28.60,28.98,28.98,28.08
29.34,29.16,29.34,27.90
28.26,28.44,28.93,28.26
29.16,28.98,29.34,28.26
29.16,27.90,29.16,27.36
27.90,28.44,28.79,27.90
27.54,27.90,28.79,27.54
28.80,29.34,29.34,28.44
29.34,27.90,29.34,27.90
27.72,26.82,28.26,26.46
27.00,28.08,28.26,27.00
27.54,28.08,28.26,27.00
28.62,27.36,28.62,27.00
28.42,27.18,27.18,27.18
27.44,27.72,28.08,26.82
26.82,26.64,27.00,26.46
26.46,24.30,27.00,23.58
23.76,24.12,26.28,21.78
24.84,24.30,24.84,21.78
24.30,24.12,26.45,24.12
24.12,23.40,25.74,21.96
25.28,25.20,25.28,25.20
23.58,22.50,23.89,22.32
23.40,26.10,26.46,22.68
25.20,23.58,25.20,23.58
23.04,22.14,25.15,22.14
21.78,21.74,22.50,21.74
22.50,22.32,22.50,21.06
21.06,20.26,22.86,19.62
19.44,21.96,21.96,19.26
21.78,20.70,22.07,20.27
20.88,20.90,21.96,20.70
21.06,20.52,21.55,19.98
21.00,20.84,21.00,19.62
21.06,21.06,21.06,19.80
20.16,21.06,21.06,20.16
20.52,21.06,21.06,20.52
19.98,20.34,21.04,19.98
20.52,21.06,21.06,20.34
21.06,21.24,21.91,19.98
20.34,20.16,21.78,20.16
20.16,20.70,21.06,20.16
21.06,21.24,21.24,21.06
21.24,21.42,21.42,20.16
21.24,21.96,21.96,20.34
21.60,20.70,21.60,20.52
20.70,20.16,20.70,20.16
20.16,20.16,21.19,19.98
20.16,19.62,20.16,19.62
20.65,19.08,21.60,19.08
19.80,26.46,26.46,19.80
26.28,24.66,26.28,23.22
22.86,23.94,26.23,22.33
22.14,23.22,25.87,22.14
25.20,22.50,25.74,21.96
23.04,22.86,23.94,20.70
21.78,21.60,21.78,21.60
21.42,21.96,22.99,21.42
19.98,21.06,21.37,19.98
20.16,21.96,21.96,20.16
20.34,21.96,21.96,20.16
23.22,22.09,23.22,20.34
24.46,21.78,24.46,20.52
22.84,22.84,22.84,22.84
21.06,20.70,21.06,20.70
21.06,22.14,23.40,21.06
22.86,22.50,22.86,21.80
21.60,21.78,23.17,21.60
22.50,21.24,23.40,21.24
21.24,21.24,23.17,21.06
23.20,22.55,23.20,21.78
21.24,19.98,21.41,19.63
19.98,21.42,21.43,19.98
21.42,20.17,21.91,19.98
21.42,20.34,22.14,20.34
21.06,20.66,21.74,20.52
20.34,21.78,21.96,20.34
22.14,21.60,22.50,20.70
22.50,21.60,22.50,21.60
22.41,22.32,22.50,21.78
22.05,21.86,22.27,21.86
21.06,21.60,21.74,21.05
20.88,21.06,21.24,20.88
20.88,21.96,22.32,20.88
20.88,21.23,21.96,20.88
21.24,21.85,21.96,20.88
20.88,21.96,22.32,20.88
22.32,22.14,23.04,21.24
21.96,21.42,22.68,20.70
21.96,22.32,22.50,20.70
23.22,23.20,23.40,21.24
23.20,23.04,23.40,23.04
N/A,N/A,N/A,N/A
21.96,21.96,23.94,21.24
N/A,N/A,N/A,N/A
22.85,21.96,24.66,21.96
23.40,21.96,23.58,21.96
22.68,21.24,23.94,21.24
21.24,20.70,22.32,20.70
21.78,19.26,21.78,18.54
18.90,18.00,19.80,18.00
18.00,18.90,19.62,17.64
18.00,18.00,18.90,17.64
18.36,17.28,19.57,16.74
N/A,N/A,N/A,N/A
18.54,18.36,18.54,17.96
18.54,18.36,18.54,17.46
17.31,18.00,18.53,16.38
18.72,18.36,19.08,17.10
16.38,17.95,17.99,16.38
17.10,16.02,17.10,15.84
16.20,16.20,16.83,16.02
15.48,15.30,16.74,15.29
14.80,17.45,17.45,14.80
15.30,16.74,17.28,15.30
15.84,15.48,16.38,14.94
14.94,14.94,16.02,14.94
14.58,14.60,15.30,14.58
14.76,14.58,15.30,14.06
15.30,16.02,16.20,15.29
14.62,16.20,16.20,14.62
15.66,16.17,16.17,15.66
16.20,16.02,16.20,14.78
15.66,15.58,16.20,14.58
15.48,16.38,16.38,15.30
16.38,15.30,16.56,15.30
15.30,14.76,15.30,14.58
14.80,14.58,16.38,14.58
14.76,15.84,15.84,14.76
14.94,15.12,16.02,14.94
15.30,15.12,15.30,14.40
14.58,14.22,14.94,14.04
13.86,14.04,14.40,13.86
13.86,14.04,15.28,13.57
14.04,14.04,14.49,13.55
14.40,14.40,14.92,13.86
14.58,14.40,15.12,14.40
14.04,15.30,15.30,13.58
14.04,14.75,14.76,13.87
14.75,14.75,14.75,14.75
N/A,N/A,N/A,N/A
14.76,14.76,14.76,13.68
13.95,14.76,14.82,13.50
14.22,15.12,15.12,14.22
15.12,15.07,15.12,14.04
14.22,13.86,14.94,13.68
13.90,13.86,14.40,13.50
13.86,13.50,13.86,13.50
13.50,13.68,13.85,13.50
13.86,14.92,14.92,13.68
14.40,14.22,14.92,14.04
14.22,14.22,14.76,14.22
13.69,14.22,14.58,13.52
14.22,14.32,14.40,14.22
13.50,14.40,14.40,13.50
14.40,13.88,14.40,13.86
13.88,14.04,14.22,13.88
14.04,14.22,14.40,13.88
14.22,14.22,14.22,14.22
13.86,13.56,14.22,12.97
13.14,13.63,14.04,13.14
13.63,14.22,14.22,13.50
14.22,13.50,14.22,13.50
13.50,14.04,14.13,13.50
13.52,13.50,13.52,12.96
12.62,13.32,13.68,12.27
13.32,12.96,13.68,12.06
12.42,12.96,12.96,12.06
12.24,12.24,13.32,11.76
11.16,10.80,12.60,10.80
12.06,12.94,12.96,11.70
12.78,13.67,13.86,12.60
14.04,13.86,14.04,13.50
12.42,12.42,13.32,12.42
12.42,12.06,12.42,11.70
12.06,13.14,13.14,12.06
13.14,12.60,13.14,12.60
12.96,12.24,13.14,12.06
12.06,12.96,13.13,12.06
12.96,14.04,14.04,12.60
13.68,14.04,14.22,13.68
13.86,14.40,14.40,13.86
14.40,14.76,15.12,14.40
15.12,16.20,17.10,14.05
16.56,14.76,16.56,14.58
14.76,14.40,14.76,14.04
14.58,15.84,16.91,14.40
16.20,16.56,16.92,15.00
16.92,16.92,17.28,16.92
17.44,17.46,17.46,16.20
17.46,17.10,17.64,16.38
17.46,16.56,17.46,16.38
17.46,17.46,17.46,16.38
17.10,17.10,17.64,16.92
16.92,17.64,17.64,16.92
17.64,17.64,17.64,16.20
16.74,17.82,17.82,16.74
17.46,18.54,18.54,16.71
18.54,19.93,20.34,17.10
19.26,19.62,20.34,18.18
19.44,18.72,19.44,18.00
19.80,18.72,19.80,17.46
19.26,18.36,19.26,18.00
18.36,18.18,18.36,16.38
17.10,17.10,18.18,17.10
18.36,18.18,19.26,17.10
17.12,18.36,18.36,17.10
18.18,18.72,18.72,18.18
18.54,18.72,18.89,18.18
18.90,17.82,18.90,16.74
17.30,17.28,18.54,17.28
16.74,16.74,17.46,16.74
16.45,18.18,18.18,16.45
18.36,17.82,18.36,16.74
18.18,16.56,18.18,16.56
18.00,17.82,18.54,16.74
17.28,16.78,17.82,16.78
17.64,18.00,18.00,17.28
17.64,16.20,17.64,16.20
16.38,15.66,16.91,15.30
15.12,17.46,17.82,14.40
16.92,17.10,17.10,16.92
17.10,17.02,17.10,17.02
15.84,16.56,16.91,15.84
15.66,15.30,16.48,14.94
15.33,16.86,17.06,15.30
16.20,16.92,17.03,16.20
16.74,16.74,16.74,16.74
15.48,16.92,17.10,14.76
15.48,15.48,15.48,15.48
15.66,15.66,15.66,15.66
16.02,15.95,16.90,15.66
17.10,17.10,17.10,17.10
17.10,16.74,17.10,16.74
15.48,17.10,17.10,14.76
16.38,16.92,17.09,15.64
15.48,15.30,15.48,15.30
15.60,15.48,16.02,15.48
15.48,15.48,15.48,15.30
15.48,15.84,15.84,15.48
15.30,14.40,15.84,14.40
14.22,14.40,15.66,13.86
nan,13.86,nan,nan
13.14,13.14,14.40,12.96
13.14,13.38,14.22,12.60
13.32,12.78,13.32,12.78
nan,12.87,nan,nan
12.42,12.42,12.42,12.42
12.42,12.60,13.32,12.42
12.60,10.98,12.60,10.66
10.80,10.98,12.42,10.44
10.80,10.79,10.80,10.79
11.88,11.88,11.88,11.88
11.88,11.88,11.88,10.44
11.08,11.16,11.16,11.08
11.06,12.42,12.60,10.80
nan,12.42,nan,nan
nan,12.42,nan,nan
nan,12.42,nan,nan
11.18,11.60,12.24,10.62
10.98,11.88,11.88,10.26
nan,11.16,nan,nan
12.24,10.80,12.24,10.12
10.10,10.44,11.60,10.10
10.13,11.52,11.70,10.13
10.13,11.52,12.06,10.08
11.52,11.70,11.70,11.52
11.88,11.88,11.88,11.88
11.52,10.62,11.52,10.62
10.26,10.23,11.52,10.23
10.08,10.08,10.08,9.36
10.80,12.06,12.06,10.80
12.78,10.80,12.78,10.44
10.44,10.83,10.83,10.31
10.26,11.15,11.15,10.08
10.08,11.34,11.51,10.08
11.34,10.27,11.70,10.26
10.44,10.44,10.44,10.44
nan,10.44,nan,nan
11.32,10.08,11.34,9.54
9.54,10.26,10.80,9.54
10.08,10.08,10.08,10.08
9.90,9.54,9.90,9.54
9.36,9.90,11.15,9.36
9.24,11.16,11.16,9.24
10.98,10.98,10.98,10.98
10.08,10.08,10.08,10.08
9.28,9.28,9.28,9.28
9.28,10.08,10.08,9.00
10.08,10.08,10.08,10.08
13.68,12.59,14.76,11.90
13.14,12.60,13.50,12.24
12.60,12.78,13.86,12.60
14.04,13.50,14.04,12.42
13.68,12.96,13.68,12.60
13.14,10.98,13.14,10.80
10.62,11.85,11.85,10.44
11.88,11.53,11.88,9.72
11.88,12.24,12.96,11.80
11.88,12.06,12.96,11.88
11.70,12.96,12.96,11.52
12.96,10.80,13.10,10.80
12.78,11.52,12.78,10.82
12.42,12.06,12.42,11.88
12.06,10.28,12.78,10.25
9.90,11.70,11.70,9.90
11.16,11.16,11.16,10.08
11.52,11.16,11.70,11.16
11.52,10.44,11.52,9.93
9.90,11.49,11.49,9.90
10.80,10.80,10.80,10.80
9.90,10.44,10.44,9.90
9.59,10.24,11.00,9.58
9.72,11.52,11.52,9.72
11.52,9.98,11.52,9.97
11.52,11.70,11.70,10.26
nan,11.52,nan,nan
10.10,11.49,11.49,10.08
10.08,11.34,11.52,10.08
10.80,11.52,11.52,10.44
nan,10.80,nan,nan
10.80,10.62,10.80,10.62
9.90,10.08,11.10,9.72
9.72,9.42,10.98,9.36
9.72,9.72,9.72,9.72
nan,9.72,nan,nan
9.72,10.44,10.44,9.72
10.44,9.90,10.44,9.80
9.81,9.71,9.81,9.40
9.36,9.54,10.41,9.36
9.18,10.26,10.62,9.18
9.54,9.72,9.72,9.54
9.00,9.02,9.02,9.00
9.04,9.04,9.04,9.04
9.90,9.90,9.90,9.90
9.00,9.00,9.00,9.00
8.91,9.37,9.37,8.91
9.54,8.82,9.72,8.82
8.82,8.82,8.82,8.82
8.46,9.00,9.36,8.28
8.10,9.18,9.18,8.10
nan,9.18,nan,nan
8.82,8.10,8.82,8.10
8.46,8.46,8.46,8.46
8.10,8.21,8.64,8.10
8.82,8.10,9.60,8.10
9.36,8.10,9.36,8.10
9.54,9.22,9.54,7.92
8.82,7.94,8.97,7.92
7.74,8.64,9.36,7.74
8.82,8.06,9.16,7.63
8.37,8.46,9.00,7.59
8.46,9.72,9.72,8.46
9.18,8.46,9.18,7.74
9.00,7.83,9.00,6.93
7.92,8.46,8.61,7.20
7.56,7.24,7.56,7.24
7.38,7.38,9.54,7.23
7.39,7.92,7.92,7.39
7.55,7.20,7.55,6.93
7.02,7.92,7.92,6.57
7.38,7.38,7.56,7.20
7.20,7.02,7.92,7.02
6.33,6.69,7.20,6.33
6.48,6.66,7.38,6.30
6.48,6.39,6.48,6.12
6.12,6.48,6.48,5.76
5.96,5.95,6.84,5.95
5.95,5.94,6.12,5.40
6.84,7.51,7.56,6.75
7.51,7.92,7.92,7.20
7.92,8.10,8.37,6.62
8.06,7.20,8.06,6.99
7.74,7.67,7.74,7.02
7.74,7.68,7.74,6.95
6.66,6.84,7.20,6.50
7.20,7.54,7.54,6.84
6.77,7.02,7.72,6.66
6.40,7.02,7.02,6.40
7.56,6.68,8.08,6.53
6.48,7.20,7.20,6.48
6.84,6.96,7.02,6.84
6.66,7.20,7.20,6.66
6.50,6.99,6.99,6.48
6.49,8.08,8.08,6.48
6.84,7.20,8.08,6.59
6.84,7.20,7.20,6.84
6.66,6.86,7.74,6.59
7.63,7.56,7.74,6.77
7.56,7.56,8.07,7.56
7.56,6.48,7.88,6.48
6.48,5.94,6.48,5.76
5.76,5.94,6.45,5.76
5.58,5.76,6.29,5.27
5.22,5.58,5.76,4.86
5.58,6.10,6.19,4.68
5.94,5.76,6.12,4.99
5.76,5.58,5.76,4.86
5.71,5.55,5.71,5.04
5.57,6.10,6.12,5.40
5.04,5.13,6.07,5.04
6.48,6.12,6.48,5.58
6.12,5.40,6.12,5.40
5.58,6.12,6.12,5.40
6.84,6.66,6.84,5.22
6.84,6.30,6.84,5.58
6.66,5.58,6.84,5.49
5.76,6.82,6.82,5.76
6.82,6.82,6.82,5.94
6.50,5.94,6.82,5.58
5.76,5.80,5.80,5.76
5.45,5.40,6.62,5.31
5.22,5.40,5.90,5.22
5.22,5.22,5.62,5.04
5.04,5.45,5.54,4.70
5.45,4.77,5.45,4.68
5.45,5.40,5.76,4.86
5.40,5.40,5.40,4.88
5.76,5.22,5.76,5.22
5.40,5.40,5.40,4.85
3.78,6.24,6.66,3.78
6.30,5.34,6.30,5.10
5.28,5.70,6.45,4.98
5.91,5.61,7.20,5.31
5.43,6.00,6.00,5.43
5.97,6.15,6.30,5.61
6.21,6.81,6.96,6.21
6.48,7.20,7.20,6.17
7.26,7.08,7.26,6.30
7.17,6.54,7.17,6.54
6.57,6.99,6.99,6.07
6.90,6.12,6.90,6.06
6.12,6.21,6.72,6.00
6.00,7.32,7.32,6.00
6.78,7.20,7.32,6.36
6.74,6.69,7.20,6.66
6.24,6.84,6.87,6.24
6.51,6.74,6.84,6.45
6.87,6.90,6.90,6.62
7.08,6.39,7.08,6.39
6.54,6.81,6.81,6.54
6.45,6.30,6.68,6.30
6.12,6.76,6.81,6.06
6.75,6.72,6.78,6.69
6.87,6.78,6.87,6.40
6.66,6.75,6.75,6.45
N/A,N/A,N/A,N/A
6.48,6.81,6.87,6.45
6.39,6.78,6.84,6.39
N/A,N/A,N/A,N/A
6.30,6.27,6.71,6.27
6.24,6.69,6.72,6.15
6.30,6.19,6.30,6.19
6.45,6.45,6.68,6.18
6.27,6.63,6.69,6.24
6.57,6.57,6.57,6.39
6.42,6.59,6.60,6.36
6.42,9.10,9.60,6.42
9.24,12.83,16.80,9.24
13.02,12.72,13.89,11.67
12.51,12.39,12.84,12.00
12.15,11.58,12.81,11.40
11.40,10.98,11.73,10.92
11.22,10.61,11.64,10.56
10.38,10.20,10.71,9.70
10.29,10.20,10.53,9.60
10.05,10.14,10.26,9.68
9.96,10.35,10.35,9.96
10.53,12.30,13.65,10.53
12.09,13.20,14.34,12.09
13.32,13.02,13.32,12.06
12.72,12.60,13.32,12.21
12.57,12.96,13.08,12.27
12.33,12.48,12.69,12.30
12.48,12.41,12.60,12.24
12.60,11.97,12.60,11.31
12.12,11.76,12.24,11.58
12.24,11.10,12.24,10.98
11.37,11.43,12.27,10.80
11.82,11.56,11.90,11.43
11.55,11.74,12.12,11.31
11.58,12.09,14.25,11.58
12.68,12.45,13.08,11.40
13.47,12.75,14.16,12.30
12.48,12.24,13.14,12.00
12.48,12.00,12.48,11.55
11.61,11.75,12.12,11.58
11.85,11.70,11.88,11.70
