PM,Philip Morris International Inc Common Stock,NASDAQ
50.80,51.04,51.30,50.60
51.47,51.96,52.00,51.25
51.81,52.15,52.50,51.81
52.13,52.24,52.50,51.96
52.08,51.82,52.09,51.70
51.53,52.19,52.21,51.23
52.38,52.54,52.62,52.17
52.09,52.97,53.24,52.05
52.22,51.75,52.47,51.63
51.22,51.85,52.16,51.18
51.59,51.99,52.28,51.59
51.66,51.99,52.06,50.96
52.34,52.57,53.04,51.99
52.55,52.76,52.99,52.22
52.72,52.00,52.72,51.62
51.75,51.98,52.43,51.75
52.10,51.73,52.49,51.71
51.31,51.51,51.70,51.06
51.17,51.52,51.75,50.93
51.54,51.06,51.84,50.54
51.14,51.44,51.63,50.65
51.08,51.43,51.91,51.08
51.37,51.36,51.77,51.02
51.88,52.97,53.09,51.88
52.97,53.29,53.36,52.87
53.11,54.04,54.10,53.11
53.92,53.64,54.25,53.57
53.61,53.62,53.86,53.40
53.68,53.75,53.97,53.22
53.87,54.60,54.87,53.81
54.96,54.77,54.99,54.32
54.55,54.86,55.00,54.26
54.86,55.54,55.60,54.63
55.20,55.11,55.30,54.81
55.30,55.12,55.90,55.07
55.29,55.95,56.23,55.00
56.03,56.04,56.25,55.46
55.13,55.19,55.40,54.90
54.81,55.11,55.64,54.66
55.58,56.10,56.50,55.56
55.98,55.46,56.22,55.45
55.40,56.08,56.19,55.17
55.97,56.32,56.65,55.75
56.48,56.02,57.11,55.81
56.04,55.55,56.51,55.45
55.39,55.29,55.71,55.10
55.66,55.35,55.97,55.15
55.40,56.31,56.93,55.37
56.56,56.29,56.65,55.95
56.75,56.63,57.20,56.60
56.96,56.42,57.16,56.33
56.48,57.18,57.30,56.40
57.39,57.36,57.75,57.01
57.40,57.75,57.90,57.39
58.02,58.54,58.78,58.02
58.34,58.38,58.56,58.06
57.81,57.07,58.04,56.66
57.22,57.48,57.69,57.01
56.88,57.56,57.85,56.49
57.92,58.13,58.29,57.58
58.53,59.47,59.85,58.47
59.15,59.50,59.53,58.93
58.97,58.98,59.14,58.38
59.27,59.26,59.70,58.93
59.06,58.51,59.26,58.50
58.61,58.29,59.31,58.12
58.38,58.46,59.00,58.14
58.60,59.30,59.53,58.40
59.88,60.82,60.83,59.70
60.87,60.44,60.87,60.18
60.03,60.22,60.39,59.85
60.01,59.56,60.20,59.41
59.48,59.61,59.79,59.16
59.05,59.82,59.86,59.02
59.66,59.64,59.88,59.29
59.61,59.45,59.96,59.35
59.22,58.54,59.51,58.26
58.68,57.79,58.94,57.79
58.51,59.45,59.85,58.34
59.46,59.81,59.86,58.97
59.24,59.48,59.53,58.86
58.78,58.77,58.96,58.41
59.18,59.21,59.29,58.86
58.92,58.78,59.09,58.50
58.34,57.82,58.36,57.33
57.48,56.89,57.58,56.75
57.37,57.70,57.97,56.71
57.51,57.93,58.01,57.30
57.60,58.12,58.54,57.46
58.08,58.53,58.65,57.81
58.96,59.40,59.40,58.89
59.45,59.35,59.50,59.08
59.71,59.39,59.80,59.18
59.52,59.00,59.92,58.89
59.05,58.70,59.23,58.34
58.82,59.39,59.43,58.75
58.88,59.41,59.60,58.87
59.37,59.71,59.74,58.96
59.67,59.69,59.87,59.17
59.79,59.57,60.14,59.43
59.41,58.48,59.55,58.30
58.63,58.87,58.94,58.25
58.68,58.67,58.92,58.38
58.51,58.60,58.77,58.43
58.58,58.53,58.83,58.22
58.72,58.75,58.93,58.51
58.64,58.49,58.75,58.33
58.48,58.53,58.85,58.31
58.88,58.67,58.99,58.43
58.48,58.67,58.95,58.15
58.80,58.50,58.92,57.79
58.25,57.72,58.40,57.36
57.23,56.42,57.49,55.92
56.43,56.51,56.74,55.85
56.75,56.02,56.95,55.92
56.32,56.59,56.59,56.00
56.37,56.50,56.58,56.11
56.29,56.67,56.77,56.18
56.54,56.22,57.00,55.98
56.29,56.59,56.62,56.16
56.62,56.49,56.87,56.26
56.82,56.70,57.00,56.26
56.58,57.10,57.18,56.25
56.87,57.53,57.62,56.72
57.67,57.38,57.75,57.34
57.55,56.99,57.58,56.94
57.30,56.60,57.31,56.55
56.84,57.24,57.27,56.46
57.52,57.72,58.21,57.50
57.48,57.68,57.76,57.33
57.49,58.01,58.09,57.49
58.07,58.67,58.76,57.91
58.91,59.00,59.00,58.46
59.00,59.06,59.11,58.65
58.61,59.54,59.67,58.50
59.29,59.17,59.90,58.89
58.91,59.62,59.86,58.87
59.53,59.74,59.77,59.09
59.46,59.89,60.18,59.44
60.12,60.70,60.76,59.94
60.39,60.84,60.88,60.30
60.86,61.43,61.64,60.80
60.82,61.54,61.99,60.50
61.55,61.98,62.38,61.50
61.81,62.29,63.00,61.79
62.43,62.25,62.69,62.00
62.68,62.78,63.12,62.40
63.06,62.27,63.63,62.21
62.31,62.92,63.33,62.13
63.35,63.67,63.95,63.10
63.69,63.50,63.88,63.03
63.66,63.64,64.42,63.52
63.85,64.25,64.60,63.78
64.17,64.35,64.45,63.89
63.82,63.76,64.19,63.59
63.43,63.78,63.98,63.37
63.55,63.58,63.84,63.23
62.49,62.70,62.91,61.88
62.44,61.87,62.64,61.45
62.45,61.79,62.78,61.67
61.70,61.72,62.53,61.35
62.21,62.95,63.53,61.91
62.23,63.34,63.89,62.21
63.26,63.84,64.11,63.08
64.05,64.52,64.74,63.80
64.65,65.12,65.47,64.53
65.38,65.17,65.62,65.17
64.79,65.26,65.29,64.61
65.85,65.70,65.92,65.24
65.75,65.63,65.90,65.34
65.87,64.93,66.02,64.91
64.93,64.92,65.05,64.49
64.76,65.55,65.97,64.65
65.75,65.81,66.05,65.48
65.62,65.68,65.69,65.07
65.66,65.83,66.04,65.52
66.27,66.83,67.28,66.25
66.59,66.04,66.82,65.82
65.90,66.11,66.21,65.72
65.98,66.19,66.45,65.83
66.39,66.56,66.74,65.96
66.08,65.76,66.49,65.48
65.61,66.13,66.19,65.31
66.85,66.48,67.35,66.42
67.01,67.61,68.21,66.84
67.75,67.60,67.91,67.36
67.80,67.59,68.09,67.34
67.53,67.52,67.59,66.94
67.47,69.03,69.22,67.42
69.16,69.44,69.79,68.63
69.81,69.31,69.92,69.16
69.03,69.55,69.63,68.85
69.55,69.35,69.83,69.08
69.18,68.39,69.45,68.25
68.80,68.60,69.39,68.57
68.84,68.29,69.00,68.17
68.42,68.28,68.49,68.17
68.30,68.17,68.58,67.98
68.13,68.21,68.25,67.95
68.26,68.31,69.08,68.26
68.02,68.44,68.70,67.84
68.25,68.59,68.73,68.24
68.74,69.28,69.40,68.46
69.55,70.68,70.77,69.54
70.61,70.19,70.68,69.99
69.41,69.10,69.80,68.91
69.00,69.86,70.09,68.91
69.42,69.49,69.71,69.12
69.45,70.30,70.67,69.07
70.24,70.52,70.73,70.20
70.82,71.75,71.75,70.76
71.70,71.07,71.75,71.03
70.92,69.91,70.99,69.63
69.25,68.99,69.65,68.76
68.79,68.32,68.99,68.25
68.60,67.81,68.62,67.79
67.55,68.04,68.32,67.12
68.31,68.12,68.61,67.53
67.82,67.35,68.08,67.35
67.30,67.53,67.83,66.80
68.16,68.92,69.51,67.83
68.59,67.51,68.74,66.52
67.44,67.52,68.03,67.07
67.95,68.48,69.00,67.95
68.46,69.08,69.41,68.43
68.74,68.05,68.88,67.93
67.62,66.65,67.83,66.64
66.28,66.17,66.36,65.51
66.16,65.10,66.16,64.68
65.40,65.92,66.16,65.20
66.16,65.89,66.17,65.52
66.35,66.17,66.61,66.02
66.45,66.77,66.81,66.06
66.66,66.75,67.14,66.48
66.90,67.19,68.16,66.79
67.32,68.24,68.59,67.18
68.65,69.14,69.38,68.65
68.64,69.41,69.46,68.47
69.62,68.68,69.65,68.43
68.63,67.10,68.80,67.00
67.45,66.84,67.53,66.61
66.58,66.42,66.90,66.23
66.62,66.93,67.07,66.17
66.80,66.83,67.44,66.48
67.16,68.51,68.72,67.06
68.49,68.19,68.50,67.18
69.75,71.49,71.76,69.74
71.38,72.11,72.26,71.30
71.73,72.13,72.32,70.91
72.01,71.92,72.50,71.60
71.48,71.77,72.56,71.48
71.89,72.35,72.74,71.61
71.70,71.17,71.99,71.17
71.62,70.72,71.66,69.86
70.42,69.75,70.89,69.75
69.91,69.96,70.00,69.18
69.23,67.40,69.37,67.22
68.05,69.34,69.76,67.12
67.83,66.27,69.17,66.09
66.58,67.40,67.56,64.23
67.09,64.90,67.17,64.65
65.27,65.55,66.23,64.77
66.42,66.63,66.81,65.73
66.92,68.33,68.33,66.68
67.87,67.70,68.48,67.34
68.09,69.06,69.72,68.02
67.86,68.50,68.88,67.63
67.64,68.83,70.78,67.64
70.23,68.72,70.54,68.50
68.70,70.27,70.30,68.39
70.00,70.14,70.58,69.73
70.11,68.87,70.25,68.58
68.80,69.20,69.54,67.76
69.89,70.50,70.68,69.80
70.31,70.12,70.51,69.80
70.39,69.32,70.64,69.09
69.42,69.30,70.07,69.07
68.77,68.24,69.33,68.12
66.90,67.81,67.92,66.72
68.28,68.96,68.96,67.94
68.47,68.55,68.98,68.42
68.05,65.90,68.24,65.50
64.98,66.02,66.06,64.42
65.99,65.97,66.46,65.19
66.85,67.59,68.32,66.52
68.31,68.29,68.49,67.66
68.73,69.08,69.27,68.00
68.16,67.91,68.57,67.65
68.65,68.28,69.17,68.25
68.68,66.80,68.83,66.71
65.77,64.96,65.77,63.66
63.92,63.81,64.09,63.50
64.27,64.58,64.69,63.52
65.36,64.71,65.54,64.36
64.99,63.38,65.01,63.26
64.21,64.01,64.78,63.12
63.48,62.38,64.15,62.32
62.24,61.76,63.29,61.75
61.18,62.80,62.99,60.45
63.47,63.29,63.72,62.81
63.42,64.58,64.60,63.12
64.96,65.13,65.57,64.60
65.92,66.05,66.39,65.53
66.44,65.30,66.45,65.09
65.92,66.31,66.65,65.31
66.27,66.45,66.75,65.82
67.19,67.40,67.40,66.90
67.49,67.04,68.06,66.86
66.68,66.31,67.06,65.36
66.51,66.03,67.09,65.98
67.78,68.19,69.11,67.36
68.98,70.00,70.37,68.90
70.11,69.48,70.28,69.32
68.50,68.84,69.40,68.48
69.76,70.80,70.83,69.14
71.80,72.00,72.47,70.99
72.05,72.12,72.49,71.32
71.61,69.87,72.01,69.74
68.18,68.76,69.31,67.75
69.08,69.87,70.17,68.93
70.19,70.79,70.96,70.02
70.66,70.21,70.86,69.87
70.13,70.50,70.58,69.48
70.60,71.20,71.32,70.08
70.02,69.62,70.32,69.12
70.02,71.00,71.21,70.02
71.50,71.64,72.12,71.35
71.64,71.21,71.67,70.86
71.37,71.52,71.75,70.90
71.50,71.62,73.17,71.06
71.47,72.08,73.46,71.47
72.36,73.09,73.29,72.32
71.82,72.00,72.53,71.54
72.11,72.01,72.59,71.85
71.46,71.02,71.62,70.82
71.01,71.31,72.24,70.98
72.10,73.09,73.15,72.00
73.38,74.46,75.45,73.38
75.93,76.24,76.40,75.09
76.10,75.69,77.00,75.58
75.97,75.47,76.44,75.32
76.71,75.87,77.03,75.36
75.79,75.58,75.84,75.30
75.23,75.58,75.88,74.75
75.33,74.56,75.58,74.39
75.20,75.58,75.89,74.97
75.32,75.15,75.86,74.77
75.85,75.51,76.54,75.35
75.30,74.86,76.47,74.61
75.67,75.92,76.29,75.29
76.43,75.60,76.63,75.29
76.04,76.20,76.81,75.79
76.24,76.70,76.81,75.93
76.87,78.18,78.29,76.61
78.44,77.85,78.55,77.45
78.05,78.75,78.90,77.95
78.99,78.83,79.42,78.42
78.68,78.51,79.15,78.36
78.88,79.10,79.19,78.67
79.16,78.48,79.25,78.18
79.16,78.59,79.96,78.52
78.15,78.45,78.50,77.80
78.17,78.21,78.67,77.80
77.67,77.08,77.81,76.65
77.06,76.86,77.26,76.60
77.65,77.32,77.90,76.92
77.17,76.60,77.85,76.53
76.58,76.45,77.12,76.41
76.22,77.32,77.40,76.07
77.10,75.90,77.47,75.76
75.81,73.26,75.81,72.85
73.69,73.78,74.52,73.13
73.96,74.52,74.62,73.65
74.39,74.86,75.10,74.09
74.65,74.15,75.20,73.87
73.83,76.81,76.93,73.70
77.15,76.38,77.15,75.86
76.29,75.46,76.73,75.22
75.12,74.90,75.23,74.51
75.03,74.77,75.21,74.50
75.19,75.75,76.08,75.15
76.02,75.84,76.02,75.33
76.45,76.62,76.80,75.81
76.46,76.85,77.18,76.26
76.51,77.60,77.98,76.49
77.59,77.88,77.91,77.07
77.90,80.06,80.99,77.84
80.08,80.44,80.48,79.71
80.69,81.61,81.89,80.42
81.22,81.65,81.65,81.00
81.89,81.55,82.05,81.17
81.64,81.94,82.31,81.27
82.34,81.74,82.66,81.51
82.27,82.27,82.68,81.90
82.10,82.29,82.77,81.54
81.97,82.17,82.36,81.31
82.50,83.02,83.08,82.29
82.60,83.10,83.36,82.49
83.18,83.86,83.95,83.00
84.00,83.52,84.30,83.52
83.50,84.23,84.33,82.91
84.29,84.55,84.73,83.79
84.40,85.42,85.43,84.14
84.82,84.06,85.42,83.97
84.04,84.07,84.39,83.26
84.81,84.62,85.16,84.54
84.94,84.61,85.24,84.61
84.93,84.54,85.56,83.90
84.78,85.71,85.76,84.59
85.34,85.45,85.76,84.95
85.46,85.90,85.90,85.24
85.97,85.81,86.17,85.54
85.82,86.34,86.60,85.46
85.83,86.54,86.66,85.82
86.54,86.12,86.70,86.06
85.98,86.84,87.14,85.92
86.86,86.83,87.15,86.43
87.09,88.15,88.51,87.00
88.14,87.52,88.42,87.52
87.50,86.97,87.59,86.62
86.51,86.65,87.00,86.14
87.07,88.61,88.86,87.07
88.86,89.38,89.62,88.85
88.79,88.98,89.02,88.29
88.63,89.49,90.10,88.60
89.10,88.64,89.25,88.11
87.95,88.37,88.70,87.95
88.09,87.05,88.23,86.89
87.64,87.52,88.20,87.30
87.74,87.26,87.78,86.62
87.55,87.84,88.79,87.41
88.17,87.04,88.26,86.53
87.26,87.45,87.90,86.79
87.00,87.74,88.11,86.63
88.00,86.75,88.00,86.10
86.38,87.81,88.32,86.14
87.16,86.94,87.58,86.61
87.09,86.17,87.26,86.12
86.40,87.64,87.88,86.18
87.82,88.55,88.75,87.46
88.99,89.81,90.63,88.67
89.81,89.51,89.98,89.00
89.31,90.00,91.05,89.31
89.81,90.31,90.68,89.81
90.02,89.96,90.63,89.52
89.75,89.13,90.11,89.00
88.99,88.28,89.18,88.22
88.12,87.72,88.41,87.11
86.84,85.64,86.98,85.64
86.32,86.16,86.74,85.99
85.57,86.15,86.47,85.57
85.65,85.39,86.00,85.13
85.27,84.72,85.67,84.55
84.78,85.24,85.66,84.58
85.12,84.20,85.31,84.19
84.52,84.30,85.31,84.11
84.60,84.74,84.86,83.78
84.99,85.06,85.77,84.70
84.73,84.33,84.97,83.99
84.43,85.34,85.50,84.34
85.34,85.38,85.90,85.25
85.43,85.59,85.73,84.92
84.95,84.88,85.47,84.64
84.84,84.51,85.26,84.41
83.16,82.79,83.78,82.46
82.62,81.91,82.70,81.34
81.41,81.91,82.11,81.10
82.01,83.07,83.07,81.91
83.95,83.60,84.08,83.40
83.40,83.97,84.11,83.23
84.41,84.38,85.18,84.08
84.64,85.01,85.47,84.33
85.86,85.70,87.05,85.20
85.99,87.34,87.99,85.89
87.94,87.73,88.19,87.19
87.52,88.13,88.68,87.30
88.44,88.52,88.93,88.10
88.48,88.51,88.81,87.84
87.68,85.60,88.03,85.50
86.08,86.01,86.59,85.55
84.64,83.99,84.76,83.93
84.05,84.03,84.45,83.79
84.16,84.90,85.25,84.16
84.36,85.62,85.81,84.09
86.91,87.26,87.60,86.40
87.34,89.00,89.06,87.20
88.88,89.49,89.57,88.64
89.22,88.98,89.57,88.60
88.46,89.45,89.58,88.18
89.31,90.61,90.99,89.22
91.06,90.70,91.39,90.39
90.63,90.54,91.07,90.24
90.51,89.90,90.88,89.89
90.08,90.21,90.49,89.75
90.10,90.84,91.00,90.02
90.53,89.99,91.00,89.25
89.90,89.41,90.00,88.92
89.51,89.55,90.73,89.31
88.83,88.89,89.32,88.19
88.31,87.99,88.96,87.78
87.89,87.69,88.40,87.02
87.81,86.89,88.07,86.83
87.89,88.60,89.01,87.89
88.42,90.30,90.99,87.75
89.90,91.18,91.39,89.87
91.17,91.44,91.81,90.85
91.45,90.64,91.79,90.25
90.30,90.07,90.92,89.55
91.17,91.93,92.00,90.73
92.00,92.23,93.15,91.80
92.66,91.32,92.89,91.25
91.20,91.77,92.01,90.56
91.77,91.38,91.97,91.04
91.10,92.21,92.43,91.06
91.98,92.43,92.49,91.68
92.49,93.14,93.48,92.11
92.98,92.97,93.26,92.27
92.46,93.29,93.48,92.08
93.48,93.38,93.50,92.73
93.39,93.17,93.60,92.99
93.14,91.71,93.29,91.59
91.39,90.87,91.59,90.85
90.68,88.69,90.85,88.68
88.56,89.76,89.99,88.28
89.79,90.09,90.49,89.68
89.80,90.88,91.24,89.78
91.48,90.78,91.99,90.76
90.84,90.55,90.96,90.31
90.81,89.30,91.56,89.30
89.44,89.63,89.95,89.17
89.52,89.09,89.88,89.00
89.11,89.48,90.10,89.00
89.40,88.83,89.88,88.67
88.64,88.62,88.85,87.97
88.71,88.38,89.07,88.38
88.59,86.67,88.59,86.11
87.03,90.15,90.57,86.80
89.60,89.48,90.05,88.84
89.36,90.69,90.91,89.35
90.69,91.51,91.85,90.51
91.30,91.64,91.93,90.82
91.51,92.13,92.25,91.51
92.30,92.14,92.59,92.03
92.01,92.13,92.32,91.50
91.49,90.08,91.95,90.06
90.09,90.41,90.95,89.94
90.56,90.66,91.02,89.94
90.50,89.94,90.50,89.73
90.27,90.71,91.17,90.00
91.10,91.85,92.00,91.10
91.92,92.77,92.94,91.85
93.04,93.31,94.00,92.99
93.75,93.74,94.13,93.40
93.70,93.35,93.86,93.03
92.78,91.50,93.23,91.49
91.66,90.78,92.36,90.70
91.84,90.84,91.84,90.62
91.48,91.70,92.78,91.37
92.15,92.06,92.31,91.50
92.49,92.52,92.80,91.94
92.21,91.85,92.82,91.83
89.08,88.00,90.36,87.96
88.16,88.12,89.57,88.00
88.28,89.20,89.41,88.10
88.51,87.91,88.51,87.40
87.80,87.73,88.43,87.51
88.32,87.73,88.56,87.53
87.95,88.28,88.97,87.48
89.24,88.56,89.50,88.26
88.97,87.59,89.43,87.56
87.65,86.93,88.47,86.87
86.61,86.79,87.45,85.66
87.00,87.39,87.86,86.92
87.16,86.35,87.59,86.34
86.42,85.55,87.22,85.52
84.77,85.42,86.48,84.53
85.32,84.98,86.21,84.90
84.59,84.42,85.55,84.35
84.40,82.39,85.17,82.24
82.20,83.97,84.03,82.10
84.21,84.93,85.20,83.89
85.59,86.86,86.86,85.54
86.93,88.10,88.13,86.86
88.18,88.72,88.88,88.01
89.00,90.41,90.43,88.90
89.84,89.87,90.00,89.14
90.52,89.13,90.52,89.07
89.00,89.91,90.04,88.25
89.97,90.33,90.84,89.49
89.93,89.88,90.40,89.56
90.01,89.80,90.49,89.73
89.81,88.95,89.95,88.95
89.07,88.53,89.42,88.18
88.65,88.67,89.57,88.38
88.67,89.47,89.70,88.67
89.16,89.07,89.96,88.99
89.49,88.46,89.72,88.17
88.90,88.78,89.70,88.51
88.69,88.20,89.20,87.91
87.51,87.75,88.30,87.51
87.95,87.39,88.47,87.11
87.28,86.51,87.45,85.38
86.52,84.65,86.76,84.62
84.44,85.50,85.57,83.79
85.19,84.95,85.76,84.10
83.60,83.74,84.26,83.60
83.83,82.95,83.85,82.81
83.14,83.77,83.93,82.91
83.20,82.65,83.99,82.60
82.72,83.64,83.74,82.44
84.70,86.74,86.77,84.33
86.94,85.86,87.32,85.40
86.00,86.52,86.65,85.87
86.17,86.25,86.70,85.91
86.22,86.09,86.56,85.97
86.35,85.83,86.66,85.51
86.38,87.29,87.29,86.32
88.53,89.23,89.83,88.53
89.34,89.07,89.66,88.77
88.65,88.92,89.31,88.55
88.44,88.34,88.78,87.90
88.66,89.14,89.39,88.47
89.41,89.98,89.98,88.90
89.93,90.03,90.29,89.25
89.73,88.84,90.00,88.54
89.12,89.76,90.00,88.76
89.83,89.42,90.00,89.00
89.31,89.00,89.40,88.88
88.64,88.91,89.56,88.55
88.44,87.65,88.67,87.40
87.81,88.16,89.02,87.65
88.92,88.13,88.97,87.66
87.53,87.33,88.05,86.80
87.43,87.96,88.14,87.31
87.75,87.69,87.92,87.36
87.15,89.82,90.00,86.85
89.64,90.45,90.85,89.64
90.40,90.35,90.82,90.24
90.63,90.14,90.73,90.01
90.43,90.99,91.47,90.43
90.86,90.01,90.99,89.85
90.06,89.99,91.00,89.40
90.37,91.31,91.40,90.09
91.28,92.09,92.79,90.75
91.61,93.13,93.61,91.35
93.22,93.42,93.48,92.63
93.28,91.56,93.57,91.55
92.03,91.60,92.59,91.16
91.36,91.43,91.82,90.73
91.68,91.75,92.25,91.38
91.69,91.44,92.67,91.14
91.48,92.36,92.57,91.47
92.50,92.28,92.92,91.92
92.34,91.60,92.63,91.41
91.40,91.81,91.96,91.40
91.87,91.11,91.92,90.91
90.90,91.21,91.55,90.82
91.38,90.89,91.42,90.30
90.84,90.55,90.90,90.04
90.93,91.31,91.60,90.83
90.98,91.37,91.63,90.24
90.54,90.36,90.93,90.25
90.59,90.81,91.22,90.29
91.00,91.42,91.71,90.99
91.12,91.05,91.54,90.88
91.00,91.62,91.97,90.85
91.99,91.99,92.63,91.78
91.54,91.76,91.81,90.99
91.29,92.00,92.64,91.24
92.04,92.71,92.94,91.95
92.74,92.78,92.81,92.07
93.05,94.41,94.45,92.90
94.58,94.36,95.32,94.07
94.74,94.53,95.26,94.35
93.79,92.72,94.00,92.33
92.94,94.44,94.49,92.80
94.77,94.54,95.10,94.06
94.89,95.26,95.42,94.24
95.33,95.60,96.07,95.03
95.67,96.44,96.60,95.30
95.94,94.11,96.17,94.09
94.46,94.97,95.23,93.73
94.57,94.04,94.72,93.52
92.00,91.69,92.62,90.70
91.94,91.95,92.60,91.50
91.90,92.82,92.95,91.67
93.28,93.60,93.88,92.00
93.77,94.05,94.94,93.64
94.47,94.64,94.81,94.21
94.77,95.31,95.72,94.67
95.31,95.96,96.12,94.96
95.83,95.59,95.90,95.06
95.32,95.67,96.73,95.22
95.88,95.01,96.04,94.54
95.46,94.26,95.60,94.05
93.78,93.11,94.08,92.85
93.12,93.61,93.89,93.00
93.65,94.51,94.56,93.47
94.38,93.71,94.54,93.43
93.95,93.32,94.10,93.00
93.16,94.04,94.54,93.03
93.97,94.96,95.04,93.84
95.06,96.30,96.31,94.97
95.81,95.44,96.32,95.25
95.53,95.68,96.01,94.96
95.68,95.00,95.75,94.75
94.94,94.40,94.97,93.69
93.94,93.97,95.33,93.75
93.40,94.31,94.60,93.30
93.86,94.12,94.43,93.33
94.89,93.36,95.60,93.16
92.67,92.25,92.74,91.45
92.25,92.42,92.91,92.02
91.97,90.91,92.57,90.89
90.95,92.38,92.66,90.20
92.38,91.89,92.82,91.42
91.66,90.47,91.72,90.41
90.15,92.00,92.00,89.43
92.65,92.09,93.07,91.07
92.26,91.63,92.73,91.41
91.09,91.23,92.33,90.85
91.70,91.65,92.15,91.10
91.74,92.58,92.77,91.36
92.32,92.12,93.17,91.97
92.43,92.47,93.00,91.82
92.51,92.65,92.88,91.94
92.73,90.26,93.13,90.26
