THM,International Tower Hill Mines,NASDAQ
6.03,6.02,6.14,5.90
6.00,6.37,6.38,5.93
6.30,5.98,6.40,5.77
6.04,6.08,6.20,6.00
6.13,6.23,6.40,6.13
6.22,6.25,6.46,6.20
6.30,6.28,6.32,6.22
6.29,6.26,6.33,6.24
6.27,6.29,6.35,6.12
6.35,6.15,6.38,6.15
6.26,6.17,6.35,6.17
6.26,6.01,6.27,6.01
6.01,6.01,6.09,5.90
6.05,5.94,6.10,5.93
6.06,6.25,6.25,6.03
6.25,6.19,6.27,6.17
6.23,6.23,6.25,6.18
6.22,6.24,6.38,6.14
6.24,6.21,6.30,6.17
6.24,6.38,6.38,6.16
6.50,6.48,6.65,6.35
6.46,6.25,6.48,6.25
6.37,6.24,6.42,6.24
6.35,6.38,6.44,6.30
6.44,6.58,6.63,6.30
6.33,6.22,6.37,6.18
6.27,6.30,6.33,6.23
6.32,6.37,6.38,6.30
6.36,6.19,6.37,6.19
6.37,6.29,6.38,6.28
6.34,6.41,6.41,6.31
6.41,6.48,6.54,6.30
6.48,6.43,6.49,6.34
6.50,6.53,6.58,6.36
6.48,6.49,6.55,6.39
6.53,6.64,6.68,6.35
6.70,6.69,6.83,6.65
6.73,7.01,7.10,6.65
7.07,6.93,7.10,6.89
6.86,6.65,6.86,6.65
6.70,6.90,6.95,6.66
7.03,6.86,7.15,6.79
6.93,6.91,6.96,6.79
7.03,7.24,7.29,7.03
7.16,7.09,7.29,6.97
7.08,7.28,7.29,7.04
7.36,7.38,7.50,7.21
7.48,7.44,7.62,7.40
7.47,7.40,7.50,7.28
7.46,7.81,7.85,7.46
7.94,8.05,8.07,7.72
8.25,8.49,8.55,8.17
8.44,8.42,8.75,8.33
8.51,8.47,8.59,8.05
8.61,8.14,8.81,8.05
8.00,8.29,8.29,7.81
8.37,8.34,8.40,8.15
8.29,8.06,8.35,7.95
8.16,8.04,8.17,8.00
8.15,7.71,8.15,7.71
7.75,7.73,7.85,7.71
7.85,7.76,7.98,7.72
7.83,8.26,8.34,7.78
8.34,8.35,8.40,8.07
8.33,8.32,8.47,8.20
8.31,8.24,8.41,8.17
8.19,8.40,8.44,8.08
8.44,8.89,9.12,8.41
9.25,9.65,9.80,9.09
9.70,9.78,9.89,9.42
9.72,9.44,9.82,9.35
9.49,9.60,9.77,9.47
9.74,9.59,9.94,9.50
9.72,9.34,9.72,9.26
9.28,9.06,9.33,8.79
9.11,9.16,9.31,9.01
9.19,9.33,9.33,9.03
9.44,9.80,9.95,9.44
9.88,9.76,9.94,9.65
9.72,9.53,9.97,9.45
9.60,9.34,9.64,9.30
9.36,10.00,10.26,9.26
9.75,9.81,9.93,9.36
9.91,10.22,10.29,9.83
10.19,9.66,10.25,9.64
9.65,9.78,10.00,9.52
9.81,9.59,9.81,9.53
9.84,10.14,10.26,9.68
10.11,10.04,10.36,9.91
10.03,9.88,10.09,9.82
9.90,10.07,10.34,9.90
10.22,9.99,10.22,9.90
9.92,9.39,9.99,9.21
9.31,9.27,9.46,8.97
9.20,8.93,9.24,8.85
8.87,9.00,9.14,8.85
8.95,9.02,9.10,8.74
9.14,9.41,9.55,9.14
9.41,9.32,9.51,9.20
9.29,9.10,9.32,9.06
9.01,8.66,9.05,8.58
8.79,8.76,8.85,8.58
8.78,8.55,8.91,8.55
8.45,8.42,8.51,8.02
8.41,8.37,8.65,8.27
8.39,8.32,8.67,8.24
8.26,8.46,8.53,8.21
8.52,9.01,9.05,8.39
9.04,8.85,9.06,8.78
8.85,9.36,9.46,8.74
9.34,9.21,9.45,9.14
9.39,9.42,9.51,9.14
9.45,9.37,9.53,9.23
9.54,10.16,10.21,9.45
10.25,10.07,10.45,10.06
10.11,10.13,10.24,10.05
10.21,10.10,10.32,10.09
10.05,9.69,10.15,9.65
9.60,9.52,9.70,9.30
9.69,9.36,9.69,9.33
9.42,9.45,9.66,9.30
9.51,9.62,9.80,9.50
9.69,9.68,9.76,9.52
9.67,9.84,9.92,9.60
9.89,9.80,10.00,9.75
10.00,9.40,10.07,9.33
9.39,9.51,9.69,9.33
9.52,9.15,9.56,9.11
9.23,9.34,9.58,9.20
9.37,9.30,9.63,9.23
9.34,9.55,9.56,9.24
9.50,9.40,9.74,9.34
9.37,9.30,9.46,9.17
9.31,9.48,9.48,9.25
9.49,9.25,9.54,9.12
9.17,9.05,9.19,9.00
9.16,9.01,9.24,8.90
8.84,8.67,8.86,8.48
8.46,8.77,8.83,8.46
8.65,8.72,8.85,8.54
8.24,8.54,8.58,8.00
8.51,8.36,8.63,8.15
8.29,8.62,8.67,8.29
8.67,8.77,8.91,8.62
8.98,8.90,8.98,8.82
9.38,8.99,9.38,8.80
9.03,9.37,9.48,8.77
9.38,9.32,9.50,9.13
9.37,9.04,9.39,8.94
8.98,8.94,9.02,8.81
9.10,9.43,9.49,8.87
9.54,9.90,9.90,9.40
10.02,10.03,10.15,9.87
10.17,9.83,10.17,9.80
9.87,9.82,9.91,9.76
9.82,10.38,10.39,9.75
10.49,10.23,10.49,10.08
10.23,10.26,10.29,10.08
10.40,10.20,10.46,10.10
10.13,9.86,10.29,9.81
9.83,9.65,9.93,9.31
9.73,9.89,10.02,9.67
9.90,10.23,10.40,9.84
10.34,10.17,10.34,10.17
10.09,9.88,10.15,9.46
9.97,9.92,10.00,9.60
10.03,9.76,10.19,9.68
9.89,9.84,9.89,9.69
9.90,9.47,9.95,9.45
9.43,9.33,9.50,9.23
9.40,9.66,9.82,9.14
9.68,9.46,9.85,9.42
9.46,9.72,9.78,9.40
9.61,9.09,9.62,9.05
9.18,8.79,9.35,8.78
8.82,8.83,9.00,8.45
8.78,8.40,8.94,8.20
8.51,8.57,8.68,8.37
8.53,8.70,8.75,8.50
8.76,8.96,9.06,8.68
8.95,8.63,8.95,8.32
8.40,8.06,8.47,8.04
8.10,8.29,8.33,8.02
8.02,8.09,8.32,8.02
8.18,8.23,8.23,7.99
8.23,8.40,8.54,8.23
8.44,8.40,8.46,8.26
8.38,8.25,8.38,8.16
8.16,8.16,8.21,8.07
8.23,8.09,8.26,8.01
8.12,8.05,8.20,8.03
8.05,8.15,8.15,7.73
8.15,8.28,8.35,8.15
8.31,8.24,8.37,8.18
8.21,8.11,8.50,8.06
8.13,7.81,8.24,7.53
7.77,7.71,7.90,7.65
7.51,7.32,7.75,7.30
7.34,7.50,7.63,7.31
7.41,7.26,7.53,7.07
7.33,7.50,7.57,7.20
7.45,7.39,7.45,7.20
7.38,6.79,7.39,6.74
6.89,6.97,7.06,6.72
6.89,6.79,7.02,6.68
6.76,6.48,6.79,6.42
6.60,6.57,6.74,6.41
6.48,6.57,6.66,6.46
6.75,6.99,7.09,6.66
7.06,7.01,7.31,6.97
6.92,6.92,7.00,6.73
6.98,6.78,6.98,6.72
6.86,6.75,6.86,6.61
6.79,6.96,6.98,6.74
7.11,7.57,7.63,7.05
7.65,7.54,7.73,7.41
7.44,7.33,7.49,7.26
7.45,7.69,7.80,7.42
7.86,7.71,7.86,7.59
7.83,7.81,7.95,7.71
7.85,7.82,7.95,7.76
7.84,7.64,7.92,7.54
7.68,7.84,7.94,7.59
7.99,8.14,8.30,7.91
8.25,7.83,8.30,7.71
7.90,8.05,8.05,7.75
8.12,8.25,8.33,8.07
8.39,8.10,8.43,8.02
8.07,8.10,8.23,7.95
8.17,8.05,8.17,7.97
8.09,8.07,8.12,8.02
8.15,7.98,8.28,7.96
8.00,8.04,8.05,7.92
8.06,7.57,8.14,7.57
7.55,7.61,7.62,7.40
7.64,7.50,7.66,7.36
7.52,7.60,7.82,7.50
7.62,7.46,7.70,7.46
7.59,7.47,7.66,7.46
7.47,6.83,7.52,6.71
6.87,6.75,6.99,6.59
6.72,6.85,7.04,6.60
7.00,7.25,7.30,6.82
7.32,7.49,7.59,7.04
7.50,7.65,7.65,7.27
7.53,7.50,7.60,7.25
7.48,7.81,7.83,7.36
7.80,7.78,7.88,7.67
7.80,7.97,8.05,7.80
7.95,7.57,7.96,7.52
7.58,7.59,7.84,7.50
7.68,8.11,8.23,7.62
8.27,8.31,8.54,8.16
8.24,8.00,8.30,7.82
7.94,8.30,8.32,7.83
8.33,8.36,8.40,8.01
8.58,8.31,8.58,8.18
8.37,8.24,8.41,8.18
8.29,8.15,8.29,7.95
8.07,8.04,8.15,7.96
8.10,8.15,8.29,7.94
8.16,7.96,8.22,7.88
7.88,7.99,8.09,7.78
8.00,7.90,8.17,7.90
7.81,7.74,7.95,7.55
7.68,7.37,7.74,7.26
7.49,7.33,7.52,7.26
7.35,7.25,7.37,7.25
7.20,7.17,7.24,7.05
7.25,7.30,7.30,7.16
7.33,7.20,7.37,7.10
7.20,7.37,7.50,7.17
7.34,6.92,7.34,6.91
6.52,6.13,6.66,6.10
6.10,5.81,6.10,5.50
5.71,5.58,5.81,5.37
5.84,5.62,5.87,5.59
5.62,5.00,5.68,4.93
5.10,5.01,5.24,5.00
4.98,5.03,5.31,4.92
5.16,4.88,5.30,4.82
4.85,4.60,4.85,4.42
4.61,4.70,4.76,4.53
4.84,4.94,5.11,4.80
5.04,4.87,5.06,4.75
5.06,5.30,5.34,5.00
5.24,5.06,5.33,5.01
5.27,5.17,5.32,5.14
5.11,5.11,5.19,5.00
5.23,5.21,5.28,5.05
5.22,5.00,5.22,4.95
4.93,5.03,5.07,4.80
5.04,4.74,5.04,4.73
4.75,4.74,4.80,4.60
4.85,4.73,4.89,4.71
4.80,5.05,5.10,4.80
5.04,5.37,5.47,4.83
5.42,5.47,5.64,5.34
5.60,5.46,5.66,5.46
5.37,5.32,5.55,5.32
5.28,5.15,5.28,5.11
5.00,5.25,5.33,4.94
5.53,5.38,5.55,5.25
5.42,5.25,5.47,5.20
5.21,5.34,5.39,5.10
5.39,5.72,5.76,5.39
5.81,5.62,5.87,5.59
5.46,5.43,5.64,5.40
5.45,5.46,5.55,5.19
5.59,5.49,5.64,5.44
5.48,5.39,5.52,5.26
5.30,5.25,5.45,5.15
5.21,5.18,5.35,5.07
5.15,4.90,5.22,4.88
5.00,4.85,5.02,4.80
4.85,4.65,4.88,4.53
4.68,4.86,4.90,4.68
4.76,4.61,4.78,4.57
4.54,4.53,4.67,4.52
4.72,4.64,4.83,4.60
4.74,4.61,4.74,4.53
4.75,5.03,5.04,4.73
5.04,4.86,5.07,4.79
4.95,4.75,4.96,4.70
4.79,4.92,4.98,4.79
4.96,5.05,5.05,4.75
5.04,4.83,5.06,4.75
4.75,4.59,4.79,4.56
4.62,4.60,4.74,4.51
4.44,4.30,4.53,4.17
4.22,3.96,4.39,3.89
3.92,3.84,3.96,3.70
3.90,3.69,3.95,3.67
3.76,3.68,3.91,3.67
3.70,3.60,3.82,3.59
3.68,3.74,3.76,3.64
3.80,3.76,3.82,3.67
3.82,3.78,3.93,3.76
3.85,4.13,4.18,3.80
4.16,4.00,4.16,3.99
4.06,3.92,4.09,3.90
3.89,3.98,4.09,3.85
4.06,4.36,4.39,4.03
4.40,4.55,4.59,4.39
4.52,4.53,4.66,4.49
4.46,4.58,4.67,4.36
4.61,4.49,4.74,4.49
4.53,4.58,4.69,4.52
4.79,4.65,4.87,4.60
4.67,4.63,4.78,4.54
4.77,4.65,4.80,4.58
4.63,4.53,4.63,4.42
4.65,4.48,4.77,4.48
4.54,4.55,4.56,4.49
4.54,4.39,4.61,4.38
4.40,4.55,4.65,4.37
4.64,4.61,4.83,4.61
4.61,4.65,4.79,4.55
4.65,5.18,5.22,4.60
5.31,5.37,5.58,5.29
5.48,5.62,5.62,5.40
5.49,5.38,5.57,5.29
5.50,5.35,5.51,5.22
5.42,5.28,5.50,5.28
5.35,5.23,5.46,5.20
5.26,5.18,5.31,5.10
5.16,5.11,5.25,5.03
5.11,5.11,5.37,5.03
5.14,5.17,5.29,5.07
5.24,5.07,5.36,5.07
5.02,5.03,5.15,4.97
5.05,4.99,5.20,4.98
5.00,5.02,5.06,4.98
5.08,5.02,5.24,5.02
4.99,5.22,5.25,4.98
5.24,5.05,5.29,5.03
5.09,5.06,5.22,5.02
5.05,5.26,5.31,5.03
5.36,5.42,5.54,5.27
5.39,5.34,5.44,5.24
5.33,5.20,5.34,5.06
5.26,5.25,5.34,5.18
5.26,5.06,5.36,5.03
5.08,5.07,5.21,5.06
5.05,5.01,5.09,4.99
4.96,4.65,5.03,4.60
4.54,4.81,4.83,4.51
4.88,4.73,4.88,4.65
4.79,4.69,4.94,4.66
4.66,4.67,4.86,4.60
4.59,4.54,4.67,4.51
4.55,4.50,4.66,4.50
4.47,4.36,4.50,4.32
4.38,4.40,4.53,4.34
4.28,4.40,4.58,4.28
4.59,4.40,4.79,4.37
4.35,4.62,4.64,4.28
4.64,4.58,4.74,4.55
4.45,4.16,4.48,4.15
4.05,4.10,4.32,4.05
4.19,4.17,4.30,4.13
4.17,4.15,4.29,4.15
4.20,4.08,4.24,4.02
4.05,4.14,4.18,4.00
4.23,4.29,4.31,4.12
4.28,4.20,4.45,4.20
4.24,4.03,4.24,4.00
3.99,4.01,4.02,3.90
3.99,3.95,4.10,3.84
3.95,3.79,4.00,3.79
3.80,3.85,3.92,3.77
3.86,3.85,3.98,3.78
3.86,4.04,4.16,3.86
3.99,3.95,4.06,3.92
3.95,3.91,4.00,3.82
3.94,3.92,4.10,3.91
3.89,3.69,3.94,3.65
3.74,3.69,3.88,3.65
3.70,3.65,3.77,3.63
3.58,3.55,3.61,3.51
3.55,3.54,3.64,3.52
3.62,3.74,3.76,3.53
3.76,3.75,3.81,3.70
3.79,3.83,3.89,3.75
3.82,3.84,3.86,3.75
3.85,4.06,4.16,3.85
4.03,4.03,4.09,3.93
3.98,3.93,4.00,3.81
3.90,3.94,4.10,3.90
3.93,3.70,3.93,3.70
3.65,3.52,3.68,3.40
3.44,3.64,3.79,3.32
3.72,3.57,3.83,3.56
3.50,3.47,3.55,3.46
3.38,3.27,3.45,3.25
3.25,2.73,3.25,2.41
2.64,2.63,2.84,2.40
2.70,2.87,3.03,2.64
2.98,2.80,3.02,2.71
2.86,2.90,3.03,2.78
2.89,2.84,2.97,2.78
2.80,3.21,3.24,2.71
3.29,3.23,3.36,3.11
3.23,3.55,3.62,3.18
3.63,3.25,3.65,3.22
3.20,3.25,3.28,3.05
3.23,3.24,3.33,3.06
3.38,3.64,3.75,3.32
3.72,3.56,3.72,3.43
3.54,3.64,3.72,3.54
3.67,3.45,3.75,3.40
3.50,3.39,3.50,3.18
3.36,3.22,3.44,3.22
3.25,3.05,3.30,3.05
2.98,3.26,3.31,2.98
3.30,3.19,3.47,3.16
3.20,3.05,3.22,3.05
3.06,2.67,3.14,2.61
2.79,3.18,3.19,2.78
3.18,3.20,3.26,3.08
3.12,3.26,3.33,3.04
3.23,2.97,3.23,2.93
3.02,3.17,3.21,2.88
3.12,3.02,3.15,2.95
3.02,2.86,3.03,2.79
2.90,2.85,2.90,2.77
2.77,2.67,2.81,2.65
2.90,2.78,2.98,2.76
2.78,2.77,2.81,2.71
2.94,3.06,3.08,2.87
3.04,2.97,3.07,2.93
2.96,2.93,2.96,2.85
2.88,2.84,2.93,2.78
2.93,2.65,2.93,2.61
2.66,2.68,2.71,2.60
2.63,2.69,2.76,2.60
2.77,2.66,2.80,2.64
2.71,2.91,2.95,2.66
2.94,2.82,2.94,2.73
2.79,2.71,2.81,2.71
2.74,2.82,2.89,2.74
2.80,2.70,2.83,2.66
2.69,2.60,2.69,2.57
2.63,2.56,2.65,2.51
2.60,2.58,2.65,2.46
2.60,2.65,2.70,2.50
2.63,2.62,2.68,2.56
2.64,2.67,2.70,2.60
2.67,2.62,2.69,2.57
2.57,2.51,2.61,2.44
2.54,2.49,2.57,2.41
2.53,2.68,2.71,2.47
2.70,2.77,2.85,2.67
2.75,2.74,2.76,2.69
2.74,2.70,2.79,2.70
2.70,2.70,2.73,2.63
2.70,2.85,2.89,2.64
2.94,2.85,2.94,2.83
2.84,2.74,2.89,2.66
2.79,2.79,2.80,2.67
2.80,2.92,2.93,2.79
2.85,2.87,2.91,2.77
2.86,2.92,2.95,2.72
2.97,3.14,3.19,2.90
3.17,3.14,3.19,2.98
3.18,3.20,3.25,3.06
3.19,3.15,3.22,3.08
3.16,3.06,3.20,3.05
3.04,2.91,3.04,2.86
2.92,2.84,2.92,2.82
2.85,2.83,2.87,2.80
2.85,3.00,3.03,2.79
2.95,3.09,3.13,2.92
3.11,3.09,3.13,2.99
3.17,3.04,3.17,3.00
3.11,2.98,3.15,2.96
2.82,2.80,2.87,2.78
2.86,2.91,2.92,2.83
2.91,2.85,2.98,2.81
2.81,3.08,3.09,2.81
3.10,3.01,3.24,2.96
3.00,2.92,3.08,2.88
2.89,2.94,2.99,2.89
2.93,2.97,2.99,2.87
2.95,2.89,2.97,2.89
2.94,3.10,3.18,2.94
3.08,2.97,3.12,2.95
3.07,2.86,3.07,2.86
2.86,2.75,2.88,2.67
2.81,2.90,2.93,2.76
2.89,2.85,2.91,2.80
2.86,2.75,2.93,2.74
2.75,2.81,2.81,2.66
2.81,2.71,2.82,2.70
2.77,2.71,2.83,2.71
2.70,2.62,2.78,2.61
2.61,2.69,2.69,2.57
2.64,2.59,2.67,2.54
2.58,2.65,2.68,2.55
2.69,2.57,2.69,2.55
2.59,2.59,2.62,2.55
2.55,2.58,2.60,2.53
2.63,2.77,2.80,2.61
2.77,2.70,2.81,2.67
2.70,2.67,2.71,2.62
2.66,2.66,2.71,2.61
2.67,2.65,2.68,2.61
2.62,2.55,2.63,2.55
2.57,2.48,2.57,2.45
2.55,2.52,2.55,2.47
2.50,2.47,2.55,2.45
2.48,2.43,2.51,2.41
2.45,2.40,2.46,2.39
2.39,2.36,2.40,2.34
2.40,2.18,2.40,2.17
2.20,2.28,2.28,2.15
2.27,2.14,2.30,2.12
2.14,2.37,2.39,2.11
2.39,2.36,2.43,2.34
2.32,2.39,2.43,2.32
2.39,2.31,2.41,2.26
2.32,2.21,2.34,2.18
2.20,2.11,2.20,2.09
2.13,2.10,2.15,2.05
2.13,2.13,2.20,2.12
2.12,2.15,2.15,2.08
2.15,2.15,2.17,2.12
2.15,2.17,2.18,2.13
2.15,2.17,2.17,2.13
2.14,2.08,2.15,2.08
2.08,2.16,2.17,2.05
2.16,2.13,2.17,2.09
2.11,2.13,2.13,2.07
2.13,2.06,2.14,2.05
2.05,2.08,2.09,2.04
2.07,2.04,2.08,2.02
2.05,2.10,2.15,2.02
2.11,2.12,2.12,2.05
2.16,2.21,2.23,2.09
2.19,2.29,2.42,2.16
2.31,2.29,2.36,2.26
2.21,2.24,2.24,2.17
2.21,2.15,2.28,2.15
2.16,2.17,2.26,2.16
2.17,2.12,2.19,2.06
2.12,2.06,2.12,2.03
2.04,2.09,2.10,1.98
2.15,1.99,2.27,1.99
1.98,1.98,2.04,1.91
2.05,2.11,2.13,2.00
2.08,2.10,2.11,2.06
2.08,2.09,2.11,2.06
2.06,2.17,2.19,2.06
2.24,2.35,2.35,2.21
2.30,2.17,2.30,2.15
2.17,2.15,2.17,2.11
2.15,2.12,2.15,2.10
2.13,2.12,2.15,2.09
2.13,2.20,2.20,2.08
2.22,2.32,2.34,2.22
2.29,2.36,2.40,2.28
2.39,2.42,2.43,2.36
2.44,2.46,2.49,2.41
2.45,2.31,2.46,2.29
2.31,2.40,2.44,2.30
2.39,2.39,2.45,2.33
2.43,2.39,2.45,2.39
2.39,2.25,2.40,2.25
2.21,2.16,2.27,2.15
2.16,2.06,2.19,2.04
2.06,2.03,2.09,2.00
2.05,2.11,2.15,2.05
2.14,2.09,2.18,2.08
2.09,2.09,2.12,2.05
2.13,2.14,2.18,2.11
2.13,2.22,2.23,2.13
2.22,2.20,2.25,2.15
2.19,2.21,2.23,2.19
2.19,2.17,2.21,2.14
2.18,2.11,2.19,2.11
2.06,2.12,2.15,2.05
2.10,2.10,2.16,2.10
2.10,2.01,2.14,2.01
2.00,2.01,2.10,1.98
1.98,1.89,2.02,1.86
1.87,1.82,1.89,1.78
1.78,1.70,1.78,1.67
1.70,1.67,1.73,1.66
1.64,1.67,1.69,1.63
1.69,1.67,1.72,1.67
1.69,1.71,1.74,1.69
1.70,1.69,1.71,1.61
1.69,1.63,1.71,1.62
1.63,1.59,1.64,1.53
1.59,1.50,1.60,1.50
1.53,1.43,1.55,1.42
1.40,1.41,1.44,1.31
1.41,1.42,1.45,1.31
1.39,1.39,1.45,1.37
1.40,1.42,1.46,1.39
1.41,1.40,1.49,1.38
1.40,1.41,1.50,1.38
1.42,1.41,1.45,1.39
1.40,1.46,1.48,1.40
1.44,1.45,1.50,1.43
1.43,1.47,1.49,1.42
1.47,1.51,1.58,1.47
1.50,1.54,1.57,1.43
1.53,1.62,1.67,1.53
1.59,1.54,1.63,1.54
1.53,1.55,1.58,1.52
1.54,1.51,1.64,1.51
1.51,1.52,1.59,1.46
1.50,1.46,1.55,1.46
1.46,1.42,1.46,1.41
1.42,1.30,1.43,1.28
1.29,1.31,1.38,1.22
1.35,1.38,1.44,1.35
1.41,1.36,1.42,1.36
1.40,1.38,1.43,1.36
1.39,1.32,1.41,1.32
1.34,1.31,1.36,1.29
1.26,1.22,1.31,1.18
1.05,1.05,1.09,0.99
1.09,1.05,1.10,1.00
1.04,0.98,1.07,0.93
0.99,1.01,1.01,0.91
1.00,0.96,1.00,0.94
0.99,0.97,1.07,0.96
0.97,0.97,1.00,0.95
0.97,0.97,0.99,0.88
0.99,1.04,1.06,0.97
1.04,1.05,1.05,1.00
1.07,0.99,1.08,0.99
1.02,0.99,1.04,0.98
0.98,1.01,1.01,0.97
1.00,0.96,1.02,0.96
0.96,0.97,1.01,0.96
0.98,0.96,1.01,0.95
0.95,0.92,0.97,0.90
0.95,0.92,1.00,0.92
0.90,0.93,0.95,0.90
0.90,0.93,0.95,0.87
0.93,0.95,1.00,0.91
0.94,0.92,0.95,0.90
0.90,0.84,0.91,0.83
0.83,0.84,0.88,0.83
0.83,0.78,0.84,0.75
0.78,0.85,0.86,0.72
0.83,0.84,0.87,0.80
0.86,0.87,0.91,0.82
0.87,0.83,0.89,0.81
0.83,0.85,0.86,0.83
0.86,0.80,0.87,0.78
0.81,0.82,0.85,0.78
0.84,0.83,0.87,0.81
0.83,0.91,0.91,0.72
0.77,0.86,0.86,0.73
0.81,0.82,0.83,0.77
0.82,0.87,0.87,0.82
0.89,0.91,0.93,0.87
0.87,0.87,0.92,0.83
0.86,0.86,0.86,0.83
0.84,0.82,0.85,0.80
0.81,0.78,0.83,0.78
0.80,0.80,0.81,0.78
0.81,0.80,0.82,0.80
0.80,0.73,0.81,0.69
0.72,0.69,0.72,0.69
0.70,0.61,0.70,0.60
0.60,0.55,0.61,0.55
