DGSE,DGSE Companies,NASDAQ
3.10,3.15,3.25,3.07
3.11,3.24,3.25,3.10
3.24,3.20,3.24,3.08
3.15,3.12,3.15,3.02
3.05,3.03,3.18,3.03
3.15,3.02,3.15,2.99
3.14,3.13,3.14,2.97
3.04,3.03,3.12,2.98
3.00,3.02,3.02,2.95
3.00,3.00,3.00,2.97
3.00,2.88,3.00,2.87
2.98,2.95,2.98,2.95
3.00,3.00,3.00,3.00
2.95,2.95,2.95,2.95
2.81,2.89,2.94,2.67
2.89,2.89,2.89,2.89
2.89,2.89,2.89,2.89
2.99,2.83,3.00,2.83
2.95,2.90,2.95,2.80
2.84,2.90,2.95,2.82
2.95,2.89,2.95,2.89
2.89,2.90,3.00,2.80
2.95,2.95,3.00,2.92
2.95,2.98,3.10,2.93
3.20,3.05,3.20,3.01
3.10,3.10,3.10,3.10
3.10,2.92,3.12,2.92
3.10,3.00,3.10,3.00
3.00,2.97,3.00,2.97
3.00,2.84,3.08,2.59
2.76,2.56,2.76,2.56
2.65,2.79,2.90,2.50
2.86,2.72,2.86,2.68
2.72,2.72,2.72,2.72
2.75,2.78,2.78,2.75
2.78,2.72,2.78,2.70
2.80,2.82,2.82,2.67
2.76,2.66,2.76,2.53
2.75,2.75,2.75,2.70
2.69,2.69,2.75,2.61
2.73,2.70,2.73,2.70
2.75,2.65,2.75,2.65
2.65,2.51,2.70,2.41
2.58,2.50,2.67,2.48
2.63,2.52,2.65,2.50
2.67,2.60,2.70,2.53
2.56,2.69,2.69,2.50
2.73,2.85,2.95,2.65
2.79,3.04,3.05,2.79
3.08,3.00,3.24,2.80
3.06,3.32,3.50,2.98
3.57,3.52,4.23,3.37
3.60,3.65,3.70,3.49
3.60,3.85,4.02,3.60
3.90,3.80,3.90,3.60
3.85,3.51,3.85,3.46
3.55,3.36,3.55,3.36
3.47,3.45,3.49,3.42
3.45,3.64,3.64,3.45
3.65,3.55,3.65,3.55
3.61,3.66,3.74,3.58
3.65,3.71,3.79,3.65
3.71,3.79,3.79,3.71
3.79,3.80,3.80,3.75
3.82,3.95,3.99,3.82
3.95,4.39,4.39,3.92
4.42,4.21,4.49,4.20
4.30,4.25,4.30,4.25
4.25,4.38,4.38,3.82
4.37,4.31,4.37,4.17
4.16,4.15,4.30,3.96
4.15,3.97,4.15,3.86
3.97,3.97,3.97,3.97
3.90,4.00,4.00,3.77
3.84,3.95,3.99,3.83
3.95,4.10,4.14,3.95
3.92,4.10,4.20,3.92
4.00,3.86,4.00,3.85
3.86,3.97,3.99,3.79
3.94,3.90,3.95,3.75
3.85,4.00,4.00,3.85
4.00,4.01,4.01,3.86
4.05,4.05,4.10,3.93
4.05,4.03,4.10,3.90
4.10,4.10,4.10,4.00
4.10,4.20,4.20,4.07
4.07,4.25,4.30,4.07
4.15,4.30,4.30,4.15
4.30,4.40,4.69,4.23
4.45,4.60,4.74,4.42
4.63,4.78,4.78,4.32
4.79,4.74,4.84,4.63
4.60,4.55,4.75,4.41
4.43,4.50,4.58,4.40
4.50,4.30,4.50,3.81
4.25,4.20,4.39,4.03
4.20,4.22,4.30,4.15
4.30,4.24,4.30,4.15
4.25,4.25,4.30,4.15
4.16,4.15,4.26,4.15
4.27,4.12,4.30,4.01
4.05,4.01,4.05,3.98
4.02,4.06,4.13,4.02
4.08,4.10,4.14,4.08
4.16,4.05,4.16,4.00
3.96,3.95,4.11,3.91
3.94,3.70,3.94,3.59
3.53,3.70,3.80,3.52
3.71,3.84,3.84,3.71
3.81,3.92,3.92,3.75
4.00,4.15,4.20,3.95
4.15,4.28,4.28,4.15
4.19,4.30,4.30,4.10
4.15,4.24,4.28,4.13
4.15,4.24,4.25,4.15
4.25,4.26,4.30,4.17
4.20,4.28,4.30,4.20
4.30,4.45,4.55,4.25
4.50,4.50,4.50,4.40
4.51,4.46,4.51,4.46
4.50,4.48,4.50,4.48
4.51,4.55,4.60,4.51
4.55,4.55,4.55,4.55
4.50,4.45,4.50,4.45
4.45,4.45,4.45,4.45
4.40,4.28,4.40,4.05
4.43,4.43,4.61,4.30
4.43,4.48,4.53,4.20
4.45,4.50,4.50,4.30
4.60,4.50,4.68,4.50
4.65,4.40,4.68,4.40
4.31,4.30,4.33,4.30
4.30,4.45,4.47,4.30
4.45,4.35,4.55,4.30
4.45,4.57,4.60,4.30
4.50,4.42,4.60,4.35
4.54,4.40,4.54,4.35
4.40,4.43,4.45,4.40
4.43,4.40,4.43,4.40
4.40,4.20,4.45,4.06
4.35,4.25,4.35,4.20
4.30,4.42,4.55,4.29
4.47,4.47,4.57,4.30
4.50,4.50,4.55,4.49
4.50,4.42,4.50,4.30
4.42,4.42,4.60,4.42
4.44,4.58,4.58,4.34
4.31,4.49,4.50,4.30
4.48,4.48,4.48,4.43
4.36,4.46,4.49,4.36
4.39,4.45,4.45,4.35
4.45,4.45,4.45,4.45
4.40,4.40,4.40,4.30
4.30,4.45,4.50,4.29
4.34,4.27,4.35,4.26
4.20,4.46,4.50,4.20
4.23,4.28,4.42,4.23
4.35,4.40,4.50,4.22
4.33,4.23,4.33,4.13
4.23,4.20,4.26,4.20
4.24,4.15,4.24,4.10
4.25,4.15,4.25,4.15
4.15,4.15,4.20,4.10
4.21,4.20,4.21,4.17
4.10,4.17,4.20,4.10
4.10,4.35,4.40,4.10
4.20,4.25,4.32,4.10
4.30,4.30,4.30,4.18
4.28,4.24,4.28,4.20
4.25,4.20,4.25,4.20
4.20,4.20,4.20,4.20
4.25,4.42,4.50,4.10
4.45,4.40,4.45,4.40
4.40,4.54,4.54,4.31
4.45,4.50,4.59,4.45
4.44,4.35,4.45,4.31
4.50,4.40,4.50,4.31
4.40,4.40,4.43,4.40
4.37,4.40,4.50,4.30
4.61,4.62,4.63,4.60
4.62,4.57,4.62,4.57
4.63,4.53,4.63,4.53
4.45,4.55,4.65,4.45
4.64,4.63,4.64,4.57
4.61,4.70,4.70,4.60
4.68,4.70,4.70,4.55
4.76,5.00,5.09,4.76
5.45,5.10,5.45,5.10
4.85,5.06,5.24,4.85
5.15,5.15,5.20,5.05
5.19,5.16,5.19,5.01
5.15,5.25,5.29,5.10
5.27,5.15,5.27,5.06
5.06,5.19,5.27,5.06
5.27,5.26,5.27,5.06
5.20,5.16,5.25,5.10
5.16,5.00,5.25,5.00
5.07,5.20,5.20,4.95
5.21,5.21,5.25,5.03
5.25,5.90,5.90,5.25
5.80,5.85,5.95,5.65
6.00,5.85,6.00,5.70
5.90,5.90,5.95,5.85
6.00,5.86,6.00,5.85
5.92,5.93,6.00,5.86
5.89,5.82,5.89,5.75
5.80,5.85,5.92,5.76
5.78,5.80,5.85,5.60
5.80,5.80,5.90,5.60
5.70,5.90,6.00,5.60
5.92,5.80,5.92,5.80
5.82,5.81,5.98,5.81
6.00,6.10,6.60,5.90
6.14,5.97,6.14,5.90
6.07,6.04,6.25,5.97
5.99,6.00,6.16,5.95
6.04,6.03,6.05,5.90
6.05,6.00,6.05,5.86
6.02,6.00,6.02,5.85
5.97,5.90,6.05,5.90
5.96,5.86,6.00,5.82
5.87,5.88,5.95,5.85
5.86,5.89,5.94,5.75
5.96,5.85,5.96,5.80
5.77,5.95,6.07,5.77
5.95,5.92,5.95,5.80
5.90,5.85,5.95,5.81
5.85,5.77,5.92,5.77
5.83,5.75,5.83,5.74
5.76,6.03,6.03,5.73
6.01,5.90,6.01,5.90
5.87,5.80,6.01,5.78
5.89,5.66,5.89,5.35
5.68,5.84,6.14,5.68
5.88,5.82,5.88,5.70
5.81,5.81,5.91,5.75
5.83,6.00,6.05,5.83
6.01,6.10,6.15,5.76
6.12,6.22,6.23,6.00
6.24,6.45,6.50,6.15
6.51,6.76,6.82,6.33
6.92,6.79,6.99,6.70
6.84,6.93,7.00,6.50
6.95,6.92,7.00,6.80
6.97,6.99,7.00,6.91
7.00,6.85,7.00,6.81
6.80,7.10,7.10,6.61
7.10,7.02,7.10,6.99
7.02,7.00,7.10,6.82
7.03,6.97,7.08,6.89
6.98,7.10,7.19,6.94
7.10,7.06,7.16,7.06
7.25,7.11,7.25,6.90
7.17,7.24,7.24,7.13
7.17,7.48,7.56,7.14
7.46,7.61,7.68,7.43
7.68,7.88,7.88,7.68
7.84,8.05,8.12,7.77
8.10,8.07,8.20,8.07
8.19,8.16,8.19,8.03
8.18,8.08,8.19,8.01
8.10,8.25,8.25,8.00
8.17,8.73,8.79,8.12
9.07,8.94,9.07,8.65
9.21,9.48,9.56,9.00
9.81,9.96,10.09,9.57
10.06,9.55,10.06,9.39
9.56,8.46,9.56,7.97
8.46,8.44,8.60,8.00
8.02,8.77,9.00,8.02
8.66,8.86,9.00,8.61
8.86,8.99,9.10,8.86
9.04,9.91,10.53,8.90
9.88,9.89,10.26,9.62
10.02,8.87,10.02,8.63
8.76,8.73,8.88,8.00
8.27,8.09,9.26,7.50
8.09,7.70,8.22,7.07
7.71,7.61,8.10,7.29
7.69,8.20,8.22,7.64
8.22,8.20,8.22,7.89
8.22,8.35,8.36,8.16
8.29,8.51,8.59,8.28
8.62,8.79,8.79,8.51
8.81,8.50,8.81,7.99
8.40,8.27,8.40,8.12
8.28,7.97,8.48,7.73
8.05,8.23,8.25,7.94
8.19,8.30,8.38,8.19
8.47,8.02,8.47,7.85
7.96,8.24,8.46,7.90
8.21,8.02,8.48,7.76
8.05,8.60,8.95,8.05
8.77,8.57,8.77,8.34
8.66,8.80,8.99,8.65
8.80,9.10,9.28,8.80
9.01,9.27,9.32,9.01
9.52,9.20,9.67,9.02
9.34,9.25,9.49,9.10
9.18,9.31,9.47,9.10
9.34,9.35,9.46,9.18
9.46,8.83,9.49,8.52
8.74,8.90,9.00,8.72
8.85,8.59,9.00,8.59
8.70,8.89,8.89,8.36
8.75,8.68,8.83,8.07
8.67,8.56,8.90,8.44
8.47,8.65,8.72,8.28
8.22,8.50,8.65,8.05
8.44,8.49,8.50,8.10
8.50,8.33,8.50,8.04
8.47,8.36,8.47,8.17
8.37,8.20,8.37,8.20
8.30,8.26,8.32,8.13
8.10,8.10,8.24,8.06
7.85,7.79,8.23,7.25
7.70,8.08,8.29,7.37
7.92,7.98,8.09,7.52
7.88,7.95,8.15,7.79
7.92,7.65,7.92,7.48
7.44,7.71,7.99,7.44
7.63,7.83,7.97,7.56
7.83,7.58,7.91,7.55
7.51,7.51,7.70,7.37
7.43,7.74,8.00,7.43
7.75,7.46,7.83,7.40
7.74,7.41,7.76,7.41
7.46,7.50,7.52,7.46
7.55,7.59,7.60,7.47
7.96,7.63,7.96,7.50
7.81,7.66,7.87,7.52
7.55,7.68,7.70,7.53
7.74,7.74,7.75,7.58
7.77,7.74,7.77,7.64
7.65,8.02,8.09,7.59
8.42,8.34,8.42,8.05
8.20,8.08,8.25,7.85
8.18,8.09,8.20,8.09
8.15,8.16,8.39,7.91
8.17,8.16,8.17,7.90
8.16,8.18,8.20,7.99
8.18,8.25,8.33,8.18
8.24,8.17,8.24,8.12
8.20,8.06,8.20,7.91
8.16,8.15,8.21,7.99
8.07,8.10,8.20,7.92
8.06,8.11,8.15,7.96
8.10,7.96,8.13,7.96
7.90,7.61,8.03,7.50
7.52,7.33,7.76,7.09
7.33,7.12,7.33,7.06
7.19,7.34,7.84,7.19
7.53,7.43,7.53,7.23
7.49,7.49,7.49,7.49
7.50,7.43,7.60,7.18
7.48,7.41,7.60,7.23
7.60,7.75,7.98,7.49
7.75,7.55,7.76,7.55
7.73,7.60,7.73,7.56
7.58,7.68,7.88,7.52
7.74,7.58,7.74,7.37
7.47,7.46,7.75,7.37
7.36,7.44,7.49,7.36
7.36,7.49,7.53,7.31
7.32,7.29,7.50,7.00
7.41,7.65,7.65,7.00
7.45,7.20,7.76,7.20
7.17,7.28,7.45,7.17
7.35,7.15,7.64,7.05
7.15,7.20,7.30,7.14
7.22,7.26,7.28,7.09
7.17,7.07,7.17,7.07
7.07,7.29,7.29,7.07
7.32,7.29,7.32,7.07
7.34,7.20,7.34,7.14
7.15,7.21,7.21,7.11
7.14,7.10,7.21,7.05
7.18,7.47,7.47,7.08
7.45,7.46,7.59,6.90
7.49,7.38,7.50,7.29
7.39,7.18,7.39,7.18
7.09,7.27,7.27,7.09
7.05,7.13,7.25,7.04
6.86,6.85,7.10,6.78
6.76,6.28,7.05,6.25
6.41,6.23,6.61,6.02
6.11,6.56,6.56,6.11
6.73,6.67,6.73,6.56
6.80,6.98,6.98,6.80
6.95,6.88,7.00,6.88
6.94,6.96,6.97,6.90
6.98,6.84,6.99,6.60
6.81,6.83,6.85,6.81
6.84,6.92,6.94,6.80
6.96,7.00,7.15,6.96
6.98,6.92,6.98,6.85
6.90,6.98,6.99,6.85
7.00,7.27,7.28,6.90
7.36,7.38,7.56,7.36
7.48,7.45,7.48,7.22
7.52,7.50,7.52,7.21
7.45,7.80,7.81,7.45
7.65,7.90,8.01,6.86
7.85,7.90,7.90,7.78
7.74,7.90,7.90,7.24
7.51,7.81,7.89,7.48
7.81,7.81,7.81,7.81
7.81,7.81,7.81,7.81
7.61,7.80,7.85,7.61
7.73,7.80,7.84,7.56
7.82,7.78,7.82,7.73
7.72,7.50,7.77,7.48
7.48,7.70,7.83,7.22
7.75,7.63,7.80,7.47
7.60,7.66,7.74,7.60
7.71,7.72,7.75,7.64
7.67,7.80,7.80,7.60
7.82,7.86,7.90,7.82
7.89,7.83,7.90,7.60
7.81,7.70,7.83,7.50
7.32,7.73,7.73,7.31
7.80,7.76,7.84,7.45
7.64,7.61,7.75,7.59
7.70,7.70,7.75,7.59
7.74,7.85,7.90,7.17
7.72,7.74,7.89,7.49
7.64,7.57,7.75,7.25
7.67,7.75,7.75,7.52
7.75,7.75,7.75,7.75
7.74,7.75,7.75,7.41
7.75,7.72,7.85,7.67
7.47,7.74,7.82,7.47
7.76,7.71,7.76,7.59
7.73,7.72,7.73,7.47
7.71,7.75,7.75,7.32
7.72,7.70,7.73,7.33
7.70,7.70,7.70,7.70
7.64,7.50,7.70,7.14
7.43,7.47,7.54,7.17
7.49,7.48,7.49,7.15
7.44,7.45,7.48,7.10
7.33,7.40,7.47,7.00
7.27,7.40,7.45,7.19
7.27,7.35,7.40,6.58
7.25,7.38,7.44,7.07
7.36,7.44,7.44,7.20
7.41,7.35,7.44,7.20
7.33,7.33,7.41,7.33
7.35,7.42,7.42,7.31
7.36,7.43,7.43,7.36
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.43,7.43,7.43,7.43
7.25,5.85,7.25,5.00
5.70,5.63,5.75,5.15
5.59,5.16,5.59,5.11
5.12,5.22,5.40,5.12
5.27,5.30,5.38,5.18
5.27,5.24,5.30,5.14
5.95,5.29,5.95,5.19
5.23,5.09,5.23,5.02
5.01,5.26,5.26,5.01
5.44,5.51,5.70,5.26
5.45,5.64,5.70,5.42
5.59,5.71,5.80,5.52
5.65,5.59,5.70,5.38
5.54,5.52,5.54,5.43
5.15,5.66,5.69,5.15
5.49,5.50,5.50,5.45
5.64,5.57,5.64,5.45
5.53,5.46,5.57,5.27
5.22,5.42,5.50,5.19
5.34,5.12,5.44,5.10
5.16,5.24,5.41,5.04
5.17,5.21,5.31,5.06
5.13,5.26,5.27,5.05
5.25,5.07,5.32,5.07
5.07,5.08,5.26,5.01
5.17,4.64,5.22,4.64
4.66,5.24,5.24,4.66
5.05,5.10,5.24,4.95
5.18,5.08,5.19,4.95
5.16,5.14,5.17,4.96
5.08,5.43,5.43,5.01
5.39,5.37,5.42,5.17
5.33,5.28,5.33,5.09
5.37,5.30,5.37,5.11
5.09,5.37,5.38,5.09
5.11,5.39,5.39,5.11
5.27,5.22,5.36,5.10
5.36,5.31,5.40,5.20
5.30,5.30,5.34,5.14
5.25,5.25,5.25,5.25
5.30,5.30,5.31,5.14
5.30,5.40,5.40,5.27
5.46,5.50,5.50,5.23
5.50,5.50,5.50,5.45
5.45,5.50,5.55,5.45
5.32,5.46,5.54,5.31
5.52,5.48,5.52,5.23
5.43,5.56,5.59,5.43
5.68,5.53,5.69,5.18
5.32,5.33,5.48,5.22
5.28,5.47,5.58,5.28
5.59,5.73,5.74,5.56
5.60,6.17,6.17,5.60
5.99,6.10,6.17,5.61
6.12,6.23,6.31,5.72
6.13,6.10,6.42,6.00
6.13,6.09,6.20,6.08
6.10,6.13,6.15,6.01
6.04,6.24,6.27,6.03
6.16,6.26,6.37,6.15
6.20,6.35,6.39,6.20
6.40,6.35,6.40,6.28
6.47,6.25,6.47,6.16
6.11,6.28,6.33,6.11
6.25,6.22,6.37,6.22
6.20,6.32,6.32,6.20
6.20,6.26,6.44,6.20
6.25,6.33,6.35,6.20
6.27,6.33,6.33,6.10
6.25,6.19,6.25,5.81
5.98,6.12,6.17,5.98
6.05,6.06,6.20,6.05
6.24,6.15,6.25,6.11
6.14,6.24,6.25,6.14
6.21,6.18,6.28,5.92
6.21,6.18,6.21,6.01
6.11,6.02,6.17,6.00
6.22,6.06,6.22,6.01
5.96,5.99,6.10,5.78
5.93,5.97,5.99,5.75
5.90,5.87,5.95,5.81
5.85,5.89,5.98,5.74
5.81,5.76,5.88,5.73
5.74,5.71,5.80,5.71
5.66,5.80,5.80,5.66
5.74,5.83,5.89,5.74
5.78,5.79,5.84,5.70
5.79,5.56,5.79,5.46
5.92,5.54,5.92,5.51
5.64,5.58,5.70,5.50
5.66,5.61,5.70,5.48
5.46,5.66,5.68,5.46
5.61,5.45,5.66,5.36
5.51,5.46,5.55,5.38
5.50,5.39,5.50,5.39
5.43,5.47,5.49,5.43
5.50,5.48,5.51,5.41
5.50,5.48,5.50,5.36
5.38,5.39,5.47,5.35
5.43,5.40,5.43,5.31
5.31,5.37,5.39,5.16
5.20,5.32,5.32,5.20
5.21,5.20,5.32,5.19
5.15,5.01,5.32,5.01
5.00,5.00,5.05,4.98
4.96,5.01,5.07,4.96
5.00,5.06,5.14,5.00
5.12,5.15,5.15,5.12
5.15,5.09,5.20,5.09
5.12,5.12,5.15,5.12
5.08,5.10,5.22,5.06
5.07,5.10,5.10,5.07
5.08,5.09,5.09,5.05
5.13,5.06,5.13,5.05
5.02,5.02,5.02,5.02
5.00,4.97,5.10,4.92
4.94,5.07,5.08,4.92
5.01,4.97,5.01,4.84
4.92,4.78,4.92,4.67
4.68,4.77,4.86,4.65
4.81,4.65,4.81,4.65
4.68,4.65,4.68,4.64
4.72,4.55,4.77,4.55
4.11,3.98,4.77,3.90
4.14,3.98,4.14,3.90
3.94,4.13,4.13,3.94
4.18,4.13,4.21,4.13
4.16,4.15,4.20,4.15
4.21,3.79,4.21,3.67
3.77,3.74,3.78,3.68
3.75,3.59,3.75,3.58
3.59,3.59,3.59,3.59
3.25,3.49,3.55,3.25
3.48,3.33,3.48,3.28
3.25,3.38,3.40,3.25
3.37,3.22,3.37,3.20
3.31,3.30,3.73,3.25
3.46,3.53,3.69,3.38
3.72,3.66,3.72,3.55
3.62,3.58,3.64,3.33
3.56,3.72,3.76,3.50
3.55,3.65,3.67,3.52
3.62,3.76,3.76,3.51
3.65,3.51,3.74,3.36
3.70,3.60,3.70,3.50
3.68,3.52,3.68,3.50
3.43,3.19,3.61,3.12
3.22,3.38,3.44,3.22
3.25,3.36,3.39,3.25
