DGSE,DGSE Companies,NASDAQ
1.03,1.00,1.04,1.00
1.04,1.00,1.05,0.95
1.06,1.03,1.06,1.00
1.07,1.09,1.09,1.04
1.09,1.12,1.16,1.08
1.13,1.15,1.15,1.12
1.14,1.15,1.15,1.10
1.16,1.22,1.23,1.16
1.22,1.25,1.25,1.18
1.26,1.28,1.30,1.22
1.28,1.26,1.30,1.22
1.26,1.26,1.26,1.22
1.30,1.30,1.30,1.24
1.30,1.33,1.33,1.27
1.33,1.35,1.35,1.30
1.36,1.08,1.37,1.08
1.08,1.24,1.30,1.07
1.30,1.30,1.30,1.25
1.30,1.30,1.30,1.25
1.29,1.29,1.29,1.16
1.29,1.24,1.29,1.15
1.24,1.24,1.29,1.10
1.26,1.26,1.26,1.20
1.29,1.16,1.29,1.10
1.15,1.19,1.19,1.15
1.18,1.21,1.21,1.10
