PED,Pedevco Corp. Common Stock,NASDAQ
0.06,0.06,0.06,0.06
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.04,0.05,0.05,0.04
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.04,0.05,0.05,0.04
0.05,0.05,0.05,0.04
0.05,0.05,0.05,0.05
0.04,0.05,0.05,0.04
0.04,0.05,0.05,0.04
0.04,0.05,0.05,0.04
0.04,0.05,0.05,0.04
0.04,0.04,0.04,0.03
0.03,0.04,0.04,0.03
0.04,0.04,0.04,0.04
0.03,0.05,0.05,0.03
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.04,0.05,0.05,0.03
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.03,0.04,0.04,0.03
0.03,0.04,0.04,0.03
0.03,0.04,0.04,0.03
0.03,0.03,0.04,0.03
0.04,0.04,0.04,0.03
0.04,0.04,0.04,0.04
0.03,0.04,0.04,0.03
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.04,0.05,0.06,0.04
0.05,0.05,0.05,0.05
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.05,0.05,0.04
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.06,0.06,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.07,0.07,0.05
0.06,0.07,0.07,0.05
0.07,0.07,0.07,0.07
0.04,0.07,0.07,0.03
0.04,0.06,0.06,0.04
0.04,0.06,0.06,0.04
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.05,0.06,0.06,0.05
0.06,0.06,0.06,0.06
0.05,0.06,0.06,0.05
0.04,0.06,0.06,0.04
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.04,0.04,0.04,0.04
0.04,0.06,0.06,0.04
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.04,0.06,0.06,0.04
0.05,0.05,0.05,0.05
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.07,0.07,0.06
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.06,0.07,0.07,0.06
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.05,0.06,0.06,0.05
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.05
0.06,0.06,0.06,0.05
0.05,0.06,0.06,0.05
0.05,0.06,0.06,0.05
0.05,0.06,0.06,0.04
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.05
0.06,0.05,0.06,0.05
0.05,0.06,0.06,0.04
0.04,0.06,0.06,0.04
0.04,0.06,0.06,0.04
0.05,0.06,0.06,0.05
0.04,0.06,0.06,0.04
0.04,0.06,0.06,0.04
0.05,0.06,0.06,0.05
0.05,0.05,0.06,0.05
0.04,0.04,0.04,0.04
0.04,0.05,0.05,0.04
0.04,0.05,0.05,0.04
0.05,0.07,0.07,0.05
0.06,0.07,0.07,0.06
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.07,0.08,0.09,0.07
0.07,0.08,0.08,0.07
0.08,0.09,0.09,0.08
0.09,0.09,0.09,0.08
0.06,0.09,0.09,0.06
0.09,0.09,0.09,0.09
0.09,0.08,0.09,0.08
0.09,0.09,0.09,0.09
0.07,0.09,0.09,0.07
0.07,0.09,0.09,0.07
0.07,0.09,0.09,0.07
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.08,0.09,0.09,0.08
0.09,0.09,0.09,0.09
0.09,0.09,0.10,0.09
0.09,0.10,0.10,0.09
0.10,0.09,0.10,0.08
0.09,0.10,0.10,0.08
0.10,0.09,0.10,0.09
0.09,0.09,0.09,0.09
0.07,0.09,0.09,0.07
0.08,0.09,0.09,0.08
0.08,0.09,0.09,0.08
0.08,0.09,0.09,0.08
0.08,0.09,0.09,0.02
0.04,0.09,0.09,0.04
0.09,0.09,0.09,0.09
0.08,0.08,0.08,0.08
0.08,0.08,0.08,0.08
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.09,0.10,0.10,0.06
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.09,0.09,0.09,0.09
0.09,0.09,0.09,0.09
0.09,0.11,0.12,0.09
0.11,0.10,0.11,0.09
0.12,0.11,0.12,0.10
0.12,0.12,0.12,0.10
0.20,0.11,0.20,0.11
0.10,0.14,0.14,0.10
0.13,0.14,0.14,0.11
0.12,0.14,0.14,0.12
0.14,0.14,0.14,0.12
0.14,0.13,0.14,0.12
0.14,0.12,0.14,0.12
0.12,0.17,0.17,0.12
0.17,0.16,0.17,0.12
0.16,0.16,0.16,0.14
0.16,0.16,0.17,0.14
0.16,0.17,0.20,0.15
0.19,0.18,0.20,0.17
0.20,0.18,0.20,0.16
0.19,0.18,0.19,0.15
0.12,0.15,0.19,0.12
0.15,0.17,0.18,0.15
0.16,0.15,0.18,0.15
0.17,0.17,0.17,0.15
0.16,0.15,0.17,0.15
0.15,0.17,0.17,0.12
0.15,0.16,0.16,0.15
0.17,0.17,0.17,0.17
0.18,0.18,0.18,0.18
0.18,0.20,0.20,0.18
0.20,0.18,0.20,0.18
0.18,0.17,0.19,0.15
0.17,0.18,0.18,0.16
0.18,0.16,0.18,0.13
0.16,0.18,0.18,0.16
0.18,0.19,0.19,0.17
0.16,0.19,0.20,0.16
0.18,0.19,0.19,0.17
0.17,0.19,0.19,0.16
0.19,0.17,0.19,0.17
0.16,0.17,0.17,0.16
0.17,0.16,0.17,0.16
0.16,0.15,0.16,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.16,0.18,0.18,0.16
0.18,0.19,0.19,0.17
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.17
0.19,0.19,0.19,0.18
0.19,0.19,0.19,0.19
0.20,0.20,0.20,0.19
0.19,0.19,0.19,0.19
0.20,0.19,0.20,0.18
0.16,0.20,0.20,0.16
0.19,0.19,0.19,0.19
0.17,0.17,0.19,0.17
0.17,0.17,0.18,0.16
0.17,0.17,0.17,0.16
0.16,0.17,0.17,0.16
0.16,0.16,0.16,0.16
0.16,0.15,0.16,0.15
0.15,0.15,0.15,0.15
0.15,0.18,0.18,0.14
0.20,0.20,0.20,0.20
0.13,0.16,0.16,0.13
0.16,0.12,0.16,0.10
0.12,0.12,0.12,0.10
0.07,0.10,0.10,0.07
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.10,0.10,0.10,0.10
0.09,0.08,0.09,0.08
0.17,0.08,0.17,0.08
0.10,0.09,0.10,0.09
0.08,0.09,0.09,0.07
0.07,0.07,0.07,0.07
0.07,0.05,0.07,0.05
0.03,0.07,0.08,0.03
0.07,0.06,0.07,0.06
0.05,0.05,0.06,0.05
0.05,0.06,0.06,0.05
0.06,0.06,0.06,0.05
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.07,0.07,0.07,0.07
0.06,0.07,0.07,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.05,0.06,0.05
0.05,0.08,0.09,0.05
0.08,0.08,0.08,0.08
0.06,0.05,0.06,0.05
0.05,0.07,0.07,0.05
0.07,0.07,0.07,0.07
0.06,0.08,0.08,0.06
0.06,0.08,0.08,0.06
0.08,0.08,0.08,0.08
0.08,0.07,0.08,0.07
0.07,0.07,0.07,0.07
0.07,0.06,0.07,0.06
0.06,0.07,0.07,0.06
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.06,0.06,0.06,0.06
0.05,0.06,0.06,0.05
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.07,0.07,0.06
0.06,0.05,0.06,0.05
0.07,0.06,0.07,0.06
0.06,0.06,0.06,0.06
0.05,0.05,0.05,0.05
0.06,0.06,0.06,0.06
0.06,0.05,0.06,0.05
0.05,0.04,0.05,0.03
0.04,0.04,0.04,0.04
0.05,0.05,0.05,0.05
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.05,0.05,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.03,0.03,0.03,0.03
0.06,0.04,0.06,0.04
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.05
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.04,0.04,0.06,0.04
0.05,0.06,0.06,0.04
0.06,0.06,0.06,0.06
0.05,0.06,0.06,0.05
0.04,0.05,0.05,0.04
0.04,0.05,0.05,0.04
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.04,0.04,0.04,0.04
0.05,0.05,0.05,0.05
0.05,0.05,0.05,0.05
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.02
0.02,0.03,0.03,0.02
0.03,0.04,0.04,0.02
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.02,0.06,0.06,0.02
0.06,0.04,0.06,0.03
0.04,0.04,0.04,0.04
0.03,0.04,0.04,0.03
0.03,0.03,0.03,0.03
0.03,0.04,0.04,0.02
0.04,0.02,0.04,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.01,0.02,0.02,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.03,0.03,0.02
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.02,0.04,0.04,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.02,0.02,0.01
0.02,0.01,0.02,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.02,0.01,0.02,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.00
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.01,0.01,0.01,0.01
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.00,0.01,0.01,0.00
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.00
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.00
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.00,0.01,0.01,0.00
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.02
0.01,0.02,0.02,0.01
0.01,0.03,0.03,0.01
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.03,0.02,0.03,0.02
0.02,0.01,0.02,0.01
1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.40,3.00,3.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.05,2.05,2.05,2.05
2.05,2.09,2.09,2.05
2.00,2.00,2.00,2.00
2.00,2.00,2.01,2.00
2.00,2.05,2.05,2.00
2.00,2.02,2.02,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.99,1.99,1.99,1.99
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.60,2.00,2.00,1.60
1.60,1.60,1.60,1.60
1.97,2.00,2.00,1.97
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.60,2.00,2.03,1.60
2.00,2.00,2.00,2.00
2.00,2.00,2.00,1.90
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.80,2.00,2.00,1.80
2.00,2.03,2.03,2.00
2.07,2.26,2.26,2.07
2.26,2.26,2.26,2.26
2.05,2.00,2.05,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.30,2.00,2.30,2.00
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.30,2.30,2.30,2.30
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.10,2.10,2.00
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.00,2.00,2.00,2.00
2.00,2.10,2.10,2.00
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.00,2.00,2.00,2.00
3.50,3.50,3.50,3.50
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.10,2.00,2.10,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.10,2.10,2.00
2.10,3.00,3.00,2.10
2.10,2.00,2.10,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,1.99
1.75,2.05,2.05,1.70
1.99,2.16,2.50,1.99
2.16,2.16,2.16,2.16
1.80,2.00,2.00,1.80
2.49,1.80,2.49,1.77
1.80,1.80,1.80,1.80
1.85,2.48,2.48,1.10
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.80,2.00,2.00,1.80
2.00,2.00,2.00,2.00
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.90,1.90,1.90,1.90
1.90,1.80,1.90,1.60
1.80,1.80,1.80,1.80
1.80,1.79,1.80,1.79
1.65,1.65,1.65,1.65
1.79,2.00,2.00,1.79
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.95,1.95,1.95,1.95
1.90,1.95,1.95,1.90
2.25,2.20,2.35,2.20
2.20,2.19,2.20,2.19
2.15,2.15,2.15,2.10
2.10,2.10,2.10,2.10
2.10,2.11,2.25,2.05
2.05,2.10,2.10,2.05
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.80,1.80,1.80,1.80
1.81,1.83,1.83,1.81
1.85,1.85,1.85,1.85
1.80,1.80,1.80,1.80
1.85,1.85,1.85,1.85
1.80,1.80,1.88,1.80
1.75,1.75,1.75,1.75
1.70,1.70,1.70,1.70
1.25,1.67,1.69,1.01
1.61,1.75,1.80,1.61
1.61,1.70,1.70,1.61
1.70,1.45,1.70,1.40
1.53,1.50,1.55,1.40
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.40,1.50,1.40
1.40,1.40,1.40,1.40
1.25,1.40,1.40,1.25
1.40,1.40,1.40,1.39
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.38,1.40,1.40,1.38
1.49,1.48,1.49,1.48
1.49,1.49,1.50,1.49
1.49,1.49,1.49,1.49
1.49,1.49,1.49,1.49
1.48,1.48,1.48,1.48
1.50,1.49,1.50,1.40
1.48,1.45,1.48,1.45
4.35,4.35,4.35,4.35
4.35,4.35,4.35,4.35
5.40,5.40,5.40,5.40
5.40,5.40,5.40,5.40
2.80,4.50,4.50,2.80
2.10,2.10,2.10,2.10
2.25,5.00,5.30,2.25
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
2.50,2.50,2.50,2.50
3.75,3.75,3.75,3.75
3.85,3.90,3.90,3.85
3.90,3.90,3.90,3.90
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
1.25,4.19,4.19,1.25
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
