BRK.B,Berkshire Hathaway Inc. New Common Stock,NASDAQ
158.66,158.11,159.00,157.28
158.63,158.18,158.63,157.60
157.90,156.97,158.49,156.89
157.51,157.68,157.98,156.82
158.42,157.44,158.89,157.42
157.58,160.12,160.24,157.51
160.05,159.39,160.12,158.70
160.25,160.21,160.68,159.27
160.57,161.34,161.55,159.93
161.94,164.69,164.69,161.40
164.98,164.11,165.95,163.52
164.28,164.86,165.16,163.07
164.65,166.12,166.64,164.35
166.49,166.62,166.99,165.40
166.59,165.06,167.25,164.54
165.50,165.73,167.02,164.80
166.14,164.76,166.15,164.33
165.19,165.35,165.65,164.48
166.15,166.36,166.42,165.40
166.40,165.95,166.67,165.55
165.77,166.03,166.12,164.89
166.26,165.32,166.44,164.77
165.51,164.95,165.82,164.78
165.45,163.75,165.64,163.56
163.93,163.05,164.47,163.01
163.16,162.98,164.03,162.62
164.34,163.83,164.71,162.44
164.45,164.08,164.57,163.00
164.06,163.30,164.14,162.18
163.44,163.41,163.80,162.64
163.04,162.02,163.25,162.02
162.00,161.47,162.74,161.41
161.54,162.23,162.45,161.03
162.00,161.41,162.14,160.33
161.81,161.90,163.13,161.51
