LLIT,Lianluo Smart Limited - Common Stock,NASDAQ
2.60,2.22,2.60,2.18
2.24,2.27,2.39,2.23
2.39,2.32,2.39,2.27
2.35,2.48,2.55,2.34
2.48,2.68,2.93,2.48
2.79,2.99,3.15,2.70
2.72,2.79,2.79,2.71
2.88,2.57,2.88,2.37
2.49,2.51,2.54,2.40
2.55,2.37,2.55,2.26
2.40,2.50,2.50,2.39
2.50,2.50,2.50,2.50
2.51,2.51,2.53,2.31
2.48,2.60,2.60,2.48
2.66,2.50,2.90,2.50
2.55,2.71,3.10,2.53
2.92,2.67,2.94,2.58
2.67,2.84,2.84,2.67
2.84,2.40,2.98,2.20
2.30,2.53,2.84,2.28
2.33,2.60,2.60,2.33
2.59,2.59,2.59,2.59
2.36,2.35,2.36,2.35
2.42,2.42,2.42,2.42
2.47,2.40,2.47,2.30
2.65,2.56,2.70,2.50
2.62,2.43,2.64,2.40
2.38,2.50,2.50,2.38
2.39,2.51,2.55,2.38
2.53,2.94,3.00,2.53
2.93,2.90,2.93,2.70
2.65,3.03,3.03,2.65
3.14,2.85,3.14,2.70
2.89,2.72,2.90,2.64
2.63,2.65,2.68,2.63
2.64,2.60,2.69,2.58
2.60,2.60,2.60,2.60
2.62,2.46,2.62,2.41
2.45,2.40,2.45,2.40
2.46,2.52,2.72,2.46
2.71,2.77,2.77,2.40
2.63,2.82,2.82,2.35
2.77,2.76,2.77,2.76
2.41,2.25,2.44,2.22
2.13,2.12,2.25,2.10
2.15,2.76,2.76,1.95
2.95,2.86,3.30,2.65
3.18,2.59,3.27,2.59
2.45,2.65,2.65,2.44
2.81,2.75,2.82,2.39
2.57,2.32,2.59,2.27
2.40,2.40,2.55,2.40
2.55,2.58,2.72,2.52
2.60,2.36,2.60,2.20
2.36,2.28,2.36,2.20
2.28,2.20,2.28,2.20
2.20,2.16,2.20,2.09
2.24,2.33,2.67,2.24
2.45,2.61,2.61,2.45
2.50,2.90,2.97,2.50
2.85,2.64,2.86,2.64
2.60,2.55,2.87,2.54
2.55,2.57,2.64,2.37
2.74,2.60,2.74,2.60
2.62,2.62,2.62,2.62
2.62,2.62,2.62,2.62
2.32,2.30,2.45,2.29
2.25,2.17,2.32,2.17
2.22,2.30,2.30,2.21
2.30,2.30,2.30,2.22
2.16,2.43,2.72,2.16
2.57,2.25,2.57,2.20
2.26,2.29,2.33,2.25
2.33,2.27,2.33,2.27
2.25,2.25,2.25,2.13
2.25,2.25,2.25,2.25
2.15,2.16,2.16,2.15
2.35,2.17,2.35,2.17
2.12,2.21,2.21,2.10
2.12,2.12,2.12,2.10
2.04,2.03,2.10,2.03
2.01,1.99,2.08,1.95
1.78,1.82,2.00,1.50
1.84,1.74,1.88,1.74
1.81,1.72,1.81,1.66
1.75,1.66,1.75,1.60
1.73,1.70,1.84,1.66
1.79,1.74,1.79,1.60
1.70,1.70,1.74,1.70
1.78,1.73,1.78,1.73
1.73,1.73,1.73,1.73
1.74,1.77,1.77,1.73
1.75,1.88,1.88,1.75
1.85,1.85,1.85,1.85
1.86,1.79,1.88,1.71
1.76,1.76,1.76,1.76
1.76,1.76,1.76,1.76
1.75,1.64,1.75,1.64
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.68,1.73,1.73,1.67
1.80,1.83,1.85,1.80
1.83,1.83,1.83,1.83
1.71,1.81,1.81,1.62
1.74,1.75,1.75,1.65
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.62,1.81,1.82,1.60
1.86,1.86,1.86,1.81
1.85,1.85,1.85,1.80
1.84,1.75,1.84,1.62
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.68,1.69,1.69,1.68
1.66,1.63,1.66,1.63
1.67,1.67,1.71,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.72,1.69,1.72,1.67
1.70,1.70,1.70,1.70
1.67,1.68,1.96,1.67
1.67,1.92,1.99,1.67
1.91,1.67,1.91,1.67
1.69,1.67,1.69,1.67
1.63,1.65,1.67,1.55
1.66,1.66,1.70,1.66
1.65,1.66,1.66,1.63
1.65,1.68,1.68,1.65
1.68,1.65,1.68,1.62
1.60,1.65,1.65,1.55
1.65,1.65,1.65,1.65
1.56,1.65,1.65,1.55
1.60,1.55,1.60,1.49
1.54,1.49,1.54,1.43
1.49,1.46,1.70,1.45
1.50,1.50,1.50,1.50
1.56,1.75,1.75,1.56
1.80,1.75,1.80,1.72
1.74,1.76,1.76,1.50
1.72,1.64,1.72,1.62
1.69,1.50,1.69,1.41
1.50,1.50,1.50,1.50
1.45,1.45,1.51,1.45
1.45,1.42,1.45,1.40
1.44,1.40,1.45,1.40
1.40,1.45,1.45,1.40
1.40,1.45,1.45,1.36
1.45,1.40,1.45,1.26
1.26,1.32,1.44,1.26
1.30,1.35,1.39,1.29
1.39,1.46,1.48,1.39
1.50,1.60,1.64,1.50
1.61,1.67,1.72,1.61
1.65,1.54,1.75,1.51
1.53,1.53,1.53,1.53
1.70,1.65,1.70,1.65
1.65,1.65,1.65,1.65
1.65,1.65,1.70,1.65
1.61,1.60,1.69,1.60
1.60,1.55,1.60,1.55
1.64,1.60,1.65,1.60
1.60,1.60,1.60,1.60
1.60,1.55,1.60,1.55
1.55,1.55,1.55,1.55
1.65,1.67,1.67,1.65
1.70,1.82,1.82,1.70
1.81,1.82,1.82,1.81
1.93,1.75,1.93,1.70
1.76,1.78,1.78,1.74
1.75,1.92,1.95,1.70
1.95,1.85,2.16,1.79
1.85,1.85,1.85,1.85
1.90,2.22,2.22,1.90
2.20,1.97,2.28,1.97
1.97,1.95,2.15,1.86
2.07,2.04,2.15,2.04
2.15,2.00,2.17,2.00
1.99,2.12,2.24,1.99
2.19,2.05,2.20,2.05
2.11,2.32,2.42,2.10
2.43,2.69,2.72,2.15
2.65,2.75,2.91,2.65
2.70,2.58,2.75,2.58
2.55,2.70,2.83,2.55
2.70,2.61,2.83,2.55
2.78,2.70,2.82,2.67
2.85,2.65,2.85,2.55
2.66,2.37,2.66,2.21
2.56,2.46,2.75,2.40
2.54,2.46,2.54,2.46
2.61,2.94,3.16,2.56
3.16,3.27,3.30,3.05
3.35,3.16,3.35,3.15
3.10,3.12,3.23,3.01
3.09,3.13,3.13,3.09
3.15,3.28,3.30,3.15
3.28,3.28,3.38,3.28
3.23,3.10,3.24,2.85
3.10,2.99,3.10,2.99
2.98,2.84,2.99,2.84
2.83,2.80,2.84,2.65
2.77,2.52,2.77,2.52
2.50,2.45,2.50,2.36
2.39,2.25,2.45,2.25
2.30,2.34,2.34,2.25
2.25,2.34,2.34,2.25
2.34,2.40,2.40,2.34
2.40,2.40,2.40,2.40
2.33,2.30,2.45,2.30
2.35,2.48,2.48,2.35
2.44,2.32,2.44,2.22
2.20,2.35,2.35,2.20
2.33,2.33,2.33,2.33
2.34,2.40,2.40,2.33
2.23,2.23,2.23,2.23
2.24,2.26,2.45,2.23
2.27,2.31,2.34,2.24
2.44,2.31,2.44,2.31
2.22,2.20,2.23,2.20
2.28,2.23,2.41,2.20
2.31,3.06,3.95,2.31
2.93,2.62,2.97,2.62
2.66,2.82,2.92,2.51
2.74,2.69,2.82,2.65
2.77,2.78,2.94,2.74
2.92,2.75,2.94,2.73
2.76,2.71,2.85,2.71
2.75,2.68,2.75,2.50
2.58,2.53,2.58,2.43
2.23,2.67,2.67,2.23
2.43,2.44,2.67,2.43
2.49,2.50,2.51,2.20
2.42,2.50,2.50,2.26
2.55,2.43,2.55,2.20
2.20,2.28,2.31,2.11
2.29,2.21,2.29,2.21
2.21,2.11,2.21,2.10
2.09,1.96,2.09,1.96
1.83,1.80,1.83,1.80
1.79,1.85,1.89,1.59
1.79,1.66,1.79,1.59
1.68,1.76,1.79,1.68
1.76,1.75,1.79,1.75
1.98,1.98,2.12,1.77
2.00,2.11,2.19,2.00
2.11,2.12,2.12,2.01
2.26,2.26,2.26,2.26
2.12,1.89,2.12,1.89
2.09,2.07,2.09,2.05
2.07,1.88,2.07,1.88
1.76,1.74,1.80,1.73
1.74,1.72,1.88,1.69
1.69,1.87,1.89,1.69
1.87,1.87,1.87,1.87
1.87,1.87,1.87,1.87
1.70,1.73,1.75,1.70
1.80,1.85,1.85,1.71
1.90,2.00,2.04,1.90
1.90,2.08,2.08,1.90
2.10,1.90,2.10,1.90
2.02,2.04,2.04,2.02
2.02,1.87,2.02,1.86
1.98,1.89,1.98,1.85
1.81,1.85,1.85,1.80
1.89,1.83,1.97,1.81
1.86,1.80,1.86,1.80
1.80,1.80,1.81,1.72
1.79,1.77,1.86,1.77
1.77,1.66,1.77,1.62
1.66,1.66,1.66,1.66
1.63,1.63,1.63,1.63
1.74,1.73,1.77,1.73
1.73,1.65,1.73,1.65
1.71,1.73,1.73,1.58
1.72,1.65,1.74,1.62
1.65,1.65,1.65,1.65
1.74,1.63,1.74,1.63
1.65,1.65,1.65,1.63
1.74,1.75,1.89,1.63
1.75,1.75,1.75,1.75
1.73,1.61,1.76,1.60
1.70,1.58,1.71,1.58
1.58,1.58,1.58,1.58
1.66,1.55,1.69,1.55
1.55,1.79,1.79,1.55
1.79,1.79,1.79,1.79
1.68,1.79,1.79,1.53
1.67,1.56,1.67,1.56
1.64,1.65,1.68,1.64
1.58,1.74,1.74,1.58
1.56,1.56,1.56,1.56
1.64,1.62,1.64,1.62
1.59,1.56,1.59,1.56
1.93,1.88,1.93,1.64
1.89,1.86,1.89,1.61
1.68,1.67,1.85,1.67
1.83,1.85,1.85,1.80
1.81,1.80,1.81,1.80
1.90,1.85,1.90,1.84
1.85,1.68,1.85,1.66
1.63,1.63,1.63,1.63
1.69,1.59,1.69,1.56
1.55,1.72,1.75,1.55
1.59,1.58,1.59,1.57
1.58,1.55,1.61,1.55
1.60,1.60,1.60,1.60
1.56,1.73,1.73,1.56
1.73,1.73,1.73,1.73
1.77,1.77,1.77,1.77
1.77,1.77,1.77,1.77
1.77,1.77,1.77,1.77
1.77,1.77,1.77,1.77
1.57,1.65,1.65,1.57
1.70,1.56,1.70,1.56
1.53,1.71,1.71,1.53
1.58,1.60,1.60,1.58
1.70,1.73,1.73,1.70
1.69,1.60,1.69,1.60
1.62,1.81,2.76,1.60
1.86,1.88,2.10,1.86
1.93,1.91,2.07,1.75
1.83,1.79,1.87,1.72
1.85,1.83,2.00,1.59
1.64,1.76,1.83,1.63
1.72,1.80,1.80,1.72
1.73,1.54,1.75,1.47
1.79,2.45,2.99,1.75
2.50,1.93,2.60,1.82
1.93,1.91,2.06,1.82
1.94,1.85,1.94,1.80
1.86,1.68,1.90,1.68
1.73,1.94,2.40,1.61
1.94,1.90,2.07,1.75
1.87,1.86,1.90,1.84
1.92,1.81,1.92,1.78
1.93,1.90,1.93,1.83
1.93,1.96,2.15,1.91
1.92,2.00,2.09,1.92
2.03,1.95,2.03,1.92
1.95,2.06,2.10,1.95
2.12,2.11,2.33,2.09
2.16,2.34,2.50,2.16
2.30,2.07,2.47,2.03
2.23,2.18,2.29,2.12
2.21,2.30,2.43,2.15
2.37,2.26,2.37,2.26
2.40,2.26,2.40,2.25
2.25,1.80,2.30,1.80
1.84,1.64,1.85,1.60
1.68,1.57,1.78,1.54
1.62,1.65,1.75,1.62
1.75,1.66,1.75,1.56
1.73,1.70,1.75,1.60
1.65,1.70,1.75,1.65
1.71,1.72,1.84,1.71
1.72,1.73,1.80,1.72
1.75,1.78,1.80,1.74
1.76,1.69,1.76,1.68
1.69,1.69,1.72,1.69
1.69,1.71,1.76,1.69
1.71,1.85,1.92,1.71
1.72,1.72,1.84,1.72
1.76,1.73,1.78,1.73
1.72,1.76,1.78,1.72
1.86,1.83,1.86,1.79
1.90,1.85,1.90,1.80
1.76,1.85,1.89,1.76
1.82,1.82,1.89,1.79
1.80,1.80,1.80,1.80
1.80,1.80,1.82,1.80
1.80,1.76,1.80,1.76
1.81,1.77,1.81,1.75
1.80,1.80,1.80,1.80
1.81,1.82,1.82,1.80
1.83,1.82,1.90,1.82
1.87,1.81,1.92,1.81
1.84,1.83,1.88,1.80
1.82,1.87,1.89,1.81
1.81,1.86,1.88,1.81
1.88,1.83,1.89,1.83
1.88,1.79,2.19,1.78
1.80,1.85,1.88,1.80
1.78,1.80,1.85,1.78
1.83,1.78,1.83,1.78
1.78,1.78,1.79,1.70
1.77,1.72,1.79,1.72
1.77,1.75,1.77,1.72
1.77,1.75,1.83,1.75
1.77,1.75,1.77,1.75
1.75,1.80,1.80,1.75
1.83,1.81,1.83,1.81
1.81,1.80,1.81,1.80
1.80,1.92,1.94,1.80
1.90,1.93,1.93,1.89
1.91,1.95,1.95,1.88
1.89,1.91,1.94,1.80
1.89,1.91,1.91,1.89
1.94,1.91,1.96,1.84
2.06,2.02,2.07,1.94
2.00,1.98,2.00,1.91
1.89,1.89,2.00,1.89
1.94,1.94,1.95,1.85
1.95,1.90,1.95,1.90
1.92,1.90,1.92,1.90
1.90,1.90,1.94,1.84
1.93,1.90,1.99,1.90
1.90,1.90,1.96,1.90
1.92,1.91,1.92,1.91
1.91,1.90,1.93,1.90
1.86,1.85,1.90,1.85
1.87,1.87,1.92,1.87
1.86,1.86,1.92,1.86
1.89,1.93,1.93,1.89
1.90,1.90,1.95,1.90
1.95,1.96,1.99,1.93
1.90,1.95,1.96,1.90
1.99,1.98,1.99,1.90
1.95,1.87,1.97,1.87
1.98,1.87,1.98,1.87
1.96,1.86,1.96,1.86
1.94,1.85,1.95,1.85
1.87,1.87,1.92,1.85
1.92,1.96,1.99,1.85
1.96,1.96,1.96,1.90
1.97,1.90,1.97,1.90
1.87,1.90,1.94,1.87
1.90,1.87,1.90,1.85
1.89,1.86,1.90,1.85
1.88,1.87,1.98,1.85
1.90,1.88,1.90,1.88
1.86,1.86,1.87,1.86
1.85,1.85,1.85,1.85
1.86,1.85,1.86,1.85
1.88,1.86,1.90,1.85
1.86,1.90,1.92,1.86
1.93,1.90,1.93,1.90
1.91,1.99,1.99,1.91
1.99,1.89,1.99,1.89
1.89,1.98,1.99,1.89
1.94,1.94,1.97,1.89
1.90,1.93,1.98,1.90
1.97,1.99,1.99,1.95
1.99,1.95,1.99,1.90
1.99,1.96,1.99,1.94
1.92,1.86,1.96,1.85
1.86,1.92,1.93,1.86
1.94,1.86,1.94,1.85
1.85,1.86,1.93,1.85
1.86,1.86,1.86,1.86
1.85,1.85,1.86,1.85
1.85,1.90,1.90,1.85
1.87,1.86,1.87,1.86
1.90,1.90,1.90,1.90
1.94,1.97,1.98,1.90
1.97,1.97,1.97,1.97
1.97,1.93,1.97,1.93
1.90,1.90,1.93,1.90
1.91,1.91,1.91,1.91
1.92,1.90,1.97,1.90
1.95,1.95,1.95,1.95
1.90,1.95,1.95,1.88
1.92,1.98,1.98,1.92
1.95,1.93,1.96,1.91
1.91,1.91,1.93,1.91
1.92,1.87,1.92,1.87
1.87,1.87,1.87,1.87
1.85,1.85,1.85,1.85
1.85,1.91,1.91,1.85
1.90,1.90,1.94,1.90
1.91,1.90,1.91,1.90
1.95,1.90,1.95,1.90
1.95,1.94,1.95,1.90
1.90,1.90,1.96,1.90
1.94,1.90,1.94,1.90
1.96,1.90,1.96,1.90
1.95,1.90,1.95,1.90
1.90,1.90,1.90,1.86
1.88,1.91,1.95,1.88
1.94,1.90,1.94,1.86
1.87,1.85,1.87,1.85
1.91,1.90,1.93,1.89
1.90,1.93,1.93,1.90
1.90,1.90,1.90,1.86
1.90,1.90,1.93,1.86
1.90,1.89,1.92,1.86
1.90,1.91,1.91,1.90
1.91,1.91,1.91,1.90
1.90,1.91,1.92,1.90
1.90,1.92,1.92,1.85
1.92,1.90,1.95,1.88
1.90,1.91,1.92,1.90
1.91,1.90,1.92,1.88
1.90,1.90,1.91,1.90
1.90,1.92,1.92,1.90
1.94,1.91,1.95,1.90
1.90,1.94,1.94,1.90
1.91,1.95,1.96,1.91
1.92,1.98,1.99,1.89
2.00,1.97,2.15,1.95
1.99,2.09,2.13,1.99
2.11,1.98,2.11,1.97
1.96,1.96,2.07,1.96
1.97,1.97,2.04,1.95
2.00,2.02,2.06,1.99
2.00,2.00,2.04,2.00
2.00,2.00,2.04,2.00
2.02,2.05,2.06,1.96
2.05,2.18,2.23,2.05
2.21,2.24,2.45,2.19
2.29,2.21,2.29,2.17
2.21,2.12,2.21,2.09
