DO,Diamond Offshore Drilling,NASDAQ
19.03,18.77,19.16,18.70
18.87,19.37,19.48,18.82
19.52,21.08,21.09,19.45
21.97,20.85,22.65,20.63
21.30,20.38,21.30,20.05
20.10,19.40,20.52,19.32
19.34,19.35,19.67,18.78
19.43,19.18,19.52,19.12
19.14,19.22,19.55,18.84
19.47,19.33,19.99,19.25
19.58,19.19,19.71,19.02
19.06,18.66,19.22,18.55
18.56,18.45,18.76,18.37
18.56,18.53,18.85,18.46
18.55,17.85,18.70,17.75
17.80,17.88,17.98,17.73
17.92,17.70,18.14,17.65
18.07,18.15,18.75,17.86
18.28,18.45,18.65,18.02
18.66,18.99,19.10,18.47
19.07,19.19,19.30,18.66
19.13,19.18,19.32,18.69
19.30,18.89,19.45,18.77
19.04,19.47,19.69,18.94
19.73,19.49,19.95,19.32
19.36,18.66,19.53,18.60
