DO,Diamond Offshore Drilling,NASDAQ
75.87,75.91,77.11,75.53
74.95,72.37,74.95,72.19
72.36,74.11,74.59,71.59
73.54,74.36,74.50,72.32
71.93,74.20,75.00,71.41
73.80,71.00,74.60,70.97
72.74,74.39,74.62,72.51
75.90,75.81,76.74,75.10
77.34,78.29,78.46,76.84
78.10,78.14,79.10,77.82
77.84,77.50,78.17,76.45
78.03,78.33,78.58,76.46
78.25,78.56,79.45,77.62
77.57,77.70,79.06,77.07
77.60,78.61,78.99,77.50
79.05,78.69,79.37,77.71
79.17,77.70,80.20,77.61
78.27,78.03,78.63,77.61
78.61,79.47,80.58,78.49
78.89,80.14,80.37,78.72
80.60,78.92,81.19,78.84
79.10,78.59,79.45,77.94
79.10,78.49,80.21,78.09
78.66,78.75,79.99,78.43
77.91,76.08,77.91,75.55
76.58,75.96,77.24,75.23
75.29,75.69,76.02,74.91
75.58,74.99,76.00,74.13
73.83,74.80,75.16,73.07
74.79,75.31,76.07,74.59
76.49,76.40,76.79,75.01
77.19,78.00,78.63,76.42
78.30,77.56,78.58,76.78
78.16,77.82,78.17,77.13
78.18,76.28,78.35,76.00
75.65,75.46,77.10,75.02
75.34,75.87,76.29,75.05
75.82,73.75,75.87,73.19
73.72,71.12,73.75,70.73
71.12,70.72,71.46,69.51
69.79,69.88,72.58,69.12
70.87,69.77,71.89,69.00
70.43,71.34,71.53,70.28
71.28,71.64,72.02,70.80
71.29,69.96,71.29,69.34
69.57,70.32,70.99,68.64
70.49,70.74,71.61,69.83
70.33,70.32,71.49,70.04
70.39,70.65,71.98,69.84
70.87,72.75,73.09,70.87
73.15,72.06,73.35,71.30
72.16,71.85,72.59,70.87
70.63,70.98,71.08,70.08
70.96,72.17,72.69,70.85
71.79,73.21,73.40,71.63
73.01,72.90,73.39,71.98
73.30,72.85,73.44,72.39
73.74,73.67,74.07,72.73
73.27,71.93,74.00,71.77
72.08,71.88,73.07,71.25
70.99,71.62,72.64,70.85
71.53,69.24,71.98,69.16
69.73,68.88,70.05,68.88
68.91,68.47,69.26,68.06
68.95,69.18,69.32,68.35
68.50,68.22,69.04,68.22
68.33,67.33,68.76,66.38
68.25,67.84,68.83,67.80
67.11,66.65,67.99,66.22
66.78,66.94,67.66,65.63
67.43,67.34,67.63,66.68
66.97,66.73,67.57,66.25
67.56,68.02,68.40,67.41
68.92,68.70,69.99,68.62
67.60,68.05,68.35,66.29
68.80,67.71,69.49,67.59
67.39,67.49,67.92,66.87
67.94,68.10,69.34,67.66
68.40,69.41,70.00,68.00
69.52,70.41,71.31,69.43
70.17,70.34,70.77,69.55
70.51,71.52,72.15,70.45
71.38,70.63,71.49,70.16
71.38,70.88,71.54,70.10
69.92,70.71,70.86,69.85
69.70,68.94,69.93,68.78
68.51,68.95,69.54,68.39
69.25,69.47,70.72,69.16
69.92,68.07,70.22,67.90
68.75,70.46,70.46,68.75
70.12,70.17,70.72,69.55
70.77,72.31,72.35,70.64
72.72,72.73,73.15,71.52
72.63,70.21,72.63,68.93
70.21,70.79,71.11,70.18
70.03,70.00,70.79,69.82
70.04,69.80,70.48,69.19
69.56,69.22,69.94,68.52
68.46,67.82,69.22,67.75
66.81,67.83,68.45,66.70
68.95,67.27,69.17,66.81
66.71,65.63,67.35,65.61
65.63,65.61,65.77,64.28
64.52,60.62,64.53,60.46
61.34,62.24,62.73,58.57
60.01,56.68,61.00,56.68
57.54,60.42,60.55,56.40
59.28,58.64,60.92,58.50
59.09,61.46,62.31,58.23
61.97,61.81,62.66,61.03
62.53,63.00,63.99,62.47
61.98,62.31,62.86,61.62
62.85,62.30,63.41,61.94
60.00,58.81,60.47,58.20
57.97,58.53,60.24,57.70
60.27,58.46,60.32,57.92
58.97,60.17,60.23,58.25
60.09,59.93,60.46,58.90
60.43,59.78,60.70,58.68
59.38,61.49,61.68,58.90
62.26,64.24,64.33,61.92
62.90,64.07,64.59,62.54
64.67,63.73,65.42,63.48
63.92,63.32,64.63,63.13
62.22,61.57,62.27,61.11
59.67,61.27,61.32,59.22
62.32,63.59,63.65,61.80
63.11,63.45,64.75,62.82
62.43,61.66,63.04,60.84
60.44,61.89,62.01,60.04
62.29,62.32,62.75,61.12
62.75,63.11,63.75,61.59
63.92,63.85,64.48,63.26
64.21,63.31,64.48,62.79
61.86,62.93,63.41,61.12
63.29,62.14,63.91,62.03
61.93,60.22,62.58,60.12
58.10,57.38,58.38,56.42
56.89,57.66,59.16,56.56
58.14,59.48,59.63,56.57
59.98,58.65,60.77,58.20
58.67,56.14,59.60,56.02
57.38,56.80,57.38,55.63
55.74,54.74,56.59,54.70
54.31,52.90,55.01,52.90
51.89,53.97,54.07,51.16
54.28,55.40,55.68,53.31
55.07,56.60,56.97,54.56
57.04,55.92,57.08,55.21
57.20,58.25,58.65,57.20
57.76,58.37,58.92,57.56
58.74,58.53,59.97,58.48
58.13,58.51,58.72,57.34
59.55,60.15,60.41,58.93
59.87,58.46,60.23,58.30
58.36,60.61,60.92,57.71
60.67,59.75,61.62,59.54
62.28,61.72,62.28,59.02
62.42,62.82,64.56,61.82
62.97,64.57,64.93,62.89
64.63,64.15,64.88,63.20
65.29,65.14,65.48,63.68
67.44,69.25,70.16,67.12
68.18,68.51,68.68,66.89
67.37,65.54,67.63,65.47
63.45,63.42,64.68,62.86
65.30,64.36,65.87,63.31
64.53,65.76,65.88,63.28
65.34,65.59,66.30,64.43
66.46,65.22,66.73,64.14
65.65,66.51,66.74,65.07
64.95,64.05,65.14,63.63
64.95,64.70,65.43,63.37
65.60,65.39,66.16,65.00
64.92,64.45,65.32,63.78
64.22,64.61,64.92,63.77
63.22,64.10,65.66,63.22
63.92,62.74,64.40,62.11
63.18,62.79,63.44,62.08
61.64,61.05,61.76,60.75
60.78,60.48,61.60,59.91
59.60,58.56,60.04,58.50
58.34,58.05,59.07,58.00
60.17,59.07,60.67,58.71
58.41,58.49,59.69,58.30
60.27,60.15,60.72,59.75
60.14,60.33,60.62,59.94
60.97,60.17,61.25,60.03
61.16,61.16,61.75,60.64
61.29,61.28,61.75,60.93
60.97,60.41,61.01,59.93
59.47,57.97,60.12,57.80
57.82,59.03,59.24,57.80
58.15,57.48,58.26,56.93
57.75,56.97,58.53,56.56
56.40,55.65,56.92,55.41
56.32,54.63,56.59,54.54
54.83,54.29,55.35,53.71
54.33,53.12,54.49,52.98
54.20,55.75,55.92,54.14
55.75,56.03,56.11,54.91
56.21,56.32,56.46,55.64
56.38,56.67,56.99,56.06
56.45,56.24,56.90,55.91
56.19,55.53,56.47,55.23
55.53,56.00,56.34,55.48
55.94,55.26,56.18,55.25
56.85,56.78,57.32,56.33
56.51,56.08,57.04,56.02
55.56,55.61,55.86,54.86
55.78,56.28,56.43,55.11
56.22,56.05,56.72,55.51
56.93,56.81,57.04,56.41
56.56,57.28,57.32,56.30
57.32,58.38,58.92,56.83
57.76,59.87,60.29,57.33
60.22,60.51,61.15,59.61
60.58,61.57,61.73,60.28
61.88,62.05,62.31,61.79
61.89,61.42,62.16,61.00
61.71,61.62,61.95,61.07
61.01,61.31,61.58,60.39
61.29,62.34,62.51,60.63
62.69,62.58,64.07,62.45
62.52,62.76,63.17,62.48
61.95,61.80,62.02,60.80
62.31,62.30,62.78,61.80
62.81,63.07,63.66,62.57
62.90,63.28,64.00,62.21
63.55,63.13,63.94,63.00
62.73,63.35,63.58,62.17
63.30,62.87,63.33,62.32
63.01,63.21,63.36,62.38
62.64,62.59,62.81,61.72
61.76,62.76,62.95,61.63
63.21,62.36,63.49,62.12
62.43,62.95,62.95,62.13
63.00,62.31,63.08,61.63
62.31,63.99,64.13,62.06
64.68,64.78,64.97,64.24
64.86,65.95,66.66,64.85
66.05,66.90,67.11,65.44
66.89,67.21,67.21,66.18
67.47,67.19,67.97,67.11
66.79,67.44,67.62,66.27
68.17,68.58,69.97,67.56
68.87,68.47,69.38,68.00
68.79,68.49,68.79,67.96
68.19,68.86,69.21,67.87
68.79,69.07,69.20,68.16
67.55,67.94,68.07,67.34
68.32,68.37,68.74,67.98
68.90,69.90,70.40,68.77
69.95,70.19,70.60,69.69
70.01,69.16,70.40,68.73
69.37,69.87,69.95,68.83
69.80,68.99,69.96,68.67
69.13,69.54,70.08,68.52
70.14,72.43,72.80,70.14
72.52,71.96,72.77,71.48
71.49,70.93,71.63,70.49
70.66,70.52,70.86,69.50
69.22,68.50,69.65,68.04
68.83,69.03,69.83,68.62
69.67,69.21,70.01,68.78
69.22,67.59,69.50,67.50
67.31,66.63,67.95,66.27
66.34,66.29,66.87,65.61
66.91,66.75,67.36,66.00
66.77,67.75,68.52,66.44
67.88,66.87,68.19,66.42
66.06,65.95,66.34,65.61
65.84,65.81,66.95,65.53
64.82,65.28,65.93,64.55
65.20,63.73,65.51,63.70
65.05,64.51,65.45,64.35
64.69,66.02,66.32,64.60
65.47,65.26,65.88,64.57
65.51,64.71,65.67,64.54
65.30,65.85,66.25,65.07
65.68,66.15,67.12,65.45
67.52,68.52,69.02,66.85
69.26,68.57,70.30,68.34
67.70,68.39,68.80,67.19
68.42,67.91,68.70,67.82
68.28,68.62,68.81,68.01
68.57,69.39,69.97,68.13
68.75,68.00,69.08,67.66
67.84,68.55,68.58,67.26
68.65,68.40,69.19,67.83
68.06,67.37,68.13,66.73
67.44,67.00,67.45,66.59
66.04,64.90,66.57,64.77
64.78,65.06,65.57,63.84
64.58,64.57,64.67,62.83
63.44,64.38,64.76,62.79
64.83,63.43,64.94,63.20
63.05,62.74,63.95,62.67
62.15,61.67,62.18,61.41
61.51,60.53,61.99,60.32
60.72,59.75,61.67,59.69
59.82,60.01,60.70,59.50
60.25,59.15,60.84,58.94
59.33,60.35,60.52,59.17
61.06,59.74,61.19,59.37
59.33,60.39,60.51,58.74
60.59,60.07,60.68,59.42
60.03,60.56,61.02,60.03
60.91,61.35,61.75,60.74
60.59,59.47,60.59,59.22
59.54,58.18,59.54,57.57
57.04,57.74,58.98,56.89
57.72,57.34,57.93,56.27
57.37,58.27,58.71,57.13
58.87,59.70,59.70,58.48
60.37,59.95,61.24,59.50
59.28,60.10,60.20,58.91
60.59,59.54,60.98,59.46
59.90,59.93,60.17,58.72
59.38,58.54,59.91,58.31
58.77,59.31,59.79,58.48
59.48,60.58,60.61,59.26
60.02,59.77,60.02,59.31
60.35,60.61,60.74,59.69
60.74,60.52,61.13,59.93
60.56,57.61,60.67,57.43
57.91,57.75,58.03,57.03
57.06,56.18,57.62,55.88
56.33,56.61,56.90,55.83
56.78,58.90,59.14,56.78
58.33,57.74,58.45,56.83
59.21,59.13,59.68,58.66
59.28,59.32,59.58,58.64
59.83,60.76,60.76,59.57
60.56,59.40,60.56,59.31
58.62,58.89,59.13,58.11
58.46,59.44,59.53,58.27
59.62,58.85,59.88,58.37
59.07,61.17,61.53,58.87
60.46,61.25,61.70,59.88
61.49,63.35,63.49,61.39
63.01,63.49,63.79,62.72
63.85,63.24,64.02,61.80
63.19,63.87,64.33,63.03
65.00,65.71,66.83,65.00
65.74,66.05,66.27,65.50
64.88,64.80,65.41,64.22
64.84,63.99,65.44,63.45
64.27,64.44,64.81,63.85
65.41,65.90,66.25,65.13
66.37,67.19,67.68,65.92
66.25,66.76,67.02,65.93
66.52,65.42,66.60,65.12
65.75,66.29,66.50,65.19
65.27,65.52,66.19,65.10
66.72,66.68,67.41,66.48
66.88,67.12,67.66,66.60
67.23,67.83,68.19,67.06
67.35,67.58,68.03,66.83
67.39,68.43,68.64,67.21
67.91,68.15,68.57,67.66
68.10,68.07,68.19,67.63
68.31,67.63,68.48,67.40
67.63,67.41,68.03,67.20
67.70,67.81,68.00,67.17
68.24,68.52,68.70,68.10
68.63,68.62,68.82,68.35
67.94,67.56,68.54,67.44
67.22,67.39,67.54,66.82
67.48,66.48,67.79,66.43
66.41,66.69,66.86,65.86
66.96,66.62,67.45,66.54
66.53,66.30,66.64,66.18
66.78,66.62,66.96,66.00
66.25,66.22,66.47,65.70
66.60,67.02,67.30,66.49
66.82,66.44,66.96,65.97
66.24,66.36,66.84,66.09
66.90,67.18,68.10,66.90
67.25,67.19,68.00,66.98
67.29,67.41,67.99,67.00
67.58,68.74,68.79,67.43
68.83,69.01,69.40,68.61
68.92,69.15,69.80,68.41
69.40,69.04,69.98,68.90
68.84,68.28,69.31,67.97
68.28,68.53,73.50,67.75
68.71,67.37,68.71,67.20
66.69,67.81,67.87,66.44
68.81,69.24,69.53,68.78
68.61,67.70,68.90,67.61
67.88,67.10,68.05,66.95
66.82,65.44,67.03,65.34
65.94,66.32,66.40,65.23
66.06,65.81,66.45,65.64
66.56,66.44,67.07,66.19
66.94,66.07,67.10,65.80
66.01,65.03,66.21,64.63
65.46,66.47,66.56,65.32
66.62,65.85,66.78,65.68
65.43,66.06,66.15,65.17
65.78,66.59,66.86,65.60
65.76,65.33,66.40,65.28
66.01,66.23,66.32,65.51
65.92,66.58,66.69,65.54
66.47,67.48,67.52,66.31
67.70,69.22,69.63,67.65
70.13,69.77,70.13,68.66
70.80,71.41,72.60,69.65
71.18,70.52,71.43,70.34
70.16,70.63,71.20,69.88
69.52,69.67,69.98,68.73
69.93,69.58,70.21,68.98
70.23,70.22,70.49,69.59
70.00,70.02,70.78,69.61
69.96,69.24,69.99,68.93
69.14,69.89,70.81,69.01
70.19,68.86,70.38,68.81
68.66,69.01,69.33,68.49
69.32,69.24,69.85,68.93
68.42,67.78,68.44,67.11
67.86,65.37,68.29,64.83
65.24,65.04,65.76,64.63
65.27,65.76,65.86,64.95
64.95,65.69,66.37,64.80
65.79,64.91,66.17,64.80
64.81,64.91,65.36,64.40
65.22,65.09,65.63,64.00
65.85,66.77,66.81,65.78
66.53,66.31,66.96,65.81
66.45,66.64,66.90,66.10
67.06,67.36,67.37,66.70
66.77,67.30,67.45,66.39
67.22,67.08,67.85,67.00
66.55,67.09,67.10,65.62
67.57,68.12,68.42,67.23
67.81,69.00,69.08,67.25
69.17,68.80,69.34,68.68
68.62,69.01,69.61,68.39
69.25,68.90,69.46,68.26
68.81,68.72,69.39,68.39
68.89,68.93,68.98,68.14
69.00,68.68,69.13,68.59
69.00,68.38,69.13,68.15
68.75,68.22,69.11,68.10
68.09,67.44,68.63,67.29
67.04,67.40,67.64,66.76
67.74,68.10,68.23,67.50
68.08,69.07,69.25,67.63
69.37,69.59,70.00,68.98
69.73,70.26,70.26,69.33
69.33,69.26,69.81,68.82
69.08,68.89,69.39,68.48
69.31,68.15,69.40,68.14
68.15,67.63,68.32,66.49
67.22,67.23,67.66,66.71
67.12,67.96,68.11,66.81
69.42,69.78,69.80,68.60
69.76,70.35,71.01,69.14
70.55,71.51,71.53,70.17
71.65,71.10,71.84,70.84
70.79,70.94,71.18,70.35
71.01,71.19,71.23,70.63
71.88,72.30,72.42,71.20
72.23,72.27,72.30,71.48
72.37,71.38,72.55,71.19
71.24,71.44,71.65,70.73
71.40,71.80,72.13,71.26
72.27,72.69,73.31,71.83
73.02,73.35,73.50,72.33
72.84,73.09,73.34,72.19
73.25,74.20,74.63,73.08
74.01,73.98,74.86,73.83
74.49,74.66,74.78,73.92
74.97,74.73,75.00,74.06
74.71,75.49,75.69,74.44
75.40,75.11,75.75,74.38
75.04,75.09,75.43,74.79
75.24,76.29,76.42,74.64
75.85,76.48,76.85,75.70
74.64,73.58,75.39,71.37
73.62,74.03,74.48,72.74
74.20,74.10,74.99,73.81
74.28,74.81,74.92,74.05
74.57,74.18,74.90,74.06
74.42,74.41,74.89,74.03
74.57,74.85,74.95,74.08
74.44,75.77,75.93,73.80
75.70,74.75,76.08,74.07
75.18,74.66,75.35,74.06
74.65,73.05,74.85,73.00
72.69,72.05,72.93,71.22
72.45,71.99,72.67,71.51
72.20,68.96,72.49,68.90
69.23,69.85,70.09,68.30
69.45,70.21,70.77,69.38
70.02,69.68,70.31,69.68
69.48,69.32,69.58,68.54
69.20,68.06,69.28,67.09
68.51,67.82,68.55,67.51
68.02,67.65,68.66,67.32
67.93,67.45,68.19,67.18
67.64,67.82,67.94,67.25
67.69,68.40,68.43,67.02
68.32,69.31,69.37,68.02
69.27,69.39,70.02,68.84
69.42,70.31,70.49,69.42
70.52,70.24,70.86,69.93
69.40,68.45,69.68,68.35
68.61,68.00,68.65,67.07
68.34,68.39,69.00,67.65
68.02,68.18,68.97,67.77
68.53,68.54,69.15,68.16
68.73,68.07,69.03,67.72
68.39,68.96,68.97,68.20
68.59,69.76,69.89,68.26
69.88,69.56,70.16,69.23
69.71,69.22,69.90,68.94
69.17,68.54,69.54,68.34
68.34,67.38,68.47,67.08
67.39,68.84,68.87,67.09
68.01,68.70,68.73,67.42
68.70,68.90,69.22,68.33
69.12,68.86,69.26,68.26
69.07,69.78,70.07,68.96
69.82,70.00,70.23,69.31
69.55,68.78,69.81,68.13
68.14,65.70,68.14,65.60
66.41,66.26,66.97,65.42
65.78,64.42,65.94,63.95
64.90,65.91,66.51,64.00
66.00,65.34,66.11,64.52
65.55,66.41,66.72,64.98
66.64,67.32,67.38,65.97
67.57,68.68,69.53,67.29
69.15,68.89,70.09,68.49
68.93,68.64,69.08,67.81
69.16,69.11,69.33,68.20
69.11,69.10,69.48,68.49
68.53,67.91,68.91,67.52
68.23,69.05,69.23,67.42
69.11,70.05,70.79,69.05
70.03,69.81,70.33,69.53
70.20,70.50,70.70,69.69
70.64,70.58,70.87,70.02
70.53,70.37,70.87,70.14
70.05,70.15,70.59,69.38
70.00,69.99,70.24,69.59
69.92,70.36,70.75,69.78
69.96,70.66,70.68,69.46
70.72,70.40,71.14,70.30
73.00,72.40,73.11,70.96
72.15,72.84,73.06,72.00
72.21,72.46,73.19,72.05
72.38,70.87,72.90,70.50
70.69,70.87,71.16,69.67
70.40,70.27,71.13,69.81
71.22,70.53,71.75,70.46
69.73,70.41,70.50,69.25
70.74,70.90,71.57,70.50
70.48,68.81,70.55,68.81
68.82,69.14,69.15,67.82
68.85,68.91,69.62,68.48
68.90,68.56,69.45,68.45
68.50,68.49,69.09,67.87
69.10,69.11,69.70,68.57
69.03,68.63,69.11,68.15
67.71,67.51,68.18,67.28
68.09,66.58,68.10,66.53
66.65,67.78,67.94,66.36
68.00,67.16,68.00,66.69
67.59,68.21,68.53,67.53
68.34,68.53,68.82,68.26
68.61,67.81,68.94,67.80
66.74,66.50,67.16,65.61
