PXLW,Pixelworks,NASDAQ
2.09,2.01,2.15,2.01
2.06,2.04,2.07,2.00
1.99,2.00,2.05,1.99
2.03,2.03,2.05,2.00
1.99,2.05,2.05,1.99
2.03,2.05,2.05,2.02
2.02,2.00,2.05,2.00
1.98,2.10,2.15,1.98
2.10,2.05,2.10,2.05
2.07,2.08,2.20,1.99
2.08,2.13,2.31,1.99
2.18,2.28,2.28,2.08
2.23,2.06,2.23,2.05
2.09,2.05,2.20,2.03
2.05,2.06,2.18,1.97
2.03,2.10,2.10,2.03
2.09,2.04,2.09,1.92
2.01,1.93,2.10,1.92
2.00,1.95,2.00,1.90
2.04,1.88,2.04,1.81
1.86,1.80,1.92,1.79
1.86,1.90,1.93,1.76
1.82,2.00,2.10,1.82
1.98,2.00,2.10,1.95
2.00,2.02,2.08,1.85
1.97,1.99,2.02,1.86
1.96,2.01,2.03,1.84
2.05,2.25,2.25,1.99
2.10,2.33,2.33,2.05
2.33,2.40,2.49,2.30
2.37,2.21,2.39,2.18
2.17,2.15,2.32,2.11
2.28,2.18,2.29,2.18
2.18,2.19,2.41,2.18
2.24,2.30,2.38,2.19
2.28,2.40,2.46,2.27
2.36,2.38,2.41,2.35
2.38,2.30,2.38,2.21
2.28,2.38,2.50,2.28
2.40,2.42,2.43,2.35
2.45,2.33,2.50,2.32
2.38,2.36,2.38,2.25
2.35,2.45,2.45,2.35
2.48,2.38,2.48,2.36
2.33,2.40,2.43,2.31
2.39,2.29,2.42,2.28
2.26,2.27,2.35,2.26
2.25,2.26,2.30,2.24
2.25,2.28,2.29,2.22
2.29,2.20,2.29,2.20
2.20,2.19,2.32,2.06
2.32,2.16,2.32,2.11
2.15,2.22,2.27,2.15
2.21,2.16,2.33,2.15
2.13,2.28,2.28,2.10
2.24,2.25,2.29,2.18
2.24,2.28,2.30,2.24
2.26,2.29,2.31,2.26
2.30,2.41,2.42,2.30
2.30,2.30,2.39,2.19
2.30,2.25,2.37,2.20
2.25,2.36,2.40,2.25
2.32,2.35,2.40,2.30
2.39,2.35,2.40,2.30
2.37,2.39,2.40,2.34
2.38,2.35,2.38,2.33
2.35,2.36,2.38,2.35
2.37,2.36,2.38,2.36
2.36,2.55,2.64,2.30
2.57,2.49,2.59,2.49
2.44,2.43,2.55,2.41
2.40,2.47,2.50,2.39
2.47,2.50,2.50,2.47
2.45,2.42,2.50,2.42
2.45,2.38,2.45,2.36
2.35,2.38,2.48,2.33
2.37,2.36,2.44,2.35
2.35,2.32,2.44,2.31
2.32,2.41,2.44,2.32
2.43,2.38,2.43,2.38
2.40,2.40,2.40,2.37
2.37,2.30,2.37,2.18
2.34,2.31,2.34,2.27
2.32,2.29,2.35,2.27
2.27,2.35,2.36,2.27
2.35,2.44,2.44,2.35
2.45,2.42,2.45,2.40
2.39,2.42,2.46,2.39
2.42,2.42,2.42,2.39
2.41,2.35,2.42,2.32
2.35,2.35,2.41,2.35
2.40,2.40,2.40,2.33
2.40,2.38,2.42,2.38
2.37,2.36,2.39,2.34
2.34,2.42,2.42,2.34
2.41,2.41,2.41,2.39
2.41,2.40,2.41,2.34
2.37,2.39,2.40,2.35
2.38,2.40,2.40,2.32
2.38,2.35,2.38,2.30
2.32,2.29,2.39,2.22
2.22,2.28,2.36,2.21
2.30,2.24,2.37,2.21
2.29,2.52,2.60,2.28
2.45,2.68,2.78,2.45
2.67,2.66,2.68,2.61
2.60,2.64,2.67,2.51
2.53,2.57,2.68,2.53
2.59,2.54,2.60,2.51
2.52,2.55,2.57,2.51
2.53,2.51,2.57,2.50
2.50,2.50,2.59,2.44
2.48,2.60,2.75,2.47
2.60,2.73,2.73,2.56
2.71,2.64,2.75,2.54
2.48,2.48,2.60,2.40
2.46,2.39,2.46,2.31
2.48,2.45,2.48,2.39
2.45,2.30,2.49,2.22
2.21,2.23,2.39,2.21
2.18,2.35,2.37,2.17
2.72,2.50,2.73,2.46
2.51,2.46,2.63,2.42
2.54,2.46,2.64,2.31
2.48,2.50,2.59,2.40
2.50,2.55,2.59,2.49
2.31,2.45,2.47,2.30
2.45,2.55,2.55,2.45
2.47,2.46,2.47,2.45
2.47,2.60,2.60,2.47
2.58,2.53,2.68,2.51
2.50,2.40,2.50,2.32
2.40,2.45,2.49,2.40
2.45,2.42,2.51,2.37
2.41,2.40,2.48,2.40
2.37,2.42,2.44,2.28
2.40,2.31,2.42,2.26
2.27,2.39,2.49,2.26
2.37,2.45,2.46,2.24
2.47,2.40,2.52,2.35
2.40,2.28,2.44,2.28
2.35,2.31,2.50,2.31
2.36,2.42,2.46,2.36
2.46,2.35,2.46,2.32
2.33,2.36,2.40,2.33
2.38,2.31,2.38,2.29
2.34,2.34,2.37,2.28
2.36,2.37,2.46,2.31
2.40,2.26,2.50,2.26
2.33,2.29,2.40,2.29
2.38,2.38,2.39,2.34
2.40,2.35,2.40,2.30
2.35,2.35,2.49,2.33
2.40,2.35,2.42,2.35
2.39,2.33,2.39,2.33
2.40,2.45,2.47,2.35
2.42,2.38,2.49,2.35
2.35,2.42,2.45,2.35
2.41,2.42,2.49,2.40
2.42,2.47,2.47,2.41
2.42,2.37,2.49,2.37
2.41,2.36,2.44,2.35
2.39,2.47,2.47,2.36
2.40,2.40,2.45,2.35
2.44,2.42,2.44,2.35
2.40,2.40,2.44,2.37
2.40,2.44,2.47,2.40
2.42,2.44,2.47,2.40
2.44,2.63,2.63,2.44
2.59,2.69,2.70,2.53
2.67,2.69,2.70,2.59
2.67,2.53,2.69,2.52
2.57,2.49,2.60,2.48
2.49,2.47,2.67,2.37
2.45,2.40,2.45,2.38
2.55,2.54,2.61,2.46
2.51,2.50,2.56,2.45
2.56,2.38,2.64,2.38
2.64,2.60,2.75,2.52
2.58,2.60,2.60,2.58
2.49,2.42,2.59,2.42
2.51,2.36,2.52,2.34
2.36,2.47,2.55,2.32
2.45,2.65,2.68,2.45
2.64,2.75,2.80,2.52
2.80,2.94,3.06,2.80
2.84,2.95,2.97,2.84
2.87,2.94,2.95,2.81
2.95,3.02,3.08,2.89
3.08,3.06,3.11,3.05
3.11,3.11,3.11,3.02
3.12,3.13,3.19,3.12
3.14,2.98,3.15,2.96
3.04,3.05,3.09,2.98
3.10,3.05,3.11,3.00
3.00,2.93,3.08,2.90
2.97,3.09,3.10,2.95
3.10,3.01,3.10,3.01
2.98,3.07,3.07,2.98
3.01,3.05,3.06,2.95
2.90,3.07,3.07,2.90
3.01,3.10,3.10,3.01
3.05,3.03,3.08,3.00
3.00,3.20,3.23,3.00
3.15,3.15,3.25,3.12
3.24,3.25,3.25,3.14
3.25,3.17,3.25,3.17
3.20,3.38,3.38,3.19
3.38,3.39,3.46,3.26
3.42,3.52,3.56,3.33
3.50,3.45,3.52,3.41
3.60,3.47,3.60,3.45
3.46,3.54,3.55,3.45
3.60,3.50,3.63,3.50
3.54,3.35,3.54,3.30
3.32,3.32,3.39,3.20
3.37,3.33,3.39,3.20
3.30,3.30,3.42,3.27
3.37,3.20,3.37,3.15
3.11,3.18,3.19,3.10
3.21,3.00,3.21,3.00
2.99,2.97,3.01,2.90
2.97,3.16,3.16,2.97
3.04,3.05,3.18,3.02
3.05,2.86,3.05,2.84
2.80,2.84,2.89,2.77
2.90,2.95,3.01,2.90
2.95,2.95,3.01,2.90
3.01,3.00,3.10,2.93
2.97,2.93,3.04,2.85
2.90,3.06,3.12,2.90
3.12,3.05,3.12,2.98
3.09,3.04,3.12,2.99
3.00,2.94,3.04,2.94
3.01,2.86,3.04,2.81
2.81,3.04,3.04,2.63
3.05,2.95,3.11,2.85
2.99,3.02,3.05,2.90
2.98,2.96,3.00,2.94
2.96,3.01,3.01,2.96
3.02,3.02,3.05,2.89
3.00,3.05,3.05,2.96
2.51,2.43,2.55,2.30
2.41,2.36,2.53,2.36
2.35,2.42,2.50,2.30
2.42,2.44,2.52,2.41
2.48,2.46,2.50,2.39
2.45,2.37,2.48,2.34
2.33,2.28,2.39,2.26
2.35,2.36,2.40,2.34
2.30,2.28,2.34,2.23
2.28,2.40,2.54,2.28
2.44,2.39,2.44,2.35
2.48,2.33,2.48,2.33
2.43,2.38,2.43,2.38
2.34,2.35,2.40,2.31
2.33,2.42,2.42,2.31
2.42,2.40,2.47,2.40
2.47,2.42,2.52,2.33
2.38,2.45,2.49,2.36
2.49,2.43,2.51,2.38
2.45,2.43,2.50,2.36
2.47,2.40,2.47,2.37
2.40,2.40,2.43,2.39
2.39,2.40,2.40,2.38
2.40,2.38,2.40,2.38
2.37,2.30,2.38,2.30
2.30,2.30,2.31,2.30
2.35,2.29,2.44,2.29
2.27,2.30,2.32,2.27
2.27,2.28,2.33,2.27
2.28,2.27,2.29,2.27
2.28,2.23,2.33,2.23
2.25,2.22,2.27,2.20
2.21,2.21,2.24,2.21
2.20,2.25,2.25,2.15
2.23,2.20,2.25,2.20
2.22,2.17,2.25,2.17
2.20,2.20,2.24,2.17
2.16,2.19,2.25,2.16
2.17,2.25,2.25,2.17
2.24,2.23,2.24,2.22
2.24,2.20,2.24,2.20
2.18,2.24,2.24,2.17
2.24,2.24,2.25,2.19
2.30,2.21,2.30,2.21
2.18,2.17,2.25,2.17
2.17,2.17,2.21,2.17
2.17,2.18,2.23,2.17
2.19,2.24,2.30,2.18
2.18,2.30,2.35,2.18
2.26,2.23,2.35,2.23
2.28,2.37,2.37,2.25
2.45,2.26,2.45,2.26
2.30,2.25,2.34,2.21
2.26,2.32,2.34,2.25
2.30,2.30,2.37,2.26
2.37,2.35,2.44,2.33
2.34,2.50,2.50,2.33
2.50,2.56,2.60,2.42
2.51,2.57,2.60,2.50
2.50,2.60,2.60,2.50
2.51,2.60,2.68,2.50
2.60,2.56,2.60,2.51
2.56,2.59,2.59,2.53
2.68,2.60,2.68,2.55
2.58,2.67,2.67,2.55
2.65,2.64,2.70,2.64
2.56,2.63,2.63,2.55
2.64,2.66,2.69,2.58
2.65,2.63,2.65,2.55
2.50,2.40,2.50,2.30
2.44,2.42,2.47,2.26
2.40,2.39,2.47,2.34
2.34,2.28,2.43,2.25
2.32,2.30,2.33,2.30
2.33,2.34,2.38,2.30
2.44,2.43,2.44,2.32
2.34,2.44,2.47,2.34
2.43,2.45,2.45,2.39
2.47,2.45,2.47,2.41
2.49,2.45,2.50,2.40
2.42,2.47,2.47,2.40
2.42,2.44,2.45,2.42
2.41,2.42,2.42,2.38
2.42,2.45,2.54,2.40
2.44,2.53,2.58,2.41
2.52,2.52,2.56,2.52
2.50,2.49,2.50,2.45
2.46,2.40,2.47,2.40
2.40,2.40,2.41,2.40
2.40,2.41,2.47,2.40
2.41,2.48,2.50,2.41
2.46,2.45,2.49,2.45
2.45,2.36,2.45,2.33
2.34,2.30,2.34,2.28
2.28,2.41,2.42,2.25
2.34,2.35,2.41,2.32
2.26,2.30,2.41,2.26
2.26,2.35,2.39,2.25
2.35,2.32,2.39,2.28
2.25,2.17,2.30,2.16
2.20,2.21,2.30,2.16
2.26,2.23,2.31,2.20
2.20,2.20,2.20,2.20
2.22,2.21,2.25,2.21
2.23,2.18,2.23,2.16
2.16,2.24,2.24,2.16
2.20,2.20,2.30,2.17
2.28,2.22,2.30,2.19
2.19,2.20,2.29,2.19
2.20,2.20,2.28,2.19
2.25,2.15,2.25,2.15
2.17,2.11,2.26,2.11
2.19,2.18,2.23,2.17
2.25,2.20,2.25,2.20
2.18,2.21,2.28,2.17
2.21,2.32,2.33,2.21
2.33,2.35,2.35,2.20
2.35,2.35,2.35,2.33
2.34,2.30,2.34,2.30
2.23,2.26,2.33,2.23
2.26,2.28,2.30,2.26
2.25,2.20,2.25,2.20
2.23,2.28,2.29,2.22
2.17,2.16,2.26,2.11
2.14,2.16,2.23,2.14
2.23,2.20,2.23,2.19
2.16,2.23,2.23,2.16
2.20,2.33,2.34,2.20
2.31,2.30,2.32,2.25
2.30,2.30,2.31,2.28
2.30,2.33,2.34,2.30
2.30,2.36,2.36,2.30
2.36,2.42,2.50,2.35
2.42,2.44,2.45,2.40
2.39,2.43,2.51,2.36
2.37,2.44,2.47,2.37
2.49,2.49,2.49,2.48
2.49,2.44,2.50,2.40
2.41,2.45,2.45,2.40
2.40,2.42,2.50,2.40
2.45,2.42,2.46,2.42
2.40,2.40,2.46,2.33
2.47,2.31,2.47,2.30
2.35,2.42,2.46,2.35
2.45,2.47,2.49,2.44
2.40,2.71,2.72,2.40
2.74,2.75,2.75,2.57
2.63,2.85,3.00,2.63
2.90,2.99,3.10,2.90
2.98,3.23,3.30,2.97
3.27,3.52,3.65,3.27
3.54,3.01,3.54,2.85
3.53,3.69,3.80,3.30
3.81,3.69,4.10,3.50
3.85,3.42,3.85,3.39
3.46,3.27,3.59,3.19
3.30,3.36,3.46,3.30
3.47,3.35,3.50,3.33
3.30,3.30,3.50,3.21
3.43,3.58,3.59,3.40
3.69,4.30,4.38,3.65
4.90,4.10,4.95,4.03
4.05,3.56,4.11,3.46
3.63,3.57,3.79,3.43
3.68,3.44,3.70,3.35
3.36,3.32,3.40,3.25
