GRN,iPath Global Carbon ETN,NASDAQ
31.00,30.92,31.11,30.92
31.99,31.52,31.99,31.52
31.52,31.52,31.52,31.52
32.71,33.00,33.22,30.09
32.96,31.33,32.97,30.58
31.26,31.25,31.26,31.25
30.06,30.60,32.20,30.06
30.28,30.23,30.28,30.23
28.91,29.83,29.83,28.75
29.02,29.02,29.02,29.02
29.80,29.80,29.80,29.80
30.07,29.51,30.76,29.03
30.01,29.87,30.01,29.11
29.75,29.75,29.75,29.75
29.03,29.04,29.60,29.03
28.83,28.12,28.83,27.22
28.49,28.03,28.49,28.00
28.01,28.04,28.49,28.01
28.54,28.00,28.55,28.00
28.49,28.49,28.49,28.49
27.55,27.55,27.55,27.55
27.42,27.85,28.01,27.41
27.12,27.40,27.99,27.12
28.44,27.60,28.55,27.58
28.94,29.39,29.39,28.94
29.99,30.00,30.00,29.99
30.00,30.00,30.00,30.00
28.54,28.92,28.92,27.94
27.71,28.07,29.70,27.71
28.07,28.07,28.07,28.07
28.07,28.07,28.07,28.07
28.07,28.07,28.07,28.07
28.07,28.35,28.35,28.02
27.55,27.32,27.55,27.31
27.18,29.00,29.00,27.18
29.00,29.00,29.00,29.00
29.00,29.00,29.00,29.00
27.01,27.08,27.08,27.01
27.47,27.50,27.50,27.47
27.05,26.60,27.10,26.60
25.53,25.70,25.70,25.53
25.70,25.70,25.70,25.70
25.01,24.40,25.90,24.31
26.12,23.00,26.49,23.00
23.00,23.00,23.00,23.00
22.50,22.56,23.25,22.21
21.75,21.75,21.75,21.75
22.32,22.32,22.32,22.32
21.76,21.75,21.76,21.72
21.75,24.01,24.01,21.75
24.01,22.91,24.06,22.89
22.91,22.60,22.91,21.56
22.40,22.40,22.40,22.37
22.40,22.40,22.40,22.40
21.34,21.34,21.34,21.34
20.90,20.90,20.90,20.90
21.60,21.07,21.60,21.07
22.40,22.34,22.40,22.34
21.50,21.00,21.62,20.38
21.19,21.80,21.80,21.19
22.99,22.11,23.56,22.11
22.98,23.75,23.76,22.98
23.04,21.80,23.04,21.80
21.84,21.05,22.20,21.05
21.75,21.75,21.75,21.75
21.75,21.08,21.75,20.86
22.15,21.33,22.15,21.33
20.72,21.40,21.84,20.72
21.40,21.40,21.40,21.40
20.02,20.00,20.98,20.00
20.00,20.00,20.05,20.00
18.75,18.65,18.92,18.65
18.65,18.65,18.65,18.65
17.00,18.00,18.00,17.00
18.50,19.00,19.00,18.50
19.00,18.63,19.54,18.50
20.45,20.61,21.97,20.30
22.21,21.66,22.21,21.66
21.98,22.30,22.30,21.17
20.17,21.94,21.94,20.17
21.23,21.36,21.89,20.07
21.33,20.54,21.33,20.54
20.54,20.54,20.54,20.54
20.96,20.94,20.97,20.94
22.59,22.59,22.59,22.59
22.59,22.59,22.59,22.59
22.59,22.59,22.59,22.59
22.59,22.59,22.59,22.59
20.80,21.59,21.59,20.80
23.04,23.12,23.12,23.04
22.93,22.40,22.93,22.40
21.46,21.46,21.46,21.46
21.46,21.46,21.46,21.46
21.46,21.46,21.46,21.46
21.72,20.69,21.72,20.69
20.06,20.20,20.21,20.06
19.65,19.65,19.65,19.65
19.65,19.65,19.65,19.65
19.65,19.65,19.65,19.65
19.65,19.65,19.65,19.65
20.01,20.01,20.01,20.01
21.17,20.18,21.17,20.18
20.18,20.18,20.18,20.18
19.72,19.58,19.72,19.58
19.58,19.58,19.58,19.58
18.55,18.55,18.55,18.55
18.10,18.10,18.10,18.10
17.81,17.81,17.81,17.81
17.85,17.85,17.85,17.85
17.85,17.85,17.85,17.85
17.85,17.85,17.85,17.85
17.56,17.28,17.56,17.28
17.00,16.40,17.00,16.40
15.70,15.80,15.80,15.70
15.80,15.80,15.80,15.80
17.66,17.66,17.66,17.66
17.66,17.66,17.66,17.66
16.51,16.51,16.51,16.51
16.13,16.13,16.13,16.13
16.13,16.13,16.13,16.13
16.13,16.13,16.13,16.13
16.13,16.13,16.13,16.13
15.73,15.73,15.73,15.73
15.10,15.10,15.10,15.10
15.10,15.10,15.10,15.10
13.94,15.10,15.10,13.90
12.00,12.00,16.95,12.00
14.97,14.93,14.97,14.93
14.08,14.93,14.93,14.08
14.93,14.93,14.93,14.93
14.32,14.65,15.70,14.30
12.82,14.00,14.00,12.82
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.82,16.09,16.15,14.82
16.40,16.03,16.40,16.03
16.03,16.03,16.03,16.03
17.00,17.09,17.09,17.00
17.09,17.09,17.09,17.09
16.29,16.00,16.29,15.97
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
17.85,17.85,17.85,17.85
14.92,16.56,16.56,14.92
15.50,13.72,15.50,13.61
13.72,13.72,13.72,13.72
13.72,13.72,13.72,13.72
12.03,12.07,12.23,11.89
12.07,12.07,12.07,12.07
13.59,13.25,13.59,13.25
13.27,12.16,13.27,12.16
11.34,11.92,11.93,11.34
11.92,11.92,11.92,11.92
12.82,12.76,12.82,12.76
14.06,13.30,14.06,13.03
13.30,13.30,13.30,13.30
13.20,12.19,13.23,12.19
11.23,11.30,11.30,11.23
11.32,11.32,11.32,11.32
11.22,11.23,11.23,9.40
11.23,11.23,11.23,11.23
11.23,11.23,11.23,11.23
9.60,11.15,11.35,9.57
11.15,11.15,11.15,11.15
12.00,10.63,12.58,10.55
11.25,10.72,11.32,9.50
12.33,12.33,12.33,12.33
12.00,12.00,12.13,12.00
11.00,10.90,11.81,10.90
10.34,10.56,10.56,10.20
10.34,10.79,10.79,10.34
12.43,9.88,12.43,9.50
10.79,9.51,10.79,9.51
10.75,10.75,10.75,10.75
10.19,10.36,10.36,9.30
9.31,9.63,9.83,9.28
12.40,10.37,12.46,10.26
10.33,10.33,10.33,10.33
10.37,10.21,11.00,9.70
9.91,9.86,9.91,9.86
9.86,9.86,9.86,9.86
10.65,10.65,10.65,10.65
10.46,10.06,10.46,10.06
10.06,10.06,10.06,10.06
10.01,10.00,10.01,10.00
10.00,10.00,10.00,10.00
9.34,9.72,9.72,9.34
9.72,9.72,9.72,9.72
11.00,11.55,11.85,10.90
11.55,11.55,11.55,11.55
12.05,12.05,12.05,12.05
12.46,12.48,12.48,12.45
11.50,12.00,12.00,10.40
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
11.72,11.90,12.28,11.72
11.01,11.30,11.30,11.01
10.53,12.25,12.41,10.53
12.15,12.21,12.39,11.90
11.51,11.85,11.91,11.51
11.90,12.35,12.35,11.90
12.35,12.35,12.35,12.35
12.59,12.59,12.59,12.59
12.95,13.74,13.74,12.94
13.74,13.83,13.83,13.36
13.85,13.75,13.85,13.75
13.75,13.75,13.75,12.19
13.75,13.75,13.75,13.75
13.98,13.98,13.98,13.98
12.85,12.87,13.05,12.85
12.68,13.23,13.23,12.16
13.75,12.26,13.75,12.26
12.70,12.67,12.98,12.36
12.67,12.67,12.67,12.67
12.00,12.91,13.10,11.97
13.30,12.04,13.30,12.04
13.01,12.60,13.01,12.25
11.90,11.89,11.92,11.89
12.70,12.26,12.70,11.65
11.36,11.60,11.95,11.36
11.98,11.77,11.98,11.77
11.77,11.77,11.77,11.77
11.86,11.86,11.86,11.86
11.31,11.75,11.75,11.26
11.20,10.93,11.21,10.84
10.93,10.93,10.93,10.93
10.93,10.93,10.93,10.93
10.47,10.66,10.71,10.41
10.31,10.31,10.31,10.31
10.31,10.31,10.31,10.31
10.31,10.31,10.31,10.31
10.31,10.31,10.31,10.31
10.31,10.00,10.31,10.00
9.54,9.55,9.75,9.41
9.50,9.46,10.43,9.46
9.41,9.28,9.41,9.28
9.28,9.28,9.28,9.28
9.55,9.63,9.85,9.06
10.36,10.36,10.36,10.36
10.50,10.55,10.55,9.66
10.88,10.88,10.88,10.88
11.00,11.00,11.00,11.00
11.00,10.50,11.00,10.50
11.94,10.63,11.94,10.63
10.63,10.63,10.63,10.63
10.63,10.63,10.63,10.63
10.63,10.63,10.63,10.63
10.64,10.68,10.68,10.64
10.68,10.68,10.68,10.68
10.59,10.69,10.69,10.51
10.69,10.69,10.69,10.69
10.69,10.69,10.69,10.69
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.30,10.14,10.80,10.13
10.67,10.79,10.79,10.67
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.79,10.79,10.79,10.79
10.27,10.27,10.27,10.27
10.27,10.27,10.27,10.27
10.27,10.27,10.27,10.27
10.27,10.27,10.27,10.27
11.98,9.79,11.98,9.79
9.83,9.70,9.83,9.70
9.70,9.70,9.70,9.70
9.70,9.70,9.70,9.70
9.41,9.40,9.92,9.40
9.40,9.40,9.40,9.40
9.38,9.78,9.78,9.38
9.40,9.40,9.40,9.40
9.40,9.40,9.40,9.40
9.40,9.40,9.40,9.40
9.40,9.40,9.40,9.40
9.40,9.40,9.40,9.40
9.37,9.14,9.50,9.14
9.14,9.14,9.14,9.14
9.59,9.57,9.59,9.57
9.50,9.57,9.59,9.50
10.41,10.21,10.66,10.10
10.21,10.21,10.21,10.21
11.20,9.79,11.20,9.79
9.79,9.79,9.79,9.79
11.96,9.38,11.96,9.38
9.38,9.38,9.38,9.38
9.38,9.38,9.38,9.38
9.38,9.38,9.38,9.38
9.28,11.53,11.60,9.28
11.53,11.53,11.53,11.53
11.99,11.99,11.99,11.99
12.40,12.40,12.40,12.37
12.40,12.40,12.40,12.40
10.67,10.73,10.73,10.67
10.73,10.73,10.73,10.73
12.00,12.31,12.31,12.00
12.40,12.18,12.40,12.18
12.00,12.00,12.00,12.00
10.55,10.55,10.55,10.55
10.55,10.55,10.55,10.55
10.55,10.55,10.55,10.55
11.34,11.34,11.34,11.34
11.34,11.34,11.34,11.34
11.34,11.34,11.34,11.34
9.82,10.00,10.00,9.82
10.38,10.89,11.01,10.38
10.80,10.80,10.80,9.80
10.09,10.09,10.09,10.09
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.75,10.66,10.75,10.49
10.13,10.13,10.13,10.13
10.13,10.13,10.13,10.13
10.13,10.13,10.13,10.13
9.80,9.80,9.80,9.80
9.80,9.80,9.80,9.80
9.81,9.81,9.81,9.81
9.81,9.81,9.81,9.81
10.11,10.12,10.12,10.11
10.10,10.40,10.40,10.10
10.10,10.21,10.40,10.10
10.01,10.40,10.70,9.82
9.95,10.71,10.80,9.91
10.71,10.71,10.71,10.71
10.71,10.71,10.71,10.71
10.22,10.22,10.22,10.22
12.10,12.38,12.38,12.10
12.38,12.38,12.38,12.38
11.39,11.39,11.39,11.39
11.39,11.39,11.39,11.39
11.39,11.39,11.39,11.39
11.39,11.39,11.39,11.39
11.39,11.39,11.39,11.39
10.45,10.45,10.45,10.45
10.40,10.42,10.42,10.35
10.71,10.73,10.73,10.71
10.29,10.77,10.77,10.03
11.50,11.50,11.50,11.50
10.58,10.58,10.58,10.58
10.33,11.20,11.20,10.33
11.20,11.20,11.20,11.20
11.20,11.20,11.20,11.20
11.20,11.20,11.20,11.20
10.60,10.66,10.85,10.60
10.65,10.22,10.65,10.20
10.22,10.22,10.22,10.22
10.22,10.22,10.22,10.22
10.22,10.22,10.22,10.22
10.22,10.22,10.22,10.22
10.22,10.22,10.22,10.22
9.78,9.50,9.83,9.28
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
10.40,10.75,10.78,10.39
9.87,11.19,11.19,9.87
11.19,11.19,11.19,11.19
10.38,10.75,10.77,10.38
10.75,10.75,10.75,10.75
11.19,10.94,11.46,10.94
10.94,10.94,10.94,10.94
10.94,10.94,10.94,10.94
10.94,10.94,10.94,10.94
11.43,11.43,11.43,11.43
11.43,11.43,11.43,11.43
10.53,10.55,10.55,10.45
10.55,10.55,10.55,10.55
10.99,11.93,11.93,10.85
10.41,11.20,11.20,10.41
11.20,11.20,11.20,11.20
11.20,11.20,11.20,11.20
10.28,10.28,10.28,10.28
10.92,10.92,10.92,10.92
10.92,10.92,10.92,10.92
10.92,10.92,10.92,10.92
10.92,10.92,10.92,10.92
10.21,10.30,10.30,10.21
12.23,12.23,12.23,12.23
12.23,11.86,12.23,11.86
11.90,11.90,11.90,11.90
11.90,11.90,11.90,11.90
12.22,11.93,12.22,11.80
11.93,11.93,11.93,11.93
10.58,10.56,10.58,10.56
10.56,10.56,10.56,10.56
10.45,11.94,11.94,10.45
11.94,11.94,11.94,11.94
11.90,11.90,11.90,11.90
10.55,10.40,10.55,10.40
10.17,10.15,10.19,10.15
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
10.00,10.00,10.00,10.00
10.39,10.43,10.43,10.39
10.43,10.43,10.43,10.43
10.43,10.43,10.43,10.43
10.43,10.43,10.43,10.43
9.71,9.10,9.71,8.81
9.00,8.95,9.00,8.95
8.95,8.95,8.95,8.95
8.70,7.99,8.70,7.55
7.97,7.89,7.97,7.51
8.09,8.10,8.10,8.09
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.10,8.10,8.10,8.10
8.40,7.10,8.40,7.10
7.10,7.10,7.10,7.10
7.20,7.20,7.20,7.20
7.79,7.79,7.88,7.79
8.20,8.20,8.20,8.20
8.40,8.47,8.47,8.40
8.47,8.47,8.47,8.47
8.47,8.47,8.47,8.47
8.85,8.85,9.21,8.66
9.20,9.20,9.20,9.20
8.70,7.83,8.70,7.83
7.60,7.82,8.10,7.60
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.82,7.82,7.82,7.82
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.50,6.98,7.50,6.98
6.98,6.98,6.98,6.98
6.29,6.29,6.29,6.29
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
6.40,6.72,6.72,6.36
6.42,6.42,6.42,6.42
6.41,6.25,6.45,6.25
5.83,5.50,5.90,5.50
5.54,5.54,5.54,5.54
5.64,5.67,5.67,5.64
5.67,5.38,6.60,4.74
5.12,4.91,5.19,4.91
4.69,5.96,5.96,4.68
5.88,5.00,5.88,4.74
5.30,5.30,5.30,5.30
5.80,5.68,5.80,5.68
5.68,5.68,5.68,5.63
5.68,5.68,5.68,5.68
5.68,5.68,5.68,5.68
5.68,5.68,5.68,5.68
5.70,5.70,5.70,5.70
6.59,6.59,6.59,6.59
5.50,5.92,6.07,5.50
5.92,5.92,5.92,5.92
6.00,6.05,6.05,5.95
5.41,6.59,6.59,5.41
5.99,6.59,6.59,5.99
5.41,6.57,6.57,5.41
6.02,6.33,6.33,6.02
5.73,5.80,5.80,5.23
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
6.35,6.35,6.35,6.35
6.32,6.32,6.32,6.32
6.33,5.71,6.33,5.65
5.28,5.28,5.28,5.28
4.80,4.80,4.80,4.80
5.28,5.52,5.71,5.28
5.35,4.66,5.35,4.66
5.06,5.06,5.06,5.06
4.86,4.79,5.00,4.56
4.90,4.90,5.10,4.05
4.90,4.90,4.90,4.90
4.90,4.87,4.90,4.87
4.75,4.75,4.75,4.75
4.75,5.38,5.38,4.75
5.63,5.38,6.02,4.71
5.92,6.01,6.01,5.91
6.21,5.04,6.21,5.04
5.68,5.68,5.68,5.68
6.80,6.10,8.23,6.10
5.71,7.13,7.13,5.71
7.13,5.85,7.13,5.55
5.04,5.04,5.04,5.04
5.68,5.68,5.68,5.68
6.00,6.03,6.75,5.24
6.50,6.45,6.70,6.45
6.48,6.48,6.48,6.48
6.48,6.48,6.48,6.48
5.88,5.61,5.88,5.33
5.32,6.73,6.74,5.32
6.73,6.73,6.73,6.73
6.47,6.28,6.61,6.26
5.52,4.35,5.52,4.20
4.35,3.61,4.80,3.36
3.62,3.93,3.93,3.61
3.93,3.93,3.93,3.93
3.60,3.86,3.89,3.41
3.94,3.94,3.94,3.94
4.20,3.59,4.20,3.43
3.59,3.59,3.59,3.59
3.79,4.05,4.20,3.77
4.40,4.27,4.40,4.09
4.13,3.90,4.18,3.90
3.92,3.70,3.95,3.69
4.05,3.70,4.05,3.70
4.00,4.19,4.91,4.00
4.31,4.96,5.01,4.29
4.53,4.50,4.53,4.47
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.21,4.17,4.21,4.17
4.17,4.17,4.17,4.17
4.05,4.15,4.20,4.05
4.10,4.10,4.14,4.08
4.09,4.28,4.28,4.00
4.32,4.32,4.32,4.32
4.52,4.10,4.52,4.10
4.10,4.25,4.29,4.10
4.50,4.16,4.50,3.93
4.49,3.90,4.49,3.90
4.29,4.00,4.40,4.00
4.50,4.66,4.74,4.29
4.50,4.39,4.50,4.24
4.45,4.74,4.74,4.36
4.94,4.75,5.17,4.65
5.12,4.97,5.24,4.95
5.06,5.02,5.06,5.00
5.20,5.07,5.21,4.97
5.20,5.19,5.20,5.00
5.11,5.14,5.20,5.06
5.25,5.08,5.25,5.00
5.15,5.23,5.23,5.05
5.70,5.75,5.75,5.58
5.72,5.62,5.73,5.52
5.90,6.10,6.12,5.60
6.30,5.81,6.30,5.81
5.93,6.11,6.11,5.93
6.27,5.49,6.29,5.46
5.70,5.77,5.99,5.68
