IFON,InfoSonics Corp - Common Stock,NASDAQ
0.46,0.49,0.49,0.46
0.48,0.47,0.49,0.46
0.45,0.45,0.48,0.44
0.43,0.46,0.52,0.43
0.45,0.43,0.48,0.43
0.43,0.46,0.46,0.43
0.45,0.43,0.46,0.43
0.43,0.43,0.46,0.43
0.43,0.40,0.44,0.40
0.40,0.40,0.43,0.40
0.41,0.39,0.42,0.38
0.40,0.37,0.40,0.35
0.35,0.35,0.38,0.35
0.37,0.36,0.37,0.35
0.35,0.38,0.41,0.35
0.36,0.40,0.40,0.36
0.40,0.38,0.40,0.37
0.37,0.38,0.40,0.35
0.37,0.40,0.46,0.37
0.39,0.40,0.42,0.39
0.42,0.40,0.42,0.39
0.40,0.39,0.42,0.39
0.42,0.39,0.42,0.39
0.42,0.38,0.42,0.38
0.38,0.36,0.39,0.35
0.37,0.37,0.37,0.35
0.38,0.37,0.38,0.35
