IFON,InfoSonics Corp - Common Stock,NASDAQ
0.78,0.75,0.79,0.73
0.80,0.72,0.80,0.72
0.75,0.75,0.75,0.72
0.72,0.73,0.73,0.71
0.73,0.72,0.73,0.72
0.73,0.71,0.73,0.71
0.71,0.74,0.76,0.71
0.75,0.77,0.78,0.75
0.77,0.80,0.80,0.74
0.81,0.75,0.82,0.75
0.81,0.80,0.81,0.78
0.80,0.81,0.82,0.80
0.80,0.85,0.85,0.80
0.85,0.92,0.95,0.83
0.94,0.92,0.95,0.88
0.92,0.93,0.94,0.92
0.95,0.91,0.95,0.87
0.86,0.98,0.99,0.86
0.99,1.10,1.15,0.97
1.12,1.02,1.12,1.02
1.02,1.15,1.17,1.02
1.13,1.05,1.14,1.03
1.05,1.11,1.28,1.05
1.12,1.07,1.12,1.05
1.08,1.14,1.14,1.07
1.18,1.18,1.19,1.10
1.20,1.10,1.20,1.08
1.10,1.11,1.17,1.06
1.15,1.02,1.15,1.02
1.03,1.09,1.13,1.03
1.09,1.09,1.09,1.04
1.07,1.12,1.14,1.00
1.16,1.07,1.16,1.07
1.05,1.02,1.06,1.00
1.00,1.02,1.03,0.95
1.00,0.97,1.02,0.96
0.95,0.96,1.00,0.95
0.97,0.95,1.02,0.95
0.95,0.93,1.00,0.88
0.90,1.01,1.05,0.90
1.04,1.11,1.12,1.02
1.11,1.06,1.16,1.06
1.03,0.99,1.06,0.98
0.99,0.96,1.03,0.91
0.94,1.02,1.02,0.92
1.00,1.01,1.04,0.99
1.03,1.01,1.03,0.94
1.00,0.96,1.00,0.92
0.98,0.98,0.98,0.92
0.96,0.94,1.00,0.92
0.96,0.96,0.96,0.94
0.95,0.98,1.00,0.92
0.94,0.98,1.00,0.93
0.95,0.98,0.98,0.95
0.99,0.92,0.99,0.92
0.94,0.94,0.98,0.90
0.87,0.95,0.96,0.87
0.87,0.90,0.93,0.87
0.87,0.90,0.94,0.87
0.90,0.92,0.94,0.88
0.92,0.95,0.95,0.92
0.92,0.94,0.95,0.90
0.89,0.90,0.93,0.88
0.90,0.92,0.95,0.90
0.94,0.91,0.94,0.91
0.92,0.90,0.94,0.90
0.88,0.90,0.96,0.88
0.89,0.96,0.96,0.89
0.95,0.95,0.95,0.92
0.90,0.92,0.92,0.90
0.90,0.89,0.91,0.81
0.89,0.88,0.94,0.86
0.90,0.92,0.93,0.88
0.81,0.89,0.93,0.81
0.88,0.88,0.92,0.88
0.93,0.89,0.93,0.88
0.89,0.85,0.89,0.85
0.84,0.85,0.87,0.84
0.85,0.86,0.87,0.81
0.87,0.84,0.89,0.82
0.81,0.87,0.90,0.81
0.87,0.82,0.90,0.82
0.82,0.86,0.88,0.81
0.83,0.82,0.85,0.81
0.80,0.84,0.85,0.80
0.85,0.84,0.88,0.84
0.84,0.81,0.85,0.81
0.83,0.84,0.85,0.80
0.84,0.84,0.85,0.83
0.85,0.85,0.85,0.84
0.85,0.85,0.86,0.83
0.85,0.85,0.87,0.85
0.81,0.82,0.83,0.80
0.80,0.82,0.84,0.80
0.80,0.83,0.83,0.80
0.83,0.83,0.84,0.80
0.83,0.83,0.83,0.80
0.82,0.79,0.84,0.77
0.80,0.77,0.80,0.76
0.78,0.79,0.82,0.78
0.78,0.78,0.78,0.78
0.82,0.76,0.82,0.76
0.82,0.79,0.85,0.76
0.80,0.79,0.84,0.79
0.80,0.76,0.80,0.75
0.75,0.75,0.83,0.75
0.76,0.75,0.76,0.75
0.77,0.77,0.77,0.77
0.77,0.82,0.82,0.77
0.80,0.78,0.80,0.78
0.78,0.77,0.78,0.75
0.77,0.75,0.78,0.75
0.75,0.75,0.75,0.75
0.76,0.77,0.77,0.76
0.75,0.75,0.78,0.75
0.76,0.75,0.76,0.75
0.75,0.75,0.76,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.84,0.88,0.75
0.84,0.81,0.90,0.76
0.80,0.75,0.80,0.75
0.80,0.72,0.80,0.72
0.72,0.68,0.73,0.68
0.68,0.70,0.73,0.67
0.69,0.71,0.71,0.69
0.68,0.70,0.70,0.68
0.68,0.69,0.70,0.65
0.69,0.69,0.70,0.67
0.70,0.72,0.72,0.70
0.72,0.74,0.78,0.70
0.74,0.74,0.74,0.74
0.73,0.75,0.75,0.71
0.71,0.72,0.72,0.69
0.71,0.71,0.71,0.71
0.72,0.72,0.73,0.72
0.74,0.72,0.74,0.72
0.72,0.80,0.86,0.72
0.76,0.83,0.83,0.76
0.80,0.75,0.80,0.75
0.75,0.73,0.78,0.73
0.75,0.77,0.77,0.72
0.80,0.76,0.80,0.75
0.73,0.78,0.78,0.73
0.80,0.79,0.81,0.78
0.78,0.78,0.80,0.78
0.78,0.78,0.79,0.78
0.78,0.78,0.78,0.78
0.78,0.78,0.80,0.78
0.76,0.76,0.77,0.76
0.75,0.75,0.76,0.74
0.72,0.78,0.78,0.70
0.77,0.73,0.79,0.73
0.72,0.75,0.75,0.72
0.72,0.75,0.76,0.72
0.76,0.75,0.76,0.75
0.75,0.75,0.75,0.75
0.73,0.72,0.73,0.66
0.70,0.68,0.70,0.61
0.69,0.63,0.70,0.63
0.63,0.61,0.63,0.61
0.70,0.63,0.70,0.62
0.63,0.69,0.69,0.63
0.69,0.69,0.70,0.69
0.69,0.64,0.69,0.64
0.64,0.64,0.67,0.64
0.64,0.68,0.68,0.64
0.65,0.65,0.65,0.63
0.64,0.65,0.68,0.64
0.65,0.64,0.68,0.64
0.65,0.65,0.65,0.65
0.64,0.65,0.65,0.64
0.64,0.63,0.64,0.63
0.63,0.63,0.67,0.63
0.63,0.63,0.64,0.63
0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63
0.65,0.64,0.65,0.64
0.64,0.69,0.71,0.64
0.69,0.69,0.69,0.69
0.66,0.66,0.70,0.66
0.69,0.65,0.71,0.64
0.64,0.64,0.70,0.64
0.64,0.65,0.70,0.64
0.65,0.65,0.69,0.65
0.65,0.65,0.65,0.64
0.64,0.61,0.64,0.61
0.61,0.64,0.64,0.61
0.64,0.64,0.64,0.64
0.63,0.63,0.63,0.63
0.62,0.58,0.62,0.58
0.62,0.62,0.62,0.57
0.57,0.61,0.61,0.56
0.55,0.61,0.61,0.50
0.51,0.57,0.58,0.51
0.52,0.57,0.58,0.52
0.57,0.57,0.57,0.57
0.55,0.55,0.55,0.55
0.52,0.52,0.53,0.50
0.58,0.52,0.58,0.52
0.52,0.55,0.55,0.51
0.52,0.52,0.52,0.51
0.55,0.57,0.57,0.52
0.50,0.56,0.56,0.50
0.55,0.63,0.63,0.55
0.63,0.63,0.65,0.63
0.63,0.67,0.68,0.62
0.65,0.65,0.65,0.65
0.67,0.71,0.72,0.67
0.70,0.70,0.72,0.70
0.69,0.71,0.71,0.69
0.74,0.71,0.74,0.71
0.69,0.64,0.69,0.64
0.65,0.68,0.69,0.64
0.68,0.68,0.68,0.68
0.69,0.67,0.69,0.67
0.67,0.67,0.67,0.67
0.67,0.67,0.69,0.67
0.67,0.67,0.67,0.67
0.68,0.66,0.69,0.55
0.63,0.65,0.65,0.60
0.62,0.69,0.69,0.62
0.69,0.69,0.69,0.69
0.69,0.69,0.69,0.69
0.65,0.62,0.65,0.60
0.65,0.63,0.65,0.63
0.68,0.67,0.70,0.63
0.67,0.66,0.67,0.65
0.69,0.70,0.70,0.60
0.70,0.70,0.70,0.70
0.73,0.69,0.73,0.69
0.73,0.73,0.73,0.73
0.73,0.69,0.73,0.69
0.69,0.71,0.71,0.69
0.55,0.62,0.63,0.55
0.62,0.62,0.62,0.60
0.61,0.66,0.66,0.61
0.65,0.69,0.69,0.65
0.67,0.65,0.69,0.65
0.65,0.65,0.65,0.65
0.71,0.73,0.74,0.66
0.65,0.61,0.65,0.61
0.65,0.65,0.69,0.65
0.65,0.69,0.72,0.65
0.67,0.67,0.67,0.65
0.66,0.68,0.68,0.65
0.65,0.65,0.65,0.65
0.65,0.65,0.67,0.65
0.71,0.69,0.71,0.65
0.65,0.65,0.69,0.65
0.65,0.65,0.66,0.65
0.65,0.65,0.65,0.65
0.65,0.66,0.71,0.65
0.65,0.67,0.69,0.63
0.63,0.63,0.65,0.63
0.64,0.63,0.64,0.63
0.63,0.63,0.63,0.62
0.61,0.62,0.65,0.61
0.62,0.60,0.65,0.50
0.59,0.62,0.62,0.59
0.64,0.66,0.66,0.64
0.65,0.69,0.70,0.65
0.69,0.69,0.69,0.69
0.64,0.60,0.65,0.60
0.64,0.64,0.65,0.64
0.62,0.63,0.66,0.62
0.62,0.62,0.62,0.62
0.64,0.67,0.67,0.64
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67
0.62,0.66,0.66,0.62
0.66,0.65,0.66,0.63
0.65,0.65,0.65,0.65
0.64,0.65,0.65,0.64
0.58,0.66,0.69,0.58
0.70,0.70,0.70,0.70
0.60,0.69,0.69,0.60
0.65,0.66,0.66,0.62
0.66,0.71,0.72,0.66
0.71,0.73,0.76,0.71
0.76,0.76,0.83,0.75
0.78,0.78,0.78,0.78
0.77,0.78,0.80,0.77
0.78,0.78,0.79,0.78
0.78,0.75,0.78,0.75
0.76,0.77,0.78,0.75
0.79,0.81,0.81,0.78
0.81,0.82,0.85,0.81
0.82,0.81,0.82,0.81
0.82,0.82,0.82,0.82
0.82,0.81,0.82,0.81
0.81,0.81,0.81,0.81
0.82,0.82,0.82,0.82
0.82,0.83,0.84,0.81
0.85,0.82,0.86,0.82
0.86,0.86,0.86,0.82
0.86,0.90,0.91,0.86
0.90,0.95,0.98,0.90
0.95,0.98,1.00,0.95
1.04,1.02,1.05,0.98
1.05,1.01,1.05,0.99
1.02,0.92,1.03,0.75
0.92,0.87,0.93,0.81
0.86,0.91,0.94,0.86
0.99,0.99,0.99,0.99
0.99,1.00,1.02,0.99
1.01,1.00,1.02,0.96
0.93,1.00,1.03,0.90
1.00,1.00,1.03,1.00
1.00,0.79,1.00,0.73
0.80,0.73,0.81,0.73
0.75,0.79,0.79,0.75
0.79,0.74,0.79,0.73
0.76,0.79,0.80,0.76
0.77,0.73,0.77,0.73
0.76,0.75,0.80,0.73
0.73,0.80,0.80,0.70
0.78,0.74,0.79,0.74
0.72,0.80,0.80,0.72
0.81,0.84,0.85,0.75
0.84,0.82,0.84,0.78
0.80,0.82,0.83,0.80
0.79,0.79,0.84,0.78
0.79,0.80,0.80,0.79
0.79,0.79,0.79,0.79
0.79,0.83,0.84,0.77
0.85,0.82,0.85,0.77
0.82,0.82,0.82,0.82
0.81,0.80,0.85,0.78
0.80,0.80,0.80,0.79
0.79,0.79,0.79,0.76
0.78,0.78,0.83,0.78
0.79,0.79,0.79,0.77
0.76,0.80,0.80,0.74
0.78,0.73,0.79,0.72
0.76,0.78,0.83,0.73
0.74,0.76,0.79,0.74
0.74,0.78,0.78,0.74
0.80,0.78,0.80,0.78
0.74,0.75,0.75,0.74
0.76,0.75,0.76,0.74
0.78,0.74,0.78,0.74
0.76,0.78,0.78,0.76
0.80,0.80,0.80,0.80
1.04,1.25,1.44,1.04
1.19,1.42,1.42,1.11
1.36,1.49,1.67,1.35
1.48,1.41,1.48,1.36
1.18,1.31,1.38,1.18
1.30,1.30,1.37,1.27
1.31,1.32,1.40,1.31
1.30,1.31,1.36,1.29
1.29,1.28,1.30,1.24
1.24,1.26,1.28,1.24
1.25,1.28,1.29,1.23
1.24,1.31,1.35,1.20
1.33,1.32,1.38,1.31
1.32,1.28,1.32,1.23
1.28,1.31,1.31,1.26
1.29,1.32,1.32,1.28
1.30,1.27,1.31,1.27
1.27,1.30,1.31,1.27
1.23,1.26,1.29,1.22
1.25,1.22,1.27,1.22
1.22,1.26,1.26,1.22
1.26,1.26,1.30,1.26
1.27,1.29,1.30,1.27
1.30,1.31,1.31,1.26
1.26,1.24,1.26,1.24
1.28,1.27,1.30,1.27
1.30,1.30,1.32,1.29
1.28,1.30,1.33,1.28
1.30,1.29,1.33,1.28
1.26,1.34,1.38,1.26
1.31,1.43,1.60,1.31
1.38,1.32,1.45,1.31
1.33,1.37,1.37,1.32
1.35,1.34,1.35,1.34
1.33,1.41,1.41,1.33
1.42,1.47,1.60,1.41
1.57,1.53,1.57,1.47
1.54,1.59,1.68,1.51
1.63,1.58,1.66,1.55
1.48,1.46,1.49,1.33
1.46,1.56,1.56,1.40
1.55,1.53,1.56,1.49
1.50,1.52,1.53,1.50
1.47,1.39,1.48,1.39
1.44,1.39,1.44,1.39
1.39,1.41,1.49,1.39
1.44,1.41,1.49,1.41
1.44,1.50,1.51,1.40
1.51,1.48,1.51,1.47
1.49,1.49,1.54,1.46
1.51,1.67,1.70,1.46
1.70,1.68,1.72,1.65
1.61,1.55,1.74,1.50
1.55,1.54,1.60,1.54
1.51,1.59,1.67,1.45
1.49,1.51,1.57,1.48
1.47,1.50,1.63,1.46
1.52,1.52,1.59,1.46
1.46,1.61,1.64,1.42
1.60,1.66,1.71,1.58
1.67,1.60,1.67,1.55
1.56,1.60,1.67,1.56
1.50,1.59,1.63,1.50
1.55,1.55,1.58,1.50
1.52,1.52,1.78,1.50
1.55,1.54,1.62,1.49
1.51,1.51,1.55,1.51
1.51,1.52,1.55,1.50
1.50,1.55,1.56,1.50
1.46,1.54,1.54,1.46
1.50,1.35,1.53,1.30
1.29,1.36,1.39,1.27
1.31,1.29,1.32,1.21
1.30,1.30,1.34,1.26
1.26,1.25,1.30,1.19
1.21,1.15,1.28,1.11
1.14,1.11,1.20,1.10
1.10,1.12,1.18,1.08
1.10,1.13,1.15,1.10
1.14,1.14,1.16,1.13
1.11,1.12,1.15,1.11
1.12,1.16,1.16,1.12
1.13,1.18,1.21,1.13
1.23,1.22,1.30,1.22
1.22,1.28,1.29,1.19
1.27,1.17,1.27,1.17
1.13,1.14,1.17,1.10
1.14,1.16,1.17,1.14
1.16,1.17,1.17,1.16
1.16,1.16,1.16,1.16
1.15,1.17,1.17,1.15
1.11,1.17,1.17,1.11
1.14,1.17,1.17,1.14
1.14,1.16,1.17,1.14
1.13,1.21,1.21,1.13
1.23,1.18,1.24,1.16
1.17,1.17,1.20,1.15
1.15,1.20,1.24,1.10
1.14,1.21,1.21,1.14
1.15,1.16,1.18,1.15
1.15,1.15,1.16,1.15
1.09,1.13,1.20,1.08
1.10,1.18,1.19,1.10
1.15,1.20,1.20,1.15
1.17,1.15,1.19,1.14
1.14,1.13,1.14,1.12
1.16,1.16,1.16,1.14
1.12,1.19,1.19,1.12
1.13,1.12,1.15,1.12
1.12,1.10,1.17,1.10
1.10,1.10,1.10,1.10
1.11,1.10,1.11,1.10
1.10,1.06,1.10,1.05
1.04,1.04,1.04,1.04
1.02,1.04,1.07,1.01
1.04,1.05,1.05,1.03
1.03,1.08,1.10,0.98
1.10,1.09,1.11,1.08
1.01,1.02,1.02,1.01
1.05,1.05,1.06,1.05
1.07,1.04,1.07,1.04
1.03,0.97,1.03,0.97
0.97,0.95,1.00,0.90
0.91,0.97,0.97,0.91
0.85,0.94,0.96,0.85
0.94,0.91,0.94,0.91
0.91,0.98,0.98,0.86
0.93,0.94,0.94,0.90
0.90,0.95,0.95,0.90
0.94,0.94,0.94,0.94
0.90,0.91,0.92,0.90
0.91,0.94,0.96,0.91
0.91,0.90,0.92,0.90
0.91,0.89,0.92,0.89
0.80,0.74,0.80,0.62
0.65,0.61,0.69,0.60
0.61,0.65,0.71,0.61
0.60,0.61,0.74,0.60
0.67,0.66,0.67,0.66
0.66,0.73,0.75,0.65
0.71,0.71,0.71,0.71
0.72,0.68,0.72,0.64
0.69,0.75,0.75,0.69
0.75,0.67,0.75,0.66
0.66,0.72,0.74,0.66
0.72,0.72,0.72,0.72
0.70,0.73,0.73,0.70
0.70,0.72,0.72,0.70
0.72,0.71,0.72,0.70
0.72,0.70,0.72,0.70
0.73,0.70,0.73,0.70
0.68,0.66,0.70,0.66
0.67,0.67,0.67,0.65
0.66,0.65,0.69,0.65
0.70,0.72,0.73,0.70
0.66,0.63,0.73,0.62
0.61,0.63,0.68,0.60
0.63,0.67,0.67,0.63
0.65,0.60,0.65,0.60
0.64,0.67,0.67,0.64
0.68,0.68,0.68,0.68
0.62,0.66,0.66,0.62
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64
0.60,0.65,0.65,0.60
0.65,0.65,0.65,0.65
0.65,0.68,0.77,0.65
0.66,0.72,0.72,0.65
0.69,0.75,0.75,0.68
0.71,0.75,0.77,0.63
0.72,0.67,0.73,0.66
0.68,0.68,0.68,0.67
0.68,0.68,0.68,0.67
0.66,0.68,0.68,0.66
0.63,0.63,0.68,0.63
0.65,0.65,0.65,0.64
0.65,0.65,0.65,0.65
0.63,0.63,0.64,0.63
0.61,0.61,0.61,0.61
0.61,0.62,0.62,0.61
0.62,0.62,0.62,0.60
0.60,0.63,0.64,0.60
0.61,0.64,0.66,0.61
0.64,0.63,0.65,0.61
0.62,0.64,0.64,0.61
0.62,0.64,0.64,0.62
0.62,0.64,0.64,0.62
0.63,0.65,0.65,0.63
0.62,0.62,0.62,0.62
0.62,0.62,0.63,0.62
0.62,0.61,0.62,0.61
0.61,0.63,0.63,0.61
0.63,0.63,0.63,0.62
0.62,0.61,0.62,0.61
0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62
0.60,0.61,0.61,0.60
0.61,0.63,0.63,0.60
0.61,0.65,0.65,0.60
0.61,0.61,0.63,0.59
0.59,0.59,0.64,0.58
0.59,0.59,0.59,0.59
0.61,0.59,0.61,0.59
0.59,0.62,0.62,0.56
0.58,0.60,0.60,0.54
0.61,0.58,0.61,0.58
0.57,0.58,0.63,0.57
0.58,0.58,0.59,0.58
0.60,0.61,0.61,0.57
0.60,0.57,0.60,0.57
0.59,0.62,0.63,0.59
0.60,0.58,0.60,0.58
0.62,0.58,0.62,0.58
0.62,0.56,0.63,0.55
0.57,0.54,0.61,0.52
0.53,0.57,0.61,0.52
0.58,0.60,0.61,0.55
0.57,0.60,0.60,0.57
0.57,0.61,0.61,0.57
0.57,0.60,0.60,0.57
0.61,0.60,0.64,0.60
0.66,0.64,0.67,0.60
0.67,0.61,0.67,0.61
0.60,0.63,0.63,0.52
0.52,0.61,0.63,0.52
0.53,0.58,0.62,0.53
0.53,0.55,0.59,0.52
0.56,0.56,0.56,0.56
0.53,0.55,0.55,0.50
0.52,0.55,0.57,0.52
0.54,0.54,0.54,0.54
0.55,0.55,0.57,0.54
0.56,0.57,0.58,0.56
0.57,0.57,0.57,0.57
0.57,0.55,0.62,0.50
0.55,0.58,0.58,0.54
0.60,0.56,0.60,0.56
0.57,0.58,0.58,0.57
0.57,0.56,0.62,0.56
0.60,0.56,0.60,0.56
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.58,0.58,0.58,0.58
0.53,0.58,0.58,0.53
0.55,0.55,0.58,0.53
0.54,0.53,0.57,0.53
0.54,0.52,0.58,0.50
0.54,0.51,0.55,0.50
0.50,0.50,0.51,0.50
0.50,0.52,0.52,0.49
0.51,0.51,0.51,0.48
0.50,0.50,0.50,0.50
0.54,0.55,0.55,0.50
0.52,0.55,0.55,0.47
0.50,0.56,0.56,0.50
0.55,0.55,0.55,0.48
0.50,0.54,0.54,0.50
0.50,0.45,0.50,0.38
0.45,0.44,0.45,0.40
0.48,0.44,0.49,0.44
0.44,0.48,0.48,0.44
0.48,0.48,0.48,0.42
0.45,0.48,0.48,0.45
0.46,0.45,0.49,0.45
0.45,0.45,0.46,0.45
0.45,0.45,0.46,0.45
0.45,0.46,0.46,0.45
0.46,0.46,0.46,0.45
0.45,0.45,0.46,0.45
0.45,0.43,0.45,0.43
0.44,0.44,0.44,0.44
0.43,0.43,0.44,0.43
0.44,0.43,0.46,0.43
0.43,0.46,0.46,0.43
0.44,0.44,0.44,0.44
0.45,0.45,0.45,0.45
0.44,0.44,0.45,0.42
0.42,0.41,0.42,0.41
0.41,0.45,0.45,0.41
0.45,0.41,0.45,0.41
0.45,0.44,0.45,0.41
0.50,0.42,0.52,0.42
0.41,0.47,0.47,0.41
