WGBS,WaferGen Bio-systems,NASDAQ
4.64,4.66,4.70,4.56
4.54,4.69,4.69,4.54
4.68,4.75,4.75,4.67
4.73,4.79,4.79,4.71
4.73,4.78,4.95,4.71
4.75,4.89,4.89,4.74
4.89,4.83,4.93,4.83
4.80,4.87,4.89,4.78
4.88,4.78,4.88,4.77
4.76,4.81,4.87,4.76
4.87,4.80,4.87,4.76
4.85,4.86,4.88,4.80
4.86,4.82,4.88,4.75
4.83,4.84,4.84,4.72
4.85,4.82,4.87,4.74
4.82,4.85,4.86,4.82
4.83,4.82,4.87,4.81
4.82,4.83,4.84,4.82
4.86,4.85,4.90,4.83
4.86,4.88,4.94,4.86
4.88,4.85,4.92,4.84
4.88,4.93,4.94,4.81
4.91,4.92,4.92,4.84
4.94,5.01,5.08,4.92
5.02,4.83,5.23,4.78
4.87,5.00,5.00,4.85
5.01,5.07,5.15,5.01
5.08,5.48,5.74,5.08
5.60,5.21,5.60,5.14
5.22,5.24,5.26,5.19
5.22,5.21,5.34,5.14
