FRT,Federal Realty Investment Trust Common Stock,NASDAQ
140.01,139.95,140.97,138.84
140.46,141.84,142.06,140.46
140.95,141.78,141.97,139.42
141.69,141.49,143.45,140.94
140.83,141.35,142.14,140.54
142.29,142.09,143.00,140.33
142.53,138.61,142.83,138.55
138.40,138.08,140.25,137.59
139.33,140.26,141.32,139.21
141.43,142.09,142.90,140.71
141.48,142.14,142.75,140.90
142.37,139.80,143.47,139.73
139.28,139.71,139.82,137.93
140.08,139.66,140.33,139.09
139.52,140.10,140.70,139.36
140.02,138.93,140.30,138.26
138.28,140.05,140.29,137.95
139.97,142.11,142.81,139.74
142.92,143.40,143.44,141.51
143.61,144.22,144.59,143.19
143.09,145.29,145.48,142.03
144.73,144.49,145.80,144.03
144.94,142.68,145.01,142.54
142.41,141.19,142.48,140.79
141.01,139.77,141.87,139.60
139.77,140.62,140.65,138.89
140.09,140.18,140.88,139.34
