UBT,ProShares Ultra 20+ Year Treasury,NASDAQ
85.25,86.22,86.25,85.19
86.79,85.60,87.04,84.77
86.35,86.75,87.25,86.35
86.11,86.00,87.02,85.94
84.27,83.36,84.48,83.30
83.61,86.27,86.37,83.61
86.83,87.14,87.38,86.16
86.23,86.38,86.57,85.91
86.88,86.49,86.88,85.90
86.03,85.87,86.28,85.43
85.94,85.34,86.00,85.00
86.50,86.72,87.29,86.19
86.63,86.02,87.08,86.02
85.89,83.87,85.89,83.68
83.45,82.31,83.54,82.11
82.36,81.25,82.74,80.90
81.11,80.93,81.30,79.32
81.43,80.58,81.43,80.20
81.51,81.07,81.54,80.81
81.53,81.77,82.04,81.09
80.99,81.27,81.48,80.48
82.79,83.71,84.04,82.79
84.56,86.02,86.13,84.39
87.03,86.73,87.04,85.92
86.01,87.21,87.27,84.96
85.93,85.19,86.77,85.00
83.56,85.05,85.11,83.45
85.01,83.52,85.01,83.52
83.69,86.96,86.96,83.50
86.00,84.94,86.05,84.55
83.43,83.56,84.45,82.91
84.15,84.79,84.89,84.15
83.08,83.19,84.81,82.85
84.10,84.18,84.54,83.96
83.56,84.19,84.24,83.31
84.38,84.72,85.21,84.30
86.30,87.99,89.10,86.30
87.87,90.01,90.70,87.87
91.13,95.29,95.35,90.63
95.33,95.77,98.55,94.05
96.82,102.29,102.30,96.82
98.72,96.62,102.46,96.62
98.25,102.83,103.04,97.94
101.72,103.49,109.56,100.57
106.87,109.76,109.76,106.48
106.30,99.23,107.14,95.92
100.69,102.84,102.95,100.00
101.61,100.91,102.29,100.76
101.32,103.92,104.53,101.30
104.18,107.47,107.60,103.01
111.21,111.74,115.02,110.16
112.70,113.70,114.02,112.00
112.26,113.04,113.56,112.03
110.92,110.46,112.93,110.00
109.80,103.76,109.80,103.76
104.77,106.03,107.06,104.77
108.64,108.25,109.05,106.13
104.47,105.04,105.28,104.47
108.07,108.46,109.29,107.77
107.52,105.25,108.59,105.25
106.56,109.51,109.52,104.00
114.32,116.48,116.63,113.30
120.43,118.98,121.42,118.59
115.87,114.62,116.11,114.39
115.78,116.56,116.79,114.26
116.65,118.95,119.38,116.23
118.76,119.37,120.15,118.33
118.63,115.99,118.68,115.94
115.35,117.69,118.15,115.13
115.24,114.31,116.33,114.31
114.00,115.67,116.40,114.00
119.87,120.38,121.82,119.87
120.38,120.94,120.95,119.77
120.66,129.23,129.62,115.80
135.48,138.94,140.36,135.01
139.21,133.94,139.36,133.94
132.48,129.52,133.04,128.84
124.89,125.60,125.92,123.89
125.25,125.46,125.50,122.65
126.65,127.03,129.02,125.67
131.89,133.43,133.66,129.75
136.71,140.52,140.60,134.95
142.34,137.94,143.54,137.26
136.03,135.32,136.03,133.84
133.95,130.33,134.32,130.24
127.12,128.36,129.91,125.41
125.11,124.83,125.11,123.06
126.10,123.86,126.13,123.28
120.46,120.35,121.52,118.19
121.71,122.45,124.62,121.71
119.04,119.16,120.44,118.35
119.74,123.22,123.22,119.74
123.58,121.71,125.14,120.10
120.00,121.58,122.71,119.90
120.18,120.07,122.63,119.27
118.97,117.46,119.36,117.46
118.99,117.59,119.06,117.23
117.85,123.70,123.99,117.85
121.95,119.52,123.36,119.28
115.90,111.38,116.62,110.61
112.46,113.61,114.52,112.29
118.24,122.62,122.69,118.11
129.27,130.82,130.93,126.21
124.89,127.83,128.44,124.54
123.98,124.24,126.24,123.53
123.00,124.50,125.71,122.52
124.93,126.12,128.39,124.36
125.16,122.67,126.60,122.40
128.27,127.98,129.95,125.82
124.90,124.31,126.74,121.75
122.95,122.70,123.56,122.36
124.19,126.39,126.70,124.19
126.93,126.24,128.58,125.06
127.48,128.38,128.38,126.01
127.75,130.62,132.22,127.75
130.09,130.52,130.81,128.36
132.80,132.07,133.27,131.87
132.80,134.85,134.85,131.76
134.46,137.72,138.38,134.26
135.75,133.57,135.86,133.57
128.73,133.24,133.85,128.61
132.39,131.52,133.83,129.88
128.32,126.82,128.64,125.80
124.28,125.94,126.37,123.50
124.99,129.21,129.33,124.99
125.65,128.98,129.67,125.63
127.50,126.42,128.45,125.43
126.51,127.43,128.32,125.91
127.10,130.50,130.65,126.76
130.30,125.05,130.30,125.03
127.60,127.71,128.86,127.18
126.32,130.24,131.14,126.18
131.69,135.30,135.30,131.21
133.50,134.38,134.98,133.16
135.25,137.37,137.93,135.17
137.27,140.92,141.12,137.27
138.13,133.86,138.13,133.58
133.63,130.46,133.79,130.08
132.12,131.21,132.96,130.76
128.90,127.91,129.21,127.21
128.16,129.53,129.58,127.74
130.50,134.41,134.97,130.34
133.84,134.75,135.24,132.71
135.19,135.46,136.69,135.16
131.72,131.39,132.85,130.68
131.32,128.48,131.32,127.97
129.36,127.76,130.11,127.40
127.90,129.75,130.27,127.90
129.75,129.56,131.41,129.26
127.98,128.90,129.72,127.98
130.50,132.21,132.74,130.50
132.08,132.03,132.83,131.12
135.15,134.57,136.00,134.51
134.82,135.78,136.08,134.82
135.90,132.59,135.90,132.40
131.13,128.68,131.42,128.15
127.54,125.91,127.70,125.91
124.11,124.57,124.80,123.00
125.45,124.71,125.45,123.50
124.26,124.45,129.09,123.66
125.73,127.28,127.28,125.21
126.37,128.28,128.53,126.20
132.07,131.17,133.30,131.07
130.81,134.34,134.34,130.81
132.37,131.30,132.86,131.01
131.48,131.21,131.52,130.99
125.31,125.66,125.84,124.35
125.96,128.13,128.13,125.17
125.69,124.92,125.93,123.80
125.00,125.02,125.67,124.27
123.71,123.20,124.00,121.11
126.10,126.57,127.10,125.70
126.22,126.51,127.02,125.38
127.31,127.95,129.02,126.86
128.69,127.44,128.78,127.44
126.78,125.39,127.48,124.77
124.36,125.40,125.40,124.31
123.58,122.69,123.77,122.27
123.94,125.48,125.56,123.89
125.00,125.73,126.35,124.62
126.51,127.21,127.47,126.33
129.53,129.74,130.18,128.96
130.56,128.79,130.56,128.36
129.29,127.37,129.40,126.86
125.17,125.04,125.17,123.69
126.00,126.97,127.48,126.00
126.65,125.21,127.49,125.18
127.80,127.89,129.00,127.76
127.60,126.44,127.60,126.44
124.78,124.10,125.52,124.08
123.43,124.23,124.23,122.63
125.51,124.57,125.51,124.39
122.98,120.41,123.13,120.25
117.52,114.18,117.52,113.90
113.77,114.40,115.20,113.77
112.82,114.84,114.96,112.25
114.53,112.24,114.53,111.20
112.71,112.84,113.12,111.80
113.57,115.43,115.53,113.57
116.38,116.05,116.51,115.31
117.50,118.24,118.43,117.50
117.60,117.04,117.63,115.33
117.54,118.86,119.19,117.45
118.65,118.31,119.60,118.31
120.14,120.37,120.37,119.04
120.57,116.15,120.57,116.15
118.59,117.38,118.75,117.01
118.55,113.44,118.82,113.44
115.92,116.58,116.58,115.36
117.99,118.21,118.27,117.18
123.74,123.50,124.19,123.20
124.33,126.50,127.42,124.33
124.07,123.76,124.62,123.76
124.12,122.42,124.12,122.32
125.20,126.48,126.64,125.15
126.20,126.02,127.95,126.02
125.57,125.95,126.19,125.50
126.75,126.54,127.06,126.39
127.52,127.27,127.85,126.78
125.93,126.84,127.27,125.65
129.38,128.87,129.99,128.59
127.85,127.39,128.19,127.13
125.46,125.92,127.28,124.24
127.68,127.00,127.76,126.34
126.97,127.59,127.73,126.48
128.16,127.38,128.47,127.33
128.45,126.01,128.65,125.54
127.88,127.73,128.05,127.18
126.53,127.82,127.90,126.53
128.47,130.03,130.03,128.47
130.34,129.99,130.61,129.81
131.23,131.05,132.44,131.05
133.01,131.41,133.01,130.70
129.41,131.06,131.06,129.04
66.40,66.31,66.65,65.99
67.87,68.16,68.49,67.87
68.14,68.74,68.80,67.92
68.12,69.16,69.20,67.92
69.30,71.81,71.93,69.27
70.68,71.74,71.96,70.52
71.51,71.40,71.92,71.01
70.08,69.96,70.08,69.40
70.98,70.73,71.88,70.73
70.60,70.42,70.62,70.12
70.96,70.77,71.22,70.71
70.90,70.30,71.10,70.30
72.90,74.08,74.18,72.90
75.02,75.49,77.11,74.78
77.41,79.27,79.29,77.14
78.01,78.04,78.84,77.58
76.80,76.13,76.86,75.95
75.92,72.86,76.06,72.86
72.33,73.02,73.39,72.08
74.87,72.74,75.07,72.02
73.62,73.55,74.15,73.55
72.69,72.16,73.50,72.16
72.59,73.55,74.13,72.20
73.80,73.46,73.91,73.22
74.66,74.45,74.66,74.36
75.14,75.20,75.43,74.37
74.12,73.23,74.21,73.19
72.18,73.84,73.88,72.18
73.89,74.77,75.34,73.89
73.75,72.67,74.12,72.67
74.28,74.75,74.96,74.28
74.01,74.05,74.49,73.76
74.34,74.43,74.67,70.58
75.55,75.00,75.55,75.00
72.51,72.87,73.07,72.22
73.31,74.61,74.61,73.31
73.53,73.18,73.93,73.18
73.38,73.75,74.22,73.36
74.89,75.26,75.39,74.82
75.68,76.54,76.69,75.54
76.31,76.95,77.17,76.10
77.08,76.99,77.97,76.86
77.69,78.06,78.24,77.53
77.89,77.90,77.97,77.50
79.09,78.69,79.62,78.43
77.90,77.47,78.65,77.43
77.72,77.37,77.72,77.37
76.92,77.10,77.77,76.51
78.18,78.82,79.22,78.18
80.38,79.48,80.55,79.48
79.21,80.91,81.24,79.10
80.77,81.17,81.35,80.70
80.60,79.90,80.73,78.23
78.54,76.76,78.65,74.87
76.65,77.91,77.94,76.64
78.49,78.22,78.49,76.99
77.18,77.23,79.84,76.64
78.52,78.27,79.29,78.21
76.29,75.74,76.47,75.33
76.07,75.77,76.62,75.77
74.01,73.90,74.24,73.45
74.39,73.22,74.47,73.08
72.70,73.09,73.22,71.75
74.42,73.78,74.46,73.76
74.34,73.72,74.60,73.72
71.61,71.57,72.24,71.50
70.28,69.71,70.28,69.48
69.78,68.49,69.98,67.90
68.76,69.04,69.59,68.76
68.93,69.26,69.66,68.93
68.85,69.89,69.89,68.10
71.17,72.20,72.23,70.97
72.61,72.75,72.93,72.50
73.40,72.54,73.40,72.50
73.29,73.53,73.65,73.20
74.02,73.80,74.14,73.80
73.04,72.90,73.36,72.74
74.43,73.88,74.46,73.82
74.49,75.86,75.96,74.33
76.04,75.67,76.04,75.67
75.24,75.16,75.56,74.98
73.54,72.74,73.61,72.66
74.53,72.07,74.53,71.84
71.49,72.21,72.21,71.49
72.01,71.59,72.04,71.59
69.88,69.73,69.99,69.53
70.21,69.32,70.70,68.10
67.06,65.45,67.06,65.33
66.09,67.05,67.11,66.09
68.16,67.89,68.38,67.48
68.85,68.52,68.85,68.22
69.77,68.90,69.94,68.59
68.14,69.23,69.23,68.14
69.72,70.14,70.27,69.72
70.22,71.51,71.52,69.87
72.55,73.02,73.02,72.41
72.52,72.01,72.73,71.65
72.73,72.30,73.10,71.76
72.50,72.76,72.81,71.70
71.97,72.40,72.49,71.97
71.98,72.39,72.47,71.83
71.44,70.77,71.92,70.56
69.07,68.95,69.24,68.80
69.70,69.98,70.02,69.41
69.27,69.63,69.89,69.07
69.13,70.87,70.89,69.02
69.94,71.52,71.54,69.74
72.12,72.04,72.94,71.95
71.71,71.65,72.00,71.50
70.84,69.80,70.84,69.80
68.60,68.45,68.60,68.15
68.84,67.55,68.91,67.28
67.90,69.48,69.50,67.90
69.08,68.66,69.47,68.58
69.88,70.27,70.49,69.88
69.67,69.26,69.86,69.26
68.10,68.30,69.20,67.99
69.01,70.35,70.35,69.01
70.55,71.32,71.46,70.48
70.76,70.37,70.91,70.13
69.91,70.27,70.27,69.83
71.17,71.01,71.25,71.01
70.48,69.86,70.87,69.76
72.18,72.18,72.82,72.01
72.06,74.45,74.45,71.88
74.15,74.67,74.67,73.67
74.41,74.70,75.12,74.39
75.61,75.15,75.61,74.74
74.16,75.35,75.54,74.16
74.71,75.30,75.72,74.63
74.91,75.04,75.84,74.91
74.01,74.25,74.25,73.32
74.01,72.78,74.01,72.78
72.47,72.67,72.67,72.34
72.57,72.53,72.70,72.31
73.57,73.08,73.85,73.08
73.30,73.72,73.72,73.12
74.45,73.57,74.67,73.57
73.15,73.52,73.82,73.11
73.71,73.17,73.71,73.17
72.16,73.13,73.39,72.16
73.71,73.96,74.00,73.56
74.02,74.21,74.52,74.02
74.71,74.19,74.72,74.19
73.23,72.91,73.23,72.91
73.46,73.32,73.70,73.29
72.78,72.53,72.78,72.32
72.31,70.86,72.31,70.86
70.45,70.86,71.31,70.45
71.58,71.99,71.99,71.57
71.77,69.93,71.77,69.91
69.55,68.38,69.69,67.93
68.98,68.86,69.60,68.80
69.32,68.79,69.52,68.56
70.24,70.15,70.40,70.00
70.14,70.07,70.14,70.06
70.26,70.48,70.55,70.26
70.18,71.05,71.39,70.17
71.65,71.62,71.88,71.25
71.25,69.53,71.25,69.44
67.75,67.62,68.01,67.56
67.44,65.82,67.44,65.75
65.36,66.27,66.27,65.07
66.26,66.27,66.42,66.10
66.96,67.10,67.20,66.85
66.95,66.96,67.25,66.90
66.45,66.60,67.10,66.14
66.24,67.49,67.54,66.22
68.13,67.36,68.13,67.36
68.56,68.01,68.67,67.99
68.14,68.37,68.37,68.14
67.16,67.06,67.28,66.63
67.70,67.97,67.99,67.70
67.43,68.20,68.22,67.31
68.32,68.12,68.55,68.12
67.81,67.60,67.85,67.19
66.10,65.76,66.22,65.52
64.53,65.26,65.27,64.53
65.21,64.56,65.73,64.51
64.21,64.32,64.49,63.73
64.58,64.80,64.89,64.22
65.70,63.41,65.72,63.41
64.36,64.87,64.98,64.25
63.90,63.85,64.08,63.58
64.28,64.57,64.59,63.83
64.50,64.63,65.34,64.46
64.48,64.56,64.74,64.29
64.86,65.22,65.23,64.80
64.48,64.28,64.63,64.25
63.50,63.58,63.91,63.19
64.01,64.58,64.68,63.90
64.48,64.15,64.48,63.82
64.33,63.58,64.54,63.58
63.23,64.01,64.03,63.21
64.69,64.69,65.07,64.50
64.73,65.01,65.13,64.73
64.10,67.30,67.30,64.05
66.69,66.67,67.65,66.67
67.57,66.19,67.66,65.94
66.41,66.45,66.48,66.25
67.24,67.07,67.38,66.90
67.12,66.51,67.17,66.51
66.04,65.94,66.24,65.92
65.22,64.97,65.50,64.97
64.38,63.92,64.38,63.89
62.72,62.58,63.19,62.39
62.96,62.66,62.96,62.54
63.17,63.52,63.57,63.13
63.13,63.43,63.63,63.03
62.96,62.97,63.38,62.87
63.08,63.50,63.53,63.08
64.71,64.52,64.81,64.05
64.87,65.55,65.97,64.80
64.67,64.19,64.81,64.19
64.84,65.12,65.16,64.57
64.97,65.54,65.54,64.84
64.77,65.15,65.67,64.65
64.90,65.41,65.63,64.90
66.50,66.39,66.79,66.34
66.34,65.71,66.57,65.71
66.50,66.77,66.81,66.50
66.47,66.23,66.50,66.05
66.73,67.56,67.82,66.72
68.09,69.02,69.07,68.05
71.09,71.73,72.53,71.09
71.67,70.83,71.77,70.70
71.00,70.50,71.16,70.40
69.17,68.61,69.25,68.45
68.79,68.64,69.05,68.49
69.99,70.78,70.78,69.54
71.00,71.91,72.00,70.72
70.68,70.88,71.44,70.68
71.28,71.56,72.52,71.28
71.88,72.15,72.20,71.71
71.83,71.71,71.87,71.59
72.11,71.94,72.25,71.63
72.38,71.30,73.36,71.30
71.43,71.72,71.79,71.32
71.05,71.20,71.25,70.96
72.24,72.42,72.58,72.11
72.66,71.93,72.81,71.84
72.39,72.04,72.73,72.04
73.00,73.47,73.67,73.00
73.04,73.39,73.40,72.87
71.25,69.77,71.28,69.72
70.16,69.45,70.16,69.13
69.23,69.02,69.24,68.92
69.00,69.10,69.53,68.97
69.43,69.07,70.13,69.00
68.00,67.40,68.06,66.40
66.39,66.33,66.64,66.33
66.95,64.82,66.95,64.82
65.90,65.68,66.01,64.71
66.52,67.09,67.50,66.52
66.42,65.33,66.62,65.33
65.97,65.29,65.99,65.11
64.72,66.32,66.32,64.72
66.42,64.37,66.99,64.10
65.10,64.91,65.34,64.21
65.58,65.13,65.58,65.06
64.21,61.90,64.35,61.90
62.59,63.20,63.20,62.48
63.34,62.89,63.49,62.61
62.95,62.59,62.95,61.20
62.10,63.12,63.90,61.26
62.09,62.39,62.74,62.00
62.58,63.80,63.81,62.55
63.22,63.58,65.16,63.00
62.31,61.40,63.00,61.40
61.69,60.74,61.69,60.65
60.47,61.94,61.94,60.26
61.10,60.45,62.14,60.45
61.14,62.05,62.18,61.08
62.20,62.16,62.87,62.16
62.09,61.23,62.09,61.23
60.74,61.30,61.70,60.73
61.94,60.21,61.94,59.90
