GMMB,Columbia Intermediate Municipal Bond Fund,NASDAQ
51.35,51.35,51.35,51.35
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.50,51.51,51.51,51.50
51.37,51.37,51.37,51.37
51.37,51.37,51.37,51.37
51.37,51.37,51.37,51.37
51.57,51.57,51.57,51.57
51.57,51.57,51.57,51.57
51.57,51.57,51.57,51.57
51.57,51.57,51.57,51.57
51.57,51.57,51.57,51.57
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.28,51.28,51.28,51.28
51.43,51.44,51.44,51.43
51.44,51.44,51.44,51.44
51.44,51.44,51.44,51.44
51.44,51.44,51.44,51.44
51.44,51.44,51.44,51.44
51.49,51.48,51.49,51.48
51.49,51.49,51.49,51.49
51.49,51.49,51.49,51.49
51.49,51.49,51.49,51.49
51.52,51.52,51.52,51.52
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
51.66,51.66,51.66,51.66
52.51,52.46,52.51,52.46
52.46,52.46,52.46,52.46
52.46,52.46,52.46,52.46
52.46,52.46,52.46,52.46
52.45,52.45,52.45,52.45
52.37,52.23,52.38,52.23
52.23,52.23,52.23,52.23
52.23,52.23,52.23,52.23
52.23,52.23,52.23,52.23
52.23,52.23,52.23,52.23
52.70,52.71,52.71,52.70
52.71,52.71,52.71,52.71
52.73,52.73,52.73,52.73
52.60,52.70,52.70,52.60
52.70,52.70,52.70,52.70
52.62,52.63,52.63,52.62
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
51.76,51.76,51.76,51.76
51.69,51.69,51.69,51.69
51.71,51.71,51.72,51.71
51.70,51.68,51.71,51.68
51.68,51.68,51.68,51.68
51.68,51.68,51.68,51.68
51.68,51.68,51.68,51.68
51.68,51.68,51.68,51.68
51.68,51.68,51.68,51.68
51.68,51.68,51.68,51.68
51.68,51.68,51.68,51.68
52.04,52.04,52.04,52.01
52.04,52.04,52.04,52.04
52.04,52.04,52.04,52.04
52.13,52.13,52.13,52.13
50.01,51.90,51.90,50.01
51.90,51.90,51.90,51.90
51.90,51.90,51.90,51.90
51.90,51.90,51.90,51.90
51.90,51.90,51.90,51.90
53.69,52.22,53.69,52.21
52.22,52.22,52.22,52.22
52.22,52.22,52.22,52.22
52.22,52.22,52.22,52.22
52.22,52.22,52.22,52.22
52.37,52.37,52.37,52.37
52.37,52.37,52.37,52.37
52.31,52.31,52.31,52.31
52.26,52.26,52.26,52.26
52.26,52.26,52.26,52.26
52.26,52.26,52.26,52.26
52.26,52.26,52.26,52.26
52.26,52.26,52.26,52.26
52.26,52.26,52.26,52.26
52.51,52.52,52.52,52.51
52.52,52.52,52.52,52.52
52.52,52.52,52.52,52.52
52.51,52.54,52.54,52.50
52.42,52.42,52.42,52.42
52.47,52.47,52.47,52.47
52.56,52.56,52.56,52.56
52.67,52.67,52.67,52.67
52.87,52.87,52.87,52.87
52.97,52.96,53.02,52.96
52.85,52.85,52.85,52.85
52.85,52.85,52.85,52.85
53.06,53.02,53.06,53.02
53.06,53.06,53.06,53.06
53.06,53.06,53.06,53.06
53.06,53.06,53.06,53.06
53.06,53.06,53.06,53.06
53.21,53.20,53.21,53.20
53.20,53.20,53.20,53.20
53.20,53.20,53.20,53.20
53.20,53.20,53.20,53.20
53.03,53.03,53.03,53.03
53.03,53.03,53.03,53.03
53.03,53.03,53.03,53.03
53.03,53.03,53.03,53.03
53.35,53.25,53.36,53.21
53.21,53.21,53.21,53.21
53.21,53.21,53.21,53.21
53.46,53.42,53.46,53.42
53.42,53.46,53.46,53.42
53.53,53.51,53.63,53.51
53.70,53.78,53.78,53.60
53.78,53.78,53.78,53.78
53.91,53.91,53.91,53.91
54.00,54.01,54.01,54.00
54.06,54.06,54.06,54.06
54.09,54.03,54.09,54.02
54.03,54.03,54.03,54.03
51.53,53.69,53.69,51.53
53.78,53.74,53.78,53.74
53.74,53.74,53.74,53.74
53.74,53.74,53.74,53.74
53.74,53.74,53.74,53.74
54.12,54.12,54.12,54.12
54.24,54.24,54.24,54.24
55.16,55.41,55.41,55.16
54.20,54.20,54.20,54.20
54.20,54.20,54.20,54.20
54.20,54.20,54.20,54.20
54.09,54.09,54.09,54.03
54.09,54.09,54.09,54.09
54.09,54.09,54.09,54.09
54.09,54.09,54.09,54.09
54.13,54.13,54.14,54.13
54.14,54.14,54.14,54.14
54.14,54.14,54.14,54.14
54.20,54.20,54.20,54.20
54.20,54.22,54.24,54.16
54.22,54.22,54.22,54.22
53.73,54.15,54.15,53.73
55.36,54.91,55.36,53.30
55.33,55.34,55.34,55.33
55.56,55.56,55.56,55.56
55.66,55.60,55.66,55.60
55.80,55.53,55.80,55.45
55.85,56.00,56.00,55.79
56.00,56.00,56.00,56.00
56.74,57.75,58.10,56.67
57.65,57.76,58.00,57.65
57.76,57.76,57.76,57.76
59.30,59.30,59.30,59.30
59.30,60.10,60.10,59.30
60.10,61.75,65.00,60.10
60.30,60.99,60.99,60.30
61.00,61.00,61.00,61.00
60.80,60.80,60.80,60.80
61.00,61.00,61.00,60.99
61.48,61.00,61.48,61.00
60.56,60.56,60.56,60.56
60.94,60.94,60.94,60.94
60.94,60.94,60.94,60.94
61.00,61.00,61.10,61.00
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
60.60,60.60,60.60,60.60
60.60,60.60,60.60,60.60
60.00,60.00,60.00,60.00
60.00,60.00,60.00,60.00
60.50,61.00,61.00,60.50
60.50,60.50,60.50,60.50
60.50,60.50,60.50,60.50
60.50,60.50,60.50,60.50
60.50,60.50,60.50,60.50
61.00,61.00,61.00,61.00
60.50,61.60,61.89,60.50
61.92,61.11,61.92,61.11
61.50,61.50,61.50,61.49
61.25,61.25,61.25,61.25
60.50,59.58,60.50,59.40
59.58,59.58,59.58,59.58
60.50,60.50,60.50,60.50
63.35,62.26,63.35,62.26
62.86,62.86,62.86,62.86
62.86,62.86,62.86,62.86
60.95,59.05,60.95,59.05
59.00,60.20,60.90,58.99
60.97,54.11,60.97,53.99
54.00,54.00,54.00,54.00
54.05,54.05,54.05,54.05
54.20,54.20,54.20,54.20
54.20,53.99,54.20,53.98
53.99,53.99,53.99,53.99
54.60,54.63,54.63,54.25
54.50,54.45,56.42,54.45
54.43,54.18,54.43,54.18
54.18,54.18,54.18,54.18
54.18,54.18,54.18,54.18
54.18,54.18,54.18,54.18
54.00,54.00,54.00,53.95
53.97,53.97,53.97,53.97
53.97,53.97,53.97,53.97
54.47,54.49,54.49,54.47
54.48,54.48,54.48,54.48
54.48,54.48,54.48,54.48
54.48,54.48,54.48,54.48
54.48,54.48,54.48,54.48
54.49,54.49,54.49,54.49
54.31,54.26,54.31,54.26
54.04,54.04,54.04,54.04
54.04,54.04,54.04,54.04
54.35,54.13,54.35,54.13
54.07,54.26,54.26,54.07
54.26,54.26,54.26,54.26
54.10,54.10,54.10,54.10
54.10,54.16,54.17,54.10
54.16,54.16,54.16,54.16
54.16,54.16,54.16,54.16
54.20,54.20,54.20,54.20
54.20,54.20,54.20,54.20
54.20,54.20,54.20,54.20
53.83,53.83,53.83,53.83
53.92,53.92,53.92,53.92
53.92,53.92,53.92,53.92
53.92,53.92,53.92,53.92
53.92,53.92,53.92,53.92
53.92,53.92,53.92,53.92
53.92,53.92,53.92,53.92
53.91,53.90,53.97,53.90
53.89,53.89,53.89,53.89
53.89,53.89,53.89,53.89
54.20,53.91,54.25,53.82
53.91,53.91,53.91,53.91
54.04,54.04,54.04,54.04
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
54.40,54.40,54.40,54.40
54.28,54.28,54.28,54.28
54.28,54.28,54.28,54.28
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.55,54.55,54.55,54.55
54.55,54.55,54.55,54.55
54.55,54.55,54.55,54.55
54.36,54.75,54.75,54.26
54.75,54.75,54.75,54.75
54.15,54.25,54.25,54.15
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.59,54.59,54.59,54.59
54.59,54.59,54.59,54.59
54.59,54.59,54.59,54.59
54.59,54.59,54.59,54.59
54.59,54.59,54.59,54.59
54.04,54.45,54.81,54.04
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.25,54.25,54.25,54.25
54.48,54.48,54.48,54.48
54.34,54.34,54.34,54.34
55.05,55.05,55.05,55.05
55.05,55.05,55.05,55.05
54.63,54.63,54.63,54.63
54.63,54.63,54.63,54.63
54.62,54.61,54.62,54.61
54.64,54.58,54.64,54.58
54.58,54.58,54.58,54.58
54.58,54.58,54.58,54.58
54.58,54.58,54.58,54.58
54.22,54.22,54.22,54.22
54.79,54.79,54.79,54.79
54.79,54.79,54.79,54.79
54.79,54.79,54.79,54.79
54.79,54.79,54.79,54.79
54.79,54.79,54.79,54.79
54.79,54.79,54.79,54.79
54.79,54.79,54.79,54.79
54.81,54.81,54.81,54.81
54.40,54.44,54.44,54.40
54.44,54.44,54.44,54.44
54.44,54.44,54.44,54.44
54.90,54.90,54.99,54.90
54.96,55.09,55.28,54.95
55.09,55.09,55.09,55.09
54.88,54.83,54.88,54.83
54.83,54.83,54.83,54.83
54.83,54.83,54.83,54.83
54.83,54.83,54.83,54.83
54.83,54.83,54.83,54.83
54.83,54.83,54.83,54.83
54.69,54.68,54.69,54.68
54.68,54.68,54.68,54.68
54.68,54.68,54.68,54.68
54.60,54.59,54.60,54.59
54.59,54.59,54.59,54.59
54.59,54.59,54.59,54.59
55.17,55.17,55.17,55.17
55.17,55.17,55.17,55.17
55.13,55.13,55.13,55.13
54.62,54.75,54.75,54.62
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.86,55.00,55.00,54.86
55.00,55.00,55.00,55.00
54.72,54.72,54.72,54.72
54.60,54.60,54.60,54.60
54.94,54.81,54.95,54.81
55.29,55.29,55.29,55.29
55.29,55.29,55.29,55.29
55.29,55.29,55.29,55.29
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
55.35,55.41,55.65,55.35
55.41,55.41,55.41,55.41
55.18,55.45,55.45,55.18
55.45,55.45,55.45,55.45
55.45,55.45,55.45,55.45
55.45,55.45,55.45,55.45
55.42,55.42,55.42,55.42
54.80,54.63,54.80,54.63
54.63,54.63,54.63,54.63
54.63,54.63,54.63,54.63
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.18,54.23,54.23,54.18
54.23,54.23,54.23,54.23
54.27,54.38,54.40,54.27
54.35,54.40,54.40,54.35
54.73,54.61,54.74,54.60
54.21,54.85,54.85,54.21
54.85,54.85,54.85,54.85
54.90,54.24,54.90,54.21
54.47,54.47,54.47,54.47
54.49,54.49,54.49,54.49
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.46,54.46,54.46,54.46
54.68,54.68,54.68,54.68
54.66,54.66,54.66,54.66
54.69,54.80,54.80,54.69
54.80,54.80,54.80,54.80
54.80,54.80,54.80,54.80
54.60,54.53,54.62,53.20
54.53,54.53,54.53,54.53
54.53,54.53,54.53,54.53
54.53,54.53,54.53,54.53
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
54.33,54.33,54.33,54.33
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.03,55.03,55.03,55.03
55.00,54.87,55.00,54.87
54.87,54.87,54.87,54.87
54.90,54.80,54.90,54.80
54.33,54.44,54.44,54.33
54.44,54.44,54.44,54.44
54.44,54.44,54.44,54.44
55.11,55.00,55.11,55.00
55.00,55.00,55.00,55.00
54.41,54.41,54.41,54.41
54.40,54.70,54.70,54.40
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.70,54.70,54.70,54.70
54.11,54.21,54.21,54.11
54.21,54.21,54.21,54.21
54.21,54.21,54.21,54.21
54.21,54.21,54.21,54.21
54.21,54.21,54.21,54.21
54.16,54.27,54.27,54.16
54.27,54.27,54.27,54.27
54.27,54.27,54.27,54.27
54.15,54.15,54.15,54.15
54.74,54.64,54.74,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.64,54.64,54.64,54.64
54.51,54.51,54.51,54.51
54.51,54.51,54.51,54.51
54.51,54.51,54.51,54.51
54.51,54.51,54.51,54.51
54.51,54.51,54.51,54.51
54.51,54.51,54.51,54.51
54.70,54.68,54.70,54.68
54.68,54.68,54.68,54.68
54.68,54.68,54.68,54.68
54.68,54.68,54.68,54.68
54.70,54.77,54.90,54.57
54.55,54.70,54.82,54.51
54.72,54.65,54.83,54.46
54.66,54.76,54.80,54.47
54.65,54.53,54.84,54.45
54.55,54.66,54.80,54.55
54.55,54.64,54.69,54.55
54.55,54.61,54.82,54.55
54.50,54.46,54.74,54.46
54.55,54.50,54.70,54.45
54.47,54.55,54.61,54.47
54.65,54.60,54.65,54.48
54.39,54.40,54.50,54.39
54.60,54.33,54.60,54.33
54.35,54.47,54.66,54.35
54.40,54.36,54.55,54.36
54.18,54.31,54.31,54.16
54.15,54.12,54.20,53.91
54.19,54.09,54.19,54.00
54.04,54.00,54.05,53.92
54.00,54.00,54.00,54.00
53.92,53.98,54.00,53.80
53.98,53.98,53.98,53.98
53.51,53.42,53.51,53.40
53.76,53.78,53.78,53.60
53.78,53.78,53.78,53.78
53.54,53.40,53.54,53.32
53.37,53.37,53.37,53.37
53.37,53.37,53.37,53.37
53.37,53.37,53.37,53.37
53.37,53.37,53.37,53.37
53.05,53.05,53.05,53.05
