GMMB,Columbia Intermediate Municipal Bond Fund,NASDAQ
51.67,51.67,51.67,51.67
52.34,52.34,52.34,52.34
52.28,52.21,52.28,52.21
52.21,52.21,52.21,52.21
52.21,52.21,52.21,52.21
52.24,52.24,52.24,52.24
52.24,52.24,52.24,52.24
51.83,51.88,51.88,51.83
51.88,51.88,51.88,51.88
52.07,52.01,52.07,52.01
52.01,52.01,52.01,52.01
52.09,52.11,52.11,52.09
52.11,52.11,52.11,52.11
52.11,52.11,52.11,52.11
52.08,52.08,52.08,52.08
52.08,52.08,52.08,52.08
52.08,52.08,52.08,52.08
52.04,52.04,52.04,52.04
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
52.14,52.14,52.14,52.14
