TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,NASDAQ
128.51,125.95,128.84,125.80
125.32,126.68,127.46,125.00
126.09,125.74,127.53,125.58
124.82,124.93,125.92,122.90
125.02,123.65,125.21,123.32
124.58,124.01,125.90,123.74
124.07,120.24,124.72,119.52
120.99,118.82,121.14,118.43
118.95,122.62,122.98,118.87
123.15,125.34,125.95,122.69
124.76,125.33,125.45,122.62
125.93,124.95,126.00,123.19
125.37,124.23,125.79,123.69
125.94,126.34,126.34,123.62
125.89,123.33,125.89,123.05
123.59,123.00,123.59,120.74
121.34,121.71,122.66,120.29
122.00,121.73,122.36,120.51
121.60,120.81,121.80,120.36
122.19,126.74,126.74,122.19
127.72,126.19,128.00,125.77
125.96,127.14,127.14,124.95
128.65,126.08,128.86,125.97
126.25,126.84,127.02,125.37
126.67,125.17,127.04,124.61
125.41,124.49,127.07,124.12
124.46,124.28,124.69,123.12
123.94,127.00,127.51,123.94
127.03,127.32,128.32,127.01
127.36,129.81,130.31,126.93
130.10,127.50,130.28,127.36
127.87,127.14,128.13,125.53
125.53,126.15,126.19,124.80
126.09,127.45,127.50,125.78
127.49,128.00,128.16,126.92
126.60,127.57,129.46,126.29
130.09,134.30,134.43,129.84
134.93,131.95,136.34,130.91
132.00,133.00,134.19,131.77
133.23,133.68,134.89,132.63
132.70,130.88,132.82,130.32
131.01,130.96,132.06,130.60
131.86,130.03,133.88,129.28
130.17,127.73,130.48,126.74
126.70,127.37,128.36,124.96
127.51,130.83,131.22,127.51
130.25,129.65,130.25,129.26
130.34,129.87,130.34,128.37
129.24,129.64,130.12,128.71
130.06,129.97,130.50,129.54
128.98,129.70,130.64,128.26
127.73,128.73,129.10,126.57
128.55,120.01,129.14,117.77
120.10,120.25,120.99,118.50
122.32,120.07,122.68,119.04
121.06,121.63,122.11,119.95
121.27,120.88,121.72,119.55
121.01,123.36,123.94,121.01
124.07,120.26,124.81,119.58
119.30,121.23,121.42,118.96
123.32,124.22,124.89,123.32
125.31,122.98,125.94,122.76
130.52,125.45,130.52,124.69
124.74,125.13,125.83,122.54
125.18,127.00,127.28,124.34
126.12,127.50,128.00,125.91
127.52,127.64,128.46,127.13
128.43,127.85,128.95,127.43
127.43,128.47,128.58,126.82
128.08,132.33,132.52,128.08
132.79,137.77,137.96,132.68
138.50,138.53,139.37,137.09
138.49,136.81,139.33,135.24
136.16,136.27,137.06,135.37
136.21,136.58,137.04,135.35
136.29,138.56,139.24,135.79
139.32,139.42,143.15,139.00
139.00,137.98,139.31,137.93
138.46,138.76,139.36,137.78
137.83,138.18,138.90,137.76
139.27,138.62,139.37,136.70
139.02,138.67,139.02,136.79
138.13,137.03,138.46,136.40
138.00,140.41,141.47,137.99
140.85,143.53,143.61,138.74
143.01,141.47,144.21,140.86
141.47,142.20,142.55,141.01
142.40,142.95,143.55,141.56
142.73,143.10,143.84,140.68
143.74,145.61,146.21,143.08
145.21,143.77,145.56,143.57
143.10,142.67,143.54,141.58
142.74,143.05,143.66,141.52
142.84,142.07,143.58,141.50
142.33,144.51,146.72,142.33
144.13,143.37,144.95,142.94
144.00,144.95,146.22,144.00
143.98,141.04,145.58,140.14
142.16,141.09,142.86,138.25
140.29,141.87,142.36,138.88
141.90,141.69,142.83,139.85
142.87,142.08,143.37,141.23
141.69,145.31,145.31,141.20
146.15,148.97,149.27,145.54
151.12,150.08,152.62,149.35
149.58,146.84,150.29,146.62
146.36,145.98,147.88,145.36
145.00,145.06,145.74,143.52
146.92,145.60,148.00,145.57
146.03,149.17,150.14,146.03
149.26,148.70,149.60,147.91
148.40,150.90,151.34,148.40
151.17,149.00,152.28,148.90
150.00,148.75,150.65,147.64
147.50,145.70,147.50,144.64
146.69,147.39,147.91,145.15
129.86,131.27,132.13,126.29
131.24,131.42,133.56,131.08
131.86,135.11,135.34,129.81
135.09,135.44,137.68,134.87
136.39,133.21,136.68,132.88
132.67,136.57,137.71,132.67
137.91,136.88,139.00,135.57
136.30,136.82,137.66,135.94
137.41,140.12,140.49,136.24
137.71,138.00,139.17,136.25
137.71,137.15,138.68,137.01
137.01,137.32,138.21,135.85
137.20,135.56,137.20,135.33
135.94,136.00,136.58,134.23
136.31,131.39,136.71,130.23
122.50,125.65,128.89,120.65
116.61,128.78,129.45,116.61
129.44,130.09,131.36,128.55
130.28,131.08,131.45,130.00
130.77,131.52,132.23,130.30
131.70,132.40,132.46,131.14
131.45,133.01,133.16,131.41
132.01,133.52,135.38,130.88
131.28,133.39,134.55,131.28
135.03,134.93,136.21,133.93
135.29,136.02,136.09,134.23
136.42,133.18,136.47,132.73
130.85,133.36,135.19,130.85
133.27,134.29,135.08,131.90
134.35,134.83,134.92,132.65
133.91,129.72,134.50,128.53
129.49,130.08,130.84,128.08
130.61,130.86,132.32,128.96
131.18,128.19,131.29,128.07
127.79,126.18,128.59,125.99
126.14,125.52,126.57,124.79
126.44,128.22,128.48,125.99
128.64,131.83,132.39,127.39
131.44,133.89,134.55,130.98
133.85,134.67,135.04,133.03
133.50,135.11,135.64,132.96
134.54,135.18,135.38,133.26
134.18,133.22,135.54,133.18
133.11,134.58,134.91,132.65
133.34,133.05,135.09,132.92
132.45,136.36,136.82,132.41
138.80,140.00,141.10,138.70
140.06,139.61,141.28,139.09
139.55,140.29,140.30,138.80
139.85,140.75,140.76,138.81
140.36,137.50,141.23,136.66
137.80,139.59,139.61,137.64
140.15,136.09,140.15,134.96
136.56,137.53,138.23,136.21
137.16,135.75,137.89,135.12
134.83,135.48,136.89,134.68
135.18,134.81,135.18,133.00
135.24,136.69,136.98,134.71
136.78,136.22,136.78,134.31
136.08,137.02,137.13,135.50
136.98,137.43,137.56,136.19
137.14,138.21,139.37,137.02
138.63,138.41,138.96,137.78
139.19,136.87,139.19,135.96
136.44,137.83,138.70,136.04
137.20,137.82,138.54,137.14
137.74,135.44,138.22,135.40
136.45,136.42,137.51,135.97
135.99,137.72,143.94,134.46
139.07,139.44,140.28,138.00
139.12,139.74,140.05,138.25
139.90,143.61,143.70,139.50
143.60,143.05,144.85,142.74
143.25,145.18,146.45,142.95
145.55,144.91,146.31,143.41
145.00,144.75,145.70,143.57
144.28,143.44,144.78,142.67
143.21,143.77,144.14,142.88
143.73,143.05,144.23,142.40
143.26,139.86,143.72,139.71
139.47,141.16,141.21,138.92
141.50,142.74,143.00,141.50
143.19,138.83,143.23,138.83
139.53,139.18,139.95,138.47
139.28,142.60,143.53,139.00
142.82,142.34,144.33,141.94
141.71,142.68,143.61,140.54
142.09,141.75,143.08,141.01
142.62,142.84,144.61,142.43
143.65,143.51,144.14,142.85
143.96,143.72,144.37,142.76
144.36,143.85,144.66,143.36
146.45,147.56,147.75,145.31
147.67,146.90,148.17,146.18
146.97,150.59,150.68,146.61
150.97,150.91,151.03,149.51
150.27,151.02,151.96,150.09
149.48,150.10,151.38,149.43
150.45,150.44,151.00,149.00
150.96,151.71,152.17,149.95
150.81,149.71,151.36,149.00
150.20,149.35,150.47,148.84
149.78,148.28,150.66,147.87
149.16,150.27,150.58,148.35
149.46,150.96,151.50,148.63
151.19,152.92,153.12,150.15
153.19,151.09,153.74,150.67
151.17,150.39,152.17,150.23
150.81,149.53,151.47,148.84
149.68,149.84,150.29,148.75
148.17,147.88,148.55,146.20
147.71,150.28,151.00,147.63
150.40,151.21,151.76,150.33
151.64,153.22,153.65,150.36
153.63,153.01,155.17,151.99
152.36,152.90,153.66,151.06
152.90,148.88,153.44,148.50
150.39,148.16,150.50,146.86
146.76,145.49,147.43,143.82
145.63,144.18,145.67,142.93
144.71,145.37,145.45,144.05
145.60,146.16,146.79,143.32
147.14,146.88,147.20,145.01
147.53,148.09,148.50,147.21
148.20,147.35,148.41,147.11
147.45,145.31,147.61,144.80
145.60,144.87,145.93,144.05
144.93,146.80,147.09,144.74
146.73,147.00,148.15,146.05
147.62,149.02,149.99,147.62
150.89,149.50,150.99,149.43
149.54,150.30,151.00,149.01
151.00,150.13,151.00,146.25
150.27,148.50,150.66,147.84
149.04,149.87,150.97,147.99
149.80,148.84,150.20,148.65
148.85,148.11,148.85,147.29
147.89,150.08,150.21,147.88
150.08,154.69,155.97,149.90
154.95,150.65,155.43,150.17
150.69,149.83,152.28,148.81
149.47,149.84,150.99,149.33
149.82,149.42,150.20,148.96
149.29,150.01,152.16,149.10
148.68,147.85,148.68,147.31
147.62,147.00,148.17,146.33
148.03,148.26,150.80,146.89
148.09,146.92,148.14,145.94
147.35,146.10,148.96,145.20
145.62,146.10,147.16,145.13
146.42,148.88,149.27,146.16
148.50,147.76,149.51,147.55
147.17,147.45,148.32,146.23
147.68,150.72,150.73,146.71
151.07,149.86,151.60,149.37
149.85,149.99,150.88,149.38
148.70,147.51,150.05,147.35
148.63,145.23,148.63,145.04
142.92,145.68,146.58,142.92
145.54,148.78,149.70,143.02
149.93,152.24,153.44,149.48
158.56,156.85,161.50,155.44
