TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,NASDAQ
244.34,245.27,246.41,235.14
247.58,247.40,250.90,245.97
247.29,250.81,250.84,246.42
252.31,256.09,257.22,249.81
257.26,249.73,257.49,249.31
249.09,249.46,250.56,247.81
248.53,246.99,248.81,244.36
248.48,250.08,250.62,245.75
250.18,250.79,253.73,250.05
250.95,253.98,256.56,250.19
253.95,251.48,254.84,250.44
250.80,251.09,253.02,250.32
251.23,249.75,252.35,249.36
250.41,248.96,251.15,247.58
249.25,248.95,250.54,248.44
249.62,250.10,250.44,248.25
251.21,250.90,251.47,249.58
250.50,249.50,250.74,248.19
249.71,249.82,251.48,249.11
250.35,248.96,250.35,247.50
251.35,250.54,254.07,248.66
251.61,252.05,252.19,248.94
252.22,251.73,252.69,249.79
251.99,256.11,257.38,251.11
256.01,255.33,256.38,253.01
255.42,253.27,256.15,253.27
253.27,252.38,255.45,251.87
252.53,253.61,255.27,250.23
253.60,252.24,253.61,249.79
