VNO,Vornado Realty Trust Common Stock,NASDAQ
76.92,77.28,77.33,76.60
77.61,78.17,78.17,77.25
78.21,79.25,79.26,77.97
79.10,79.33,79.38,78.53
79.34,80.15,80.15,79.07
79.53,79.76,80.05,79.32
79.66,79.73,80.10,79.06
79.83,79.20,79.83,78.81
79.31,79.54,79.80,78.83
79.07,79.27,79.57,78.98
79.00,80.08,80.08,78.79
81.31,80.92,81.34,80.29
81.06,81.31,81.65,80.50
81.17,82.25,82.29,80.96
82.12,81.94,82.31,81.64
81.90,81.13,82.12,81.08
81.25,81.37,81.49,81.01
81.86,81.05,81.97,80.87
81.18,81.08,81.29,80.44
81.11,82.41,82.50,80.98
82.21,82.73,82.81,81.92
83.08,83.16,83.41,82.57
83.24,83.46,83.62,82.82
84.18,84.63,84.67,83.51
84.37,84.76,84.78,84.18
84.50,84.80,85.10,84.40
84.39,84.77,84.81,84.09
85.04,85.45,85.48,84.64
84.77,85.17,85.40,84.72
85.09,85.64,85.71,85.05
85.37,85.16,85.61,84.98
85.15,84.46,85.25,84.37
84.76,85.40,85.67,84.65
84.87,84.49,85.43,84.27
84.78,84.56,85.02,84.32
84.10,83.81,84.69,83.58
83.89,83.28,84.02,83.17
83.52,84.51,84.55,83.52
84.60,84.80,85.06,84.41
84.86,85.57,85.65,84.78
85.63,85.59,85.94,85.40
85.21,85.04,85.28,84.61
85.35,84.89,85.50,84.69
84.93,85.75,85.75,84.86
85.54,84.88,85.86,84.79
84.90,84.00,84.90,83.93
84.36,85.34,85.35,84.31
85.68,83.06,85.92,83.05
83.57,83.00,84.06,82.65
82.36,82.68,83.31,81.59
82.88,80.21,83.26,80.21
79.84,80.31,80.31,79.43
80.80,81.36,81.65,80.50
81.93,84.11,84.35,81.86
84.29,83.22,84.43,82.82
83.18,83.02,83.62,82.85
83.78,84.24,84.46,83.50
83.91,84.84,84.87,83.58
84.70,83.64,84.82,83.55
83.59,83.16,84.02,82.90
83.34,83.37,83.66,83.09
83.05,83.28,83.75,82.46
82.68,82.69,83.13,82.22
82.75,81.72,82.95,81.10
82.10,81.77,82.28,81.63
81.29,81.48,81.95,81.29
81.86,81.59,82.06,81.29
81.79,81.52,81.93,81.23
81.93,82.33,82.37,81.89
81.84,83.45,83.60,81.38
83.34,83.64,83.70,82.85
83.56,84.22,84.26,83.47
84.62,84.41,84.89,84.12
84.85,84.43,84.85,84.20
85.44,87.22,87.31,85.31
86.35,86.96,86.99,85.84
86.76,87.92,87.97,86.02
87.92,86.80,87.92,86.39
86.83,87.06,87.62,86.83
87.10,87.20,87.99,87.10
87.09,87.41,87.55,86.97
87.06,85.61,87.51,85.55
86.01,87.07,87.49,85.57
86.67,86.26,86.70,85.45
86.25,85.00,86.29,84.48
85.42,86.02,86.39,85.16
86.23,86.58,86.84,85.66
86.90,86.76,87.06,86.10
87.04,87.14,87.64,86.64
86.96,86.54,87.21,85.63
86.55,85.93,87.07,85.82
86.22,86.94,87.15,85.79
86.97,87.56,87.72,86.64
86.94,87.40,88.18,86.76
87.40,87.25,87.96,87.00
87.73,86.93,87.91,86.91
86.81,87.84,88.16,86.81
87.00,86.82,87.00,83.60
86.77,87.43,87.77,86.62
87.07,86.16,87.49,85.92
86.22,86.27,86.45,85.47
86.43,86.76,86.77,85.98
86.70,86.99,87.21,86.36
86.81,88.15,88.31,86.44
87.93,87.59,88.51,87.38
87.68,87.46,88.18,86.96
87.46,87.67,87.83,87.20
87.88,87.71,88.00,87.53
87.70,85.67,88.73,85.18
84.91,83.92,84.98,83.64
83.65,84.27,84.46,82.71
85.22,83.60,85.22,83.32
83.12,82.69,83.31,81.85
82.79,81.39,83.27,81.30
81.00,79.95,81.93,79.95
79.95,80.82,81.05,79.00
80.78,80.04,81.08,79.97
79.95,79.21,80.17,78.78
79.17,80.61,80.61,78.55
80.59,81.49,81.95,80.33
81.60,81.10,81.90,80.72
80.47,79.85,80.80,79.54
80.59,79.39,80.70,79.07
79.31,82.51,82.61,79.31
82.28,82.85,83.85,81.85
83.26,83.18,84.32,82.78
83.14,83.99,84.48,82.73
83.98,80.91,84.19,80.70
