PRPH,ProPhase Labs,NASDAQ
1.94,2.03,2.10,1.92
2.09,1.95,2.10,1.95
1.91,1.95,1.98,1.91
1.98,1.98,1.98,1.95
2.00,1.97,2.00,1.96
1.96,2.00,2.05,1.95
2.01,1.97,2.04,1.96
2.05,2.00,2.05,2.00
1.91,1.95,1.95,1.90
1.90,1.90,1.91,1.90
1.95,1.93,2.05,1.90
1.93,1.93,1.93,1.93
1.98,2.00,2.00,1.98
2.00,2.00,2.00,2.00
1.88,1.90,1.94,1.88
1.90,1.91,1.91,1.90
1.95,1.95,1.95,1.90
1.92,1.92,1.94,1.92
1.92,1.92,1.92,1.92
1.90,1.85,1.95,1.85
2.24,2.24,2.24,2.24
2.15,1.88,2.41,1.69
1.99,1.89,2.00,1.89
1.76,1.85,1.99,1.62
1.81,1.81,1.81,1.71
1.72,1.81,1.95,1.70
1.73,1.74,1.82,1.60
1.60,1.72,1.78,1.50
1.52,1.58,1.58,1.52
1.78,1.63,1.78,1.50
1.53,1.69,1.73,1.53
1.60,1.71,1.75,1.60
1.66,1.78,1.78,1.58
1.65,1.84,1.84,1.65
1.80,1.71,1.80,1.66
1.50,1.71,1.71,1.46
1.61,1.52,1.70,1.50
1.52,1.52,1.62,1.50
1.50,1.50,1.85,1.50
1.51,1.50,1.60,1.50
1.70,1.52,1.70,1.52
1.53,1.50,1.86,1.50
1.50,1.60,1.60,1.50
1.51,1.51,1.51,1.50
1.51,1.51,1.51,1.51
1.54,1.50,1.69,1.50
1.50,1.50,1.50,1.50
1.50,1.62,1.62,1.50
1.50,1.68,1.68,1.50
1.69,1.51,1.69,1.51
1.50,1.50,1.50,1.50
1.51,1.51,1.51,1.50
1.59,1.55,1.60,1.50
1.51,1.73,1.73,1.50
1.60,1.42,1.60,1.27
1.36,1.12,1.36,1.03
1.05,1.09,1.23,1.05
1.09,1.11,1.19,1.09
1.15,1.20,1.20,1.15
1.02,1.05,1.09,1.01
1.01,1.05,1.09,1.01
1.05,1.05,1.10,1.05
1.05,1.09,1.09,1.05
1.09,1.06,1.10,1.05
1.05,1.09,1.09,1.05
1.05,1.08,1.08,1.05
1.08,1.08,1.08,1.08
1.08,0.98,1.08,0.95
0.95,0.90,1.01,0.49
0.90,0.93,0.95,0.90
0.74,0.86,0.95,0.72
0.75,0.81,0.85,0.75
0.83,0.80,0.84,0.75
0.76,0.85,0.85,0.75
0.85,1.01,1.01,0.85
1.06,1.29,1.29,1.05
1.68,1.71,1.99,1.41
1.74,1.85,1.90,1.73
1.79,1.49,1.79,1.46
1.54,1.75,1.75,1.54
1.74,1.60,1.89,1.41
1.60,1.65,1.66,1.50
1.60,1.62,1.82,1.60
1.70,1.60,1.70,1.60
1.60,1.60,1.60,1.60
1.60,1.75,1.75,1.40
1.59,1.37,1.78,1.33
1.38,1.56,1.60,1.30
1.56,1.56,1.56,1.56
1.40,1.42,1.42,1.40
1.41,1.39,1.41,1.39
1.31,1.31,1.64,1.21
1.44,1.36,1.60,1.30
1.33,1.32,1.35,1.32
1.30,1.35,1.35,1.24
1.14,1.21,1.34,1.14
1.21,1.32,1.32,1.21
1.35,1.28,1.35,1.23
1.21,1.23,1.28,1.20
1.23,1.00,1.23,1.00
1.00,1.01,1.10,1.00
1.07,1.03,1.08,1.01
1.08,1.07,1.08,1.01
1.17,1.13,1.20,1.13
1.14,1.03,1.18,1.02
1.29,1.17,1.35,1.13
1.28,1.17,1.28,1.11
1.20,1.16,1.28,1.09
1.35,1.30,1.35,1.10
1.30,1.25,1.37,1.10
1.58,1.25,1.58,1.19
1.36,1.50,1.50,1.26
1.40,1.36,1.41,1.28
1.36,1.35,1.36,1.29
1.28,1.33,1.33,1.15
1.33,1.33,1.33,1.33
1.26,1.33,1.33,1.26
1.20,1.34,1.36,1.20
1.28,1.31,1.36,1.28
1.25,1.24,1.25,1.24
1.24,1.15,1.24,1.15
1.12,1.17,1.31,1.09
1.30,1.18,1.30,1.18
1.19,1.20,1.25,1.15
1.18,1.30,1.30,1.18
1.30,1.35,1.35,1.18
1.35,1.35,1.35,1.35
1.35,1.19,1.35,1.19
1.19,1.19,1.19,1.19
1.35,1.09,1.35,1.09
1.10,1.12,1.12,1.10
1.10,1.18,1.19,1.09
1.12,1.16,1.16,1.09
1.16,1.13,1.16,1.06
1.13,1.13,1.14,1.07
1.07,1.10,1.10,1.07
1.32,1.08,1.32,1.06
1.11,1.06,1.25,1.03
1.32,1.40,1.48,1.30
1.42,1.31,1.46,1.20
1.31,1.20,1.31,1.18
1.20,1.17,1.20,1.17
1.20,1.23,1.44,1.15
1.29,1.21,1.30,1.17
1.20,1.18,1.21,1.17
1.18,1.18,1.18,1.18
1.30,1.47,1.47,1.27
1.48,1.34,1.48,1.34
1.48,1.36,1.48,1.33
1.35,1.04,1.35,1.04
1.14,1.34,1.44,1.10
1.35,1.52,1.52,1.25
1.50,1.43,1.55,1.24
1.38,1.42,1.46,1.38
1.33,1.32,1.46,1.25
1.28,1.26,1.46,1.25
1.25,1.45,1.45,1.25
1.45,1.23,1.46,1.20
1.35,1.31,1.43,1.28
1.29,1.41,1.41,1.28
1.45,1.40,1.45,1.30
1.39,1.44,1.44,1.36
1.45,1.28,1.45,1.28
1.45,1.35,1.45,1.30
1.35,1.36,1.36,1.32
1.43,1.30,1.43,1.30
1.29,1.27,1.44,1.14
1.29,1.15,1.29,1.15
1.19,1.10,1.19,1.10
1.11,1.06,1.15,1.06
1.08,1.10,1.18,1.00
1.05,1.07,1.07,1.05
1.05,1.00,1.05,1.00
1.10,1.09,1.10,1.06
1.06,1.02,1.06,1.02
1.00,1.06,1.09,1.00
1.10,1.05,1.14,1.01
1.03,1.06,1.14,1.02
1.04,1.02,1.04,1.01
1.02,1.41,1.41,1.01
1.42,1.27,1.44,1.27
1.20,1.17,1.25,1.10
1.20,1.40,1.41,1.17
1.39,1.23,1.39,1.17
1.21,1.20,1.22,1.20
1.20,1.21,1.34,1.20
1.21,1.21,1.40,1.20
1.25,1.35,1.39,1.25
1.40,1.32,1.40,1.28
1.31,1.35,1.40,1.30
1.24,1.40,1.50,1.21
1.36,1.44,1.44,1.35
1.43,1.41,1.45,1.35
1.41,1.45,1.45,1.38
1.30,1.32,1.48,1.30
1.33,1.25,1.35,1.25
1.45,1.44,1.45,1.27
1.45,1.39,1.50,1.31
1.34,1.39,1.39,1.34
1.40,1.40,1.44,1.35
1.34,1.40,1.40,1.32
1.35,1.32,1.38,1.31
1.32,1.32,1.32,1.32
1.36,1.38,1.38,1.36
1.31,1.31,1.31,1.31
1.27,1.29,1.30,1.26
1.35,1.51,1.63,1.35
1.51,1.50,1.64,1.40
1.44,1.41,1.55,1.40
1.47,1.49,1.50,1.42
1.51,1.50,1.51,1.48
1.49,1.48,1.54,1.48
1.50,1.49,1.50,1.44
1.46,1.41,1.48,1.40
1.40,1.40,1.42,1.35
1.42,1.44,1.44,1.36
1.45,1.63,1.73,1.45
1.60,1.41,1.63,1.41
1.44,1.38,1.50,1.30
1.40,1.40,1.48,1.38
1.40,1.43,1.43,1.40
1.41,1.39,1.51,1.39
1.38,1.39,1.39,1.35
1.38,1.44,1.44,1.34
1.50,1.47,1.50,1.34
1.40,1.43,1.43,1.40
1.43,1.35,1.43,1.35
1.35,1.40,1.40,1.25
1.33,1.39,1.40,1.33
1.33,1.34,1.34,1.25
1.34,1.30,1.34,1.25
1.30,1.26,1.30,1.26
1.26,1.23,1.29,1.23
1.25,1.12,1.25,1.10
1.20,1.19,1.25,1.19
1.19,1.20,1.24,1.15
1.21,1.24,1.24,1.21
1.24,1.28,1.38,1.04
1.24,1.23,1.27,1.11
1.20,1.12,1.20,1.10
1.13,1.09,1.13,1.08
1.15,1.25,1.38,1.07
1.25,1.18,1.25,1.11
1.15,1.08,1.17,1.07
1.30,1.40,1.72,1.10
1.40,1.36,1.40,1.22
1.31,1.20,1.31,1.20
1.20,1.22,1.23,1.15
1.24,1.19,1.24,1.15
1.16,1.15,1.24,1.11
1.17,1.17,1.23,1.17
1.14,1.19,1.20,1.12
1.17,1.22,1.22,1.13
1.12,1.19,1.22,1.12
1.23,1.15,1.23,1.15
1.13,1.07,1.15,1.07
1.10,1.10,1.19,1.10
1.08,1.13,1.14,1.08
1.07,1.14,1.15,1.07
1.08,1.12,1.14,1.07
1.07,1.14,1.14,1.07
1.12,1.08,1.14,1.08
1.07,1.08,1.15,1.07
1.07,1.07,1.08,1.07
1.08,1.06,1.10,1.06
1.06,1.10,1.10,1.04
1.10,1.04,1.10,1.04
1.04,0.99,1.10,0.82
0.99,0.99,1.04,0.99
0.99,0.99,0.99,0.99
1.01,0.93,1.10,0.92
0.93,0.99,1.02,0.93
0.99,1.00,1.00,0.99
0.99,1.06,1.07,0.92
1.01,1.10,1.10,0.97
1.10,1.17,1.17,1.09
1.21,1.08,1.21,1.07
1.08,0.90,1.10,0.90
0.97,0.95,1.02,0.90
1.00,0.98,1.00,0.90
0.99,0.94,1.00,0.94
0.94,0.94,0.95,0.94
0.94,0.90,0.95,0.88
0.90,0.91,0.91,0.90
0.90,0.90,0.91,0.90
0.90,0.90,0.90,0.90
0.91,0.92,0.94,0.90
0.94,0.91,0.95,0.91
0.95,0.90,0.95,0.90
0.80,0.92,0.92,0.80
0.92,0.92,0.92,0.92
0.86,0.88,0.88,0.80
0.83,0.82,0.87,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.85,0.82
0.82,0.82,0.82,0.82
0.82,0.83,0.83,0.82
0.83,0.84,0.88,0.83
0.85,0.84,0.85,0.84
0.87,0.84,0.87,0.84
0.83,0.85,0.85,0.83
0.85,0.83,0.85,0.83
0.83,0.82,0.83,0.82
0.83,0.83,0.83,0.83
0.79,0.84,0.86,0.79
0.80,0.83,0.83,0.80
0.83,0.82,0.84,0.82
0.82,0.82,0.82,0.82
0.82,0.83,0.84,0.82
0.83,0.83,0.83,0.83
0.86,0.85,0.92,0.83
0.83,0.82,0.83,0.82
0.81,0.81,0.81,0.81
0.82,0.82,0.82,0.82
0.82,0.83,0.83,0.82
0.82,0.82,0.84,0.82
0.95,0.85,0.95,0.82
0.82,0.82,0.83,0.82
0.84,0.84,0.84,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.85,0.82
0.82,0.82,0.85,0.82
0.93,0.86,0.93,0.86
0.85,0.86,0.92,0.85
0.82,0.84,0.84,0.82
0.84,0.84,0.84,0.84
0.85,0.82,0.85,0.82
0.84,0.83,0.84,0.82
0.90,0.88,0.95,0.86
0.90,0.83,1.00,0.82
0.85,0.82,0.85,0.82
0.82,0.87,0.94,0.82
0.83,0.90,0.90,0.83
0.86,0.83,0.86,0.82
0.82,0.82,0.82,0.82
0.80,0.79,0.81,0.71
0.71,0.78,0.92,0.70
0.90,0.80,0.91,0.80
0.84,0.82,0.84,0.82
0.82,0.82,0.82,0.82
0.82,0.90,0.90,0.82
0.89,0.88,0.89,0.83
0.82,0.82,0.87,0.82
0.82,0.82,0.82,0.82
0.85,0.85,0.85,0.85
0.83,0.83,0.83,0.83
0.90,0.89,0.90,0.83
0.83,0.83,0.83,0.83
0.82,0.82,0.82,0.82
0.88,0.84,0.89,0.82
0.82,0.82,0.84,0.82
0.82,0.82,0.82,0.82
0.79,0.83,0.83,0.79
0.86,0.90,0.90,0.86
0.83,0.82,0.83,0.82
0.84,0.90,0.90,0.82
0.90,0.90,0.90,0.82
0.83,0.85,0.89,0.83
0.87,0.85,0.90,0.82
0.90,0.83,0.90,0.82
0.87,0.90,0.90,0.87
0.90,0.84,0.91,0.82
0.90,0.85,0.90,0.82
0.85,0.85,0.85,0.85
0.84,0.82,0.84,0.82
0.80,0.81,0.81,0.80
0.80,0.75,0.80,0.64
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.73
0.79,0.77,0.79,0.77
0.78,0.77,0.78,0.77
0.77,0.93,0.93,0.77
0.83,0.77,0.83,0.77
0.77,0.77,0.77,0.77
0.77,0.77,0.77,0.77
0.77,0.88,0.88,0.75
0.77,0.83,0.83,0.77
0.77,0.88,0.88,0.76
0.80,0.76,0.80,0.76
0.76,0.75,0.76,0.75
0.80,0.79,0.80,0.79
0.79,0.85,0.89,0.79
0.79,0.85,0.85,0.79
0.89,0.81,0.89,0.81
0.81,0.80,0.81,0.80
0.81,0.80,0.81,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.87,0.87,0.80
0.80,0.80,0.80,0.80
0.81,0.81,0.84,0.81
0.81,0.81,0.81,0.81
0.81,0.84,0.84,0.80
0.88,0.88,0.88,0.88
0.86,0.81,0.86,0.81
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.79,0.83,0.84,0.79
0.87,0.81,0.87,0.81
0.86,0.83,0.87,0.83
0.82,0.88,0.88,0.82
0.88,0.83,0.88,0.83
0.87,0.88,0.88,0.85
0.83,0.88,0.88,0.83
0.88,0.90,0.96,0.87
0.98,1.05,1.10,0.96
1.10,1.26,1.38,1.10
1.36,1.44,1.59,1.03
1.49,1.44,1.50,1.44
1.25,1.36,1.45,1.25
1.35,1.38,1.38,1.25
1.32,1.31,1.50,1.26
1.35,1.46,1.47,1.35
1.47,1.35,1.49,1.30
1.40,1.36,1.40,1.25
1.34,1.35,1.35,1.25
1.25,1.22,1.34,1.14
1.26,1.19,1.35,1.19
1.22,1.23,1.35,1.18
1.15,1.12,1.20,1.09
1.10,1.10,1.23,1.08
1.15,1.07,1.16,1.05
1.11,1.17,1.17,1.11
1.11,1.13,1.13,1.11
1.11,1.13,1.13,1.11
1.12,1.17,1.17,1.12
1.14,1.18,1.18,1.13
1.18,1.29,1.36,1.18
1.17,1.18,1.36,1.15
1.17,1.12,1.17,1.12
1.12,1.15,1.16,1.12
1.19,1.21,1.21,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.17,1.15
1.16,1.15,1.17,1.15
1.16,1.22,1.29,1.16
1.15,1.20,1.22,1.15
1.27,1.13,1.27,1.13
1.14,1.19,1.19,1.14
1.14,1.14,1.14,1.14
1.20,1.20,1.20,1.17
1.20,1.21,1.21,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.20,1.17,1.20,1.17
1.17,1.18,1.20,1.17
1.19,1.17,1.19,1.17
1.20,1.17,1.20,1.17
1.22,1.19,1.23,1.19
1.21,1.18,1.23,1.15
1.18,1.20,1.20,1.17
1.18,1.22,1.22,1.15
1.20,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.19,1.14,1.19,1.14
1.14,1.15,1.19,1.14
1.15,1.18,1.18,1.15
1.16,1.11,1.16,1.11
1.11,1.10,1.11,1.10
1.12,1.10,1.12,1.10
1.11,1.07,1.11,1.05
1.07,1.05,1.07,1.05
1.05,1.05,1.05,1.05
1.08,1.05,1.08,1.05
1.07,1.05,1.08,1.04
1.05,1.06,1.12,1.03
1.05,1.03,1.08,1.02
1.03,1.02,1.03,1.01
1.02,1.05,1.07,1.00
1.06,1.06,1.07,1.06
1.06,1.06,1.07,1.06
1.19,1.12,1.23,1.10
1.13,1.00,1.23,0.92
1.01,1.01,1.19,1.01
1.13,1.05,1.15,1.05
1.08,1.13,1.13,1.04
1.24,1.21,1.24,1.15
1.21,1.12,1.21,1.08
1.08,1.08,1.10,1.08
1.10,1.02,1.10,1.01
1.05,1.08,1.08,1.02
1.03,1.04,1.07,1.03
1.05,1.12,1.20,1.04
1.12,1.04,1.12,1.04
1.04,1.03,1.04,1.03
1.03,1.06,1.06,0.98
1.02,1.01,1.05,1.01
1.01,1.00,1.05,1.00
1.01,1.00,1.01,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,0.90,1.04,0.85
0.94,0.94,0.94,0.94
0.94,0.94,0.94,0.94
0.94,0.97,0.97,0.94
0.97,0.97,0.97,0.97
0.94,0.95,0.96,0.94
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.97,0.97,0.95
0.95,0.96,0.96,0.95
0.95,0.94,0.95,0.94
0.94,0.94,0.94,0.94
0.94,0.93,0.94,0.84
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.88
1.00,1.01,1.01,0.94
1.01,1.02,1.02,1.01
1.03,1.03,1.03,1.01
1.01,1.03,1.03,1.01
1.05,1.03,1.05,1.01
1.03,1.03,1.03,1.03
1.01,1.04,1.04,1.01
1.04,1.04,1.04,1.04
1.05,1.05,1.05,1.05
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.00,1.01,1.00
1.00,1.00,1.00,1.00
0.94,0.65,0.94,0.53
1.00,1.00,1.00,0.82
0.95,0.92,1.00,0.92
0.92,1.00,1.05,0.92
1.05,1.05,1.05,1.01
1.05,1.03,1.08,1.00
1.03,1.10,1.10,1.02
1.04,1.12,1.12,1.04
1.20,1.08,1.20,1.05
1.08,1.04,1.19,1.04
1.15,1.06,1.15,1.05
1.06,1.05,1.06,1.05
1.04,1.09,1.09,1.04
1.09,1.09,1.09,1.09
1.04,1.04,1.04,1.04
1.04,1.07,1.09,1.00
1.02,1.05,1.05,0.99
1.00,1.05,1.05,1.00
1.05,1.00,1.05,1.00
1.00,1.01,1.01,1.00
1.01,1.14,1.14,1.01
1.14,1.10,1.14,1.10
1.02,1.03,1.03,1.02
1.01,1.00,1.02,1.00
0.99,1.02,1.02,0.99
1.02,1.12,1.12,1.01
0.98,0.98,0.98,0.98
1.00,1.13,1.13,1.00
1.10,1.08,1.10,1.00
1.08,1.05,1.10,1.04
1.07,1.09,1.09,1.07
1.09,1.09,1.09,1.09
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.04
1.06,1.03,1.06,1.03
1.10,1.08,1.10,1.08
1.09,1.09,1.09,1.09
1.05,1.05,1.05,1.05
1.10,1.07,1.13,1.06
1.12,1.15,1.15,1.12
1.16,1.20,1.20,1.16
1.20,1.17,1.20,1.17
1.18,1.18,1.18,1.18
1.17,1.18,1.18,1.17
1.23,1.17,1.23,1.17
1.15,1.23,1.23,1.14
1.23,1.25,1.25,1.23
1.25,1.25,1.25,1.24
1.25,1.25,1.25,1.25
1.09,1.17,1.25,1.05
1.12,1.11,1.24,1.11
1.10,1.05,1.13,1.05
1.05,1.04,1.05,1.04
1.05,1.05,1.05,1.04
1.16,1.25,1.25,1.15
1.25,1.20,1.25,1.20
1.20,1.20,1.21,1.20
1.20,1.00,1.24,1.00
1.14,1.17,1.23,1.14
1.20,1.21,1.21,1.20
1.20,1.20,1.20,1.00
1.11,1.17,1.17,1.07
1.12,1.12,1.12,1.12
1.07,1.06,1.07,1.06
1.07,1.04,1.07,1.04
1.08,1.08,1.08,1.05
1.07,1.09,1.09,1.04
1.05,1.04,1.06,1.04
1.04,1.06,1.06,1.04
1.04,1.07,1.07,1.04
1.05,1.05,1.05,1.04
1.05,1.04,1.05,1.01
1.04,1.04,1.04,1.04
1.10,1.10,1.10,1.10
1.05,1.01,1.05,1.01
1.01,1.02,1.02,1.01
1.03,1.03,1.03,1.03
1.02,1.01,1.03,1.00
1.01,1.01,1.01,1.01
1.06,1.06,1.06,1.06
1.05,1.00,1.07,1.00
1.04,1.04,1.10,1.04
1.07,1.06,1.07,1.06
1.11,1.17,1.25,1.10
1.23,1.25,1.26,1.23
1.26,1.20,1.26,1.20
1.17,1.20,1.20,1.17
1.25,1.29,1.29,1.22
1.25,1.19,1.40,1.18
1.24,1.35,1.39,1.24
1.40,1.44,1.56,1.40
1.42,1.37,1.42,1.36
1.37,1.36,1.41,1.36
1.35,1.41,1.41,1.30
1.41,1.41,1.41,1.41
1.40,1.39,1.40,1.39
1.37,1.32,1.39,1.32
1.25,1.25,1.25,1.25
1.29,1.29,1.29,1.29
1.40,1.25,1.40,1.25
1.26,1.25,1.26,1.25
1.25,1.24,1.25,1.20
1.39,1.39,1.39,1.37
1.37,1.37,1.37,1.37
1.35,1.35,1.40,1.35
1.53,1.50,1.56,1.45
1.53,1.60,1.70,1.53
1.60,1.60,1.67,1.59
1.65,1.61,1.65,1.61
1.66,1.60,1.67,1.60
1.62,1.65,1.65,1.62
1.62,1.62,1.62,1.62
1.61,1.60,1.61,1.60
1.60,1.60,1.60,1.60
1.63,1.58,1.66,1.58
1.58,1.58,1.58,1.58
1.55,1.58,1.58,1.55
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.56,1.59,1.65,1.56
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.60,1.56,1.60,1.56
1.65,1.56,1.65,1.56
1.56,1.56,1.56,1.56
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.56,1.56,1.56,1.56
1.56,1.56,1.60,1.56
1.59,1.68,1.69,1.45
1.67,1.65,1.67,1.61
1.61,1.56,1.62,1.56
1.56,1.46,1.56,1.45
1.46,1.46,1.46,1.46
1.47,1.37,1.47,1.37
1.37,1.37,1.41,1.37
1.40,1.42,1.42,1.37
1.47,1.57,1.66,1.46
1.55,1.59,1.60,1.55
1.59,1.57,1.60,1.42
1.47,1.50,1.55,1.45
1.50,1.55,1.57,1.49
1.59,1.56,1.60,1.55
1.60,1.59,1.60,1.59
1.60,1.53,1.60,1.52
1.46,1.43,1.49,1.43
1.42,1.43,1.63,1.42
1.44,1.50,1.50,1.44
1.50,1.50,1.50,1.50
1.50,1.59,1.60,1.45
1.48,1.45,1.48,1.42
1.50,1.39,1.52,1.37
1.37,1.47,1.47,1.37
1.37,1.36,1.39,1.30
1.36,1.39,1.40,1.36
1.40,1.37,1.45,1.36
1.41,1.40,1.41,1.34
1.32,1.33,1.38,1.32
1.32,1.36,1.59,1.30
1.44,1.40,1.44,1.37
1.41,1.41,1.41,1.41
1.40,1.41,1.48,1.40
1.46,1.47,1.56,1.40
1.47,1.47,1.47,1.47
1.49,1.40,1.50,1.40
1.41,1.41,1.45,1.41
1.40,1.41,1.45,1.40
1.45,1.45,1.49,1.45
1.51,1.50,1.51,1.50
1.53,1.56,1.69,1.53
1.54,1.52,1.57,1.50
1.55,1.56,1.59,1.47
1.47,1.66,1.69,1.47
1.54,1.53,1.57,1.51
1.50,1.50,1.56,1.50
1.51,1.51,1.51,1.51
1.53,1.51,1.64,1.51
1.64,1.51,1.64,1.50
1.64,1.61,1.70,1.60
1.56,1.68,1.68,1.52
1.68,1.77,1.79,1.68
1.69,1.70,1.79,1.67
1.54,1.60,1.63,1.35
1.60,1.60,1.60,1.60
1.53,1.59,1.59,1.53
1.59,1.62,1.64,1.59
1.60,1.57,1.61,1.55
1.55,1.54,1.59,1.53
1.53,1.62,1.63,1.53
1.55,1.55,1.55,1.55
1.70,1.60,1.70,1.60
1.60,1.59,1.60,1.56
1.60,1.66,1.66,1.60
1.57,1.56,1.57,1.55
1.55,1.55,1.55,1.55
1.56,1.75,1.77,1.56
1.76,2.25,2.25,1.74
2.25,1.80,2.25,1.59
1.79,1.80,1.90,1.77
1.73,1.68,1.75,1.66
1.68,1.80,1.80,1.66
1.80,1.78,1.80,1.74
1.79,1.74,1.79,1.69
1.76,1.73,1.78,1.72
1.73,1.79,1.79,1.72
1.80,1.80,1.80,1.78
1.76,1.76,1.76,1.70
1.81,1.78,1.81,1.78
1.78,1.70,1.78,1.70
1.74,1.71,1.74,1.71
1.70,1.70,1.78,1.70
1.76,1.76,1.76,1.76
1.81,1.74,1.81,1.70
1.74,1.70,1.75,1.69
1.69,1.73,1.86,1.69
1.79,1.79,1.85,1.79
1.79,1.79,1.79,1.79
1.79,1.76,1.79,1.70
1.77,1.69,1.77,1.69
1.69,1.69,1.71,1.60
1.66,1.59,1.66,1.57
1.61,1.60,1.61,1.60
1.61,1.61,1.62,1.61
1.62,1.65,1.66,1.62
1.66,1.51,1.68,1.51
1.52,1.56,1.58,1.52
1.53,1.48,1.54,1.48
1.50,1.60,1.65,1.48
1.64,1.61,1.65,1.61
1.58,1.58,1.60,1.58
1.58,1.55,1.58,1.55
1.58,1.58,1.60,1.56
1.58,1.53,1.58,1.53
1.51,1.52,1.58,1.48
1.50,1.50,1.50,1.50
1.48,1.55,1.55,1.48
1.52,1.51,1.52,1.49
1.48,1.43,1.51,1.42
1.42,1.45,1.49,1.42
1.47,1.58,1.58,1.42
1.43,1.46,1.46,1.42
1.46,1.45,1.57,1.44
1.46,1.46,1.58,1.45
1.44,1.47,1.47,1.44
1.46,1.62,1.62,1.46
1.57,1.56,1.64,1.55
1.58,1.60,1.65,1.58
1.61,1.60,1.61,1.60
1.60,1.56,1.60,1.55
1.57,1.57,1.57,1.57
1.58,1.57,1.61,1.57
1.58,1.60,1.60,1.58
1.57,1.57,1.57,1.57
1.58,1.58,1.58,1.58
1.53,1.43,1.58,1.42
1.46,1.60,1.60,1.46
1.58,1.47,1.60,1.47
1.65,1.58,1.70,1.42
1.59,1.57,1.59,1.57
1.51,1.58,1.60,1.46
1.59,1.60,1.62,1.55
1.60,1.55,1.60,1.55
1.59,1.59,1.60,1.54
1.58,1.56,1.58,1.50
1.53,1.53,1.53,1.52
1.53,1.51,1.53,1.51
1.48,1.49,1.50,1.42
1.44,1.42,1.48,1.42
1.42,1.54,1.54,1.42
1.51,1.51,1.57,1.51
1.51,1.54,1.57,1.51
1.55,1.56,1.56,1.53
1.58,1.57,1.59,1.57
1.57,1.53,1.57,1.52
1.52,1.55,1.55,1.52
1.55,1.59,1.59,1.55
1.55,1.60,1.62,1.55
