CRR,Carbo Ceramics,NASDAQ
71.93,72.62,72.95,70.37
72.84,72.29,74.64,71.98
73.43,77.19,77.38,73.43
76.99,75.81,77.40,75.75
75.55,75.73,76.28,74.99
76.46,79.00,79.33,76.12
78.80,79.55,79.77,77.95
80.70,80.54,80.89,79.23
80.11,78.56,80.39,78.29
79.02,79.60,80.02,78.86
80.48,80.04,81.69,79.33
80.33,81.22,81.89,80.14
82.04,82.09,82.46,81.36
81.98,81.30,82.30,80.98
80.69,82.33,82.58,79.93
82.04,79.79,82.50,79.14
80.48,79.20,80.53,78.23
79.40,81.88,82.01,78.36
81.84,80.93,82.11,80.84
80.81,79.75,82.15,79.50
79.36,78.98,80.41,78.82
80.31,82.27,82.32,79.85
82.30,81.55,82.84,81.13
81.83,83.81,83.92,80.07
83.70,82.88,84.09,82.29
83.45,81.00,83.45,80.25
81.82,78.35,81.82,78.10
78.00,77.98,78.41,76.35
78.76,79.44,79.72,77.94
78.98,80.04,81.22,78.94
80.33,78.38,80.49,77.69
78.17,79.09,79.46,77.49
79.26,78.76,79.52,77.91
78.38,78.72,79.49,76.90
79.15,79.78,80.26,78.80
79.82,79.48,80.30,78.76
79.97,81.03,81.43,78.99
81.16,81.45,82.49,80.84
80.25,80.78,82.05,79.98
81.14,84.58,84.81,81.06
84.73,84.96,85.65,83.15
85.31,85.95,86.10,84.69
86.65,85.44,87.62,85.27
85.01,84.37,85.83,84.28
83.93,86.05,86.12,83.06
87.03,83.94,87.07,82.00
84.01,83.77,84.92,83.30
84.39,83.77,85.48,83.20
84.57,84.51,84.77,83.42
85.00,85.61,85.82,83.93
87.01,88.31,88.59,86.76
88.27,87.11,88.31,86.47
86.59,88.28,88.81,86.21
88.67,87.59,89.64,86.89
87.84,90.05,90.18,87.58
89.56,90.54,91.44,89.56
89.35,89.22,90.16,87.68
89.67,89.41,90.01,88.76
88.40,87.03,88.59,86.07
86.97,88.91,89.17,86.97
90.11,90.64,91.19,89.18
90.44,93.15,93.34,90.44
92.61,94.10,94.15,91.55
92.93,93.07,93.42,91.48
93.77,95.48,96.46,93.58
94.83,95.02,95.99,94.45
94.25,96.11,96.29,93.84
94.96,97.15,97.66,94.82
98.94,100.72,101.62,98.38
99.98,99.85,100.62,99.09
99.42,99.19,100.66,98.36
98.90,102.11,102.29,98.79
103.07,103.39,103.95,101.21
103.60,102.80,104.85,102.61
103.65,102.33,103.65,101.43
102.28,102.21,102.55,101.59
102.88,103.19,104.85,102.32
103.70,103.19,104.62,102.60
103.14,101.47,103.46,101.19
99.93,99.20,100.86,98.79
99.07,96.01,99.26,96.00
96.61,97.55,97.79,95.32
97.92,99.99,100.82,97.73
100.05,99.93,101.04,99.74
101.61,102.72,103.42,100.02
102.54,101.04,102.54,100.62
101.19,102.16,102.99,101.19
102.41,103.81,104.49,101.98
103.66,103.71,104.35,103.46
103.69,103.54,105.00,103.50
104.54,103.66,104.94,103.64
103.75,101.34,103.94,100.30
101.17,101.75,102.40,100.48
101.82,98.80,101.82,97.73
99.12,99.31,99.57,98.21
98.77,98.93,99.42,98.04
99.41,101.40,101.51,99.40
102.24,103.21,103.39,101.77
103.05,102.73,103.08,102.00
102.52,103.49,103.73,102.30
103.38,104.30,104.42,102.61
104.06,103.27,104.50,102.85
102.56,101.71,102.56,99.55
101.98,100.69,103.29,99.92
100.76,101.37,102.69,99.75
101.15,100.17,101.43,97.93
100.51,103.76,104.65,100.40
105.01,110.22,111.30,105.01
111.00,113.61,114.25,109.74
114.64,115.16,116.96,113.58
115.92,114.58,116.05,114.30
114.50,114.33,115.98,113.59
114.09,117.18,117.56,113.28
117.42,114.63,117.42,114.09
114.88,115.13,117.33,114.20
115.03,118.74,118.88,113.65
118.76,119.50,119.63,117.29
118.81,119.98,120.00,117.77
119.94,121.18,122.28,119.76
121.40,121.26,121.91,120.55
120.97,120.70,121.71,119.61
120.78,122.82,122.99,120.66
122.59,124.07,124.53,122.11
124.72,120.00,124.79,118.40
119.81,118.39,121.58,117.92
118.11,115.85,118.70,114.46
116.00,116.27,117.14,115.23
116.55,119.57,119.58,116.37
120.75,123.97,124.46,120.75
124.01,117.68,126.05,117.37
118.01,121.54,121.76,115.38
122.58,119.05,122.76,117.89
119.36,122.90,122.95,118.50
122.92,125.14,128.84,122.92
124.95,122.07,124.95,120.67
122.00,121.03,123.31,120.82
119.74,117.48,119.74,115.20
115.85,114.99,117.00,114.34
114.24,118.30,118.89,112.22
115.84,117.95,119.48,113.24
117.95,114.76,119.52,114.57
115.97,122.18,123.40,115.33
123.06,124.82,125.62,122.36
125.50,131.54,131.61,125.50
132.08,131.08,132.42,130.07
131.50,132.79,133.17,129.75
133.37,133.12,134.54,131.68
133.50,134.95,138.26,133.50
134.91,135.98,137.63,134.81
135.72,138.94,139.23,133.80
139.70,139.77,140.17,139.07
140.38,141.12,141.78,139.72
141.77,139.62,143.12,139.37
140.84,142.53,143.85,140.66
142.58,138.56,142.58,137.01
139.33,135.62,140.60,133.53
135.68,135.55,136.24,133.28
136.15,134.87,139.51,134.24
135.44,132.12,136.36,130.82
130.80,127.54,130.80,125.25
128.70,127.74,129.00,126.13
127.22,128.52,128.60,126.16
128.75,132.82,133.00,127.03
132.29,130.04,132.29,128.10
130.06,134.26,134.91,129.56
136.36,135.07,137.50,134.45
136.57,139.43,141.09,136.05
140.40,139.04,140.90,136.38
139.16,140.72,141.87,138.13
141.14,141.43,142.94,138.00
148.57,162.52,169.34,148.52
162.09,160.94,164.89,160.17
161.85,154.56,163.48,153.76
153.94,153.67,155.29,151.70
153.52,150.93,153.58,149.50
148.61,147.76,152.13,146.01
148.81,148.78,152.44,146.37
149.92,161.11,162.38,149.00
161.57,159.12,162.44,155.49
158.96,154.24,158.96,152.26
154.25,152.94,155.32,150.64
153.42,153.53,155.81,151.22
152.73,152.20,157.49,151.01
151.41,152.23,156.91,149.64
152.53,149.23,154.84,148.36
149.99,152.12,152.50,148.13
151.43,150.94,153.00,148.58
149.19,146.55,149.19,144.08
149.37,146.75,151.95,146.20
145.80,152.79,153.88,145.80
151.60,152.00,152.70,149.68
153.26,151.21,155.69,150.10
154.00,150.27,155.44,148.82
150.08,148.08,153.55,147.51
147.33,150.73,152.14,147.25
148.60,148.95,150.57,146.09
149.98,145.46,151.42,145.07
146.76,145.14,148.05,143.29
144.92,147.22,149.57,143.91
147.75,146.48,148.15,145.49
145.41,145.09,147.36,144.92
145.12,139.76,145.29,137.15
142.07,145.28,145.89,140.57
143.36,144.65,147.33,142.73
144.65,143.81,146.85,142.07
144.52,142.11,144.70,141.69
141.30,143.92,145.15,141.00
145.00,148.10,150.27,144.41
147.47,148.92,155.47,147.42
146.42,148.44,148.89,142.17
148.40,149.84,152.49,146.85
149.40,152.18,153.85,148.00
153.25,159.51,160.02,152.58
160.63,160.70,163.75,159.48
162.12,162.95,164.98,161.53
163.70,163.56,164.33,161.03
164.99,168.04,169.92,164.06
167.87,171.47,171.74,165.29
173.65,167.32,176.57,165.72
165.10,168.52,168.87,164.00
166.80,164.18,168.49,163.78
163.39,164.11,167.32,163.08
165.00,165.91,172.20,165.00
167.42,164.49,168.95,163.91
166.59,172.59,172.74,166.09
172.72,170.43,174.13,168.86
171.74,175.07,175.90,171.40
176.65,174.65,176.65,171.76
176.04,177.19,179.81,174.75
178.01,180.00,180.17,176.50
178.52,180.25,183.34,177.27
180.49,179.63,181.91,178.34
179.38,172.86,180.56,172.17
166.47,161.22,167.17,159.12
158.08,156.07,160.71,154.69
159.15,154.14,161.02,152.54
152.87,145.86,155.18,145.77
146.02,146.07,146.87,136.81
143.56,133.85,144.96,133.29
134.81,134.86,137.94,126.00
125.08,120.83,131.08,119.38
123.55,129.79,130.00,120.18
127.15,129.64,137.05,124.68
130.66,138.53,140.07,129.64
138.50,140.16,141.33,136.64
141.64,147.36,147.71,141.37
145.15,145.41,148.44,143.62
147.48,146.40,149.98,145.57
140.40,134.73,141.58,133.17
132.45,129.80,136.82,128.96
134.20,130.81,136.48,130.10
132.52,141.92,142.03,131.27
141.82,143.91,144.85,139.70
145.01,141.63,147.17,141.07
140.31,147.84,147.90,139.33
154.50,155.74,156.09,151.33
155.72,157.15,158.17,153.91
158.61,160.15,163.27,157.44
159.95,152.44,161.37,152.04
148.74,146.66,151.09,144.29
141.96,145.97,146.45,140.00
147.54,149.26,149.34,143.65
147.38,147.46,151.04,146.09
145.01,143.93,148.26,141.51
140.86,146.37,146.99,140.86
146.85,147.31,147.99,143.57
148.29,152.75,154.94,145.90
154.61,154.57,156.02,150.24
155.20,156.78,160.16,153.32
152.72,153.68,155.57,149.74
154.87,152.38,158.50,152.21
151.61,148.04,155.49,147.66
140.32,126.43,142.13,124.54
125.00,118.75,126.09,117.20
120.93,128.35,128.80,115.25
132.99,128.54,135.36,127.76
129.77,116.32,129.77,115.19
120.25,106.60,121.22,103.66
102.51,102.53,109.20,101.28
101.20,94.18,101.33,93.97
92.88,101.65,101.92,90.41
100.48,110.17,112.29,98.35
110.89,116.44,116.84,106.71
116.69,110.64,116.97,109.10
114.39,115.36,120.89,113.00
113.16,114.68,117.63,112.21
117.22,116.99,121.35,113.69
115.47,116.82,117.33,111.86
119.27,118.81,120.25,116.31
119.03,111.30,119.03,110.29
110.73,116.20,116.99,107.51
115.28,114.30,117.89,113.00
113.12,113.93,115.16,108.45
115.32,115.39,117.24,112.67
115.54,117.53,118.03,114.23
117.88,114.92,117.88,113.31
117.84,123.62,124.12,114.55
137.55,141.74,148.40,135.02
148.02,142.40,151.38,141.38
140.22,135.85,140.66,135.79
126.67,133.76,137.55,125.10
138.59,139.48,139.79,135.16
140.23,146.76,147.30,137.25
146.05,148.35,149.42,143.55
147.81,149.08,152.15,146.00
151.17,152.02,152.34,146.50
149.77,143.92,149.79,142.06
145.50,149.00,152.50,143.60
150.88,153.07,156.24,149.72
155.22,152.72,155.84,148.74
152.00,154.16,156.39,149.04
153.47,155.94,162.36,152.93
155.34,146.83,155.47,145.00
148.65,144.78,149.05,141.49
141.69,140.96,143.32,139.00
140.88,139.79,142.99,138.62
137.48,132.50,137.90,132.35
131.43,130.94,134.14,130.82
136.40,136.96,140.63,135.36
137.63,134.63,137.63,134.30
141.98,142.32,143.25,140.29
141.49,144.01,145.59,140.41
145.86,140.08,147.01,139.26
142.90,141.49,143.88,140.16
141.70,138.67,142.75,137.49
137.67,134.90,137.67,132.37
134.33,134.90,137.62,133.61
134.97,141.24,141.79,134.74
139.41,138.15,139.41,135.01
140.18,136.12,141.20,134.39
134.33,127.37,135.24,125.48
130.14,121.35,131.08,120.58
122.92,126.70,126.83,121.60
127.53,122.13,127.53,121.58
125.99,127.56,128.22,125.12
127.39,127.27,127.96,123.57
128.07,126.04,129.13,125.06
126.49,128.90,128.93,125.32
129.01,128.62,129.91,127.70
128.26,123.48,128.80,123.29
123.50,126.16,126.86,123.50
125.91,123.33,125.95,123.25
127.31,123.43,128.01,122.20
122.42,124.75,128.51,121.27
123.34,125.50,126.28,122.95
126.13,125.90,127.35,125.31
126.11,130.11,130.48,125.65
132.57,130.95,135.00,129.64
129.84,125.23,130.60,125.01
126.01,123.39,126.53,122.85
122.01,119.63,122.52,118.14
121.84,117.45,122.32,116.24
117.31,122.82,123.54,117.00
123.00,128.25,131.30,123.00
128.22,128.00,129.77,126.64
128.01,127.25,129.99,125.58
125.62,133.99,134.69,124.59
134.01,131.03,134.26,128.98
108.08,104.00,117.21,103.11
103.43,102.07,105.23,98.82
100.97,98.03,101.10,98.00
99.60,97.25,99.85,95.54
99.00,98.44,99.85,96.34
99.02,102.99,103.07,97.83
105.09,100.26,105.60,99.70
99.80,98.85,100.31,98.13
98.13,95.89,98.50,91.50
95.89,90.46,96.93,89.76
91.17,90.40,91.38,89.54
88.99,85.94,90.00,85.72
85.91,88.64,89.27,85.68
88.61,87.07,89.12,86.60
87.50,89.58,90.47,85.80
89.79,91.47,93.46,88.55
92.40,90.92,93.24,90.55
91.00,92.08,92.34,90.93
93.05,94.20,94.76,92.41
94.70,94.91,95.33,93.10
95.44,92.37,96.03,91.80
92.12,93.92,95.95,91.00
94.50,92.61,95.98,91.99
93.58,91.65,94.66,90.50
91.47,88.84,91.80,87.83
88.77,89.48,90.39,87.51
89.03,89.63,89.91,86.34
88.48,91.01,93.73,86.50
92.14,98.28,98.95,91.33
100.07,99.56,101.71,96.68
101.10,98.00,101.50,97.47
101.60,102.23,102.65,99.04
102.79,102.72,103.33,100.00
103.03,103.10,103.78,102.37
103.25,103.95,104.30,101.34
104.39,108.04,108.04,102.63
108.18,109.75,110.66,105.03
109.19,105.75,109.27,105.02
104.99,99.28,105.00,95.76
98.09,97.60,99.34,94.98
97.54,101.77,102.71,97.47
102.51,102.89,104.20,102.08
102.82,103.18,104.20,101.78
103.79,101.70,103.80,100.41
100.90,101.95,103.18,100.05
102.06,105.45,106.51,102.02
103.67,103.52,104.84,101.74
103.45,104.39,104.49,102.87
102.67,101.49,104.00,100.84
101.50,100.35,103.50,99.61
98.10,100.02,100.74,97.50
99.81,96.55,100.53,95.57
98.56,94.17,98.56,93.03
94.27,95.65,96.80,94.01
95.40,93.75,96.06,92.83
94.09,90.60,94.09,88.60
91.09,88.80,91.90,88.31
88.00,88.25,89.00,87.30
87.98,89.70,90.94,87.79
90.26,86.48,93.56,86.20
85.19,86.71,87.10,84.36
86.90,87.69,88.11,85.86
88.63,89.00,89.51,87.68
88.41,86.81,93.51,86.00
86.86,83.18,87.19,82.16
83.00,84.09,84.47,82.21
84.50,84.30,86.30,83.51
83.86,84.57,85.04,83.65
84.81,82.20,84.98,81.56
81.51,81.60,81.95,81.00
81.00,81.83,82.36,80.45
80.98,82.84,83.47,80.43
81.95,83.64,84.33,81.03
83.81,82.78,84.99,82.50
82.11,82.17,84.43,81.77
81.27,82.34,83.19,80.94
82.25,81.78,83.72,81.34
82.20,81.74,83.71,81.67
81.77,81.02,82.36,80.24
81.65,81.05,84.13,80.58
80.99,85.72,86.16,80.82
85.82,85.27,86.17,84.11
84.63,85.92,86.06,83.25
85.81,84.29,86.17,82.92
83.74,82.79,84.56,82.34
83.52,85.37,87.39,83.44
84.66,83.81,84.66,82.65
83.48,81.36,83.91,79.54
79.59,75.73,79.81,74.58
75.53,73.60,75.86,72.45
73.34,75.27,75.92,73.34
76.18,75.52,80.32,74.36
76.94,73.42,76.94,71.56
73.12,73.17,73.65,71.58
73.62,72.33,74.47,72.08
73.12,73.49,73.93,72.44
73.28,73.06,74.54,72.50
73.59,76.16,76.26,73.00
76.38,79.43,79.47,74.95
79.27,82.68,85.30,78.25
82.82,80.62,83.71,79.18
81.16,80.00,81.36,79.45
79.61,75.70,80.07,75.60
76.72,74.92,76.85,74.63
73.98,72.98,74.39,72.08
73.50,72.90,74.15,72.50
76.52,75.33,76.52,73.64
74.85,75.38,75.86,73.54
77.26,76.73,77.58,74.90
77.16,75.60,77.16,74.89
75.64,77.21,77.68,75.64
76.66,76.02,77.72,75.54
74.84,75.29,75.94,74.37
75.18,76.54,77.14,75.05
76.92,75.31,76.92,74.83
75.26,76.04,76.75,74.91
75.07,76.74,77.12,74.23
78.36,77.80,78.39,76.79
77.65,81.00,81.91,76.79
81.13,81.40,81.65,79.83
81.12,82.77,83.61,81.12
82.99,86.26,86.58,82.07
86.52,84.68,87.45,84.10
82.85,81.90,83.98,81.02
81.79,80.77,82.57,79.51
81.11,80.62,82.21,80.30
84.24,68.48,87.33,67.98
67.60,67.42,69.69,64.83
67.39,65.53,67.95,64.86
65.41,64.18,65.74,63.10
65.83,64.54,65.83,63.00
63.64,64.86,65.07,63.52
66.31,64.69,66.77,63.84
64.91,65.22,65.63,64.31
65.15,66.03,67.09,65.10
66.41,64.95,67.71,64.84
64.95,66.82,66.98,64.82
66.42,67.32,67.53,66.42
67.23,67.25,68.13,66.00
67.57,67.09,67.71,66.38
66.79,69.35,69.45,66.22
69.68,71.25,71.39,69.06
71.26,70.81,71.54,70.21
70.70,71.59,72.04,70.70
71.50,72.00,73.50,70.66
71.80,70.97,72.23,70.38
70.51,70.13,70.85,69.36
69.76,69.99,70.31,68.50
70.10,70.76,71.46,69.70
70.30,71.16,71.83,69.51
71.43,70.19,71.43,69.52
70.00,69.76,70.33,69.47
70.40,70.38,71.68,69.41
70.45,69.96,70.86,68.20
69.81,69.25,70.00,66.90
69.69,68.98,71.47,68.71
68.80,70.19,71.43,68.58
69.85,70.29,72.07,69.13
70.47,71.56,72.94,70.40
72.36,71.29,72.47,70.16
70.75,73.01,73.13,70.07
71.95,74.18,78.11,71.90
73.75,70.87,75.65,70.10
69.85,68.48,70.00,67.56
68.01,67.58,69.21,67.40
67.35,66.04,68.19,65.50
66.50,64.10,66.91,63.20
62.40,64.31,64.86,61.81
64.44,64.07,64.84,63.62
64.06,63.51,64.09,63.10
63.92,64.14,64.54,63.40
63.54,62.92,63.98,62.78
63.80,63.80,65.34,62.07
63.70,63.78,63.93,61.34
64.00,63.79,64.10,62.50
64.18,64.91,65.32,62.83
65.13,63.17,65.36,62.80
63.13,63.15,63.91,62.61
63.15,63.10,63.50,62.75
62.97,62.41,63.61,62.04
62.99,64.99,65.63,62.50
64.94,64.49,66.04,64.08
64.40,64.08,64.94,63.77
63.97,65.77,65.86,63.76
65.35,67.24,67.49,65.20
67.50,67.35,69.51,66.50
67.29,63.03,67.29,62.66
63.29,63.39,64.50,62.77
62.84,62.95,63.74,62.69
63.45,61.00,64.76,60.33
65.30,71.74,74.00,65.30
71.73,73.91,74.48,70.46
73.69,73.95,74.13,72.03
73.83,76.44,77.23,73.70
76.78,73.87,77.24,73.76
73.66,76.11,76.46,72.97
76.34,77.65,79.75,75.78
75.26,73.91,76.71,73.15
73.88,72.45,74.45,72.31
72.53,71.86,72.88,71.00
72.04,72.81,73.29,71.38
71.96,71.85,73.19,70.59
71.91,72.11,72.90,71.91
71.73,72.73,73.09,70.73
72.81,71.90,73.23,70.59
71.52,74.99,75.52,71.52
74.83,73.91,74.83,73.04
74.00,74.07,74.37,72.43
74.50,74.08,74.50,73.39
73.67,74.93,75.04,73.24
74.63,75.48,75.96,73.69
75.01,75.43,75.93,74.36
76.24,76.79,77.80,76.00
76.73,76.57,77.49,75.46
77.29,78.06,78.57,76.65
77.92,78.31,79.34,76.65
78.39,78.70,79.72,77.91
78.57,78.80,79.07,78.22
79.01,78.86,79.38,78.50
78.97,79.53,79.99,78.52
80.02,80.11,80.44,79.47
80.30,80.02,80.64,79.82
79.89,80.19,80.75,78.95
79.43,79.83,80.44,78.73
80.03,80.69,80.85,79.44
80.89,81.50,82.23,79.09
81.79,81.66,82.59,81.40
81.78,81.67,82.45,81.02
80.75,79.91,82.41,79.69
79.34,77.74,79.98,76.76
78.43,77.90,79.97,77.79
78.00,76.97,78.21,76.01
76.41,76.27,77.00,76.14
75.96,78.34,78.69,75.66
80.44,79.80,81.36,77.81
79.61,80.84,81.77,78.86
81.15,82.02,82.39,80.99
81.56,82.96,83.11,81.43
82.83,82.22,83.46,81.67
82.22,81.28,82.66,80.70
81.72,80.28,81.94,79.12
80.19,78.87,80.19,78.22
79.01,79.64,80.00,78.87
78.91,81.10,81.10,78.91
81.12,79.60,81.63,79.00
80.17,80.41,80.68,79.06
80.82,80.59,81.50,80.33
80.59,81.01,81.46,79.75
81.00,80.55,81.27,79.98
80.55,80.19,81.28,79.76
80.87,81.28,81.50,80.51
81.43,78.10,81.49,76.96
78.32,76.85,78.82,76.78
76.61,75.03,77.01,74.77
77.56,80.11,81.39,73.27
81.06,87.20,91.81,81.06
87.18,87.05,88.62,85.52
88.00,87.35,88.59,86.58
85.45,86.43,86.79,85.31
86.26,83.95,87.09,82.67
84.07,86.37,86.91,83.96
86.42,84.77,86.42,84.05
85.24,85.12,86.24,84.85
84.96,86.48,87.16,84.96
85.94,91.64,92.32,85.83
91.44,90.01,91.53,89.86
90.06,90.00,91.65,89.58
90.13,88.21,90.20,87.99
87.44,86.36,88.13,85.49
86.99,87.37,87.78,85.32
87.66,86.13,88.24,85.88
86.59,88.49,89.80,85.40
88.36,91.18,92.94,88.17
91.44,90.80,93.43,90.77
90.81,90.20,91.06,88.98
90.10,90.84,91.40,89.75
91.61,90.22,92.15,89.76
91.09,89.53,91.31,88.56
89.49,90.97,91.58,88.80
91.93,90.00,91.94,89.00
90.00,90.16,90.59,89.31
90.09,89.70,90.71,88.62
89.90,91.55,91.98,89.55
91.81,94.46,96.45,91.16
94.76,97.53,97.86,94.27
95.98,96.11,96.87,94.75
96.11,95.07,96.54,94.10
95.48,94.70,95.48,93.98
94.55,93.64,96.81,93.00
93.65,93.39,94.72,92.52
92.92,91.70,93.53,90.44
91.96,93.14,93.48,91.18
92.95,94.06,94.50,92.69
93.61,91.07,93.85,90.92
91.00,87.98,91.00,87.28
88.62,88.41,88.62,87.05
87.84,85.96,88.38,85.33
85.71,87.10,87.75,84.75
85.61,88.08,88.83,85.00
88.79,90.96,91.02,88.59
91.70,90.20,91.93,89.84
90.57,91.80,92.94,90.32
93.20,92.74,93.74,91.51
92.05,91.08,92.49,89.18
90.34,85.04,90.41,84.68
86.37,85.24,86.72,83.14
84.54,83.02,84.54,82.36
83.50,83.43,84.58,82.09
84.25,81.68,84.25,81.16
82.19,84.88,85.15,81.86
85.45,86.25,86.38,84.66
86.78,86.59,88.69,86.05
77.12,71.55,77.12,70.25
72.40,68.81,72.41,67.80
68.38,69.29,69.46,67.68
68.76,70.65,70.74,68.38
70.15,68.68,71.20,68.48
68.80,68.26,69.39,68.00
68.87,69.27,69.90,68.47
69.47,70.33,70.44,68.62
70.16,70.55,70.98,69.40
70.94,70.69,71.09,70.18
70.32,71.29,71.57,70.29
70.79,70.21,70.90,69.51
69.85,70.22,70.39,69.45
70.04,70.58,70.64,69.84
70.25,70.75,71.05,69.85
70.50,69.03,70.50,68.87
69.73,69.83,70.05,69.10
69.99,72.88,73.57,69.99
72.88,71.74,73.03,71.38
71.37,69.90,71.50,69.47
68.38,70.05,70.11,68.22
69.59,69.86,70.06,68.55
71.19,69.95,71.64,69.58
69.55,69.42,70.36,68.44
69.25,68.70,69.42,68.56
68.38,65.90,68.75,65.81
66.09,66.35,66.64,65.41
66.16,66.76,67.55,66.06
66.91,65.72,67.43,65.58
65.57,69.27,69.34,65.00
69.45,67.84,69.45,67.60
67.80,67.31,68.35,67.00
66.23,66.75,67.64,65.88
67.15,65.89,67.78,65.70
65.76,67.69,67.78,65.57
67.83,67.98,69.38,67.65
68.65,70.62,71.06,68.49
70.87,72.76,72.87,70.48
72.66,71.00,73.79,70.56
69.72,68.81,69.96,68.02
