CRR,Carbo Ceramics,NASDAQ
8.58,8.40,8.74,8.25
8.49,8.74,8.86,8.34
8.81,9.09,9.13,8.75
9.53,9.33,9.79,9.06
9.50,9.56,9.58,9.09
9.37,8.74,9.53,8.66
8.66,8.76,9.02,8.54
9.11,9.08,9.25,8.90
9.19,9.25,9.62,9.03
9.42,10.53,10.65,9.42
10.56,10.60,11.30,10.30
10.55,10.22,10.70,10.08
10.16,10.50,10.52,10.08
10.97,10.94,11.16,10.63
11.14,10.39,11.16,10.12
10.47,10.35,10.58,10.21
10.32,10.46,10.71,10.27
10.89,10.84,11.07,10.31
10.88,10.99,11.00,10.72
11.02,10.95,11.15,10.78
11.00,10.83,11.07,10.70
10.67,10.42,10.70,10.41
10.51,10.38,10.55,10.21
10.44,10.71,10.83,10.32
10.86,10.54,10.86,10.26
10.41,10.30,10.49,10.26
