LD,iPath Bloomberg Lead Subindex Total Return SM Index ETN,NASDAQ
44.77,44.65,45.42,44.42
44.65,44.65,44.65,44.65
41.66,41.66,41.66,41.66
40.41,39.52,40.41,39.52
39.00,39.15,39.26,39.00
40.20,41.18,41.18,40.20
41.55,41.55,41.55,41.55
43.31,43.31,43.31,43.31
43.31,43.31,43.31,43.31
43.33,42.93,43.33,42.74
44.52,44.52,44.52,44.52
43.64,44.17,44.86,43.64
43.91,43.91,43.91,43.91
44.06,43.88,44.06,43.80
45.17,45.11,45.17,45.11
45.67,45.67,45.67,45.67
45.20,45.20,45.20,45.20
45.81,45.81,45.81,45.81
46.90,46.90,46.90,46.90
46.35,46.04,46.65,46.04
43.97,43.97,43.97,43.97
43.24,44.55,44.55,43.24
43.89,43.25,43.89,43.14
43.89,43.89,43.89,43.89
45.27,45.27,45.27,45.27
45.27,45.27,45.27,45.27
45.27,45.27,45.27,45.27
46.56,46.56,46.56,46.56
46.56,46.56,46.56,46.56
46.56,46.56,46.56,46.56
45.55,45.43,45.55,45.43
46.07,44.80,46.07,44.80
44.75,44.75,44.75,44.75
44.37,44.41,44.41,44.37
44.41,44.41,44.41,44.41
46.63,46.62,46.63,46.62
48.74,48.74,48.74,48.74
48.74,48.74,48.74,48.74
50.37,50.80,50.80,50.37
50.80,50.80,50.80,50.80
51.07,51.00,51.07,51.00
51.26,51.26,51.26,51.26
52.52,52.65,52.65,52.52
54.17,55.93,56.02,54.02
56.25,55.84,56.25,55.52
55.92,56.33,57.04,55.92
55.94,55.55,55.94,55.55
55.02,55.13,55.13,54.56
55.13,55.13,55.13,55.13
53.49,53.95,53.95,53.49
51.64,52.05,52.05,51.64
52.26,52.26,52.26,52.26
52.26,52.26,52.26,52.26
52.29,52.29,52.29,52.29
54.42,53.80,54.45,53.80
53.61,53.62,53.62,53.61
53.25,53.03,53.28,52.75
53.03,53.03,53.03,53.03
53.03,53.03,53.03,53.03
50.55,50.39,50.55,50.33
50.39,50.39,50.39,50.39
50.86,50.86,50.86,50.86
50.70,52.53,52.53,50.70
52.53,52.53,52.53,52.53
49.82,49.82,49.82,49.82
52.87,53.10,53.10,52.87
53.10,53.10,53.10,53.10
53.10,53.10,53.10,53.10
51.27,54.37,54.86,51.27
55.51,55.70,56.43,55.51
55.67,54.65,55.67,54.65
54.17,54.17,54.17,54.17
56.20,56.42,56.55,56.20
56.15,56.25,56.25,55.56
55.39,55.14,55.39,55.14
55.23,55.23,55.23,55.23
55.28,55.28,55.28,55.28
55.28,55.28,55.28,55.28
57.00,54.52,57.00,53.63
56.06,56.03,56.06,55.64
56.92,56.92,56.92,56.92
57.75,57.75,57.75,57.75
57.35,56.53,57.35,56.51
56.53,56.53,56.53,56.53
57.28,57.67,58.45,57.20
57.16,57.50,57.50,57.16
57.66,57.53,57.69,57.53
57.20,57.12,57.20,57.12
58.22,58.18,58.40,57.92
58.53,58.53,58.53,58.53
55.76,55.24,55.76,55.24
55.24,55.24,55.24,55.24
58.00,58.00,58.07,58.00
58.40,59.49,59.49,58.36
60.58,60.64,60.74,59.57
60.64,59.91,60.64,59.20
60.61,59.81,60.61,59.32
60.99,61.90,61.90,60.99
59.61,59.26,60.08,59.10
61.08,61.19,61.19,61.08
62.14,61.95,62.14,61.95
63.69,62.82,63.69,62.82
65.00,64.42,65.00,64.12
64.92,64.80,65.00,64.73
63.35,63.88,63.88,62.81
63.01,62.10,63.01,61.84
60.86,60.88,60.88,60.86
62.31,61.46,62.71,61.46
61.69,62.38,62.46,61.69
60.15,60.15,60.15,60.15
62.38,62.42,63.10,62.38
62.50,62.50,62.50,62.50
62.15,62.15,62.15,62.15
64.50,65.07,65.84,64.50
65.22,65.13,65.22,64.59
65.25,65.02,65.30,65.02
63.47,61.97,63.58,61.66
61.50,60.65,61.50,60.65
59.61,56.25,59.61,55.93
56.66,56.00,56.66,56.00
57.12,58.05,58.05,57.12
56.21,56.21,56.21,56.21
56.21,56.21,56.21,56.21
54.28,54.31,54.31,53.89
55.29,55.00,55.29,55.00
57.36,57.36,57.36,57.36
55.00,55.12,55.12,55.00
54.85,55.50,56.05,54.85
56.50,56.59,56.61,56.50
57.55,59.24,59.24,57.55
57.95,58.45,58.51,57.95
58.50,58.50,58.50,58.50
59.88,59.69,60.72,59.66
59.70,59.70,59.70,59.70
59.99,59.94,60.18,59.94
61.60,60.35,61.60,60.35
60.08,61.19,61.19,60.08
61.19,61.19,61.19,61.19
60.58,60.19,60.58,59.88
59.81,59.15,59.81,59.15
59.42,59.71,59.71,59.36
60.93,60.92,60.93,60.92
61.28,61.01,61.29,60.91
60.68,60.88,60.88,60.68
60.24,60.56,60.58,60.24
60.56,60.56,60.56,60.56
61.67,62.08,62.08,61.46
63.99,63.42,63.99,63.42
63.00,63.00,63.00,63.00
64.63,64.98,64.99,64.63
65.00,64.79,65.16,64.79
64.30,64.30,64.30,64.30
65.21,66.18,66.69,65.21
67.07,65.76,67.28,65.76
65.85,66.34,66.70,65.85
65.64,64.66,65.64,64.62
64.66,64.66,64.66,64.66
65.99,66.67,66.67,65.99
66.29,66.11,66.29,66.11
66.85,66.80,66.85,66.77
66.80,66.80,66.80,66.80
64.21,63.05,64.21,62.41
60.85,60.90,61.48,60.78
61.17,61.18,61.18,61.17
60.44,60.25,60.44,59.48
59.48,58.83,59.48,58.83
59.44,59.44,59.44,59.44
60.55,60.27,60.55,60.27
61.22,61.18,61.92,61.18
62.40,63.21,63.21,62.40
63.29,64.31,64.31,63.29
64.09,63.61,64.09,63.54
63.71,63.70,63.71,63.70
64.25,64.49,64.63,64.24
64.99,64.99,64.99,64.99
63.89,64.00,64.00,63.89
61.79,61.71,61.79,61.71
62.49,62.69,62.70,62.49
62.69,62.69,62.69,62.69
65.57,66.09,66.09,65.13
66.53,66.53,66.53,66.53
65.12,65.26,65.26,64.95
64.89,64.91,65.17,64.89
65.05,66.47,66.47,65.05
63.83,62.98,63.88,62.98
64.06,64.34,64.34,63.87
61.95,62.84,62.84,61.95
62.50,63.32,63.32,62.36
63.74,64.14,64.14,63.67
64.98,64.98,64.98,64.98
63.15,63.21,63.83,63.15
65.04,65.04,65.04,65.04
66.25,65.24,66.25,65.23
63.83,64.88,64.88,63.82
64.15,64.15,64.15,64.15
63.04,63.04,63.04,63.04
61.00,61.00,61.00,61.00
60.43,61.37,61.37,60.43
61.30,63.05,63.05,61.30
63.22,63.52,63.52,63.22
64.99,63.72,65.00,63.72
65.81,66.49,67.44,65.81
67.91,67.00,67.91,67.00
67.13,67.07,67.38,67.07
66.08,67.60,67.60,66.08
68.10,69.44,69.44,68.01
67.79,67.58,68.65,67.32
68.42,67.19,68.42,66.72
66.55,66.52,66.92,65.66
67.34,67.90,67.92,67.34
67.45,67.35,67.45,67.35
68.26,67.22,68.26,67.22
68.70,68.55,68.72,68.55
69.00,69.62,69.62,69.00
69.14,69.39,71.00,69.07
70.50,71.47,71.47,70.20
71.60,70.76,71.71,70.66
71.69,72.49,72.49,71.50
72.40,71.89,72.86,71.22
70.70,69.25,70.70,68.96
69.16,67.62,69.16,67.00
65.98,66.65,66.85,65.45
67.16,67.46,67.51,66.66
65.25,63.51,65.25,63.51
64.02,65.02,65.36,64.02
65.08,66.06,66.06,65.08
66.80,65.55,66.80,65.54
64.02,64.08,64.08,63.96
64.89,64.26,64.89,64.17
64.00,64.00,64.00,64.00
63.19,62.94,63.19,62.06
62.18,62.15,62.81,61.55
62.15,62.15,62.15,62.15
62.46,62.75,63.97,62.46
62.75,62.75,62.75,62.75
59.82,57.50,59.82,57.50
57.50,58.03,58.03,57.50
58.03,58.03,58.03,58.03
59.00,59.00,59.00,59.00
59.00,59.00,59.00,59.00
57.97,58.24,58.24,57.50
59.00,59.00,59.00,59.00
61.50,57.86,61.50,57.86
58.01,57.26,58.01,56.35
59.12,60.99,60.99,59.12
61.70,61.59,62.22,61.56
62.40,62.90,62.90,62.40
61.51,61.08,61.51,61.08
61.08,61.08,61.08,61.08
63.32,63.78,63.84,63.22
65.53,65.53,65.53,65.53
65.53,65.53,65.53,65.53
62.78,63.41,63.41,62.75
63.41,63.41,63.41,63.41
63.41,63.41,63.41,63.41
60.75,61.08,61.08,60.75
61.08,61.08,61.08,61.08
63.99,64.35,64.35,63.99
64.75,64.31,65.09,64.31
65.19,65.05,65.22,64.97
63.88,63.88,63.88,63.88
63.21,63.65,63.65,63.21
64.93,64.93,65.07,64.93
64.57,62.75,64.57,62.75
62.75,62.75,62.75,62.75
62.09,61.12,62.09,61.03
60.60,61.75,61.79,60.46
61.37,61.37,61.37,61.37
63.62,63.18,63.62,63.18
63.18,63.18,63.18,63.18
64.66,64.51,64.66,64.38
65.00,64.90,65.00,64.31
65.52,64.89,65.52,64.89
65.89,66.47,66.56,65.88
67.80,67.75,68.99,66.73
67.12,67.89,67.91,67.00
67.73,68.41,68.48,67.53
67.77,68.15,68.24,67.60
68.72,68.79,68.93,68.60
68.07,68.54,68.73,67.72
67.43,67.49,68.00,67.11
68.01,69.34,69.34,68.01
69.52,68.48,70.05,68.00
68.09,67.41,68.09,67.18
67.92,68.76,68.76,67.72
68.67,69.31,69.31,68.67
69.64,69.86,70.01,69.49
69.00,68.26,69.06,68.01
68.78,68.13,69.18,67.88
68.40,67.92,68.40,67.46
67.60,67.66,67.67,67.24
69.03,68.29,69.03,68.29
68.60,67.73,68.60,67.44
67.63,67.16,67.96,66.98
66.13,66.12,66.44,65.75
65.80,64.57,65.80,64.37
64.85,64.70,64.85,64.02
63.88,63.33,64.11,63.17
62.76,61.10,62.76,60.27
61.05,59.55,61.05,58.51
58.68,55.20,59.00,55.20
57.07,57.46,57.59,56.17
58.40,57.07,58.40,56.80
58.50,60.50,60.50,58.50
60.64,59.65,60.64,59.48
59.78,60.65,60.68,59.55
59.88,59.56,60.09,59.36
60.15,60.00,60.15,59.66
58.37,57.52,58.46,57.18
57.85,57.75,58.32,57.53
57.63,56.78,57.63,56.78
58.02,58.93,59.11,57.68
58.73,58.60,59.14,58.36
60.19,60.07,60.44,59.67
61.66,62.01,62.01,61.61
62.05,61.88,62.15,61.70
63.88,63.67,64.00,63.67
65.00,64.78,65.04,64.78
63.55,63.73,64.07,63.55
63.02,62.02,63.02,61.90
60.42,60.43,60.43,60.06
60.73,60.60,60.98,60.60
60.57,61.98,61.98,60.39
61.26,61.34,61.47,61.20
61.04,61.20,61.20,60.79
60.18,59.86,60.48,59.79
59.10,58.80,59.16,58.63
60.03,59.82,60.03,59.82
60.43,59.15,60.43,59.03
58.03,58.09,58.09,58.03
58.29,57.98,58.29,57.98
56.27,55.65,56.27,55.65
53.20,52.04,53.20,52.02
50.62,48.13,50.75,47.88
47.91,47.98,48.28,47.17
50.31,50.20,50.89,50.20
50.20,50.20,50.20,50.20
50.86,50.61,50.88,49.95
49.57,48.86,49.57,48.86
49.42,48.34,49.42,48.07
47.30,47.11,48.08,46.47
46.62,47.92,47.92,46.62
48.10,48.28,48.31,47.86
48.04,48.08,48.30,48.04
49.98,49.52,50.12,49.52
48.82,49.13,49.47,48.53
50.48,51.00,51.03,50.48
49.81,49.81,49.81,49.81
50.60,50.17,50.60,50.14
49.49,49.49,49.49,49.49
49.49,49.49,49.49,49.49
47.28,45.77,47.28,45.77
44.38,44.50,44.50,44.17
46.24,47.09,47.09,46.24
49.57,49.98,50.00,49.56
49.09,48.21,49.28,48.21
47.75,47.75,47.75,47.75
49.00,50.18,50.40,49.00
49.92,51.57,51.57,49.92
50.23,51.36,51.36,50.22
51.36,51.36,51.36,51.36
51.36,51.36,51.36,51.36
51.36,51.36,51.36,51.36
50.33,50.48,50.60,50.33
50.00,50.18,50.18,50.00
50.18,50.18,50.18,50.18
49.25,48.36,49.25,48.36
48.36,48.36,48.36,48.36
49.04,49.55,49.55,49.04
49.79,50.15,50.15,49.79
49.55,49.55,49.55,49.55
50.03,50.03,50.03,50.03
49.50,49.12,49.71,49.12
50.77,51.04,51.04,50.77
49.27,49.21,49.27,49.21
49.29,49.37,49.37,49.29
49.72,49.86,49.86,49.71
49.86,49.86,49.86,49.86
50.56,50.20,50.56,50.20
50.20,50.20,50.20,50.20
52.33,51.84,52.40,51.84
52.15,51.86,52.15,51.86
52.56,52.05,52.56,52.05
52.14,52.14,52.14,52.14
52.12,52.17,52.17,52.12
52.33,53.10,53.10,52.30
53.10,53.10,53.10,53.10
52.44,53.53,53.53,52.44
52.06,52.06,52.06,52.06
52.27,51.57,52.27,51.57
49.82,49.63,49.86,49.63
49.00,48.96,49.00,48.80
48.62,48.42,48.62,48.42
48.05,47.55,48.05,47.55
48.53,48.53,48.53,48.53
48.53,48.53,48.53,48.53
48.53,48.53,48.53,48.53
48.53,48.53,48.53,48.53
49.08,49.08,49.08,49.08
47.94,47.94,47.94,47.94
49.00,49.00,49.00,49.00
49.35,49.05,49.35,49.05
51.04,51.70,51.70,51.04
51.05,51.10,51.10,51.05
49.75,49.75,49.75,49.75
48.30,48.30,48.30,48.30
48.65,48.37,48.73,48.37
49.60,49.60,49.73,49.55
48.81,49.20,49.30,48.81
50.31,50.29,50.46,50.29
50.29,50.29,50.29,50.29
50.29,50.29,50.29,50.29
50.29,50.29,50.29,50.29
53.56,53.50,53.70,53.50
53.50,53.50,53.50,53.50
55.00,55.42,55.42,55.00
55.75,55.48,55.75,55.40
55.48,55.48,55.48,55.48
57.11,56.92,57.11,56.92
56.14,56.28,56.28,56.14
56.17,55.91,56.27,55.91
54.79,54.47,54.79,54.42
54.94,54.94,54.94,54.94
54.79,52.78,54.79,52.77
54.40,54.40,54.40,54.40
54.04,53.69,54.04,53.69
53.16,53.16,53.16,53.16
54.31,54.12,54.31,54.12
54.24,54.43,54.43,54.24
52.80,52.46,52.80,52.46
52.00,52.17,52.17,51.98
52.17,52.17,52.17,52.17
50.14,50.31,50.31,50.14
49.70,49.81,49.81,49.70
49.76,49.98,49.98,49.76
51.54,51.72,51.72,51.54
51.72,51.72,51.72,51.72
52.29,52.63,52.63,52.29
53.69,54.04,54.04,53.69
53.70,54.85,55.00,53.70
55.31,55.35,55.35,55.20
54.10,53.20,54.10,53.13
53.49,53.49,53.49,53.49
53.49,53.49,53.49,53.49
53.49,53.49,53.49,53.49
50.47,50.46,50.50,50.41
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
52.22,52.22,52.22,52.22
52.03,52.03,52.03,52.03
52.72,53.18,53.18,52.72
52.28,50.76,52.28,50.76
51.77,51.77,51.77,51.77
51.00,51.00,51.00,51.00
51.60,51.60,51.60,51.60
50.11,49.40,50.11,49.40
49.45,49.45,49.45,49.45
48.64,48.31,48.64,48.26
48.34,48.34,48.34,48.34
48.34,48.34,48.34,48.34
48.34,48.34,48.34,48.34
48.10,47.86,48.15,47.76
48.77,48.77,48.77,48.77
48.77,48.77,48.77,48.77
48.77,48.77,48.77,48.77
50.15,50.25,50.25,50.15
48.77,48.78,48.78,48.77
49.90,50.65,50.70,49.90
50.65,50.65,50.65,50.65
50.65,50.65,50.65,50.65
49.97,49.97,49.97,49.97
49.97,49.97,49.97,49.97
50.39,50.45,50.45,50.39
51.23,51.23,51.23,51.23
51.23,51.23,51.23,51.23
51.23,51.23,51.23,51.23
51.23,51.23,51.23,51.23
51.63,51.91,51.91,51.63
51.91,51.91,51.91,51.91
51.91,51.91,51.91,51.91
51.91,51.91,51.91,51.91
51.92,52.18,52.19,51.92
52.18,52.20,52.36,52.18
52.20,52.20,52.20,52.20
52.20,52.20,52.20,52.20
52.20,52.20,52.20,52.20
51.10,51.10,51.10,51.10
51.10,51.10,51.10,51.10
49.42,51.08,51.08,49.42
50.52,50.63,50.63,50.52
50.63,50.63,50.63,50.63
50.63,50.63,50.63,50.63
50.63,50.63,50.63,50.63
50.63,50.63,50.63,50.63
50.63,50.63,50.63,50.63
48.00,47.81,48.00,47.81
47.81,47.81,47.81,47.81
47.81,47.81,47.81,47.81
47.54,47.54,47.54,47.54
47.54,47.54,47.54,47.54
46.57,46.57,46.57,46.57
47.34,47.45,47.45,47.34
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
47.45,47.45,47.45,47.45
45.68,45.68,45.72,45.67
46.02,45.97,46.02,45.97
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
46.31,46.89,46.95,46.11
46.84,46.94,47.18,46.84
46.42,46.17,46.42,46.17
46.56,46.55,46.62,46.55
45.97,45.72,45.97,45.40
44.97,44.58,44.97,44.46
44.10,44.21,44.32,44.09
43.55,43.55,43.68,43.52
43.18,43.18,43.18,43.18
42.86,42.77,42.86,42.77
42.86,43.09,43.09,42.86
45.61,45.64,45.69,45.25
45.64,45.64,45.64,45.64
45.64,45.64,45.64,45.64
46.07,46.07,46.07,46.07
45.10,45.09,45.13,45.01
45.10,45.44,45.65,45.10
45.84,45.51,45.84,45.51
45.33,44.97,45.34,44.97
44.97,45.38,45.38,44.97
46.04,45.93,46.04,45.72
45.70,46.22,46.40,45.70
45.90,45.90,45.90,45.90
46.03,46.15,46.15,46.03
46.60,46.59,46.78,46.23
46.20,45.63,46.25,45.43
45.10,45.10,45.30,45.07
45.10,45.10,45.10,45.10
45.06,45.08,45.08,45.06
45.48,45.40,45.53,45.40
46.28,46.58,46.70,46.22
46.90,47.27,47.27,46.90
47.21,47.21,47.21,47.21
45.67,45.67,45.67,45.67
45.19,44.66,45.19,44.66
44.66,44.66,44.66,44.66
45.65,45.43,45.65,45.43
46.07,46.03,46.25,46.03
46.14,46.32,46.32,46.14
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
44.81,44.81,44.81,44.81
44.76,44.71,44.80,44.68
44.66,44.50,44.66,44.50
44.46,44.55,44.55,44.46
45.13,45.26,45.26,45.13
45.58,45.77,45.92,45.58
45.77,45.77,45.77,45.77
46.44,46.44,46.44,46.44
46.68,46.92,46.92,46.68
46.92,46.92,46.92,46.92
47.94,47.76,47.94,47.76
47.79,47.79,47.79,47.79
47.64,47.64,47.64,47.64
47.64,47.64,47.64,47.64
47.18,46.83,47.18,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
51.00,50.95,51.00,50.95
56.48,56.48,56.48,56.48
54.45,54.45,54.45,54.45
54.18,54.70,55.00,54.18
54.70,54.70,54.70,54.70
55.20,55.16,55.20,55.16
54.47,54.42,55.04,54.38
55.48,55.50,55.50,55.48
54.59,54.94,55.11,54.59
56.40,56.40,56.40,56.40
55.57,55.31,55.57,55.31
55.31,55.31,55.31,55.31
55.82,55.54,55.82,55.54
55.80,55.80,55.80,55.80
55.75,56.00,56.00,55.75
55.65,55.73,55.74,55.65
55.11,55.11,55.11,55.11
55.40,55.56,55.56,55.40
54.84,54.84,54.84,54.84
54.73,54.75,54.75,54.73
53.23,52.84,53.23,52.84
52.93,52.93,52.93,52.93
52.93,52.93,52.93,52.93
51.49,51.10,51.49,51.10
51.10,51.10,51.10,51.10
52.05,52.40,52.40,52.05
52.56,52.56,52.56,52.56
51.23,51.07,51.23,51.07
51.07,51.07,51.07,51.07
49.03,49.03,49.03,49.03
49.03,49.03,49.03,49.03
49.03,49.03,49.03,49.03
49.03,49.03,49.03,49.03
49.92,49.48,49.92,49.48
49.48,49.48,49.48,49.48
50.20,50.83,50.83,50.20
50.83,50.83,50.83,50.83
50.83,50.83,50.83,50.83
50.83,50.83,50.83,50.83
54.01,54.01,54.01,54.01
52.23,52.20,52.45,52.02
52.15,52.74,52.74,52.15
52.08,52.08,52.08,52.08
52.36,52.26,52.36,52.26
52.26,52.26,52.26,52.26
52.39,52.39,52.39,52.39
52.39,52.39,52.39,52.39
52.55,52.55,52.55,52.55
52.39,52.39,52.39,52.39
52.39,52.39,52.39,52.39
52.39,52.39,52.39,52.39
53.52,53.53,53.53,53.52
52.99,53.15,53.15,52.95
54.10,54.10,54.10,54.10
54.10,54.10,54.10,54.10
54.10,54.10,54.10,54.10
54.19,54.20,54.20,54.09
53.75,54.56,54.57,53.75
53.88,53.88,53.88,53.88
52.67,53.77,53.77,52.67
56.45,56.46,56.46,56.45
55.03,55.49,55.49,55.03
55.70,55.94,56.57,55.70
55.52,56.09,56.43,55.31
55.95,55.49,55.96,55.34
55.14,55.93,56.19,55.14
56.04,55.72,56.54,55.51
56.22,56.70,56.72,56.22
56.02,56.28,56.36,56.02
55.77,55.85,55.90,55.50
56.25,56.01,56.25,56.00
56.61,56.53,56.61,56.52
55.87,56.51,56.55,55.87
56.00,55.92,56.13,55.92
55.74,56.32,56.39,55.74
58.93,58.61,58.93,58.40
58.85,57.80,59.12,57.75
56.75,56.70,56.76,56.64
55.78,55.84,56.09,55.78
55.65,56.15,56.16,55.65
56.09,56.12,56.13,55.84
56.12,56.12,56.12,56.12
56.29,55.90,56.29,55.65
55.38,55.26,55.38,55.26
55.15,55.40,55.40,54.82
55.05,55.01,55.05,54.88
55.19,55.30,55.43,54.62
55.90,55.80,55.98,55.80
55.89,56.47,56.47,55.89
57.12,56.93,57.12,56.93
57.31,57.67,58.12,57.31
57.43,57.27,57.43,57.17
57.78,57.83,57.83,57.78
57.91,58.34,58.34,57.91
59.30,59.23,59.30,59.16
59.22,59.04,59.22,59.01
59.54,59.66,59.66,59.54
59.54,59.39,59.54,59.25
59.51,59.39,59.51,59.39
58.71,58.71,58.71,58.71
58.38,58.47,58.49,57.63
58.46,58.92,58.92,58.37
57.83,57.46,57.83,57.37
57.50,58.45,58.45,57.50
58.88,58.35,58.88,58.27
58.35,58.35,58.35,58.35
57.62,59.08,59.08,57.62
57.63,57.63,57.63,57.63
57.63,57.63,57.63,57.63
57.63,57.63,57.63,57.63
55.61,54.89,55.61,54.89
54.93,55.23,55.23,54.92
55.44,55.11,55.44,55.00
55.22,55.22,55.22,55.22
55.18,54.87,55.41,54.72
53.29,53.82,53.97,53.29
53.23,52.84,53.32,52.80
53.13,53.45,53.45,53.13
52.97,52.75,52.97,52.75
52.45,53.11,53.11,52.45
53.01,53.01,53.01,53.01
52.73,52.36,52.73,52.36
52.36,52.36,52.36,52.36
53.67,53.81,54.10,53.67
54.20,53.65,54.20,53.53
53.65,53.65,53.65,53.65
53.65,53.65,53.65,53.65
51.71,51.91,51.91,51.71
50.89,52.07,52.35,50.89
52.05,51.87,52.06,51.87
51.87,51.87,51.87,51.87
50.36,50.89,50.89,50.36
53.65,53.08,53.65,53.08
51.65,51.65,51.65,51.65
51.65,51.65,51.65,51.65
51.65,51.65,51.65,51.65
48.96,48.73,48.96,48.73
48.42,49.60,49.60,48.42
49.32,52.55,52.55,49.32
52.55,52.55,52.55,52.55
52.55,52.55,52.55,52.55
52.55,52.55,52.55,52.55
49.88,49.12,49.88,49.12
49.00,49.16,49.16,49.00
49.00,47.88,49.00,47.85
47.25,45.50,48.27,45.50
48.44,49.00,49.00,48.44
47.12,48.40,48.40,47.12
47.22,47.57,47.75,46.99
47.08,47.50,47.50,47.08
47.64,47.58,47.67,47.50
47.45,47.39,47.45,47.39
47.39,47.39,47.39,47.39
48.92,48.90,49.13,48.90
47.89,47.89,47.89,47.89
47.59,47.33,48.33,47.26
47.39,47.43,47.43,47.21
47.04,46.23,47.04,46.00
46.48,46.48,46.48,46.48
46.88,48.19,48.41,46.54
48.19,48.19,48.19,48.19
48.07,47.97,48.07,47.44
47.97,47.97,47.97,47.97
47.75,47.60,47.75,47.60
47.11,46.68,47.11,46.68
47.28,47.28,47.28,47.28
46.42,46.42,46.42,46.42
46.17,46.17,46.17,46.17
46.92,46.94,46.94,46.92
47.10,47.33,47.33,47.10
47.31,47.96,47.96,47.31
47.86,47.86,47.86,47.86
48.42,48.42,48.42,48.42
48.42,48.42,48.42,48.42
48.72,48.91,48.98,48.72
48.91,48.91,48.91,48.91
48.91,48.91,48.91,48.91
50.60,50.60,50.60,50.60
52.05,52.05,52.05,52.05
52.38,52.61,52.61,52.38
53.06,53.03,53.11,53.03
53.33,53.33,53.33,53.33
52.96,52.02,52.96,51.83
51.11,50.79,51.11,50.79
55.50,55.50,55.50,55.50
49.92,49.84,49.92,49.79
49.90,50.01,50.03,49.90
49.17,49.17,49.17,49.17
49.80,49.80,49.80,49.80
49.91,49.85,49.93,49.53
49.01,49.54,49.54,49.01
