ILMN,Illumina,NASDAQ
48.62,49.76,49.82,48.10
50.00,49.49,50.00,49.44
49.74,48.54,50.00,48.12
48.98,48.74,49.19,47.70
48.54,49.50,49.63,48.23
49.19,49.83,50.73,49.11
49.70,50.80,51.03,49.70
50.80,50.28,51.22,49.74
51.18,50.90,51.28,48.78
51.22,51.22,51.78,51.03
50.66,51.65,51.72,49.88
54.52,54.91,57.19,54.52
55.17,54.52,55.50,54.11
54.23,54.31,54.94,53.99
54.45,54.12,55.04,53.76
54.17,54.76,54.81,53.92
54.34,55.89,56.10,54.30
56.06,55.97,56.27,55.68
55.81,56.29,56.52,55.73
56.07,57.18,57.33,56.07
57.07,56.75,57.57,56.42
56.55,56.73,57.21,56.32
56.09,56.90,57.25,56.07
56.56,56.52,57.04,55.75
56.74,57.68,58.08,56.74
57.48,56.96,57.70,56.52
56.81,57.90,58.13,56.65
58.45,58.77,59.12,58.10
59.04,59.91,60.25,58.81
59.91,60.87,60.96,59.60
60.57,60.20,60.72,59.41
60.19,61.21,61.77,60.19
61.01,61.00,61.25,60.32
60.64,60.67,61.28,59.87
60.14,60.12,60.98,59.78
60.80,61.79,62.33,60.70
59.99,62.18,62.29,59.99
62.03,62.86,62.99,61.79
62.61,62.90,63.25,62.55
63.22,62.23,63.41,62.09
62.42,62.10,62.92,61.88
62.19,62.95,63.26,61.85
63.00,63.13,63.48,62.89
63.75,64.71,64.91,63.50
64.51,65.50,66.23,64.38
65.73,64.36,66.59,63.89
64.17,63.26,64.36,62.58
62.33,63.76,64.22,62.32
65.50,64.57,65.50,63.80
65.01,64.30,65.35,63.94
64.89,64.00,65.29,63.85
64.33,63.61,64.33,63.34
63.97,63.95,64.23,63.07
63.92,63.59,64.21,63.44
63.75,64.04,64.94,63.49
64.00,63.98,64.21,63.82
64.03,63.34,64.03,63.02
64.05,64.34,66.16,64.03
64.25,64.23,64.82,63.61
63.90,66.00,66.10,63.69
66.19,67.00,67.70,65.16
67.00,65.66,67.54,65.15
65.75,65.95,66.18,65.19
66.25,67.34,67.34,66.08
66.88,66.95,67.40,65.25
67.15,69.55,69.77,67.07
68.55,69.05,69.42,68.00
69.08,70.97,71.05,69.07
70.84,69.48,71.07,69.19
69.89,68.82,70.34,68.21
68.98,68.75,69.55,68.69
69.00,69.75,71.36,68.89
69.47,69.77,69.77,68.61
70.04,70.64,70.83,69.90
70.98,70.62,71.33,69.90
70.52,69.05,71.10,68.89
69.36,69.34,69.79,68.47
69.35,70.82,71.51,69.35
70.80,71.31,71.48,70.74
71.46,70.66,71.69,69.73
70.91,71.12,71.34,69.83
71.79,71.23,72.12,70.85
71.43,70.25,72.23,70.20
68.53,69.44,70.11,67.53
69.30,71.28,71.42,68.83
70.64,73.66,73.69,70.59
73.28,73.76,73.96,73.00
73.36,71.88,74.12,71.64
71.91,72.14,72.31,71.40
72.28,72.23,73.00,72.03
72.15,72.27,72.53,71.75
71.97,70.81,72.18,70.25
70.65,67.12,70.65,67.01
67.13,68.10,68.50,67.00
68.27,69.54,69.90,68.21
69.95,69.40,70.20,69.13
69.70,66.72,69.71,66.32
66.34,67.46,68.26,65.54
67.80,68.73,69.43,67.74
68.60,68.31,68.65,67.90
68.40,67.43,68.76,66.23
67.31,67.10,67.62,66.35
66.88,65.81,67.19,65.36
64.64,63.76,64.72,63.13
63.54,64.55,64.83,62.73
64.01,64.27,64.82,63.98
62.28,64.19,65.70,62.17
63.99,63.66,64.76,63.47
64.50,62.66,64.76,62.36
63.33,62.11,63.81,61.87
62.88,63.05,63.22,62.59
63.31,63.18,63.65,63.05
62.94,63.21,63.70,62.33
63.64,65.91,66.39,63.21
66.23,65.45,66.54,65.42
66.90,65.95,66.90,65.56
65.75,67.86,68.42,65.53
68.27,69.92,70.35,67.45
69.95,70.07,70.24,69.35
70.17,70.76,71.06,69.81
70.93,70.37,70.95,69.95
70.02,69.03,70.40,68.88
69.58,69.05,70.13,68.21
68.88,67.88,69.13,67.28
68.32,68.34,69.62,67.90
68.55,68.74,69.25,68.35
68.35,67.31,68.59,66.57
67.69,67.96,69.15,67.69
67.52,67.28,67.80,66.86
67.38,67.59,67.59,66.83
66.99,66.62,66.99,65.41
66.73,66.93,67.00,65.68
67.71,68.59,69.01,67.69
69.15,69.80,70.17,68.62
70.71,69.94,70.84,69.55
70.41,70.07,71.64,69.98
72.79,70.65,72.79,67.50
70.81,71.47,71.96,70.50
71.51,70.98,72.00,70.91
70.78,71.21,72.50,70.75
71.16,71.94,72.00,70.76
71.61,70.48,73.12,69.56
70.01,69.43,70.29,69.02
70.23,71.18,71.96,70.23
71.43,73.27,73.79,71.19
73.79,75.66,76.08,73.17
75.01,74.74,76.03,74.22
74.24,75.23,75.77,73.64
75.41,76.26,76.81,75.41
75.78,74.88,76.78,74.74
74.19,72.66,74.28,72.45
72.58,73.47,73.81,71.80
73.97,72.89,74.32,72.55
72.71,72.86,73.10,71.56
72.00,71.75,72.04,71.00
71.85,71.20,71.97,70.61
69.70,72.23,72.61,69.42
71.85,72.68,72.74,71.71
72.61,72.13,73.13,72.11
72.45,72.08,72.77,70.74
71.85,72.63,72.82,70.89
72.15,72.79,73.46,72.15
71.75,72.13,72.90,70.87
71.16,71.95,72.51,71.02
72.12,72.71,73.09,71.85
72.46,73.27,74.20,72.07
73.04,73.69,74.36,72.98
73.55,72.72,73.55,72.71
72.99,71.16,73.02,71.02
71.31,72.25,72.42,70.57
71.62,70.89,72.46,70.79
70.57,71.02,71.63,70.32
72.00,71.42,72.92,71.19
71.14,72.40,72.89,71.02
73.01,73.80,74.31,72.11
73.79,74.60,75.15,73.43
73.68,74.13,74.38,72.88
74.14,73.00,74.14,72.74
72.99,74.15,74.64,72.18
74.06,75.74,76.28,73.94
76.31,75.30,76.68,75.23
75.75,75.15,75.75,75.00
75.16,76.01,76.39,74.85
76.25,77.83,78.43,75.36
78.38,77.88,79.40,77.56
77.50,76.04,77.90,75.96
75.06,76.12,76.37,74.69
75.59,73.79,75.59,73.63
73.41,73.60,74.30,73.40
74.28,74.01,75.34,73.60
74.09,73.68,74.77,72.65
73.69,72.82,74.17,72.43
72.50,71.13,72.67,70.21
71.33,72.20,72.66,71.15
72.15,73.00,73.33,71.25
73.70,74.13,74.68,73.40
74.20,74.47,74.61,73.30
74.10,72.27,74.16,72.18
71.53,69.65,71.85,68.35
63.25,57.33,63.50,57.00
57.76,60.25,60.55,57.71
59.88,62.45,63.21,59.28
62.76,60.88,63.69,60.71
60.02,58.65,60.77,58.61
58.84,58.72,59.44,57.48
58.03,54.50,58.03,54.48
53.81,53.58,54.38,49.82
52.10,51.00,52.94,50.51
52.03,55.00,55.11,51.63
54.16,51.69,54.16,51.63
51.86,52.47,53.47,50.35
52.83,51.95,53.29,51.29
52.48,54.10,54.19,52.31
53.60,52.45,53.85,52.06
52.41,51.35,53.43,51.01
50.19,47.10,50.85,46.48
46.55,46.79,48.50,46.11
47.23,46.24,47.92,45.86
45.51,48.60,48.64,45.51
47.30,48.19,49.12,47.05
48.29,46.99,48.38,46.87
46.94,49.63,49.98,46.16
49.99,51.67,51.85,49.79
51.66,51.66,52.50,50.89
52.07,52.10,52.50,51.80
52.28,50.63,52.44,50.53
49.80,49.77,50.47,49.23
48.42,49.48,49.69,48.00
49.79,50.81,50.82,49.49
50.65,50.22,51.96,49.76
50.13,48.54,50.33,48.28
47.55,48.30,48.64,47.00
48.49,50.16,50.50,48.08
50.55,51.59,52.34,49.90
51.00,49.29,51.32,49.13
49.38,47.88,49.99,47.67
47.17,47.43,47.87,46.50
47.58,44.98,47.95,43.75
45.60,41.67,45.96,40.06
40.39,42.44,42.81,39.82
42.20,41.67,42.27,40.90
41.65,41.64,41.95,40.07
42.43,42.70,43.68,42.28
42.91,41.32,42.92,41.31
42.02,41.54,42.56,40.59
40.86,40.92,41.84,40.26
40.43,38.19,40.43,38.11
37.60,39.22,39.28,37.12
39.21,40.01,40.53,38.77
39.46,39.93,40.33,38.92
25.74,27.18,28.18,25.71
27.51,26.49,28.20,26.11
26.27,26.21,26.92,25.74
26.34,26.04,26.78,26.01
26.15,27.15,27.46,25.57
27.26,26.91,27.43,26.58
26.62,26.97,26.99,26.19
26.94,26.63,27.11,26.16
26.53,26.21,26.78,26.15
26.22,26.90,27.06,25.92
27.16,27.31,27.34,26.49
27.43,28.72,30.60,27.32
27.47,30.80,32.57,27.20
30.75,30.00,31.85,29.70
30.99,31.49,32.81,30.32
31.46,32.15,32.36,31.43
31.79,30.62,31.90,30.49
29.86,30.36,30.69,29.33
30.50,30.22,30.89,29.76
30.50,30.69,30.97,29.49
31.02,32.77,33.94,30.90
33.17,32.74,33.50,32.12
32.83,33.34,33.49,32.21
32.72,32.06,32.88,31.75
32.37,31.39,32.47,30.89
31.82,31.79,32.38,31.54
31.75,31.87,32.12,31.38
31.86,31.96,32.11,30.98
31.40,30.63,31.56,30.54
30.58,30.08,30.78,29.22
30.06,29.14,30.18,28.89
28.82,28.40,28.90,27.54
28.42,27.71,28.49,27.23
27.53,27.15,27.70,26.99
26.94,27.30,27.69,26.92
27.31,27.09,28.44,26.87
27.14,26.96,27.74,26.84
27.29,27.82,28.31,27.29
27.74,27.94,28.62,27.63
28.12,27.78,28.59,27.67
28.14,29.44,32.00,28.08
29.77,29.73,30.19,29.14
29.69,29.75,29.95,28.26
29.41,28.82,29.93,28.75
28.85,28.37,29.07,28.26
28.04,26.90,28.08,26.76
27.08,25.96,27.23,25.86
25.97,27.21,27.46,25.65
27.49,27.01,27.63,26.89
27.22,26.91,27.58,26.58
27.16,26.17,27.28,26.09
26.67,26.71,27.06,26.44
26.76,27.17,27.31,26.52
27.36,29.07,29.74,27.25
29.49,29.10,30.24,28.95
28.93,29.80,30.40,28.74
29.74,29.43,29.95,29.04
29.34,30.17,30.30,29.16
30.03,30.48,30.63,29.97
31.00,31.73,31.91,30.83
31.91,31.43,32.77,31.11
31.94,31.50,32.50,31.31
31.75,31.77,32.01,31.24
31.93,31.82,32.44,31.08
29.57,33.01,33.84,28.72
33.11,34.01,35.16,33.01
34.25,36.23,36.68,34.15
36.35,35.71,36.76,35.22
36.26,36.00,36.78,35.85
35.72,36.30,36.48,35.32
36.41,36.75,37.38,36.18
37.00,36.30,37.18,35.86
36.63,36.31,37.19,36.07
36.38,37.69,37.85,35.93
52.63,55.15,55.39,51.99
54.13,52.65,54.63,52.00
52.46,51.69,52.88,51.63
51.35,50.96,51.96,50.79
51.01,51.86,51.95,50.80
51.64,51.97,52.25,51.28
51.58,51.87,52.02,51.40
51.72,51.84,52.53,51.66
51.78,51.97,52.20,51.72
51.48,51.80,52.25,51.48
52.04,52.15,53.20,51.93
52.18,53.17,53.60,52.05
52.42,53.89,53.95,52.35
53.95,54.05,54.20,53.60
53.83,54.34,54.75,53.70
54.32,54.58,54.69,53.86
54.47,53.94,54.80,53.64
54.05,51.82,54.34,51.52
51.77,51.45,51.99,51.13
51.05,51.11,51.64,50.56
50.92,51.29,51.45,50.53
51.02,51.22,51.63,50.86
51.00,51.40,51.52,50.75
50.95,51.45,51.94,50.82
51.34,51.25,51.75,51.15
51.09,51.10,51.92,50.55
50.96,51.35,51.68,50.91
51.15,50.88,51.30,50.12
50.60,50.35,50.71,49.93
50.42,50.46,50.89,50.32
50.51,50.54,50.85,50.25
50.52,50.12,50.98,50.00
50.05,50.18,50.50,50.02
50.38,50.34,50.38,49.55
49.97,50.18,50.40,49.96
50.05,49.97,50.45,49.88
49.72,49.93,50.07,49.60
50.06,49.63,50.76,49.50
49.24,50.45,50.62,49.04
50.38,50.11,50.56,50.04
49.77,50.22,50.55,49.29
50.19,50.46,50.55,49.43
50.19,50.69,50.75,49.82
50.69,50.20,50.70,50.10
50.26,49.88,50.37,49.54
52.05,52.40,52.65,51.65
52.64,52.61,53.21,52.49
52.01,51.37,52.62,51.36
51.26,52.00,52.00,51.26
51.97,52.28,52.35,51.43
51.85,52.33,52.60,51.85
52.67,52.62,53.00,52.35
52.86,52.43,52.97,51.99
52.58,52.57,52.80,52.16
51.94,49.51,52.08,49.26
49.95,47.17,49.97,46.59
47.00,44.97,47.00,43.90
45.16,44.00,45.24,43.36
40.44,44.51,44.99,40.35
44.64,44.06,45.00,43.80
44.25,44.36,44.37,43.44
43.92,43.90,43.94,43.32
43.13,43.50,44.10,43.05
43.71,44.28,44.35,43.56
44.02,44.77,44.82,44.02
44.83,44.48,44.85,44.23
44.50,44.53,44.81,44.22
44.55,45.92,46.12,44.52
45.59,46.51,46.65,45.43
46.48,45.83,46.69,45.33
45.56,44.92,45.94,44.87
45.47,45.95,46.01,45.06
45.64,45.27,45.68,44.35
44.72,44.71,45.10,44.48
44.90,45.11,45.60,44.89
44.86,44.66,45.52,44.59
44.43,45.04,45.23,44.24
45.13,44.57,45.46,44.49
44.77,44.63,45.20,44.32
44.74,43.24,44.89,43.08
43.35,42.85,43.49,42.29
42.72,43.85,43.92,42.67
43.71,43.03,43.99,42.96
42.99,43.46,43.53,42.27
43.45,43.46,43.85,42.88
43.39,43.84,44.07,43.36
43.88,44.20,44.21,43.80
43.79,44.33,44.34,43.39
44.16,43.06,44.19,42.90
42.58,41.91,42.95,41.50
42.09,40.50,42.40,40.00
40.43,40.98,41.06,40.43
41.25,40.50,41.52,40.22
40.90,39.33,41.18,39.07
39.05,39.54,40.03,37.77
39.73,38.82,39.90,38.78
38.74,39.32,39.44,38.24
39.10,39.56,39.72,39.03
39.49,39.26,40.02,38.99
39.25,39.81,40.01,39.05
39.62,40.39,40.48,39.25
40.57,41.26,41.34,40.43
41.20,41.07,41.49,40.60
41.21,38.91,41.48,38.66
39.68,40.58,40.88,39.49
40.32,39.84,40.33,39.47
39.97,39.18,39.98,38.90
39.44,39.93,40.00,39.11
39.63,39.19,40.18,38.33
39.86,40.39,40.65,39.38
40.41,41.17,41.30,40.35
41.19,41.10,41.49,40.93
41.30,40.88,41.50,40.62
40.62,40.20,40.80,39.61
40.01,40.60,40.76,39.60
40.85,39.90,41.03,39.77
39.74,39.41,40.17,39.30
39.15,39.93,40.16,38.92
39.99,40.49,40.50,39.97
40.45,40.85,40.99,40.27
40.97,41.71,41.73,40.60
41.72,42.54,43.08,41.48
42.65,43.02,43.11,41.84
42.74,42.71,42.80,41.92
42.72,42.87,43.13,41.73
42.64,41.52,43.15,41.29
43.19,41.70,43.20,41.50
42.18,41.10,42.38,41.03
41.23,42.30,42.52,41.14
41.98,42.36,42.56,41.74
42.03,41.47,42.46,41.31
41.53,41.91,42.40,41.28
41.20,41.49,41.95,41.14
41.78,42.13,42.86,41.67
42.03,42.55,42.80,42.03
42.41,43.63,44.62,42.41
43.81,43.61,44.02,43.06
43.49,42.96,43.79,42.73
42.81,43.60,43.60,42.58
43.43,42.00,43.60,41.78
42.36,41.59,42.36,41.50
41.60,41.65,41.91,41.37
41.61,41.26,41.73,41.12
41.48,40.74,41.55,40.43
40.80,41.22,41.60,40.80
41.17,41.74,42.14,41.17
41.51,41.64,42.19,41.25
41.65,41.67,42.05,41.31
41.84,41.64,42.09,41.16
41.65,41.76,42.08,41.46
41.61,41.60,41.82,41.01
41.69,42.29,42.40,41.59
41.99,42.00,42.26,41.64
42.11,42.08,42.44,41.69
41.97,42.43,42.50,40.71
42.46,42.17,42.77,41.74
42.41,42.95,43.14,42.03
42.97,45.37,45.63,42.94
45.21,44.70,45.37,44.23
44.68,44.92,45.00,43.95
44.79,45.06,45.86,44.77
45.00,46.48,47.10,44.95
46.89,47.79,48.30,46.51
47.67,47.70,48.83,46.95
47.70,47.90,49.27,47.19
47.47,47.68,48.25,47.38
47.72,48.13,48.30,47.24
48.21,48.48,48.75,47.93
48.15,48.12,48.46,47.32
48.18,47.48,48.36,47.39
47.69,46.85,47.75,46.84
46.96,46.98,47.38,46.58
46.85,48.19,48.50,46.50
48.22,49.03,50.08,48.20
52.28,51.00,52.96,50.51
51.44,51.42,52.19,50.00
51.58,52.25,52.88,51.12
52.78,51.79,52.97,51.45
51.62,51.95,52.47,51.25
52.06,50.87,52.06,50.80
51.03,51.09,52.41,50.63
51.73,52.23,52.58,51.25
52.16,51.16,52.46,50.98
51.30,48.07,51.30,46.50
49.00,48.19,49.47,47.84
48.35,47.91,48.55,47.71
47.68,47.13,48.05,46.93
47.14,46.68,47.38,46.48
46.89,46.62,47.32,45.90
46.28,45.19,46.63,44.85
45.00,46.12,47.32,44.78
46.82,47.60,49.37,46.22
47.98,47.93,48.25,46.39
47.73,47.50,47.73,46.65
48.06,49.04,49.20,47.75
48.89,47.93,48.99,47.52
47.59,48.28,48.41,47.59
48.22,47.68,48.24,47.59
47.55,48.21,52.22,47.02
48.03,48.21,49.02,47.80
48.10,48.83,49.74,47.76
48.81,48.22,49.20,47.95
48.05,48.70,49.54,47.68
48.56,48.44,48.85,48.10
48.46,48.26,48.75,47.92
48.62,49.43,49.49,48.29
49.30,50.07,50.45,48.87
49.74,50.52,50.76,49.57
50.55,51.69,52.00,50.40
53.21,52.93,53.55,52.67
52.10,51.17,52.30,49.24
51.53,51.19,52.23,51.15
50.84,51.18,51.35,50.25
51.25,52.24,53.91,51.17
52.23,53.71,53.75,51.95
53.11,52.16,53.29,51.24
52.27,51.76,52.45,51.42
51.76,51.69,52.25,51.46
51.64,51.89,52.60,51.08
51.77,51.58,52.11,51.50
51.89,52.15,52.53,51.75
52.05,52.36,53.40,51.99
52.59,53.22,53.43,52.30
53.18,53.21,53.76,52.63
52.98,51.22,53.11,51.08
51.50,51.86,51.98,50.81
52.03,51.85,52.42,51.46
51.77,52.17,52.54,51.29
56.27,56.22,57.00,54.31
55.28,56.39,56.88,55.15
56.16,56.10,56.18,55.50
56.25,55.72,56.25,55.55
55.89,55.41,56.07,55.00
54.80,54.75,55.48,54.57
54.71,55.59,56.06,54.51
56.10,55.42,56.58,54.76
55.68,55.55,56.58,55.35
55.99,54.76,56.00,54.66
49.89,50.90,51.76,49.16
50.77,52.39,52.87,50.27
52.11,52.53,52.59,51.61
52.99,53.64,54.10,52.69
52.88,52.68,53.28,52.28
53.01,52.62,53.24,52.37
52.23,51.62,52.51,51.52
51.43,50.59,51.60,50.46
51.00,51.59,51.98,50.46
52.47,51.03,52.50,50.75
50.95,50.75,51.14,50.41
51.00,50.60,51.99,50.25
50.60,50.95,51.42,50.20
50.95,52.06,52.25,50.92
51.94,51.62,52.76,51.41
50.95,50.20,51.80,50.20
50.61,50.87,51.06,50.24
50.75,50.63,51.06,50.07
50.62,51.50,51.70,50.59
50.78,50.60,51.50,50.43
50.54,51.00,51.26,50.54
50.63,51.82,52.29,50.55
51.70,51.30,52.02,51.19
51.55,50.88,51.62,50.65
50.79,50.25,51.06,50.08
50.29,50.27,50.58,49.69
50.47,49.76,50.80,49.70
49.76,48.79,49.80,48.39
48.77,48.73,48.85,48.33
48.71,49.02,50.20,48.64
48.98,48.81,49.74,48.35
48.45,48.36,49.27,48.00
48.40,49.03,49.12,48.00
49.03,48.76,49.27,48.58
48.66,48.79,49.20,48.34
48.81,49.02,49.20,48.62
49.18,50.13,50.47,48.91
50.65,52.22,52.50,50.46
51.85,52.65,52.67,51.69
52.60,53.00,53.35,52.41
52.88,53.24,53.86,52.68
53.39,53.33,53.75,53.05
53.50,53.77,53.87,53.17
53.24,53.79,53.89,53.24
53.39,53.27,53.59,52.80
53.35,52.57,53.69,52.47
52.70,52.74,52.84,52.47
52.70,52.28,52.79,52.28
52.10,52.18,52.26,51.34
52.05,51.73,52.16,50.30
52.10,52.89,53.09,51.74
52.61,53.13,53.42,52.50
53.35,52.98,53.45,52.81
52.88,52.88,53.40,52.79
52.94,53.88,53.94,52.75
53.51,53.98,54.06,52.99
53.86,54.00,54.32,53.70
54.18,54.24,54.36,53.77
54.20,54.53,54.87,53.84
54.35,54.28,54.84,53.87
54.67,54.93,54.94,54.38
54.16,54.43,54.59,53.93
54.32,55.23,55.24,54.17
55.14,55.53,55.95,54.64
55.67,57.27,57.29,55.63
56.92,57.95,58.23,56.81
57.37,57.84,58.00,57.34
58.04,55.56,58.65,55.25
55.99,57.86,57.90,55.66
57.72,57.67,57.86,57.13
58.00,56.33,58.00,56.19
56.75,56.09,57.00,56.00
55.93,55.12,56.23,54.84
60.00,62.44,63.82,59.99
61.99,62.66,63.07,61.79
62.38,62.54,63.00,62.31
62.06,62.61,62.80,61.95
62.66,64.39,64.47,62.40
64.06,64.69,65.00,63.26
64.63,63.82,64.96,63.78
63.81,64.95,65.16,63.81
65.50,64.91,65.99,64.55
64.50,66.23,67.00,64.50
65.66,66.29,66.72,65.62
65.46,67.07,67.28,65.46
67.00,67.16,67.81,66.34
67.34,69.98,77.11,66.68
69.68,68.80,70.25,68.22
69.19,70.74,71.53,68.69
70.72,70.37,71.60,70.09
70.50,69.65,71.00,69.16
70.13,72.00,72.42,69.65
71.92,73.08,73.88,71.76
73.34,72.58,74.51,72.58
72.38,70.69,72.68,69.82
69.48,71.08,71.20,67.90
70.39,70.31,70.78,69.81
71.86,71.62,72.80,70.40
71.20,71.09,71.57,70.33
70.80,71.49,71.80,70.61
71.14,70.32,72.78,70.23
70.94,70.88,71.43,69.26
70.77,69.89,71.60,69.21
70.17,68.89,71.42,68.78
69.10,69.23,69.35,67.70
69.56,69.99,70.41,69.21
69.52,69.73,70.43,68.10
69.51,68.50,69.64,68.25
69.04,67.47,69.08,66.86
66.55,67.89,68.42,66.11
67.93,67.99,68.41,67.50
68.56,70.62,71.27,68.56
70.82,71.69,72.04,70.56
71.69,70.40,72.35,70.27
69.68,69.26,70.07,68.84
