ILMN,Illumina,NASDAQ
123.80,122.02,124.49,119.37
121.63,123.48,123.92,120.00
123.82,123.20,128.79,122.96
122.51,124.00,124.72,121.47
124.83,126.70,127.50,124.75
125.19,125.45,126.49,124.82
126.16,132.00,132.44,125.68
131.47,131.01,132.85,129.01
130.09,129.65,132.05,128.63
129.78,128.05,130.90,127.19
128.05,127.82,129.18,127.52
128.00,126.77,128.61,126.18
127.03,128.75,129.39,126.71
128.95,128.94,130.60,128.24
128.76,127.93,128.94,127.09
127.66,128.72,129.38,127.22
129.18,128.04,129.52,127.28
129.17,131.13,132.19,128.16
131.03,135.18,136.33,130.25
135.18,134.56,135.83,132.02
139.09,141.49,141.88,137.40
141.87,141.54,143.43,140.19
161.65,165.04,167.10,161.31
164.05,162.35,165.48,159.61
162.42,162.84,163.12,159.75
162.87,162.57,165.00,162.09
