ORLY,O'Reilly Automotive,NASDAQ
278.23,285.20,285.45,278.10
284.39,277.31,285.84,276.68
276.94,275.96,277.67,273.69
275.56,276.87,276.94,274.30
279.32,282.53,283.53,279.08
282.51,276.83,283.69,276.25
276.39,278.04,282.57,275.74
279.45,279.30,281.13,278.36
279.30,283.11,284.16,278.01
284.31,285.15,285.71,282.56
285.00,285.53,286.57,283.78
285.28,282.99,285.40,282.52
282.88,283.22,283.79,282.07
283.01,283.65,284.74,283.01
284.30,280.67,284.99,280.24
281.30,281.64,282.46,280.91
282.59,278.41,283.37,277.37
280.00,280.82,281.07,278.06
280.82,282.11,282.80,279.30
280.84,282.81,283.12,280.22
282.81,281.78,283.97,281.34
280.76,279.40,281.98,278.79
279.67,281.30,283.18,278.84
281.78,281.33,283.82,279.27
280.12,281.58,281.98,279.21
281.87,279.15,282.83,278.88
