ORLY,O'Reilly Automotive,NASDAQ
59.37,60.19,60.22,59.20
59.38,58.59,59.39,57.92
58.42,57.89,58.42,57.62
57.36,59.02,59.46,57.11
59.38,59.17,59.90,59.05
58.98,59.50,59.71,58.73
59.29,59.69,59.86,59.11
59.57,59.69,59.90,59.53
59.93,60.11,60.11,59.61
59.90,59.50,60.34,59.43
59.31,59.58,59.65,59.03
59.01,58.99,59.37,58.79
58.78,58.92,59.18,58.58
59.00,59.49,59.76,58.90
59.40,58.96,59.40,58.82
58.96,59.80,59.90,58.71
59.75,59.27,59.75,59.22
59.20,59.50,59.89,59.16
59.74,60.08,60.50,59.48
59.62,59.97,60.15,59.51
60.25,61.17,61.29,59.92
61.90,62.02,62.45,61.54
61.94,63.00,63.03,61.88
63.16,63.75,63.75,62.55
63.62,63.56,64.61,63.54
63.09,64.60,64.65,62.95
64.40,64.00,64.58,63.58
63.99,64.40,64.70,63.49
64.52,64.99,65.11,64.26
65.14,64.60,65.37,64.26
64.84,65.51,65.63,64.50
65.61,66.21,66.52,65.55
66.22,66.04,66.35,65.65
65.92,65.70,66.46,65.62
66.16,65.77,66.39,65.61
65.22,65.42,65.99,65.14
64.91,64.42,65.47,64.11
64.55,64.64,65.18,64.39
65.00,64.34,65.34,64.12
64.43,63.69,64.60,63.35
63.82,63.09,64.00,62.63
62.88,62.20,62.91,61.90
62.52,62.36,62.87,62.02
62.18,61.89,62.45,61.50
62.23,61.90,62.51,61.61
62.00,62.19,62.59,61.97
61.67,62.06,62.70,61.67
62.18,62.11,62.41,61.59
61.69,61.45,61.97,61.17
59.00,59.54,61.32,58.32
59.25,59.50,60.39,59.04
59.08,58.69,59.62,58.34
58.14,56.98,59.24,56.92
57.07,58.13,58.46,56.79
57.58,56.91,58.06,56.62
57.69,58.35,58.64,56.25
57.41,57.51,59.16,57.41
58.16,59.99,59.99,57.48
58.90,57.53,59.08,57.45
58.01,59.02,59.59,58.01
59.15,60.23,60.72,58.84
60.37,60.74,60.83,59.85
60.09,60.66,60.95,59.61
60.86,61.06,61.70,60.25
59.88,61.36,61.62,59.03
60.55,61.07,62.59,60.55
62.06,61.84,62.45,61.45
62.00,63.19,63.64,61.80
62.87,63.96,64.80,62.86
63.98,62.93,64.22,62.85
62.81,63.93,64.16,62.22
64.37,65.24,65.25,63.75
64.76,65.15,65.47,64.76
65.44,64.88,66.02,64.54
64.47,65.72,66.10,63.39
64.57,65.75,66.37,64.56
64.11,66.60,66.70,64.05
67.00,68.43,68.49,66.65
68.10,67.41,68.35,67.32
67.24,67.29,68.25,66.91
66.48,66.76,67.59,66.21
67.00,68.11,68.29,66.62
68.32,69.75,70.56,67.53
69.97,70.63,70.82,69.46
70.80,71.14,71.70,70.51
70.60,71.72,72.00,70.54
71.74,70.42,71.78,70.09
70.53,69.79,71.29,69.76
68.66,68.61,69.60,67.95
68.57,69.14,69.50,68.18
69.41,69.36,69.96,68.66
70.38,68.56,70.96,68.16
69.03,68.81,70.25,68.73
69.70,67.35,69.73,65.58
66.42,66.63,68.13,66.06
66.34,64.97,66.67,64.88
63.97,67.26,67.38,63.75
67.33,66.91,67.64,65.57
67.01,67.57,67.69,66.33
67.85,67.67,68.36,67.01
68.40,69.57,69.61,67.77
69.45,69.65,69.82,68.66
69.85,68.37,69.94,68.04
68.35,68.71,69.08,68.05
69.33,69.82,69.85,68.48
70.00,69.00,71.22,68.77
69.03,69.74,70.12,68.72
69.63,69.89,71.20,69.63
70.14,70.74,70.91,69.58
71.44,70.42,71.44,69.77
70.31,71.06,71.86,70.31
70.91,70.91,71.77,70.29
72.10,70.20,72.12,69.14
74.38,76.13,76.88,73.97
75.75,76.07,77.35,75.71
75.67,76.05,77.29,75.50
74.14,76.45,77.18,74.14
77.02,76.32,77.07,75.91
76.45,77.36,77.49,75.58
76.80,76.90,77.44,75.96
76.70,76.92,76.92,75.89
77.47,77.31,77.87,76.39
76.42,76.99,77.99,76.19
77.35,76.38,77.35,76.19
77.22,78.70,78.99,76.96
78.75,77.77,78.99,77.43
77.51,78.29,78.52,77.31
77.75,76.62,77.86,76.38
76.65,76.05,77.00,75.26
75.96,75.47,76.05,75.09
75.03,75.78,75.98,74.53
76.07,75.36,76.10,75.06
74.85,74.42,75.33,74.15
74.07,75.51,75.59,73.90
76.96,75.73,77.09,75.39
75.62,75.92,76.77,75.49
77.00,77.24,77.67,76.38
77.31,77.70,78.26,76.92
78.10,77.03,78.24,77.03
78.33,79.53,80.67,78.15
80.00,79.54,80.42,79.44
79.03,79.02,79.40,78.47
78.41,78.92,79.66,78.40
79.28,81.04,81.24,79.06
80.59,80.93,81.11,80.10
81.10,78.91,81.21,78.57
78.85,78.58,79.18,77.69
78.95,78.95,79.49,78.56
79.42,79.88,80.90,79.20
80.40,78.97,80.47,78.73
79.95,81.31,81.43,79.95
81.58,80.71,81.83,80.40
80.80,80.11,81.12,79.91
80.66,81.55,81.58,80.09
81.26,81.70,82.08,81.13
81.85,80.97,82.17,80.64
81.13,80.99,81.58,80.73
80.88,79.95,80.98,79.94
80.95,78.15,81.23,78.10
78.37,79.34,79.96,77.77
79.22,80.41,80.67,78.54
80.28,79.86,80.40,79.51
80.06,80.40,80.54,79.96
80.93,80.90,81.38,80.65
81.07,81.38,81.50,81.00
81.64,81.82,81.89,80.90
81.50,81.60,81.96,81.12
82.00,82.30,82.81,81.70
82.20,83.68,83.91,81.88
83.89,84.78,85.32,83.87
84.94,82.28,85.09,82.09
82.18,81.26,82.78,80.98
80.95,81.81,82.17,80.90
81.88,82.57,82.72,81.62
83.23,81.99,83.80,81.81
82.04,82.56,83.01,81.84
82.31,82.35,82.80,81.56
82.59,81.51,82.59,81.39
81.53,81.98,82.19,81.49
82.09,81.54,82.38,81.42
82.43,82.83,83.75,82.29
82.50,82.36,83.38,82.06
82.27,83.85,83.86,82.00
83.90,83.44,84.00,82.35
81.92,84.34,84.76,81.90
82.50,83.45,84.15,82.50
83.66,83.23,83.99,82.99
83.10,84.00,84.01,82.98
84.00,83.45,84.21,83.00
83.66,84.51,85.11,83.66
84.55,84.55,85.18,84.17
84.46,84.46,84.88,83.97
84.23,84.77,85.08,84.22
84.69,86.40,86.59,84.40
86.33,85.67,86.72,85.39
85.20,85.69,86.18,85.20
86.00,87.34,87.36,85.77
87.05,86.50,87.05,86.33
86.64,88.08,88.18,86.52
88.01,88.33,88.71,87.70
88.33,89.85,89.98,88.31
89.17,89.35,90.16,89.10
89.50,90.10,90.31,88.98
90.27,89.92,90.94,89.89
90.28,90.42,90.68,89.75
90.46,90.06,90.53,89.95
90.46,90.07,90.85,89.55
90.11,90.21,90.27,89.94
90.11,90.21,90.32,89.61
89.91,89.04,90.16,88.95
89.10,89.51,89.78,88.68
89.23,89.85,90.00,89.10
89.71,89.77,90.26,89.63
89.47,90.36,90.81,89.21
90.21,90.04,90.47,89.01
90.62,91.51,91.77,90.56
91.38,91.27,91.62,90.63
91.08,90.69,91.22,90.04
90.08,90.56,90.59,89.81
91.02,91.35,91.79,90.50
91.19,92.86,93.09,91.09
93.10,93.65,94.27,92.84
92.79,92.86,93.25,91.93
92.68,92.65,93.43,92.32
92.12,93.03,93.28,91.71
92.88,91.47,93.00,91.18
92.06,93.82,93.86,92.06
94.00,94.28,94.41,93.37
93.95,94.35,94.76,93.94
94.53,94.76,95.15,93.84
95.46,95.54,95.80,94.55
95.49,96.92,97.03,95.37
96.43,95.99,96.75,95.52
96.20,96.45,96.90,95.86
95.90,95.35,95.94,94.44
96.50,95.00,98.09,93.34
95.71,96.62,96.73,95.08
100.99,102.64,104.81,97.51
103.11,105.98,106.82,102.64
105.53,105.50,106.12,105.14
105.01,105.60,106.90,104.36
105.14,106.71,107.13,105.02
106.51,105.89,107.08,105.53
105.14,104.30,105.93,104.21
104.07,104.12,104.69,103.39
103.63,102.29,103.76,101.00
101.73,102.39,103.35,101.27
102.71,103.13,103.70,102.01
103.02,103.84,104.66,102.79
103.10,100.89,103.11,100.80
101.17,101.03,102.62,99.26
100.96,101.95,102.49,100.88
98.00,94.32,98.71,94.08
94.97,93.30,97.21,92.38
93.58,95.76,96.12,92.15
92.93,95.32,96.29,91.65
94.76,96.73,96.94,94.76
97.16,96.28,97.75,95.85
96.57,96.30,97.47,96.16
96.89,97.08,97.76,96.08
96.62,95.72,96.70,95.71
96.21,95.79,96.49,95.27
94.70,93.05,95.31,92.85
93.38,94.01,94.29,93.00
94.08,95.18,95.64,93.38
95.51,98.46,99.10,95.46
99.49,97.21,99.59,96.91
96.56,98.09,98.14,96.56
98.52,97.07,99.23,96.96
97.56,99.98,100.12,97.20
99.63,97.59,100.34,97.47
97.96,98.34,99.50,97.75
98.83,99.05,99.45,98.35
99.06,101.48,101.49,98.78
101.75,101.11,102.96,100.50
101.10,100.20,101.43,99.91
100.59,97.15,100.77,96.97
97.59,97.35,97.85,96.58
96.96,95.23,97.23,95.05
95.52,96.44,97.03,94.55
77.60,82.61,83.44,75.61
82.11,81.34,82.91,80.27
82.21,83.77,85.06,82.20
84.25,85.10,85.49,82.46
85.00,84.36,85.24,84.23
84.36,86.58,86.97,84.06
86.51,86.74,86.87,85.44
86.50,86.73,86.83,85.31
86.95,87.22,87.53,85.57
87.01,88.02,88.40,86.89
87.28,91.21,92.03,87.28
91.36,91.70,92.49,91.21
91.30,90.59,91.54,90.36
91.54,92.53,92.98,91.30
92.55,94.56,94.82,92.33
94.59,94.15,97.00,92.24
93.85,91.31,93.85,90.99
89.78,90.30,90.86,88.80
90.36,88.88,90.76,88.28
88.93,90.10,90.98,88.15
88.90,86.97,90.62,85.00
87.95,87.17,89.06,86.17
84.40,86.05,87.45,83.88
85.65,85.74,86.76,85.17
86.29,85.07,87.30,84.99
84.48,84.56,86.00,84.06
85.88,85.72,86.24,85.00
85.72,86.10,86.52,85.21
86.01,87.21,87.69,85.98
86.81,86.70,87.60,86.56
85.67,85.00,86.38,84.55
84.99,84.62,85.63,84.34
84.50,84.95,85.43,84.49
85.16,84.64,86.16,84.44
84.79,84.95,85.77,84.61
84.98,87.21,87.33,84.35
87.38,87.99,88.90,86.50
87.46,86.49,87.97,86.00
86.44,85.78,87.00,85.60
85.84,85.42,86.04,85.00
85.47,86.46,86.95,85.25
86.61,86.87,87.50,85.98
87.43,86.72,87.43,86.50
86.50,86.60,87.38,86.37
86.55,85.97,86.83,85.73
85.58,84.95,85.94,84.88
85.56,84.95,85.64,84.41
84.82,83.42,85.42,82.95
83.17,83.98,84.17,83.04
84.60,83.66,85.76,83.42
84.13,83.25,84.68,82.94
83.05,85.06,85.34,83.05
84.97,85.64,86.25,84.97
85.82,85.64,86.49,85.33
85.34,81.53,85.56,81.34
82.24,80.37,82.33,80.06
80.37,80.48,82.21,80.25
80.45,81.17,82.00,80.07
81.17,82.48,83.98,81.13
82.12,84.08,84.56,81.77
84.00,83.89,85.11,83.78
84.00,84.24,84.47,83.62
84.16,84.45,85.25,83.97
84.34,84.24,85.32,84.02
84.47,84.19,84.72,83.77
84.05,83.62,84.25,83.14
83.58,83.84,85.08,83.25
84.13,83.99,85.18,83.44
84.58,83.47,85.00,83.34
83.76,86.01,86.11,83.70
86.25,86.26,87.58,85.97
85.71,85.64,86.42,85.34
85.76,85.62,86.28,85.14
85.65,84.67,86.13,84.46
85.37,84.34,85.97,84.02
84.62,83.30,84.62,83.02
83.71,82.51,83.91,82.05
82.22,81.62,82.59,81.20
81.62,80.44,81.66,78.91
80.00,79.92,81.09,78.58
79.76,80.58,80.91,79.67
78.90,80.32,80.60,78.70
79.49,82.64,83.31,79.24
83.43,81.70,83.51,80.89
86.41,84.46,88.45,83.13
84.63,84.58,85.00,83.81
84.70,85.85,86.52,84.00
85.95,88.05,91.94,85.00
88.67,88.35,91.53,87.37
87.82,88.02,89.19,87.23
88.29,89.71,90.08,87.76
89.38,88.37,89.80,88.12
88.50,88.93,89.79,88.50
88.82,89.27,91.86,88.70
89.27,88.19,89.50,87.94
88.58,89.61,90.43,87.97
89.90,88.51,90.64,88.34
88.94,89.77,90.00,87.99
90.26,89.97,90.26,88.72
90.10,91.48,91.69,89.97
91.50,91.37,92.41,90.66
90.84,91.55,92.08,90.48
91.56,92.63,93.00,91.09
92.33,92.46,93.21,91.64
92.08,92.00,92.88,91.72
91.46,93.01,93.14,90.96
92.11,92.85,93.44,90.39
93.10,94.08,94.39,93.10
94.68,93.32,94.88,93.07
92.70,92.90,93.32,92.05
92.95,91.38,93.02,90.74
91.27,90.68,91.47,90.57
91.40,90.73,91.59,90.50
91.67,90.24,92.45,90.08
90.57,91.89,92.58,90.55
92.41,92.82,94.86,92.41
92.55,90.79,92.96,90.60
90.52,89.48,91.60,89.34
89.57,90.59,90.70,89.40
90.94,91.99,92.56,90.72
92.09,91.39,92.57,91.15
91.55,91.80,92.15,91.00
90.98,89.99,91.17,89.80
89.76,90.00,90.45,89.00
90.23,88.84,90.37,88.45
88.97,88.71,89.25,87.32
88.48,88.10,88.98,87.64
87.85,89.42,89.48,87.76
90.66,89.87,90.74,88.97
90.10,90.21,91.48,89.23
90.53,91.65,91.86,90.22
89.41,90.05,91.30,88.76
89.62,89.20,90.32,88.32
89.41,88.39,90.18,88.18
88.47,87.74,89.87,87.53
88.17,88.01,88.77,87.06
87.62,88.55,89.33,87.57
87.91,89.72,89.96,87.56
89.22,88.17,90.23,87.85
88.11,87.79,89.05,87.72
87.56,88.91,89.49,87.51
88.77,88.70,89.72,88.06
88.52,89.86,90.17,87.75
90.27,91.80,92.12,90.27
91.69,92.17,92.66,91.25
92.28,92.44,92.96,91.94
92.12,91.92,92.52,91.61
92.08,91.74,92.95,91.63
91.83,92.65,92.80,91.39
92.86,93.39,93.99,92.61
93.31,92.63,93.59,92.21
92.76,93.08,93.72,92.59
92.73,92.59,93.53,92.39
100.00,100.04,102.77,99.10
100.66,101.57,103.66,100.64
101.68,102.40,102.87,101.00
102.05,101.56,102.34,100.73
101.59,102.00,103.15,101.29
101.60,101.68,102.24,101.26
101.91,101.31,102.78,100.42
101.50,102.16,102.31,101.33
102.17,101.39,102.35,101.17
101.05,100.77,101.93,100.61
101.41,102.25,102.31,100.71
102.50,101.35,103.70,101.17
101.35,101.76,103.00,100.55
101.74,102.25,102.79,101.01
102.12,101.79,103.12,101.66
101.68,102.62,102.86,101.13
102.67,103.61,104.26,102.34
104.00,104.57,104.95,103.78
104.57,103.44,104.78,103.19
103.76,104.38,104.94,103.14
104.70,104.70,104.89,103.77
104.38,104.30,104.71,103.90
104.30,103.87,104.45,103.32
104.22,104.30,104.99,103.89
104.57,103.50,104.57,103.16
103.03,103.76,104.34,102.94
103.28,104.36,105.22,103.02
104.28,103.25,104.75,102.84
103.86,103.49,104.00,103.10
103.26,102.77,103.80,101.95
103.10,103.26,103.54,102.47
103.67,103.33,104.04,102.55
103.33,103.59,103.90,102.82
102.78,102.75,103.71,102.23
102.58,102.44,103.10,101.86
103.13,102.70,103.40,101.60
103.30,104.38,104.90,102.76
104.28,103.48,104.63,103.21
103.32,103.77,104.21,103.27
102.88,103.05,103.19,101.75
102.91,103.91,104.16,102.91
102.38,102.06,103.08,100.80
101.99,103.50,103.81,101.54
103.79,104.01,105.40,103.51
104.05,103.14,104.94,102.54
102.88,99.99,103.14,99.56
101.02,99.99,101.11,99.80
99.67,98.67,99.95,97.77
99.00,98.84,99.80,98.01
98.56,99.36,99.82,98.37
99.17,99.48,99.75,98.80
100.00,101.37,101.55,99.70
102.15,101.12,102.57,100.91
104.17,106.13,108.99,103.99
106.15,106.44,106.70,105.34
106.81,107.69,108.17,106.55
107.20,107.32,107.60,105.81
107.50,107.46,108.29,107.21
107.44,108.13,108.50,106.79
108.85,109.89,110.03,108.48
109.58,110.27,110.52,109.45
109.93,110.78,110.79,109.69
110.91,109.45,111.00,108.67
109.59,110.06,110.61,109.59
109.94,110.20,110.49,109.22
109.75,109.65,110.44,108.58
109.47,111.89,112.12,109.47
111.30,111.96,112.17,111.14
111.24,110.71,111.84,110.22
111.00,110.95,111.45,110.33
109.32,110.91,111.53,109.28
111.02,112.21,112.92,110.77
112.09,110.56,112.29,110.15
110.18,110.23,110.79,109.07
109.44,110.74,111.27,109.44
111.19,110.75,111.72,109.67
110.09,110.43,110.63,109.21
110.54,109.98,111.32,109.91
109.50,108.85,111.28,108.68
109.24,110.17,110.26,109.00
109.84,109.53,110.72,108.61
109.49,108.00,110.18,107.80
107.84,109.39,109.43,107.84
110.00,110.99,111.51,109.81
110.97,111.10,111.35,110.05
110.07,110.54,111.23,110.05
110.77,110.03,110.99,109.98
110.29,111.45,111.81,109.86
111.18,111.56,112.47,110.97
111.57,111.95,112.56,111.17
112.05,113.09,113.14,111.71
113.09,113.01,114.06,112.88
112.03,110.82,112.58,110.47
