DJCO,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ
71.00,71.00,71.00,71.00
71.00,71.00,71.10,71.00
71.14,71.00,71.14,68.11
71.00,71.50,71.50,69.81
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.11,71.07,71.11,71.00
69.06,71.00,71.10,69.06
71.00,71.00,71.01,71.00
71.10,71.10,71.10,71.10
71.10,68.29,71.10,68.29
69.15,70.00,70.00,69.15
70.00,71.00,71.00,70.00
69.99,68.18,71.00,68.18
70.90,71.00,71.00,70.90
68.46,69.12,70.22,68.46
71.00,70.03,71.00,70.00
68.88,68.01,68.88,67.69
69.50,69.55,69.55,69.50
69.50,69.50,69.50,69.50
69.10,73.74,73.74,62.54
71.00,75.80,76.96,71.00
75.74,76.39,76.39,75.04
76.04,76.51,76.51,76.00
76.03,76.00,76.03,76.00
75.99,75.99,75.99,75.99
75.99,73.60,75.99,73.60
73.60,73.60,73.60,73.60
73.60,73.60,73.60,73.60
72.50,72.50,72.50,72.50
70.54,70.57,70.57,70.54
70.00,70.00,70.24,70.00
70.29,69.84,70.29,69.84
69.43,69.25,69.72,69.25
69.25,69.25,69.25,69.25
73.63,73.63,73.63,73.63
65.00,70.70,71.00,65.00
70.00,69.50,70.00,69.50
69.50,70.00,70.11,69.50
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
65.91,65.91,65.91,65.91
65.91,65.91,65.91,65.91
69.97,69.75,70.03,69.07
69.96,69.96,69.96,69.96
67.06,69.50,69.50,67.06
69.50,68.61,69.50,68.44
68.50,70.00,70.00,68.50
69.60,69.60,69.60,69.60
70.00,70.00,70.00,70.00
68.60,70.00,70.00,68.60
71.85,72.00,72.00,71.54
70.81,70.80,70.81,70.80
72.00,72.00,72.00,72.00
71.97,71.97,71.97,71.97
71.97,71.97,71.97,71.97
69.01,68.13,69.01,67.25
69.46,69.46,69.46,69.46
69.25,69.25,69.25,69.25
69.25,69.25,69.25,69.25
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.50,69.50,69.50,69.50
69.00,69.00,69.00,69.00
71.00,71.00,71.00,71.00
71.00,71.00,71.00,71.00
69.81,69.96,69.96,69.81
70.01,70.00,70.05,70.00
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
68.20,68.20,68.20,68.20
70.94,72.00,72.03,70.94
72.00,72.00,73.00,72.00
71.00,73.00,73.00,71.00
73.01,73.12,73.12,73.00
73.00,73.12,73.12,69.10
73.12,73.12,73.12,73.12
72.50,72.50,72.50,72.50
72.50,72.50,72.50,72.50
72.00,72.35,72.35,72.00
73.12,70.16,73.12,70.16
70.16,70.16,70.16,70.16
69.53,73.00,73.00,69.49
73.85,73.30,73.85,73.30
73.95,74.00,74.00,73.95
70.06,70.96,70.96,70.06
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
69.04,69.04,69.04,69.04
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
73.90,70.02,73.90,70.00
72.00,69.82,72.00,69.82
73.00,73.68,73.68,73.00
73.68,73.68,73.68,73.68
73.68,73.68,73.68,73.68
73.68,73.68,73.68,73.68
73.68,73.68,73.68,73.68
70.17,70.32,70.32,70.17
70.32,70.32,70.32,70.32
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.60,71.60,71.60,71.60
71.60,71.60,71.60,71.60
71.60,71.60,71.60,71.60
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
69.81,72.00,72.00,69.81
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,69.43,72.00,69.43
70.63,71.00,71.00,70.01
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
70.51,72.00,72.00,70.51
72.00,72.00,72.00,72.00
70.50,70.50,70.50,70.50
70.50,70.50,70.50,70.50
70.50,70.50,70.50,70.50
72.04,72.04,72.04,72.04
71.00,70.81,72.00,69.85
71.97,72.00,72.00,71.96
72.00,72.04,72.04,72.00
72.04,72.04,72.04,72.04
72.04,72.04,72.04,72.04
72.00,72.00,72.00,72.00
73.00,70.88,73.00,70.30
72.00,72.00,72.00,72.00
72.00,70.82,72.50,70.82
72.21,71.11,72.21,71.11
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
71.95,70.68,71.95,70.68
71.50,71.00,71.50,70.99
71.00,71.00,71.00,71.00
71.00,71.00,71.00,71.00
71.61,71.61,71.61,71.61
71.61,71.61,71.61,71.61
71.61,71.61,71.61,71.61
71.61,71.61,71.61,71.61
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.15,71.15,71.15,71.15
72.00,72.96,72.96,72.00
71.01,72.00,72.00,71.01
72.00,72.00,72.00,72.00
71.01,71.01,71.01,71.01
71.01,71.01,71.01,71.01
71.01,71.01,71.01,71.01
71.01,71.01,71.01,71.01
72.03,72.03,72.03,72.03
72.25,72.25,72.25,72.25
72.13,72.47,72.47,72.13
70.30,70.30,70.30,70.30
71.05,71.75,72.00,71.05
71.75,71.75,71.75,71.75
71.75,71.75,71.75,71.75
71.75,71.75,71.75,71.75
71.75,71.75,71.75,71.75
71.75,71.75,71.75,71.75
72.00,73.80,73.80,72.00
72.00,72.00,72.00,72.00
71.99,72.00,72.00,71.99
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
71.00,72.00,72.00,69.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.25,72.00
72.25,72.25,72.25,72.25
72.25,72.25,72.25,72.25
72.00,72.50,72.50,72.00
72.50,72.50,72.50,72.50
72.50,72.50,72.50,72.50
72.50,72.50,72.50,72.50
71.05,71.10,71.10,71.05
71.10,71.10,71.10,71.10
71.10,71.10,71.10,71.10
71.50,71.05,71.50,71.05
71.05,71.05,71.05,71.05
71.05,71.05,71.05,71.05
71.25,71.25,71.25,71.25
72.50,72.50,72.50,72.50
72.50,72.50,72.50,72.50
72.00,72.00,72.00,72.00
71.60,72.00,72.00,71.60
72.22,73.90,73.90,72.22
73.90,73.90,73.90,73.90
73.90,73.90,73.90,73.90
73.90,73.90,73.90,73.90
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
73.00,75.51,79.95,73.00
72.75,74.01,74.01,72.50
74.01,74.01,74.01,74.01
74.01,74.01,74.01,74.01
74.01,74.01,74.01,74.01
79.61,76.04,79.61,76.04
78.99,75.55,79.75,75.55
75.00,74.00,75.30,74.00
74.00,74.00,74.00,74.00
73.95,73.00,73.96,73.00
73.00,73.00,73.00,73.00
74.50,75.00,75.00,73.49
75.00,75.00,75.00,75.00
74.55,74.55,74.55,74.55
74.55,74.55,74.55,74.55
74.90,75.00,75.00,74.89
75.00,75.00,75.00,75.00
75.00,75.00,75.00,75.00
75.00,75.00,75.00,75.00
75.00,75.00,75.00,75.00
73.50,73.25,75.00,73.00
75.00,75.00,75.00,73.50
75.00,75.00,75.00,75.00
75.00,75.00,75.00,75.00
75.00,75.00,75.00,75.00
73.18,75.00,75.00,73.07
75.00,75.00,75.00,75.00
75.00,74.50,75.00,74.50
74.50,74.50,74.50,74.50
73.00,73.20,73.20,72.27
73.20,73.20,73.20,73.20
73.20,73.20,73.20,73.20
73.20,73.20,73.20,73.20
73.20,73.20,73.20,73.20
73.20,73.20,73.20,73.20
73.20,73.20,73.20,73.20
71.50,72.50,72.50,70.23
72.50,72.50,72.50,72.50
72.50,72.50,72.50,72.50
72.50,72.50,72.50,72.50
70.18,72.00,72.00,70.18
72.00,72.00,72.00,72.00
72.02,72.00,72.02,72.00
72.00,72.00,72.00,72.00
74.00,72.00,74.00,72.00
70.13,70.56,70.56,70.13
70.18,72.00,72.00,70.18
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
72.95,72.50,72.95,72.50
72.50,72.50,72.50,72.50
74.00,73.05,74.00,72.75
72.08,72.08,72.08,72.08
72.05,72.05,72.05,72.05
72.50,72.50,72.51,72.00
72.50,72.50,72.50,72.50
70.95,70.95,70.95,70.95
71.00,71.00,71.00,71.00
71.00,71.00,71.05,71.00
72.47,72.50,72.50,72.47
72.50,72.50,72.50,72.50
70.13,71.00,71.00,70.13
70.12,70.43,70.43,70.12
70.43,70.43,70.43,70.43
71.03,73.00,73.00,71.00
73.00,73.00,73.00,73.00
73.00,73.00,73.00,73.00
71.03,69.81,71.03,69.81
69.81,69.81,69.81,69.81
71.75,71.75,71.75,71.75
70.50,70.50,70.50,70.50
71.00,70.01,71.48,70.00
70.02,69.50,70.02,69.50
67.00,67.51,67.51,67.00
68.07,68.27,69.03,68.00
68.27,68.27,68.27,68.27
68.27,68.27,68.27,68.27
71.00,71.75,72.00,70.50
71.03,71.00,71.05,71.00
70.98,70.00,70.98,70.00
70.00,70.00,70.00,70.00
68.35,68.76,68.76,68.35
69.74,68.80,69.74,68.50
68.80,68.80,68.80,68.80
68.80,68.80,68.80,68.80
68.80,68.80,68.80,68.80
68.90,68.90,68.90,68.90
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
69.04,68.85,69.04,68.85
68.50,68.24,68.50,68.21
69.50,67.30,69.50,67.30
67.32,67.00,67.32,67.00
67.00,67.00,67.00,67.00
67.00,67.00,67.00,67.00
67.00,67.00,67.00,67.00
67.00,67.00,67.00,67.00
69.44,69.46,69.46,69.44
67.05,67.03,67.05,67.03
67.03,67.03,67.03,67.03
67.03,67.03,67.03,67.03
68.00,68.00,68.00,68.00
68.00,68.00,68.00,67.97
67.97,68.00,68.00,67.97
67.04,67.04,67.04,67.04
67.04,67.04,67.04,67.04
67.04,67.04,67.04,67.04
68.45,68.45,68.45,68.45
64.57,65.25,65.25,64.57
65.25,65.25,65.25,65.25
65.25,65.25,65.25,65.25
65.00,65.00,65.00,64.97
63.02,65.00,65.00,63.02
65.00,62.54,65.00,62.54
65.00,65.00,65.00,65.00
65.00,64.51,65.00,64.51
67.20,67.20,67.20,67.20
67.20,67.20,67.20,67.20
67.20,67.20,67.20,67.20
67.50,67.50,67.50,67.50
67.45,67.45,67.45,67.45
67.45,67.45,67.45,67.45
67.45,67.45,67.45,67.45
66.00,67.50,68.00,66.00
68.00,68.25,68.25,68.00
68.25,68.25,68.25,68.25
67.60,67.95,67.95,67.60
68.50,67.25,68.50,67.25
68.47,69.50,69.50,68.47
69.50,69.50,69.50,69.50
68.50,68.50,68.50,68.50
68.75,68.75,68.75,68.75
68.13,68.13,68.13,68.13
68.13,68.13,68.13,68.13
67.50,67.50,67.53,67.50
64.76,65.16,65.16,64.76
65.99,65.70,65.99,65.70
65.70,65.70,65.70,65.70
67.95,67.95,67.95,67.95
67.01,67.01,67.01,67.01
67.01,67.01,67.01,67.01
67.01,67.01,67.01,67.01
65.00,64.00,65.20,63.80
64.50,63.40,64.50,63.40
63.36,63.36,63.36,63.00
63.40,63.40,63.40,63.40
63.40,63.50,63.52,63.39
63.53,63.53,63.53,63.53
63.53,63.53,63.53,63.53
63.53,63.53,63.53,63.53
63.53,63.53,63.53,63.53
67.49,66.50,67.49,66.50
66.50,66.50,66.50,66.50
66.50,66.50,66.50,66.50
63.51,65.00,65.00,63.50
64.99,64.99,64.99,64.99
63.68,63.68,63.68,63.68
63.68,63.68,63.68,63.68
63.75,65.99,65.99,63.75
65.80,65.99,65.99,65.80
64.50,64.50,64.50,64.50
66.00,66.00,66.01,66.00
66.00,66.00,66.00,66.00
66.96,65.01,66.96,65.01
65.00,65.00,65.00,65.00
65.75,65.75,65.75,65.75
65.75,65.75,65.75,65.75
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
65.00,65.00,65.00,65.00
65.14,65.15,65.15,65.14
65.55,65.55,65.55,65.55
64.15,64.50,64.50,64.15
64.50,64.50,64.50,64.50
64.75,64.75,64.75,64.75
64.75,64.75,64.75,64.75
65.00,65.02,65.02,65.00
65.02,65.02,65.02,65.02
65.02,65.02,65.02,65.02
65.55,65.55,65.55,65.55
66.75,67.25,67.25,66.74
67.25,67.25,67.25,67.25
69.00,69.00,69.00,69.00
69.00,69.00,69.00,69.00
69.00,69.00,69.00,69.00
68.97,69.72,70.00,68.97
69.97,72.00,74.99,69.97
72.00,72.00,72.00,71.90
72.50,72.00,72.50,72.00
72.00,72.00,72.00,72.00
72.00,72.00,72.00,72.00
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
70.50,72.00,72.00,70.50
72.00,72.00,72.00,72.00
70.75,72.00,72.00,70.75
73.50,73.50,73.50,73.50
74.92,74.92,74.92,74.92
70.01,73.95,73.95,70.01
73.10,73.50,73.50,73.00
73.50,74.00,74.00,73.50
74.00,74.00,74.00,74.00
73.05,73.75,73.75,73.00
73.75,73.75,73.75,73.75
73.75,73.01,73.75,73.01
73.73,75.40,75.40,73.73
76.00,76.00,77.40,74.50
74.15,74.95,75.00,74.15
74.99,75.45,75.45,74.90
76.50,76.50,76.50,76.50
76.51,76.45,76.51,76.40
76.40,74.84,76.40,74.84
74.80,76.20,76.31,74.80
76.25,76.25,76.25,76.25
76.20,74.01,76.25,73.02
74.01,74.01,74.01,74.01
74.23,74.90,75.20,74.23
75.30,75.05,75.30,73.59
74.31,74.30,74.31,74.30
74.30,74.30,74.30,74.30
74.30,74.30,74.30,74.30
74.30,74.30,74.30,74.30
74.55,74.55,74.55,74.55
74.51,75.00,75.00,74.51
75.00,75.52,77.24,75.00
75.52,75.52,75.52,75.52
75.52,75.52,75.52,75.52
75.52,75.52,75.52,75.52
80.00,79.40,80.00,78.21
79.40,79.40,79.40,79.40
77.31,76.85,77.31,76.85
76.32,76.32,76.32,76.32
77.95,78.12,78.12,77.95
77.78,78.00,78.00,77.30
77.97,78.00,78.03,77.97
78.00,78.00,78.00,78.00
78.00,76.40,78.00,76.40
76.40,76.40,76.40,76.40
76.36,73.05,76.36,73.00
74.00,74.00,74.00,74.00
74.32,73.94,74.32,73.61
75.50,75.50,75.50,75.50
76.95,77.00,77.00,76.95
77.98,78.00,78.00,77.98
77.98,76.45,77.98,76.45
77.97,77.97,77.97,77.97
77.97,77.97,77.97,77.97
77.40,77.40,77.40,77.40
77.50,77.00,78.10,77.00
77.00,77.00,77.00,77.00
77.47,78.10,78.10,77.47
78.10,78.10,78.10,78.10
78.10,77.00,78.10,77.00
77.00,75.60,77.00,75.53
75.70,75.70,75.70,75.70
76.00,76.00,76.00,76.00
76.00,76.00,76.00,76.00
76.00,76.00,76.00,76.00
76.90,76.30,76.90,75.60
75.60,76.80,76.80,75.60
77.01,78.10,78.10,77.01
77.98,85.00,87.99,77.98
83.00,82.50,83.00,82.50
82.00,83.00,85.72,82.00
86.00,84.98,86.00,84.98
84.98,84.98,84.98,84.98
82.97,83.75,84.95,81.90
84.95,85.75,85.75,84.82
83.30,85.00,87.00,83.05
83.15,83.05,83.15,83.05
84.90,85.00,85.00,84.75
84.94,85.00,85.00,84.94
85.00,85.00,85.00,85.00
83.50,82.51,83.50,82.51
82.51,83.19,89.83,82.51
82.14,83.90,83.90,82.14
83.46,83.50,83.50,83.46
82.25,83.60,84.49,82.25
83.75,87.00,88.00,83.71
85.95,85.85,85.95,85.85
86.00,86.45,87.15,86.00
86.00,85.52,86.00,85.52
86.00,86.00,86.00,84.25
84.50,85.63,85.63,83.21
85.75,85.90,86.00,83.50
83.91,85.70,87.00,83.91
87.50,89.99,89.99,83.63
90.00,88.95,90.00,88.95
88.95,90.35,90.68,87.95
93.00,93.43,93.43,86.35
94.00,92.83,94.50,90.30
90.10,87.50,91.00,87.50
89.99,85.65,89.99,84.80
86.30,86.90,87.50,86.30
85.15,85.15,85.15,85.15
85.77,85.78,88.37,85.24
87.72,88.54,88.79,87.72
90.14,90.14,90.14,90.14
90.14,90.45,92.00,90.14
90.14,91.48,91.48,90.12
91.48,91.48,91.48,91.48
88.33,94.00,94.00,88.33
89.70,89.70,89.70,89.70
90.16,90.16,90.16,90.16
90.65,93.00,93.00,90.65
93.74,93.20,93.74,93.20
95.00,95.00,95.00,95.00
94.75,94.75,94.75,94.75
90.60,90.60,90.60,90.60
94.13,90.65,94.13,90.65
90.00,91.26,94.96,90.00
93.00,89.95,94.00,89.95
90.15,90.15,90.15,90.15
93.02,92.30,94.00,92.30
92.02,92.85,93.00,92.02
94.24,93.27,94.30,93.27
92.32,94.80,94.80,92.32
94.97,90.15,95.00,90.15
91.85,92.66,95.00,91.85
94.50,94.95,94.95,94.50
95.00,97.00,97.00,94.74
96.13,98.00,98.00,96.13
98.01,97.30,98.01,96.00
97.25,95.00,97.25,95.00
95.00,95.00,95.00,95.00
95.00,95.00,95.00,95.00
95.00,95.00,95.00,95.00
95.00,94.95,95.00,94.95
94.95,94.95,94.95,94.95
94.95,98.00,98.00,92.05
95.05,93.40,95.05,93.12
93.50,91.47,93.50,91.47
91.60,91.00,91.60,91.00
91.00,91.00,91.00,91.00
91.00,91.00,91.00,91.00
91.00,91.00,91.00,91.00
90.14,90.14,90.14,90.14
89.51,90.50,90.50,88.00
88.34,89.50,89.50,88.34
89.30,89.25,89.30,89.25
88.71,92.74,92.74,88.51
92.48,92.92,93.80,92.48
93.00,95.00,95.00,93.00
95.00,92.02,95.00,92.02
92.45,92.45,92.45,92.45
92.56,93.74,93.74,92.54
94.75,94.75,94.75,94.75
97.00,94.63,97.00,93.13
94.00,94.15,94.15,94.00
94.19,92.55,94.19,92.55
94.00,94.00,94.00,94.00
95.36,95.36,95.36,95.36
95.36,95.36,95.36,95.36
95.25,94.75,95.25,94.75
94.75,94.75,94.75,94.75
94.75,91.26,94.75,91.26
93.00,92.86,93.00,91.22
94.00,96.75,97.99,94.00
95.84,93.77,95.84,93.01
93.65,90.25,93.65,90.00
90.36,90.36,90.36,90.36
90.24,90.25,90.25,90.18
90.85,91.84,91.84,90.75
90.75,90.75,90.75,90.75
90.75,90.75,90.75,90.75
90.21,89.55,91.65,89.55
89.55,89.55,89.55,89.55
89.25,88.70,90.89,88.60
87.35,87.35,87.35,87.35
87.57,90.19,90.19,87.57
85.75,91.20,91.20,85.75
91.94,91.34,91.96,91.34
92.00,92.00,92.00,92.00
91.94,88.51,91.94,85.17
88.51,88.51,88.51,88.51
89.00,89.61,91.39,89.00
90.40,91.15,91.55,90.40
93.80,93.80,93.80,93.80
92.85,92.85,92.85,92.85
93.01,94.52,94.52,93.00
94.00,107.35,107.35,94.00
106.27,98.69,106.27,97.70
97.67,98.85,98.85,97.00
93.15,93.15,93.15,93.15
94.58,87.80,94.66,87.30
86.11,87.01,88.00,86.00
88.50,88.37,88.50,88.37
88.50,88.50,88.50,88.50
88.50,88.50,88.50,88.50
88.56,86.17,88.56,86.17
85.80,85.80,85.80,85.80
85.57,85.20,86.20,85.00
87.10,88.70,88.70,87.00
88.70,88.70,88.70,88.70
88.70,88.70,88.70,88.70
88.70,88.70,88.70,88.70
88.70,89.92,89.92,86.26
89.92,89.92,89.92,89.92
84.77,88.53,88.57,84.77
90.43,91.41,91.48,90.43
90.62,90.62,90.62,90.62
90.99,89.48,91.24,88.77
90.43,82.06,90.44,82.06
84.61,90.75,90.95,84.61
88.98,88.98,88.98,88.98
88.47,90.00,90.00,88.47
92.80,92.15,92.80,88.81
91.81,90.23,92.53,89.65
89.79,88.93,90.58,88.93
88.80,88.93,88.93,88.80
88.93,88.93,88.93,88.93
92.30,92.00,92.30,92.00
93.01,93.70,94.21,92.14
93.00,91.75,93.00,90.99
92.00,91.10,93.00,91.01
90.16,90.60,93.00,90.16
90.60,90.60,90.60,90.60
95.98,93.00,95.98,93.00
93.00,93.00,93.00,93.00
93.00,93.00,93.00,93.00
91.93,92.55,92.55,90.00
94.50,95.00,99.59,94.50
97.61,95.96,97.61,95.00
92.80,102.24,106.60,92.80
101.00,102.60,102.60,98.56
101.87,101.87,101.87,101.87
100.00,100.99,104.00,96.29
100.49,100.85,100.85,100.39
101.00,100.50,101.00,100.50
99.20,99.20,99.20,99.20
98.56,99.30,100.99,98.56
99.99,99.99,99.99,99.99
99.50,97.89,99.50,95.59
97.22,97.31,99.49,97.22
98.25,99.07,99.50,98.25
99.50,99.31,99.50,99.31
97.31,99.47,99.47,97.31
99.50,97.09,99.50,97.09
99.46,98.90,99.46,98.90
99.49,99.23,99.49,99.23
99.01,98.51,99.01,98.51
98.61,99.46,99.46,98.61
99.39,98.71,99.50,97.00
97.99,98.70,98.70,97.99
97.01,99.00,99.00,97.01
98.99,98.99,99.00,98.99
98.99,98.99,98.99,98.99
99.00,98.00,99.00,98.00
96.71,98.00,98.00,96.71
97.85,98.50,98.99,97.80
99.89,101.00,101.00,99.89
99.27,99.27,99.27,99.27
101.24,98.37,101.24,98.37
100.00,99.39,100.00,98.11
99.40,98.51,99.55,98.51
98.85,100.28,100.49,98.51
100.50,100.50,100.50,100.25
101.00,99.03,101.00,99.03
101.00,102.00,102.00,101.00
104.14,103.95,104.14,103.50
103.49,100.53,103.49,100.53
101.97,101.35,101.97,101.05
101.89,102.40,103.39,101.89
102.06,102.01,102.25,101.00
103.00,103.50,104.00,103.00
103.36,104.99,104.99,102.85
104.00,103.50,104.00,101.10
102.30,101.58,103.86,101.26
102.42,102.51,103.15,102.42
103.96,103.99,104.00,103.69
104.00,103.73,104.00,103.05
103.69,103.07,103.69,102.90
102.80,102.17,102.80,102.17
101.44,102.00,102.00,101.44
102.60,103.88,103.88,102.60
102.21,103.01,103.20,102.21
103.85,103.65,103.85,103.00
103.91,104.74,105.11,103.30
105.00,110.24,110.25,105.00
108.00,107.88,108.20,107.70
111.00,111.00,111.00,111.00
109.73,112.10,114.00,100.11
113.00,119.99,120.93,113.00
119.50,113.50,119.50,113.00
114.85,113.34,115.03,113.34
112.54,104.99,112.54,104.00
104.79,103.00,104.79,103.00
102.99,103.48,104.30,101.90
104.83,103.51,105.00,103.08
103.15,104.06,105.00,103.12
103.83,104.72,104.98,103.83
103.65,102.30,104.46,102.30
104.99,106.15,106.75,104.86
104.00,103.10,104.60,102.00
102.87,103.20,103.34,102.87
104.47,103.75,104.47,103.70
102.42,104.50,104.50,102.42
104.69,104.69,104.69,104.69
105.00,104.98,105.00,104.98
105.24,105.00,105.24,105.00
104.25,105.40,105.40,104.25
105.50,105.50,105.50,105.50
104.76,105.54,105.54,104.76
105.48,103.66,105.48,103.66
103.74,105.00,105.00,103.74
105.50,103.39,105.50,103.39
105.75,105.50,105.75,105.50
105.69,106.80,107.00,105.10
106.50,106.99,106.99,106.50
108.00,105.91,108.00,105.91
105.60,105.65,105.65,105.60
105.50,106.30,107.70,105.50
107.00,107.00,107.00,107.00
106.01,106.25,106.25,106.01
107.00,107.00,107.00,107.00
107.96,106.71,107.96,106.53
107.64,107.75,107.75,107.64
107.75,107.75,107.75,107.75
108.00,106.66,109.05,106.66
106.58,110.67,111.70,106.58
107.00,109.35,109.35,107.00
110.00,111.80,111.80,109.88
111.80,111.80,111.80,111.80
113.00,112.60,113.50,112.60
113.36,112.16,113.36,112.16
112.83,111.20,113.49,111.20
112.71,114.00,114.00,112.48
113.50,112.60,113.50,112.60
112.20,114.29,114.29,112.20
114.02,114.99,114.99,114.02
113.99,113.99,113.99,113.99
111.99,112.61,112.71,111.99
113.57,113.57,113.57,113.57
112.90,113.50,113.50,112.90
113.98,111.33,113.98,111.33
111.10,112.51,112.51,111.10
110.75,113.26,113.26,110.75
