DJCO,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ
254.00,253.30,258.99,250.03
257.52,258.90,258.98,250.00
250.99,262.80,264.79,250.98
265.68,265.00,276.27,260.91
266.00,265.00,267.50,264.90
265.00,270.29,276.99,264.79
266.00,269.90,270.00,266.00
267.69,276.20,282.48,267.69
280.00,276.41,280.00,273.00
271.09,264.81,278.98,264.81
268.89,268.00,273.00,263.00
265.00,260.12,267.01,256.01
257.99,255.60,260.00,255.60
254.98,246.00,254.98,244.21
245.01,242.33,246.04,237.00
241.02,241.00,241.25,239.32
243.00,240.00,243.00,237.44
243.04,241.00,243.04,239.00
242.00,241.10,244.00,241.00
242.17,241.80,242.17,236.09
241.80,253.90,253.90,241.80
250.69,248.67,252.00,247.13
247.60,233.77,247.60,232.00
230.02,229.00,230.50,228.00
228.95,227.01,230.00,227.00
232.00,231.98,232.65,230.87
230.01,230.21,235.00,230.00
230.99,227.10,232.30,227.10
230.00,229.20,230.00,228.00
