JJP,iPath Bloomberg Precious Metals Subindex Total Return SM Index ETN,NASDAQ
54.11,54.11,54.11,54.11
56.00,56.00,56.00,56.00
55.87,56.00,56.00,53.27
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
55.41,55.41,55.41,55.41
55.02,55.05,55.05,55.02
54.64,54.46,54.64,54.25
53.76,54.15,54.15,53.76
54.60,54.60,54.60,54.60
54.60,54.60,54.60,54.60
54.60,54.60,54.60,54.60
54.30,55.13,55.13,53.25
54.84,54.79,54.84,54.78
53.00,54.27,55.26,53.00
54.27,54.27,54.27,54.27
54.27,54.27,54.27,54.27
54.63,54.08,54.70,54.08
53.54,52.21,53.54,52.00
52.43,52.43,52.43,52.43
57.67,55.19,57.67,55.19
51.43,51.43,51.43,51.43
51.43,51.43,51.43,51.43
52.17,51.89,52.17,51.89
51.89,51.89,51.89,51.89
52.61,52.61,52.61,52.61
52.61,52.61,52.61,52.61
53.14,53.14,53.14,53.14
51.55,53.46,53.46,51.55
51.86,53.12,53.12,51.86
53.89,53.89,53.89,53.89
54.21,54.61,54.66,54.21
54.03,54.08,54.08,54.03
54.08,54.08,54.08,54.08
54.08,54.08,54.08,54.08
54.08,54.08,54.08,54.08
54.08,54.08,54.08,54.08
54.08,54.08,54.08,54.08
