RDCM,Radcom Ltd. - Ordinary Shares,NASDAQ
5.50,5.61,5.61,5.31
5.80,5.85,5.85,5.65
5.85,5.70,5.85,5.64
5.72,5.61,5.72,5.50
5.56,5.50,5.56,5.30
5.47,5.58,5.60,5.47
5.60,6.40,6.48,5.60
6.40,7.10,7.20,6.40
7.04,7.03,7.05,6.85
7.01,6.77,7.08,6.56
6.60,6.72,6.75,6.60
7.00,7.10,7.20,6.92
7.10,7.10,7.10,6.80
6.94,6.80,7.10,6.64
6.60,6.98,7.10,6.60
7.09,7.05,7.15,7.05
7.19,7.28,7.40,7.08
7.28,7.77,7.94,7.20
7.75,7.65,7.75,7.60
7.72,7.50,7.73,7.11
7.47,7.74,7.75,7.47
7.50,7.74,7.75,7.47
7.95,8.20,8.24,7.67
8.20,8.07,8.25,8.00
8.10,8.11,8.26,7.94
8.31,8.35,8.66,8.12
8.46,8.60,8.70,8.30
8.70,8.90,8.95,8.55
8.95,9.39,9.60,8.91
9.25,9.62,9.73,9.25
9.85,9.78,9.96,9.67
9.90,10.30,10.63,9.83
10.84,11.74,12.00,10.55
12.00,12.50,12.93,11.50
12.95,9.50,12.95,9.10
9.35,8.85,9.40,8.17
8.96,9.43,10.37,8.80
9.61,10.01,10.36,9.50
10.40,10.44,10.71,10.11
11.19,10.55,11.30,10.45
10.82,10.01,10.89,9.66
10.01,9.17,10.14,8.57
9.25,9.16,9.48,9.12
9.16,9.00,9.16,8.76
9.02,9.37,9.52,8.98
9.41,9.03,9.50,9.00
9.04,8.99,9.33,8.75
9.09,9.29,9.44,9.00
9.44,9.17,9.47,9.01
9.18,8.62,9.18,8.55
9.13,9.51,9.64,8.74
9.68,10.50,10.62,9.66
10.82,11.24,11.32,10.50
11.30,10.10,11.33,9.75
10.03,10.52,10.97,9.93
10.28,9.99,10.44,9.81
10.87,10.23,10.87,9.99
10.85,10.27,10.87,10.20
10.41,9.94,10.50,9.76
10.30,10.18,10.55,10.04
10.55,10.60,10.85,10.36
10.69,11.15,11.74,10.41
11.20,11.35,11.97,11.20
11.80,10.85,11.80,10.70
11.25,11.17,11.25,10.38
11.80,11.67,12.00,11.25
11.55,11.38,11.82,11.17
11.21,10.89,11.27,10.62
10.93,11.13,11.39,10.93
11.14,10.80,11.20,10.40
11.00,10.23,11.09,10.07
10.22,10.81,10.83,10.22
10.90,11.00,11.25,10.90
11.11,10.86,11.21,10.77
10.42,10.55,10.76,10.30
10.58,10.71,10.94,10.58
10.84,10.82,10.94,10.56
10.94,10.78,10.99,10.72
11.09,10.89,11.09,10.80
10.83,10.66,10.83,10.50
10.71,10.20,10.77,10.20
10.20,9.52,10.20,9.17
9.59,9.59,9.63,9.30
9.62,10.01,10.06,9.60
9.94,9.96,9.99,9.83
9.90,9.78,9.90,9.52
9.74,9.85,9.90,9.60
9.86,9.64,9.97,9.50
9.58,9.38,9.58,9.30
9.47,9.31,9.54,9.25
10.05,9.43,10.05,9.39
9.48,9.06,9.67,8.77
9.02,8.66,9.02,8.60
8.60,8.67,8.86,8.53
8.82,9.40,9.42,8.80
9.94,9.74,9.94,9.56
9.80,9.49,9.80,9.35
8.91,9.34,9.61,8.91
9.35,9.93,9.93,9.35
9.99,10.11,10.25,9.58
10.19,9.90,10.19,9.80
10.01,9.83,10.08,9.77
9.71,9.40,9.78,9.27
9.51,9.69,9.75,9.39
9.72,9.67,9.73,9.31
9.56,9.50,9.60,9.33
9.59,9.54,9.65,9.41
9.60,9.56,9.75,9.53
9.60,9.88,10.05,9.41
9.88,10.16,10.18,9.61
10.25,11.02,11.20,10.25
11.15,10.82,11.36,10.82
10.82,11.15,11.32,10.82
11.01,11.28,11.35,10.91
11.43,11.24,11.50,11.21
11.17,11.57,11.57,11.17
11.50,11.53,11.90,11.49
11.52,11.72,11.90,11.52
11.90,11.99,11.99,11.82
12.00,12.40,12.50,11.95
12.50,13.00,13.10,12.28
12.81,12.95,12.99,12.54
12.97,13.50,13.75,12.93
13.77,13.98,14.05,13.75
14.18,12.73,14.71,12.50
12.46,11.82,12.83,11.06
11.77,11.98,12.15,11.42
12.20,12.31,12.75,11.98
13.00,12.65,13.00,12.41
13.47,13.26,13.47,12.50
13.32,13.05,13.32,12.87
13.26,13.16,13.29,12.95
13.16,12.52,13.25,12.52
13.25,11.77,13.25,10.76
11.21,11.03,11.35,10.80
11.05,10.88,11.13,10.88
10.95,10.97,11.00,10.61
11.03,11.52,11.80,11.03
11.86,12.20,12.40,11.69
12.30,12.06,12.30,11.90
11.95,12.23,12.30,11.90
12.06,12.20,12.30,11.76
12.30,11.79,12.31,11.65
11.94,11.54,11.94,11.35
11.37,11.50,11.59,11.35
11.36,11.20,11.55,11.00
11.00,10.94,11.24,10.80
10.74,10.62,10.90,10.61
10.69,10.25,11.00,10.17
10.21,10.50,10.59,10.00
10.60,10.90,11.00,10.59
11.00,10.91,11.23,10.68
11.01,10.79,11.13,10.70
10.38,10.31,10.41,10.06
10.44,10.53,10.75,10.44
10.68,10.44,10.69,10.30
11.25,11.09,11.25,10.88
11.11,11.32,11.49,11.11
11.50,10.77,11.60,10.68
10.57,10.45,11.00,10.25
10.44,10.65,10.74,10.15
10.02,10.26,10.36,10.00
10.00,9.78,10.00,9.11
9.66,9.28,9.97,9.20
9.33,10.03,10.27,9.33
10.07,9.80,10.23,9.73
10.00,10.53,10.80,10.00
11.02,10.40,11.03,10.21
10.46,10.41,10.58,10.40
10.81,10.35,10.81,10.13
10.35,10.34,10.79,10.26
10.21,10.52,10.69,10.21
10.70,10.65,10.70,10.37
10.66,10.23,10.67,10.22
10.16,9.92,10.16,9.55
9.91,9.83,9.91,9.60
9.84,9.15,9.84,9.10
9.10,9.24,9.35,9.10
9.33,9.19,9.33,9.07
9.21,8.95,9.25,8.74
9.01,8.96,9.15,8.75
8.85,8.51,8.85,8.25
8.41,8.11,8.49,7.70
8.10,8.39,8.74,8.07
8.27,8.26,8.40,8.09
8.22,8.21,8.46,8.08
8.05,7.71,8.12,7.63
6.85,6.70,7.38,6.20
6.34,6.74,6.95,6.33
6.74,6.85,7.17,6.74
6.85,6.60,6.92,6.17
6.60,6.65,6.65,6.30
6.62,6.67,6.75,6.57
6.64,6.58,6.67,6.45
6.58,6.86,6.97,6.48
6.85,6.82,6.92,6.74
7.24,6.98,7.25,6.89
7.03,7.05,7.30,7.03
7.05,6.77,7.15,6.73
6.83,6.47,6.83,6.25
6.45,6.39,6.56,6.28
6.38,6.60,6.68,6.26
6.26,6.51,6.55,6.25
6.46,6.65,6.73,6.46
6.65,6.46,6.65,6.38
6.34,6.63,6.68,6.34
6.55,6.55,6.65,6.37
6.59,6.67,6.71,6.59
6.66,6.63,6.67,6.54
6.58,6.78,6.79,6.58
6.64,6.48,6.73,6.46
6.45,6.42,6.59,6.42
6.42,6.40,6.45,6.32
6.35,6.40,6.42,6.33
6.40,6.37,6.52,6.33
6.42,6.31,6.60,6.30
6.32,5.85,6.32,5.78
5.92,5.95,6.10,5.90
5.90,5.67,5.92,5.58
5.67,5.22,5.69,5.19
5.31,5.24,5.48,5.11
5.16,5.15,5.26,4.74
5.13,4.84,5.13,4.81
4.80,4.48,4.85,4.42
4.27,4.60,5.10,4.27
4.63,4.98,5.26,4.58
5.02,5.01,5.70,4.72
5.10,5.21,5.26,4.98
5.27,5.18,5.27,5.13
5.20,5.02,5.30,4.76
5.10,5.28,5.39,5.10
5.28,5.18,5.32,5.14
5.13,5.20,5.29,5.10
5.14,5.21,5.44,5.10
5.16,5.11,5.18,5.11
5.11,5.18,5.20,5.10
5.16,5.15,5.16,5.10
5.14,5.14,5.21,5.12
5.14,5.11,5.14,5.11
5.11,5.10,5.13,5.10
5.10,5.20,5.20,4.75
5.09,5.33,5.36,4.98
5.31,5.30,5.31,4.98
5.30,5.14,5.30,5.02
5.12,5.02,5.12,4.95
4.99,4.79,4.99,4.75
4.81,4.79,4.96,4.77
4.85,4.81,4.86,4.72
4.69,4.80,4.89,4.65
4.87,4.91,5.00,4.65
5.00,5.11,5.15,4.97
5.07,5.00,5.10,4.90
5.00,4.90,5.00,4.79
4.89,4.91,4.98,4.76
4.90,4.91,4.97,4.89
4.94,4.90,4.94,4.90
4.93,4.85,4.93,4.75
4.76,5.00,5.00,4.75
5.50,5.56,5.77,5.17
5.43,4.77,5.60,4.77
4.90,4.97,5.30,4.69
4.91,4.78,5.24,4.73
4.78,4.70,4.88,4.50
3.53,3.90,4.19,3.52
3.96,3.56,3.96,3.03
3.43,3.55,3.93,3.21
3.59,3.72,3.89,3.59
3.81,4.00,4.15,3.81
3.87,4.19,4.49,3.85
4.09,4.30,4.43,3.77
4.39,4.24,4.39,4.06
4.06,4.10,4.27,3.80
4.16,4.18,4.28,3.99
4.17,3.97,4.28,3.85
4.07,4.11,4.25,4.04
4.04,3.84,4.04,3.66
3.90,3.97,4.00,3.90
4.00,3.94,4.06,3.76
3.93,4.11,4.11,3.57
4.14,4.08,4.18,3.74
4.01,4.09,4.14,3.90
4.00,4.05,4.05,3.99
3.99,3.87,3.99,3.75
3.71,3.94,3.98,3.56
3.95,4.01,4.13,3.76
4.01,3.91,4.01,3.81
3.82,3.56,3.89,3.56
3.65,4.10,4.14,3.65
4.07,4.27,4.35,4.07
4.04,4.35,4.68,4.04
4.44,4.50,4.70,4.31
4.49,4.40,4.50,4.27
4.23,4.09,4.26,3.98
4.30,4.20,4.30,4.19
4.13,4.01,4.13,4.00
3.90,3.98,4.05,3.90
3.90,3.90,3.92,3.67
3.85,3.71,3.90,3.67
3.82,3.95,4.05,3.82
3.66,3.76,3.99,3.57
3.86,3.77,3.86,3.65
3.69,3.72,3.75,3.69
3.65,3.51,3.70,3.50
3.50,3.51,3.69,3.30
3.48,3.45,3.60,3.31
3.42,3.60,3.64,3.42
3.59,3.69,3.70,3.59
3.76,4.12,4.25,3.73
4.03,4.53,4.54,4.03
4.53,4.32,4.70,4.32
4.36,4.75,4.75,4.36
4.78,4.57,4.90,4.56
4.64,4.66,4.69,4.41
4.51,4.38,4.51,4.18
4.10,4.27,4.37,4.10
4.18,4.10,4.18,3.92
4.15,4.23,4.50,4.15
3.84,4.03,4.12,3.84
3.96,3.95,3.96,3.71
3.91,3.88,4.10,3.81
4.03,4.09,4.11,4.00
4.00,4.07,4.12,3.81
3.89,4.35,4.35,3.89
4.30,4.39,4.45,4.30
4.36,4.32,4.39,4.01
4.18,4.25,4.38,4.18
4.22,4.24,4.30,4.20
4.13,4.17,4.22,4.10
4.19,4.17,4.25,4.17
4.15,4.17,4.17,4.15
4.10,4.13,4.15,4.06
4.15,4.19,4.20,4.11
4.13,4.10,4.16,4.10
4.11,4.15,4.15,4.10
4.10,4.11,4.11,4.10
4.11,4.11,4.11,4.00
4.02,4.19,4.19,4.00
4.01,3.89,4.01,3.78
4.20,3.90,4.20,3.90
3.67,3.67,3.72,3.62
3.62,3.84,3.84,3.62
3.90,3.79,3.90,3.79
3.78,3.75,3.80,3.72
3.79,3.69,3.97,3.60
3.72,3.86,3.88,3.72
3.76,3.80,3.87,3.64
3.54,3.71,3.86,3.54
3.80,4.09,4.26,3.80
4.04,4.19,4.20,3.83
3.99,4.22,4.25,3.99
4.39,4.45,4.50,4.37
4.42,4.50,4.59,4.42
4.34,4.50,4.51,4.34
4.49,4.28,4.50,4.24
4.34,4.38,4.39,4.29
4.32,4.48,4.48,4.12
4.58,4.42,4.60,4.30
4.29,4.46,4.55,4.20
4.43,4.24,4.44,4.08
4.20,4.43,4.56,4.20
4.54,4.13,4.57,4.08
4.07,4.12,4.27,4.07
4.07,4.13,4.47,4.07
4.22,4.09,4.23,4.09
4.06,4.05,4.12,4.00
4.05,4.15,4.49,4.05
4.17,4.18,4.21,3.94
4.11,4.25,4.25,4.11
4.24,4.29,4.46,4.20
4.28,4.38,4.49,4.27
4.50,4.49,4.55,4.40
4.48,4.37,4.48,4.37
4.33,4.34,4.40,4.31
4.34,4.34,4.34,4.34
4.36,4.26,4.36,4.14
4.33,4.31,4.33,4.31
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.40,4.50,4.54,4.33
4.40,4.55,4.56,4.40
4.50,4.61,4.69,4.50
4.75,4.61,4.75,4.45
4.68,4.70,4.71,4.68
4.72,4.73,4.73,4.60
4.72,4.48,4.75,4.41
4.46,4.63,4.65,4.46
4.59,4.50,4.59,4.45
4.55,4.41,4.57,4.31
4.34,4.34,4.47,4.30
4.37,4.41,4.42,4.29
4.39,4.37,4.50,4.23
4.40,4.36,4.40,4.12
4.22,4.31,4.50,4.11
4.35,4.24,4.35,4.24
4.48,4.50,4.67,4.46
4.52,4.51,4.52,4.48
4.48,4.64,4.66,4.48
4.47,4.59,4.59,4.47
4.59,4.40,4.75,4.40
4.49,4.70,4.70,4.49
4.64,4.60,4.67,4.42
4.59,4.59,4.65,4.34
4.64,4.65,4.65,4.51
4.69,5.18,5.40,4.69
5.19,5.13,5.20,5.13
5.13,5.04,5.13,5.00
5.07,5.63,5.63,5.07
5.01,5.53,5.72,5.01
5.47,5.47,5.55,5.06
5.34,5.51,5.69,5.01
5.70,5.66,5.70,5.60
5.65,5.64,5.68,5.46
5.62,5.25,5.64,5.07
5.35,5.55,5.59,5.30
5.60,5.40,5.63,5.40
5.54,5.68,5.69,5.50
5.62,5.56,5.69,5.51
5.50,5.54,5.56,5.50
5.50,5.68,5.69,5.50
5.60,5.60,5.60,5.50
5.50,5.57,5.59,5.50
5.54,5.36,5.59,5.23
5.49,5.41,5.50,5.40
5.43,5.40,5.55,5.23
5.44,5.24,5.44,5.24
5.19,5.19,5.19,5.19
5.30,5.20,5.30,5.12
5.02,5.38,5.42,4.99
5.09,5.33,5.38,4.85
5.30,5.20,5.35,5.18
5.40,5.25,5.40,5.23
5.25,5.18,5.25,4.97
5.23,5.25,5.25,4.85
5.02,5.14,5.14,5.02
5.39,5.25,5.40,5.23
5.00,5.30,5.30,5.00
5.15,5.15,5.29,5.10
5.20,5.14,5.33,5.12
5.14,5.14,5.14,5.14
5.15,5.10,5.16,5.10
5.03,5.17,5.21,5.03
5.14,4.75,5.25,4.44
4.75,4.75,4.83,4.75
4.76,4.99,4.99,4.76
4.76,4.73,4.97,4.73
4.98,5.08,5.08,4.98
5.00,4.95,5.00,4.71
4.90,4.90,4.90,4.90
4.89,4.94,4.94,4.89
4.95,4.89,4.95,4.89
4.77,4.70,4.77,4.70
4.75,4.60,4.85,4.51
4.85,4.88,4.88,4.35
4.85,4.85,4.89,4.80
4.85,4.88,4.88,4.85
4.91,4.85,4.91,4.85
4.85,4.85,4.85,4.85
4.86,4.85,4.86,4.85
4.86,4.87,4.91,4.86
4.86,4.86,4.86,4.85
4.87,4.85,4.88,4.85
4.88,4.95,4.95,4.85
4.95,4.87,4.95,4.87
4.80,4.47,4.80,4.43
4.50,4.51,4.65,4.50
4.35,4.55,4.79,4.22
4.60,4.54,4.60,4.54
4.56,4.56,4.56,4.56
4.01,4.62,4.74,4.01
4.94,4.77,4.94,4.08
4.21,4.40,4.75,4.17
4.45,4.41,4.48,4.30
4.44,4.45,4.45,4.44
4.29,4.20,4.29,4.20
4.20,4.39,4.39,4.20
4.12,4.24,4.26,4.03
4.10,4.22,4.30,4.04
4.20,4.20,4.20,3.97
4.26,4.20,4.26,4.20
4.20,4.20,4.20,4.20
4.02,4.01,4.10,4.00
4.10,4.10,4.10,3.82
4.00,4.00,4.00,3.90
3.90,3.95,3.95,3.75
3.92,3.95,3.95,3.92
3.52,4.41,4.41,3.50
4.42,4.14,4.42,3.90
3.92,4.01,4.42,3.76
3.84,3.90,4.40,3.84
3.86,4.28,4.28,3.64
4.29,4.04,4.80,3.83
4.05,4.26,4.70,4.03
4.21,4.01,4.40,4.01
4.12,4.42,4.50,3.92
4.26,4.26,4.26,4.09
4.22,4.18,4.27,4.15
4.11,4.02,4.25,3.87
4.03,4.11,4.11,3.98
4.11,4.25,4.25,4.11
4.13,4.18,4.23,3.96
4.15,4.18,4.23,4.04
4.11,4.21,4.23,4.08
4.17,3.93,4.17,3.85
3.93,4.00,4.36,3.69
4.36,4.05,4.36,3.99
3.90,3.61,3.90,3.37
3.50,3.39,3.50,3.37
3.38,3.12,3.38,2.66
3.36,3.38,3.39,3.12
3.48,3.47,3.50,3.16
3.40,3.23,3.44,3.15
3.49,3.25,3.49,3.25
3.15,3.31,3.54,3.15
3.41,3.36,3.52,3.15
3.27,2.92,3.36,2.77
2.92,3.03,3.07,2.75
3.05,3.04,3.05,3.04
3.09,3.21,3.21,3.05
3.10,3.19,3.21,3.06
3.07,3.21,3.24,3.06
3.07,3.15,3.20,2.87
3.05,3.20,3.48,2.91
3.09,3.20,3.20,3.09
3.33,3.12,3.33,3.05
3.39,3.10,3.39,3.09
3.05,3.08,3.38,2.92
3.03,3.19,3.19,3.02
3.05,3.03,3.05,2.95
3.04,3.05,3.16,3.04
3.10,3.11,3.30,2.89
2.93,2.99,3.07,2.91
2.96,2.98,2.98,2.87
2.93,3.00,3.08,2.86
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.00,3.10,3.10,3.00
3.24,3.24,3.24,3.24
3.24,3.24,3.24,3.24
3.14,3.25,3.25,3.14
3.18,3.22,3.24,3.03
3.22,3.22,3.22,3.22
3.20,3.18,3.20,3.00
3.03,3.02,3.25,3.01
3.25,3.13,3.25,3.02
3.01,3.09,3.10,3.00
3.25,3.25,3.25,3.25
3.12,3.02,3.25,3.02
3.01,3.05,3.05,3.00
3.00,3.03,3.03,3.00
3.00,2.99,3.03,2.86
2.95,3.03,3.03,2.88
2.91,3.24,3.24,2.91
3.11,3.04,3.20,3.04
3.23,3.23,3.23,3.23
2.96,3.17,3.17,2.96
3.02,3.04,3.14,2.91
3.03,3.17,3.17,2.86
3.03,3.10,3.12,2.95
3.12,3.10,3.24,2.92
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.02,3.20,2.90
3.10,3.03,3.10,2.91
3.16,3.20,3.25,3.07
3.20,3.11,3.20,2.97
3.25,3.25,3.25,3.25
3.25,3.11,3.25,2.91
2.95,3.23,3.23,2.95
3.10,2.95,3.10,2.90
3.04,2.85,3.04,2.70
2.74,2.63,2.74,2.58
2.65,2.20,2.74,2.15
2.11,2.71,2.71,2.08
2.64,2.85,2.85,2.61
2.67,2.74,2.85,2.67
2.83,2.78,2.84,2.70
2.61,2.79,2.79,2.59
2.79,2.79,2.79,2.79
2.70,2.70,2.70,2.70
2.73,3.05,3.05,2.60
3.10,3.21,3.25,2.91
3.00,3.20,3.23,3.00
2.67,3.17,3.17,2.62
3.25,3.19,3.25,2.96
3.25,2.99,3.25,2.99
2.97,3.22,3.25,2.92
3.07,3.00,3.25,2.97
2.62,2.97,3.00,2.61
2.67,2.79,2.79,2.60
2.88,2.75,2.88,2.63
2.80,2.62,2.80,2.58
2.64,2.75,2.79,2.64
2.65,2.74,2.74,2.65
2.65,2.72,2.77,2.65
2.71,2.69,2.75,2.59
2.59,2.76,2.79,2.59
2.74,2.74,2.74,2.74
2.61,2.73,2.76,2.61
2.60,2.69,2.72,2.50
2.44,2.49,2.68,2.43
2.51,2.67,2.70,2.49
2.41,2.69,2.70,2.38
2.42,2.69,2.70,2.16
2.71,2.56,2.72,2.56
2.66,2.66,2.73,2.31
2.73,2.63,2.73,2.53
2.45,2.69,2.69,2.45
2.46,2.69,2.70,2.46
2.62,2.55,2.67,2.43
2.63,2.60,2.63,2.45
2.58,2.60,2.60,2.46
2.47,2.53,2.60,2.46
2.44,2.46,2.60,2.41
2.54,2.51,2.54,2.51
2.54,2.46,2.58,2.44
2.43,2.45,2.53,2.43
2.48,2.44,2.53,2.44
2.44,2.44,2.44,2.44
2.43,2.45,2.45,2.43
2.43,2.41,2.43,2.41
2.39,2.49,2.49,2.39
2.32,2.60,2.60,2.32
2.69,3.00,3.21,2.66
2.99,3.45,3.46,2.77
3.69,3.37,3.69,3.00
3.27,3.50,3.50,3.27
3.57,3.96,4.19,3.57
4.02,3.89,4.02,3.63
3.89,3.89,3.89,3.89
3.82,3.88,4.01,3.65
3.73,3.90,4.00,3.73
3.75,4.00,4.02,3.75
4.00,4.01,4.07,4.00
4.01,4.00,4.03,4.00
4.00,4.01,4.01,4.00
4.00,4.00,4.03,4.00
4.00,4.10,4.10,3.72
4.10,4.10,4.10,4.10
3.94,4.06,4.06,3.93
3.89,4.00,4.09,3.87
4.06,3.95,4.06,3.56
3.75,3.82,3.82,3.75
3.83,3.67,3.83,3.65
3.75,3.54,3.75,3.54
3.63,3.53,3.63,3.27
3.59,3.70,3.70,3.59
3.59,3.75,3.75,3.59
3.62,3.35,3.72,2.21
3.05,3.56,3.56,3.05
3.40,3.84,3.84,3.40
3.83,3.83,3.83,3.83
3.63,3.69,3.69,3.61
3.63,3.70,3.73,3.62
3.70,3.70,3.70,3.70
3.84,3.85,3.85,3.84
3.84,3.77,3.84,3.76
3.78,3.73,3.80,3.65
3.95,3.85,3.95,3.85
3.75,3.82,3.95,3.75
3.60,3.55,3.60,3.50
3.52,3.46,3.52,3.46
3.42,3.25,3.42,3.25
3.21,3.23,3.30,3.21
3.43,3.46,3.47,3.43
3.32,3.32,3.34,3.32
3.40,3.30,3.40,3.30
3.21,3.10,3.22,3.06
3.10,3.10,3.10,3.10
3.06,3.05,3.07,2.98
3.09,2.95,3.10,2.95
2.95,2.95,2.95,2.95
2.81,3.00,3.00,2.81
3.00,3.13,3.13,3.00
3.11,3.01,3.15,3.01
3.25,3.22,3.27,3.22
3.25,3.25,3.25,3.25
3.09,3.24,3.24,3.00
3.01,3.01,3.02,3.01
3.02,3.01,3.02,3.00
3.04,3.04,3.04,3.02
3.09,3.09,3.09,3.08
3.09,3.19,3.36,3.09
3.23,3.23,3.23,3.23
3.25,3.21,3.25,3.20
3.25,3.25,3.25,3.25
3.38,3.39,3.40,3.38
3.40,3.05,3.40,3.05
3.06,3.06,3.06,3.06
3.13,3.12,3.13,3.10
3.23,3.23,3.24,3.10
3.35,3.10,3.35,3.10
3.10,3.06,3.11,3.05
3.07,3.05,3.07,3.05
3.05,3.05,3.05,3.05
3.05,3.06,3.06,3.05
3.05,2.68,3.05,2.56
2.83,2.64,2.83,2.62
2.80,4.06,4.80,2.80
3.96,3.87,4.00,3.70
3.82,3.92,4.00,3.75
3.88,3.80,4.05,3.76
3.75,3.52,3.81,3.52
3.62,3.57,3.72,3.51
3.51,3.69,3.89,3.36
3.74,3.50,3.74,3.50
3.49,3.28,3.71,3.05
3.22,3.25,3.45,3.22
3.32,3.35,3.41,3.28
3.30,3.39,3.39,3.30
3.30,3.17,3.31,3.13
3.08,3.16,3.35,3.08
3.20,3.22,3.27,3.10
3.12,3.12,3.26,2.81
3.12,3.05,3.14,2.89
3.03,3.07,3.15,3.03
3.04,3.11,3.11,3.04
3.04,3.00,3.14,2.94
2.99,2.91,3.00,2.77
2.99,3.06,3.17,2.95
3.03,3.03,3.05,3.02
3.10,3.19,3.60,3.05
3.22,3.30,3.69,3.21
3.30,3.40,3.45,3.24
3.31,3.35,3.45,3.30
3.33,3.30,3.35,3.30
3.35,3.62,3.62,3.35
3.57,3.56,3.57,3.56
3.53,3.52,3.62,3.50
3.54,3.43,3.66,3.33
3.44,3.41,3.45,3.33
