PVH,PVH Corp. Common Stock,NASDAQ
106.61,111.36,111.39,106.61
112.49,108.24,113.21,108.00
108.16,106.50,108.35,106.49
106.73,102.40,107.09,101.32
102.85,102.01,103.40,101.56
102.12,100.02,102.50,99.74
99.85,93.94,99.86,93.11
94.37,91.98,94.50,91.86
92.07,91.71,92.89,90.54
92.59,92.42,93.83,91.44
92.01,92.50,92.63,91.27
92.13,90.36,92.61,90.14
90.78,90.04,91.99,89.80
90.20,90.47,91.24,90.03
90.49,90.01,90.77,89.51
90.35,90.87,91.34,90.01
90.77,90.24,91.30,89.56
90.96,90.98,91.73,90.35
91.54,91.97,93.84,91.54
90.60,92.96,93.08,89.97
92.69,92.86,93.22,91.53
93.07,92.26,93.07,91.83
92.76,93.85,94.47,92.19
93.38,92.39,93.99,91.32
91.87,93.13,93.24,91.60
93.14,89.31,93.80,88.71
