PVH,PVH Corp. Common Stock,NASDAQ
62.96,64.36,65.22,62.96
63.24,62.53,63.27,62.00
61.66,60.41,63.24,58.80
59.94,58.18,60.84,53.86
57.65,54.80,58.27,54.63
57.11,59.58,59.76,57.05
58.84,61.18,62.77,58.75
61.54,61.79,62.18,60.96
61.50,59.29,62.17,58.76
58.67,57.89,58.80,57.01
58.09,57.52,58.57,55.58
56.86,56.29,58.49,55.72
55.93,54.30,56.56,53.81
52.56,51.41,53.01,50.79
50.00,52.98,53.82,49.96
54.02,54.28,55.75,54.01
51.66,53.93,54.04,50.34
54.27,53.27,55.29,53.20
54.62,56.04,56.08,54.30
55.77,54.73,56.57,54.26
54.17,52.14,54.55,52.06
52.28,53.27,53.30,51.44
53.86,54.55,54.73,53.20
53.00,51.06,53.49,50.78
51.24,48.97,51.86,48.79
49.40,50.05,50.46,47.58
50.55,51.44,53.06,50.55
52.36,53.25,53.92,52.36
52.15,53.14,54.00,51.80
53.56,54.09,54.96,53.50
54.47,57.00,57.12,54.06
55.90,55.61,56.62,55.38
55.54,55.20,56.03,54.85
55.11,54.93,55.92,54.42
56.24,53.57,56.24,53.25
53.76,51.05,54.60,51.01
51.12,51.20,51.68,49.40
50.97,49.71,50.97,49.60
49.88,50.25,50.75,49.34
50.19,49.05,50.66,48.79
48.08,45.75,48.20,45.36
45.77,46.27,47.35,45.45
46.30,46.35,46.86,44.38
46.53,45.47,46.70,44.99
46.36,43.01,47.00,42.81
43.22,45.64,45.79,43.06
46.61,47.66,47.91,45.90
47.69,47.95,48.09,47.05
47.75,47.11,48.19,46.26
48.01,48.95,49.23,47.90
48.86,48.23,49.29,48.00
48.18,47.58,48.37,46.70
47.11,45.15,47.33,44.98
45.27,46.06,46.17,44.57
45.43,47.23,47.54,45.11
47.61,47.18,47.93,46.53
48.42,50.05,50.43,48.17
49.71,51.17,51.67,49.35
51.17,52.53,52.57,50.80
53.11,50.85,53.20,50.63
50.60,50.65,51.43,50.30
51.11,51.44,51.77,49.94
50.55,51.89,52.15,50.28
52.90,53.41,53.45,52.68
52.98,51.18,53.09,51.15
51.65,53.33,53.46,51.47
52.77,53.00,53.42,52.27
52.18,53.10,53.32,52.12
53.37,53.78,53.88,53.02
52.67,53.27,53.71,52.55
52.16,50.24,52.16,50.12
49.04,50.77,51.02,49.00
50.68,49.24,50.71,49.18
48.53,48.32,49.42,48.12
49.30,49.83,50.89,49.08
49.67,50.29,50.99,49.09
50.04,49.17,50.18,48.89
48.95,49.39,49.59,48.04
49.75,48.85,50.47,48.85
47.87,46.33,47.88,46.29
45.69,46.60,46.94,45.54
46.94,45.32,47.00,45.14
45.96,47.08,47.37,44.79
46.71,45.66,47.15,45.58
45.10,45.68,46.84,44.69
46.97,47.92,48.63,46.83
47.76,50.33,50.57,47.76
51.08,51.10,51.70,50.39
50.71,50.50,51.13,50.40
53.22,54.07,55.80,52.76
55.39,54.36,55.99,53.98
54.67,53.89,54.93,53.84
54.50,56.13,56.38,54.38
55.62,56.50,57.00,55.52
56.47,56.46,57.18,56.01
56.02,56.28,57.01,56.02
56.88,58.08,58.19,56.54
58.26,60.02,60.18,58.10
60.02,59.10,60.09,58.65
59.33,58.19,59.55,57.52
57.51,57.06,58.15,56.93
57.93,58.79,59.72,57.93
58.68,58.73,59.80,58.53
58.90,59.05,59.09,57.30
58.89,59.30,59.66,58.59
59.72,60.16,60.60,58.69
60.86,59.99,61.39,59.76
61.73,60.54,61.99,59.54
61.25,62.41,62.94,61.01
62.05,61.93,62.24,61.40
62.46,62.78,63.23,62.06
62.85,63.11,63.99,62.65
63.06,62.56,63.70,62.12
62.17,63.04,63.32,61.34
63.50,62.97,63.68,62.93
62.90,63.45,63.70,62.80
64.13,62.92,64.13,62.32
62.97,62.47,63.27,62.19
61.37,60.02,62.01,59.58
60.43,60.67,61.15,60.22
61.08,60.98,61.38,60.58
61.06,61.73,62.13,60.97
62.52,62.63,63.44,62.38
62.42,62.97,63.34,62.07
62.35,61.47,62.35,60.52
62.00,60.96,62.00,60.39
60.82,61.34,61.61,60.72
61.74,61.60,62.38,61.37
62.24,61.80,62.58,61.13
61.93,61.36,62.05,60.56
62.53,63.10,63.20,61.90
63.00,64.32,64.39,62.90
64.02,65.01,65.05,63.88
64.99,65.53,66.17,64.83
64.42,63.15,64.43,62.79
62.26,62.49,63.02,61.91
61.88,59.52,62.23,59.48
61.60,60.08,62.42,59.99
59.76,59.50,60.35,59.06
59.84,61.54,61.69,59.68
62.28,62.85,63.15,62.05
62.63,64.01,64.07,62.56
63.52,65.30,65.42,63.02
64.11,64.75,65.66,64.00
65.83,67.53,67.60,65.30
66.87,67.54,67.77,66.77
67.04,67.86,68.10,66.63
66.90,67.84,68.43,66.51
69.29,70.02,70.72,69.26
70.08,71.23,71.62,69.12
70.72,70.00,72.42,68.50
70.27,69.38,70.33,68.90
70.07,68.80,70.50,68.57
69.13,68.55,69.58,67.79
69.14,69.18,69.31,68.65
69.28,69.18,69.72,68.44
69.45,68.13,69.98,68.01
68.19,66.49,68.35,66.30
66.43,65.64,66.83,65.61
65.95,66.65,66.72,65.65
66.67,67.59,67.79,66.65
67.85,66.94,68.04,66.75
67.11,67.39,67.48,66.53
67.76,65.95,67.76,65.57
66.15,65.59,66.95,65.12
65.57,64.92,65.57,64.58
65.01,63.61,65.27,63.46
63.66,63.53,64.38,63.46
63.38,63.84,64.26,63.33
63.78,63.01,63.90,62.93
63.76,63.26,63.95,62.52
63.47,61.57,63.56,61.08
61.23,62.66,62.73,60.62
62.55,61.13,62.60,60.44
60.00,58.92,60.29,58.02
58.85,61.79,61.93,58.73
60.27,59.94,61.00,59.32
60.57,60.28,60.75,60.00
60.50,60.34,60.80,60.12
60.39,60.54,60.73,59.80
60.32,59.59,60.48,58.82
59.42,58.67,59.51,58.36
58.60,58.10,59.21,57.95
58.59,56.83,58.59,56.27
57.12,58.60,59.27,57.12
58.32,58.56,58.58,57.47
59.00,59.58,59.88,58.25
59.39,59.60,60.00,58.90
59.54,58.05,59.73,57.67
58.16,58.37,58.75,57.36
58.89,58.86,59.35,58.25
58.71,57.79,58.75,57.12
57.81,58.93,59.53,57.79
59.03,61.56,62.27,58.74
61.62,62.77,63.57,61.01
62.70,63.22,63.37,61.63
63.32,62.43,64.40,62.27
62.00,62.13,62.26,60.90
61.88,62.02,62.51,61.69
62.20,61.82,62.25,61.18
61.59,61.14,62.21,60.65
61.60,60.13,61.60,60.03
60.17,58.93,60.17,58.75
59.01,58.65,59.38,58.39
58.27,59.26,60.70,58.00
59.21,58.86,60.25,57.83
59.00,59.48,60.02,58.74
59.75,60.26,60.81,59.47
60.55,60.01,61.00,59.57
60.12,59.08,61.90,58.59
58.98,59.18,59.92,58.88
59.89,61.33,61.61,59.51
61.30,61.31,61.77,60.85
61.33,60.47,61.51,59.14
60.64,61.14,61.88,60.08
60.94,62.82,63.02,60.94
61.86,61.43,62.27,61.02
60.72,62.68,62.85,60.42
62.02,61.05,62.36,60.41
59.31,60.38,60.78,58.76
60.26,59.95,61.31,59.45
61.12,59.43,61.15,59.38
60.25,56.72,60.25,56.59
57.64,57.15,57.81,56.82
57.34,56.53,57.60,56.36
56.36,57.36,58.14,55.10
57.71,59.08,59.30,57.71
59.31,60.40,60.86,58.77
60.70,60.17,62.02,59.89
62.32,65.20,65.42,61.75
64.91,64.52,64.91,63.95
64.25,65.03,65.16,63.91
65.61,66.18,66.72,65.17
66.42,65.43,66.89,65.02
65.43,66.09,66.83,65.35
66.47,65.24,66.88,64.68
65.26,64.97,66.46,64.90
65.19,64.08,65.38,63.48
64.07,65.00,65.40,64.02
64.55,65.85,66.22,64.14
66.34,66.13,66.40,65.39
65.51,66.61,67.26,65.51
66.70,66.40,67.21,65.83
65.38,65.96,66.13,64.65
66.18,66.26,67.24,65.90
67.64,68.81,70.10,67.50
69.17,68.88,69.17,67.98
68.72,69.43,69.82,68.54
70.06,69.16,70.15,68.56
69.44,71.54,71.57,69.35
71.10,71.54,71.81,70.47
71.38,70.41,71.48,70.23
70.62,69.40,70.88,68.87
69.26,67.66,69.67,67.03
67.77,67.80,68.45,66.67
67.35,69.62,70.40,67.21
70.34,67.53,70.34,66.92
67.77,69.04,69.19,67.34
69.25,69.95,70.29,68.99
69.89,69.24,70.00,68.75
69.11,70.39,70.48,68.69
70.08,69.85,70.69,69.37
69.54,68.22,69.81,67.87
67.80,67.29,68.50,66.57
67.48,68.02,68.40,67.43
68.42,69.10,69.33,67.59
68.47,65.77,68.47,65.24
64.75,65.00,66.21,64.30
65.15,64.93,65.77,64.76
62.76,63.31,64.06,61.87
63.48,66.19,66.42,63.48
65.67,66.58,67.97,64.96
67.50,65.97,67.89,65.44
68.40,66.35,68.46,65.06
66.28,65.16,66.87,64.63
64.32,64.63,66.32,64.16
64.64,63.41,65.07,63.29
63.49,64.15,64.60,63.38
63.76,62.51,63.88,62.00
62.84,63.27,63.81,61.41
62.84,62.15,63.33,61.80
62.52,63.08,64.23,62.50
63.81,63.76,64.66,63.61
62.94,62.12,63.40,61.67
62.42,61.72,62.81,60.95
62.30,62.60,63.13,61.91
62.28,63.38,63.89,62.14
63.55,64.53,65.31,63.55
64.40,63.16,64.65,63.13
62.57,65.40,65.47,62.45
65.40,64.34,65.81,64.14
64.46,64.57,65.51,64.01
64.96,65.49,65.94,64.84
65.65,65.17,65.97,64.84
65.20,65.47,66.27,65.18
65.67,67.03,67.12,64.90
67.17,68.48,68.62,66.40
68.33,69.18,69.49,67.88
69.89,70.57,71.38,69.64
69.40,70.09,70.11,68.58
68.36,68.25,70.08,67.58
68.04,67.88,68.58,67.57
68.50,70.40,71.12,68.43
70.99,72.80,73.32,70.92
73.28,73.78,74.04,72.75
73.65,73.39,74.19,72.75
74.00,75.29,75.59,73.87
75.15,73.93,75.15,73.15
74.69,75.06,75.86,74.16
75.03,74.67,75.36,74.47
73.93,74.21,74.74,73.62
74.13,73.68,74.89,73.55
73.68,71.75,73.68,71.57
72.08,71.78,73.48,71.58
70.95,71.55,72.19,69.48
72.67,70.69,73.16,69.94
69.89,67.54,70.82,67.44
67.74,69.43,69.62,65.65
67.83,62.45,68.36,62.33
63.50,66.63,67.21,61.97
64.30,57.93,65.07,57.07
59.09,60.96,60.97,55.82
59.93,59.96,63.01,59.50
60.33,63.10,63.97,60.12
63.61,64.57,65.03,62.31
64.86,64.75,66.00,63.35
63.91,62.66,63.97,62.00
63.27,60.64,63.84,60.00
58.78,54.77,58.83,54.16
53.99,51.47,55.69,51.15
52.80,52.73,54.19,52.27
53.00,56.57,56.82,52.27
57.03,59.34,59.68,56.48
60.08,57.70,60.98,57.32
57.36,61.08,61.59,57.04
62.40,64.49,64.77,62.18
64.21,64.90,65.24,62.86
66.66,66.66,68.94,65.14
66.92,66.40,68.74,65.96
65.03,62.42,65.05,61.84
60.17,60.71,61.50,58.76
61.94,63.68,64.33,61.22
63.06,63.22,64.96,62.85
62.45,61.46,64.41,60.37
60.32,62.01,63.41,59.88
62.52,63.32,63.87,61.88
63.73,64.50,65.80,61.98
65.43,65.66,65.98,63.97
65.82,66.10,66.58,64.47
64.63,66.24,66.79,63.81
66.42,65.91,67.10,65.30
66.02,62.81,66.39,62.40
60.36,60.90,62.47,59.40
60.66,63.15,63.21,60.14
63.94,64.32,64.38,61.27
65.84,65.34,66.97,64.86
65.45,63.74,66.91,63.55
65.26,62.21,65.26,58.53
61.01,58.24,61.40,58.22
57.67,56.23,59.64,55.89
54.76,57.38,57.51,53.51
57.53,59.40,59.92,55.59
59.31,61.22,61.71,59.06
61.76,61.36,62.68,60.43
62.83,64.03,64.65,62.56
63.92,64.04,64.72,63.04
65.11,66.73,68.77,64.96
65.99,66.18,66.73,65.16
67.30,67.83,67.96,66.67
67.11,65.66,67.34,65.34
65.46,66.48,67.09,62.97
66.54,65.83,66.80,65.19
65.97,67.55,67.82,65.28
68.40,70.11,70.36,68.40
71.02,73.15,74.03,70.76
72.68,70.76,73.29,70.66
71.96,70.20,72.03,69.41
73.37,73.21,73.67,72.00
73.00,74.77,74.84,72.63
73.31,74.41,75.10,72.65
71.15,74.09,74.75,70.63
75.46,75.81,75.91,73.35
76.04,74.61,76.04,70.50
73.96,74.04,74.95,72.43
73.73,73.24,74.66,71.98
73.48,73.44,74.01,71.57
71.31,69.27,71.31,68.41
70.04,68.57,70.38,67.61
69.56,70.80,71.60,69.04
70.46,70.29,71.27,69.85
70.09,69.82,70.90,69.00
68.80,68.61,69.52,68.25
68.18,66.69,68.90,65.93
67.30,65.80,67.40,65.75
63.80,63.59,64.79,62.81
63.61,65.34,66.41,63.61
64.62,64.94,65.53,64.20
64.62,64.59,65.41,64.30
67.39,67.76,68.99,67.01
67.46,67.14,68.08,66.27
69.85,67.89,70.12,67.00
67.89,67.62,68.35,66.65
72.25,72.78,74.14,70.09
73.39,74.83,75.25,72.97
74.99,74.84,75.40,74.56
73.99,72.70,74.45,71.77
71.14,70.57,72.71,70.24
70.86,71.96,72.30,69.76
71.00,71.20,71.48,70.11
71.96,68.37,71.99,67.53
67.90,67.81,68.50,67.24
68.62,68.83,68.98,66.96
69.47,68.58,69.90,68.12
69.07,67.90,69.82,67.76
69.01,68.62,69.50,68.16
66.70,68.43,68.62,66.36
68.77,68.59,69.46,68.41
68.75,70.25,70.27,68.75
69.95,71.19,71.76,69.95
71.00,69.81,71.07,69.61
70.04,70.58,71.18,69.65
70.60,70.49,71.27,70.35
72.21,71.22,72.51,71.08
71.23,73.86,73.87,71.05
72.89,72.68,73.27,70.39
72.80,73.66,73.93,71.80
74.52,73.80,74.76,72.33
73.94,74.00,74.25,73.21
73.95,73.90,74.40,73.60
72.28,76.17,76.54,70.59
75.36,75.40,77.09,74.99
76.14,74.99,76.37,74.55
74.59,76.01,76.38,73.98
76.17,76.95,77.40,75.90
77.00,76.64,77.27,76.28
76.50,76.28,77.48,75.84
76.16,77.94,78.37,75.92
77.71,77.60,77.99,76.68
77.84,76.94,77.96,76.43
76.95,76.70,77.28,76.48
76.08,76.62,77.18,75.44
77.08,77.19,77.77,76.46
77.75,76.47,77.77,76.17
76.75,76.26,76.92,76.15
77.11,78.11,78.74,76.43
77.87,78.31,78.61,77.36
78.01,79.12,79.73,77.55
81.47,81.05,82.95,80.27
81.04,81.27,81.74,80.20
80.82,81.30,81.46,80.46
81.98,82.04,82.41,81.35
81.67,82.37,82.51,81.20
82.51,81.70,82.90,81.18
81.53,82.12,82.94,81.38
82.50,82.23,82.90,81.79
82.66,82.26,83.50,81.61
82.26,82.22,82.70,81.76
82.06,82.16,82.68,81.63
82.14,82.42,82.59,81.44
81.68,82.95,83.80,81.46
82.89,83.34,83.55,82.29
83.74,85.01,85.07,83.31
85.48,85.55,86.72,84.65
85.73,84.72,86.00,84.39
84.71,85.18,85.34,84.14
83.92,83.01,84.29,82.50
83.34,83.50,83.86,82.87
83.90,84.69,85.57,83.73
84.77,86.93,87.00,84.66
86.98,87.28,87.65,86.27
87.77,89.00,89.01,87.01
89.48,88.94,89.48,87.99
88.67,88.73,89.49,87.97
90.64,89.27,90.64,88.55
88.98,89.00,89.97,88.82
88.37,89.33,89.87,88.37
89.40,89.53,90.11,89.36
89.24,89.97,90.61,88.45
90.32,89.55,90.32,87.44
90.88,90.83,92.13,89.59
90.81,89.81,90.96,89.75
90.84,88.64,92.40,88.25
88.37,89.49,89.90,87.35
89.69,89.33,90.91,88.65
90.25,91.40,92.04,89.53
91.41,91.73,92.41,90.96
91.02,91.25,92.06,90.47
90.77,91.88,92.81,90.77
90.67,90.64,91.23,89.83
90.67,87.19,90.68,86.82
88.29,88.06,89.97,87.77
88.45,88.50,88.80,87.77
88.46,89.01,89.57,88.05
89.19,88.60,89.69,87.71
89.36,89.87,90.00,88.73
89.23,90.02,90.33,89.08
89.79,88.68,90.09,88.11
89.27,88.52,90.10,88.38
87.05,87.08,87.56,85.31
87.49,86.74,88.75,86.09
87.73,88.93,88.96,87.46
88.90,90.54,90.99,88.42
90.77,90.06,91.45,89.74
89.80,88.80,90.15,88.35
88.77,89.62,91.08,88.43
89.37,92.35,93.06,89.37
92.21,90.98,92.49,90.36
89.68,85.66,89.76,85.25
85.11,84.08,86.00,83.76
81.38,81.32,82.00,76.44
80.23,81.39,81.74,79.57
81.64,80.21,82.49,79.49
79.71,81.23,82.22,79.30
78.80,79.51,80.76,78.38
79.53,79.41,80.74,79.04
79.96,76.34,80.52,76.25
76.44,72.70,76.74,72.59
73.02,72.71,74.91,72.47
73.19,75.98,76.10,73.00
76.91,77.55,78.02,76.44
77.72,77.37,78.78,74.99
81.63,82.38,84.12,81.52
82.69,82.46,82.99,81.84
83.37,84.64,84.69,81.92
83.83,83.04,83.86,82.55
83.05,81.00,83.30,78.80
79.61,76.47,79.61,75.34
76.50,77.18,77.25,74.70
77.18,79.66,79.80,76.98
80.71,80.25,81.39,79.90
81.61,78.79,81.61,77.83
78.59,79.96,79.99,77.90
80.88,77.46,80.93,77.31
78.06,78.09,79.00,76.84
77.67,75.95,78.18,75.38
76.33,77.31,78.11,75.31
77.66,79.39,79.45,77.03
78.64,80.18,80.43,77.55
80.41,80.81,82.15,79.99
80.65,79.48,81.14,79.00
80.26,79.46,82.24,78.85
79.38,79.80,80.61,78.27
78.72,77.89,78.93,77.04
78.19,78.19,78.81,76.51
78.71,77.89,78.76,77.06
77.22,75.32,77.40,73.92
76.52,77.79,78.38,76.50
78.11,78.81,78.88,77.76
78.71,80.10,80.18,78.14
80.10,82.10,82.26,79.32
81.02,79.68,81.73,79.41
79.64,77.59,80.49,77.37
78.29,78.62,78.94,77.40
78.52,75.52,78.52,74.45
74.70,74.47,74.97,73.26
75.28,76.39,77.46,74.76
76.36,76.44,76.59,75.01
76.95,76.19,77.50,75.47
76.15,77.40,78.03,75.43
78.31,80.36,81.48,77.78
79.63,79.13,79.72,78.38
77.19,77.81,78.28,76.50
78.24,76.18,78.56,75.57
76.26,75.46,77.08,74.89
77.35,78.19,78.51,76.70
78.99,80.92,81.14,78.57
80.84,81.22,82.47,80.75
80.69,79.43,80.86,79.11
80.00,77.98,80.21,77.90
77.25,75.19,78.11,74.91
77.23,77.54,78.14,76.20
77.45,78.86,79.54,77.38
80.00,84.25,84.99,80.00
83.04,84.54,84.67,82.53
84.33,84.08,84.60,83.48
83.66,83.84,84.33,82.94
83.91,84.90,84.90,82.73
85.62,85.27,86.00,85.03
85.27,86.78,87.08,85.27
86.99,87.56,88.16,86.23
87.46,89.01,89.31,87.44
89.01,87.19,89.01,86.88
87.36,87.75,88.63,87.36
87.37,87.48,87.75,86.07
87.06,87.07,87.54,86.56
86.75,87.94,88.39,86.74
87.80,88.49,88.84,87.10
93.17,92.77,94.74,92.45
93.00,93.82,94.10,92.67
93.18,93.49,94.07,92.53
94.16,93.90,94.49,92.81
93.73,94.37,94.70,92.51
94.00,93.00,94.00,92.38
93.90,94.56,95.05,93.51
94.96,94.07,95.98,94.05
94.46,93.60,94.96,93.59
92.54,92.73,93.29,91.69
93.03,92.76,93.97,92.00
92.65,93.34,93.95,91.69
93.87,94.79,95.50,93.50
94.37,94.27,94.60,93.72
93.46,91.57,93.46,90.15
92.00,92.31,93.03,91.58
91.69,92.51,92.84,90.48
93.06,92.63,93.46,92.05
93.09,94.27,95.59,92.65
94.79,92.75,95.54,92.32
93.15,92.59,95.41,91.94
92.90,93.43,94.16,91.27
93.20,93.72,94.20,91.36
94.09,92.95,95.04,92.16
94.07,92.92,94.60,92.58
93.89,94.71,95.00,93.85
94.90,95.83,95.87,94.35
96.28,95.50,96.94,95.00
95.15,94.46,95.97,94.07
94.61,93.25,95.80,93.19
93.42,93.19,94.32,92.90
94.30,94.06,94.73,93.57
93.93,92.75,94.50,92.68
93.40,94.96,95.12,92.96
95.11,97.12,97.42,94.70
97.34,98.00,98.29,97.03
98.12,98.30,99.05,97.46
98.10,96.73,98.96,96.23
94.63,95.41,96.73,94.24
93.86,94.49,95.92,93.28
94.89,93.87,94.91,93.17
94.57,93.01,95.05,92.29
93.12,91.50,93.53,90.36
109.45,109.99,112.47,105.01
109.69,114.75,115.09,108.15
114.45,111.12,115.82,110.03
110.93,111.37,112.62,110.67
111.40,114.11,114.85,111.40
112.51,112.25,113.66,111.28
112.61,110.21,112.61,109.92
109.95,108.88,111.68,108.26
108.75,109.99,111.03,108.75
109.09,108.60,110.74,108.44
109.82,107.06,110.10,106.00
106.69,107.31,108.00,106.23
107.49,108.29,108.61,106.38
109.80,111.24,111.82,109.61
111.19,110.45,111.72,109.23
110.05,109.60,111.95,107.92
109.29,110.97,111.30,109.29
110.48,110.74,113.81,109.77
110.67,109.29,112.00,108.85
110.33,116.46,116.94,110.10
116.64,114.84,117.22,113.12
115.06,114.59,115.47,112.56
114.90,115.09,115.77,112.84
114.88,113.73,115.40,112.22
113.76,111.14,114.29,110.29
110.45,112.18,112.44,108.88
112.47,112.51,113.54,111.46
112.60,110.56,113.21,109.69
111.38,110.95,111.82,109.84
111.29,109.37,111.50,108.37
109.51,108.76,110.48,107.70
108.41,108.36,109.41,108.19
108.49,110.23,110.39,107.60
109.90,111.93,112.26,109.30
111.81,112.47,113.52,111.74
112.72,112.19,112.84,110.20
109.65,109.95,111.70,109.49
110.00,110.56,111.21,109.03
110.60,107.80,110.75,107.11
108.15,109.21,110.00,107.29
108.55,108.22,110.00,107.73
107.95,111.01,111.89,107.95
113.30,111.80,113.83,109.77
111.43,113.70,113.90,110.86
114.04,115.66,115.99,113.69
115.82,117.04,117.52,115.33
116.77,117.83,117.85,116.55
118.47,118.46,119.37,118.07
119.36,117.81,119.36,116.85
117.98,117.47,118.17,116.17
117.34,117.74,118.29,115.92
116.00,119.45,119.62,116.00
118.96,118.36,119.26,117.18
115.46,118.97,119.92,115.46
117.35,118.02,118.27,115.81
118.47,117.60,118.86,117.23
116.00,117.57,117.82,115.28
117.86,118.69,118.89,116.56
118.68,120.86,121.26,118.27
121.00,120.10,121.20,119.54
120.58,119.85,120.75,119.11
119.74,118.28,119.94,117.75
118.03,118.87,119.39,117.01
118.96,116.26,119.57,115.89
115.57,116.13,117.68,114.92
116.77,116.41,117.31,115.72
117.73,121.38,122.68,117.43
121.22,122.82,122.97,119.69
124.03,122.47,124.53,122.31
122.10,119.50,122.26,118.64
120.07,120.72,121.64,119.22
120.86,120.49,121.72,119.71
119.98,120.30,121.06,119.40
120.07,120.10,121.43,119.05
120.60,121.14,121.22,119.82
121.68,118.39,122.00,118.11
118.30,117.80,118.64,116.95
118.18,118.89,119.06,117.79
120.04,117.36,120.13,117.36
118.13,119.79,120.02,116.94
119.90,120.71,121.65,119.29
120.42,121.85,122.33,120.26
121.49,122.06,122.82,121.13
121.76,123.88,123.91,121.63
124.70,125.07,125.44,123.96
124.78,122.72,125.50,122.51
123.09,124.08,124.37,122.76
124.21,123.28,124.51,122.46
123.21,120.92,123.24,120.41
118.06,118.01,118.82,116.60
118.37,119.50,119.93,117.66
119.32,118.72,119.68,118.28
118.18,117.97,119.69,117.87
117.54,116.06,117.72,115.79
116.26,114.26,116.26,113.90
114.80,112.74,114.99,112.27
111.52,111.83,113.17,111.12
112.17,111.86,113.27,111.57
112.00,113.20,113.35,111.91
113.37,113.94,114.07,112.55
112.98,112.79,113.24,111.62
109.28,106.81,110.67,106.61
106.54,106.20,108.00,104.22
106.90,105.94,107.11,105.47
105.85,105.08,106.15,104.87
105.01,104.82,105.60,104.03
103.52,107.78,108.03,102.72
107.29,108.26,108.28,106.52
108.13,107.78,108.13,106.36
108.00,109.41,109.47,107.07
109.62,111.43,112.75,109.40
110.86,109.73,110.99,109.48
108.80,104.91,109.29,104.81
105.90,106.55,106.56,104.01
105.97,104.75,106.38,104.64
105.02,103.85,105.84,103.30
104.37,106.08,106.14,104.18
106.20,106.43,106.96,105.38
107.51,109.36,109.40,107.30
109.36,109.46,110.49,108.90
109.94,111.35,111.46,109.66
111.21,111.60,111.79,110.13
112.61,114.35,115.95,112.41
115.50,115.41,116.50,113.61
115.46,115.05,116.20,114.26
115.21,114.51,115.21,113.45
115.87,115.75,116.93,115.52
115.76,115.39,116.35,115.00
116.10,117.93,118.55,115.68
117.69,119.20,119.24,117.38
118.93,118.39,119.24,117.63
118.48,119.42,119.68,118.28
119.00,118.34,119.91,117.73
118.10,119.41,120.20,117.41
119.00,118.02,120.19,117.97
117.99,118.04,119.15,117.45
118.19,120.28,120.38,117.92
119.94,119.31,120.58,119.19
119.84,119.49,120.42,119.26
119.50,116.98,120.23,116.70
114.91,116.91,118.33,114.76
115.89,115.74,116.26,115.21
117.39,116.16,118.51,115.66
115.50,115.23,116.11,114.39
115.29,115.98,116.49,114.89
116.00,115.19,117.44,115.19
115.31,114.07,115.31,112.49
111.84,112.54,115.06,111.74
112.38,111.18,113.03,111.01
111.33,111.93,112.00,110.12
113.15,113.70,113.90,112.49
113.86,113.38,114.07,112.86
107.74,111.20,112.20,107.09
111.72,111.28,112.20,110.32
121.48,122.60,123.20,120.25
121.89,123.28,123.87,120.50
123.71,125.19,126.20,123.56
125.31,126.26,126.27,124.46
126.13,125.23,126.99,125.23
123.54,120.32,123.63,119.51
