CMLS,Cumulus Media Inc. - Common Stock,NASDAQ
20.00,20.32,20.64,19.76
20.08,20.64,20.72,19.76
20.80,19.92,21.03,19.92
20.16,21.60,22.00,19.52
21.44,22.64,22.64,21.36
22.64,23.04,23.52,22.08
23.20,24.80,24.80,22.64
24.72,25.20,25.76,23.76
25.44,23.12,25.52,22.00
22.80,24.24,24.56,22.40
24.56,24.96,25.12,24.16
24.88,24.24,24.88,22.88
24.32,25.28,25.44,23.92
25.20,23.84,25.24,22.88
23.52,23.04,23.76,22.40
23.20,23.44,23.60,22.80
23.36,22.24,23.36,22.00
21.84,20.32,21.84,20.16
20.16,19.36,20.32,19.28
19.28,19.28,20.00,19.20
19.12,18.80,19.28,18.40
19.04,19.44,19.92,18.72
19.36,18.72,19.44,18.64
18.64,16.88,19.12,16.88
16.88,17.60,17.68,16.88
17.76,17.52,17.92,17.20
17.68,17.20,17.76,16.72
17.28,17.12,17.60,16.64
17.12,17.12,17.68,16.96
17.28,18.48,18.80,16.96
18.40,16.40,18.80,16.24
16.48,16.88,17.20,16.40
17.20,18.24,18.48,16.56
18.24,19.92,21.12,18.24
20.00,20.40,20.40,18.24
20.56,18.56,20.64,18.40
18.72,18.40,20.56,18.32
18.64,17.92,19.20,17.92
18.16,18.00,18.16,17.76
18.16,18.56,19.20,18.08
18.56,19.04,19.28,18.24
19.04,19.36,19.44,18.72
19.28,18.88,19.60,18.56
19.04,18.80,19.36,18.48
18.80,20.64,20.64,18.64
20.72,20.64,20.80,20.08
20.48,19.36,20.48,19.12
19.20,19.20,19.60,18.80
19.44,20.48,20.48,19.04
20.48,21.44,21.44,20.00
21.52,21.60,21.84,20.80
21.60,22.48,22.48,21.36
22.56,22.48,22.72,22.16
22.80,22.00,22.80,22.00
22.16,21.20,22.80,21.04
21.52,22.64,22.80,21.36
22.64,22.64,22.72,21.60
22.72,23.68,23.84,22.32
23.60,24.16,24.56,22.96
24.24,24.48,24.64,23.52
24.32,24.48,24.64,23.84
24.72,25.68,26.16,24.16
25.76,25.68,25.76,24.88
26.08,27.04,27.20,25.12
27.20,29.20,29.20,26.80
28.72,27.76,29.36,26.08
27.76,27.44,27.76,26.96
28.16,26.72,28.40,25.68
26.72,26.08,26.72,24.96
26.40,26.56,26.88,25.36
26.32,26.16,26.88,25.92
25.84,24.96,26.08,24.96
24.80,24.16,25.28,23.76
24.16,24.48,24.56,24.16
24.67,25.12,27.60,24.24
25.60,27.76,27.84,25.20
27.76,27.92,28.32,25.92
28.56,30.80,30.80,27.68
30.72,31.28,31.44,29.68
31.20,29.68,31.20,28.80
29.68,28.24,29.68,27.84
28.40,29.12,29.60,27.84
28.80,29.04,29.20,28.00
28.88,28.72,29.69,28.64
29.04,28.48,29.05,27.68
28.08,27.92,28.16,27.28
27.84,27.60,28.32,27.12
27.92,27.76,28.48,27.44
27.84,27.76,27.84,27.20
27.44,28.40,28.88,26.40
27.92,27.52,27.92,27.04
27.76,28.96,29.12,27.44
28.88,29.12,29.44,28.30
28.80,29.28,29.76,28.40
28.96,28.40,29.44,28.24
29.12,28.40,29.12,28.08
28.00,28.56,28.64,27.68
28.40,28.00,28.40,27.76
27.84,28.80,28.88,27.04
29.28,30.08,30.08,28.88
30.00,30.72,31.12,29.88
30.96,30.80,31.12,30.56
30.96,30.40,31.12,30.16
30.40,27.60,30.96,26.56
27.60,28.64,28.72,27.20
28.64,29.60,30.40,28.08
29.44,30.24,30.40,29.20
30.40,32.56,32.80,30.24
32.88,32.24,32.88,31.20
32.40,34.08,34.40,31.52
34.08,36.00,36.24,33.20
35.92,36.32,36.56,35.28
36.24,36.48,36.80,35.76
36.64,36.40,36.80,35.52
36.40,35.36,36.40,35.20
35.36,34.88,36.24,34.88
34.88,34.48,35.24,33.84
34.80,36.40,36.56,34.64
36.56,36.48,37.60,36.24
36.40,36.16,36.40,35.20
36.00,35.36,36.00,33.76
35.36,34.08,35.36,33.28
33.76,33.52,34.16,33.04
33.60,33.52,34.00,32.80
33.84,33.12,33.84,32.56
32.96,33.04,33.52,32.64
33.20,33.44,34.00,32.56
33.28,32.64,33.52,32.32
32.72,31.36,33.04,30.96
31.04,30.64,32.31,30.00
30.88,29.92,31.44,29.04
30.00,30.24,30.88,29.68
30.00,30.96,30.96,29.44
30.96,32.08,32.56,30.67
32.16,32.08,32.56,32.00
32.08,30.40,32.08,30.40
30.48,30.56,30.64,29.52
30.72,36.08,40.00,30.64
35.76,34.56,36.64,34.24
34.40,36.08,36.40,34.40
35.92,34.40,36.12,34.16
34.32,33.60,34.80,33.60
33.44,32.96,33.60,32.08
32.72,32.88,33.36,32.40
32.48,33.12,34.08,31.94
33.04,34.72,34.72,33.04
34.56,34.64,34.64,34.00
34.40,34.56,34.88,34.24
34.64,34.48,34.96,34.32
34.32,38.24,46.24,34.32
38.48,40.40,41.44,37.68
40.00,39.60,42.24,38.84
39.92,38.24,41.20,38.16
38.56,38.96,39.08,38.31
38.96,39.36,40.56,38.96
39.12,39.04,40.00,38.00
39.20,40.40,41.60,38.40
40.00,40.24,41.04,38.40
40.88,40.16,40.88,40.00
39.92,39.92,40.16,39.36
39.84,39.92,40.32,39.20
39.76,40.48,43.20,38.80
40.48,40.80,41.00,40.48
39.92,37.60,39.92,37.20
36.96,37.12,38.16,36.00
36.48,34.40,37.52,34.24
33.68,32.80,33.76,31.92
32.64,32.00,33.28,31.76
32.64,32.56,33.60,32.16
33.12,34.00,34.16,32.96
34.64,34.96,34.96,34.40
35.04,34.24,35.36,34.08
34.24,34.48,34.63,33.20
35.04,34.64,35.20,34.40
35.04,34.24,35.68,33.44
34.56,35.36,35.52,34.32
35.20,35.28,35.44,34.88
35.44,34.96,35.52,34.72
34.96,34.72,35.28,33.84
35.12,34.96,35.44,34.40
35.28,34.56,35.28,34.32
34.32,34.72,35.28,34.24
34.88,34.40,35.28,34.08
34.56,34.88,35.28,34.40
35.28,34.88,35.28,33.52
34.72,33.28,34.72,32.80
32.96,32.80,34.39,32.80
33.12,32.72,34.08,32.08
32.48,32.40,32.88,32.00
32.32,33.84,33.85,32.32
32.96,33.68,33.68,32.64
33.92,33.28,33.92,32.56
34.16,33.04,34.23,32.88
33.60,33.20,33.60,32.48
32.96,32.80,33.44,32.56
33.20,34.48,35.60,33.20
35.44,34.16,35.44,33.60
33.97,35.92,36.08,33.97
35.92,37.20,38.16,35.92
37.28,37.20,39.28,36.96
38.00,37.44,39.76,36.40
37.60,36.72,37.60,36.56
36.48,35.68,36.88,35.20
36.40,35.68,36.40,34.88
35.44,35.76,35.92,34.80
36.16,36.00,36.16,35.68
35.84,35.60,36.32,35.20
35.12,35.44,35.84,35.12
35.36,34.96,35.36,34.80
34.48,34.80,35.36,34.48
34.48,35.20,35.52,34.48
35.20,35.36,35.52,34.72
35.84,34.72,35.84,34.72
34.72,33.60,34.88,33.44
32.80,32.72,33.20,32.24
32.96,32.24,33.36,32.00
32.08,31.92,32.64,31.68
31.84,31.12,32.64,30.80
31.44,31.20,31.60,31.12
31.84,31.84,32.48,31.76
31.84,31.36,32.16,30.48
31.44,30.00,31.52,28.80
29.28,29.60,31.12,29.28
29.60,28.96,29.68,28.80
29.28,28.64,30.80,28.64
28.64,28.80,29.28,28.32
29.04,28.80,29.04,28.08
28.40,28.08,28.64,28.08
28.24,27.20,28.24,26.32
27.60,27.84,28.56,26.56
27.36,27.36,27.76,26.24
27.36,27.44,28.00,27.36
27.20,27.36,27.44,26.80
27.20,27.20,28.00,26.40
27.60,27.60,27.84,26.80
27.28,26.72,27.44,26.56
26.16,27.20,27.44,26.00
27.28,29.12,29.44,26.80
28.80,28.80,29.52,28.48
28.80,28.80,29.28,28.32
28.96,28.40,29.23,28.32
28.48,28.00,29.28,27.76
28.08,28.72,28.80,27.92
28.64,27.52,28.64,27.12
27.52,28.08,28.32,27.52
28.40,27.76,28.64,27.60
28.08,27.52,28.76,27.52
27.20,27.20,27.20,26.40
27.12,27.84,28.40,25.69
28.56,27.52,31.20,27.04
27.68,26.88,27.68,25.92
26.80,27.20,27.68,26.58
27.20,26.72,27.20,26.40
27.04,27.04,27.92,25.01
27.12,28.00,28.56,26.56
28.08,28.40,29.51,28.00
28.48,28.80,29.04,27.44
28.48,27.92,28.48,27.68
28.00,27.84,28.00,27.44
27.52,27.52,27.76,26.80
27.44,27.92,29.60,27.44
27.36,28.24,28.56,27.12
28.64,28.08,29.12,27.44
27.92,28.00,28.16,26.48
28.00,27.68,28.32,26.48
27.28,26.24,27.60,26.24
26.56,23.60,28.72,22.72
22.88,20.80,22.96,20.48
21.36,21.44,23.12,20.16
20.72,21.12,21.60,20.72
21.20,21.44,22.00,21.20
21.60,23.44,23.60,20.64
23.60,23.04,24.92,22.80
22.88,22.24,24.32,21.20
22.32,22.88,23.56,22.24
22.16,22.88,24.40,22.00
23.04,22.08,23.04,22.00
22.88,22.08,22.88,21.84
22.16,22.40,23.52,21.36
22.40,22.56,25.68,21.92
22.80,21.84,23.74,21.60
22.00,21.76,23.28,21.04
22.08,22.32,24.00,22.00
22.24,22.16,22.80,21.60
22.32,21.52,22.40,21.52
21.60,21.12,22.16,20.82
20.80,20.16,20.80,19.76
20.16,19.60,20.16,18.80
20.00,20.56,21.20,19.20
20.32,20.64,20.84,19.84
20.24,19.92,20.24,19.12
19.52,19.36,19.92,18.24
19.28,19.76,20.08,18.49
20.00,20.08,20.48,19.52
20.40,19.60,20.64,19.52
20.24,18.64,20.60,18.16
18.72,20.00,20.48,17.44
28.00,23.84,28.00,21.20
23.52,23.12,23.76,22.32
22.72,21.60,22.88,21.28
21.60,22.08,22.16,21.52
22.24,22.16,22.40,21.68
22.40,22.00,24.00,21.36
22.08,22.64,23.44,22.08
23.04,22.88,23.28,21.52
22.48,22.72,22.84,22.48
22.48,20.88,22.80,20.48
20.48,21.52,21.52,19.92
21.52,22.16,22.56,21.04
22.00,22.40,22.64,21.52
22.40,21.68,22.88,21.60
22.16,22.16,22.48,21.76
21.92,22.96,23.04,21.36
22.88,22.24,23.04,22.08
21.92,22.48,22.88,21.36
22.56,22.32,22.80,21.88
22.16,21.76,22.24,21.76
21.92,21.52,22.00,21.28
21.44,20.96,22.00,20.88
20.88,22.40,22.64,20.88
22.96,23.28,23.76,22.56
23.52,24.08,24.80,23.04
24.00,23.60,24.00,23.60
24.00,24.00,24.16,23.28
24.80,25.36,25.76,24.40
25.36,24.72,25.92,24.48
24.32,24.08,24.40,23.68
23.20,23.28,24.00,22.88
23.60,23.60,24.32,23.12
24.00,24.00,24.00,23.52
23.68,23.60,24.16,23.20
23.76,23.20,23.76,23.04
23.44,24.00,24.00,23.04
23.68,23.60,23.84,23.28
23.92,23.44,23.92,23.04
23.76,24.00,24.16,23.36
23.92,23.12,23.92,22.88
23.52,23.84,24.08,21.92
23.60,22.00,23.60,21.68
22.00,22.40,22.56,21.68
22.48,22.72,23.04,22.16
22.32,22.16,22.32,21.04
22.16,22.48,22.48,21.52
22.56,22.64,23.04,21.92
22.56,22.72,22.92,22.48
23.52,23.36,23.52,22.88
23.36,23.36,23.44,23.00
24.24,24.32,24.48,23.52
24.24,24.08,24.56,23.96
24.48,24.88,25.12,24.00
25.44,24.48,25.44,24.32
24.96,24.88,25.20,24.10
24.08,24.96,25.20,24.08
24.72,24.24,24.72,24.08
24.32,24.72,24.96,23.60
24.40,25.04,25.12,24.08
25.28,25.12,25.60,24.80
25.12,24.56,25.20,24.40
24.88,24.72,24.88,24.40
24.48,25.04,26.24,24.16
25.36,24.64,26.00,24.48
25.12,25.76,25.76,24.88
25.68,25.60,25.76,25.28
25.52,25.28,25.68,25.12
25.44,25.84,25.92,25.28
25.84,26.16,26.40,25.76
26.16,25.92,26.40,25.44
26.08,26.40,26.56,25.92
26.24,26.72,26.80,26.16
27.20,28.08,28.08,26.96
27.84,28.40,28.40,27.44
28.40,29.76,29.76,28.08
29.84,29.92,30.55,29.44
30.08,30.08,31.04,29.44
30.24,29.76,30.48,28.80
29.84,29.68,30.16,29.28
29.84,29.68,29.92,29.20
29.44,30.08,30.40,29.20
30.24,30.40,30.56,29.92
30.32,30.88,31.04,30.24
30.96,31.12,31.60,30.40
31.04,31.28,31.52,30.88
31.60,31.12,31.60,30.80
30.80,30.00,30.88,29.84
29.76,29.44,29.92,28.72
29.44,29.28,29.59,28.48
29.12,28.88,29.28,28.64
28.64,28.16,28.96,27.92
28.24,28.16,29.04,27.92
28.24,28.08,28.64,27.84
30.32,28.48,30.32,28.08
29.04,29.60,29.60,28.48
29.52,30.24,30.80,28.48
30.24,29.60,30.48,29.20
29.76,29.60,29.84,29.12
29.76,30.32,30.48,29.44
30.24,30.32,30.80,29.53
30.56,31.12,31.20,30.25
30.96,30.32,31.12,30.03
30.32,29.12,30.32,28.64
29.28,29.68,29.96,29.20
29.68,29.36,30.20,29.20
29.52,28.88,29.64,28.60
28.88,28.64,28.96,28.00
28.64,28.88,28.96,28.48
28.96,28.56,29.28,28.52
28.40,28.16,28.92,27.76
28.08,28.56,29.04,27.92
28.72,27.52,29.00,27.28
27.76,27.36,29.12,26.88
27.44,26.40,27.76,26.40
26.24,26.88,26.96,26.00
26.72,26.00,27.04,26.00
26.08,26.16,26.72,26.00
26.40,26.72,26.72,26.04
26.80,27.92,27.92,26.64
28.40,25.68,28.88,25.60
26.00,26.24,26.40,24.80
26.16,26.48,26.72,25.24
26.48,26.96,27.40,26.24
27.12,27.20,27.44,26.80
27.28,28.64,28.64,26.96
28.40,29.04,29.92,28.32
29.04,29.36,29.52,28.64
29.20,28.80,29.20,28.32
28.80,28.96,29.04,28.48
29.20,29.12,29.60,28.96
29.12,28.96,29.60,28.80
28.96,28.40,29.16,28.00
28.32,28.56,28.80,28.16
28.88,27.92,28.88,27.92
27.92,27.92,28.56,27.20
27.84,27.12,27.92,27.12
26.88,26.32,27.36,26.32
26.40,26.56,26.64,26.32
26.16,26.56,26.72,26.16
26.56,26.48,26.72,25.84
26.80,26.72,27.12,26.16
26.72,27.20,27.36,26.48
27.04,26.80,27.20,26.56
27.04,26.24,27.04,26.00
26.48,26.32,26.64,26.00
26.24,26.32,26.40,25.76
26.32,26.48,26.48,25.76
26.96,26.48,26.96,26.24
26.24,26.08,26.24,25.60
26.16,26.48,26.56,25.60
26.72,26.40,27.44,26.24
26.32,27.20,27.20,26.32
27.20,28.72,28.96,26.80
28.56,29.04,29.20,28.40
28.96,27.28,29.20,27.28
27.28,26.56,27.92,26.48
26.40,26.16,26.40,25.92
26.00,25.84,26.00,25.52
25.84,26.00,26.40,25.60
26.00,26.48,26.64,25.04
26.16,25.36,26.16,25.20
25.60,25.36,25.76,24.96
25.12,24.72,25.20,24.32
24.40,24.72,25.84,16.64
24.64,24.24,24.64,23.52
24.16,23.84,24.40,23.47
24.00,23.68,24.24,23.28
24.00,23.12,24.00,22.88
23.20,22.96,23.52,22.72
23.04,22.32,23.28,21.92
22.16,22.40,22.48,21.38
22.56,22.48,22.88,21.92
22.56,22.64,23.28,22.32
22.88,22.56,23.28,22.40
22.40,22.40,22.64,22.32
22.56,22.40,22.61,22.00
22.16,22.00,22.48,21.84
22.08,22.40,22.40,21.92
22.16,22.32,22.88,22.00
22.48,23.04,23.20,22.40
23.36,22.72,23.60,22.64
22.72,23.68,23.68,22.08
23.92,23.36,24.16,23.28
23.52,23.92,23.92,23.04
23.92,23.76,24.16,23.60
23.68,24.32,24.40,23.44
24.24,24.88,25.04,24.24
24.64,24.32,24.80,23.92
24.40,24.16,24.80,23.68
24.08,23.84,24.24,23.52
23.84,23.20,24.00,22.80
23.44,24.08,24.24,23.04
23.68,23.52,24.04,23.36
23.60,23.60,23.76,23.36
24.00,23.84,24.32,23.68
23.76,23.44,24.00,23.28
24.00,24.08,24.08,23.52
24.08,24.00,24.16,23.84
24.08,24.24,24.24,23.44
24.16,24.64,24.64,24.00
24.32,24.88,24.96,24.32
24.80,24.64,24.80,24.56
24.88,24.16,24.88,23.92
24.24,24.00,24.48,23.76
23.84,23.76,23.92,23.44
23.92,23.04,24.00,22.88
23.04,22.80,23.36,22.64
22.80,22.88,23.08,22.72
22.88,22.40,22.96,22.24
22.40,22.08,22.40,21.60
21.76,21.76,22.00,21.68
21.52,21.20,21.52,20.64
21.20,20.80,21.28,20.72
21.04,20.80,21.28,20.72
21.12,20.96,21.28,20.88
21.04,20.80,21.20,20.72
20.72,20.32,21.04,20.32
20.32,20.16,21.12,20.08
20.16,19.52,20.72,19.20
19.52,19.68,19.84,19.28
19.84,21.28,21.60,19.84
21.20,21.52,22.16,21.06
21.60,21.12,21.76,20.80
21.04,21.04,21.28,20.88
20.96,21.04,21.68,20.88
21.12,20.72,21.36,20.32
20.64,20.96,21.20,19.92
20.96,20.88,21.28,20.32
20.80,21.36,21.44,20.72
21.44,21.28,22.00,20.96
21.20,22.48,22.48,21.20
22.48,22.32,22.96,22.08
22.40,23.12,23.20,21.84
23.20,22.72,23.20,22.64
22.72,22.32,22.96,22.24
22.16,21.76,22.40,21.68
21.92,21.84,22.08,21.44
21.76,21.76,22.08,20.96
21.52,22.32,22.48,21.52
22.32,22.16,22.32,22.08
22.40,22.16,22.64,21.68
22.40,21.68,22.40,20.88
21.84,21.20,21.84,20.88
21.36,22.08,22.32,21.12
22.32,22.40,22.40,21.60
22.24,22.24,22.56,22.08
22.32,22.40,22.40,22.16
22.56,22.40,22.64,21.84
22.56,22.40,22.56,22.08
22.40,22.32,22.64,21.92
22.32,22.32,22.40,22.00
22.24,21.68,22.32,21.20
21.76,21.52,22.20,21.44
21.44,21.92,22.24,21.44
22.24,22.00,22.24,21.52
21.92,22.24,22.48,21.68
22.48,21.84,22.56,21.84
21.92,21.60,22.16,21.44
21.76,22.00,22.08,21.52
21.84,21.92,22.08,21.20
22.00,22.08,22.24,21.60
22.24,21.84,22.24,21.44
21.84,22.00,22.16,21.84
22.16,22.08,22.16,21.94
22.08,22.00,22.32,21.92
22.08,21.76,22.08,21.60
21.84,21.60,21.84,21.12
21.68,21.68,22.00,21.12
21.76,21.52,22.21,21.28
21.44,21.12,21.52,21.12
21.12,21.44,22.08,20.96
21.60,21.92,22.24,21.44
22.00,22.00,22.32,22.00
22.08,21.60,22.16,21.36
21.36,21.36,21.76,20.96
21.52,21.68,22.00,21.44
21.52,21.68,21.84,20.96
21.68,20.72,21.76,20.48
20.80,20.40,21.12,20.32
20.48,20.00,20.64,19.76
19.84,19.68,19.84,19.28
19.76,19.76,20.80,19.68
19.76,19.60,20.56,19.52
19.68,19.60,20.32,19.20
19.76,19.36,20.08,19.16
19.04,18.72,19.80,18.72
18.80,18.00,18.96,17.92
18.00,18.16,18.48,17.68
18.16,19.68,19.68,18.16
19.52,18.88,20.40,18.64
18.88,18.16,18.96,17.60
18.16,18.00,18.72,17.68
17.92,17.84,18.64,17.52
17.92,17.76,18.08,17.44
17.68,17.52,18.08,17.52
17.60,17.92,18.56,16.72
18.16,18.56,18.64,18.16
18.40,17.52,18.56,17.44
17.44,17.28,17.92,17.20
17.20,17.68,17.76,16.96
17.92,18.48,18.80,17.52
18.56,18.32,18.64,18.24
18.32,18.08,18.56,17.84
18.16,18.40,18.48,18.08
18.56,18.40,18.56,18.08
18.32,18.00,18.32,17.84
18.16,18.88,18.96,18.08
18.96,19.12,19.20,18.72
19.20,19.20,19.20,19.04
19.20,19.12,19.60,19.04
19.20,19.28,19.76,19.12
19.20,20.64,20.64,19.20
20.64,21.52,21.60,20.64
21.44,21.60,21.84,21.20
21.60,21.60,21.76,20.80
21.68,21.68,21.76,21.28
21.60,21.60,21.60,20.88
21.68,21.36,21.68,21.12
21.52,21.60,21.68,20.96
21.52,20.96,21.52,20.40
20.80,20.64,20.96,20.32
20.72,21.36,21.44,20.08
21.92,21.28,21.92,21.20
21.36,21.36,21.60,20.92
21.68,21.60,21.68,21.28
21.60,21.36,21.60,20.88
21.44,21.04,21.52,20.88
21.12,21.68,21.76,21.04
21.68,22.56,22.56,21.60
22.64,22.32,22.64,22.16
22.16,22.48,22.48,21.84
22.40,23.04,23.04,22.20
23.04,22.96,23.28,22.56
22.96,23.36,23.60,22.80
23.44,23.28,23.60,23.12
23.20,23.44,24.08,23.20
23.52,23.68,23.76,23.20
23.76,23.84,24.00,23.36
24.00,24.32,24.40,23.12
24.32,24.88,24.96,24.00
24.64,25.60,25.84,24.44
25.52,25.04,25.52,24.86
25.36,26.00,26.40,25.04
26.16,26.40,26.72,25.36
26.16,25.60,26.40,25.44
25.68,26.40,26.48,25.12
26.16,25.76,26.40,25.76
25.76,26.16,26.48,25.04
26.24,26.00,26.48,25.76
25.92,25.76,26.08,25.40
25.76,26.24,26.24,25.52
26.32,25.84,26.40,25.84
25.68,25.92,26.48,25.68
26.32,26.40,26.48,25.76
26.40,26.64,26.96,25.68
26.08,26.24,27.20,26.08
26.40,26.16,26.56,26.04
26.40,26.48,26.80,26.08
26.72,26.08,26.80,26.04
26.16,26.08,26.24,25.76
26.00,26.08,26.40,25.84
26.00,26.16,26.32,25.60
25.76,26.24,26.40,25.12
26.24,26.32,26.64,26.00
26.32,27.12,27.44,26.32
27.20,27.12,27.60,26.48
27.20,27.20,27.36,26.72
27.52,27.12,27.52,26.56
27.04,26.96,27.12,26.80
26.80,26.56,27.12,26.48
26.48,26.24,26.48,25.92
26.24,26.40,26.40,26.04
26.16,26.56,26.80,26.16
26.16,25.92,26.40,24.64
25.12,26.24,26.40,25.12
26.32,26.32,26.40,26.08
26.40,26.88,27.20,25.92
27.20,26.56,27.20,26.36
26.56,27.20,27.36,26.16
26.96,27.12,27.20,26.40
26.80,26.96,26.96,25.44
27.12,26.96,27.12,26.64
26.96,26.40,26.96,25.68
26.64,26.16,26.64,25.92
26.16,26.16,26.32,25.68
26.08,26.32,26.48,25.92
25.68,26.24,26.48,25.52
26.32,25.92,26.48,25.76
25.92,25.92,26.40,25.92
25.92,25.84,26.08,25.68
25.76,26.16,26.16,25.60
25.92,26.08,26.16,25.92
26.16,25.28,26.16,25.12
25.44,25.28,25.44,24.40
25.20,24.64,25.60,24.24
24.64,24.32,24.96,23.84
24.16,24.00,24.32,23.84
23.92,24.00,24.64,23.20
24.16,24.80,24.80,24.16
24.72,24.48,24.96,24.40
24.64,25.28,25.44,24.00
25.12,25.84,26.08,25.12
26.00,26.00,26.32,25.44
26.00,25.52,26.16,25.20
25.36,25.44,25.76,25.20
25.52,26.08,26.32,25.44
26.40,29.12,29.52,26.32
29.04,29.28,30.56,28.32
29.20,28.32,29.20,25.44
28.32,28.64,29.44,28.32
28.80,28.48,29.36,28.40
28.64,28.72,29.28,28.48
28.56,30.08,30.48,28.24
30.24,30.40,31.12,29.68
30.40,30.48,30.64,29.44
30.32,30.24,30.48,30.16
30.32,30.64,30.80,30.32
30.64,30.96,30.96,30.40
30.88,30.80,31.04,30.32
30.72,29.52,30.88,29.04
29.36,30.24,30.32,28.48
30.16,29.68,30.24,29.52
30.08,30.40,30.40,29.32
30.24,29.84,30.24,29.44
29.84,30.00,30.40,29.76
29.76,29.68,30.24,29.52
29.68,29.52,30.32,28.48
29.52,29.84,30.24,29.44
29.92,28.64,30.00,28.16
28.72,28.88,28.96,28.16
29.20,28.80,29.28,28.64
28.96,29.28,29.28,28.56
28.96,28.00,29.44,27.92
28.32,27.60,28.32,27.12
27.52,27.60,27.68,25.68
27.60,27.12,27.68,27.12
27.12,27.68,28.08,27.12
27.68,28.24,28.56,27.52
28.40,27.36,28.72,27.28
