NPK,National Presto Industries,NASDAQ
94.96,94.30,95.27,94.00
95.70,95.05,96.75,94.82
95.18,96.27,96.84,95.18
96.54,99.32,101.12,96.07
98.96,98.72,99.02,97.86
99.37,100.04,100.48,98.71
100.22,100.48,100.74,99.49
100.47,103.56,105.67,100.47
103.88,103.63,105.32,101.52
103.96,103.50,104.87,102.60
103.35,102.13,104.00,101.67
101.60,100.32,102.05,100.03
101.00,99.60,103.37,98.52
99.60,99.61,100.46,96.81
99.30,98.40,99.91,97.53
98.83,97.72,99.49,97.69
97.87,99.32,99.99,97.72
99.00,99.40,100.05,98.78
100.09,102.06,103.06,99.44
102.06,101.17,102.24,100.28
101.17,100.10,101.40,99.08
100.48,101.65,101.69,100.45
101.65,100.39,102.80,100.39
99.44,100.35,101.35,99.34
101.31,101.12,101.98,100.25
100.43,100.19,101.22,99.25
100.77,99.08,100.87,97.88
99.25,99.23,99.84,98.62
99.70,100.31,100.51,99.04
100.31,101.48,101.78,99.90
101.90,99.90,101.90,99.36
100.02,99.69,100.52,99.35
100.52,98.38,100.52,98.09
98.38,96.55,98.38,95.75
96.50,95.29,96.51,95.18
90.19,86.59,90.77,86.08
86.66,83.59,87.13,83.05
83.60,80.20,83.86,79.96
80.50,77.71,80.50,76.20
77.00,76.45,77.50,75.67
76.60,77.86,78.86,76.60
78.24,79.19,79.31,77.85
78.90,79.93,80.75,78.66
80.39,79.30,80.63,79.02
79.72,79.59,80.10,78.01
79.50,78.69,79.56,77.27
78.86,79.08,79.35,78.31
79.35,78.74,79.35,77.97
78.92,79.58,79.60,78.28
79.12,78.52,79.50,78.51
78.76,78.61,79.00,78.10
77.75,77.99,78.46,77.56
78.00,78.22,78.40,77.68
79.36,79.18,80.01,78.35
79.49,77.74,79.49,77.61
78.09,77.09,78.09,76.52
76.75,76.05,76.93,75.27
76.65,75.86,77.34,75.02
75.47,75.72,76.38,75.29
75.59,74.45,76.10,74.08
74.02,73.32,74.06,72.56
72.98,72.89,73.34,72.69
71.97,71.41,72.42,71.41
71.61,70.48,71.93,70.00
71.01,72.17,72.17,70.74
72.01,72.94,73.33,72.01
72.69,72.75,73.14,72.40
73.17,72.89,73.35,72.30
73.52,73.34,74.00,72.98
73.07,72.01,73.07,71.87
72.02,72.18,72.84,71.49
72.86,73.31,73.71,72.45
72.50,72.04,72.68,70.33
72.33,72.56,73.00,72.12
73.43,72.23,74.70,72.07
72.12,71.19,72.40,70.85
71.42,73.15,73.66,71.42
73.90,73.72,74.46,73.16
74.05,72.88,74.99,72.77
72.96,73.23,73.99,72.68
73.17,72.68,73.63,72.33
72.72,71.10,72.99,70.81
71.10,71.70,71.91,71.05
71.13,71.47,71.56,70.88
70.90,70.72,71.66,70.50
70.99,71.18,71.39,70.51
70.63,70.26,71.07,70.10
70.10,68.24,70.34,68.00
68.50,66.74,68.70,66.23
66.92,65.85,67.58,65.80
65.71,65.37,66.56,65.12
65.76,66.18,66.62,65.76
66.37,67.28,68.74,66.37
67.28,66.33,67.57,65.43
65.79,66.81,67.39,65.03
67.15,66.97,67.15,65.65
66.81,66.08,66.90,65.81
66.76,66.43,66.76,65.78
66.11,66.00,66.46,65.59
65.90,67.06,67.93,65.33
65.98,67.00,67.60,65.52
66.56,68.43,69.17,66.56
68.83,70.20,70.22,68.13
70.48,72.48,72.49,70.48
73.03,71.41,73.82,70.95
71.46,70.27,72.65,70.02
71.30,68.58,71.30,68.13
69.94,68.29,69.94,67.81
68.24,66.78,68.61,65.52
67.03,68.32,68.61,67.03
69.69,68.77,69.69,68.04
68.48,67.52,68.90,67.09
67.36,69.47,69.97,67.17
69.44,69.26,70.08,68.20
68.87,67.39,69.20,67.09
67.49,69.31,69.48,67.49
68.45,68.40,69.27,67.73
68.26,67.07,68.57,66.08
67.70,67.80,68.11,67.19
67.53,67.50,67.88,66.75
68.98,69.77,69.99,67.78
69.46,71.60,71.60,68.61
71.09,72.55,72.74,70.59
72.27,72.72,73.94,72.27
74.36,73.33,74.36,71.73
72.77,72.94,73.79,72.61
72.43,70.90,72.43,70.51
71.30,70.39,72.16,69.98
69.75,68.64,69.77,68.01
68.62,69.70,69.99,68.37
69.78,70.55,70.82,69.39
70.55,70.58,71.11,70.03
70.22,70.87,71.84,70.22
71.21,71.28,72.00,69.60
70.21,70.67,72.60,70.21
69.81,68.46,69.81,68.31
68.43,66.72,68.43,66.14
68.75,67.20,68.75,67.08
68.47,66.54,68.75,65.06
67.54,69.26,69.93,66.65
69.51,66.33,70.00,65.01
66.22,66.54,67.26,65.83
66.82,65.79,68.05,65.79
65.66,65.87,66.95,65.12
66.87,67.65,69.03,66.87
68.01,69.80,70.89,67.25
70.48,69.92,70.95,69.59
69.48,69.49,70.36,68.88
69.62,70.16,70.59,69.59
69.75,70.66,70.99,69.26
70.72,71.05,71.86,70.72
71.72,70.99,71.72,70.45
70.50,73.27,73.70,70.50
73.03,74.47,74.88,73.03
74.36,74.94,74.94,73.90
75.00,75.35,75.65,73.57
75.80,74.54,77.11,74.20
74.81,72.38,74.81,71.66
72.37,72.25,72.87,71.60
72.44,71.85,73.20,71.20
72.83,72.11,72.95,71.75
72.36,73.39,73.51,71.34
73.83,73.90,74.78,73.00
73.59,73.15,73.88,72.99
73.81,72.72,74.03,72.32
73.09,72.24,73.12,70.28
72.57,72.00,73.84,71.00
71.98,74.85,74.85,71.98
75.21,74.00,77.38,73.69
72.52,73.59,74.00,72.52
73.93,73.26,75.26,72.82
73.22,72.67,73.22,72.23
73.09,73.00,73.95,72.02
73.27,72.74,74.15,72.49
72.75,72.40,73.61,72.05
72.50,72.93,73.70,71.90
72.89,72.98,73.71,72.22
72.81,72.76,73.12,71.99
73.94,74.97,75.29,73.20
74.97,75.13,75.90,74.44
75.61,74.79,76.98,74.36
74.74,75.90,76.34,73.82
76.17,74.52,77.00,74.13
74.27,72.88,74.28,72.68
73.00,74.61,74.88,73.00
75.00,74.70,75.05,73.46
75.03,76.24,76.75,73.85
76.39,78.01,78.28,75.19
78.01,77.00,78.96,76.51
78.74,80.71,81.08,78.74
81.00,81.37,81.44,79.85
82.11,82.00,82.11,80.90
83.37,81.72,83.55,81.48
82.18,80.69,82.60,80.36
82.65,80.53,82.65,79.81
80.52,80.79,81.26,79.98
81.03,82.00,82.16,80.65
81.70,81.25,82.06,80.70
80.58,80.02,80.58,78.95
80.40,77.62,80.40,77.11
77.62,74.58,77.62,74.21
74.60,74.04,74.60,73.11
74.05,73.60,75.09,73.23
73.54,74.50,74.50,73.10
73.48,74.35,74.91,73.48
74.23,76.88,76.98,73.90
76.48,74.95,76.95,74.01
75.24,75.81,77.72,75.11
76.66,76.30,77.48,75.71
75.41,73.76,75.94,73.76
74.85,72.30,74.85,71.96
71.89,73.43,74.02,71.52
73.44,72.16,73.63,71.46
71.56,71.64,72.72,71.50
71.55,70.51,72.04,70.29
70.21,71.68,72.27,70.21
71.24,71.88,72.30,71.09
72.30,73.47,73.61,72.20
73.09,73.82,74.97,72.87
74.21,73.91,74.33,73.30
74.24,73.15,74.25,72.60
73.15,73.22,73.94,72.00
73.22,73.44,74.64,72.35
72.87,73.65,73.71,72.02
74.23,75.67,76.16,73.90
75.98,76.76,76.99,75.41
77.40,77.18,78.46,76.50
77.01,77.30,77.55,76.48
77.42,77.17,77.89,76.10
76.77,77.66,77.67,76.77
77.68,77.50,77.79,77.20
78.64,78.29,79.11,77.77
78.25,78.86,79.55,77.72
80.00,78.03,80.83,78.03
71.80,71.65,72.68,70.93
71.14,72.17,72.64,71.12
72.19,72.34,72.42,71.79
72.34,72.51,72.79,72.12
72.49,70.14,72.49,70.13
70.17,68.99,70.48,68.07
68.64,69.67,70.04,67.51
69.12,70.12,71.02,68.60
69.58,68.78,69.85,68.53
68.64,68.83,69.03,67.70
69.52,67.85,69.52,67.68
67.80,69.10,69.29,67.33
69.84,71.40,71.66,69.70
71.97,70.58,72.72,70.47
71.05,70.69,71.35,70.29
69.99,69.41,70.48,68.64
69.60,69.97,70.42,69.11
69.76,69.74,70.46,69.33
70.00,69.33,70.00,69.00
69.61,69.89,70.00,69.00
69.85,70.19,70.28,69.82
70.05,71.18,71.18,69.91
70.31,70.79,72.11,70.06
71.08,72.01,72.59,70.82
72.19,72.40,72.67,71.01
72.05,72.25,72.47,71.37
72.44,72.82,73.28,71.91
73.00,73.42,73.68,72.75
73.48,73.37,73.49,72.72
72.93,72.99,73.65,72.20
73.16,74.19,74.21,73.01
74.43,73.58,74.43,73.39
73.48,73.35,74.00,73.11
73.85,74.08,74.70,73.52
73.29,73.42,74.56,73.26
73.65,73.39,73.77,73.12
73.11,74.30,74.50,73.02
73.60,74.17,74.43,73.16
73.69,74.25,74.74,73.69
73.79,74.40,74.70,73.20
74.29,75.00,75.65,73.85
74.85,74.84,75.09,74.00
74.40,74.44,74.97,73.79
74.32,73.01,74.60,73.00
72.82,74.53,74.68,72.82
74.53,74.88,75.78,74.40
74.74,74.49,75.33,73.76
74.56,75.57,75.71,74.44
77.08,75.39,77.54,75.32
75.50,75.69,76.08,73.50
75.49,75.36,76.50,74.96
75.03,75.99,76.55,75.03
74.91,75.74,76.16,74.48
74.98,75.15,76.01,74.60
75.21,75.78,76.64,75.21
75.63,76.46,76.93,75.49
76.34,76.83,77.00,75.97
77.12,77.12,77.98,75.78
76.85,76.71,77.02,76.11
76.36,76.23,76.79,75.92
76.05,76.92,77.00,76.05
76.92,76.67,76.92,76.61
76.90,78.80,78.80,76.61
77.90,78.74,79.50,77.90
78.30,78.50,78.70,77.92
78.50,79.59,79.59,78.17
79.19,79.92,80.00,78.76
80.00,79.95,80.46,79.02
79.26,78.70,79.79,78.32
78.89,79.78,79.81,78.25
79.10,80.32,80.49,79.06
80.50,80.50,80.68,79.66
80.12,79.65,80.50,79.27
79.79,79.85,80.39,79.35
80.00,78.13,80.00,78.13
79.01,78.13,79.18,77.81
77.07,77.70,78.29,77.06
78.00,78.27,78.77,77.49
78.66,78.20,78.88,77.85
78.18,79.18,79.46,77.94
79.04,79.82,79.94,78.79
79.78,79.23,79.78,78.33
78.55,77.22,79.22,77.07
77.51,78.28,78.59,77.51
77.68,75.99,78.70,75.67
76.00,74.80,76.63,74.44
75.00,76.72,77.00,74.91
76.55,76.07,76.95,74.67
76.46,76.52,76.93,75.50
76.27,75.33,76.85,74.80
75.19,75.70,75.75,75.15
75.23,74.80,75.67,74.47
74.76,74.96,75.45,74.60
74.89,75.00,75.27,74.70
74.97,73.28,75.02,73.00
73.62,74.98,75.38,73.23
75.67,76.19,76.96,75.46
75.98,76.05,76.98,75.21
76.12,76.30,76.47,75.50
76.33,77.01,77.01,75.94
77.01,76.90,78.44,76.49
77.12,78.04,78.04,75.91
78.00,77.50,78.00,77.37
77.37,76.26,77.37,75.50
75.61,76.88,77.00,75.61
76.31,76.30,76.83,75.52
76.40,76.88,76.97,75.82
76.74,77.71,77.75,75.87
77.65,76.90,78.00,76.20
76.88,76.51,77.97,76.07
76.27,77.58,77.72,75.72
77.49,77.70,77.70,76.25
77.54,77.82,77.95,77.15
77.52,77.43,77.80,77.37
77.89,77.71,78.30,77.37
77.14,76.93,77.84,76.44
75.76,77.27,77.73,75.76
77.28,75.99,77.50,74.30
76.12,74.36,76.53,74.28
74.65,74.78,75.63,74.21
74.74,75.50,75.69,74.07
75.81,75.89,75.96,74.38
75.54,75.58,76.34,75.11
76.97,74.64,76.97,74.64
74.77,75.46,75.83,74.50
75.20,74.78,75.46,74.60
75.19,73.93,75.21,73.60
74.12,74.80,74.92,73.81
74.60,73.01,74.60,72.86
72.52,70.64,72.53,70.25
