RGSE,Real Goods Solar,NASDAQ
2.77,2.70,2.77,2.64
2.68,2.58,2.80,2.57
2.57,2.40,2.57,2.40
2.35,2.44,2.44,2.35
2.36,2.25,2.50,2.25
2.26,2.27,2.35,2.25
2.29,2.38,2.41,2.29
2.40,2.35,2.40,2.31
2.41,2.37,2.50,2.37
2.45,2.47,2.53,2.39
2.43,2.60,2.81,2.43
2.63,2.60,2.63,2.52
2.57,2.56,2.60,2.55
2.61,2.61,2.62,2.60
2.65,2.70,2.75,2.56
2.76,2.79,2.95,2.75
2.79,2.80,2.92,2.73
2.97,3.00,3.05,2.81
3.00,2.67,3.01,2.67
2.74,2.80,2.80,2.67
2.90,2.94,2.95,2.82
2.99,3.05,3.12,2.96
3.14,3.13,3.15,3.06
3.08,3.12,3.14,3.08
3.15,3.11,3.25,3.07
3.16,3.23,3.23,3.13
3.25,3.35,3.35,3.19
3.44,3.56,3.73,3.29
3.67,3.69,3.70,3.61
3.75,3.99,4.07,3.56
3.99,3.31,4.00,3.31
3.40,3.31,3.59,3.31
3.34,3.23,3.37,3.22
3.20,3.07,3.20,3.00
3.06,3.05,3.07,2.93
3.08,3.05,3.17,2.94
3.09,3.21,3.35,3.09
3.26,3.16,3.34,3.16
3.22,3.05,3.25,2.91
3.02,3.12,3.13,2.96
3.11,3.14,3.14,3.00
3.13,3.01,3.13,3.00
3.05,3.06,3.07,3.01
3.07,3.08,3.14,3.07
3.06,3.02,3.09,3.01
3.05,3.14,3.19,3.03
3.12,3.13,3.17,3.11
3.14,3.11,3.17,3.11
3.16,3.22,3.22,3.15
3.26,3.16,3.26,3.16
3.14,3.04,3.20,3.04
3.06,3.10,3.13,3.05
3.09,3.20,3.22,3.06
3.27,3.11,3.27,3.06
3.14,3.11,3.14,2.90
3.06,3.16,3.24,3.05
3.15,3.11,3.23,3.07
3.07,3.00,3.07,2.90
3.04,2.94,3.04,2.89
2.91,2.93,2.95,2.91
2.93,2.95,2.96,2.91
2.95,2.75,3.07,2.75
2.70,2.75,2.83,2.58
2.75,2.62,2.75,2.35
2.64,2.60,2.64,2.60
2.50,2.60,2.61,2.50
2.60,2.56,2.61,2.50
2.58,2.62,2.62,2.55
2.55,2.51,2.55,2.50
2.56,2.70,2.74,2.51
2.65,2.65,2.65,2.56
2.65,2.59,2.67,2.56
2.59,2.58,2.65,2.55
2.59,2.56,2.62,2.54
2.56,2.57,2.59,2.50
2.64,2.56,2.64,2.52
2.56,2.48,2.59,2.48
2.53,2.57,2.59,2.50
2.53,2.53,2.63,2.53
2.55,2.55,2.60,2.54
2.58,2.56,2.60,2.48
2.53,2.50,2.56,2.47
2.56,2.52,2.56,2.47
2.48,2.47,2.53,2.47
2.46,2.47,2.60,2.45
2.42,2.45,2.58,2.42
2.45,2.48,2.51,2.45
2.49,2.47,2.49,2.45
2.49,2.45,2.50,2.40
2.45,2.50,2.56,2.41
2.50,2.50,2.53,2.45
2.50,2.50,2.55,2.42
2.50,2.55,2.56,2.45
2.54,2.45,2.55,2.41
2.49,2.45,2.50,2.45
2.48,2.49,2.50,2.46
2.55,2.60,2.69,2.48
2.57,2.69,2.69,2.55
2.67,2.85,2.90,2.67
2.85,2.80,2.85,2.75
2.85,2.75,2.85,2.75
2.79,2.71,2.85,2.70
2.75,2.61,2.75,2.60
2.74,2.75,2.80,2.62
2.75,2.73,2.79,2.59
2.78,2.76,2.80,2.70
2.78,2.83,2.83,2.71
2.85,2.86,2.91,2.80
2.90,2.78,2.92,2.65
2.75,2.71,2.86,2.67
2.75,2.85,2.88,2.71
2.88,2.77,2.88,2.71
2.72,2.80,2.80,2.71
2.78,2.79,2.79,2.70
2.75,2.78,2.79,2.71
2.81,2.80,2.85,2.75
2.80,2.78,2.80,2.73
2.79,2.80,2.80,2.71
2.83,2.75,2.83,2.73
2.79,2.75,2.79,2.75
2.73,2.74,2.81,2.73
2.77,2.73,2.80,2.70
2.70,2.73,2.74,2.70
2.71,2.70,2.74,2.69
2.70,2.78,2.80,2.70
2.80,2.75,2.80,2.70
2.74,2.74,2.78,2.70
2.70,2.75,2.76,2.70
2.71,2.70,2.78,2.70
2.70,2.72,2.72,2.70
2.70,2.75,2.80,2.68
2.75,2.75,2.75,2.71
2.77,2.76,2.77,2.72
2.75,2.75,2.80,2.75
2.78,2.73,2.78,2.71
2.72,2.74,2.74,2.72
2.73,2.72,2.75,2.70
2.71,2.70,2.77,2.60
2.69,2.60,2.69,2.60
2.65,2.60,2.66,2.50
2.57,2.48,2.60,2.48
2.50,2.54,2.55,2.49
2.50,2.40,2.57,2.40
2.40,2.41,2.52,2.35
2.43,2.39,2.45,2.37
2.38,2.35,2.52,2.35
2.37,2.41,2.50,2.36
2.44,2.40,2.44,2.40
2.42,2.45,2.48,2.40
2.46,2.46,2.48,2.42
2.49,2.46,2.50,2.46
2.46,2.45,2.54,2.45
2.46,2.57,2.61,2.42
2.61,2.53,2.61,2.50
2.54,2.65,2.70,2.51
2.65,2.58,2.71,2.55
2.60,2.57,2.69,2.50
2.55,2.56,2.64,2.53
2.55,2.55,2.57,2.50
2.62,2.56,2.62,2.50
2.65,2.60,2.65,2.58
2.63,2.53,2.65,2.53
2.53,2.42,2.65,2.40
2.46,2.50,2.50,2.46
2.50,2.48,2.50,2.46
2.46,2.50,2.55,2.41
2.52,2.54,2.55,2.42
2.55,2.50,2.55,2.50
2.53,2.41,2.53,2.40
2.49,2.46,2.51,2.46
2.48,2.47,2.53,2.46
2.45,2.52,2.52,2.45
2.52,2.54,2.59,2.46
2.56,2.46,2.56,2.45
2.50,2.55,2.55,2.47
2.58,2.47,2.58,2.47
2.45,2.49,2.49,2.40
2.46,2.45,2.48,2.42
2.45,2.49,2.49,2.42
2.48,2.45,2.50,2.41
2.42,2.34,2.50,2.22
2.33,2.55,2.58,2.30
2.61,2.51,2.65,2.50
2.52,2.55,2.59,2.51
2.50,2.53,2.56,2.45
2.50,2.46,2.56,2.45
2.46,2.45,2.54,2.45
2.50,2.50,2.52,2.47
2.49,2.57,2.57,2.45
2.58,2.52,2.58,2.51
2.45,2.44,2.57,2.44
2.48,2.45,2.49,2.43
2.45,2.48,2.48,2.45
2.49,2.43,2.49,2.42
2.48,2.42,2.48,2.41
2.47,2.44,2.47,2.44
2.48,2.45,2.49,2.45
2.45,2.45,2.45,2.41
2.43,2.43,2.50,2.43
2.43,2.44,2.49,2.43
2.44,2.43,2.45,2.43
2.40,2.37,2.46,2.36
2.40,2.44,2.47,2.40
2.37,2.50,2.50,2.37
2.49,2.45,2.49,2.42
2.46,2.50,2.52,2.43
2.50,2.49,2.51,2.40
2.49,2.41,2.49,2.41
2.46,2.49,2.54,2.45
2.51,2.50,2.51,2.46
2.46,2.48,2.48,2.40
2.52,2.68,2.73,2.50
2.72,2.65,2.85,2.57
2.68,2.70,2.79,2.56
2.79,2.75,2.79,2.60
2.75,2.60,2.84,2.50
2.61,2.82,2.84,2.59
2.85,2.99,2.99,2.75
2.99,3.03,3.06,2.96
3.04,2.97,3.04,2.86
2.99,2.87,2.99,2.83
2.88,2.99,3.05,2.88
2.95,3.00,3.02,2.95
2.99,2.88,2.99,2.76
2.90,2.85,2.99,2.80
2.82,2.89,2.95,2.76
2.82,2.78,2.93,2.70
2.75,2.79,2.81,2.74
2.74,2.79,2.79,2.71
2.79,2.75,2.80,2.71
2.84,2.78,2.84,2.73
2.77,2.82,2.82,2.75
2.81,2.90,2.90,2.80
2.81,2.85,2.86,2.77
2.80,2.72,2.82,2.69
2.74,2.68,2.84,2.68
2.74,2.58,2.75,2.51
2.62,2.55,2.62,2.45
2.59,2.60,2.66,2.57
2.62,2.46,2.64,2.45
2.48,2.45,2.58,2.00
2.48,2.17,2.55,2.02
2.05,2.00,2.35,2.00
1.93,1.82,2.30,1.82
2.18,2.28,2.29,1.82
2.34,2.13,2.34,2.10
2.14,2.29,2.39,2.14
2.30,2.36,2.39,2.30
2.39,2.56,2.56,2.32
2.50,2.48,2.55,2.40
2.54,2.50,2.60,2.50
2.31,2.32,2.37,2.30
2.30,2.19,2.34,2.18
2.24,2.13,2.24,2.12
2.20,2.29,2.40,2.15
2.29,2.34,2.35,2.21
2.34,2.21,2.34,2.16
2.17,2.29,2.36,2.17
2.29,2.25,2.29,2.17
2.34,2.33,2.34,2.27
2.31,2.25,2.35,2.21
2.25,2.08,2.25,2.05
2.05,2.10,2.10,2.02
2.05,2.10,2.10,2.05
2.11,2.16,2.26,2.08
2.15,2.24,2.30,2.05
2.24,2.20,2.29,2.10
2.11,2.19,2.24,2.02
2.06,2.06,2.10,1.93
2.04,2.06,2.08,1.96
2.06,2.07,2.09,2.01
2.08,1.89,2.15,1.89
1.89,2.05,2.08,1.89
2.03,2.05,2.07,1.95
2.05,2.03,2.05,2.03
1.98,1.90,2.08,1.90
1.91,1.89,1.91,1.81
1.89,1.86,1.89,1.86
1.91,1.87,1.93,1.72
1.90,1.91,1.95,1.83
1.95,1.87,1.95,1.87
1.87,1.82,1.90,1.82
1.79,1.62,1.79,1.62
1.52,1.45,1.58,1.44
1.35,1.41,1.50,1.35
1.41,1.70,1.77,1.41
1.71,1.68,1.71,1.60
1.69,1.70,1.79,1.65
1.72,1.71,1.80,1.63
1.74,1.63,1.80,1.60
1.61,1.64,1.70,1.59
1.60,1.58,1.75,1.58
1.60,1.58,1.66,1.58
1.53,1.59,1.88,1.52
1.58,1.62,1.69,1.58
1.63,1.94,1.94,1.63
1.92,1.81,1.92,1.75
1.85,1.94,1.99,1.85
1.92,1.79,1.92,1.79
1.80,1.70,1.80,1.66
1.77,1.76,1.77,1.69
1.73,1.70,1.73,1.67
1.88,1.62,1.88,1.62
1.63,1.72,1.80,1.63
1.81,1.69,1.82,1.62
1.73,1.67,1.76,1.65
1.65,1.70,1.70,1.65
1.69,1.65,1.70,1.62
1.65,1.63,1.65,1.60
1.56,1.60,1.64,1.55
1.61,1.53,1.61,1.52
1.55,1.56,1.64,1.55
1.53,1.48,1.57,1.47
1.49,1.50,1.51,1.46
1.50,1.54,1.54,1.46
1.56,1.41,1.56,1.38
1.43,1.48,1.50,1.43
1.42,1.34,1.53,1.31
1.37,1.41,1.48,1.37
1.44,1.45,1.45,1.39
1.42,1.48,1.49,1.42
1.49,1.54,1.60,1.45
1.55,1.55,1.59,1.45
1.66,1.57,1.73,1.54
1.60,1.54,1.60,1.43
1.52,1.51,1.60,1.46
1.58,1.37,1.58,1.34
1.40,1.46,1.65,1.40
1.42,1.40,1.53,1.40
1.41,1.40,1.51,1.39
1.41,1.37,1.44,1.32
1.38,1.29,1.47,1.28
1.30,1.14,1.30,1.12
1.14,1.01,1.14,0.99
1.02,1.08,1.16,1.02
1.11,1.03,1.11,1.03
1.06,1.15,1.25,1.06
1.19,1.25,1.34,1.19
1.25,1.35,1.35,1.20
1.34,1.35,1.38,1.21
1.37,1.37,1.39,1.31
1.39,1.31,1.44,1.26
1.29,1.28,1.38,1.24
1.30,1.40,1.43,1.25
1.46,1.43,1.54,1.39
1.51,1.50,1.51,1.43
1.49,1.52,1.52,1.43
1.50,1.45,1.53,1.45
1.53,1.50,1.56,1.41
1.54,1.43,1.54,1.43
1.43,1.40,1.43,1.40
1.43,1.47,1.50,1.37
1.49,1.46,1.51,1.40
1.44,1.44,1.49,1.40
1.49,1.40,1.50,1.39
1.40,1.41,1.48,1.40
1.43,1.50,1.65,1.40
1.50,1.42,1.53,1.40
1.40,1.44,1.49,1.40
1.46,1.49,1.50,1.46
1.48,1.45,1.50,1.45
1.46,1.48,1.51,1.46
1.50,1.51,1.51,1.45
1.51,1.52,1.58,1.45
1.53,1.45,1.55,1.45
1.44,1.55,1.58,1.44
1.56,1.50,1.62,1.48
1.50,1.52,1.55,1.41
1.48,1.51,1.60,1.46
1.64,1.56,1.64,1.47
1.53,1.45,1.59,1.45
1.47,1.49,1.63,1.45
1.52,1.50,1.60,1.49
1.50,1.60,1.63,1.50
1.62,1.53,1.62,1.52
1.53,1.55,1.55,1.52
1.54,1.65,1.80,1.49
1.63,1.57,1.67,1.51
1.61,1.47,1.64,1.45
1.50,1.45,1.58,1.45
1.48,1.50,1.55,1.48
1.49,1.52,1.52,1.49
1.50,1.50,1.53,1.45
1.52,1.52,1.54,1.46
1.53,1.45,1.53,1.45
1.46,1.46,1.49,1.44
1.44,1.49,1.54,1.44
1.45,1.41,1.61,1.37
1.39,1.41,1.42,1.39
1.42,1.45,1.46,1.35
1.45,1.45,1.48,1.25
1.47,1.41,1.47,1.41
1.42,1.50,1.50,1.42
1.50,1.45,1.51,1.45
1.45,1.45,1.50,1.45
1.49,1.50,1.50,1.42
1.55,1.41,1.55,1.37
1.32,1.38,1.42,1.31
1.42,1.46,1.50,1.39
1.44,1.45,1.45,1.39
1.40,1.41,1.49,1.39
1.44,1.45,1.45,1.35
1.46,1.41,1.46,1.41
1.39,1.38,1.46,1.38
1.39,1.38,1.45,1.38
1.43,1.45,1.45,1.39
1.45,1.45,1.45,1.40
1.44,1.33,1.44,1.33
1.36,1.38,1.39,1.33
1.35,1.37,1.37,1.32
1.36,1.31,1.37,1.31
1.31,1.31,1.35,1.30
1.32,1.26,1.35,1.25
1.25,1.16,1.29,1.05
1.16,1.27,1.37,1.16
1.25,1.27,1.27,1.25
1.29,1.32,1.35,1.29
1.35,1.35,1.35,1.33
1.33,1.30,1.33,1.26
1.33,1.26,1.33,1.25
1.26,1.35,1.35,1.20
1.20,1.26,1.30,1.20
1.24,1.17,1.27,1.17
1.22,1.25,1.25,1.18
1.21,1.29,1.29,1.21
1.30,1.35,1.35,1.25
1.30,1.31,1.39,1.30
1.37,1.37,1.37,1.35
1.36,1.42,1.46,1.34
1.41,1.40,1.47,1.40
1.45,1.47,1.47,1.44
1.47,1.42,1.50,1.40
1.41,1.43,1.46,1.41
1.40,1.40,1.43,1.38
1.41,1.50,1.50,1.38
1.50,1.48,1.50,1.43
1.50,1.42,1.50,1.37
1.42,1.40,1.42,1.40
1.40,1.35,1.40,1.35
1.35,1.36,1.45,1.35
1.37,1.37,1.50,1.34
1.39,1.42,1.45,1.38
1.36,1.36,1.44,1.35
1.34,1.39,1.39,1.34
1.35,1.40,1.40,1.35
1.38,1.35,1.40,1.28
1.35,1.36,1.40,1.35
1.37,1.30,1.37,1.30
1.27,1.30,1.30,1.27
1.50,1.35,1.50,1.29
1.39,1.30,1.39,1.25
1.31,1.27,1.31,1.25
1.25,1.30,1.30,1.25
1.30,1.26,1.33,1.25
1.28,1.22,1.28,1.20
1.23,1.20,1.23,1.20
1.16,1.21,1.21,1.16
1.16,1.18,1.19,1.11
1.15,1.16,1.17,1.10
1.15,1.14,1.22,1.14
1.19,1.21,1.22,1.17
1.20,1.16,1.20,1.15
1.19,1.17,1.19,1.16
1.17,1.20,1.20,1.14
1.16,1.15,1.21,1.15
1.11,1.12,1.16,1.11
1.15,1.12,1.15,1.12
1.12,1.11,1.15,1.11
1.15,1.15,1.15,1.15
1.16,1.13,1.16,1.05
1.12,1.15,1.15,1.12
1.12,1.14,1.14,1.12
1.15,1.14,1.15,1.11
1.08,1.12,1.15,1.08
1.14,1.00,1.14,1.00
1.00,1.09,1.09,1.00
1.09,1.11,1.13,1.09
1.09,1.12,1.16,1.06
1.10,1.08,1.10,1.08
1.08,1.08,1.08,1.08
1.09,1.09,1.13,1.08
1.08,1.15,1.15,1.08
1.15,1.13,1.15,1.04
1.03,1.08,1.13,1.03
1.06,1.13,1.13,1.06
1.13,1.12,1.16,1.10
1.13,1.15,1.15,1.09
1.17,1.14,1.17,1.10
1.14,1.14,1.14,1.10
1.15,1.15,1.15,1.15
1.10,1.06,1.14,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.07,1.07,1.05
1.06,1.14,1.15,1.06
1.13,1.08,1.13,1.06
1.06,1.07,1.07,1.06
1.08,1.07,1.08,1.06
1.05,1.15,1.15,1.05
1.05,1.11,1.17,1.05
1.10,0.96,1.10,0.85
0.96,0.88,0.98,0.85
0.97,0.97,0.97,0.90
0.92,0.96,0.97,0.92
0.94,0.94,0.94,0.94
0.94,0.90,0.97,0.86
0.95,0.94,1.00,0.90
0.91,0.94,1.04,0.85
0.93,0.96,0.96,0.93
0.94,0.95,0.95,0.94
1.00,0.98,1.02,0.95
1.00,0.93,1.00,0.88
0.98,0.85,1.00,0.85
0.86,0.88,0.94,0.86
0.79,0.82,0.86,0.79
0.82,0.79,0.85,0.77
0.74,0.75,0.80,0.72
0.75,0.75,0.83,0.74
0.80,0.75,0.80,0.75
0.75,0.73,0.79,0.73
0.73,0.70,0.77,0.70
0.73,0.73,0.77,0.73
0.75,0.75,0.77,0.75
0.77,0.75,0.77,0.75
0.75,0.72,0.76,0.72
0.70,0.65,0.75,0.65
0.71,0.72,0.74,0.71
0.70,0.84,0.84,0.70
0.85,0.71,0.85,0.70
0.72,0.71,0.82,0.70
0.70,0.71,0.71,0.70
0.70,0.71,0.72,0.70
0.70,0.70,0.74,0.70
0.70,0.69,0.70,0.66
0.66,0.66,0.70,0.66
0.66,0.63,0.66,0.60
0.61,0.59,0.62,0.59
0.60,0.55,0.62,0.51
0.52,0.61,0.62,0.52
0.60,0.60,0.61,0.59
0.56,0.56,0.58,0.55
0.59,0.63,0.63,0.59
0.60,0.61,0.61,0.60
0.63,0.61,0.63,0.61
0.60,0.54,0.62,0.54
0.55,0.54,0.56,0.54
0.57,0.60,0.60,0.56
0.61,0.54,0.61,0.54
0.52,0.52,0.62,0.52
0.61,0.55,0.61,0.45
0.55,0.51,0.55,0.50
0.51,0.55,0.59,0.51
0.59,0.57,0.59,0.57
0.57,0.51,0.57,0.51
0.54,0.58,0.58,0.54
0.58,0.59,0.62,0.58
0.62,0.58,0.62,0.58
0.57,0.59,0.60,0.48
0.55,0.60,0.60,0.55
0.60,0.59,0.60,0.59
0.59,0.59,0.60,0.59
0.60,0.58,0.60,0.58
0.55,0.60,0.60,0.55
0.55,0.55,0.55,0.55
0.51,0.49,0.51,0.45
0.45,0.45,0.49,0.45
0.43,0.42,0.44,0.42
0.45,0.44,0.49,0.44
0.45,0.49,0.49,0.44
0.44,0.44,0.44,0.44
0.45,0.44,0.49,0.43
0.44,0.42,0.44,0.42
0.42,0.40,0.43,0.40
0.43,0.46,0.55,0.40
0.48,0.43,0.48,0.42
0.44,0.44,0.44,0.41
0.44,0.44,0.46,0.41
0.47,0.61,0.64,0.44
0.60,0.65,0.65,0.54
0.60,0.55,0.64,0.55
0.60,0.64,0.64,0.60
0.65,1.01,1.16,0.64
0.89,0.85,1.00,0.79
0.82,0.84,0.89,0.78
0.90,0.90,0.96,0.90
0.90,0.90,0.95,0.84
0.85,0.81,0.88,0.81
0.82,0.80,0.82,0.78
0.84,0.80,0.84,0.80
0.80,0.78,0.81,0.78
0.77,0.81,0.81,0.76
0.81,0.76,0.86,0.76
0.74,0.67,0.77,0.67
0.67,0.57,0.69,0.50
0.52,0.76,0.85,0.52
0.88,0.84,0.93,0.65
0.85,0.99,1.04,0.85
1.02,0.93,1.02,0.91
0.95,0.94,1.00,0.94
0.95,0.97,0.99,0.92
0.97,0.99,1.00,0.96
0.99,0.97,0.99,0.90
0.93,0.89,0.99,0.86
0.89,0.87,0.91,0.82
0.93,0.84,0.93,0.82
0.85,0.83,0.89,0.81
0.88,0.89,0.90,0.84
0.86,0.92,0.92,0.86
0.93,0.92,0.93,0.82
0.90,0.90,0.90,0.83
0.85,0.85,1.09,0.83
0.86,0.90,0.95,0.86
0.95,0.95,0.99,0.89
0.93,1.00,1.00,0.90
1.02,0.99,1.03,0.92
1.00,0.98,1.00,0.89
0.97,1.01,1.01,0.97
1.00,1.10,1.10,0.93
1.10,1.01,1.15,1.00
1.09,1.09,1.10,1.06
1.10,1.04,1.10,1.01
1.06,1.06,1.10,1.05
1.08,1.11,1.15,1.08
1.14,1.51,1.75,1.14
1.69,2.49,2.83,1.68
2.61,2.35,2.61,2.20
2.25,2.20,2.38,2.10
2.38,2.53,2.62,2.35
2.51,2.53,2.68,2.50
2.55,2.44,2.55,2.13
2.51,2.34,2.51,2.21
2.29,2.17,2.33,2.10
2.41,2.18,2.48,2.09
2.10,1.99,2.25,1.85
1.95,1.91,1.95,1.82
1.94,1.73,1.94,1.70
1.79,1.75,1.79,1.68
1.75,1.80,1.88,1.61
1.73,1.89,1.96,1.73
1.86,1.77,1.86,1.76
1.75,1.78,1.85,1.75
1.73,1.86,1.86,1.73
1.90,1.73,1.90,1.71
1.71,1.73,1.75,1.65
1.71,1.65,1.75,1.65
1.70,1.63,1.73,1.60
1.66,1.66,1.69,1.63
1.72,1.73,1.74,1.65
1.70,1.83,1.99,1.67
1.93,1.87,2.05,1.82
1.84,1.86,2.05,1.82
1.97,1.86,1.97,1.82
1.83,1.76,1.90,1.72
1.77,1.74,1.80,1.73
1.88,1.80,1.88,1.76
1.80,1.88,2.00,1.73
1.95,1.96,2.03,1.88
2.02,1.94,2.02,1.91
2.01,1.79,2.01,1.79
1.79,1.81,1.99,1.79
1.89,1.84,1.90,1.78
1.79,1.83,1.95,1.78
1.81,1.71,1.81,1.71
1.73,1.61,1.75,1.59
1.58,1.66,1.74,1.56
1.66,1.59,1.66,1.56
1.65,1.65,1.65,1.60
1.60,1.63,1.65,1.60
1.63,1.62,1.64,1.60
1.62,1.63,1.63,1.60
1.63,1.67,1.69,1.63
1.70,1.61,1.70,1.57
1.71,1.88,2.34,1.70
1.89,1.80,1.91,1.72
1.85,1.83,1.95,1.81
1.89,1.92,1.99,1.82
1.92,1.98,2.07,1.92
1.99,1.88,1.99,1.85
1.93,1.94,1.96,1.88
1.91,1.90,1.98,1.88
1.90,1.90,1.95,1.76
1.95,1.81,1.95,1.80
1.85,1.92,1.95,1.80
1.90,1.86,1.98,1.85
1.90,1.86,1.90,1.78
1.86,1.97,2.10,1.80
1.94,1.94,1.98,1.84
1.89,1.89,1.95,1.85
1.91,1.75,1.94,1.65
1.85,4.03,4.23,1.85
4.90,6.08,7.17,4.55
5.90,5.51,6.90,5.10
5.52,4.75,5.80,4.54
4.48,4.24,4.84,4.17
3.78,4.01,4.30,3.71
4.30,3.38,4.50,2.75
3.30,3.01,3.58,2.92
3.25,3.05,3.40,3.03
3.03,2.70,3.09,2.60
2.74,2.94,3.05,2.60
2.90,2.75,3.14,2.72
2.66,2.69,2.87,2.66
2.77,2.64,2.92,2.55
2.70,2.58,2.80,2.54
2.64,3.30,3.35,2.55
3.10,2.92,3.23,2.90
2.83,2.95,3.17,2.80
3.01,2.87,3.14,2.84
2.97,2.90,3.12,2.85
3.01,2.92,3.08,2.88
2.95,2.77,3.03,2.70
2.79,2.57,2.81,2.55
2.56,2.33,2.61,2.25
