SINO,Sino-Global Shipping America,NASDAQ
2.52,2.46,2.52,2.46
2.47,2.48,2.48,2.47
2.50,2.48,2.50,2.41
2.41,2.41,2.42,2.41
2.43,2.40,2.43,2.29
2.35,2.35,2.35,2.35
2.48,2.35,2.48,2.35
2.35,2.35,2.35,2.35
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.36,2.35,2.39,2.35
2.35,2.35,2.35,2.35
2.30,2.29,2.30,2.29
2.29,2.28,2.33,2.28
2.29,2.28,2.29,2.28
2.35,2.27,2.44,2.27
2.27,2.27,2.27,2.27
2.27,2.27,2.27,2.27
2.38,2.38,2.38,2.38
2.27,2.38,2.38,2.22
2.38,2.38,2.38,2.38
2.38,2.38,2.38,2.38
2.20,2.21,2.21,2.20
2.34,2.21,2.34,2.20
2.20,2.21,2.21,2.18
2.19,2.18,2.20,2.18
2.30,2.20,2.42,2.20
2.18,2.19,2.19,2.18
2.19,2.19,2.21,2.18
2.19,2.19,2.19,2.19
2.26,2.47,2.47,2.17
2.39,2.44,2.45,2.23
2.26,2.34,2.34,2.25
2.34,2.34,2.34,2.34
2.28,2.26,2.28,2.26
2.26,2.20,2.26,2.20
2.20,2.20,2.37,2.20
2.21,2.15,2.34,2.13
2.15,2.27,2.27,2.15
2.26,2.18,2.26,2.17
2.18,2.28,2.28,2.18
2.37,2.22,2.37,2.22
2.24,2.22,2.24,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.23,2.15,2.23,2.15
2.13,2.13,2.13,2.13
2.16,2.14,2.27,2.14
2.13,2.15,2.36,2.13
2.12,2.06,2.12,2.06
2.06,2.10,2.10,2.06
2.08,2.08,2.08,2.08
2.08,2.10,2.10,2.08
2.10,2.06,2.10,2.06
2.07,2.06,2.07,2.06
2.08,2.08,2.08,2.08
2.08,2.08,2.08,2.08
2.22,2.22,2.22,2.22
2.09,2.12,2.12,2.08
2.09,2.15,2.17,2.08
2.25,2.25,2.25,2.25
2.11,2.11,2.11,2.11
2.08,2.08,2.08,2.08
2.06,2.06,2.07,2.06
2.07,2.23,2.26,2.07
2.23,2.23,2.23,2.23
2.13,2.13,2.13,2.13
2.11,2.02,2.15,2.02
2.02,1.91,2.08,1.91
1.95,1.95,1.95,1.95
2.05,2.12,2.19,1.90
1.98,1.86,1.99,1.77
1.88,1.93,2.00,1.86
2.35,2.87,3.22,2.30
2.85,2.39,2.85,2.39
2.39,2.35,2.40,2.16
2.28,2.23,2.29,2.21
2.30,2.15,2.40,2.13
2.21,2.23,2.45,2.21
2.21,2.11,2.21,2.02
2.20,2.02,2.20,2.02
2.12,2.05,2.17,2.05
2.05,2.20,2.25,2.05
2.16,2.25,2.25,2.16
2.20,2.08,2.20,2.08
2.16,2.21,2.35,2.16
2.31,2.25,2.45,2.05
2.22,2.35,2.40,2.22
2.35,2.35,2.35,2.35
2.30,2.11,2.30,2.11
2.11,2.11,2.11,2.11
2.12,2.09,2.20,2.08
2.13,2.08,2.30,2.08
2.23,2.23,2.23,2.23
2.30,2.30,2.30,2.07
2.22,2.40,2.45,2.22
2.22,2.24,2.24,2.22
2.24,2.24,2.24,2.24
2.25,2.19,2.25,2.13
2.19,2.19,2.19,2.19
2.14,2.31,2.38,2.13
2.20,2.22,2.27,2.16
2.22,2.22,2.22,2.22
2.33,2.13,2.33,2.13
2.09,2.08,2.33,2.06
2.06,2.00,2.08,1.94
2.00,2.00,2.00,2.00
1.99,1.91,2.04,1.91
1.88,1.89,1.97,1.88
1.89,1.88,2.05,1.88
1.96,1.88,1.96,1.88
1.95,1.65,1.95,1.65
1.70,1.65,1.70,1.65
1.65,1.65,1.67,1.65
1.60,1.60,1.60,1.60
1.56,1.28,1.56,1.20
1.35,1.37,1.47,1.25
1.36,1.39,1.39,1.36
1.39,1.45,1.45,1.36
2.27,1.79,2.27,1.62
2.00,1.85,2.00,1.80
1.82,1.64,1.82,1.50
1.59,1.56,1.59,1.55
1.50,1.45,1.61,1.38
1.46,1.41,1.50,1.41
1.41,1.41,1.41,1.41
1.38,1.38,1.48,1.38
1.44,1.46,1.48,1.40
1.46,1.43,1.46,1.41
1.46,1.60,1.68,1.46
1.61,1.61,1.61,1.61
1.61,1.53,1.68,1.48
1.53,1.53,1.53,1.53
1.47,1.46,1.50,1.45
1.45,1.42,1.45,1.40
1.68,1.77,1.87,1.42
1.78,4.43,4.65,1.62
4.60,6.32,9.16,4.31
6.30,6.75,8.15,6.30
6.58,4.97,6.59,4.76
5.00,4.66,5.50,4.51
4.73,5.34,5.83,4.66
5.30,6.02,6.39,5.25
5.58,5.69,6.00,5.20
5.89,5.75,6.20,5.60
5.84,5.09,5.84,4.83
5.80,5.52,5.80,4.85
5.31,4.60,5.40,4.53
4.68,4.53,5.20,4.30
4.21,3.81,4.26,3.59
4.37,3.72,4.37,3.54
4.25,3.77,4.25,3.70
3.89,3.99,4.11,3.76
4.16,3.96,4.16,3.85
3.85,3.96,4.21,3.80
3.93,3.93,3.97,3.90
3.90,3.82,3.92,3.65
3.72,3.51,3.83,3.42
3.35,3.46,3.56,3.32
3.58,3.36,3.90,3.21
3.40,3.19,3.49,3.10
3.15,2.97,3.43,2.88
3.01,2.85,3.10,2.66
2.80,2.76,2.89,2.58
2.81,3.00,3.19,2.66
2.97,2.98,3.11,2.94
2.97,2.89,3.00,2.68
3.03,2.95,3.11,2.85
2.86,2.95,3.00,2.79
2.82,3.05,3.19,2.80
3.11,3.13,3.19,2.83
3.20,3.05,3.27,3.00
2.99,2.86,3.11,2.84
2.79,2.69,2.95,2.51
2.70,2.81,2.85,2.45
2.80,2.96,3.02,2.57
2.97,2.88,3.00,2.61
3.05,3.00,3.05,2.81
2.93,2.79,2.93,2.71
2.80,2.88,2.91,2.80
2.92,2.68,2.92,2.66
2.67,2.35,2.84,2.32
2.68,2.50,2.68,2.42
2.49,2.30,2.94,2.18
2.21,2.22,2.62,2.15
2.33,2.13,2.33,2.09
2.23,2.16,2.25,1.96
1.97,2.11,2.16,1.97
2.06,2.00,2.14,1.77
1.97,1.94,1.99,1.72
1.96,1.90,1.96,1.85
1.93,1.80,1.93,1.70
1.90,1.84,1.90,1.75
1.80,1.85,1.89,1.75
1.82,1.91,2.03,1.82
1.95,2.25,2.40,1.95
2.25,2.25,2.35,2.12
2.33,2.15,2.34,2.15
2.14,2.13,2.20,2.00
2.09,2.15,2.19,2.02
2.22,2.19,2.32,2.05
2.08,2.15,2.20,2.07
2.20,1.85,2.21,1.85
1.85,1.94,2.05,1.85
1.91,1.70,2.09,1.70
1.87,1.78,1.92,1.66
1.88,1.75,1.88,1.68
1.75,1.68,1.83,1.56
1.72,1.68,1.72,1.56
1.59,1.68,1.70,1.52
2.32,3.11,3.47,2.00
3.19,3.06,3.99,2.90
3.01,2.69,3.06,2.50
2.64,2.58,2.69,2.32
2.63,2.70,2.96,2.60
2.84,2.68,2.84,2.60
2.56,2.56,2.69,2.34
2.46,2.35,2.57,2.34
2.46,2.56,2.58,2.38
2.51,2.42,2.57,2.35
2.41,2.42,2.53,2.38
2.44,2.41,2.65,2.31
2.45,2.40,2.48,2.31
2.42,2.30,2.48,2.16
2.21,2.17,2.32,2.12
2.80,2.37,2.90,2.27
2.33,2.22,2.40,2.12
2.25,2.13,2.35,2.00
2.12,2.08,2.18,2.00
2.10,2.15,2.21,2.00
2.12,2.21,2.23,2.09
2.22,2.28,2.38,2.16
2.28,2.31,2.31,2.20
2.25,2.24,2.31,2.16
2.17,2.20,2.25,2.14
2.10,2.18,2.26,2.02
2.13,2.14,2.22,2.06
2.17,2.11,2.23,2.03
2.10,2.12,2.16,2.04
2.04,2.36,2.49,2.02
2.35,2.31,2.54,2.20
2.24,2.19,2.43,2.17
2.20,2.25,2.50,2.19
2.29,2.33,2.45,2.22
2.30,2.35,2.44,2.28
2.29,2.35,2.39,2.27
2.30,2.40,2.44,2.27
2.41,2.24,2.44,2.13
2.17,2.08,2.23,2.07
2.10,2.27,2.33,2.05
2.29,2.20,2.29,2.10
2.25,2.22,2.28,2.10
2.22,2.26,2.33,2.14
2.26,2.35,2.36,2.26
2.34,2.31,2.35,2.22
2.21,2.27,2.29,2.18
2.30,2.23,2.30,2.17
2.16,2.20,2.25,2.11
2.14,2.32,2.36,2.13
2.19,2.30,2.35,2.16
2.18,2.46,2.76,2.15
2.43,2.44,2.49,2.35
2.45,2.47,2.85,2.40
2.31,2.65,2.75,2.30
2.59,2.91,3.10,2.56
2.92,3.18,3.30,2.78
3.17,3.05,3.49,3.00
3.08,2.76,3.09,2.61
2.76,2.85,2.92,2.76
2.87,2.81,2.87,2.78
2.76,2.83,2.84,2.60
2.84,2.86,2.87,2.80
2.87,3.03,3.10,2.83
2.95,3.04,3.06,2.78
2.84,3.12,3.23,2.84
3.07,3.15,3.15,2.92
3.22,3.20,3.24,3.07
3.14,3.05,3.20,2.92
3.08,3.08,3.13,2.87
3.05,3.05,3.08,2.98
3.00,3.73,4.28,2.94
3.75,3.21,3.75,3.07
3.16,3.06,3.23,3.03
3.08,3.15,3.19,3.08
3.22,3.15,3.22,3.08
3.10,3.18,3.26,3.06
3.10,3.28,3.35,3.01
3.32,3.32,3.34,3.27
3.24,3.23,3.32,3.10
3.17,2.95,3.20,2.90
2.93,2.92,3.11,2.85
2.92,2.82,2.93,2.71
2.82,2.58,2.94,2.50
2.58,2.50,2.59,2.37
2.49,2.58,2.63,2.41
2.50,2.68,2.69,2.50
2.68,2.71,2.74,2.61
2.64,2.72,2.78,2.60
2.67,2.69,2.72,2.63
2.63,2.67,2.75,2.58
2.63,2.71,2.73,2.58
2.64,2.65,2.72,2.58
2.70,2.75,3.02,2.67
2.71,2.84,2.92,2.66
2.80,2.70,2.80,2.66
2.70,2.72,2.74,2.62
2.70,2.57,2.70,2.55
2.55,2.56,2.64,2.50
2.57,2.42,2.60,2.41
2.42,2.42,2.52,2.23
2.39,2.38,2.44,2.31
2.37,2.35,2.41,2.20
2.37,2.34,2.38,2.25
2.23,2.45,2.46,2.23
2.45,2.39,2.49,2.28
2.41,2.50,2.67,2.27
2.43,2.50,2.68,2.35
2.50,2.50,2.52,2.45
2.64,2.65,2.79,2.50
2.64,3.98,4.08,2.50
4.42,3.59,5.73,3.50
3.55,3.27,3.68,3.13
3.19,3.25,3.33,3.04
3.28,3.29,3.56,3.11
3.25,3.05,3.26,3.01
3.01,2.64,3.10,2.61
2.63,2.71,2.87,2.62
2.67,2.65,2.90,2.57
2.67,2.64,2.83,2.60
2.59,3.20,3.53,2.59
3.18,3.43,4.08,2.92
3.37,3.05,3.42,3.02
3.01,2.91,3.03,2.85
2.91,3.00,3.15,2.91
3.02,3.11,3.44,2.98
3.12,3.08,3.25,3.01
3.10,2.96,3.10,2.95
3.01,2.99,3.09,2.96
2.97,2.66,2.97,2.65
2.61,2.81,2.83,2.61
2.88,2.72,2.88,2.62
2.75,2.73,2.89,2.65
2.66,2.61,2.66,2.54
2.54,2.48,2.62,2.34
2.42,2.36,2.42,2.35
2.30,2.24,2.40,2.24
2.30,2.23,2.30,2.20
2.19,2.15,2.26,2.03
2.15,2.57,2.78,2.15
2.59,2.43,2.59,2.37
2.52,2.52,2.58,2.41
2.56,2.60,3.29,2.56
2.60,2.53,2.75,2.42
2.49,2.55,2.66,2.48
2.59,2.58,2.59,2.47
2.48,2.43,2.54,2.40
2.45,2.34,2.45,2.25
2.30,2.35,2.50,2.25
2.36,2.50,2.52,2.36
2.40,2.49,2.78,2.40
2.32,2.52,2.52,2.32
2.48,2.51,2.53,2.36
2.38,2.49,2.55,2.38
2.48,2.53,2.80,2.41
2.48,2.50,2.63,2.47
2.49,2.50,2.50,2.49
2.51,2.75,2.77,2.49
2.75,2.60,3.07,2.56
2.66,2.59,2.73,2.57
2.70,2.60,2.86,2.53
2.54,2.65,2.65,2.52
2.62,2.66,2.76,2.62
2.72,2.61,2.75,2.60
2.58,2.58,2.58,2.58
2.54,2.61,2.61,2.51
2.68,2.67,2.68,2.64
2.65,2.64,2.65,2.61
2.61,2.57,2.61,2.57
2.57,2.66,2.67,2.56
2.57,2.51,2.64,2.51
2.51,2.52,2.52,2.51
2.57,2.51,2.57,2.51
2.55,2.54,2.72,2.47
2.60,2.54,2.73,2.53
2.61,2.47,2.61,2.43
2.60,2.42,2.60,2.42
2.58,2.48,2.58,2.43
2.50,2.48,2.50,2.44
2.50,2.53,2.64,2.45
2.45,2.45,2.45,2.45
2.43,2.40,2.43,2.36
2.41,2.32,2.67,2.20
2.25,2.40,2.43,2.25
2.40,2.35,2.40,2.32
2.33,2.30,2.35,2.30
2.38,2.20,2.38,2.20
2.29,2.21,2.38,2.16
2.20,2.20,2.20,2.20
2.34,2.06,2.34,1.85
2.07,2.08,2.15,2.07
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.19,2.26,2.38,2.19
2.38,2.37,2.45,2.26
2.42,2.43,2.43,2.42
2.38,2.26,2.38,2.23
2.32,2.22,2.34,2.22
2.23,2.23,2.23,2.23
2.28,2.29,2.33,2.28
2.26,2.29,2.29,2.23
2.29,2.24,2.29,2.22
2.25,2.23,2.25,2.23
2.22,2.24,2.24,2.22
2.25,2.24,2.42,2.21
2.21,2.27,2.31,2.21
2.27,2.27,2.27,2.27
2.29,2.29,2.29,2.23
2.22,2.28,2.28,2.22
2.22,2.27,2.27,2.21
2.21,2.21,2.21,2.21
2.27,2.20,2.27,2.20
2.27,2.20,2.29,2.20
2.20,2.20,2.20,2.20
2.20,2.18,2.22,2.18
2.14,2.22,2.55,2.14
2.29,2.22,2.29,2.22
2.22,2.26,2.26,2.21
2.30,2.22,2.30,2.21
2.21,2.32,2.45,2.21
2.32,2.37,2.40,2.32
2.40,2.38,2.41,2.35
2.37,2.32,2.65,2.30
2.30,2.30,2.32,2.25
2.39,2.36,2.39,2.29
2.30,2.36,2.36,2.25
2.36,2.33,2.40,2.25
2.26,2.21,2.28,2.21
2.21,2.33,2.35,2.15
2.28,2.19,2.32,2.17
2.20,2.20,2.33,2.20
2.25,2.26,2.29,2.23
2.21,2.25,2.30,2.20
2.25,2.22,2.25,2.18
2.21,2.18,2.28,2.18
2.19,2.18,2.19,2.18
2.18,2.18,2.20,2.18
2.19,2.23,2.24,2.19
2.24,2.20,2.27,2.18
2.20,2.18,2.24,2.18
2.18,2.19,2.19,2.18
2.19,2.18,2.19,2.18
2.20,2.15,2.24,2.15
2.15,2.13,2.32,2.01
2.09,2.14,2.22,2.04
2.09,2.02,2.09,2.00
2.01,2.15,2.20,1.90
2.10,2.05,2.10,2.01
2.08,2.14,2.14,1.88
2.07,1.95,2.09,1.88
1.81,1.85,1.99,1.81
1.87,1.68,1.87,1.68
1.72,1.90,2.00,1.72
1.84,1.94,1.94,1.75
1.91,1.94,2.01,1.91
1.98,1.98,1.98,1.98
1.91,1.90,1.91,1.89
1.88,1.78,1.95,1.78
1.78,1.77,1.79,1.77
1.76,1.77,1.86,1.76
1.72,1.67,1.72,1.62
1.83,1.52,1.83,1.30
1.48,1.55,1.59,1.45
1.54,1.44,1.54,1.41
1.68,1.51,1.68,1.47
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.57,1.57,1.57,1.57
1.53,1.56,1.57,1.52
1.55,1.70,1.70,1.42
1.64,1.52,1.68,1.50
1.60,1.59,1.62,1.59
1.59,1.56,1.70,1.56
2.04,1.89,2.49,1.86
1.94,1.65,1.94,1.53
1.68,1.65,1.74,1.52
1.61,1.58,1.61,1.56
1.53,1.51,1.58,1.50
1.52,1.58,1.62,1.52
1.60,1.59,1.69,1.53
1.50,1.56,1.56,1.50
1.52,1.62,1.62,1.52
1.66,1.70,1.80,1.65
1.70,1.58,1.75,1.58
1.62,1.62,1.66,1.59
1.72,1.76,2.25,1.72
1.76,1.78,1.86,1.70
1.78,1.82,1.84,1.78
1.80,1.92,1.95,1.66
1.90,1.81,1.95,1.72
1.76,1.87,1.87,1.72
1.92,1.79,1.92,1.76
1.78,1.88,1.92,1.76
1.92,1.85,1.95,1.77
1.91,2.09,2.30,1.90
2.14,2.10,2.17,2.00
2.11,1.97,2.11,1.92
2.00,2.28,2.30,2.00
2.30,2.49,2.75,2.30
2.49,2.35,2.49,2.26
2.31,2.24,2.31,2.20
2.20,2.22,2.34,2.20
2.30,2.16,2.30,2.16
2.16,2.11,2.26,2.09
2.13,2.01,2.13,1.95
2.00,1.96,2.00,1.95
1.99,2.03,2.14,1.96
2.08,2.00,2.10,1.99
1.96,1.92,1.96,1.85
1.90,2.01,2.18,1.90
2.05,2.11,2.17,2.03
2.10,2.01,2.10,2.01
1.98,1.94,2.01,1.93
1.92,2.00,2.10,1.92
1.94,1.96,2.07,1.94
1.95,2.02,2.02,1.95
1.97,2.04,2.04,1.90
1.95,2.03,2.03,1.90
1.97,1.97,2.03,1.95
1.97,1.97,1.97,1.97
1.99,1.98,2.00,1.95
1.98,1.96,2.17,1.96
1.93,1.90,1.96,1.76
1.93,1.93,1.93,1.88
1.80,1.83,1.88,1.80
1.83,1.84,1.84,1.83
1.80,1.79,1.83,1.74
1.81,1.81,1.81,1.81
1.79,1.80,1.80,1.72
1.72,1.83,1.83,1.72
1.78,1.81,1.81,1.71
1.75,1.80,1.80,1.75
1.73,1.75,1.75,1.73
1.80,1.80,1.80,1.80
1.80,1.83,1.94,1.79
1.82,1.72,1.87,1.72
1.80,1.80,1.83,1.74
1.79,2.01,2.01,1.79
1.92,2.03,2.03,1.92
2.04,1.89,2.05,1.84
1.89,1.81,1.89,1.81
1.81,1.80,1.81,1.79
1.89,1.86,1.99,1.85
1.96,1.96,1.96,1.96
1.81,1.93,1.93,1.80
1.81,1.84,1.84,1.80
1.90,1.82,2.15,1.82
1.94,2.18,2.30,1.94
2.25,1.97,2.25,1.86
1.85,1.99,1.99,1.85
1.92,1.97,1.99,1.81
1.97,1.87,2.00,1.87
1.84,1.81,1.86,1.81
1.83,1.83,1.89,1.82
1.82,1.76,1.85,1.72
1.76,1.81,1.88,1.72
1.81,1.81,1.81,1.81
1.81,1.81,1.81,1.81
1.76,1.81,1.86,1.76
1.80,1.82,1.82,1.75
1.81,1.76,1.81,1.76
1.78,1.78,1.78,1.78
1.77,1.65,1.77,1.65
1.65,1.61,1.69,1.47
1.57,1.55,1.58,1.55
1.57,1.47,1.57,1.46
1.47,1.42,1.47,1.41
1.42,1.31,1.42,1.24
1.35,1.40,1.69,1.35
1.49,1.50,1.50,1.49
1.53,1.56,1.66,1.39
1.55,1.51,1.55,1.51
1.55,1.57,1.58,1.55
1.62,1.62,1.62,1.62
1.65,1.67,1.67,1.65
1.66,1.66,1.66,1.66
1.50,1.51,1.57,1.42
1.50,1.47,1.51,1.47
1.47,1.40,1.47,1.36
1.44,1.43,1.44,1.38
1.43,1.37,1.85,1.36
1.43,1.44,1.45,1.36
1.39,1.38,1.48,1.33
1.31,1.31,1.42,1.31
1.30,1.33,1.39,1.30
1.35,1.58,1.70,1.35
1.68,1.68,1.69,1.58
1.63,1.59,1.69,1.51
1.51,1.55,1.55,1.36
1.52,1.47,1.54,1.43
1.50,1.46,1.50,1.41
1.55,1.48,1.57,1.42
1.51,1.55,1.55,1.50
1.55,1.55,1.55,1.55
1.49,1.59,1.59,1.48
1.57,1.55,1.57,1.44
1.52,1.52,1.52,1.52
1.47,1.45,1.52,1.41
1.49,1.46,1.49,1.46
1.48,1.48,1.48,1.48
1.52,1.55,1.59,1.45
1.45,1.48,1.48,1.45
1.48,1.45,1.48,1.45
1.47,1.47,1.47,1.47
1.45,1.45,1.45,1.35
1.37,1.45,1.45,1.37
1.45,1.45,1.45,1.45
1.42,1.42,1.54,1.41
1.36,1.44,1.44,1.36
1.40,1.42,1.42,1.40
