SINO,Sino-Global Shipping America,NASDAQ
3.87,3.70,3.87,3.64
3.61,3.54,3.66,3.39
3.55,3.48,3.58,3.35
3.48,3.20,3.49,3.10
3.20,3.06,3.21,3.03
3.02,2.82,3.10,2.81
2.95,3.96,3.96,2.85
4.06,3.46,4.17,3.28
3.46,3.29,3.60,3.18
3.19,3.32,3.34,3.11
3.43,3.35,3.46,3.25
3.47,3.39,3.87,3.28
3.31,3.15,3.35,3.02
3.12,3.13,3.27,3.03
3.55,3.17,3.55,3.07
3.09,3.06,3.23,3.00
3.08,3.10,3.12,3.00
3.14,3.21,3.28,3.00
3.19,3.41,3.44,3.11
3.37,3.55,3.68,3.35
3.52,3.40,3.58,3.40
3.63,3.70,3.89,3.50
3.65,3.06,3.67,2.73
3.16,3.08,3.29,3.02
3.19,3.06,3.25,3.00
3.06,3.21,3.70,3.00
