CFR,Cullen/Frost Bankers,NASDAQ
53.10,53.26,53.65,52.77
53.04,53.55,54.13,52.72
53.40,52.63,53.50,52.57
52.36,52.04,52.42,51.25
52.06,51.81,52.46,51.80
51.25,51.56,51.98,50.80
51.20,51.68,51.85,50.86
52.06,51.42,52.08,51.28
51.75,52.11,52.31,51.09
51.74,50.83,51.74,50.83
50.65,51.25,51.61,50.65
51.80,52.48,52.52,51.44
52.58,52.63,52.67,52.10
53.25,53.23,53.26,52.76
52.92,52.49,53.08,52.40
52.50,52.82,53.43,52.50
53.57,53.11,53.97,52.74
53.27,53.40,53.59,53.13
54.03,54.19,54.46,53.87
54.26,53.45,54.31,53.34
53.30,53.50,53.82,52.99
53.26,53.40,53.51,53.07
53.70,53.39,53.99,53.26
53.66,54.45,54.58,53.34
54.57,53.87,54.88,53.84
53.85,53.24,54.20,53.00
52.90,52.47,53.81,52.42
53.12,53.69,53.70,52.89
53.68,53.12,53.68,53.11
53.13,53.54,53.61,52.72
53.49,53.51,53.95,53.04
54.00,53.87,54.65,53.83
54.13,53.80,54.60,53.53
52.86,52.88,53.42,52.46
53.24,53.78,54.50,53.02
53.78,53.72,53.94,53.47
54.07,53.63,54.14,53.42
53.77,53.58,53.90,53.42
53.59,53.51,53.59,53.25
53.51,53.54,53.83,53.01
53.94,54.02,54.63,53.48
54.06,53.39,54.48,52.87
53.68,53.14,53.91,52.56
53.23,53.86,53.88,53.10
53.33,53.33,53.92,52.97
53.38,52.81,53.44,52.73
53.08,52.78,53.48,52.61
53.05,52.82,53.11,52.63
53.00,52.09,53.11,51.92
52.00,52.46,52.87,51.99
52.43,53.44,53.89,51.22
53.50,52.83,53.50,52.46
52.67,52.44,52.98,52.24
52.38,52.01,52.58,51.20
52.26,52.96,53.02,52.26
53.04,53.47,53.51,52.91
53.82,54.91,55.00,53.60
54.98,55.75,56.68,54.80
55.75,55.33,55.95,55.13
55.44,54.72,55.58,54.58
54.65,55.31,55.31,54.24
54.80,55.27,55.43,54.66
55.02,54.57,55.08,54.40
54.69,54.99,55.46,54.62
54.71,54.28,54.74,53.88
54.26,54.18,54.51,53.88
54.67,54.66,55.17,54.39
54.30,54.61,54.70,54.08
54.30,54.48,54.64,53.96
54.09,54.20,54.68,53.93
54.43,54.64,54.84,54.20
54.21,54.05,54.70,53.93
53.76,54.13,54.22,53.36
53.75,53.54,54.07,53.28
54.08,54.63,54.70,53.97
54.64,55.82,56.04,54.64
55.72,56.35,56.49,55.15
56.30,56.37,56.50,55.92
56.72,56.58,57.22,56.36
56.46,57.72,57.85,56.46
57.86,58.51,58.59,57.86
58.55,59.28,59.28,58.44
59.36,59.39,59.70,58.93
59.62,59.31,59.89,59.11
59.12,58.93,59.81,58.92
59.10,59.30,59.87,59.10
59.49,59.95,60.00,59.43
60.04,60.20,60.45,59.89
60.61,61.11,61.44,60.31
61.59,62.01,62.14,61.20
61.98,61.40,62.13,61.27
61.14,61.68,61.89,60.94
61.74,61.77,62.12,61.53
61.94,61.87,62.11,61.82
61.80,61.77,62.09,61.62
61.73,61.12,61.83,61.10
61.44,61.83,62.11,61.44
61.78,60.91,61.91,60.28
60.82,61.29,61.64,60.75
61.35,60.98,61.92,60.97
61.00,60.22,61.48,59.80
59.89,60.52,60.82,59.66
60.81,60.62,61.06,60.30
61.08,60.82,61.21,60.55
60.79,60.49,60.88,60.32
60.49,61.83,62.14,60.33
61.84,62.57,62.57,61.79
62.54,61.74,62.59,61.67
61.48,61.51,62.11,60.93
61.88,61.40,62.40,61.30
61.53,61.30,61.58,61.21
61.06,61.80,61.92,60.98
61.86,58.92,62.24,58.51
58.92,58.58,59.20,58.09
58.50,58.22,58.67,57.65
58.30,57.78,58.70,57.73
58.07,58.58,58.63,57.85
58.33,58.27,58.89,58.18
58.53,58.51,58.71,57.95
58.56,58.55,58.59,58.00
58.55,59.05,59.29,58.49
59.42,59.48,59.76,58.86
59.25,59.09,59.94,58.88
59.18,59.17,59.50,58.89
59.31,59.61,59.83,58.91
59.61,59.43,59.81,59.13
59.36,59.19,59.67,59.12
59.44,59.78,60.02,59.44
59.66,59.61,59.80,59.38
59.78,60.41,60.42,59.42
60.06,59.51,60.10,59.29
59.57,58.67,59.83,58.66
58.71,58.14,59.12,58.07
57.98,59.39,59.40,57.98
59.70,58.56,59.70,58.55
58.70,58.18,58.76,58.11
58.20,58.05,58.55,57.93
58.48,58.54,59.16,58.39
58.48,58.18,58.73,57.76
58.22,58.04,58.72,57.72
57.98,59.31,59.41,57.98
59.18,58.98,59.31,58.70
58.56,57.73,58.56,57.68
57.83,58.01,58.23,57.42
57.79,57.96,58.07,57.11
56.75,57.77,58.29,56.73
57.67,57.48,58.07,57.39
58.07,57.65,58.07,57.08
58.30,57.98,58.37,57.80
58.48,58.36,58.80,58.14
58.67,57.82,58.67,57.78
57.78,57.35,57.85,56.89
57.58,57.40,57.63,56.94
57.54,57.96,58.46,57.34
58.14,57.75,58.36,57.68
57.78,57.87,58.07,57.59
58.38,58.50,58.61,57.97
58.34,59.02,59.23,58.28
59.39,59.79,59.84,59.07
59.77,59.79,59.95,59.53
59.78,59.22,59.98,59.18
59.47,60.16,60.18,59.29
60.18,59.74,60.27,59.48
59.94,59.66,60.16,59.47
59.77,59.98,60.18,59.64
59.72,59.88,60.23,59.72
60.14,59.59,60.25,59.46
59.46,59.85,59.92,59.20
59.92,59.99,60.25,59.69
59.51,59.30,59.97,59.10
59.55,58.91,60.15,58.87
59.51,59.56,59.65,59.13
59.83,59.53,59.83,59.18
59.63,59.63,59.96,59.55
59.85,60.43,60.59,59.70
59.90,59.50,59.95,58.87
59.35,59.18,59.64,58.89
59.19,59.24,59.48,58.94
59.35,59.02,59.36,58.80
58.95,59.48,59.49,58.81
59.37,59.52,59.68,58.76
59.27,58.99,59.43,58.69
59.41,58.51,59.74,58.44
58.12,58.31,58.54,58.12
58.52,58.89,58.95,58.42
58.61,58.87,59.38,58.56
58.77,58.92,58.99,58.17
58.88,57.94,58.99,57.83
57.83,58.19,58.31,57.75
58.01,58.75,58.82,57.99
58.75,59.13,59.13,58.58
59.42,59.27,59.45,58.88
59.20,58.66,59.45,58.63
58.11,57.70,58.68,57.65
57.88,57.39,57.91,57.04
57.10,57.13,57.44,56.58
56.84,56.98,57.20,56.69
56.65,57.17,57.24,56.57
57.45,58.24,58.28,57.23
58.22,56.68,58.26,56.64
56.60,55.82,57.04,55.58
55.37,55.09,55.65,55.00
54.94,55.02,55.38,54.56
55.24,55.25,55.61,55.03
55.07,55.15,55.53,55.02
55.30,55.36,55.70,54.90
55.01,54.91,55.33,54.46
55.18,55.31,55.57,54.71
55.76,55.65,55.95,55.27
55.36,55.37,55.56,55.13
55.44,56.31,56.42,55.35
56.90,56.49,56.90,56.26
56.32,56.44,56.86,56.23
56.71,56.68,56.85,56.32
56.54,56.13,56.76,56.11
55.74,55.54,55.83,55.08
55.69,55.43,55.73,55.39
55.28,55.49,56.10,55.25
55.79,55.95,56.02,55.23
56.23,56.69,56.78,55.73
56.90,56.85,57.31,56.50
57.01,57.63,57.63,57.01
57.51,57.31,57.67,56.96
57.12,57.03,57.25,56.83
57.52,57.22,57.61,56.93
56.73,56.77,57.12,56.58
56.44,55.75,56.46,55.60
55.59,55.97,56.59,55.55
56.23,56.17,56.64,55.86
56.45,55.31,56.45,55.16
55.53,55.04,55.63,54.76
54.89,54.18,55.15,53.93
54.41,54.86,55.02,54.11
54.93,55.13,55.46,54.80
55.43,56.08,56.15,55.05
56.08,55.77,56.08,55.37
55.29,55.68,55.93,55.13
55.59,55.41,56.03,55.33
56.04,54.69,57.13,54.66
54.72,54.24,54.95,54.06
53.71,53.88,54.09,53.42
54.46,54.02,54.53,53.63
53.70,52.94,54.18,52.93
53.00,53.92,54.00,52.20
53.49,52.06,53.63,52.06
52.52,51.28,52.54,50.92
50.23,47.28,51.13,47.27
48.20,49.99,50.00,46.87
49.16,47.04,49.16,47.00
47.31,50.70,51.13,47.27
51.00,49.71,51.31,49.38
50.26,51.54,51.59,50.26
50.80,49.90,50.97,49.61
50.32,49.94,50.70,49.38
49.03,47.77,49.03,47.33
47.06,46.21,48.13,46.17
47.33,46.41,47.33,46.15
46.68,48.32,48.33,46.02
48.28,49.34,49.41,47.85
49.91,48.53,50.91,47.97
48.18,49.23,49.54,47.50
49.79,51.01,51.03,49.63
50.38,50.23,50.95,49.50
50.67,50.99,51.53,50.35
51.07,49.27,51.18,49.23
48.26,47.44,49.04,47.34
46.22,47.26,47.53,46.22
47.96,49.02,49.10,47.83
48.61,48.12,49.10,47.92
47.65,46.68,48.17,46.50
46.22,47.69,47.70,46.21
48.24,47.91,48.84,47.46
48.15,48.57,49.04,47.69
48.96,49.67,49.67,48.28
49.49,48.98,50.04,48.50
48.37,48.08,48.62,47.78
48.37,47.62,48.80,47.61
47.77,45.18,47.80,45.18
44.75,44.82,45.24,44.04
44.69,45.43,45.47,44.39
45.83,47.15,47.19,45.49
48.04,47.50,48.48,47.18
47.60,45.63,47.86,45.61
46.62,47.11,47.15,45.76
46.48,45.86,47.25,45.86
45.89,44.29,46.37,44.28
44.10,46.96,47.01,43.57
47.00,47.14,47.28,45.96
46.92,48.14,48.19,46.52
48.29,46.11,48.29,46.10
46.97,48.04,48.05,46.58
47.59,47.85,48.33,47.22
46.99,48.29,49.00,46.96
47.87,47.30,47.92,46.27
48.00,47.24,48.02,46.38
46.75,45.57,46.82,45.48
45.97,47.91,48.22,45.76
47.76,46.99,48.26,46.92
47.16,47.61,47.74,46.02
48.00,48.65,48.77,47.60
49.15,49.15,49.45,48.68
49.13,48.00,49.16,47.96
49.07,48.11,49.07,46.42
49.44,50.53,50.79,49.15
50.50,50.40,50.86,49.99
49.84,49.04,50.17,49.03
47.72,47.20,48.99,46.92
48.16,48.86,48.92,47.67
49.52,49.76,49.89,48.28
49.30,49.82,49.94,48.65
49.89,50.27,50.32,49.41
50.72,51.11,51.18,49.93
49.76,49.45,50.58,49.38
50.25,50.30,50.68,49.89
51.04,50.65,51.31,50.36
50.62,49.96,50.62,49.58
49.83,50.39,50.62,49.29
49.98,49.70,50.88,49.66
49.77,49.38,50.39,49.10
49.55,49.87,49.93,49.27
49.16,48.80,49.53,48.35
48.84,48.75,49.45,48.65
48.27,47.03,48.41,47.02
47.13,47.14,47.75,46.93
48.41,47.94,48.66,47.49
47.56,47.24,47.89,47.00
48.74,50.57,50.61,48.54
50.21,49.75,50.32,49.61
50.20,50.41,51.10,50.15
51.16,51.25,51.43,50.55
51.01,50.98,51.22,50.57
50.68,51.67,51.84,50.05
51.21,50.44,51.40,50.31
50.64,52.12,52.28,50.64
51.63,51.42,51.63,50.93
51.88,50.83,52.01,50.36
50.47,50.75,51.26,50.29
51.28,51.31,51.64,50.81
51.58,51.68,52.44,51.32
51.99,50.83,52.11,50.58
51.85,52.52,52.70,51.69
51.48,51.97,52.01,50.65
52.14,53.07,53.15,51.91
53.28,53.21,53.28,52.36
53.29,53.25,53.46,52.92
53.43,52.58,53.49,52.49
52.85,53.46,53.51,52.60
53.27,52.91,53.48,52.89
53.72,53.99,54.34,53.54
53.90,54.39,54.59,53.67
53.98,54.89,55.28,53.64
55.04,54.59,55.18,54.05
54.85,55.60,55.74,54.79
56.00,55.85,56.24,55.44
55.66,55.68,55.80,55.11
55.97,55.84,56.11,55.20
55.11,56.31,56.47,55.10
56.46,56.13,57.05,56.05
56.18,56.86,56.96,55.95
57.13,56.94,57.44,56.53
56.83,57.49,57.59,56.53
57.50,57.08,57.93,56.96
56.87,57.11,57.22,56.40
55.02,57.35,57.92,55.02
57.99,56.40,57.99,56.08
56.28,56.52,56.97,56.24
56.59,55.48,56.59,55.32
55.64,55.67,56.15,55.24
56.10,56.63,56.86,55.94
56.70,56.52,56.91,56.28
57.20,57.55,57.79,57.17
57.42,56.76,57.42,56.63
56.58,56.58,56.93,56.31
56.63,56.78,57.10,56.25
57.04,57.02,57.20,56.35
56.69,56.49,57.11,56.21
57.05,56.62,57.19,56.43
56.53,56.26,56.53,55.82
56.55,56.32,56.91,56.12
56.36,57.59,57.68,56.36
57.90,57.78,58.00,57.52
57.82,57.57,58.00,57.20
57.57,56.58,57.74,56.49
56.61,57.32,57.38,56.56
57.49,56.89,57.49,56.78
56.68,57.44,57.77,56.31
57.16,56.71,57.23,56.52
56.88,56.48,57.29,56.36
56.75,56.95,57.30,56.66
56.82,56.33,57.14,56.27
56.15,56.64,56.79,55.91
56.02,55.81,56.40,55.53
55.99,56.66,56.73,55.62
57.01,57.11,57.32,56.67
57.19,58.03,58.26,57.11
58.18,57.73,58.18,57.59
57.99,59.79,59.92,57.95
60.05,59.14,60.21,58.88
59.06,59.76,60.01,58.98
60.45,60.67,61.11,59.78
59.75,59.72,60.50,59.08
59.26,58.98,59.43,58.79
59.17,58.66,59.23,58.53
58.24,58.33,58.60,58.00
58.40,58.69,58.74,58.02
58.99,59.03,59.25,58.63
58.88,58.43,59.06,58.42
58.40,59.05,59.06,58.11
58.65,58.75,58.86,57.86
58.93,58.19,59.00,58.15
58.19,58.66,59.11,57.85
58.47,58.49,58.72,58.03
58.00,57.84,58.30,57.34
57.80,57.56,57.98,57.51
56.87,56.94,57.26,56.50
56.92,55.99,56.97,55.98
56.61,56.62,56.68,56.25
56.64,57.08,57.23,56.55
56.88,55.93,56.88,55.92
56.24,56.46,56.65,55.93
56.96,57.14,57.40,56.91
56.76,56.30,57.06,56.22
56.23,56.18,56.79,55.81
56.74,56.58,57.01,56.31
55.99,56.29,56.38,55.81
56.32,57.01,57.17,56.29
57.29,58.35,58.64,57.21
58.37,58.54,58.81,57.83
58.80,59.16,59.29,58.45
59.09,58.96,59.34,58.46
59.10,59.10,59.65,59.00
58.71,59.20,59.30,58.46
59.24,59.18,59.43,58.87
58.92,58.45,59.10,58.00
58.37,58.85,58.99,58.24
58.50,58.91,59.00,58.26
58.32,58.12,58.45,57.64
58.61,58.40,58.80,58.06
57.82,58.30,58.64,57.44
57.70,57.63,58.12,57.44
57.60,57.31,58.06,57.12
57.60,56.95,57.80,56.95
57.08,56.36,57.19,56.36
56.50,55.71,56.76,55.58
55.94,56.40,56.47,55.59
56.50,56.57,57.13,56.23
56.21,56.96,57.08,56.01
57.02,57.51,57.51,56.86
57.54,57.51,57.91,57.29
57.94,57.94,58.12,57.41
57.25,56.84,57.26,56.66
56.83,56.89,57.23,56.34
55.75,55.05,55.98,54.89
55.15,54.60,55.48,54.39
54.39,54.24,55.13,54.22
54.64,54.86,54.88,54.29
55.40,55.22,55.73,55.14
55.16,55.79,55.98,54.84
56.20,54.95,56.33,54.92
55.07,55.60,55.60,54.70
55.48,54.57,55.71,54.35
54.64,55.22,55.40,54.62
55.32,55.68,56.09,55.02
55.42,55.87,56.06,55.23
56.06,56.49,56.82,56.03
56.49,56.43,56.67,56.06
56.56,55.56,56.95,55.51
55.94,56.47,56.68,55.66
55.79,55.44,55.79,55.34
55.48,55.63,55.94,55.17
55.70,56.37,56.53,55.35
55.77,56.27,56.27,55.18
57.08,57.49,57.50,56.98
57.47,57.76,57.79,57.30
57.58,58.07,58.07,57.51
58.13,58.04,58.27,57.74
57.48,57.58,57.76,57.12
57.62,57.63,57.67,57.13
58.00,57.18,58.11,57.06
56.74,56.65,57.23,56.50
56.36,55.94,56.92,55.89
56.08,57.35,57.45,56.01
57.23,57.37,57.77,56.90
57.71,57.88,57.96,56.98
57.88,58.23,58.40,57.72
58.26,57.52,58.60,57.51
57.31,56.43,57.39,56.41
55.60,55.86,55.95,55.45
55.80,55.59,56.04,55.22
55.50,54.77,55.95,54.01
55.13,54.87,55.43,54.76
55.12,55.84,56.06,54.83
55.84,55.47,55.96,55.42
55.44,55.31,55.65,55.27
55.48,54.82,55.91,54.79
54.26,54.27,54.57,53.88
55.17,55.52,55.76,55.00
55.69,55.22,56.07,55.18
55.33,55.53,55.93,55.25
55.37,55.76,55.95,55.24
55.65,55.89,56.12,55.58
55.82,55.59,55.82,55.30
55.40,55.67,55.72,55.14
56.00,56.08,56.58,55.91
55.93,56.21,56.40,55.75
56.22,56.47,56.61,56.06
56.39,56.75,56.83,56.23
56.75,56.86,57.08,56.71
56.88,57.06,57.45,56.87
57.06,56.94,57.10,56.58
56.85,56.14,56.88,56.14
56.17,56.19,56.51,56.13
56.27,56.09,56.54,56.07
55.97,56.01,56.24,55.83
55.58,56.03,56.16,55.17
55.77,55.63,55.86,55.39
56.02,55.60,56.10,55.36
55.60,56.37,56.48,55.30
56.38,56.43,56.74,56.07
56.85,57.67,57.77,56.68
57.68,57.79,58.12,57.56
57.71,57.68,58.03,57.51
57.78,57.90,58.18,57.61
58.11,58.30,58.50,57.97
58.30,59.12,59.34,57.92
59.19,59.78,60.21,59.13
59.65,58.58,59.74,58.57
58.42,58.52,58.99,58.30
58.51,58.74,59.17,58.37
58.33,58.06,58.60,57.75
58.71,57.99,59.13,57.98
57.77,58.09,58.38,57.34
58.34,57.75,58.68,57.68
57.78,57.56,57.96,57.41
57.68,57.88,58.25,57.44
57.62,57.43,57.70,57.32
57.48,57.06,57.70,56.75
57.26,57.28,57.37,56.80
57.39,57.44,57.70,57.04
57.63,57.99,58.08,57.50
58.12,58.03,58.42,57.88
57.76,57.76,58.07,57.63
57.14,57.23,57.61,56.83
57.33,57.18,57.56,57.04
57.64,57.30,57.72,57.12
57.00,56.06,57.31,55.78
56.24,55.88,56.39,55.38
55.88,54.59,55.90,54.43
54.71,54.69,55.27,54.50
54.60,54.65,55.05,54.53
54.63,54.49,54.70,54.03
54.53,54.80,54.94,54.00
54.27,54.56,54.82,53.91
55.00,54.13,55.39,53.83
54.67,55.61,55.63,54.23
55.52,55.26,55.68,55.10
55.21,55.30,55.40,54.92
55.42,56.69,56.69,54.80
57.02,56.40,57.07,56.18
56.29,56.49,56.59,55.78
56.92,57.38,57.64,56.75
56.76,56.17,56.81,55.88
56.23,55.86,56.36,55.84
55.64,55.81,56.76,55.59
56.21,55.96,56.21,55.75
55.65,55.38,56.23,55.34
55.39,54.46,55.97,54.39
54.41,54.42,55.05,54.17
54.48,54.34,54.81,53.92
54.94,54.80,54.94,54.36
54.89,55.18,55.44,54.46
55.34,55.00,56.01,54.68
55.06,56.03,56.03,54.95
55.76,55.75,56.00,55.34
55.68,54.97,55.83,54.95
54.00,54.48,54.64,53.37
54.79,54.57,55.31,54.19
54.70,54.61,55.18,54.34
54.80,54.14,55.29,54.08
54.11,53.78,54.15,53.48
53.85,53.66,53.98,53.52
53.71,54.08,54.27,53.44
54.21,54.00,54.26,53.66
54.09,54.20,54.68,53.76
54.26,54.34,54.58,54.18
54.39,54.16,54.70,53.97
54.22,54.00,54.38,53.60
53.91,53.87,54.47,53.72
54.11,54.83,54.87,53.91
54.84,55.17,55.23,54.75
55.07,55.22,55.77,55.06
55.21,55.29,55.58,54.91
54.88,54.76,55.28,54.71
54.53,54.67,54.80,54.46
54.62,54.28,54.82,54.10
54.37,54.23,54.48,53.60
53.88,54.08,54.32,53.67
54.00,54.27,54.31,53.85
55.24,55.75,55.75,54.91
55.78,56.33,56.52,55.56
56.37,57.07,57.15,56.21
56.72,56.88,57.16,56.31
56.78,56.71,56.96,56.25
56.84,56.98,57.04,56.70
56.84,57.10,57.10,56.15
56.85,56.98,57.08,56.44
56.96,57.05,57.16,56.77
56.77,57.28,57.60,56.77
57.28,57.55,57.67,57.16
57.68,58.09,58.27,57.61
58.40,58.22,58.52,57.91
58.30,58.36,58.73,58.11
58.23,58.21,58.37,57.88
58.18,58.22,58.77,58.02
58.41,58.22,58.50,57.95
58.33,58.61,58.68,58.06
58.71,58.57,58.97,58.37
58.62,59.24,59.83,58.62
59.33,58.89,59.33,58.65
59.51,59.18,59.51,58.46
58.81,58.92,59.10,58.69
59.66,60.01,60.28,59.49
59.78,59.94,60.11,59.38
59.91,59.97,60.04,59.26
60.07,59.95,60.14,59.80
59.89,59.60,59.89,59.47
59.65,60.47,60.62,59.55
60.72,61.25,61.25,60.31
61.07,61.16,61.41,60.95
61.52,61.11,61.68,61.04
61.20,61.56,61.56,61.12
61.50,61.49,61.68,61.34
61.43,61.01,61.67,60.90
61.31,61.22,61.43,60.99
61.45,60.04,61.45,60.04
60.46,60.29,60.53,59.79
59.76,60.23,60.48,59.45
60.22,60.56,60.90,60.17
60.25,60.40,60.60,59.71
60.22,60.66,60.74,60.22
60.95,60.80,61.31,60.67
61.02,60.79,61.15,60.60
60.87,61.00,61.10,60.70
61.35,60.99,61.54,60.76
60.83,61.21,61.34,60.83
61.17,61.17,61.37,60.82
61.33,61.31,61.42,61.14
61.32,61.49,61.49,61.13
61.64,61.68,61.72,61.31
60.36,60.98,61.30,59.96
61.07,61.33,61.42,60.86
61.65,61.80,62.12,61.55
61.54,61.79,62.06,61.46
61.77,62.17,62.18,61.58
62.37,62.36,62.43,62.00
62.48,62.45,62.62,62.12
62.06,62.46,62.54,61.89
62.35,62.53,62.60,62.15
62.57,62.40,62.75,62.26
62.51,62.13,62.57,61.94
62.18,61.46,62.25,61.24
61.54,62.22,62.25,61.27
61.65,62.01,62.03,61.00
62.09,62.27,62.28,61.60
62.31,62.14,62.38,61.61
62.51,62.62,62.66,62.35
62.54,62.40,62.65,62.24
62.39,62.47,62.87,61.91
62.12,61.17,62.23,61.16
61.60,61.81,61.83,60.94
61.44,61.16,61.64,60.50
61.35,60.70,61.35,60.49
60.77,61.33,61.40,60.56
61.46,61.23,61.61,60.46
61.63,61.69,61.92,61.46
60.50,60.75,61.08,59.90
60.47,60.07,60.47,59.11
59.98,60.18,60.25,59.64
60.37,60.44,60.57,60.12
60.42,60.41,60.59,60.22
60.22,59.76,60.43,59.57
59.78,60.00,60.55,59.78
60.49,60.64,60.90,60.21
60.72,61.18,61.25,60.68
61.23,62.00,62.00,61.21
61.95,62.18,62.21,61.70
62.14,62.16,62.40,62.03
62.25,62.49,62.51,62.25
62.42,62.53,62.66,62.25
62.60,62.99,63.02,62.55
63.00,63.11,63.19,62.80
63.10,63.27,63.87,62.94
63.73,64.69,64.77,63.47
64.53,64.45,64.92,64.35
64.49,64.42,64.51,64.19
64.56,63.66,64.72,63.48
63.59,64.04,64.08,62.85
63.94,64.32,64.34,63.53
64.94,65.16,65.32,64.65
64.43,64.21,64.68,64.05
64.27,64.93,64.99,64.27
64.87,64.35,65.36,64.31
64.53,64.30,64.59,63.56
64.28,63.97,64.89,63.81
63.91,63.33,64.09,63.28
63.14,63.97,63.98,62.97
64.45,64.59,64.66,63.81
64.66,65.01,65.10,64.40
64.41,64.65,64.93,64.15
65.05,64.22,65.05,64.11
64.27,64.80,64.94,64.00
64.84,63.51,64.88,63.14
63.83,63.98,64.13,63.66
64.14,64.53,64.72,63.83
64.58,63.90,64.60,63.87
63.54,63.92,64.52,63.02
