WEX,WEX Inc. common stock,NASDAQ
114.21,115.84,116.06,113.22
116.44,116.44,117.13,114.84
116.37,115.96,117.14,114.98
116.03,112.61,116.62,112.60
112.35,113.48,113.89,111.05
112.51,111.38,113.63,110.96
110.95,111.19,112.62,109.87
111.36,110.05,111.97,109.69
111.85,114.05,114.83,111.81
114.60,115.48,115.52,113.52
115.17,114.08,115.62,113.58
113.48,112.49,113.48,111.96
112.61,112.11,112.99,111.91
112.29,112.82,113.70,112.27
113.01,112.10,113.79,111.39
111.87,112.04,113.10,111.29
111.22,111.60,111.84,110.50
113.17,112.24,114.06,110.88
112.86,113.16,114.49,111.94
113.16,113.63,113.86,112.01
114.00,113.40,114.09,112.80
113.60,112.73,114.91,112.36
112.51,112.43,114.08,112.01
113.85,114.22,114.34,112.38
113.63,114.47,114.59,111.98
114.86,115.32,115.84,114.24
