WEX,WEX Inc. common stock,NASDAQ
37.20,37.71,37.86,37.07
37.53,37.23,38.33,36.92
37.63,38.26,38.26,37.15
38.36,38.59,38.90,38.23
40.86,44.89,45.99,40.86
45.74,45.31,46.50,44.33
45.02,44.87,45.48,44.63
45.00,44.15,45.18,43.90
44.28,44.54,44.56,43.84
43.96,44.26,44.62,43.58
43.75,43.39,44.26,43.30
42.82,43.44,43.92,41.70
43.07,43.12,43.39,42.57
43.16,43.17,43.41,42.79
43.70,43.75,43.97,43.33
43.59,43.40,44.50,43.38
43.20,43.21,43.45,42.60
42.71,42.92,42.96,42.40
43.28,43.16,43.50,42.91
42.78,43.39,43.55,42.77
43.06,43.17,43.41,42.04
42.52,43.07,43.31,41.86
43.86,44.27,44.36,43.71
44.25,44.73,44.90,43.93
44.48,44.52,44.83,44.22
44.32,44.20,44.76,44.09
44.54,44.20,44.66,44.01
44.22,44.37,44.78,44.02
44.79,44.91,45.12,44.01
44.97,45.59,45.76,44.57
45.65,44.86,45.66,44.81
45.11,44.96,45.18,44.88
44.84,46.11,46.97,44.80
46.08,45.70,46.23,45.50
45.60,45.62,45.71,45.13
45.65,45.08,45.65,44.68
45.25,46.27,46.27,45.19
46.15,46.01,46.66,45.83
46.01,46.39,46.45,45.68
46.07,46.31,46.34,46.00
46.34,46.06,46.37,45.90
46.13,46.13,46.42,46.08
45.97,46.25,46.58,45.94
46.00,46.00,46.23,45.92
46.18,46.91,47.21,46.03
47.03,46.47,47.22,45.59
46.36,47.52,47.58,45.78
47.38,48.29,48.69,47.28
48.44,46.99,48.81,46.57
46.62,47.07,47.27,46.23
47.41,48.22,49.10,47.30
48.61,48.96,49.02,48.15
48.87,48.00,48.93,47.75
48.12,48.28,48.65,47.83
48.00,48.39,48.45,47.60
48.16,46.76,48.58,46.57
46.47,46.39,46.78,45.54
46.63,45.62,46.94,45.57
45.75,46.16,46.66,45.50
45.79,46.77,46.83,45.27
46.98,47.83,48.01,46.69
47.71,46.89,47.71,46.76
46.77,45.80,47.16,45.36
45.96,47.32,47.40,45.74
47.66,48.48,48.85,47.29
48.36,48.80,49.00,48.25
48.68,48.02,48.68,47.86
47.93,48.40,48.46,47.77
48.41,49.23,49.73,48.31
49.08,50.00,50.05,48.74
49.69,50.04,50.04,49.64
49.75,52.23,52.24,49.75
51.69,52.64,52.87,51.30
51.98,53.10,53.13,51.96
52.57,52.31,53.02,52.12
52.39,52.82,52.95,52.26
52.61,53.92,54.35,52.55
53.75,53.45,54.05,52.99
52.75,50.95,52.75,50.83
50.89,49.40,50.93,49.20
49.41,49.88,50.04,49.16
50.15,51.00,51.19,50.10
51.25,51.00,51.61,50.44
51.10,49.78,51.51,49.55
49.78,50.99,51.10,49.51
51.69,51.46,52.09,51.22
51.58,52.15,52.16,50.99
51.26,50.79,52.15,50.13
50.65,52.16,52.71,50.43
51.95,52.72,53.05,51.76
51.84,51.41,52.46,51.01
51.09,51.19,51.59,50.53
50.48,50.56,51.21,49.90
49.00,50.06,50.43,49.00
49.83,48.99,50.16,48.84
49.78,48.51,49.78,48.43
48.87,49.02,49.74,48.86
49.84,50.75,50.76,49.59
50.69,49.06,50.83,47.44
48.87,50.46,50.73,48.60
50.82,50.57,50.98,50.20
50.87,50.90,51.50,50.41
51.00,51.17,51.63,50.70
50.98,51.00,51.14,50.52
51.08,52.28,52.36,51.08
52.18,51.84,52.36,51.65
51.94,53.08,53.13,51.44
53.00,53.08,54.21,53.00
52.99,53.80,54.08,52.61
54.03,53.54,54.57,52.79
53.70,53.15,54.07,52.99
53.60,51.93,53.60,51.65
52.00,51.66,52.24,51.33
51.23,51.05,51.65,50.92
51.46,51.47,51.71,50.97
51.01,51.47,51.51,50.60
51.42,51.92,52.20,51.15
51.03,50.57,51.03,50.00
50.82,50.59,50.82,50.01
51.52,53.38,53.39,51.15
53.86,54.42,54.45,53.30
54.13,54.35,54.57,53.54
54.41,54.72,54.85,53.97
54.68,55.30,55.38,54.50
55.06,55.86,56.07,54.92
56.21,56.33,56.50,55.58
56.52,55.90,56.52,55.36
55.67,55.18,56.11,54.89
55.65,55.20,56.40,52.02
54.77,54.13,55.38,53.85
54.94,54.19,55.02,54.04
54.08,56.38,56.45,53.89
56.72,57.05,57.13,56.32
56.72,55.76,56.85,55.31
55.38,56.29,56.37,54.82
56.35,55.22,56.35,54.83
54.85,53.64,54.85,53.64
53.19,53.63,53.75,52.94
53.54,54.27,54.69,53.38
54.64,54.24,54.71,53.58
53.93,53.32,54.23,53.09
52.38,51.50,52.65,51.16
51.73,51.00,52.10,50.94
50.84,51.82,51.86,50.72
51.49,52.50,52.54,51.43
52.69,52.83,53.07,52.51
53.35,53.96,53.96,53.10
53.73,52.00,54.13,51.89
52.04,51.64,52.23,51.34
50.71,49.92,50.77,49.84
49.89,49.73,50.27,49.66
50.17,49.54,50.17,49.40
49.27,48.83,50.33,48.15
48.94,49.67,50.07,48.79
49.31,48.43,49.58,48.18
48.66,47.74,48.78,47.04
48.32,48.92,49.26,48.11
48.33,47.57,48.60,47.52
47.60,47.65,48.12,47.04
48.08,47.12,48.19,47.06
47.13,47.59,47.87,47.03
47.99,49.51,49.56,47.64
49.15,49.39,50.04,48.67
48.63,49.65,49.84,48.57
49.78,48.97,50.03,48.76
48.85,48.88,49.28,48.45
49.14,50.36,50.41,48.74
50.65,50.95,51.34,50.38
51.13,52.07,52.18,51.04
52.18,52.88,52.96,52.02
52.88,53.28,53.52,52.62
53.14,53.35,53.58,53.03
53.98,54.22,54.77,53.79
53.32,53.61,53.87,53.19
52.44,52.87,53.43,52.15
52.45,52.05,52.71,52.00
52.45,52.68,53.44,52.41
52.71,51.45,53.06,51.34
51.66,51.58,52.39,51.17
51.15,50.91,51.52,50.42
51.45,52.19,52.45,51.35
52.33,51.55,52.33,51.23
51.93,51.84,52.71,51.54
51.89,51.76,51.90,51.36
50.94,51.14,51.68,50.57
51.14,50.50,51.18,50.02
50.16,49.05,50.16,48.90
49.05,49.41,50.20,48.73
48.73,49.20,49.73,48.15
50.03,49.48,50.08,48.74
49.10,46.52,49.97,46.25
46.40,47.21,47.65,43.38
46.99,45.33,47.96,45.32
46.16,44.91,46.16,43.83
43.53,40.18,45.04,40.16
41.30,43.08,43.09,38.96
41.57,40.71,43.16,40.63
40.99,42.29,43.14,40.30
42.71,43.23,43.38,41.93
43.87,44.61,44.65,43.26
43.79,43.50,44.06,43.16
43.88,42.57,44.03,42.43
40.95,40.10,41.10,39.72
39.07,38.52,40.47,38.47
39.83,38.00,39.83,37.80
38.27,39.68,39.68,37.80
39.65,40.09,40.56,39.30
40.48,39.31,40.96,39.17
38.97,39.56,39.91,38.19
40.17,40.93,41.07,39.77
40.59,41.89,42.14,40.57
42.19,42.14,43.12,41.79
42.32,42.30,43.19,42.04
41.17,40.16,41.43,39.99
38.65,39.28,39.33,38.18
40.00,40.46,40.67,39.77
40.14,39.71,40.93,39.47
39.48,38.31,39.56,37.98
37.62,38.42,38.48,37.34
38.59,39.56,39.68,38.42
39.89,40.64,41.18,38.62
41.16,42.10,42.10,40.69
42.38,42.40,43.00,41.49
41.42,41.20,41.86,40.42
41.30,40.64,42.16,40.58
40.65,39.05,41.04,39.01
37.56,37.43,38.32,36.96
37.44,38.48,38.50,36.79
38.93,39.03,39.13,37.71
40.03,39.73,40.95,39.46
39.82,38.28,39.94,38.28
39.26,38.76,39.62,37.58
38.00,38.04,38.90,37.86
37.71,36.36,38.08,36.36
35.88,39.49,39.50,35.74
39.69,40.45,41.10,39.07
40.26,41.09,41.11,40.12
41.16,40.84,41.83,40.37
41.71,42.66,42.69,41.54
42.45,43.50,43.60,42.24
43.83,44.56,44.91,43.64
44.13,44.16,44.36,43.43
44.79,44.77,44.92,43.95
44.34,42.66,44.34,42.50
43.08,45.37,45.74,42.29
45.00,43.24,45.00,43.14
43.24,42.79,43.69,42.03
43.64,44.15,44.15,43.14
44.19,46.01,46.23,44.05
45.54,43.91,45.54,43.79
44.74,44.97,45.18,43.19
46.79,48.47,48.63,46.76
48.27,48.49,49.10,47.72
47.55,46.88,48.08,46.86
44.76,44.72,45.97,44.11
45.80,50.06,50.42,45.80
50.67,50.85,51.04,49.56
50.25,49.96,50.36,49.50
49.71,50.07,50.24,48.80
50.50,50.88,51.02,49.30
49.24,48.66,49.70,48.41
49.46,49.28,49.56,48.49
50.04,50.86,51.02,49.77
50.43,49.67,50.43,49.42
49.43,50.91,50.99,49.27
50.71,49.75,50.92,49.36
49.53,49.03,50.02,48.56
49.20,49.39,49.65,48.96
48.33,48.15,48.72,47.66
48.13,48.36,48.91,47.57
47.86,47.29,48.24,46.87
46.75,46.31,47.60,46.31
48.16,49.26,49.51,48.03
49.27,49.34,49.66,48.62
51.39,52.48,52.48,50.81
52.43,52.21,53.30,52.19
52.98,52.65,53.05,52.18
53.36,53.27,54.51,52.98
53.42,53.03,53.54,52.64
52.48,53.15,53.38,51.61
52.49,52.03,53.00,51.82
52.09,54.00,54.38,51.56
53.20,53.75,53.78,52.61
54.35,54.10,55.03,53.72
53.46,53.55,53.77,52.96
54.03,52.49,54.03,52.31
51.83,52.66,53.83,51.83
53.11,51.74,53.31,51.61
52.87,54.11,54.19,52.87
53.83,53.60,54.26,52.46
53.59,54.65,54.84,53.59
54.70,55.33,55.47,54.30
55.04,56.20,56.30,54.60
56.02,54.46,56.23,54.25
54.49,54.76,55.62,54.49
54.48,54.28,54.66,54.02
55.69,54.50,55.95,54.21
54.02,54.08,54.50,53.68
53.80,54.48,54.51,53.02
54.38,53.49,54.38,51.59
53.85,54.54,54.57,53.32
55.31,55.22,55.61,54.87
54.76,55.61,55.84,54.76
55.64,55.10,56.08,54.29
54.52,54.23,55.08,54.06
54.70,54.31,55.06,54.20
54.27,56.39,56.39,54.02
56.53,56.18,56.92,56.16
56.17,55.50,56.58,55.17
55.35,55.24,55.62,54.56
54.97,56.08,56.35,54.76
55.88,56.28,56.42,55.35
56.53,56.48,56.80,56.23
56.11,56.83,57.02,55.96
56.35,54.72,56.35,54.51
55.20,54.72,55.20,54.54
55.24,56.31,56.41,55.24
56.46,56.79,57.53,56.24
57.57,58.20,58.87,57.57
58.02,58.93,59.02,57.45
58.95,59.17,59.21,58.38
59.09,61.89,62.13,56.31
61.20,61.45,62.16,60.60
60.95,60.65,60.97,60.18
61.20,61.54,61.54,60.45
61.32,61.42,61.74,60.81
61.84,60.77,61.84,60.48
60.77,61.61,61.79,60.74
61.82,61.60,61.97,61.39
61.69,61.35,61.78,60.58
61.24,61.32,62.18,61.16
61.35,63.48,63.62,61.26
63.46,63.63,63.82,62.92
63.00,63.19,63.90,62.03
63.39,63.35,63.96,62.73
63.49,61.88,63.75,61.88
62.25,61.75,63.14,61.67
61.84,59.92,61.84,59.76
58.50,60.86,60.97,58.19
60.09,60.33,61.36,59.74
60.65,60.36,60.73,59.91
60.96,61.93,62.02,60.59
61.86,62.27,63.42,61.86
61.95,62.75,62.80,61.93
63.04,64.33,64.36,62.65
63.74,63.62,64.24,63.13
62.20,64.10,64.81,62.01
64.12,64.40,64.43,63.70
64.11,64.08,64.71,63.54
63.50,63.19,63.62,62.61
63.67,64.58,65.64,63.36
63.96,64.96,65.11,63.76
64.59,65.43,65.58,64.06
65.94,64.20,66.23,64.20
64.59,64.83,65.27,64.53
64.80,64.34,64.95,63.93
63.87,64.86,65.17,63.56
65.41,64.73,65.70,64.58
64.43,65.17,65.29,64.21
65.07,65.51,65.54,64.90
64.85,64.35,64.93,63.96
63.94,64.58,64.74,63.94
62.65,64.05,64.44,62.65
63.93,62.36,63.93,62.24
62.90,63.85,63.96,62.53
63.81,64.33,64.93,63.81
63.96,63.14,64.03,63.05
63.45,63.15,63.73,62.62
63.57,64.46,65.06,63.49
64.02,63.68,64.23,63.45
63.74,62.52,64.34,62.30
62.78,62.55,63.16,62.27
61.62,61.54,61.90,60.49
61.57,61.88,62.50,61.28
62.65,63.73,64.16,62.65
63.71,64.64,64.84,63.71
64.88,65.08,65.68,64.27
65.20,63.82,65.43,63.52
63.53,63.98,65.35,63.27
62.64,60.29,62.80,59.29
59.93,58.81,59.97,58.00
58.50,57.71,59.11,57.55
57.42,57.35,57.67,57.06
57.00,56.85,57.06,55.76
56.04,56.54,56.94,55.84
57.01,56.69,57.15,55.86
56.15,57.18,57.52,55.91
56.36,56.34,56.80,55.51
56.24,56.85,57.24,55.74
57.10,56.37,57.50,56.26
56.27,55.34,56.27,54.92
55.34,53.63,55.44,53.46
53.73,55.42,55.43,53.32
55.42,56.20,56.70,55.41
55.91,57.15,57.37,55.48
57.13,57.51,57.51,56.42
57.46,57.17,57.61,56.82
57.67,57.41,57.75,56.44
56.81,56.15,56.81,56.12
56.23,56.06,56.35,55.10
54.90,53.29,55.15,53.23
53.63,54.60,54.79,53.14
54.52,54.98,55.17,53.68
55.52,57.08,57.10,55.52
57.84,56.92,58.34,56.91
56.59,57.66,57.98,56.49
58.13,56.17,58.35,56.10
56.55,57.06,57.09,55.81
56.86,56.75,57.52,56.39
56.96,56.96,57.17,56.21
57.00,56.97,57.23,56.52
56.67,58.62,58.67,56.45
59.00,61.92,62.57,58.99
61.92,62.05,62.27,61.08
60.88,59.79,61.16,59.29
59.86,57.88,59.86,57.43
56.80,56.65,57.09,56.28
56.66,58.38,58.55,56.52
57.92,59.08,59.26,57.92
58.09,59.66,59.82,57.97
60.88,61.72,61.88,60.25
61.72,62.53,62.56,60.80
62.45,63.56,63.57,62.28
63.51,63.42,63.92,63.04
62.73,62.10,62.82,61.78
62.04,62.36,62.70,61.72
62.90,61.19,63.24,61.03
61.38,61.71,62.12,61.00
61.46,62.23,62.62,60.47
62.60,63.61,63.97,62.15
63.23,63.74,63.83,63.20
64.01,63.96,64.37,62.64
63.87,64.46,64.90,63.79
64.86,65.33,65.55,64.83
64.70,65.00,65.38,64.52
63.72,64.10,64.45,63.21
64.35,62.65,64.40,62.32
63.03,64.53,65.08,62.94
65.67,64.40,66.00,63.90
64.80,66.64,67.09,64.52
66.99,66.85,67.99,66.55
66.61,64.38,67.02,63.97
63.85,60.03,63.98,59.58
58.86,60.20,60.34,58.58
61.34,62.52,62.76,60.79
62.43,61.95,63.61,61.51
62.40,63.23,63.45,62.17
63.06,63.60,63.68,63.00
63.73,63.87,64.08,63.29
63.47,63.97,64.02,63.06
63.44,63.64,63.64,62.45
64.13,64.66,64.80,64.00
64.37,65.35,65.54,64.24
65.15,66.37,66.53,65.15
66.43,67.08,67.22,66.42
67.16,67.04,67.26,66.67
67.21,65.58,68.11,65.20
65.57,64.81,65.63,64.74
64.63,64.59,64.93,63.89
64.30,64.47,64.87,63.69
64.70,64.86,65.32,64.38
64.92,64.58,65.24,64.31
64.60,64.82,64.85,63.94
64.42,65.03,65.21,64.28
65.44,65.84,66.22,64.92
66.02,67.05,67.73,65.84
66.87,66.85,67.36,66.42
69.27,72.95,73.50,69.27
74.15,74.14,75.10,73.84
73.85,72.66,73.85,72.66
72.84,72.31,73.29,72.22
72.85,72.02,72.93,71.93
72.22,72.26,72.61,71.76
72.68,72.49,73.29,72.17
71.83,70.87,72.36,70.70
70.94,70.10,71.50,69.84
70.22,69.87,70.67,69.53
69.31,69.09,69.62,68.66
69.72,70.12,71.71,69.51
69.64,69.69,70.17,69.31
69.99,68.97,70.94,68.90
69.27,68.75,69.68,68.57
69.22,70.11,70.13,68.92
69.63,69.72,70.41,69.52
69.94,70.06,70.27,69.30
70.54,70.47,70.80,69.77
70.41,70.73,71.37,69.70
71.10,71.63,71.63,70.08
71.71,71.24,72.60,70.95
70.77,71.54,71.66,70.74
71.41,70.22,71.91,70.19
70.44,69.29,70.44,69.22
69.93,69.59,69.93,69.04
69.45,69.34,70.20,69.07
69.32,70.55,70.72,69.32
71.06,71.91,72.18,70.67
71.93,71.90,72.40,71.12
71.87,71.16,72.13,70.87
70.68,69.69,70.97,69.18
70.63,71.88,72.39,70.63
71.02,71.51,71.97,70.31
71.86,71.18,71.89,70.98
71.84,72.26,72.35,70.94
72.48,72.11,73.08,71.26
72.08,73.78,74.64,72.08
73.15,72.88,75.21,71.88
72.56,71.04,73.08,71.04
70.90,70.52,70.90,69.88
71.00,72.76,73.67,70.26
73.29,69.33,73.29,69.31
68.96,68.04,69.49,68.04
67.28,69.08,69.40,67.28
69.15,69.95,70.72,69.15
69.55,69.92,70.82,69.02
70.25,68.77,70.75,68.62
68.86,68.99,69.00,67.88
68.83,67.96,68.83,66.43
68.78,69.50,69.53,67.95
69.19,69.32,69.87,68.49
69.30,69.05,69.46,68.74
69.47,70.61,70.63,69.09
70.15,70.61,70.97,69.68
70.98,70.25,71.37,70.21
69.83,71.05,71.07,69.12
71.82,71.73,72.05,70.95
72.06,71.96,72.07,70.90
72.41,71.51,72.89,71.04
71.58,72.04,72.34,71.00
72.20,72.34,72.76,70.99
72.30,72.54,73.09,71.99
72.95,71.81,72.95,71.43
71.80,72.54,73.08,71.31
72.68,72.69,73.02,72.03
71.41,72.99,73.38,70.51
73.14,72.69,73.67,72.58
72.37,71.77,73.05,71.51
72.22,73.09,73.80,71.60
73.08,74.24,74.34,72.62
74.27,74.95,75.29,74.14
75.02,75.25,75.76,74.33
75.03,74.88,75.60,74.60
74.97,74.89,74.97,74.15
74.94,74.08,75.23,73.96
74.10,73.86,75.08,72.56
73.25,73.06,74.50,72.99
73.09,75.37,75.54,72.65
77.73,76.52,77.97,75.36
76.47,76.09,76.99,75.69
76.56,76.33,76.71,76.10
75.70,76.13,76.47,75.65
76.07,76.75,76.90,75.86
77.18,77.45,77.91,76.95
78.08,77.18,78.58,76.98
77.33,77.30,77.76,76.95
77.20,77.33,77.68,76.74
76.71,77.15,77.53,76.71
76.95,77.01,77.49,76.31
77.46,77.60,77.77,77.17
77.49,77.41,77.76,76.94
77.29,77.85,78.00,76.88
78.03,77.80,78.91,77.45
77.76,77.91,78.83,76.83
78.09,78.40,78.42,77.44
78.43,78.90,79.61,78.36
78.89,79.65,79.68,78.43
79.49,78.73,79.73,78.38
78.63,78.61,79.40,78.25
79.10,79.91,80.52,78.88
79.35,78.74,79.78,78.32
79.06,78.77,79.60,78.33
74.25,74.46,75.00,70.50
74.28,74.09,74.36,71.92
74.07,74.26,74.55,73.73
74.24,74.14,74.29,73.61
74.13,73.39,74.15,73.16
73.37,72.85,73.45,72.39
72.66,73.56,73.67,72.61
73.88,73.73,74.13,73.11
73.85,75.51,75.53,73.77
75.61,74.88,76.09,74.78
74.69,74.16,75.13,73.81
74.61,75.22,75.27,74.61
75.48,73.43,75.73,73.43
73.79,73.26,74.40,73.04
73.28,75.02,75.54,73.28
74.86,75.01,76.02,74.86
74.29,75.66,75.95,73.85
75.65,74.92,75.89,73.99
75.13,77.17,77.21,75.13
77.16,77.50,77.69,77.16
77.40,77.16,77.77,76.79
77.81,77.77,78.23,77.31
77.48,77.42,78.02,77.22
77.13,76.78,77.41,76.58
76.75,77.46,77.80,76.70
77.49,78.31,78.46,76.98
78.40,78.24,79.72,77.73
77.02,76.70,77.80,76.65
76.89,76.27,76.89,75.37
76.75,76.69,77.32,76.53
75.83,75.61,76.54,75.31
75.87,76.29,76.32,75.29
76.20,76.12,77.36,75.84
76.60,76.64,76.80,76.21
76.10,76.92,77.17,75.79
77.14,78.50,78.78,76.86
77.92,77.71,78.73,77.44
77.26,76.45,77.93,76.04
76.51,74.58,76.51,74.41
74.54,75.17,75.23,74.33
73.71,74.51,74.77,73.57
74.77,74.98,75.10,74.06
75.27,74.54,75.32,74.22
74.77,76.35,76.60,74.77
76.57,76.37,76.90,75.95
75.88,75.99,76.24,75.60
75.40,73.72,76.95,73.30
74.17,74.58,74.82,73.25
73.99,72.58,74.75,72.06
72.48,72.38,72.93,71.37
72.14,72.28,72.68,71.26
72.66,72.52,72.80,71.42
73.29,73.78,74.21,72.87
73.51,74.09,74.28,73.51
74.43,74.75,75.45,74.39
74.67,74.91,75.01,73.88
75.00,75.68,75.90,74.32
75.82,75.78,76.03,75.13
74.92,67.91,75.41,67.59
67.90,68.73,68.77,66.43
69.94,70.75,70.85,69.41
71.00,71.09,71.33,70.15
71.14,72.32,72.39,70.93
72.54,72.34,72.68,71.86
72.40,72.15,72.49,71.82
72.09,72.58,72.71,72.09
72.60,71.69,72.60,71.24
71.63,71.82,72.26,71.61
71.67,71.72,72.09,71.52
71.69,71.42,72.60,71.19
72.10,72.60,72.81,71.66
72.27,72.63,72.96,72.27
72.41,73.12,73.26,72.19
73.11,73.32,74.04,72.92
72.62,72.96,73.55,72.24
72.50,71.98,73.15,71.39
73.10,73.77,73.89,72.22
73.05,73.54,74.20,72.83
73.62,74.49,74.58,73.51
74.13,73.87,74.51,73.78
73.89,74.51,74.73,73.15
74.48,74.33,75.53,73.78
74.19,73.93,74.47,73.67
73.75,74.41,74.41,73.51
74.70,75.48,75.87,74.33
75.62,75.99,76.03,75.17
74.29,75.42,75.78,74.26
75.48,74.80,76.09,74.34
74.80,76.66,76.73,74.67
76.68,77.40,77.73,76.13
78.40,78.64,78.93,77.61
78.92,80.54,80.72,78.78
80.35,77.18,80.42,77.14
76.00,75.69,76.46,74.95
