KLAC,KLA-Tencor Corporation - Common Stock,NASDAQ
45.41,45.59,45.83,44.88
45.95,46.02,46.26,45.41
45.96,48.70,48.79,45.88
48.88,49.34,49.35,48.55
49.28,49.22,49.39,48.81
48.37,48.23,48.44,47.62
48.23,48.10,48.45,47.78
48.50,48.94,49.55,48.23
49.70,49.66,50.63,48.77
48.65,50.91,51.17,48.25
51.05,51.15,51.45,50.90
51.04,50.91,51.42,50.86
51.35,50.78,51.44,50.57
50.71,51.60,52.34,50.48
52.21,52.10,52.40,51.78
52.21,52.03,52.56,51.99
52.39,52.78,53.21,52.18
52.75,52.91,53.17,52.40
52.65,53.06,53.36,52.58
52.76,53.12,53.21,52.60
52.87,52.95,53.12,52.28
53.15,52.29,53.18,52.13
52.30,52.55,52.89,52.30
52.88,53.31,53.50,52.52
53.43,53.34,53.65,53.13
53.35,53.30,53.48,52.60
53.55,53.59,54.11,53.36
53.39,53.27,53.54,52.88
53.03,53.06,53.45,52.90
53.06,53.36,53.66,53.00
53.42,52.98,53.59,52.87
51.40,51.66,51.84,50.37
51.90,52.23,52.44,51.59
51.29,50.89,51.77,50.87
51.38,51.31,51.69,50.72
51.27,52.12,52.34,50.93
51.42,51.16,52.20,51.07
51.60,52.42,52.49,51.52
51.31,51.85,52.14,50.80
51.81,52.17,52.77,51.58
52.08,51.83,52.57,51.68
52.19,51.49,52.68,51.44
51.48,51.48,51.64,50.74
51.73,52.48,52.99,51.48
51.86,51.85,52.21,51.40
51.86,50.85,51.86,50.75
49.19,48.43,49.35,48.28
48.19,47.59,48.19,47.39
47.42,47.66,47.94,47.41
47.53,47.13,47.61,46.89
47.50,46.85,47.79,46.66
46.96,46.84,46.98,46.42
47.06,47.90,47.98,46.62
47.58,47.71,48.10,47.04
48.00,47.29,48.94,47.21
47.33,47.55,47.57,46.86
47.63,47.18,47.77,47.10
47.39,47.15,47.67,47.06
47.41,47.12,48.02,47.06
46.87,46.84,46.97,46.48
46.82,46.47,47.06,46.20
46.38,45.55,46.44,45.44
45.62,44.90,45.75,44.88
44.90,45.15,45.77,44.70
45.38,45.76,45.96,45.17
45.88,46.31,46.59,45.53
46.02,45.73,47.12,45.60
45.88,46.57,46.63,45.56
46.58,45.58,46.64,45.42
45.77,46.94,47.01,45.72
46.28,46.60,46.88,45.81
46.75,47.13,47.34,46.58
47.29,47.14,47.48,46.22
46.83,46.63,48.30,46.20
46.71,46.55,47.00,45.88
46.92,48.72,48.79,46.68
48.61,47.90,48.71,47.53
47.71,48.23,48.48,47.48
48.48,48.90,48.90,48.19
48.36,46.92,48.51,46.74
46.83,45.66,46.92,45.52
45.65,46.24,46.60,45.60
47.05,47.60,48.00,46.84
47.23,46.07,47.44,46.05
46.50,45.13,46.68,45.06
44.81,43.97,45.07,43.75
44.14,44.33,44.49,43.21
44.42,44.25,44.78,43.99
44.16,44.33,44.54,43.79
44.33,44.13,44.36,44.02
44.50,45.17,45.35,44.47
44.96,45.12,45.37,44.69
45.09,44.74,45.20,44.66
44.56,45.53,45.55,43.85
45.64,45.57,45.88,45.21
45.66,45.47,45.70,44.96
45.72,45.39,45.88,45.14
45.42,47.19,47.23,45.22
47.19,46.40,47.33,46.28
46.42,46.96,47.06,46.42
47.09,47.19,47.28,46.66
47.14,47.42,47.81,47.14
47.69,47.42,47.90,47.30
47.67,47.08,47.72,46.99
47.04,46.61,47.34,46.25
46.67,47.18,47.55,46.35
47.27,47.35,47.75,46.72
47.37,47.84,47.89,47.12
47.92,47.92,48.29,47.73
48.06,48.51,48.70,47.71
47.90,48.37,48.40,47.07
48.08,47.81,48.79,47.73
48.00,47.68,48.25,47.54
47.70,47.43,47.80,46.75
47.20,47.02,47.64,46.97
47.13,47.76,47.76,46.76
48.81,49.57,49.70,48.73
50.00,49.14,50.18,48.88
49.16,48.98,49.34,48.77
48.65,48.63,48.72,47.88
48.36,47.37,48.49,47.37
47.54,47.84,47.96,47.48
48.12,48.59,48.70,48.03
48.69,49.19,49.23,48.40
49.00,48.92,49.48,48.72
48.55,48.39,48.65,48.11
48.22,48.50,48.73,48.16
48.56,51.89,52.00,48.50
52.11,51.84,52.42,51.49
51.80,51.80,51.98,51.46
52.00,52.35,52.49,51.40
52.22,51.97,52.56,51.77
53.50,56.34,57.97,53.50
56.25,56.10,56.51,55.86
55.91,55.82,56.04,55.13
55.89,55.17,56.00,55.06
55.49,54.91,55.89,54.83
55.43,55.76,56.05,55.21
55.55,55.82,56.86,55.50
56.19,56.55,56.64,55.86
56.12,57.02,57.18,56.10
56.94,56.79,56.94,55.92
56.97,56.57,57.18,56.18
56.67,56.38,56.89,56.26
56.56,56.71,56.80,56.24
56.76,56.61,57.00,56.21
56.01,56.10,56.18,55.52
56.13,55.76,56.28,55.34
55.99,56.39,57.14,55.85
56.47,54.90,56.51,54.85
54.90,53.86,55.10,53.53
54.28,54.78,55.03,54.28
55.23,53.02,55.57,53.00
53.43,53.92,54.27,53.32
53.72,54.73,55.08,53.54
54.70,54.76,55.27,54.22
54.36,54.50,54.75,53.61
54.24,53.97,54.46,53.72
54.42,55.55,55.82,54.31
55.76,55.00,55.76,54.81
55.24,55.04,55.55,54.87
55.34,55.16,55.75,54.55
54.97,54.71,55.00,54.55
54.66,54.64,54.95,54.13
54.73,54.73,54.89,54.21
55.00,54.93,55.71,54.87
54.70,52.65,54.85,52.39
52.32,51.73,52.63,51.55
51.73,51.35,52.18,50.80
51.82,51.58,52.07,51.43
51.20,51.26,51.71,51.00
51.51,51.62,51.83,50.98
52.08,51.65,52.17,51.15
52.57,52.05,52.68,51.46
51.54,51.74,51.78,51.31
51.53,52.74,52.80,51.53
52.73,51.57,52.82,51.42
51.59,51.40,51.89,51.29
51.67,51.30,51.99,51.08
51.27,51.54,51.81,51.10
50.80,51.73,51.79,50.27
51.62,51.99,52.00,51.30
52.00,52.64,53.14,51.83
52.65,54.26,54.28,52.60
54.03,53.80,54.93,53.73
53.79,53.77,53.85,53.04
53.70,52.31,53.86,52.17
52.45,53.43,53.51,52.16
53.04,52.75,54.12,52.12
53.32,52.87,53.93,52.73
52.59,53.05,53.44,52.23
53.42,53.76,54.21,52.34
54.30,55.21,55.38,53.94
55.12,55.49,55.55,54.88
55.80,55.90,57.00,55.62
51.61,52.11,53.00,50.23
51.78,53.11,53.25,51.73
53.15,54.25,54.50,53.02
54.23,53.59,54.37,53.45
53.59,53.89,54.10,53.49
54.61,54.30,54.69,54.10
54.25,54.06,54.37,53.85
54.22,54.46,54.74,53.99
54.78,54.70,54.90,54.09
54.59,54.20,54.97,54.01
54.29,54.47,54.78,53.81
54.19,53.70,54.39,53.51
53.78,54.45,54.47,53.53
54.25,55.05,55.45,54.11
55.26,55.21,55.69,54.99
55.48,55.87,55.88,54.90
55.61,55.62,56.30,55.43
55.95,56.06,56.12,55.50
56.15,55.48,56.72,55.38
55.07,54.94,55.37,54.37
54.47,54.67,55.00,54.35
55.34,55.67,55.91,55.14
55.45,55.62,56.05,55.01
55.63,56.51,56.80,55.50
56.33,56.29,56.79,56.16
56.68,56.90,57.35,56.23
57.04,56.98,57.56,56.64
56.95,56.50,56.98,56.18
56.69,56.08,56.93,55.67
56.67,56.77,56.88,56.03
56.70,56.74,56.81,56.24
56.16,55.28,56.49,55.22
56.10,55.18,56.10,55.09
55.34,56.61,56.83,55.03
56.55,55.71,56.65,55.70
56.09,55.98,56.55,55.76
56.19,56.39,56.67,56.01
56.02,56.21,56.88,55.72
