RRGB,Red Robin Gourmet Burgers,NASDAQ
23.68,24.19,24.42,23.68
24.25,24.62,24.79,24.13
24.37,24.19,24.50,23.98
23.48,24.15,24.45,23.48
23.88,24.01,24.30,23.75
23.40,24.02,24.11,23.32
24.05,23.86,24.24,23.81
24.29,23.98,24.38,23.98
24.20,24.45,24.97,24.20
24.73,25.44,25.80,24.47
25.43,26.06,26.14,25.19
25.97,25.74,26.01,25.23
25.84,26.20,26.50,24.97
26.20,26.57,26.77,26.20
26.75,26.45,26.82,26.38
26.45,26.66,26.70,26.45
26.68,26.78,26.99,26.68
26.75,26.89,27.02,26.60
27.10,27.06,27.35,26.94
27.19,26.77,27.44,26.33
26.74,27.10,27.43,26.48
27.25,27.51,27.67,27.06
27.39,27.38,27.83,27.12
27.50,26.35,27.74,26.18
26.31,26.22,26.34,25.89
26.15,26.72,26.99,25.71
26.82,26.41,26.86,26.35
26.31,27.28,27.45,25.65
27.18,27.85,28.11,27.04
27.37,27.49,27.56,27.07
27.53,27.44,27.84,27.35
27.90,28.06,28.14,27.62
28.33,28.17,28.50,28.15
28.05,27.58,28.06,27.54
27.58,27.50,27.83,27.24
27.58,27.58,27.81,26.83
27.51,27.31,27.61,27.09
27.32,27.19,27.74,27.10
27.23,27.32,27.39,27.01
27.12,27.16,27.38,26.95
27.17,27.44,27.61,26.78
27.29,27.59,28.00,27.00
27.94,27.52,28.37,27.45
27.43,27.64,27.93,27.33
27.76,28.15,28.44,26.80
28.15,29.35,29.42,28.15
29.25,28.71,29.76,28.52
28.82,28.38,28.82,28.28
28.26,28.23,28.65,27.86
28.22,28.43,28.52,27.75
28.40,28.56,28.85,28.15
28.63,28.52,28.67,28.11
34.47,35.08,35.75,33.70
34.50,35.78,36.37,34.34
35.70,35.08,35.93,34.53
34.98,34.76,35.40,34.67
34.66,37.24,37.42,34.51
37.36,37.62,37.86,36.92
37.90,36.70,38.58,36.50
37.07,37.88,38.45,36.81
37.71,36.32,37.86,36.06
36.00,36.16,37.12,35.60
36.04,35.69,36.43,35.66
35.82,35.51,36.20,35.51
35.45,35.40,35.79,35.07
35.50,35.03,35.53,35.00
35.02,34.29,35.03,33.98
34.25,33.53,34.51,33.05
33.70,34.19,34.52,33.68
34.01,33.96,34.35,33.53
34.00,33.90,34.30,33.54
34.09,33.60,34.31,33.56
33.44,33.71,33.89,33.33
33.77,34.70,34.93,33.60
34.44,34.77,35.27,33.97
34.34,34.02,34.75,33.62
34.07,34.71,34.95,34.06
34.55,34.87,35.11,34.34
34.94,36.24,37.07,34.64
36.00,36.56,37.45,35.20
36.82,36.38,37.37,36.04
36.19,37.06,37.17,36.06
36.90,37.38,37.91,36.38
37.29,37.33,38.17,36.84
37.52,37.96,38.46,37.51
37.57,37.34,37.57,36.84
37.05,36.63,37.36,36.19
36.57,37.06,37.56,36.10
37.32,37.65,37.98,36.97
37.71,36.23,38.12,36.16
36.41,37.07,37.11,36.05
36.79,36.80,37.50,36.69
37.04,37.46,37.67,36.82
37.50,37.46,37.61,37.03
37.38,37.94,39.32,36.91
37.87,37.57,37.90,37.27
37.13,36.64,37.30,35.66
36.83,37.11,37.28,36.69
36.78,35.13,36.78,35.04
35.20,34.86,35.79,34.80
34.60,34.42,34.79,34.22
34.85,34.87,35.11,34.45
34.81,32.29,34.86,32.29
32.39,33.31,33.75,32.03
32.97,32.20,32.97,32.15
32.54,32.81,33.80,31.62
32.05,29.70,33.43,29.49
30.01,32.57,32.61,29.82
31.88,31.50,32.64,31.33
31.63,33.85,34.09,31.44
37.59,35.35,37.59,33.50
35.48,35.02,35.69,34.41
34.64,32.74,35.05,32.25
32.78,31.28,33.16,30.91
30.59,29.36,30.65,29.14
28.88,29.09,30.58,28.63
30.02,28.94,30.32,28.89
29.06,30.55,30.62,28.67
30.38,30.62,31.07,29.80
30.80,29.81,31.11,29.70
29.56,29.88,30.46,29.42
30.18,31.76,31.79,30.18
31.59,31.96,32.27,31.08
32.27,31.20,32.60,30.82
31.29,31.02,32.29,30.86
30.44,30.46,31.25,30.15
29.53,30.44,30.51,29.36
30.74,29.94,30.74,29.53
29.83,29.09,30.16,28.85
29.02,28.62,29.42,28.29
28.21,28.15,28.36,27.50
28.13,28.36,28.80,27.91
28.71,27.39,28.72,26.96
27.67,27.44,27.89,26.92
27.22,26.79,27.40,26.33
26.29,27.36,27.56,26.07
27.49,25.80,28.17,25.79
25.74,25.01,26.43,24.95
24.37,24.13,24.98,23.72
24.07,25.17,25.24,23.81
25.24,25.38,25.46,24.27
25.87,25.82,27.26,25.46
25.70,24.67,25.75,24.59
25.15,24.29,25.40,23.58
23.97,24.09,25.01,23.89
23.83,22.44,24.29,22.33
22.25,22.53,22.59,21.68
22.62,22.84,22.96,22.33
22.72,22.90,23.16,22.60
22.95,22.41,22.95,22.16
22.77,22.79,23.10,22.60
22.68,23.73,23.81,22.67
23.61,23.99,24.22,23.07
23.83,23.75,23.98,23.55
24.19,23.91,24.46,23.66
23.57,23.47,23.92,23.27
23.53,24.19,24.38,23.09
24.19,24.11,25.12,23.80
24.00,23.53,24.00,23.22
23.97,24.38,24.47,23.86
24.46,25.21,25.47,24.30
25.05,24.56,25.20,24.39
24.99,24.93,25.32,24.50
25.53,25.93,26.35,24.88
25.85,25.98,26.25,25.60
25.64,25.07,25.84,25.04
24.09,24.01,24.88,23.92
24.25,24.12,24.55,23.78
24.36,24.98,25.07,22.88
24.58,26.57,27.35,24.58
26.86,26.85,26.90,25.60
27.51,26.37,27.51,25.41
25.80,25.60,26.49,25.58
26.25,26.54,26.85,26.07
26.83,27.61,27.75,26.66
27.51,27.40,27.51,27.12
27.32,27.81,28.29,27.12
27.61,27.55,27.76,27.37
27.38,26.26,27.38,26.13
26.33,26.59,26.79,26.01
26.26,26.17,26.26,25.30
26.12,26.10,26.41,25.76
25.85,25.05,25.85,25.04
25.01,24.22,25.33,24.21
24.58,24.70,25.00,24.12
25.01,24.75,25.19,24.68
25.44,26.58,26.75,25.44
26.35,27.15,27.36,26.23
27.56,28.26,28.40,26.91
28.61,27.88,28.74,27.59
27.75,27.91,28.18,27.61
27.66,28.23,28.31,27.24
27.86,27.99,28.30,27.86
28.12,28.59,28.80,28.05
28.14,28.29,28.39,27.63
28.41,27.89,28.66,27.76
27.57,27.75,27.96,27.22
28.15,28.03,28.36,27.78
28.34,28.15,28.79,27.90
28.40,27.82,28.58,27.74
28.43,28.68,28.79,27.13
28.60,29.38,29.59,28.31
29.31,28.52,29.31,28.05
28.67,28.95,29.27,28.34
28.85,28.70,28.94,28.50
28.70,28.43,28.77,28.23
28.65,28.54,28.74,28.32
28.49,27.70,28.62,27.69
28.48,27.83,28.50,27.61
27.71,28.36,28.37,27.40
28.16,28.70,29.08,27.36
28.73,28.61,29.08,28.23
28.79,29.66,30.15,28.74
30.08,29.03,30.08,28.94
28.78,29.25,29.33,28.78
29.22,29.24,29.49,29.17
28.92,30.64,30.99,28.92
30.85,29.90,30.93,29.79
29.90,30.78,30.87,29.74
30.77,30.25,30.95,29.96
30.15,30.77,31.00,30.13
30.71,30.83,31.45,30.69
30.73,31.13,31.41,30.57
31.19,31.19,31.75,30.82
31.27,31.02,31.38,30.89
30.88,31.50,31.59,30.77
31.16,30.96,31.16,30.69
31.08,30.71,31.08,30.57
31.01,31.86,31.92,30.53
31.86,32.15,32.31,31.32
32.57,32.61,32.84,32.40
32.65,32.20,32.76,32.10
32.17,32.62,32.86,32.10
32.58,33.21,33.36,32.28
33.29,33.76,33.84,33.03
33.32,33.42,34.10,32.91
33.71,33.38,33.93,33.26
33.31,32.85,33.33,32.53
32.93,33.18,33.84,32.63
34.20,33.18,34.50,31.14
33.39,34.99,35.06,33.33
35.63,35.46,36.18,35.01
35.32,34.77,35.46,34.73
34.69,34.67,35.12,34.50
34.70,34.36,35.20,34.35
34.31,34.28,34.94,34.20
34.50,34.62,34.90,34.12
34.65,34.41,34.86,34.24
34.57,34.41,35.40,34.40
34.39,34.86,35.03,34.36
34.70,34.93,35.11,34.51
34.49,33.82,34.65,33.70
33.95,34.55,34.68,33.54
34.68,34.72,35.16,34.42
34.67,35.14,35.25,34.50
35.21,34.84,35.27,34.79
35.15,35.78,36.08,34.71
35.77,36.49,37.00,35.69
36.40,37.26,37.51,36.17
37.36,37.00,37.60,36.88
36.84,37.81,37.98,36.54
37.47,37.00,37.47,36.80
36.99,37.02,37.41,36.88
36.67,36.77,36.96,36.50
36.61,36.54,36.61,35.90
36.84,37.56,37.62,36.55
37.43,37.11,37.50,37.02
37.35,37.77,37.80,37.08
37.43,37.67,37.77,37.19
37.93,37.19,37.95,36.66
37.05,37.33,37.74,36.77
37.28,37.09,37.46,36.85
36.74,36.21,36.74,35.66
36.12,36.01,36.21,35.69
35.53,35.55,35.81,34.72
35.54,34.36,35.54,34.16
34.81,35.27,35.49,34.70
35.25,35.93,36.12,34.91
35.75,35.63,36.07,35.50
35.87,35.01,35.87,34.91
35.23,34.87,35.45,34.86
34.66,34.56,34.98,34.40
34.64,34.17,34.94,34.00
34.65,35.37,35.60,34.36
34.95,34.64,35.16,34.34
34.56,34.13,35.10,33.84
34.41,34.67,35.35,34.12
34.67,34.90,35.28,34.51
34.95,34.88,35.02,34.26
34.61,35.66,35.77,34.50
36.26,36.20,37.49,36.19
35.91,35.93,36.27,35.64
35.82,35.49,36.09,35.06
35.36,35.18,35.39,34.39
35.17,35.24,35.51,34.79
34.99,34.44,35.18,34.36
34.01,34.58,34.85,33.85
34.67,34.90,35.09,34.36
34.53,35.14,35.27,34.29
34.68,34.87,35.18,34.47
35.02,36.24,36.29,34.66
36.49,35.75,37.08,35.61
31.52,30.53,32.50,30.25
30.43,30.47,31.25,30.00
30.58,32.02,32.43,30.20
32.17,32.12,32.98,31.80
31.98,32.03,32.38,31.37
32.01,32.20,32.39,31.64
32.23,32.41,33.07,32.00
32.62,32.40,32.81,32.26
32.15,31.98,32.39,31.88
31.88,32.00,32.05,31.61
31.49,30.94,31.68,30.60
31.04,30.42,31.04,29.93
30.45,31.37,31.63,30.30
31.53,31.69,32.21,31.42
31.99,31.03,32.11,30.86
30.05,30.60,30.95,30.00
30.86,29.87,31.47,29.82
30.21,30.08,30.37,29.55
29.98,29.06,29.98,28.50
29.15,29.25,29.43,28.26
29.18,29.77,29.99,29.18
29.78,29.64,30.26,29.52
29.65,30.23,31.04,29.65
30.29,30.78,30.85,29.90
30.74,29.97,30.89,29.91
30.37,29.95,30.58,29.50
29.65,29.89,30.18,29.50
29.87,30.14,30.29,29.25
30.22,30.33,30.53,29.97
29.88,29.90,30.42,29.30
30.40,30.51,30.72,29.89
30.65,30.67,30.82,30.30
30.60,30.87,31.12,30.58
30.80,31.85,31.99,30.77
31.53,31.38,31.95,31.24
31.32,31.86,31.89,31.05
32.00,31.20,32.00,30.98
31.31,31.00,31.62,30.52
30.77,30.94,31.09,30.30
30.96,30.91,31.42,30.51
30.91,30.97,31.26,30.61
31.19,31.27,31.49,30.86
31.18,31.53,31.95,31.18
31.55,31.63,32.03,31.43
31.25,30.98,31.27,30.22
30.26,29.80,30.74,29.02
29.85,28.65,30.64,28.51
28.72,28.09,28.80,28.06
28.10,28.00,28.35,27.80
28.00,30.05,30.32,27.98
30.12,29.78,30.98,29.66
29.80,29.85,30.26,29.69
30.03,29.32,30.05,29.30
29.08,28.86,29.60,28.66
29.34,29.62,30.06,28.99
29.61,29.98,30.29,29.35
29.00,28.62,30.16,28.38
28.48,28.68,29.04,28.30
31.45,32.24,32.79,31.19
31.56,31.26,32.34,30.93
31.10,31.39,31.40,30.41
31.45,31.07,31.85,30.90
31.15,31.60,31.80,30.78
31.46,31.28,31.54,31.00
31.27,31.57,31.64,31.00
31.46,31.48,31.62,31.22
31.50,31.56,31.86,31.26
31.47,31.69,32.00,31.40
31.67,31.20,31.69,31.08
31.05,31.37,31.60,30.82
31.45,31.06,31.73,30.83
31.02,30.69,31.28,30.50
30.80,30.97,31.31,30.78
30.84,30.68,30.94,30.54
30.96,31.01,31.08,30.52
31.01,30.63,31.01,30.15
30.69,31.25,31.35,30.53
31.41,31.89,31.95,31.14
32.04,32.56,32.73,31.64
32.49,32.71,32.93,32.29
32.82,32.27,33.21,32.26
32.42,32.52,32.94,31.67
32.58,33.26,33.73,32.44
33.30,33.70,34.21,33.30
33.65,32.93,33.65,32.47
32.83,33.30,33.32,32.33
33.48,33.01,33.56,32.63
32.90,32.84,33.08,32.48
33.30,33.46,33.93,33.10
33.11,32.94,33.30,32.59
33.07,32.21,33.29,32.04
32.20,32.18,32.50,31.86
32.30,32.64,32.82,32.05
32.46,32.59,32.74,31.93
32.71,32.76,33.15,32.06
32.87,32.19,33.24,32.12
32.26,31.87,32.35,31.64
32.06,32.07,32.10,31.61
32.16,31.39,32.34,31.25
31.28,31.39,31.49,30.87
31.48,30.91,31.52,30.66
30.87,31.71,31.85,30.82
31.86,31.20,32.29,31.04
31.16,30.53,31.16,30.28
30.66,29.96,30.66,29.76
30.05,30.23,30.26,29.71
30.25,29.90,30.65,29.67
29.88,29.93,30.11,29.86
29.53,28.85,29.67,28.59
29.00,28.98,29.82,28.93
28.52,28.56,29.12,28.45
28.63,27.85,28.64,27.56
27.94,28.03,28.32,27.94
27.96,27.48,28.14,27.18
30.37,33.39,34.60,30.37
33.80,32.79,33.86,32.39
32.89,32.57,33.42,32.31
32.64,33.10,33.26,32.44
33.25,32.96,33.26,32.80
32.70,32.20,32.83,31.60
32.17,31.25,32.17,31.03
31.03,31.27,31.74,30.74
31.35,31.29,31.62,31.07
31.08,31.21,31.59,31.08
31.26,31.01,31.26,30.72
30.93,31.29,31.33,30.43
31.21,31.18,31.28,30.56
31.58,31.86,31.93,31.36
31.91,32.17,32.27,31.91
32.22,32.22,32.25,31.95
32.29,32.33,32.40,31.99
32.23,32.02,32.23,31.78
32.31,32.15,32.59,31.96
32.05,32.29,32.36,31.78
32.39,33.09,33.16,32.16
33.04,32.75,33.04,32.49
32.88,32.62,32.88,32.34
32.34,32.05,32.34,31.74
32.17,32.12,32.32,31.89
32.05,32.08,32.49,32.00
32.21,31.94,32.29,31.80
32.03,31.86,32.03,31.72
31.99,32.23,32.78,31.67
32.43,32.37,32.71,32.18
32.37,32.76,33.00,32.37
32.65,33.64,33.90,32.62
33.84,33.85,34.33,33.72
33.97,34.66,34.80,33.67
34.59,34.83,34.92,34.38
34.89,34.87,35.00,34.59
34.46,34.87,35.06,34.35
34.67,34.93,35.13,34.19
34.97,34.66,34.98,34.58
34.78,34.52,34.94,34.27
34.42,33.66,34.65,33.62
33.75,35.29,35.36,33.73
35.87,35.43,36.05,34.75
35.23,36.12,36.37,35.23
36.28,36.50,36.77,35.99
36.34,36.14,36.53,36.01
36.26,36.15,36.63,35.89
37.00,36.15,37.75,36.06
34.26,35.40,35.69,34.04
35.64,35.95,36.19,35.44
35.60,35.58,36.14,35.28
35.36,35.99,36.37,35.12
35.75,35.94,36.08,35.49
36.14,36.12,36.57,35.57
36.20,36.65,36.70,36.14
36.54,37.04,37.16,36.40
36.95,36.40,37.07,36.32
36.35,37.13,37.19,36.00
37.20,37.43,37.43,36.95
37.38,37.21,37.78,36.76
37.30,37.01,37.85,36.97
37.06,36.54,37.06,36.32
36.53,36.97,37.36,36.53
37.22,37.19,37.60,36.91
36.91,36.41,37.34,36.23
36.55,36.38,37.02,36.06
36.26,36.85,36.90,36.13
36.77,36.60,36.97,36.19
36.71,36.79,36.84,36.42
36.71,36.55,36.78,36.34
36.54,36.25,36.67,36.22
36.16,36.26,36.55,35.97
36.15,36.36,36.42,36.08
36.58,36.45,37.48,36.10
39.76,43.33,45.88,39.76
42.68,40.54,43.13,40.11
40.45,41.82,42.15,40.28
41.92,42.63,42.98,41.92
42.73,41.57,42.83,41.56
41.74,42.07,42.51,41.43
41.91,42.23,42.82,41.91
42.14,42.88,43.31,42.14
42.43,43.75,44.15,42.04
43.53,44.36,44.59,43.41
44.50,44.94,45.31,44.09
44.95,45.10,45.73,44.61
44.90,45.56,45.74,44.90
46.00,45.49,46.03,44.61
45.07,45.46,45.94,45.06
45.42,45.46,45.85,45.27
45.12,45.59,45.68,45.06
45.64,46.11,46.41,45.47
45.94,45.69,46.10,45.16
45.06,45.88,46.38,45.06
45.84,45.39,46.30,44.65
45.76,45.93,46.69,44.59
45.50,45.31,45.77,44.33
45.56,45.49,45.99,45.36
45.75,45.72,46.94,45.30
46.08,45.93,46.32,45.25
45.69,45.66,46.19,45.14
45.72,45.60,46.02,45.40
45.71,45.06,46.58,44.68
45.18,45.32,45.44,44.88
45.53,45.06,46.88,44.83
44.98,45.05,45.22,44.82
44.18,44.07,44.79,43.90
44.33,44.50,44.75,43.90
44.60,43.55,44.66,43.43
43.66,44.64,44.84,43.09
44.64,43.97,45.08,43.77
43.66,44.32,44.42,43.66
44.21,43.10,44.57,42.89
43.51,44.46,44.55,42.82
44.19,43.53,44.52,43.00
43.57,44.03,44.28,43.11
44.22,44.78,44.87,44.01
44.92,43.91,45.02,43.54
44.12,44.50,44.65,43.92
46.44,45.80,46.99,45.12
46.00,46.45,46.72,45.72
46.42,46.52,46.75,45.66
46.66,46.39,46.67,46.20
46.48,48.37,48.56,46.30
48.52,47.08,48.69,46.50
47.27,47.05,47.30,46.76
47.67,48.00,48.40,47.37
48.02,48.17,48.22,47.71
48.30,48.47,48.57,47.82
48.47,48.00,48.74,47.55
47.83,48.13,48.56,47.64
49.28,49.14,49.70,48.68
49.00,48.44,49.15,48.12
48.45,49.63,49.75,48.45
49.71,49.76,50.21,49.12
49.51,49.22,49.85,49.09
49.35,49.43,49.50,48.96
49.44,49.01,49.60,48.86
46.11,50.31,51.25,46.11
50.85,51.20,53.83,50.33
50.36,51.64,51.73,49.98
51.21,51.73,51.92,50.87
52.11,52.77,53.18,51.96
52.32,52.59,52.98,52.09
52.61,52.92,53.28,52.42
52.60,52.51,54.08,52.51
52.88,53.95,53.98,52.21
54.13,55.14,55.24,54.13
55.33,55.77,56.31,55.10
55.62,55.92,56.29,55.50
56.28,56.58,56.67,55.95
56.62,56.94,57.13,56.16
56.50,57.15,57.70,56.13
57.31,56.61,57.85,56.40
56.84,57.12,57.57,56.15
56.88,56.26,57.30,56.09
56.86,56.04,57.08,55.59
56.00,56.45,56.80,55.71
56.42,56.70,57.21,56.28
