WRLD,World Acceptance Corporation - Common Stock,NASDAQ
34.81,35.29,35.40,34.06
35.13,36.29,36.38,34.92
36.46,38.24,38.38,36.30
38.45,38.14,38.45,37.66
38.15,37.55,38.21,37.32
38.00,38.59,38.60,37.32
38.43,39.90,39.92,38.43
39.85,38.66,39.90,38.61
38.50,38.33,39.07,37.72
38.39,38.25,38.94,38.07
38.30,37.49,38.46,37.36
37.19,37.51,37.56,36.78
37.50,38.66,38.81,37.33
38.72,37.90,39.40,37.88
37.85,37.13,38.66,37.00
37.37,38.44,38.66,36.72
37.47,35.58,37.65,34.73
35.57,35.28,36.04,34.95
35.07,34.22,35.80,33.38
34.00,35.31,35.54,33.62
35.00,33.64,35.06,33.55
33.57,33.25,34.47,31.56
33.18,33.41,34.19,33.00
34.72,34.63,35.04,34.10
34.31,34.99,35.37,34.19
35.15,37.62,37.65,35.15
37.36,35.80,37.36,35.45
35.38,35.44,35.60,34.80
35.56,35.82,36.27,34.85
36.15,34.50,36.20,34.16
34.28,36.01,36.59,33.98
35.07,36.40,37.15,35.07
35.93,36.73,38.03,35.62
36.73,36.03,37.43,35.89
35.43,35.78,35.95,34.40
36.00,35.81,36.66,35.45
36.64,37.37,37.41,35.99
37.29,35.73,37.29,35.68
35.40,34.69,35.88,34.66
34.81,35.87,35.89,34.53
36.12,36.26,36.48,35.66
35.96,34.52,36.22,34.45
34.66,34.15,35.19,34.04
34.24,34.24,34.54,33.30
34.44,33.96,34.56,33.48
34.52,35.10,35.16,33.50
34.83,36.51,36.59,34.57
36.93,36.72,37.37,36.21
36.84,38.47,38.65,36.84
38.19,39.55,39.71,37.36
39.56,39.07,39.83,38.58
39.32,39.74,40.00,38.67
40.00,39.60,40.12,39.41
39.61,39.56,40.42,38.71
39.53,39.98,40.55,39.50
39.84,39.41,40.23,39.24
39.70,40.39,40.39,39.44
40.64,41.28,41.59,40.21
40.63,39.90,40.63,39.63
39.94,38.31,40.29,38.03
38.55,38.11,38.55,36.81
38.46,37.50,38.46,37.17
38.20,36.88,39.08,36.76
36.94,38.75,38.85,36.74
38.98,39.02,39.03,38.43
39.06,39.82,39.86,39.02
39.65,39.95,40.17,39.31
40.55,41.09,41.27,39.92
41.14,41.28,41.40,40.45
41.20,41.15,41.67,40.08
40.90,39.65,41.45,39.47
39.66,39.30,39.84,38.77
38.76,39.45,39.67,38.18
39.59,38.53,40.00,38.35
39.02,40.04,40.20,39.02
39.75,41.03,41.17,39.40
41.00,41.90,41.95,40.70
42.31,43.00,43.18,41.57
43.00,42.25,43.12,41.73
42.45,42.14,42.73,41.52
41.49,41.43,41.91,41.29
41.99,42.70,42.80,41.53
42.48,42.01,42.72,41.55
42.40,42.53,42.61,41.91
42.15,42.02,42.58,41.50
41.65,40.95,41.89,40.71
41.10,40.95,41.10,40.79
40.59,40.22,40.98,40.01
39.56,38.98,39.88,38.69
38.40,38.71,39.10,38.36
38.60,38.12,38.86,38.05
37.87,38.21,38.71,37.59
38.53,38.80,39.04,38.15
38.75,39.80,39.98,38.48
39.77,37.92,39.96,37.91
37.83,38.76,39.06,37.67
38.89,38.83,39.29,38.60
38.24,38.66,39.16,38.24
38.32,39.43,39.44,38.32
39.51,38.89,40.09,38.71
39.33,40.16,40.23,38.99
40.06,39.85,40.54,39.83
39.73,40.75,41.00,39.23
41.40,42.27,42.28,40.90
42.24,43.50,43.50,42.24
43.94,43.90,44.01,42.85
43.60,42.16,43.93,42.11
42.29,41.84,42.71,41.64
42.47,41.94,42.66,41.51
42.09,42.38,42.89,41.80
42.98,43.71,44.00,42.69
43.53,43.21,43.59,42.72
43.12,43.28,43.49,42.38
43.28,42.74,43.28,41.73
43.20,42.00,43.20,41.62
41.95,44.57,44.59,41.95
44.66,45.72,46.08,44.24
44.82,43.43,45.58,43.16
43.14,42.59,44.01,42.54
43.27,44.36,44.41,43.06
44.50,44.61,44.80,44.11
44.83,45.82,45.99,43.71
45.81,45.11,45.86,45.01
45.34,44.16,45.34,43.75
44.59,43.69,45.00,43.41
43.37,43.28,43.76,42.60
43.58,44.66,44.81,43.16
44.51,42.25,44.94,42.11
42.36,41.07,42.51,40.77
40.78,39.44,40.99,39.23
39.29,39.38,39.98,39.17
39.16,39.22,39.53,38.69
39.28,38.60,39.52,38.13
38.41,38.70,39.00,38.06
39.09,37.86,39.31,37.27
37.66,38.85,38.88,37.66
38.46,38.63,39.29,38.20
38.76,39.32,39.51,38.35
39.46,39.44,39.97,38.85
39.81,39.21,39.81,38.84
39.57,39.25,39.85,39.19
39.56,42.53,43.58,39.56
42.25,42.92,43.02,40.61
43.16,41.63,43.16,41.46
41.53,43.15,43.50,40.89
43.34,42.25,43.34,41.91
42.77,42.54,42.95,42.34
42.70,43.10,43.53,42.38
43.84,43.52,43.88,43.05
43.50,43.78,44.35,43.22
43.63,43.04,43.85,42.60
43.03,42.77,43.57,41.98
42.69,42.67,42.76,41.67
42.42,42.24,42.42,41.42
41.83,41.72,42.44,41.62
42.00,41.98,42.60,41.46
41.84,41.93,42.16,41.40
41.86,41.89,42.00,41.27
42.17,42.07,42.47,41.84
41.89,42.29,42.46,41.07
42.19,42.55,42.80,42.03
42.20,43.68,44.07,41.89
43.76,45.13,45.17,43.76
44.80,45.45,45.55,44.80
45.13,44.84,45.39,44.00
44.34,44.06,44.82,43.76
44.72,47.00,47.43,44.36
47.23,47.78,48.03,46.20
47.50,48.70,49.29,47.13
48.77,48.52,49.17,47.47
49.15,49.68,49.91,48.50
49.65,49.73,49.90,49.36
49.94,49.87,49.94,49.52
49.94,51.40,51.75,49.30
51.79,51.80,52.88,51.26
51.95,51.58,52.65,50.74
51.54,51.58,52.00,50.92
51.62,51.90,51.97,51.45
51.77,52.05,52.06,51.40
52.37,52.80,52.91,52.28
53.15,53.20,53.54,52.94
53.46,53.13,54.11,53.01
53.32,53.85,54.16,52.52
53.93,54.77,55.24,53.86
54.77,54.55,54.94,54.00
54.77,53.60,54.77,53.35
53.83,53.81,54.69,53.75
53.85,52.80,54.10,52.71
53.10,54.47,54.81,53.10
54.32,53.86,54.53,53.15
53.64,54.21,54.28,53.04
54.30,53.70,54.30,53.40
53.90,52.73,53.90,52.38
52.50,52.34,52.97,51.43
52.52,53.72,53.86,52.34
54.00,54.52,54.69,53.48
54.52,55.22,55.31,54.22
55.27,57.96,57.98,55.01
57.51,57.29,57.68,56.65
57.15,55.27,57.15,55.01
54.84,54.17,55.70,53.79
54.46,54.61,55.70,54.06
54.94,54.67,55.00,54.37
54.48,54.94,55.00,54.23
55.23,57.81,58.21,55.23
58.30,59.08,59.49,55.31
58.93,56.75,58.93,56.65
56.83,56.16,57.65,56.00
56.66,58.84,58.94,55.97
58.90,56.71,59.48,56.61
56.84,58.01,58.15,55.90
58.04,58.50,58.68,57.10
58.94,59.60,60.35,58.48
59.55,59.96,59.96,58.70
59.65,60.39,60.44,59.33
59.95,60.32,60.62,59.95
60.00,62.81,62.81,60.00
63.12,62.97,63.75,62.59
62.57,61.03,62.73,61.01
61.17,62.77,63.50,61.03
62.72,62.33,63.08,61.95
62.62,62.08,62.73,61.81
61.24,61.77,62.58,60.42
61.73,58.15,62.12,58.12
58.20,59.81,60.24,58.07
59.97,60.06,60.81,59.63
60.46,59.81,61.00,59.65
60.19,59.50,60.38,58.50
59.68,60.15,60.35,59.46
60.70,61.74,62.35,60.54
61.95,61.79,62.14,60.54
62.64,60.51,62.64,60.25
60.72,62.03,62.18,59.32
60.18,58.69,60.88,58.53
58.04,58.90,59.43,57.49
58.40,61.00,61.62,57.65
60.68,61.39,61.60,59.72
59.51,60.84,61.80,59.51
60.85,59.95,61.49,59.61
60.89,59.85,60.89,59.62
60.47,60.24,60.68,50.12
60.97,63.76,64.00,60.62
63.93,61.92,63.93,61.85
61.68,62.27,62.95,61.08
62.84,63.53,63.70,62.15
63.80,64.69,65.92,63.17
65.15,63.74,65.15,63.72
63.60,64.53,64.68,63.42
64.96,65.10,65.37,64.58
65.00,65.20,65.30,64.85
65.75,65.86,65.94,65.20
66.09,66.61,66.78,65.75
66.70,67.38,67.92,66.69
67.35,67.43,67.99,66.71
67.50,67.47,68.45,66.54
68.02,64.07,68.02,63.66
63.94,65.03,65.94,63.94
64.40,64.53,65.75,64.40
65.04,64.54,65.04,63.50
63.96,64.40,64.70,63.75
64.22,64.73,65.09,63.68
63.98,63.68,64.57,63.37
63.94,63.90,64.26,63.59
64.96,65.10,65.49,64.57
65.72,65.72,65.78,65.01
65.53,66.32,66.61,65.40
66.59,66.77,67.49,65.96
66.89,67.82,67.82,65.66
67.05,67.20,68.27,66.55
67.43,67.95,68.33,65.77
68.43,67.49,68.43,67.02
67.39,67.53,67.85,67.16
67.50,67.01,67.64,66.68
66.59,66.93,68.10,66.12
67.77,66.86,68.02,66.83
66.70,67.58,68.10,66.25
68.03,68.73,68.90,67.79
68.20,67.66,68.72,67.50
67.18,67.58,67.99,67.02
67.72,66.50,67.82,65.59
66.10,66.08,67.10,65.51
65.60,62.26,66.82,62.13
62.53,60.65,62.53,59.92
61.22,60.94,61.36,59.29
60.54,61.55,61.99,60.54
60.55,61.53,62.33,60.21
61.75,62.92,63.80,61.09
62.60,63.24,64.33,62.14
63.04,64.66,64.73,62.48
64.80,65.51,65.66,64.30
66.00,66.68,66.91,65.44
66.50,64.96,66.68,64.96
65.43,64.76,65.82,64.31
63.78,64.46,65.17,62.91
64.30,63.38,64.88,63.32
63.71,63.22,64.48,61.36
63.11,62.92,63.91,62.28
63.16,63.67,64.25,63.00
63.46,62.29,63.46,61.97
62.58,61.45,62.99,61.35
61.85,62.69,63.37,61.85
62.08,62.03,62.65,61.49
62.05,60.93,62.05,59.75
61.50,59.56,61.80,58.85
59.65,61.41,61.95,59.65
61.79,61.89,64.00,61.79
61.61,60.90,62.55,60.78
60.17,63.49,63.54,59.51
63.56,62.59,63.98,62.33
62.71,64.86,65.07,62.01
65.00,65.04,65.47,64.44
65.31,65.83,66.04,64.39
65.91,65.57,66.64,65.41
65.95,67.73,67.82,64.83
67.85,67.34,68.27,67.03
67.16,67.37,67.63,66.77
68.30,67.93,69.31,67.23
66.71,67.22,67.78,65.01
66.49,66.44,67.38,65.81
66.31,66.85,67.57,66.07
67.23,67.27,68.47,66.21
67.55,65.69,68.41,65.12
65.85,65.14,65.85,64.73
65.00,65.62,66.33,64.86
65.95,67.21,67.51,65.95
67.78,67.36,68.56,66.64
68.11,68.53,70.13,66.89
68.64,68.20,68.64,67.03
67.19,67.51,68.64,66.42
67.68,67.80,67.85,66.32
67.63,64.00,67.65,63.66
63.95,64.08,65.16,63.92
63.24,63.72,64.74,61.64
64.77,63.52,65.22,62.50
63.26,61.32,63.77,61.18
61.24,63.93,64.13,61.01
63.10,63.00,63.72,62.01
63.68,62.45,64.44,60.58
60.63,59.50,62.19,58.76
60.13,61.93,62.45,57.10
60.44,60.35,62.18,58.91
61.24,64.01,64.89,60.43
64.71,62.89,65.33,62.48
63.42,64.35,66.46,63.37
63.79,64.19,64.51,62.73
64.79,65.03,65.90,64.27
63.96,62.41,64.27,61.16
61.16,61.51,63.10,60.57
62.96,60.69,62.98,60.40
60.75,61.55,61.63,60.12
61.50,62.51,62.87,61.08
62.95,61.78,63.59,61.06
61.30,62.71,62.84,61.00
63.36,64.67,64.87,62.97
64.27,65.18,65.80,63.37
65.66,65.15,65.95,64.58
65.15,64.06,66.00,63.45
62.54,62.81,64.02,61.55
61.05,63.25,63.26,61.03
63.73,63.95,64.08,62.78
63.29,63.67,64.77,63.29
62.99,62.65,63.65,62.37
61.88,62.75,63.22,61.70
63.29,63.11,63.90,62.44
63.66,63.22,63.99,62.39
63.63,63.85,64.21,62.23
64.16,63.74,64.86,63.00
62.63,62.73,64.45,62.08
62.99,61.12,63.45,61.09
61.13,59.24,61.55,59.05
58.03,57.57,61.51,56.62
57.06,57.43,57.80,56.01
57.61,57.76,58.37,55.81
58.94,58.16,59.42,57.73
58.17,56.66,58.82,56.58
57.94,57.44,58.81,55.75
56.58,55.95,57.32,55.65
55.62,54.46,56.25,54.27
53.84,56.56,56.73,53.56
56.74,56.95,57.29,55.89
56.99,59.29,59.52,56.52
59.55,57.63,59.55,57.00
58.51,59.32,59.71,57.96
59.00,59.57,60.63,58.86
60.00,61.07,61.55,60.00
60.89,60.85,61.43,60.15
61.54,61.52,61.77,60.17
61.00,59.90,61.64,59.69
60.19,61.49,61.87,59.32
61.34,60.49,61.80,60.00
60.59,60.92,61.07,59.55
61.74,62.20,62.33,61.11
62.37,63.19,63.59,61.83
62.59,61.49,62.59,61.23
62.39,62.64,62.88,61.04
65.12,69.09,69.12,63.81
68.73,68.56,69.82,68.37
67.60,67.65,68.45,66.99
65.32,66.38,68.37,65.32
67.67,66.89,68.00,65.70
67.75,68.65,68.82,66.91
67.96,67.97,68.79,66.91
67.93,67.70,68.19,66.66
68.23,68.26,68.39,66.47
66.38,66.57,67.52,66.33
67.68,66.90,67.76,66.51
67.73,67.92,67.97,67.06
67.99,67.15,67.99,66.63
66.73,67.52,68.00,66.21
66.84,65.87,67.31,65.79
65.88,65.17,66.47,64.71
65.10,65.10,65.68,64.68
64.15,63.71,64.82,63.51
63.70,63.91,64.39,63.13
63.33,63.35,64.71,63.12
63.23,62.19,63.98,62.19
64.12,64.82,65.06,63.68
64.66,64.30,65.09,63.26
66.81,68.62,68.70,66.43
68.26,67.70,69.57,67.37
68.66,68.35,69.43,68.16
69.48,69.05,69.48,68.26
69.18,68.85,69.71,68.50
68.61,69.38,69.71,67.90
68.62,67.91,69.11,67.81
68.13,69.42,69.50,67.82
68.62,68.99,69.00,67.96
69.35,68.12,69.50,67.76
67.74,67.98,68.90,67.30
68.79,68.46,69.20,67.89
69.00,69.44,70.06,68.70
69.83,69.71,70.96,69.32
70.80,71.77,72.24,69.93
71.82,72.17,72.30,70.97
72.26,72.35,72.49,70.19
72.55,72.85,73.01,71.56
72.88,73.09,73.90,72.57
73.01,73.22,73.50,72.60
73.12,73.46,73.81,73.03
73.30,73.50,74.48,73.04
74.95,73.70,74.95,73.43
73.61,68.85,73.61,68.63
68.72,68.01,68.99,66.18
68.11,67.68,68.11,67.14
67.69,68.10,68.14,67.18
69.05,68.91,69.59,68.08
68.60,68.47,69.07,68.29
68.69,68.59,69.21,68.43
67.78,68.12,68.52,67.65
68.35,67.77,68.88,67.77
67.54,67.95,69.61,67.26
68.17,70.06,70.34,68.16
69.84,69.71,70.09,68.24
69.76,69.05,70.49,68.90
68.70,71.67,72.12,68.65
70.00,66.14,70.00,65.83
66.19,64.50,66.88,63.37
64.34,63.75,65.90,63.26
63.59,63.85,63.99,63.00
64.20,63.72,64.35,62.65
63.85,66.05,66.38,63.50
65.94,66.47,66.95,65.94
67.62,67.75,68.08,67.17
67.54,67.63,68.06,67.11
67.71,67.70,68.64,67.15
67.50,67.75,68.04,67.30
67.68,66.44,67.68,66.11
65.77,65.43,65.97,64.77
65.88,65.50,66.30,64.94
65.13,64.99,65.70,64.52
65.10,64.90,65.59,64.61
65.16,65.00,65.58,64.90
65.19,64.98,65.19,64.78
65.00,65.40,65.43,65.00
65.21,65.26,65.80,65.09
65.13,64.81,65.37,64.23
64.91,64.61,65.16,64.40
63.85,64.51,64.68,63.18
64.67,64.05,64.78,63.95
64.23,63.52,64.60,63.49
64.10,63.63,64.40,63.56
63.47,62.23,63.54,62.18
61.90,65.16,65.56,61.61
64.57,63.38,64.57,63.12
63.40,62.82,63.55,62.62
63.15,64.14,64.24,62.00
64.05,65.21,65.55,63.72
65.01,64.68,65.63,64.52
65.23,66.25,66.60,65.00
66.25,65.47,66.77,65.08
65.18,64.97,65.25,64.11
64.98,63.79,65.17,63.38
63.57,65.15,66.35,63.12
64.57,64.50,65.11,64.03
64.55,64.50,64.83,63.73
63.87,63.55,64.22,63.25
63.44,64.18,64.44,63.16
64.72,64.86,65.44,64.38
64.99,63.42,65.45,63.38
63.77,63.38,64.20,62.45
62.91,62.81,63.33,62.11
63.33,61.25,63.33,61.18
60.93,62.49,62.81,60.11
62.20,60.67,62.86,60.63
60.25,60.32,60.48,59.83
60.00,60.19,60.35,59.71
59.09,58.15,59.43,57.98
58.24,57.80,58.51,57.62
58.24,58.65,58.72,58.20
58.57,58.48,58.87,58.08
58.08,59.01,59.33,58.08
59.09,58.53,59.40,58.25
58.79,59.09,59.57,58.79
58.62,58.92,59.09,58.25
58.78,58.72,59.46,58.37
59.35,58.30,59.37,57.70
57.42,57.95,58.31,57.03
57.79,58.05,58.69,57.69
58.66,58.49,59.01,57.99
58.26,61.70,62.23,58.26
64.95,66.01,67.19,63.76
65.81,66.51,66.59,64.80
66.67,68.21,70.28,66.30
67.62,68.34,68.87,67.16
68.47,68.40,68.65,67.64
67.90,68.34,68.83,67.71
68.27,68.32,68.77,68.00
68.17,69.84,69.87,67.30
69.16,69.87,70.39,68.55
70.11,69.95,70.23,68.93
69.42,70.08,70.31,68.82
69.68,69.72,70.21,68.82
69.57,70.08,70.81,69.28
70.22,70.48,70.80,69.91
70.60,69.97,71.09,69.87
69.93,69.28,70.93,68.50
69.29,69.50,69.62,68.63
69.61,68.39,69.61,67.82
68.06,69.21,69.46,67.30
69.42,69.79,69.97,68.70
69.55,69.21,70.94,69.03
69.47,69.75,70.15,68.78
69.38,68.39,69.66,67.81
68.22,68.44,68.98,68.00
65.51,65.47,67.35,64.58
65.49,65.67,66.07,65.34
65.28,66.10,66.29,65.18
66.62,67.09,67.28,66.46
67.82,66.58,67.88,66.23
66.31,67.71,68.00,66.08
68.95,65.24,68.95,65.06
65.87,65.70,67.49,65.05
65.74,64.97,66.56,64.89
65.25,65.35,65.67,64.87
65.19,66.14,66.71,65.01
65.68,66.14,66.29,65.17
66.18,69.09,69.77,65.78
68.93,67.99,69.89,67.48
68.08,65.20,68.13,65.05
65.41,65.50,65.79,64.95
65.00,65.00,65.38,64.94
65.20,65.20,65.70,64.98
65.15,65.12,65.61,65.00
65.00,65.24,65.26,64.45
66.50,65.80,66.50,65.16
66.09,66.56,66.58,65.46
66.31,66.99,66.99,65.72
66.75,67.27,67.76,66.75
66.56,66.79,67.18,66.20
66.51,67.37,67.50,66.05
67.77,68.52,68.62,67.19
68.52,68.18,69.09,67.57
67.61,70.00,70.31,67.26
70.05,71.61,73.32,69.91
71.36,72.01,72.49,71.16
72.61,73.56,74.19,71.94
73.62,73.41,75.68,72.93
73.43,68.99,73.43,68.23
68.25,66.62,68.93,65.74
65.57,67.71,68.33,65.12
67.75,67.31,68.08,66.90
67.83,67.80,68.20,67.01
71.45,70.99,76.52,66.01
71.47,69.68,72.72,68.46
69.71,69.62,70.70,68.64
69.32,71.27,71.78,69.25
71.21,71.00,72.18,70.84
70.71,71.24,71.94,69.72
72.19,70.73,73.20,70.42
70.88,70.37,71.63,70.31
70.93,70.67,71.44,70.61
70.30,71.38,72.08,69.91
71.73,71.93,72.28,71.52
71.97,71.61,72.31,71.05
71.56,72.27,73.18,70.54
72.63,72.76,73.62,71.90
72.58,73.10,74.29,72.30
72.83,73.96,74.32,72.83
74.00,74.19,74.34,73.44
73.97,74.45,74.76,73.59
74.61,74.16,75.62,74.06
73.84,73.33,74.68,73.11
73.15,73.52,73.84,72.74
73.56,73.54,74.17,73.09
73.63,72.58,73.63,72.21
72.43,73.40,73.61,71.98
73.63,73.47,74.19,73.25
73.05,73.01,73.32,72.86
73.40,73.00,73.60,72.65
75.79,74.11,75.81,72.83
73.84,74.45,74.99,73.67
74.87,74.98,76.13,74.83
75.52,75.13,75.89,74.73
75.03,75.38,75.63,74.73
75.13,75.93,76.09,74.99
75.84,76.00,76.01,74.94
75.94,76.44,77.00,75.75
76.69,76.63,79.11,76.31
76.28,75.99,77.03,75.73
76.10,76.68,76.89,76.09
76.68,76.28,76.84,76.12
75.75,74.10,76.53,73.44
74.86,71.02,74.86,70.70
70.75,70.40,72.28,69.20
70.84,69.36,71.03,67.45
69.33,68.01,69.86,66.79
68.41,68.65,68.65,67.31
68.14,67.45,68.39,67.44
68.04,68.36,68.55,66.50
68.40,68.69,69.17,67.99
68.98,69.46,69.87,68.55
69.50,70.51,71.22,69.47
70.68,68.99,71.22,68.77
68.95,68.72,69.14,68.05
68.99,67.14,69.06,66.44
67.02,66.65,67.59,66.42
67.00,67.23,67.64,66.72
67.06,66.36,67.27,65.64
66.33,66.60,66.73,65.50
66.76,66.71,66.86,66.29
66.78,67.23,67.43,66.40
67.03,66.51,67.89,66.20
66.26,66.81,67.03,66.25
66.62,66.39,67.07,65.97
66.03,67.03,67.13,65.72
67.10,67.78,70.95,67.10
62.22,63.62,66.54,61.00
64.12,65.76,66.46,63.62
65.19,66.76,67.01,64.70
66.60,66.99,67.04,66.27
66.98,66.96,67.56,65.97
67.03,66.84,67.17,66.77
67.02,67.12,67.44,66.68
66.49,65.81,66.64,65.08
65.74,65.68,66.48,65.50
65.56,65.73,66.59,65.42
65.82,65.85,66.16,65.62
65.51,65.55,66.48,64.88
65.50,65.41,65.99,65.23
64.92,65.17,65.68,64.57
65.01,66.45,66.50,64.26
66.99,69.99,70.99,66.75
69.50,69.97,70.12,68.92
69.82,70.92,71.30,69.82
71.00,71.04,71.61,70.75
70.50,72.62,72.84,70.34
72.37,72.63,73.49,72.15
72.34,73.12,73.23,72.11
73.50,73.87,75.28,72.13
74.00,73.01,74.00,72.89
71.16,71.71,72.28,71.16
71.91,73.27,73.38,71.17
73.28,73.50,73.82,72.90
73.64,73.87,74.09,73.02
74.01,74.08,74.21,73.56
74.04,74.48,74.74,73.50
74.62,73.41,74.82,73.13
73.71,73.01,74.07,72.89
72.95,72.83,73.43,72.54
72.57,72.43,72.67,70.69
72.68,72.75,73.08,72.14
72.79,72.97,73.25,72.21
72.90,72.69,73.12,72.30
72.82,73.49,73.97,71.98
73.07,73.59,73.67,72.03
73.39,73.87,73.99,72.58
73.83,72.74,74.03,72.52
72.68,72.96,73.05,71.74
72.58,72.92,73.36,72.58
72.77,74.56,74.94,72.62
74.63,74.36,75.06,73.72
74.46,74.75,75.49,74.32
75.33,75.85,76.22,74.89
75.78,75.32,76.35,75.32
75.30,74.26,75.94,73.96
74.49,74.49,74.91,73.85
74.73,74.65,74.90,74.43
74.66,74.11,74.74,74.06
74.09,73.54,74.18,73.34
73.17,73.00,73.25,72.33
73.04,73.12,73.36,72.64
73.41,72.99,73.93,72.19
72.84,73.81,74.07,72.84
73.70,74.09,74.17,73.05
73.88,74.28,74.68,73.83
74.25,74.74,74.94,73.64
75.00,75.12,75.24,74.18
75.03,75.96,76.08,74.48
75.78,76.76,76.84,75.49
76.50,75.31,76.50,72.12
76.15,77.55,77.64,75.79
77.66,78.39,78.63,77.63
77.05,76.64,77.99,76.32
76.94,77.31,77.78,76.94
77.00,77.55,77.65,76.37
77.69,77.70,78.05,77.00
77.80,78.20,78.31,77.74
78.00,77.90,78.22,77.58
77.90,78.17,78.30,77.80
78.14,78.25,78.30,77.26
77.84,78.30,78.47,77.84
78.50,78.66,79.76,78.26
79.18,80.31,80.35,78.66
80.16,79.23,80.49,79.16
79.24,78.13,79.37,78.01
78.62,78.89,78.96,78.29
79.33,77.08,79.33,77.04
77.50,75.79,77.50,75.74
75.62,75.97,76.73,73.90
75.72,78.70,79.27,75.72
78.14,78.84,78.99,76.84
78.50,78.72,78.97,77.75
79.00,78.89,79.31,78.50
79.21,79.24,79.27,78.63
79.00,79.21,79.30,78.33
79.76,79.20,79.76,78.61
79.22,79.35,79.35,78.46
79.06,79.83,79.97,79.06
80.00,78.99,80.01,78.80
78.99,79.01,79.50,78.62
78.90,79.67,79.92,78.62
78.86,78.45,79.29,77.89
78.36,79.14,79.56,77.85
79.43,81.24,81.24,79.31
80.74,81.53,81.79,80.11
81.92,81.90,82.23,81.02
82.00,82.31,83.12,81.29
82.68,83.37,83.67,82.30
83.17,82.84,83.62,82.49
82.94,85.87,87.19,82.36
86.04,84.41,86.49,83.97
82.38,84.25,84.49,82.00
84.34,81.78,84.34,81.78
82.08,81.22,82.29,80.94
80.27,80.62,80.84,79.55
80.77,81.15,81.23,79.84
81.41,82.40,83.56,81.07
82.38,83.51,83.99,82.38
83.21,83.52,84.78,83.19
83.49,83.34,84.36,82.91
83.24,80.14,83.70,79.93
80.77,83.91,84.48,80.40
83.17,85.33,85.65,82.40
85.68,86.32,86.82,84.09
86.36,89.59,89.60,86.36
89.73,91.81,92.18,89.32
91.50,91.40,92.63,91.01
91.31,87.19,91.31,86.31
87.50,86.77,90.41,86.71
87.22,86.67,87.54,86.17
87.18,87.00,87.79,86.55
86.82,88.86,89.04,86.79
88.88,88.62,89.29,88.48
88.70,90.15,90.35,88.39
90.99,90.56,91.88,90.13
90.36,90.90,92.00,90.00
90.89,93.04,93.04,90.45
93.10,93.31,94.11,92.54
93.03,92.69,93.35,92.56
92.92,93.79,94.15,92.79
93.97,92.50,94.08,92.21
92.00,88.07,92.00,86.76
87.93,90.69,90.89,86.62
90.44,90.23,90.81,89.89
90.75,90.37,90.75,89.29
89.77,89.60,91.01,89.15
89.50,87.82,89.84,87.50
88.03,88.25,90.23,87.79
87.95,88.24,90.00,87.68
88.11,89.25,89.67,87.56
90.61,91.68,92.00,90.61
91.48,91.71,92.00,90.60
91.65,92.99,93.23,91.65
92.85,92.36,93.40,92.30
92.41,93.88,94.29,91.88
94.24,92.84,94.99,92.83
92.76,92.58,93.22,91.91
92.81,94.14,94.16,92.52
94.60,93.91,94.92,93.55
94.24,93.56,94.59,92.43
93.16,93.75,94.88,92.41
94.16,92.69,94.24,91.77
92.48,93.54,93.76,91.67
93.66,92.87,94.29,92.74
93.12,93.47,94.02,92.96
93.33,92.73,94.95,91.75
92.88,89.57,92.88,88.25
