JKH,iShares Morningstar Mid-Cap Growth ETF,NASDAQ
78.87,78.33,78.87,77.52
77.39,78.58,78.73,77.15
79.75,79.97,80.11,79.39
79.74,79.63,79.95,79.32
80.00,80.54,80.57,79.63
80.00,80.09,80.23,79.77
79.26,79.92,80.05,78.85
80.61,80.45,80.61,80.07
79.72,79.53,79.87,79.08
78.23,77.21,78.23,77.02
75.68,76.90,77.05,75.49
76.79,76.55,76.93,76.55
75.97,76.42,76.71,75.69
77.05,77.77,78.24,77.05
77.39,77.91,78.19,77.30
77.78,77.12,78.03,76.74
76.52,77.41,77.41,76.40
77.92,76.83,78.10,76.83
75.71,75.59,76.04,75.00
74.99,75.98,76.06,74.56
76.28,75.48,76.49,75.36
76.15,76.86,76.89,74.89
76.61,76.02,76.92,76.02
75.51,75.48,75.97,75.01
76.73,77.81,77.89,76.61
78.31,78.97,78.97,78.31
80.05,79.94,80.30,79.50
79.74,79.15,79.74,79.15
79.37,79.81,80.19,79.37
80.74,79.90,80.74,79.60
80.06,80.19,80.39,79.89
81.08,81.47,81.48,81.03
81.30,81.58,81.96,81.16
81.41,81.84,81.96,81.41
81.74,81.80,81.80,81.58
81.92,81.90,82.17,81.61
82.21,83.24,83.37,82.12
83.22,82.92,83.35,82.77
82.73,82.29,83.36,82.08
81.77,82.11,82.99,81.75
83.22,83.88,83.93,83.22
83.86,83.67,84.15,83.53
83.59,84.37,84.39,82.87
84.25,84.45,84.68,84.02
84.98,84.32,85.35,83.72
84.90,84.45,84.95,84.01
84.33,83.69,84.52,83.22
84.56,85.41,85.49,84.56
85.28,84.13,85.28,83.88
83.96,84.13,84.46,83.74
84.29,84.76,84.95,83.94
85.02,84.91,85.09,84.78
84.31,85.24,85.39,83.88
85.77,85.96,86.29,85.58
85.78,85.13,85.78,84.99
85.87,85.50,85.87,84.99
85.45,85.65,85.69,85.25
84.57,84.11,84.98,83.71
84.84,85.09,85.33,84.52
85.62,85.23,85.94,84.59
85.30,85.94,86.01,85.30
86.91,86.55,87.19,86.51
86.05,86.61,86.85,86.00
86.73,86.68,86.73,86.13
87.48,86.92,87.48,86.42
86.64,87.56,87.57,86.64
88.17,87.07,88.30,87.04
88.28,88.26,88.41,88.13
88.07,88.33,88.49,87.56
89.62,89.80,89.80,89.48
89.98,90.13,90.28,89.88
89.87,90.53,90.63,89.87
90.95,90.00,91.03,90.00
90.19,90.67,90.76,89.67
89.88,91.01,91.04,89.86
90.31,89.68,90.51,89.13
90.03,89.75,90.11,89.75
88.85,88.17,89.11,87.97
88.40,88.60,88.92,88.40
90.14,90.33,90.58,90.14
90.44,90.91,91.06,90.43
90.60,91.78,91.84,90.60
90.61,90.49,91.02,90.21
91.64,92.36,92.47,91.64
91.74,92.21,92.31,91.60
91.35,92.06,92.06,90.93
90.80,91.36,91.86,90.73
93.00,93.41,93.61,93.00
93.84,94.39,94.40,93.84
94.54,94.63,94.63,94.33
94.96,95.12,95.12,94.60
96.14,95.23,96.14,95.23
95.38,95.06,95.38,94.90
95.53,95.42,95.53,95.08
95.38,95.85,95.85,95.26
96.42,95.63,96.42,95.63
95.59,95.39,95.81,95.29
95.46,95.34,96.20,95.29
95.24,96.11,96.11,95.07
96.49,96.54,96.83,96.49
96.80,96.66,96.82,96.08
96.97,97.34,97.34,96.84
97.48,97.06,97.48,96.80
96.72,96.48,96.80,96.42
96.26,96.50,96.50,95.94
96.77,96.28,96.77,95.99
96.45,96.67,96.72,96.45
96.69,96.53,96.85,96.48
96.51,96.31,96.51,96.15
97.08,97.18,97.75,96.89
97.36,96.30,97.36,95.79
96.15,97.01,97.14,96.15
97.16,96.90,97.16,96.71
96.86,96.73,97.07,95.65
96.25,97.34,97.44,95.97
97.75,97.68,98.03,97.68
98.18,98.50,98.53,98.05
98.73,98.85,98.96,98.60
98.68,99.20,99.20,98.49
99.00,99.73,99.73,98.84
99.75,98.20,99.75,97.98
97.51,96.96,97.51,96.39
97.68,97.07,97.89,96.99
96.78,97.50,97.72,96.66
97.16,96.75,97.16,96.33
97.46,98.41,98.41,97.46
98.49,98.95,98.95,98.45
98.19,97.32,98.19,96.97
97.66,98.33,98.61,97.52
99.22,99.92,100.06,99.18
99.51,99.88,100.23,99.51
99.94,100.28,100.28,99.40
100.51,101.28,101.28,100.51
101.72,101.87,102.35,101.67
102.14,101.78,102.14,101.58
101.95,101.69,102.22,101.48
101.20,102.68,102.69,100.82
102.24,103.67,103.72,102.15
104.02,104.42,104.42,103.76
104.02,103.63,104.02,103.55
104.24,104.43,104.55,104.07
104.20,104.65,104.83,104.12
104.63,104.28,104.64,104.28
103.38,101.62,103.70,101.60
101.62,100.77,101.62,99.60
100.37,100.92,101.18,100.31
101.42,102.78,102.80,101.42
103.63,102.87,103.64,102.25
103.12,101.08,103.12,100.66
100.68,101.73,102.03,100.68
102.57,103.71,103.82,102.57
103.76,102.94,103.76,102.75
103.63,102.05,103.63,101.23
101.72,102.67,103.09,101.72
102.00,102.01,102.50,101.77
100.75,100.26,100.89,99.82
99.61,101.21,101.32,99.61
100.35,100.60,101.01,100.02
98.05,99.86,100.13,97.66
99.50,99.31,100.67,98.84
100.50,99.98,100.50,99.67
100.71,99.78,100.71,99.64
101.22,101.69,101.87,101.19
101.69,101.23,101.79,101.14
100.98,101.87,101.90,100.46
102.10,103.26,103.31,102.10
103.30,103.82,104.37,103.25
104.18,102.96,104.18,102.96
103.17,104.21,104.21,102.72
104.69,105.18,105.27,104.69
105.00,105.32,105.32,104.94
105.68,105.56,106.03,105.40
106.09,105.88,106.09,105.61
105.80,106.02,106.48,105.80
106.54,105.57,106.54,105.27
105.45,105.02,105.58,104.43
105.73,104.31,105.73,104.28
104.34,103.72,104.34,103.67
103.86,102.85,103.86,102.66
104.04,104.13,104.13,103.29
103.57,103.91,103.97,103.24
104.07,104.67,104.69,104.00
103.32,103.07,103.32,102.39
103.45,103.66,103.66,102.95
105.29,105.99,106.03,105.29
106.67,106.79,106.79,106.29
106.75,106.68,106.75,106.36
107.04,106.99,107.35,106.99
107.11,106.93,107.11,106.35
107.40,107.61,107.68,107.29
107.75,108.28,108.34,107.75
108.67,107.62,108.86,107.62
107.54,106.29,107.54,105.64
106.38,105.33,106.38,104.79
104.98,105.09,106.04,104.46
106.15,105.73,106.89,105.28
105.97,106.87,106.87,105.97
107.36,108.10,108.26,107.23
108.00,106.75,108.00,106.39
106.51,107.66,107.86,106.08
107.38,106.57,107.42,106.45
106.35,105.38,106.96,105.38
104.85,104.85,105.18,103.93
104.98,106.68,106.88,104.98
107.01,106.85,107.05,106.40
106.66,106.71,106.74,106.18
104.94,104.80,105.07,104.45
105.25,104.52,105.52,104.38
104.57,105.80,105.90,104.51
105.38,106.56,106.59,105.38
107.04,107.02,107.50,107.01
108.18,107.53,108.18,107.07
108.05,106.16,108.05,106.13
105.82,105.79,106.36,105.21
104.41,104.41,105.35,104.37
103.88,102.99,103.92,102.86
103.35,103.62,104.06,102.99
103.03,102.29,103.03,101.99
102.45,103.10,103.24,102.45
102.10,101.88,102.11,101.27
101.44,100.84,101.74,100.26
101.65,102.34,102.79,101.65
101.64,100.92,102.12,100.73
100.80,100.10,101.00,99.50
101.45,100.64,101.45,100.61
100.15,101.22,101.29,100.15
103.09,103.65,103.65,103.09
103.38,103.40,104.25,103.38
101.90,103.72,103.72,101.25
103.65,102.62,103.65,102.53
102.47,103.41,103.67,101.83
105.03,105.56,105.56,104.97
105.77,106.21,106.74,105.77
106.67,107.25,107.40,106.67
107.06,108.77,108.89,107.06
109.16,109.50,109.62,108.76
109.11,109.62,109.83,108.75
110.96,110.77,111.10,110.67
109.73,109.92,109.92,109.05
109.06,107.09,109.06,107.00
106.99,106.84,107.35,106.75
107.06,107.22,108.47,107.06
107.80,105.85,108.08,105.62
106.89,107.42,107.42,106.36
106.92,106.02,106.96,105.29
107.42,108.28,108.32,107.42
108.56,107.55,108.56,107.28
107.90,108.31,108.81,107.90
108.16,108.89,109.09,108.02
107.85,108.45,108.68,107.55
107.82,107.30,107.89,107.23
105.88,104.22,105.88,104.11
104.26,104.04,105.47,103.96
102.81,103.72,104.29,101.90
104.76,102.86,105.07,102.03
102.11,99.62,102.84,99.62
99.59,100.47,100.47,97.25
98.64,94.33,98.64,94.30
95.46,92.73,95.50,90.14
89.07,85.35,90.38,85.19
87.31,90.63,90.63,85.98
89.73,87.70,90.60,87.63
89.13,92.59,93.34,88.29
93.39,93.40,93.94,92.53
94.11,95.41,95.41,94.09
94.35,93.67,94.66,93.17
94.52,92.87,94.59,92.12
90.02,87.20,90.02,86.71
86.05,85.57,87.90,85.57
87.89,85.62,87.89,85.55
85.81,89.60,89.60,85.81
89.37,90.65,90.66,88.78
90.85,88.61,91.67,88.56
87.93,91.26,91.48,87.19
93.33,94.92,94.92,93.30
94.93,95.87,96.27,94.26
95.97,95.95,97.62,95.55
96.06,94.62,97.02,94.62
92.45,92.26,93.24,91.56
89.11,91.69,91.69,88.92
93.30,95.00,95.01,93.30
94.16,93.67,95.12,93.67
92.00,90.97,92.50,90.26
89.57,91.42,91.43,89.41
91.85,93.03,93.10,91.71
92.73,95.81,95.90,92.73
95.78,95.98,95.98,95.45
96.30,96.18,96.59,95.51
94.32,95.50,95.90,93.87
95.64,94.27,96.52,94.27
94.47,91.97,94.47,91.97
88.89,88.25,89.39,86.88
87.56,88.56,88.65,87.36
88.59,90.50,90.50,88.44
92.41,91.78,93.86,91.78
91.65,89.08,92.54,89.08
90.69,86.79,90.69,86.79
87.04,87.08,87.90,86.40
85.57,82.21,85.69,82.17
81.20,84.96,84.96,80.29
85.27,87.04,87.10,84.50
86.86,89.20,89.20,86.76
89.56,88.07,89.56,87.46
89.58,91.00,91.00,89.58
90.31,91.26,91.51,90.30
92.05,92.25,93.10,92.05
91.26,92.67,92.88,91.23
93.73,94.43,94.43,93.26
94.02,92.08,94.07,92.03
92.25,93.96,94.54,91.40
93.97,92.56,94.35,92.50
92.75,92.67,92.80,91.31
93.79,94.84,94.84,93.79
96.06,97.70,97.70,96.00
96.73,94.94,96.85,94.94
96.12,95.69,96.12,94.01
98.61,99.55,100.41,97.89
99.35,100.33,100.33,99.35
98.46,97.51,98.93,97.51
94.22,94.54,95.43,93.62
96.18,96.62,96.99,95.65
97.57,98.86,98.96,96.43
97.84,99.14,99.25,97.82
98.96,98.94,99.27,97.87
99.46,99.84,99.88,98.47
97.23,95.61,97.40,95.33
96.76,95.79,96.76,95.00
97.21,97.76,98.28,97.21
97.46,97.12,97.76,96.95
96.73,98.03,98.37,96.53
96.94,96.43,98.30,96.32
96.12,93.95,96.12,93.83
94.10,93.79,94.59,93.50
92.05,92.16,92.48,91.01
92.01,91.73,92.01,91.00
90.07,89.35,90.07,89.27
89.64,88.92,89.64,88.92
91.80,91.84,92.59,91.80
92.34,92.22,92.83,91.94
95.38,96.59,96.59,95.38
96.15,96.40,96.82,96.15
97.45,96.52,97.78,96.34
98.22,97.45,98.36,96.98
97.47,97.10,97.47,96.74
95.58,96.61,96.68,95.58
95.67,93.92,96.04,93.89
94.90,96.11,96.21,94.90
94.14,94.34,94.34,93.59
95.18,92.30,95.19,91.79
91.69,90.32,91.69,89.82
91.07,90.56,91.27,90.52
91.52,91.44,92.24,91.06
91.77,90.09,92.02,89.91
92.56,93.09,93.31,92.56
92.84,92.60,92.84,91.77
93.11,93.50,93.70,92.98
93.61,94.07,94.07,93.61
94.07,94.33,94.57,94.07
93.05,92.73,93.17,92.61
92.92,93.71,93.79,92.92
93.61,93.33,93.90,93.33
95.27,94.41,95.37,94.41
94.01,94.48,94.62,93.70
93.89,95.31,95.34,93.68
95.16,95.15,95.57,94.89
95.39,95.68,95.82,95.01
96.63,96.73,96.96,96.45
96.58,96.62,96.68,96.49
97.02,97.20,97.27,96.24
96.53,96.43,96.85,96.36
97.42,96.88,97.45,96.82
97.07,98.54,98.55,97.07
99.20,99.68,99.86,99.20
99.51,99.10,99.55,98.92
99.25,99.54,100.03,98.83
99.70,99.81,99.81,99.64
100.01,101.44,101.46,99.60
102.25,100.44,102.25,100.07
99.96,100.90,101.12,99.96
99.99,100.47,100.71,99.83
101.34,100.51,101.34,99.94
101.27,101.84,102.07,101.02
102.28,102.26,102.69,102.14
103.67,103.83,103.93,103.36
103.96,104.06,104.20,103.96
103.74,104.26,104.26,103.51
104.40,104.24,104.62,103.76
104.75,104.80,104.93,104.29
103.68,103.71,103.92,103.33
104.64,104.72,104.86,104.06
104.37,104.51,105.00,104.37
105.24,104.73,105.74,104.50
104.71,106.13,106.16,104.69
106.63,105.97,106.63,105.93
106.31,105.41,106.31,105.30
105.48,105.37,105.70,105.03
105.47,106.04,106.09,104.70
106.23,106.40,106.79,106.20
105.64,106.56,106.70,105.40
106.69,106.49,106.90,106.13
106.52,105.64,106.73,105.64
106.16,106.81,106.85,106.00
106.94,106.09,106.94,106.08
105.25,105.22,105.39,104.93
103.97,103.26,104.00,102.88
103.55,104.32,104.39,103.54
105.03,105.61,105.84,104.62
105.90,106.23,106.50,105.90
106.27,105.54,106.27,105.38
106.38,107.48,107.48,105.87
107.46,106.69,107.52,106.47
106.88,107.45,107.48,106.49
107.56,107.66,107.78,107.41
107.58,108.08,108.55,107.48
107.42,107.31,107.42,106.89
107.55,107.78,108.15,107.30
106.80,106.76,107.07,106.48
106.36,107.04,107.11,106.09
108.11,108.77,108.77,108.11
108.69,108.22,108.69,108.22
108.14,107.16,108.14,106.43
106.61,107.32,107.32,106.06
107.90,107.56,108.00,107.17
107.55,108.59,108.97,107.55
108.32,108.27,108.89,107.91
107.38,106.99,107.42,106.47
107.06,107.08,107.16,106.96
105.47,105.62,105.70,105.02
105.33,103.24,105.47,103.17
104.27,104.24,104.58,104.16
104.60,106.21,106.26,104.60
105.76,105.22,105.96,105.07
105.30,104.58,105.30,104.23
105.57,106.49,106.66,105.57
105.72,106.35,106.57,105.72
106.64,105.86,107.18,105.33
106.23,105.36,106.23,105.36
103.80,104.21,104.21,103.16
104.15,103.49,104.20,103.29
104.72,105.57,105.60,104.72
105.41,106.76,106.85,105.41
106.20,107.43,107.44,106.19
106.44,106.79,107.00,106.44
106.84,107.72,108.35,106.59
106.63,107.77,107.88,106.63
107.33,106.06,107.41,105.84
104.80,104.21,104.80,103.85
103.77,103.77,104.06,103.68
102.00,103.03,103.08,100.76
102.19,102.78,103.11,101.17
103.77,102.67,103.78,102.54
103.71,102.99,103.87,102.95
101.93,101.51,102.24,101.36
101.67,100.82,102.14,100.70
101.29,100.50,102.03,100.49
100.50,97.76,100.50,97.76
97.91,96.19,98.08,96.15
96.10,98.98,98.99,96.10
99.39,99.43,100.03,99.05
98.51,98.46,98.51,97.79
99.56,99.68,99.90,98.91
99.63,99.56,99.91,99.40
100.71,100.11,101.35,100.11
99.85,98.92,99.85,98.57
98.72,98.52,98.72,96.99
95.83,94.80,96.19,94.70
94.49,94.67,94.68,93.70
94.30,95.97,96.06,94.30
97.13,98.26,98.28,97.13
99.57,98.47,99.58,98.47
97.64,98.42,98.46,96.86
100.40,96.77,100.40,96.77
97.20,97.51,97.51,97.20
97.07,96.49,97.27,96.28
96.25,97.33,97.58,96.25
97.69,98.48,98.48,97.69
99.26,99.79,99.84,98.98
100.72,100.61,100.83,100.55
100.50,100.42,100.76,100.05
100.55,97.87,100.55,97.84
97.91,98.26,98.35,97.91
97.29,97.41,97.41,96.90
97.83,98.11,98.11,97.83
98.39,98.74,98.74,98.28
97.14,97.93,97.93,96.68
100.02,101.01,101.01,100.02
101.12,101.10,101.16,100.89
101.69,102.33,102.58,101.69
102.54,102.76,103.04,98.00
101.66,101.13,101.66,100.65
100.91,100.78,100.91,100.40
101.43,99.05,101.43,99.05
99.38,98.94,99.55,98.42
98.05,98.87,99.10,97.47
99.30,100.24,100.30,99.30
99.90,99.83,100.22,99.64
100.37,100.51,100.53,99.08
100.32,101.16,101.60,100.32
101.59,101.51,101.76,100.85
100.80,100.34,100.82,100.30
99.22,99.22,99.40,98.00
99.01,98.08,99.07,97.61
98.90,98.34,98.90,98.05
99.90,100.34,100.47,99.46
101.03,102.24,102.56,100.74
102.64,101.84,102.64,101.62
101.74,101.02,102.16,100.98
101.06,100.24,101.06,100.13
99.38,99.84,100.26,99.18
101.71,101.80,101.98,101.66
102.03,102.25,102.53,102.03
102.95,103.34,103.79,102.77
102.92,103.20,103.37,102.92
103.11,103.28,103.48,103.11
102.82,103.34,103.34,102.64
102.89,103.05,103.05,102.42
103.35,102.95,103.35,102.95
102.75,103.57,103.57,102.75
103.60,104.62,104.75,103.48
104.86,104.98,105.00,104.63
104.82,104.37,104.82,104.01
104.82,104.63,105.43,104.63
104.53,104.78,104.84,104.15
104.31,104.27,104.39,104.14
103.85,104.52,104.64,103.85
105.01,104.52,105.01,104.52
104.52,104.94,104.94,104.52
104.98,105.02,105.15,104.92
104.21,103.98,104.21,103.98
104.82,104.69,104.82,104.14
104.18,105.27,105.50,103.99
105.13,104.99,105.14,104.99
105.74,107.08,107.30,105.74
107.26,107.73,107.80,107.26
107.71,107.13,107.75,107.13
107.22,107.35,107.43,107.20
107.68,107.80,107.80,107.58
107.64,109.13,109.14,107.64
109.46,110.04,110.53,109.46
109.86,109.39,109.86,109.38
109.25,108.69,109.25,108.66
109.06,108.78,109.06,108.78
107.98,108.05,108.05,107.78
108.78,108.62,108.89,108.61
107.88,107.98,107.98,107.62
108.12,106.20,108.12,106.19
106.38,105.19,106.38,104.78
105.71,106.73,106.93,105.71
106.26,106.44,106.44,105.90
106.61,105.98,106.61,105.76
106.39,106.16,106.39,105.85
106.58,106.50,106.75,106.17
106.92,107.21,107.21,106.50
107.68,107.07,108.00,107.07
106.69,106.68,106.71,106.59
106.39,105.45,106.39,105.39
105.24,104.60,105.24,104.50
105.44,105.03,105.73,104.96
104.83,104.66,104.89,104.53
104.92,105.17,105.19,104.41
106.11,106.55,106.57,106.11
106.63,106.96,106.96,106.43
106.70,106.80,106.80,106.54
106.47,105.18,106.67,105.12
105.10,104.89,105.39,104.43
103.54,104.06,104.23,103.14
104.10,103.58,104.10,103.54
104.27,103.31,104.36,102.80
103.37,103.34,103.45,102.52
103.30,103.35,103.47,102.81
103.47,105.09,105.09,103.47
105.52,104.52,105.58,104.46
104.13,104.62,104.62,103.86
105.08,105.23,105.46,105.08
104.21,103.75,104.26,103.23
103.46,102.54,103.46,102.54
101.58,102.31,102.61,101.58
102.62,102.37,102.66,102.13
101.72,102.35,102.93,101.72
102.66,100.71,102.66,100.70
100.64,100.37,100.64,99.51
100.43,101.14,101.14,100.19
102.39,102.69,102.75,102.24
102.84,103.33,103.33,102.80
103.47,103.64,103.65,103.30
104.12,104.79,104.79,104.12
104.37,104.43,104.47,104.13
104.26,104.14,104.60,104.14
103.70,104.21,104.22,103.33
105.21,105.20,105.26,104.59
105.06,105.17,105.30,104.93
105.91,104.76,105.91,104.74
104.92,104.84,104.98,104.56
104.90,104.81,104.90,104.10
105.04,105.17,105.21,105.04
105.67,105.41,105.67,105.21
105.91,105.67,105.91,105.65
106.24,106.34,106.56,106.23
106.57,106.43,107.08,106.43
106.54,105.77,106.54,105.54
105.70,105.54,105.75,105.47
105.94,106.47,106.47,105.92
106.70,107.95,107.98,106.65
107.70,107.04,107.70,107.04
107.32,107.61,107.66,107.03
106.34,107.04,107.35,106.05
106.77,106.82,106.82,106.29
106.78,106.19,106.80,106.02
105.97,106.21,106.21,104.86
105.39,105.20,105.78,105.12
104.82,106.95,106.97,104.72
108.98,109.44,109.44,108.44
109.34,109.39,110.08,109.32
109.65,110.03,110.07,109.35
109.53,109.83,109.86,109.46
109.37,109.65,109.65,109.35
110.00,110.04,110.04,110.00
110.63,110.25,110.70,109.82
110.38,110.45,110.46,110.08
110.77,110.42,110.79,110.25
109.95,110.79,110.96,109.95
110.90,110.79,110.95,110.59
111.15,111.58,111.58,111.14
111.40,111.75,111.75,111.23
111.67,112.15,112.15,111.67
112.26,112.30,112.43,112.11
113.52,113.37,113.67,112.74
114.00,114.86,114.86,114.00
114.99,114.44,115.10,114.44
114.08,114.31,114.31,113.81
114.36,113.52,114.42,113.50
113.81,114.12,114.41,113.61
114.66,115.29,115.40,114.66
114.49,114.21,114.95,114.03
114.57,114.97,115.16,114.45
114.64,115.18,115.31,114.57
115.08,114.75,115.24,114.32
115.21,115.41,115.42,115.09
115.14,114.98,115.18,114.93
115.16,115.22,115.44,115.16
115.20,115.09,115.20,115.00
114.94,115.46,115.57,114.79
115.46,115.48,115.72,115.42
115.78,116.13,116.13,115.75
116.05,114.58,116.05,114.58
113.50,113.10,113.50,112.60
113.96,114.12,114.12,113.73
115.01,112.42,115.01,112.42
112.89,112.96,113.21,112.00
112.97,114.90,114.92,112.97
114.99,114.73,115.24,114.73
114.43,114.89,115.09,113.74
115.19,115.46,115.46,114.81
116.12,116.72,116.82,116.12
117.22,117.08,117.46,117.08
117.24,116.99,117.24,116.99
117.67,117.72,117.79,117.10
117.72,117.90,117.92,117.64
117.79,117.43,117.79,117.24
117.77,118.09,118.17,117.55
118.60,118.64,118.64,118.52
118.47,118.03,118.54,118.03
116.72,117.21,117.71,116.67
117.48,116.35,117.48,115.73
117.39,117.88,117.88,117.13
117.04,116.84,117.42,116.59
117.00,117.03,117.28,116.89
117.20,116.80,117.20,116.32
117.18,117.39,117.39,116.93
116.79,117.66,117.66,116.48
117.65,118.40,118.48,117.56
118.41,117.20,118.58,117.20
117.92,117.66,118.05,117.66
117.32,115.41,117.32,115.34
115.70,115.52,115.70,115.23
113.95,115.35,115.35,113.65
115.72,116.16,116.16,115.30
116.62,116.68,116.99,116.41
116.90,118.39,118.47,116.90
118.42,118.88,119.18,118.40
118.50,118.41,118.50,118.27
116.35,115.00,116.35,115.00
115.73,116.34,116.34,115.30
115.29,114.94,115.49,114.28
115.36,114.17,115.36,113.95
114.96,115.54,115.54,114.36
115.53,116.18,116.18,115.08
117.15,116.97,117.15,116.97
117.43,117.72,117.85,117.43
118.80,119.09,119.09,118.80
118.20,117.69,118.28,117.53
118.14,118.95,118.95,118.08
118.58,119.19,119.19,118.32
119.07,118.22,119.07,118.22
118.30,119.01,119.04,118.30
120.21,120.36,120.76,120.01
120.65,120.73,120.76,120.65
121.56,121.58,121.58,121.56
121.47,122.19,122.19,121.47
122.04,122.59,122.62,122.04
122.94,123.14,123.14,122.94
123.04,123.12,123.12,123.04
124.35,124.53,124.68,124.35
124.63,124.87,125.21,124.43
125.13,125.01,125.25,124.75
124.94,125.57,125.59,124.94
125.60,125.33,125.61,125.33
125.43,125.71,126.03,125.43
125.72,123.53,126.50,123.32
121.85,123.57,123.57,121.85
122.95,123.04,123.07,122.47
124.79,124.02,125.13,123.87
123.54,123.29,123.55,122.64
124.08,124.06,124.26,123.82
123.42,122.60,124.01,122.60
122.07,122.08,122.08,121.00
122.15,121.48,122.69,121.38
121.06,120.16,121.06,120.15
120.25,121.08,121.08,119.76
121.98,122.16,122.44,121.43
122.98,122.90,123.00,122.44
121.01,121.53,122.28,120.75
121.74,120.34,121.74,120.34
119.87,122.14,122.16,119.85
122.01,121.64,122.36,121.41
122.47,122.34,123.16,122.34
123.26,123.81,124.13,123.07
