JKH,iShares Morningstar Mid-Cap Growth ETF,NASDAQ
160.70,160.33,160.79,160.33
161.54,162.77,162.77,161.54
162.85,163.34,163.34,162.22
163.20,165.19,165.19,163.20
165.84,166.20,166.20,165.00
166.43,165.79,166.43,165.56
165.45,164.24,165.45,164.24
164.97,165.13,165.28,164.97
164.85,164.01,165.22,163.90
165.09,164.71,165.09,164.61
165.05,164.32,165.11,164.29
164.36,164.07,164.67,164.07
164.90,164.84,164.91,164.67
164.65,164.06,164.69,164.02
163.41,162.65,163.41,162.49
162.85,163.33,163.37,162.85
163.48,163.74,163.99,163.48
164.07,162.27,164.07,162.27
162.54,162.34,162.63,161.96
162.46,162.03,162.46,162.03
163.00,162.93,163.74,162.06
164.08,165.41,165.41,163.76
165.13,164.70,165.49,164.20
165.32,165.86,166.12,165.32
166.10,165.57,166.10,165.26
165.64,166.22,166.63,165.59
166.14,166.19,166.19,165.58
166.20,166.24,166.27,164.62
166.59,167.05,167.35,166.59
