HIHO,Highway Holdings Limited - Common Stock,NASDAQ
1.89,1.85,1.89,1.83
1.85,1.88,1.88,1.85
1.81,1.85,1.85,1.80
1.82,1.92,1.94,1.81
1.92,1.92,1.92,1.92
1.81,1.80,1.81,1.80
1.80,1.80,1.88,1.80
1.84,1.89,1.96,1.84
1.88,1.95,1.96,1.87
1.96,1.95,1.96,1.81
1.85,1.99,1.99,1.85
1.99,1.99,1.99,1.99
1.90,1.90,1.90,1.90
1.90,1.89,1.90,1.85
1.89,1.89,1.89,1.89
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.92,1.95,1.95,1.89
1.94,1.95,1.95,1.94
1.95,1.95,1.95,1.95
1.89,1.95,1.95,1.86
1.91,1.90,1.91,1.83
2.00,2.02,2.17,2.00
2.08,2.12,2.17,2.08
2.01,2.12,2.16,2.01
2.12,2.11,2.12,2.05
2.10,2.11,2.11,2.10
2.15,2.18,2.22,2.15
2.15,2.16,2.16,2.15
2.15,2.16,2.20,2.15
2.16,2.15,2.16,2.15
2.19,2.15,2.19,2.15
2.15,2.15,2.15,2.15
2.11,2.15,2.15,2.11
2.19,2.17,2.19,2.09
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.24,2.30,2.34,2.24
2.30,2.30,2.30,2.30
2.30,2.32,2.34,2.30
2.32,2.32,2.32,2.32
2.38,2.36,2.38,2.30
2.36,2.36,2.36,2.36
2.36,2.36,2.36,2.36
2.35,2.35,2.35,2.35
2.31,2.30,2.32,2.30
2.30,2.35,2.35,2.30
2.36,2.21,2.36,2.15
2.13,2.13,2.20,2.12
2.11,2.12,2.15,2.10
2.10,2.10,2.13,2.10
2.04,2.00,2.04,1.96
2.00,1.95,2.01,1.92
1.98,2.12,2.12,1.98
2.12,2.12,2.12,2.12
2.02,1.95,2.02,1.95
2.08,2.14,2.14,1.85
2.14,2.14,2.14,2.14
2.04,2.13,2.14,2.04
2.13,2.13,2.13,2.13
2.05,2.12,2.12,2.04
2.12,2.12,2.12,2.12
2.08,2.08,2.08,2.08
2.08,2.09,2.10,2.04
2.88,2.95,3.32,2.77
3.05,2.85,3.06,2.78
2.84,2.75,2.85,2.62
2.78,2.65,2.78,2.53
2.65,2.65,2.96,2.61
2.69,2.67,2.75,2.62
2.69,2.70,2.71,2.63
2.71,2.72,2.90,2.67
2.72,2.68,2.84,2.63
2.76,2.65,2.78,2.65
2.63,2.62,2.71,2.61
2.58,2.65,2.66,2.56
2.66,2.63,2.69,2.62
2.63,2.69,2.80,2.63
2.69,2.65,2.90,2.65
3.37,3.73,4.24,3.14
3.75,3.64,3.92,3.43
3.69,4.17,4.20,3.51
4.20,4.02,4.40,3.95
3.91,4.02,4.21,3.81
4.09,4.00,4.10,3.78
3.80,3.80,3.94,3.63
3.63,3.72,3.95,3.62
3.80,3.81,3.99,3.80
3.90,3.88,3.93,3.83
3.81,4.00,4.00,3.80
3.82,3.76,3.82,3.64
3.76,3.82,3.82,3.76
3.75,3.73,3.79,3.68
3.65,3.38,3.67,3.08
3.27,3.31,3.62,3.26
3.34,3.37,3.57,3.34
3.55,3.61,3.62,3.14
3.57,3.53,3.57,3.44
3.49,3.52,3.54,3.40
3.50,3.47,3.52,3.47
3.34,3.40,3.54,3.31
3.53,3.33,3.54,3.25
3.31,3.36,3.37,3.30
3.47,3.58,3.60,3.40
3.54,3.72,3.72,3.52
3.66,3.51,3.66,3.50
3.51,3.45,3.51,3.31
3.42,3.63,3.73,3.24
3.60,3.55,3.67,3.36
3.52,3.49,3.53,3.35
3.42,3.43,3.53,3.27
3.45,3.45,3.45,3.38
3.60,3.40,3.60,3.39
3.40,3.33,3.44,3.23
3.29,3.40,3.40,3.26
3.29,3.44,3.44,3.29
3.44,3.60,3.67,3.31
3.60,3.82,3.82,3.51
3.82,3.80,3.83,3.70
3.82,3.89,3.89,3.82
3.89,3.75,3.93,3.74
3.90,3.75,3.91,3.75
3.91,3.85,3.91,3.77
3.77,3.76,3.77,3.70
3.83,3.70,3.84,3.70
3.80,3.81,3.83,3.79
3.80,3.75,3.80,3.74
3.88,3.75,3.88,3.75
3.88,3.77,3.88,3.77
3.91,3.80,3.91,3.75
3.76,3.87,3.91,3.76
3.91,4.10,4.17,3.90
4.17,4.01,4.17,3.76
3.99,3.78,4.00,3.78
3.90,3.93,3.96,3.82
4.03,3.65,4.03,3.49
3.90,3.77,3.93,3.66
3.78,3.85,3.94,3.61
3.85,3.62,3.85,3.54
3.38,3.58,3.58,3.12
3.50,3.53,3.58,3.31
3.36,3.36,3.47,3.21
3.36,3.52,3.52,3.36
3.57,3.55,3.71,3.46
3.53,3.60,3.60,3.53
3.41,3.60,3.60,3.41
3.59,3.60,3.60,3.56
3.59,3.55,3.60,3.55
3.52,3.56,3.62,3.52
3.62,3.72,3.77,3.62
3.68,3.58,3.85,3.58
3.81,3.68,3.81,3.59
3.75,3.65,3.75,3.65
3.58,3.57,3.58,3.57
3.71,3.51,3.71,3.25
3.53,3.58,3.64,3.53
3.78,3.63,3.78,3.54
3.57,3.58,3.58,3.34
3.42,3.38,3.50,3.38
3.33,3.40,3.40,3.33
3.40,3.45,3.45,3.40
3.50,3.53,3.71,3.49
3.53,3.53,3.53,3.53
3.56,3.51,3.56,3.51
3.34,3.44,3.64,3.34
3.34,3.34,3.39,3.18
3.20,3.59,3.59,3.12
3.50,3.23,3.50,3.21
3.32,3.25,3.32,3.24
3.31,3.33,3.38,3.31
3.26,3.26,3.26,3.26
3.22,3.21,3.28,3.21
3.21,3.20,3.23,3.20
3.18,3.20,3.21,3.16
3.34,3.23,3.34,3.23
3.21,3.22,3.22,3.16
3.22,3.22,3.22,3.22
3.22,3.18,3.23,3.18
3.20,3.25,3.27,3.20
3.27,3.26,3.28,3.25
3.28,3.22,3.28,3.21
3.25,3.19,3.25,3.13
3.24,3.12,3.24,3.04
3.14,3.19,3.25,3.14
3.20,3.15,3.20,3.10
3.12,3.11,3.13,3.11
3.12,3.12,3.12,3.12
3.12,3.10,3.12,3.10
3.21,3.16,3.27,3.16
3.18,3.18,3.27,3.13
3.26,3.19,3.26,3.19
3.25,3.26,3.26,3.12
3.26,2.89,3.26,2.82
2.88,2.93,3.00,2.84
3.00,3.11,3.11,3.00
3.09,3.09,3.09,3.09
3.05,3.07,3.11,2.90
3.03,3.02,3.07,3.00
3.02,3.02,3.11,3.00
3.02,2.96,3.11,2.96
2.99,3.00,3.03,2.99
3.00,2.94,3.00,2.94
2.97,2.95,3.00,2.95
2.95,3.03,3.03,2.94
3.05,3.10,3.10,3.05
3.00,2.91,3.00,2.91
2.96,3.04,3.04,2.96
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.02,3.01,3.02,3.01
3.07,3.08,3.09,3.02
3.09,3.08,3.09,3.05
3.09,3.05,3.09,3.00
3.01,3.00,3.01,3.00
3.01,3.05,3.06,3.01
3.00,3.02,3.02,2.91
3.02,3.02,3.02,3.02
2.92,2.90,2.92,2.90
2.91,2.99,3.05,2.91
2.99,2.99,2.99,2.99
2.92,2.95,3.07,2.90
2.99,2.95,2.99,2.90
3.02,3.02,3.02,2.90
3.02,3.02,3.02,3.02
3.00,2.94,3.02,2.94
2.91,2.88,2.91,2.55
2.87,2.99,2.99,2.87
3.00,2.96,3.00,2.93
2.99,2.97,3.00,2.90
2.90,2.90,2.90,2.80
2.90,2.90,2.90,2.90
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.97,2.91,2.97,2.83
2.86,3.00,3.00,2.86
3.00,3.00,3.00,3.00
2.89,2.98,2.98,2.78
2.88,2.98,2.98,2.77
3.40,3.35,4.49,3.29
3.32,3.37,3.49,3.20
3.32,3.23,3.32,3.19
3.19,3.22,3.22,3.14
3.30,3.26,3.42,3.26
3.35,3.49,3.59,3.35
3.37,3.44,3.53,3.37
3.46,3.44,3.46,3.28
3.37,3.44,3.44,3.37
3.42,3.40,3.42,3.31
3.31,3.45,3.45,3.31
3.49,3.49,3.49,3.49
3.50,3.49,3.51,3.45
3.54,3.75,3.76,3.50
3.75,3.75,3.80,3.60
3.84,3.70,3.84,3.70
3.70,3.80,3.85,3.60
4.09,3.85,4.09,3.68
3.85,3.71,3.85,3.68
3.82,3.70,3.87,3.70
3.65,3.51,3.74,3.39
3.48,3.30,3.50,3.30
3.56,3.32,3.59,3.31
3.26,3.30,3.41,3.26
3.32,3.04,3.46,2.80
3.11,2.98,3.19,2.86
3.17,3.05,3.18,3.01
3.00,3.05,3.05,2.86
3.05,2.92,3.15,2.86
2.90,2.86,2.99,2.82
2.86,2.76,3.07,2.76
2.77,3.10,3.10,2.76
3.15,3.10,3.46,2.91
3.14,3.17,3.32,3.14
3.30,3.09,3.32,3.09
3.16,3.06,3.16,3.06
3.10,2.97,3.10,2.95
2.99,2.76,3.07,2.76
2.85,2.95,3.04,2.85
2.97,2.96,3.04,2.96
2.96,2.96,2.97,2.96
2.95,2.95,2.95,2.95
2.85,2.92,3.04,2.85
2.97,3.03,3.03,2.91
3.02,3.04,3.04,2.99
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
2.84,2.82,3.04,2.81
2.81,2.82,2.90,2.81
2.82,2.82,2.82,2.82
2.90,2.97,3.04,2.88
3.01,3.03,3.07,3.01
3.07,3.00,3.10,3.00
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.08
3.10,3.10,3.10,3.10
3.01,2.96,3.03,2.96
2.98,2.90,3.04,2.90
3.03,2.87,3.24,2.87
3.12,2.85,3.12,2.85
2.85,3.10,3.10,2.68
3.14,3.00,3.14,3.00
2.92,2.60,3.24,2.53
2.60,2.59,2.67,2.59
2.61,2.73,2.78,2.60
2.74,2.60,2.83,2.60
2.64,2.48,2.64,2.47
2.47,2.45,2.47,2.45
2.50,2.66,2.66,2.50
2.53,2.64,2.65,2.53
2.77,2.69,2.77,2.59
2.69,2.69,2.69,2.69
2.69,2.54,2.69,2.54
2.45,2.50,2.68,2.45
2.55,2.45,2.67,2.45
2.56,2.60,2.67,2.54
2.61,2.60,2.61,2.60
2.60,2.60,2.60,2.60
2.95,2.77,2.95,2.62
2.85,2.88,2.92,2.85
2.80,2.92,2.92,2.80
2.79,2.77,2.79,2.73
2.76,2.91,2.91,2.75
2.91,2.95,2.95,2.90
3.00,2.91,3.05,2.85
3.05,3.14,3.15,2.86
3.05,3.17,3.17,3.00
3.02,3.09,3.17,3.00
3.09,3.09,3.09,3.09
3.16,3.16,3.17,3.11
3.16,3.17,3.17,3.07
3.19,3.17,3.25,3.17
3.56,3.21,3.58,3.18
3.19,3.27,3.36,3.19
3.48,3.29,3.48,3.26
3.27,3.25,3.27,3.25
3.17,2.85,3.17,2.50
2.82,2.80,2.95,2.73
2.70,2.70,2.81,2.70
2.54,2.46,2.56,2.42
2.45,2.85,2.85,2.40
2.82,2.61,2.82,2.61
2.61,2.61,2.61,2.61
2.61,2.61,2.61,2.61
2.65,2.60,2.65,2.46
2.63,2.40,2.65,2.40
2.48,2.55,2.55,2.48
2.79,2.65,2.82,2.65
2.76,2.49,2.79,2.42
2.63,2.52,2.63,2.40
2.60,2.44,2.60,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.45,2.43,2.50,2.43
2.69,2.32,2.69,2.21
2.32,2.25,2.34,2.20
2.25,2.20,2.25,2.17
2.20,2.15,2.22,2.14
2.25,2.20,2.45,2.20
2.25,2.17,2.30,2.17
2.01,2.02,2.14,1.92
1.92,2.20,2.20,1.92
2.16,2.15,2.17,2.04
2.16,2.15,2.16,2.15
2.15,2.23,2.23,2.15
2.23,2.15,2.23,2.15
2.25,2.10,2.37,2.10
2.18,2.10,2.18,2.10
2.15,2.10,2.18,2.10
2.10,2.12,2.12,2.10
2.12,2.12,2.12,2.12
2.11,2.13,2.13,2.11
2.17,2.17,2.17,2.17
2.18,2.18,2.18,2.17
2.42,2.31,2.42,2.31
2.35,2.32,2.37,2.32
2.32,2.82,2.84,2.20
2.82,2.77,2.83,2.70
2.78,2.75,2.78,2.62
2.71,2.71,2.73,2.57
2.68,2.73,2.73,2.66
2.68,2.66,2.68,2.62
2.60,2.69,2.74,2.59
2.59,2.69,2.69,2.59
2.73,2.73,2.73,2.73
2.73,2.73,2.73,2.60
2.60,2.61,2.61,2.60
2.61,2.70,2.82,2.61
2.81,2.78,2.93,2.70
2.78,2.78,2.80,2.76
2.76,2.70,2.76,2.65
2.70,2.70,2.70,2.70
2.79,2.83,2.83,2.77
2.83,2.86,2.90,2.83
2.81,2.87,2.92,2.81
2.89,2.88,2.91,2.86
2.67,2.70,2.70,2.67
2.84,2.76,2.84,2.76
2.65,2.73,2.73,2.65
2.60,2.20,2.60,2.18
2.45,2.28,2.45,2.25
2.21,2.20,2.42,2.18
2.12,2.26,2.38,2.12
2.14,2.30,2.33,2.14
2.34,2.33,2.34,2.27
2.36,2.22,2.36,2.21
2.20,2.16,2.20,2.12
2.20,2.29,2.34,2.20
2.33,2.32,2.42,2.32
2.52,2.67,2.70,2.41
2.70,2.60,2.70,2.42
2.59,2.70,2.70,2.48
2.72,2.75,2.85,2.68
2.75,2.59,2.79,2.59
2.78,2.75,2.79,2.75
2.76,2.54,2.76,2.50
2.54,2.51,2.73,2.51
2.51,2.50,2.56,2.48
2.50,2.50,2.50,2.46
2.50,2.55,2.55,2.49
2.59,2.63,2.68,2.46
2.62,2.55,2.62,2.54
2.49,2.62,2.62,2.49
2.57,2.45,2.58,2.45
2.50,2.48,2.62,2.44
2.46,2.43,2.46,2.42
2.45,2.39,2.45,2.39
2.37,2.44,2.45,2.35
2.44,2.38,2.44,2.36
2.31,2.43,2.45,2.29
2.38,2.41,2.44,2.29
2.27,2.42,2.43,2.24
2.35,2.26,2.41,2.26
2.31,2.52,2.75,2.30
2.50,2.30,2.65,2.20
2.30,2.12,2.30,2.11
2.13,2.07,2.20,2.07
2.07,2.20,2.25,2.07
2.15,2.12,2.29,2.10
2.13,2.08,2.13,2.08
2.11,2.08,2.11,2.00
2.03,2.00,2.07,1.82
2.00,1.98,2.00,1.90
1.93,1.91,2.00,1.91
1.95,2.00,2.08,1.91
1.98,2.04,2.04,1.98
2.00,1.94,2.00,1.94
1.92,1.98,2.00,1.88
1.96,1.92,1.96,1.92
1.95,2.00,2.00,1.92
2.00,1.99,2.00,1.99
1.95,1.96,1.96,1.95
1.99,2.01,2.01,1.98
1.99,2.00,2.00,1.99
2.04,1.95,2.04,1.95
1.91,1.95,1.99,1.90
1.90,1.95,1.95,1.90
1.90,1.87,1.93,1.85
1.86,1.81,1.86,1.81
1.80,1.92,1.95,1.68
1.84,1.77,1.91,1.77
1.75,1.63,1.75,1.63
1.63,1.75,1.81,1.63
1.76,1.75,1.76,1.75
1.75,1.70,1.79,1.68
1.69,1.73,1.75,1.61
1.68,1.65,1.68,1.65
1.66,1.59,1.66,1.58
1.58,1.52,1.58,1.51
1.53,1.48,1.53,1.45
1.51,1.50,1.55,1.50
1.53,1.53,1.53,1.50
1.53,1.50,1.53,1.50
1.53,1.53,1.53,1.53
1.53,1.53,1.53,1.53
1.53,1.49,1.53,1.46
1.76,1.66,1.76,1.60
1.67,1.62,1.67,1.62
1.62,1.62,1.62,1.62
1.62,1.58,1.64,1.56
1.57,1.51,1.66,1.51
1.57,1.58,1.59,1.55
1.64,1.64,1.64,1.64
1.62,1.51,1.62,1.51
1.51,1.51,1.51,1.51
1.56,1.50,1.56,1.50
1.56,1.51,1.58,1.46
1.51,1.51,1.51,1.51
1.56,1.55,1.56,1.55
1.50,1.59,1.62,1.50
1.50,1.59,1.59,1.50
1.76,1.69,1.76,1.59
1.61,1.50,1.65,1.50
1.51,1.65,1.65,1.51
1.64,1.64,1.64,1.64
1.63,1.60,1.64,1.60
1.66,1.67,1.67,1.66
1.75,1.88,1.90,1.75
1.88,1.87,1.88,1.85
1.85,1.83,1.85,1.71
1.83,1.83,1.83,1.83
1.82,1.83,1.83,1.82
1.69,1.71,1.71,1.69
1.74,1.75,1.75,1.74
1.70,1.70,1.70,1.70
1.73,1.73,1.73,1.73
1.71,1.71,1.71,1.71
1.75,1.90,2.00,1.67
1.93,1.82,1.93,1.82
1.87,1.87,1.87,1.87
1.86,1.86,1.86,1.86
1.86,1.90,1.90,1.86
1.82,1.80,1.83,1.77
1.73,1.55,1.73,1.52
1.60,1.67,1.67,1.60
1.65,1.65,1.65,1.65
1.55,1.51,1.55,1.49
1.54,1.50,1.54,1.50
1.47,1.41,1.47,1.41
1.42,1.41,1.42,1.41
1.42,1.43,1.43,1.41
1.41,1.50,1.50,1.41
1.50,1.50,1.50,1.50
1.51,2.00,2.63,1.51
2.15,1.95,2.24,1.82
1.81,2.01,2.01,1.81
2.22,2.06,2.22,1.90
2.05,1.91,2.07,1.91
1.99,1.99,2.02,1.99
2.02,2.04,2.06,2.02
2.01,2.00,2.01,2.00
1.98,1.98,1.98,1.92
1.98,1.98,1.98,1.95
1.98,2.06,2.20,1.95
2.20,2.27,2.57,2.12
2.11,2.03,2.21,2.03
2.08,2.23,2.23,2.08
2.05,2.15,2.15,1.98
2.12,2.15,2.20,2.12
2.15,2.15,2.15,2.12
2.05,2.05,2.05,2.05
2.10,2.12,2.12,2.10
2.06,2.09,2.14,2.05
2.09,2.09,2.09,2.03
2.02,2.08,2.09,2.02
1.89,2.00,2.07,1.89
2.00,2.06,2.07,2.00
1.99,1.99,1.99,1.99
2.05,2.00,2.05,2.00
2.01,2.00,2.06,2.00
2.06,1.96,2.06,1.96
2.00,2.01,2.02,2.00
2.05,1.98,2.05,1.96
1.98,1.95,1.98,1.95
1.96,1.97,1.97,1.96
1.97,1.97,1.97,1.97
1.97,1.91,1.97,1.90
1.95,1.96,1.98,1.91
1.96,1.96,1.96,1.96
1.97,1.95,1.97,1.95
1.94,1.95,1.95,1.93
1.91,1.88,1.92,1.86
1.88,1.88,1.93,1.82
1.87,1.86,1.87,1.80
1.87,1.87,1.87,1.86
1.95,1.98,1.98,1.89
1.95,2.04,2.04,1.95
1.92,1.91,1.92,1.91
1.83,1.86,2.05,1.77
1.86,1.86,1.86,1.86
2.03,2.03,2.03,2.03
1.99,1.88,1.99,1.84
1.91,1.88,1.93,1.88
1.90,1.82,1.90,1.82
1.83,1.87,1.87,1.83
1.79,1.85,1.85,1.77
1.80,1.85,1.85,1.80
1.83,1.88,1.88,1.80
1.88,1.83,1.88,1.83
1.85,1.86,1.89,1.85
1.86,1.89,1.89,1.85
1.90,1.87,1.90,1.86
1.86,1.86,1.86,1.86
1.85,1.85,1.85,1.84
1.90,1.94,1.95,1.81
1.92,1.99,1.99,1.92
1.98,1.98,1.98,1.98
1.98,1.98,1.98,1.98
1.86,1.96,1.99,1.80
1.95,1.95,1.99,1.94
1.95,1.95,1.95,1.95
1.96,1.95,1.98,1.81
1.97,1.88,1.97,1.88
1.88,1.88,1.88,1.88
1.87,1.99,1.99,1.87
1.90,1.84,1.99,1.82
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.90,1.83,1.90,1.83
1.89,1.81,1.90,1.81
1.81,1.74,1.81,1.74
1.76,1.74,1.76,1.74
1.85,1.74,1.85,1.74
1.73,1.80,1.85,1.73
1.80,1.80,1.80,1.80
1.85,1.85,1.86,1.85
1.85,1.85,1.85,1.85
1.85,1.78,1.85,1.78
1.83,1.75,1.85,1.75
1.79,1.80,1.80,1.79
1.80,1.80,1.99,1.80
1.80,1.83,1.83,1.80
1.80,1.82,1.84,1.80
1.77,1.81,1.81,1.77
1.79,1.80,1.80,1.71
1.72,1.71,1.72,1.65
1.67,1.87,1.87,1.67
1.86,2.01,2.20,1.85
2.01,1.89,2.01,1.88
1.88,1.95,1.99,1.87
1.87,1.78,1.87,1.78
1.85,1.89,1.89,1.85
1.88,1.90,1.90,1.88
1.88,1.84,1.90,1.81
1.82,1.82,1.82,1.82
1.81,1.81,1.81,1.81
1.84,1.84,1.84,1.80
1.88,1.89,1.90,1.84
1.87,1.87,1.87,1.87
1.79,1.79,1.79,1.79
1.77,1.79,1.80,1.77
1.79,1.79,1.79,1.79
1.79,1.80,1.81,1.79
1.78,1.82,1.82,1.78
1.80,1.80,1.81,1.80
1.80,1.83,1.83,1.80
1.77,1.77,1.77,1.77
1.76,1.78,1.78,1.76
1.81,1.80,1.82,1.80
1.77,1.77,1.77,1.77
1.80,1.76,1.80,1.76
1.78,1.75,1.78,1.69
1.75,1.71,1.75,1.71
1.71,1.73,1.73,1.71
1.71,1.73,1.73,1.70
1.73,1.74,1.74,1.71
1.78,1.76,1.78,1.74
1.72,1.71,1.72,1.71
1.71,1.76,1.76,1.71
1.76,1.75,1.76,1.75
1.71,1.74,1.74,1.69
1.74,1.74,1.74,1.74
1.65,1.71,1.71,1.65
1.75,1.74,1.75,1.67
1.75,1.75,1.75,1.75
1.70,1.69,1.70,1.66
1.74,1.74,1.75,1.66
1.67,1.69,1.69,1.66
1.75,1.76,1.77,1.71
1.71,1.72,1.72,1.71
1.75,1.71,1.75,1.71
1.73,1.71,1.73,1.71
1.73,1.77,1.77,1.72
1.72,1.72,1.72,1.72
1.73,1.73,1.73,1.73
1.75,1.75,1.75,1.75
1.73,1.77,1.77,1.73
1.75,1.72,1.75,1.72
1.74,1.68,1.95,1.65
1.73,1.76,1.76,1.73
1.84,1.82,1.85,1.81
1.82,1.82,1.82,1.82
1.82,1.83,1.83,1.82
1.82,1.82,1.82,1.82
1.82,1.82,1.82,1.82
1.82,1.80,1.82,1.80
1.71,1.72,1.72,1.71
1.68,1.75,1.75,1.68
1.75,1.75,1.75,1.75
1.69,1.69,1.79,1.69
1.69,1.69,1.69,1.69
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.65
1.74,1.72,1.74,1.72
1.77,1.67,1.77,1.65
1.67,1.67,1.67,1.67
1.69,1.79,1.79,1.69
1.76,1.72,1.76,1.72
1.78,1.72,1.78,1.72
1.72,1.72,1.72,1.69
1.74,1.75,1.78,1.74
1.75,1.75,1.75,1.75
1.75,1.70,1.75,1.70
1.67,1.67,1.69,1.67
1.67,1.67,1.67,1.67
1.68,1.75,1.75,1.68
1.69,1.68,1.75,1.68
1.75,1.75,1.75,1.75
1.70,1.73,1.73,1.65
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
1.73,1.68,1.73,1.67
1.75,1.71,1.75,1.71
1.71,1.71,1.71,1.71
1.70,1.69,1.71,1.67
1.69,1.69,1.70,1.69
1.69,1.69,1.69,1.69
1.70,1.68,1.70,1.68
1.70,1.67,1.70,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.69,1.69,1.69,1.68
1.70,1.70,1.70,1.70
1.70,1.75,1.75,1.68
1.75,1.75,1.75,1.75
1.68,1.71,1.71,1.68
1.75,2.25,3.23,1.73
2.07,1.90,2.19,1.84
1.97,1.78,1.97,1.77
1.78,1.74,1.79,1.71
1.77,1.86,2.26,1.77
1.88,1.87,1.88,1.81
1.86,1.83,1.86,1.77
1.84,1.81,1.88,1.80
1.84,1.90,1.92,1.83
1.88,1.91,1.95,1.84
1.93,1.93,2.08,1.93
1.92,1.95,2.14,1.91
1.91,1.90,1.91,1.89
1.87,1.86,1.90,1.86
1.86,1.94,1.99,1.86
1.91,1.93,2.02,1.91
1.92,1.90,1.92,1.88
1.90,1.85,1.90,1.85
1.88,1.90,1.92,1.85
