HIHO,Highway Holdings Limited - Common Stock,NASDAQ
3.50,3.40,3.54,3.40
3.40,3.35,3.40,3.25
3.15,3.20,3.36,3.15
3.15,3.40,3.40,3.10
3.45,3.20,3.45,3.20
3.24,3.25,3.25,3.21
3.20,3.25,3.30,3.20
3.25,3.30,3.30,3.25
3.25,3.30,3.30,3.20
3.30,3.25,3.30,3.25
3.25,3.30,3.30,3.25
3.30,3.40,3.43,3.25
3.40,3.35,3.60,3.35
3.40,3.60,3.65,3.35
3.55,3.60,3.65,3.55
3.55,3.41,3.55,3.40
3.45,3.45,3.50,3.42
3.35,3.25,3.45,3.25
3.25,3.35,3.40,3.25
3.50,3.40,3.50,3.38
3.35,3.30,3.40,3.30
3.30,3.40,3.40,3.30
3.35,3.40,3.50,3.30
3.45,3.40,3.45,3.33
3.45,3.60,3.80,3.30
3.60,3.44,3.60,3.37
3.55,3.50,3.55,3.50
