FVE,Five Star Quality Care,NASDAQ
2.86,2.90,2.98,2.79
2.92,2.80,2.95,2.80
2.83,2.88,2.94,2.83
2.86,2.91,2.93,2.85
2.91,2.99,2.99,2.91
3.01,3.07,3.07,2.97
3.04,2.96,3.07,2.94
3.07,3.65,3.66,3.06
3.65,3.65,3.75,3.50
3.65,3.70,3.73,3.57
3.69,3.92,3.95,3.69
3.99,4.16,4.22,3.92
4.16,4.24,4.25,4.16
4.16,4.42,4.50,4.16
4.50,4.60,4.74,4.48
4.62,4.49,4.62,3.90
4.34,4.21,4.48,4.06
4.19,4.44,4.50,4.19
4.42,4.46,4.50,4.35
4.48,4.49,4.56,4.34
4.50,4.59,4.69,4.50
4.65,4.67,4.79,4.56
4.59,4.43,4.70,4.43
4.41,4.36,4.57,4.35
4.35,4.39,4.65,4.35
4.36,4.40,4.46,4.29
4.37,4.50,4.53,4.25
4.42,4.53,4.74,4.40
4.50,4.38,4.50,4.38
4.36,4.15,4.45,4.15
4.16,4.24,4.36,4.14
4.28,4.45,4.45,4.23
4.40,4.44,4.47,4.33
4.48,4.49,4.61,4.38
4.39,4.40,4.50,4.29
4.40,4.46,4.50,4.35
4.51,4.51,4.58,4.47
4.50,4.91,4.95,4.50
4.95,4.94,5.18,4.91
4.97,4.96,5.02,4.91
4.97,5.11,5.15,4.97
5.04,5.15,5.22,5.04
5.20,4.90,5.27,4.76
4.96,5.06,5.09,4.85
5.08,5.17,5.29,4.98
5.17,5.01,5.20,4.91
5.00,4.94,5.06,4.92
4.97,5.10,5.14,4.94
5.12,5.01,5.14,4.97
5.00,5.20,5.22,4.94
5.18,5.02,5.20,4.98
5.03,5.05,5.13,5.00
5.04,5.09,5.12,4.98
5.10,4.99,5.14,4.99
5.03,5.20,5.22,4.95
5.21,5.16,5.21,5.10
5.23,5.12,5.23,5.04
5.16,5.40,5.43,5.09
5.40,5.47,5.54,5.40
5.50,5.50,5.54,5.39
5.55,5.77,5.82,5.54
5.75,5.76,5.80,5.60
5.82,5.64,6.00,5.56
5.65,5.88,5.88,5.61
5.89,5.72,5.94,5.68
5.73,5.67,5.78,5.65
5.67,5.36,5.71,5.27
5.34,5.40,5.50,5.34
5.44,5.27,5.52,5.25
5.27,5.34,5.43,5.17
5.32,5.34,5.50,5.21
5.11,5.25,5.32,4.98
5.22,5.43,5.46,5.22
5.42,5.48,5.53,5.40
5.53,5.90,5.95,5.49
5.92,5.85,5.99,5.70
5.90,6.15,6.19,5.83
5.91,6.34,6.37,5.91
6.34,6.28,6.56,6.20
6.32,6.09,6.37,6.08
6.04,6.04,6.05,5.81
6.12,6.20,6.23,5.91
6.18,6.11,6.20,6.04
6.33,6.20,6.50,6.11
6.02,6.14,6.24,6.02
6.13,6.03,6.20,6.01
6.08,6.09,6.21,5.99
6.05,6.21,6.31,6.00
6.08,6.10,6.21,6.06
6.06,6.04,6.08,5.94
6.26,6.18,6.40,6.09
6.16,6.24,6.29,6.08
6.00,6.44,6.48,6.00
6.46,6.42,6.50,6.29
6.48,6.66,6.84,6.46
6.64,6.60,6.73,6.50
6.44,6.57,6.64,6.42
6.57,6.96,6.98,6.51
7.02,6.75,7.04,6.73
6.74,6.97,6.97,6.74
7.08,7.04,7.17,6.97
7.08,7.10,7.15,7.04
7.27,7.01,7.30,6.98
7.05,7.09,7.11,7.02
7.19,7.10,7.19,7.04
7.10,7.08,7.22,7.02
7.09,6.99,7.24,6.99
6.96,7.25,7.31,6.90
7.31,7.33,7.41,7.23
7.38,7.28,7.43,7.27
7.25,7.27,7.34,7.22
7.33,7.29,7.33,7.12
7.28,7.19,7.34,7.11
7.22,7.11,7.22,7.07
7.09,7.21,7.31,7.00
7.20,7.07,7.25,7.07
7.13,7.17,7.32,7.07
7.16,7.10,7.22,6.91
7.07,7.22,7.23,7.04
7.22,7.04,7.22,7.02
7.03,7.19,7.19,6.94
7.14,7.30,7.30,6.96
7.33,7.45,7.47,7.26
7.46,7.41,7.57,7.35
7.38,7.18,7.50,7.13
7.19,7.16,7.23,7.03
7.12,7.13,7.22,6.88
7.14,6.83,7.15,6.78
6.77,6.54,6.83,6.47
6.54,6.53,6.83,6.49
6.51,6.56,6.70,6.49
6.51,6.55,6.56,6.30
6.57,6.75,6.76,6.57
6.73,6.72,6.80,6.65
6.70,6.40,6.70,6.38
6.25,6.26,6.41,5.95
6.28,6.60,6.62,6.21
6.56,6.63,6.65,6.54
6.60,6.68,6.69,6.45
6.64,6.74,6.77,6.58
6.73,6.90,6.92,6.66
6.91,7.00,7.10,6.88
7.01,6.85,7.01,6.75
6.80,6.89,6.93,6.80
6.84,7.01,7.02,6.81
6.99,7.04,7.14,6.97
7.04,7.02,7.17,6.95
7.06,7.19,7.20,7.06
7.16,6.87,7.17,6.79
6.90,6.72,6.99,6.69
6.64,6.63,6.82,6.46
6.78,6.76,7.43,6.70
6.76,6.68,6.81,6.65
6.50,6.80,6.83,6.46
6.85,7.02,7.06,6.85
7.09,7.05,7.22,6.96
7.02,7.24,7.30,6.97
7.30,7.72,7.73,7.21
7.70,7.71,7.78,7.60
7.71,7.77,7.88,7.58
7.81,8.42,8.43,7.81
8.47,8.44,8.62,8.32
8.39,8.06,8.39,7.90
7.93,7.88,7.98,7.72
7.76,7.78,7.90,7.62
7.40,7.53,7.62,7.40
7.50,7.25,7.61,7.21
7.39,7.45,7.49,7.33
7.53,7.73,7.78,7.50
7.84,8.00,8.06,7.84
8.01,8.11,8.17,7.97
8.10,8.06,8.14,7.94
8.10,8.01,8.19,7.92
8.08,8.05,8.18,8.03
8.05,7.95,8.17,7.94
7.97,7.91,8.14,7.88
7.97,8.06,8.08,7.80
8.02,8.13,8.13,7.94
8.19,8.42,8.45,8.16
8.49,8.70,8.83,8.46
8.73,8.78,8.89,8.59
8.80,8.76,8.95,8.72
8.80,8.66,8.90,8.60
8.61,8.46,8.74,8.42
8.43,8.42,8.47,8.10
8.31,8.24,8.43,8.17
8.27,8.11,8.27,7.90
8.06,8.36,8.40,7.98
8.33,8.21,8.33,8.12
8.09,7.90,8.09,7.70
7.90,8.58,8.65,7.90
8.65,8.39,8.70,8.32
8.48,8.47,8.57,8.37
8.43,8.34,8.53,8.31
8.40,8.47,8.60,8.35
8.49,8.55,8.60,8.46
8.51,8.31,8.61,8.01
8.34,8.38,8.43,7.91
8.42,8.27,8.44,7.93
8.23,8.23,8.36,8.16
8.23,7.97,8.23,7.94
7.91,7.99,8.19,7.66
8.11,8.05,8.29,8.02
8.06,7.97,8.08,7.93
8.04,8.25,8.25,8.02
8.22,8.06,8.29,7.97
8.05,8.07,8.35,7.85
8.09,7.95,8.18,7.94
7.93,7.66,8.03,7.66
7.58,7.61,7.67,7.44
7.61,7.82,7.82,7.51
7.86,7.84,7.88,7.56
7.79,7.73,7.79,7.69
7.55,7.52,7.65,7.47
7.53,7.58,7.71,7.53
7.53,7.68,7.72,7.47
7.66,7.60,7.70,7.52
7.67,7.61,7.72,7.58
7.71,7.72,7.79,7.50
7.74,7.61,7.83,7.60
7.60,7.56,7.69,7.50
7.40,7.50,7.62,7.35
7.45,7.27,7.73,7.25
7.35,7.29,7.60,7.25
7.28,7.20,7.33,7.17
6.75,6.27,6.75,6.25
6.20,6.10,6.25,6.05
6.02,5.69,6.07,5.64
5.71,5.48,5.71,5.37
5.32,5.10,5.72,5.07
5.14,5.00,5.19,5.00
5.04,5.14,5.16,5.00
5.14,5.34,5.42,5.08
5.37,5.46,5.54,5.33
5.47,5.46,5.56,5.40
5.53,5.67,5.70,5.42
5.73,6.03,6.03,5.70
6.05,5.97,6.09,5.80
5.96,6.00,6.01,5.87
5.98,5.93,6.04,5.84
5.93,5.81,6.00,5.75
5.82,5.93,5.97,5.79
5.94,5.92,5.94,5.81
5.90,5.87,5.94,5.82
5.96,5.95,6.06,5.85
5.99,6.08,6.15,5.84
6.00,5.71,6.08,5.69
5.71,5.59,5.76,5.52
5.66,5.75,5.79,5.66
5.77,5.54,5.77,5.49
5.60,5.58,5.67,5.54
5.53,5.53,5.57,5.35
5.56,5.48,5.66,5.36
5.51,5.72,5.83,5.45
5.77,5.81,5.83,5.53
5.81,5.55,5.81,5.53
5.48,5.49,5.72,5.45
5.47,5.48,5.60,5.29
5.44,5.11,5.49,5.09
5.33,5.02,5.33,5.00
4.96,4.95,5.16,4.93
4.47,4.45,4.69,4.36
4.36,4.25,4.45,4.25
4.28,4.27,4.39,4.12
4.19,3.85,4.20,3.85
3.85,3.76,3.95,3.64
3.56,3.22,3.70,3.17
3.32,3.39,3.54,3.05
3.27,3.14,3.34,3.12
3.18,3.21,3.27,3.10
3.25,3.19,3.43,3.17
3.23,3.75,3.81,3.23
3.70,3.50,3.71,3.45
3.49,3.36,3.49,3.26
3.23,2.99,3.24,2.98
2.93,2.98,3.00,2.86
3.07,2.97,3.22,2.95
2.99,3.22,3.22,2.93
3.18,3.34,3.34,3.18
3.35,3.13,3.35,3.11
3.13,3.01,3.13,2.92
3.05,3.19,3.27,3.04
3.16,3.31,3.32,3.10
3.31,3.25,3.41,3.15
3.25,3.06,3.29,3.02
2.97,2.90,3.00,2.90
2.80,2.93,2.95,2.75
2.98,3.05,3.09,2.93
3.04,2.94,3.09,2.93
2.89,2.79,2.91,2.78
2.75,2.79,2.81,2.72
2.82,2.85,2.90,2.75
2.90,2.87,2.94,2.76
2.91,2.90,2.95,2.86
2.86,3.07,3.08,2.86
3.00,2.92,3.02,2.88
2.95,2.87,2.98,2.86
2.88,2.74,2.90,2.74
2.69,2.66,2.79,2.60
2.68,2.60,2.73,2.59
2.65,2.52,2.65,2.48
2.59,2.59,2.70,2.55
2.59,2.49,2.59,2.49
2.58,2.56,2.59,2.42
2.52,2.50,2.58,2.46
2.44,2.39,2.56,2.39
2.37,2.40,2.43,2.28
2.41,2.48,2.50,2.40
2.46,2.66,2.70,2.46
2.65,2.58,2.66,2.47
2.63,2.74,2.74,2.60
2.71,2.94,2.95,2.64
2.95,3.07,3.11,2.95
3.05,3.08,3.12,2.99
3.13,3.23,3.25,3.08
3.18,2.94,3.22,2.86
2.97,3.00,3.21,2.80
2.99,2.86,3.00,2.84
2.88,2.94,2.95,2.81
3.00,3.01,3.07,2.93
3.04,3.30,3.30,3.03
3.35,3.14,3.37,3.12
3.22,3.32,3.39,3.11
3.20,2.92,3.35,2.89
2.92,2.71,2.95,2.65
2.67,2.59,2.70,2.56
2.50,2.49,2.54,2.42
2.55,2.54,2.55,2.44
2.56,2.63,2.64,2.45
2.60,2.56,2.64,2.51
2.54,2.48,2.57,2.44
2.50,2.53,2.59,2.45
2.44,2.39,2.49,2.39
2.43,2.42,2.46,2.35
2.45,2.44,2.50,2.34
2.41,2.36,2.44,2.34
2.34,2.38,2.40,2.31
2.36,2.35,2.40,2.31
2.35,2.33,2.41,2.30
2.34,2.29,2.37,2.28
2.25,2.24,2.28,2.21
2.24,2.18,2.32,2.18
2.16,2.17,2.23,2.15
2.15,2.16,2.21,2.15
2.25,2.34,2.34,2.20
2.34,2.30,2.35,2.27
2.40,2.57,2.57,2.33
2.54,2.54,2.59,2.49
2.59,2.58,2.60,2.56
2.64,2.67,2.69,2.58
2.68,2.68,2.72,2.61
2.68,2.71,2.75,2.62
2.69,2.65,2.74,2.63
2.65,2.75,2.77,2.62
2.69,2.79,2.80,2.65
2.83,2.71,2.94,2.70
2.68,2.82,2.84,2.65
2.86,2.72,2.86,2.69
2.75,2.79,2.81,2.71
2.79,2.71,2.79,2.70
2.79,2.86,2.86,2.70
2.83,2.93,2.96,2.82
2.96,3.12,3.13,2.96
3.14,3.03,3.14,2.99
3.03,3.05,3.10,3.00
3.03,2.97,3.05,2.95
2.98,3.05,3.05,2.96
3.04,3.00,3.04,3.00
3.09,3.17,3.19,3.01
3.14,3.06,3.20,2.96
3.02,3.06,3.16,3.01
3.07,3.00,3.12,2.92
3.01,3.07,3.11,2.95
3.09,3.13,3.16,3.03
3.11,3.05,3.11,3.02
3.05,3.10,3.12,3.03
3.05,3.04,3.06,3.01
3.10,3.05,3.10,3.03
3.05,3.19,3.19,3.03
3.20,3.42,3.46,3.20
3.42,3.53,3.59,3.40
3.54,3.46,3.57,3.40
3.44,3.49,3.52,3.40
3.48,3.52,3.57,3.45
3.53,3.50,3.57,3.47
3.47,3.50,3.50,3.44
3.47,3.50,3.57,3.46
3.51,3.63,3.69,3.50
3.69,3.66,3.75,3.57
3.67,3.66,3.72,3.64
3.71,3.85,3.88,3.68
3.85,3.80,3.86,3.77
3.78,3.81,3.82,3.73
3.83,3.79,3.85,3.73
3.80,3.65,3.83,3.63
3.62,3.50,3.64,3.50
3.55,3.82,3.82,3.55
3.81,3.81,3.85,3.72
3.80,3.60,3.82,3.53
3.70,3.62,3.70,3.54
3.65,3.62,3.75,3.61
3.66,3.58,3.70,3.55
3.56,3.57,3.61,3.47
3.59,3.75,3.75,3.57
3.75,3.80,3.85,3.75
3.77,3.86,3.95,3.73
3.87,3.74,3.89,3.71
3.76,3.54,3.76,3.54
3.54,3.41,3.58,3.40
3.40,3.27,3.46,3.21
3.27,3.18,3.29,3.13
3.13,3.09,3.16,3.02
3.10,3.12,3.20,3.09
3.16,3.18,3.18,3.09
3.17,3.31,3.36,3.17
3.36,3.20,3.36,3.18
3.24,3.29,3.30,3.19
3.28,3.24,3.30,3.19
3.25,3.28,3.30,3.25
3.29,3.34,3.35,3.27
3.33,3.50,3.54,3.29
3.49,3.40,3.49,3.37
3.42,3.40,3.45,3.31
3.38,3.32,3.40,3.22
3.32,3.28,3.35,3.24
3.32,3.47,3.53,3.32
3.49,3.34,3.50,3.34
3.36,3.33,3.45,3.18
3.30,3.43,3.46,3.29
3.44,3.41,3.45,3.38
3.40,3.54,3.60,3.37
3.54,3.51,3.57,3.47
3.46,3.47,3.53,3.45
3.45,3.47,3.50,3.45
3.37,3.36,3.44,3.33
3.37,3.22,3.38,3.20
3.25,3.24,3.30,3.21
3.23,3.23,3.29,3.22
3.22,3.20,3.23,3.19
3.24,3.21,3.33,3.19
3.25,3.41,3.48,3.25
3.37,3.34,3.38,3.30
3.34,3.35,3.44,3.30
3.41,3.37,3.48,3.36
3.30,3.24,3.32,3.18
3.26,3.45,3.45,3.21
3.50,3.51,3.58,3.46
3.52,3.59,3.63,3.52
3.61,3.77,3.80,3.51
3.73,3.43,3.73,3.41
3.41,3.35,3.49,3.34
3.33,3.31,3.36,3.29
3.31,3.30,3.34,3.25
3.26,3.20,3.28,3.20
3.18,3.23,3.27,3.14
3.18,3.19,3.25,3.17
3.15,3.16,3.21,3.09
3.20,3.10,3.22,3.07
3.09,3.11,3.15,3.08
3.06,3.06,3.12,3.05
3.05,3.06,3.13,3.05
3.06,3.06,3.11,3.05
3.06,3.02,3.07,3.00
3.00,3.00,3.04,3.00
3.00,3.13,3.17,3.00
3.13,3.03,3.16,2.98
3.00,3.03,3.05,3.00
3.03,3.08,3.08,3.01
3.07,3.05,3.07,3.01
3.09,3.16,3.17,3.05
3.15,3.08,3.22,3.05
3.10,3.10,3.11,3.02
3.01,3.04,3.09,3.01
3.05,3.00,3.10,3.00
3.00,3.04,3.05,3.00
3.08,3.03,3.12,3.03
3.07,3.05,3.13,3.03
3.05,3.14,3.14,3.04
3.19,3.05,3.19,3.03
3.05,3.05,3.09,3.02
3.07,3.09,3.16,3.05
3.09,3.08,3.14,3.06
3.09,3.30,3.30,3.09
3.28,3.29,3.36,3.22
3.29,3.15,3.29,3.13
3.17,3.15,3.25,3.15
3.17,3.04,3.26,3.01
3.05,3.04,3.14,3.01
3.07,3.07,3.13,3.02
3.10,3.04,3.10,3.02
3.06,3.15,3.18,3.05
3.12,3.17,3.24,3.05
3.26,3.07,3.26,3.06
3.10,3.18,3.18,3.09
3.18,3.25,3.30,3.18
3.26,3.24,3.30,3.19
3.21,3.26,3.28,3.19
3.39,3.56,3.61,3.34
3.60,3.54,3.60,3.48
3.55,3.56,3.58,3.51
3.51,3.48,3.56,3.40
3.52,3.51,3.57,3.50
3.51,3.51,3.57,3.48
3.56,3.50,3.57,3.50
3.48,3.51,3.55,3.47
3.51,3.50,3.53,3.42
3.46,3.51,3.52,3.38
3.42,3.46,3.51,3.36
3.46,3.49,3.50,3.34
3.48,3.54,3.57,3.42
3.60,3.51,3.60,3.50
3.53,3.57,3.60,3.51
3.57,3.60,3.63,3.57
3.57,3.57,3.67,3.56
3.59,3.56,3.75,3.50
3.55,3.53,3.56,3.49
3.59,3.58,3.65,3.51
3.61,3.65,3.72,3.59
3.68,3.62,3.68,3.58
3.60,3.72,3.75,3.60
3.70,3.74,3.79,3.67
3.73,3.85,3.85,3.63
3.85,3.81,3.88,3.75
3.82,3.79,3.88,3.74
3.77,3.76,3.80,3.72
3.76,3.80,3.80,3.67
3.80,3.81,3.88,3.77
3.82,3.83,3.87,3.81
3.84,3.88,3.95,3.84
4.03,4.15,4.24,3.91
4.18,4.38,4.49,4.17
4.34,4.64,4.66,4.34
4.69,4.86,4.94,4.67
4.90,4.60,5.02,4.53
4.62,4.66,4.73,4.55
4.65,4.64,4.69,4.60
4.67,4.73,4.77,4.62
4.76,4.87,4.92,4.66
4.88,4.79,5.00,4.76
4.82,4.94,4.98,4.82
4.97,4.97,5.06,4.94
4.97,4.96,5.00,4.95
4.97,4.96,5.08,4.95
4.97,4.95,5.00,4.89
4.94,4.90,5.00,4.85
4.92,5.00,5.05,4.92
4.97,4.95,5.00,4.86
4.96,5.03,5.11,4.92
5.01,5.10,5.11,5.01
5.08,5.25,5.28,5.05
5.28,5.05,5.29,5.04
5.03,5.07,5.15,5.00
5.09,5.10,5.21,5.04
5.12,5.23,5.25,5.09
5.25,5.22,5.28,5.15
5.18,5.11,5.25,5.10
5.14,5.17,5.20,5.09
5.18,5.25,5.25,5.15
5.30,5.55,5.65,5.28
5.59,5.61,5.66,5.55
5.62,5.55,5.78,5.51
5.56,5.71,5.75,5.55
5.71,5.68,5.75,5.61
5.70,5.63,5.75,5.61
5.71,5.66,5.74,5.63
5.65,5.66,5.70,5.62
5.71,5.70,5.75,5.63
5.73,5.81,5.84,5.71
5.84,5.92,5.98,5.82
5.90,5.78,5.93,5.78
5.72,5.74,5.77,5.61
5.74,5.82,5.82,5.60
5.74,5.60,5.74,5.55
5.61,5.61,5.68,5.51
5.68,5.57,5.69,5.51
5.55,5.62,5.65,5.50
5.55,5.26,5.65,5.02
5.26,5.40,5.40,5.24
5.35,5.29,5.47,5.20
5.30,5.30,5.33,5.09
5.31,5.31,5.38,5.26
5.26,5.12,5.31,5.04
5.08,5.07,5.19,5.00
5.00,5.05,5.12,4.88
5.05,4.99,5.05,4.96
4.99,4.79,5.00,4.78
4.78,4.56,4.79,4.45
4.54,4.57,4.71,4.53
4.55,4.82,4.82,4.52
4.90,4.92,4.96,4.78
4.90,4.93,4.97,4.81
4.93,4.88,5.00,4.82
4.90,4.95,4.98,4.89
4.92,4.79,4.97,4.77
4.80,4.74,4.88,4.73
4.74,4.77,4.81,4.63
4.80,4.87,4.90,4.73
4.89,4.92,5.00,4.81
4.96,5.05,5.10,4.91
5.05,5.14,5.19,5.03
5.16,5.09,5.19,4.99
5.08,4.82,5.10,4.79
4.86,4.86,4.99,4.83
4.86,4.82,4.86,4.71
4.84,4.93,4.96,4.76
4.93,4.84,4.96,4.82
4.83,4.68,4.86,4.55
4.66,4.63,4.77,4.61
4.63,4.90,4.90,4.63
4.91,4.93,4.99,4.87
4.95,4.98,5.05,4.89
4.99,5.02,5.07,4.94
5.02,5.07,5.10,4.90
5.03,4.99,5.05,4.84
4.95,5.09,5.14,4.95
5.10,4.89,5.16,4.84
4.88,5.05,5.13,4.86
5.03,5.01,5.10,4.91
5.06,5.28,5.34,4.97
5.30,5.24,5.38,5.23
5.28,5.11,5.32,5.10
5.11,5.19,5.26,5.10
5.20,5.38,5.41,5.18
5.41,5.35,5.45,5.31
5.38,5.33,5.44,5.21
5.35,5.44,5.55,5.27
5.43,5.49,5.59,5.40
5.48,5.69,5.80,5.47
5.69,5.73,5.78,5.64
5.73,5.72,5.85,5.71
5.74,5.70,5.79,5.68
5.75,5.79,5.86,5.68
5.81,5.75,5.86,5.73
5.70,5.78,5.83,5.70
5.80,5.82,5.88,5.77
5.84,5.85,5.93,5.80
5.85,5.87,5.94,5.82
5.91,5.76,5.91,5.75
5.77,5.66,5.80,5.63
5.67,5.84,5.96,5.67
5.81,5.64,5.88,5.63
5.66,5.70,5.81,5.66
5.68,5.83,5.86,5.65
5.85,5.77,5.85,5.70
5.79,5.81,5.86,5.71
5.84,6.09,6.14,5.82
6.12,6.10,6.36,6.09
6.12,6.05,6.13,5.91
6.04,6.30,6.32,6.00
6.35,5.39,6.49,5.35
5.51,6.17,6.17,5.49
6.20,6.32,6.45,6.12
6.30,6.26,6.38,6.16
6.26,6.32,6.41,6.25
6.35,5.93,6.36,5.91
5.99,6.07,6.20,5.97
6.10,6.07,6.16,6.00
6.09,6.34,6.40,6.08
6.26,6.40,6.45,6.16
6.44,6.61,6.70,6.43
6.65,6.58,6.65,6.46
6.64,6.54,6.64,6.45
6.58,6.59,6.72,6.53
6.63,6.53,6.64,6.42
6.50,6.58,6.60,6.46
6.55,6.42,6.58,6.42
6.44,6.57,6.64,6.44
6.58,6.50,6.62,6.47
6.50,6.54,6.64,6.50
6.49,6.33,6.49,6.25
6.29,6.30,6.45,6.17
6.38,6.53,6.59,6.37
6.51,6.47,6.60,6.38
6.50,6.09,6.57,6.06
6.16,6.38,6.40,6.07
6.43,6.34,6.50,6.27
6.27,6.49,6.51,6.25
6.55,6.69,6.69,6.51
6.66,6.65,6.77,6.45
6.75,6.72,6.86,6.64
6.74,6.34,6.74,6.34
6.37,6.30,6.38,6.17
6.15,6.32,6.38,6.12
6.35,6.51,6.54,6.29
6.56,6.67,6.70,6.53
6.67,6.69,6.75,6.60
6.70,6.83,6.87,6.65
6.81,6.66,6.83,6.55
6.69,6.19,6.70,6.07
6.21,6.30,6.42,6.18
6.24,6.04,6.31,5.86
6.03,5.91,6.09,5.84
5.92,6.06,6.06,5.92
6.12,6.01,6.13,5.80
6.04,6.02,6.14,5.91
6.03,6.10,6.19,6.03
6.14,5.99,6.22,5.97
5.99,5.97,6.05,5.87
5.82,4.97,5.89,4.88
4.82,4.73,4.97,4.44
4.72,4.55,4.76,4.51
4.56,4.76,4.85,4.52
4.84,4.71,4.97,4.70
4.71,4.73,4.79,4.66
4.74,4.71,4.77,4.66
4.70,4.80,4.82,4.70
4.84,4.82,4.90,4.81
4.84,4.90,4.91,4.79
4.91,4.82,4.98,4.80
4.80,4.80,4.88,4.73
4.78,4.71,4.82,4.66
4.71,4.86,4.90,4.71
4.90,4.90,4.98,4.85
4.89,4.79,4.93,4.77
4.78,4.86,4.93,4.78
4.90,4.90,5.09,4.82
4.83,4.88,4.94,4.78
4.84,4.95,4.98,4.80
5.00,5.07,5.14,5.00
5.07,5.14,5.17,5.01
5.14,5.13,5.23,5.11
5.11,5.13,5.22,5.10
5.13,5.27,5.28,5.08
5.29,5.19,5.33,5.14
5.15,5.08,5.27,5.05
5.07,5.20,5.23,5.05
5.24,5.26,5.37,5.19
5.26,5.42,5.49,5.26
5.37,5.23,5.42,5.18
5.24,5.15,5.32,5.10
5.16,5.30,5.32,5.13
5.30,5.29,5.34,5.23
5.31,5.22,5.35,5.15
5.21,5.37,5.39,5.18
5.38,5.30,5.38,5.24
5.22,5.23,5.28,5.18
