BDSI,BioDelivery Sciences International,NASDAQ
3.62,3.61,3.62,3.50
3.62,3.54,3.62,3.52
3.67,3.56,3.67,3.55
3.58,3.53,3.58,3.50
3.55,3.55,3.58,3.52
3.56,3.53,3.56,3.48
3.55,3.47,3.55,3.47
3.52,3.51,3.54,3.36
3.46,3.38,3.46,3.35
3.31,3.39,3.46,3.31
3.39,3.21,3.43,3.19
3.26,3.16,3.27,3.10
3.31,3.26,3.39,3.20
3.22,3.14,3.25,3.14
3.11,3.26,3.27,3.11
3.29,3.37,3.37,3.22
3.31,3.30,3.35,3.25
3.37,3.38,3.40,3.30
3.46,3.27,3.47,3.24
3.28,3.15,3.30,3.14
3.15,2.98,3.18,2.87
2.88,2.94,3.03,2.78
2.95,3.00,3.03,2.95
2.94,2.91,2.98,2.87
2.91,2.92,3.08,2.91
3.00,3.10,3.13,2.99
3.08,2.91,3.12,2.89
2.90,2.87,2.96,2.85
2.98,2.98,2.99,2.87
2.98,2.95,2.99,2.92
2.90,2.76,2.91,2.76
2.80,2.57,2.84,2.57
2.59,2.54,2.69,2.51
2.58,2.48,2.66,2.47
2.52,2.48,2.52,2.42
2.48,2.66,2.67,2.48
2.70,2.78,2.83,2.70
2.82,2.75,2.82,2.68
2.72,2.69,2.72,2.63
2.72,2.70,2.77,2.66
2.73,2.76,2.78,2.68
2.90,2.72,2.90,2.70
2.72,2.75,2.83,2.71
2.75,2.71,2.75,2.70
2.70,2.65,2.73,2.64
2.65,2.59,2.70,2.56
2.63,2.38,2.64,2.35
2.45,2.13,2.47,2.12
2.25,2.30,2.32,2.19
2.27,2.24,2.31,2.18
2.30,2.27,2.31,2.24
2.27,2.31,2.38,2.27
2.31,2.27,2.31,2.26
2.27,2.32,2.33,2.27
2.35,2.38,2.40,2.32
2.40,2.30,2.45,2.29
2.38,2.30,2.40,2.28
2.33,2.35,2.38,2.31
2.34,2.25,2.35,2.25
2.30,2.31,2.35,2.25
2.31,2.27,2.41,2.27
2.31,2.22,2.32,2.22
2.30,2.26,2.37,2.23
2.28,2.29,2.30,2.24
2.29,2.29,2.33,2.25
2.29,2.32,2.33,2.24
2.36,2.30,2.37,2.27
2.32,2.40,2.40,2.31
2.40,2.36,2.40,2.32
2.37,2.42,2.47,2.35
2.45,2.44,2.50,2.42
2.47,2.43,2.49,2.41
2.41,2.42,2.48,2.41
2.41,2.40,2.44,2.40
2.40,2.40,2.40,2.32
2.44,2.33,2.44,2.30
2.41,2.34,2.46,2.31
2.31,2.28,2.32,2.27
2.28,2.35,2.40,2.28
2.40,2.40,2.43,2.33
2.35,2.29,2.37,2.27
2.33,2.35,2.35,2.29
2.31,2.37,2.37,2.30
2.35,2.32,2.35,2.28
2.34,2.30,2.39,2.30
2.28,2.28,2.32,2.25
2.28,2.26,2.28,2.24
2.25,2.26,2.28,2.22
2.27,2.20,2.34,2.20
2.23,2.22,2.27,2.20
2.23,2.27,2.33,2.23
2.26,2.23,2.30,2.22
2.22,2.33,2.35,2.22
2.36,2.45,2.73,2.33
2.64,2.44,2.64,2.36
2.44,2.51,2.55,2.40
2.65,2.55,2.65,2.53
2.60,2.55,2.60,2.54
2.60,2.54,2.75,2.54
2.60,2.55,2.60,2.45
2.51,2.47,2.53,2.46
2.45,2.56,2.58,2.45
2.58,2.49,2.58,2.49
2.48,2.63,2.74,2.48
2.78,2.89,2.91,2.67
2.95,2.82,2.95,2.79
2.88,2.81,2.90,2.78
2.79,2.84,2.85,2.78
2.90,2.86,2.93,2.79
2.91,2.93,3.04,2.88
2.93,2.92,2.98,2.86
2.97,3.00,3.15,2.92
3.06,2.89,3.06,2.88
2.95,2.93,2.95,2.90
2.88,2.85,2.92,2.82
2.83,2.96,3.01,2.71
3.00,2.95,3.06,2.93
2.91,3.09,3.09,2.90
3.09,3.20,3.20,3.02
3.20,3.29,3.31,3.16
3.35,3.50,3.50,3.28
3.51,3.55,3.75,3.41
3.60,3.40,3.62,3.30
3.47,3.44,3.47,3.28
3.47,3.43,3.47,3.37
3.36,3.37,3.43,3.30
3.52,3.44,3.55,3.37
3.45,3.40,3.45,3.34
3.40,3.44,3.45,3.36
3.54,3.45,3.54,3.45
3.45,3.51,3.51,3.44
3.51,3.52,3.55,3.46
3.54,3.45,3.54,3.40
3.47,3.43,3.47,3.36
3.40,3.45,3.48,3.35
3.45,3.47,3.54,3.41
3.55,3.59,3.59,3.47
3.60,3.59,3.70,3.52
3.60,3.59,3.64,3.54
3.65,3.58,3.65,3.55
3.61,3.50,3.72,3.47
3.47,3.10,3.47,2.95
3.10,2.93,3.10,2.84
2.85,3.09,3.13,2.85
3.05,2.97,3.08,2.94
2.98,2.91,2.98,2.65
2.87,2.87,2.90,2.66
2.84,2.95,3.00,2.76
2.93,2.92,3.00,2.90
2.95,2.94,2.95,2.82
2.86,2.84,2.93,2.78
2.91,2.84,2.93,2.84
2.86,2.86,2.93,2.84
2.85,2.82,2.85,2.73
2.75,2.76,2.82,2.72
2.76,2.79,2.80,2.72
2.80,2.67,2.80,2.66
2.67,2.68,2.69,2.64
2.65,2.72,2.81,2.65
2.73,2.80,2.82,2.72
2.85,2.78,2.88,2.74
2.78,2.78,2.81,2.74
2.80,2.78,2.84,2.78
2.81,2.81,2.82,2.76
2.77,2.79,2.81,2.70
2.80,2.72,2.80,2.70
2.70,2.70,2.72,2.65
2.67,2.71,2.71,2.65
2.68,2.68,2.73,2.68
2.68,2.70,2.72,2.55
2.72,2.76,2.82,2.71
2.80,2.86,2.90,2.76
2.90,2.85,2.90,2.82
2.89,2.97,2.98,2.86
2.97,3.21,3.25,2.97
3.25,3.70,3.70,3.24
3.62,3.55,3.75,3.42
3.65,3.55,3.73,3.55
3.67,3.70,3.70,3.41
3.73,3.65,3.73,3.56
3.67,3.65,3.70,3.61
3.65,3.59,3.70,3.50
3.66,3.55,3.66,3.47
3.54,3.54,3.58,3.49
3.57,3.60,3.60,3.53
3.60,3.70,3.70,3.55
3.71,3.82,3.93,3.60
3.87,3.74,3.90,3.30
3.70,3.41,3.70,3.37
3.46,3.34,3.46,3.32
3.32,3.41,3.43,3.28
3.41,3.39,3.43,3.31
3.35,3.32,3.35,3.26
3.33,3.31,3.35,3.25
3.31,3.33,3.34,3.27
3.33,3.28,3.33,3.26
3.31,3.29,3.32,3.28
3.34,3.30,3.43,3.29
3.31,3.32,3.34,3.28
3.36,3.39,3.44,3.31
3.44,3.45,3.59,3.39
3.58,3.54,3.58,3.46
3.55,3.51,3.55,3.40
3.52,3.45,3.52,3.36
3.41,3.36,3.48,3.35
3.36,3.38,3.42,3.30
3.48,3.39,3.48,3.32
3.46,3.45,3.51,3.41
3.53,3.50,3.54,3.46
3.50,3.56,3.56,3.42
3.58,3.60,3.69,3.52
3.60,3.63,3.73,3.50
3.63,3.54,3.70,3.51
3.56,3.51,3.57,3.45
3.49,3.48,3.57,3.42
3.63,3.50,3.63,3.50
3.53,3.64,3.64,3.48
3.71,3.60,3.71,3.52
3.58,3.54,3.68,3.52
3.55,3.61,3.61,3.46
3.66,3.54,3.66,3.54
3.54,3.51,3.54,3.37
3.46,3.40,3.55,3.39
3.43,3.34,3.47,3.34
3.42,3.39,3.44,3.36
3.35,3.41,3.55,3.35
3.20,3.45,3.51,3.20
3.45,3.37,3.50,3.27
3.42,3.30,3.48,3.29
3.35,3.22,3.35,3.22
3.45,3.28,3.49,3.24
3.28,3.37,3.39,3.28
3.37,3.33,3.49,3.33
3.32,3.27,3.42,3.25
3.28,3.28,3.32,3.23
3.24,3.25,3.32,3.22
3.23,3.28,3.33,3.22
3.29,3.32,3.34,3.25
3.33,3.53,3.54,3.30
3.53,3.55,3.55,3.35
3.53,3.54,3.55,3.37
3.55,3.61,3.61,3.48
3.60,3.64,3.65,3.50
3.65,3.57,3.69,3.54
3.56,3.64,3.70,3.54
3.64,3.63,3.64,3.55
3.60,3.58,3.64,3.57
3.57,3.54,3.58,3.53
3.51,3.56,3.59,3.48
3.54,3.59,3.62,3.47
3.59,3.58,3.59,3.38
3.57,3.62,3.63,3.45
3.63,3.65,3.65,3.50
3.68,3.70,3.74,3.53
3.74,3.72,3.75,3.63
3.75,3.89,4.00,3.75
3.89,3.80,3.93,3.72
3.78,3.73,3.83,3.65
3.75,3.69,3.78,3.62
3.61,3.71,3.72,3.57
3.68,3.70,3.70,3.57
3.68,3.61,3.75,3.56
3.58,3.75,3.78,3.55
3.79,3.66,3.79,3.60
3.65,3.57,3.66,3.57
3.57,3.60,3.65,3.55
3.58,3.58,3.62,3.57
3.58,3.58,3.60,3.55
3.58,3.58,3.66,3.53
3.58,3.48,3.58,3.38
3.46,3.48,3.58,3.46
3.50,3.45,3.50,3.38
3.45,3.40,3.59,3.37
3.38,3.35,3.39,3.32
3.33,3.28,3.36,3.19
3.23,3.27,3.31,3.17
3.25,3.30,3.32,3.19
3.28,3.33,3.35,3.23
3.35,3.28,3.39,3.28
3.27,3.40,3.48,3.25
3.40,3.51,3.56,3.30
3.55,3.54,3.60,3.40
3.51,3.62,3.65,3.35
3.62,3.57,3.63,3.50
3.55,3.47,3.61,3.45
3.45,3.42,3.55,3.40
3.40,3.56,3.62,3.37
3.46,3.56,3.59,3.30
3.55,3.49,3.57,3.42
3.49,3.44,3.49,3.40
3.43,3.47,3.59,3.42
3.45,3.48,3.50,3.40
3.48,3.52,3.54,3.42
3.53,3.49,3.53,3.44
3.50,3.50,3.50,3.43
3.47,3.49,3.52,3.40
3.45,3.46,3.50,3.40
3.45,3.47,3.51,3.43
3.45,3.44,3.46,3.43
3.40,3.32,3.44,3.26
3.31,3.26,3.32,3.16
3.23,3.23,3.30,3.13
3.20,3.27,3.34,2.92
3.29,3.32,3.32,3.24
3.28,3.31,3.32,3.24
3.32,3.28,3.32,3.23
3.28,3.54,3.59,3.25
3.54,3.54,3.60,3.40
3.53,3.65,3.70,3.48
3.65,3.65,3.74,3.52
3.65,3.66,3.72,3.58
3.65,3.62,3.69,3.61
3.60,3.59,3.69,3.55
3.60,3.54,3.60,3.50
3.54,3.64,3.70,3.54
3.65,3.66,3.74,3.61
3.67,3.91,3.97,3.64
3.95,3.97,4.05,3.90
3.91,3.99,4.04,3.91
3.86,3.83,4.02,3.77
3.87,3.76,3.87,3.70
3.73,3.78,3.89,3.66
3.82,3.79,3.96,3.71
3.80,3.69,3.89,3.65
3.68,3.81,3.89,3.65
3.76,3.85,3.91,3.66
3.79,3.61,3.81,3.51
3.51,3.25,3.51,3.18
3.19,3.34,3.46,3.19
3.38,3.29,3.61,3.20
3.30,3.25,3.39,3.25
3.28,3.29,3.36,3.25
3.33,3.35,3.60,3.33
3.32,3.35,3.45,3.25
3.34,3.30,3.38,3.27
3.29,3.13,3.29,3.12
3.11,3.10,3.13,3.01
3.13,3.37,3.49,3.06
3.34,3.33,3.37,3.25
3.32,3.38,3.55,3.13
3.36,3.36,3.40,3.25
3.40,3.43,3.48,3.31
3.41,3.34,3.45,3.31
3.36,3.36,3.45,3.33
3.40,3.38,3.40,3.36
3.40,3.32,3.40,3.31
3.32,3.33,3.37,3.25
3.40,3.22,3.40,3.15
3.25,3.19,3.29,3.17
3.28,3.27,3.41,3.18
3.30,3.23,3.30,3.17
3.17,3.15,3.19,3.12
3.13,3.25,3.27,3.13
3.26,3.25,3.27,3.10
3.23,3.14,3.24,3.14
3.15,3.17,3.21,2.91
3.12,3.16,3.20,3.10
3.11,3.07,3.14,3.04
3.03,3.01,3.14,3.00
2.98,2.95,3.17,2.86
2.96,2.99,3.15,2.91
3.00,2.88,3.10,2.86
2.93,3.16,3.16,2.86
3.11,3.06,3.15,2.98
1.30,1.24,1.50,1.19
1.20,1.09,1.26,1.08
1.09,0.99,1.14,0.96
0.99,1.00,1.03,0.91
0.99,1.07,1.19,0.96
1.05,1.00,1.05,0.92
1.08,0.95,1.10,0.95
0.97,1.00,1.02,0.95
0.99,1.02,1.05,0.99
1.05,1.00,1.05,0.99
1.02,1.06,1.09,1.01
1.11,1.08,1.13,1.05
1.13,1.13,1.15,1.09
1.14,1.02,1.14,1.01
1.01,0.99,1.04,0.99
0.99,1.00,1.03,0.97
1.02,0.99,1.03,0.99
0.99,1.02,1.05,0.98
1.02,0.99,1.05,0.98
1.01,0.96,1.01,0.96
0.98,0.99,1.01,0.97
0.96,0.95,0.98,0.95
0.95,0.95,0.96,0.91
0.91,0.90,0.95,0.88
0.90,0.94,0.95,0.90
0.92,0.93,0.95,0.91
0.93,0.88,0.93,0.87
0.87,0.92,0.92,0.87
0.92,0.95,0.95,0.89
0.95,0.95,1.01,0.93
0.97,0.96,0.99,0.92
0.95,1.02,1.03,0.95
1.00,1.03,1.07,0.95
1.02,1.03,1.04,0.95
1.02,0.98,1.03,0.98
0.99,0.98,1.01,0.96
0.99,0.98,0.99,0.98
1.00,0.97,1.00,0.97
0.97,0.93,0.98,0.91
0.92,0.93,0.99,0.91
0.92,0.93,0.99,0.91
0.97,1.00,1.03,0.97
1.00,1.01,1.06,0.91
1.01,1.04,1.09,0.98
1.05,1.00,1.05,0.99
1.01,1.05,1.07,1.01
1.06,1.08,1.08,1.05
1.08,1.06,1.08,1.05
1.06,1.03,1.08,1.03
1.05,1.05,1.08,1.03
1.05,1.08,1.08,1.04
1.05,1.07,1.12,1.02
1.05,1.01,1.05,1.00
1.01,1.00,1.03,0.99
0.98,1.01,1.02,0.95
1.02,0.99,1.02,0.99
1.00,0.98,1.02,0.97
1.01,0.97,1.02,0.96
0.98,0.89,0.98,0.88
0.90,0.89,0.94,0.89
0.91,0.89,0.93,0.84
0.87,0.82,0.87,0.77
0.80,0.78,0.83,0.78
0.79,0.82,1.03,0.78
0.84,0.81,0.85,0.80
0.81,0.82,0.91,0.81
0.81,0.82,0.87,0.80
0.83,0.84,0.84,0.80
1.95,1.81,2.05,1.71
1.86,1.74,1.93,1.69
1.75,1.75,1.75,1.65
1.75,1.87,1.90,1.72
1.95,2.23,2.43,1.91
2.27,2.08,2.27,2.02
2.11,2.07,2.20,2.00
2.09,2.12,2.17,2.01
2.12,2.14,2.18,2.12
2.16,2.12,2.16,2.11
2.09,2.07,2.15,2.05
2.05,2.10,2.10,2.05
2.10,2.11,2.19,2.08
2.08,2.05,2.17,2.00
2.05,2.08,2.11,2.04
2.07,2.10,2.12,2.05
2.10,2.07,2.13,2.06
2.07,2.04,2.07,2.01
2.03,2.08,2.08,2.03
2.07,2.06,2.10,2.02
2.09,2.06,2.10,2.03
2.07,2.13,2.13,2.04
2.12,2.11,2.12,2.07
2.08,2.12,2.12,2.04
2.11,2.05,2.12,2.02
2.05,2.08,2.08,2.04
2.10,2.04,2.10,2.03
2.04,2.00,2.05,1.96
2.24,2.33,2.55,2.24
2.36,2.34,2.38,2.23
2.36,2.33,2.38,2.26
2.35,2.34,2.40,2.34
2.35,2.31,2.38,2.28
2.31,2.25,2.31,2.25
2.22,2.22,2.25,2.20
2.44,2.20,2.44,2.20
2.22,2.26,2.26,2.21
2.24,2.31,2.32,2.16
2.31,2.29,2.36,2.25
2.32,2.31,2.34,2.30
2.34,2.32,2.35,2.32
2.35,2.19,2.36,2.11
2.24,2.33,2.33,2.23
2.36,2.37,2.38,2.30
2.36,2.22,2.36,2.18
2.22,2.19,2.22,2.15
2.20,2.24,2.24,2.16
2.25,2.19,2.25,2.17
2.20,2.19,2.22,2.16
2.17,2.17,2.22,2.16
2.17,2.13,2.20,2.09
2.12,2.10,2.12,2.08
2.07,2.11,2.13,2.02
2.11,2.20,2.20,2.04
2.20,2.25,2.25,2.09
2.23,2.33,2.34,2.18
2.33,2.32,2.34,2.29
2.27,2.33,2.36,2.26
2.34,2.42,2.45,2.34
2.40,2.57,2.61,2.39
2.58,2.70,2.86,2.51
2.72,2.67,2.72,2.58
2.67,2.62,2.70,2.54
2.55,2.57,2.65,2.52
2.55,2.64,2.65,2.50
2.81,2.77,2.81,2.59
2.80,2.84,2.87,2.74
2.84,2.93,2.99,2.83
2.99,2.91,3.06,2.88
3.00,3.25,3.27,3.00
3.21,3.31,3.32,3.15
3.31,3.35,3.39,3.27
3.38,3.53,3.60,3.22
3.53,3.46,3.53,3.33
3.48,3.61,3.66,3.48
3.68,3.69,3.71,3.55
3.73,3.68,3.77,3.63
3.71,3.80,3.91,3.69
3.78,3.80,3.90,3.74
3.80,3.74,3.89,3.65
3.68,3.80,3.80,3.64
3.80,3.85,3.86,3.73
3.82,3.80,3.82,3.66
3.74,3.85,3.85,3.70
3.78,4.02,4.07,3.76
3.98,4.02,4.17,3.92
4.05,4.09,4.12,4.00
4.10,4.12,4.12,4.02
4.13,4.46,4.54,4.06
4.50,4.49,4.51,4.37
4.49,4.05,4.49,3.74
4.02,4.08,4.10,3.87
4.06,4.01,4.13,3.57
4.08,4.20,4.21,4.04
4.20,4.23,4.27,4.14
4.17,4.14,4.28,4.10
4.17,4.08,4.21,4.02
4.08,3.94,4.18,3.90
4.01,3.83,4.08,3.79
3.78,3.59,3.85,3.41
3.57,3.50,3.60,3.44
3.45,3.38,3.45,3.31
3.33,3.17,3.33,3.12
3.15,3.33,3.38,3.12
3.35,3.30,3.39,3.26
3.30,3.28,3.32,3.24
3.29,3.40,3.43,3.25
3.35,3.28,3.45,3.26
3.26,3.26,3.38,3.19
3.26,3.23,3.28,3.15
3.19,3.39,3.44,3.16
3.40,3.43,3.54,3.39
3.42,3.66,3.76,3.32
3.68,3.76,3.89,3.68
3.78,3.88,3.93,3.73
3.91,3.93,4.04,3.69
3.92,4.04,4.06,3.90
4.04,4.18,4.27,3.94
4.17,4.11,4.20,4.03
4.15,4.30,4.40,4.14
4.50,4.43,4.50,4.25
4.49,4.48,4.49,4.27
4.47,4.50,4.50,4.41
4.55,4.67,4.74,4.54
4.70,4.95,5.00,4.66
4.95,5.00,5.06,4.90
5.07,5.08,5.18,4.88
5.14,5.13,5.18,5.05
5.13,5.18,5.19,5.10
5.18,4.99,5.18,4.71
5.01,4.87,5.03,4.82
4.88,4.81,4.90,4.76
4.82,4.89,4.90,4.75
4.89,4.96,4.97,4.80
4.98,4.79,4.98,4.79
4.80,4.67,4.83,4.44
4.57,4.59,4.64,4.54
4.57,4.50,4.57,4.46
4.48,4.50,4.54,4.45
4.51,4.55,4.58,4.46
4.55,4.80,4.82,4.54
4.85,4.70,4.85,4.68
4.70,4.74,4.88,4.65
4.77,4.73,4.82,4.73
4.74,4.74,4.77,4.65
4.69,4.77,4.81,4.50
4.75,4.74,4.79,4.65
4.76,4.74,4.77,4.50
4.70,4.56,4.73,4.55
4.55,4.68,4.71,4.48
4.70,4.34,4.70,4.26
4.34,4.38,4.47,4.31
4.38,4.43,4.44,4.33
4.40,4.64,4.65,4.39
4.65,4.81,4.83,4.64
4.79,4.93,4.95,4.71
4.93,4.85,4.96,4.80
4.90,4.70,4.90,4.65
4.70,4.70,4.76,4.62
4.73,4.72,4.74,4.60
4.69,4.82,4.86,4.66
4.85,4.90,4.94,4.80
4.90,4.98,4.98,4.86
4.99,4.97,4.99,4.86
4.99,4.86,4.99,4.79
4.88,4.93,4.95,4.81
4.93,4.93,5.19,4.86
4.95,5.02,5.05,4.91
5.04,5.61,5.66,5.04
5.61,5.61,5.67,5.30
5.64,5.66,5.70,5.38
5.63,5.53,5.87,5.48
5.57,5.42,5.58,5.23
5.44,5.74,6.00,5.44
5.85,5.86,5.94,5.75
5.87,5.98,5.99,5.79
5.85,6.00,6.00,5.85
5.99,5.92,6.09,5.90
5.87,6.22,6.36,5.80
6.30,6.27,6.42,6.16
6.29,6.30,6.48,6.15
6.37,6.18,6.37,6.13
6.23,6.14,6.25,6.04
6.14,6.26,6.39,6.10
6.20,6.32,6.40,6.12
6.40,6.55,6.63,6.30
6.62,6.59,6.80,6.52
6.63,6.72,6.75,6.50
6.74,6.78,6.84,6.65
6.80,6.74,6.89,6.65
6.73,6.74,6.85,6.65
6.72,6.45,6.72,6.15
6.48,6.47,6.58,6.25
6.52,6.65,6.70,6.52
6.65,6.50,6.65,6.46
6.45,6.49,6.53,6.41
6.50,6.55,6.60,6.44
6.47,6.32,6.50,6.28
6.29,5.90,6.32,5.79
5.80,5.64,5.98,5.61
5.60,5.14,5.60,5.10
5.01,4.96,5.05,4.78
5.00,5.05,5.06,4.91
5.09,5.11,5.13,5.03
5.05,5.07,5.12,5.01
5.03,5.10,5.12,5.00
5.12,5.06,5.28,5.00
5.09,4.84,5.11,4.84
4.78,4.61,4.88,4.35
4.66,4.73,4.81,4.52
4.58,4.50,4.74,4.48
4.51,4.38,4.58,4.31
4.37,4.45,4.48,4.30
4.46,4.33,4.48,4.26
4.31,4.34,4.43,4.27
4.36,4.15,4.36,4.10
4.16,4.16,4.30,4.10
4.15,4.26,4.30,4.10
4.34,4.42,4.50,4.29
4.45,4.61,4.63,4.43
4.64,4.80,4.84,4.61
4.85,4.77,4.92,4.66
4.72,4.41,4.72,4.35
4.40,4.23,4.40,4.21
4.16,4.07,4.40,3.87
4.11,4.25,4.36,4.11
4.28,4.25,4.32,4.13
4.25,4.29,4.36,4.23
4.29,4.28,4.41,4.25
4.33,4.20,4.34,4.18
4.21,4.28,4.37,4.21
4.31,4.29,4.31,4.20
4.29,4.44,4.65,4.29
4.48,4.44,4.53,4.40
4.47,4.44,4.50,4.40
4.44,4.40,4.48,4.29
4.39,4.29,4.43,4.25
4.33,4.26,4.33,4.24
4.25,4.22,4.27,4.18
4.21,4.13,4.25,4.12
4.12,4.10,4.21,4.05
4.06,4.05,4.12,3.92
4.14,4.07,4.15,4.02
4.09,3.98,4.11,3.95
3.99,4.05,4.10,3.98
4.00,4.14,4.17,3.96
4.13,4.31,4.34,4.07
4.44,4.51,4.56,4.29
4.50,4.51,4.53,4.44
4.56,4.63,4.70,4.51
4.60,4.66,4.70,4.49
4.67,4.76,4.77,4.58
4.81,4.85,4.94,4.76
4.86,4.82,4.90,4.78
4.83,4.76,4.84,4.66
4.72,4.53,4.72,4.45
4.50,4.57,4.59,4.48
4.56,4.50,4.56,4.48
4.52,4.36,4.61,4.34
4.35,4.22,4.38,4.13
4.30,4.26,4.39,4.23
4.26,4.19,4.28,4.16
4.20,4.25,4.25,4.14
4.25,4.31,4.31,4.19
4.29,4.33,4.34,4.28
4.33,4.33,4.34,4.26
4.34,4.35,4.40,4.31
4.35,4.36,4.46,4.20
4.39,4.61,4.64,4.38
4.58,4.41,4.62,4.40
4.44,4.39,4.47,4.35
4.35,4.28,4.35,4.20
4.25,4.20,4.25,4.16
4.17,4.18,4.24,4.10
4.13,4.22,4.24,4.11
4.20,4.17,4.23,4.15
4.14,4.08,4.21,4.03
4.04,4.29,4.33,4.04
4.21,4.35,4.47,4.21
4.31,4.31,4.39,4.28
4.30,4.16,4.33,4.15
4.12,4.06,4.18,4.02
4.06,4.02,4.12,3.97
4.01,3.78,4.05,3.75
3.82,3.76,3.86,3.68
3.75,3.79,3.84,3.74
3.75,3.77,3.90,3.66
3.60,3.78,4.07,3.52
3.73,3.80,3.83,3.73
3.79,4.01,4.01,3.79
3.97,3.99,4.03,3.92
4.00,4.08,4.14,4.00
4.07,4.05,4.09,4.01
4.39,4.11,4.40,4.07
4.14,4.15,4.23,4.10
4.11,4.08,4.15,4.06
4.10,3.99,4.16,3.96
3.96,3.96,4.03,3.90
3.86,3.92,3.96,3.85
3.97,3.86,4.06,3.85
3.87,3.89,3.92,3.84
3.86,3.86,3.93,3.84
3.89,3.84,3.96,3.82
3.92,3.99,4.10,3.88
4.10,4.14,4.22,4.06
4.13,4.17,4.20,4.09
4.19,4.21,4.23,4.15
4.20,4.15,4.25,4.11
4.20,4.36,4.45,4.15
4.38,4.20,4.44,4.16
4.20,4.25,4.26,4.19
4.18,4.28,4.31,4.01
4.33,4.26,4.33,4.21
4.25,4.32,4.37,4.15
4.36,4.47,4.49,4.31
4.67,4.79,4.92,4.59
4.78,4.82,4.87,4.67
4.82,4.80,4.85,4.73
4.80,5.00,5.03,4.76
4.99,4.82,4.99,4.71
4.86,4.80,4.88,4.74
4.81,4.98,5.08,4.77
4.99,5.09,5.14,4.84
5.12,5.29,5.29,5.00
5.28,5.41,5.47,5.25
5.42,5.46,5.59,5.40
5.41,5.40,5.54,5.37
5.39,5.43,5.46,5.35
5.41,5.68,5.70,5.36
5.64,5.47,5.66,5.45
5.47,5.48,5.51,5.42
5.53,5.58,5.65,5.50
5.61,5.65,5.74,5.58
5.65,5.60,5.66,5.55
5.57,5.36,5.59,5.28
5.34,5.16,5.36,5.12
5.12,5.15,5.25,4.93
5.13,5.19,5.22,4.99
5.24,5.09,5.43,4.93
5.04,5.05,5.08,4.92
5.00,4.90,5.00,4.85
4.89,4.74,4.95,4.71
4.69,4.53,4.72,4.50
4.50,4.34,4.50,4.30
4.29,4.20,4.45,4.16
4.16,4.50,4.53,4.12
4.54,4.47,4.56,4.36
4.59,4.61,4.80,4.54
4.60,4.51,4.60,4.41
4.50,4.54,4.56,4.46
4.47,4.40,4.56,4.34
4.45,4.43,4.50,4.30
4.42,4.37,4.48,4.31
4.34,4.30,4.50,4.29
4.32,4.31,4.43,4.22
4.34,4.33,4.36,4.25
4.44,4.38,4.55,4.30
4.37,4.32,4.40,4.21
4.38,4.29,4.45,4.25
4.28,4.44,4.47,4.26
4.42,4.37,4.46,4.36
4.45,4.44,4.50,4.37
4.47,4.66,4.68,4.38
4.65,4.53,4.68,4.46
4.41,4.27,4.53,4.24
