BDSI,BioDelivery Sciences International,NASDAQ
1.70,1.70,1.80,1.70
1.75,1.60,1.75,1.55
1.60,1.85,1.90,1.60
1.90,2.00,2.05,1.85
1.65,1.95,2.00,1.65
1.90,1.90,1.95,1.80
1.95,2.10,2.20,1.88
2.10,1.95,2.10,1.95
1.90,2.00,2.00,1.90
2.00,1.90,2.05,1.80
1.85,1.85,1.90,1.80
1.85,1.70,1.90,1.70
1.70,1.75,1.80,1.70
1.75,1.75,1.80,1.70
1.75,1.70,1.80,1.70
1.70,1.70,1.80,1.65
1.70,1.75,1.80,1.68
1.75,1.75,1.80,1.65
1.75,1.75,1.80,1.75
1.80,1.85,1.90,1.75
1.90,1.90,2.00,1.85
1.95,1.85,1.95,1.80
1.90,1.85,1.95,1.80
1.90,1.90,1.90,1.80
1.90,1.95,1.95,1.80
1.90,2.00,2.00,1.90
