ROSG,Rosetta Genomics Ltd. - ordinary shares,NASDAQ
1.67,1.63,1.68,1.63
1.60,1.60,1.65,1.56
1.60,1.61,1.71,1.60
1.73,1.64,1.73,1.58
1.61,1.61,1.63,1.57
1.61,1.61,1.61,1.59
1.61,1.55,1.61,1.51
1.57,1.57,1.58,1.55
1.59,1.62,1.62,1.57
1.57,1.54,1.57,1.54
1.55,1.54,1.57,1.53
1.53,1.53,1.53,1.53
1.55,1.54,1.60,1.54
1.55,1.58,1.59,1.55
1.52,1.54,1.54,1.48
1.53,1.53,1.54,1.49
1.53,1.47,1.53,1.47
1.47,1.49,1.53,1.47
1.47,1.47,1.47,1.47
1.48,1.45,1.48,1.42
1.45,1.36,1.45,1.24
1.34,1.29,1.36,1.24
1.29,1.25,1.33,1.21
1.23,1.25,1.25,1.21
1.17,1.23,1.28,1.17
1.21,1.21,1.25,1.21
1.18,1.20,1.24,1.17
1.21,1.22,1.22,1.18
1.22,1.19,1.22,1.19
1.20,1.25,1.26,1.20
1.25,1.25,1.25,1.24
1.26,1.25,1.26,1.23
1.26,1.29,1.30,1.26
1.16,1.13,1.24,0.93
1.16,1.07,1.16,1.03
1.08,1.05,1.15,1.04
1.10,1.11,1.12,1.05
1.09,1.06,1.14,1.04
1.08,1.06,1.11,1.05
1.07,1.07,1.07,1.02
1.09,1.11,1.12,1.09
1.13,1.16,1.20,1.13
1.15,1.19,1.20,1.15
1.20,1.26,1.26,1.20
1.23,1.25,1.33,1.19
1.25,1.22,1.34,1.19
1.17,1.22,1.50,1.16
1.17,1.23,1.23,1.16
1.20,1.16,1.26,1.16
1.24,1.16,1.30,1.15
1.21,1.19,1.21,1.16
1.19,1.20,1.25,1.13
1.23,1.08,1.23,0.98
1.06,0.97,1.06,0.97
0.99,0.98,1.00,0.98
0.99,1.00,1.01,0.98
1.00,1.11,1.12,1.00
1.12,1.42,1.55,1.12
1.59,1.50,1.68,1.48
1.54,1.67,1.77,1.54
1.66,1.60,1.66,1.55
1.57,1.46,1.57,1.46
1.62,1.54,1.62,1.50
1.52,1.50,1.53,1.45
1.53,1.49,1.53,1.45
1.47,1.41,1.47,1.40
1.40,1.35,1.40,1.33
1.45,1.40,1.45,1.33
1.49,1.31,1.49,1.30
1.32,1.38,1.38,1.31
1.40,1.36,1.40,1.35
1.36,1.36,1.40,1.35
1.36,1.40,1.43,1.35
1.40,1.36,1.40,1.36
1.35,1.43,1.43,1.35
1.41,1.37,1.41,1.35
1.35,1.35,1.40,1.33
1.40,1.33,1.40,1.32
1.33,1.23,1.40,1.23
1.25,1.28,1.32,1.23
1.28,1.25,1.30,1.25
1.28,1.30,1.30,1.27
1.30,1.27,1.30,1.26
1.30,1.29,1.33,1.28
1.32,1.31,1.32,1.26
1.28,1.28,1.33,1.28
1.29,1.28,1.32,1.28
1.28,1.29,1.34,1.28
1.30,1.29,1.31,1.29
1.30,1.30,1.30,1.28
1.28,1.24,1.32,1.24
1.10,1.10,1.13,1.01
1.12,1.07,1.14,1.02
1.09,1.06,1.10,1.04
1.05,1.03,1.08,1.01
1.00,1.01,1.05,1.00
1.00,1.03,1.08,1.00
1.07,1.06,1.07,1.02
1.07,1.12,1.17,1.07
1.14,1.05,1.14,1.04
1.05,1.05,1.10,1.05
1.05,1.05,1.05,1.02
1.05,1.01,1.05,1.00
1.00,1.02,1.06,1.00
1.02,1.01,1.07,1.01
1.02,1.02,1.03,0.97
1.02,1.05,1.05,1.00
1.05,1.01,1.10,1.00
1.01,0.97,1.02,0.92
0.97,0.91,0.97,0.90
0.91,0.99,1.00,0.91
0.95,0.95,1.00,0.95
0.95,0.95,0.95,0.93
0.95,0.94,0.98,0.92
1.02,0.93,1.02,0.93
0.95,0.95,0.99,0.93
0.98,0.94,1.03,0.93
0.96,0.95,1.00,0.94
1.01,0.93,1.01,0.93
0.94,0.91,0.95,0.91
0.95,0.94,1.01,0.92
0.99,0.94,0.99,0.94
0.95,0.95,0.95,0.92
0.98,0.92,0.98,0.91
0.95,0.91,0.98,0.90
0.92,0.90,0.95,0.90
0.90,0.87,0.91,0.85
0.86,0.85,0.90,0.85
0.85,0.85,0.86,0.82
0.86,0.83,0.86,0.80
0.83,0.85,0.85,0.83
0.92,0.84,0.92,0.83
0.84,0.83,0.85,0.83
0.83,0.83,0.85,0.83
0.87,0.83,0.87,0.82
0.83,0.84,0.85,0.82
0.85,0.85,0.85,0.82
0.88,0.83,0.88,0.83
0.83,0.83,0.89,0.83
0.83,0.77,0.83,0.77
0.77,0.79,0.80,0.76
0.80,0.80,0.80,0.77
0.78,0.79,0.80,0.76
0.79,0.77,0.80,0.76
0.76,0.73,0.77,0.70
0.72,0.73,0.74,0.71
0.58,0.55,0.68,0.51
0.55,0.54,0.56,0.53
0.56,0.52,0.56,0.51
0.54,0.54,0.59,0.54
0.57,0.52,0.58,0.52
0.53,0.55,0.55,0.53
0.60,0.54,0.60,0.53
0.54,0.55,0.56,0.54
0.55,0.56,0.57,0.53
0.59,0.55,0.60,0.55
0.60,0.54,0.60,0.54
0.55,0.57,0.59,0.55
0.57,0.55,0.59,0.54
0.56,0.57,0.58,0.55
0.59,0.57,0.59,0.56
0.57,0.57,0.57,0.56
0.56,0.54,0.57,0.54
0.54,0.54,0.56,0.53
0.57,0.50,0.57,0.50
0.50,0.51,0.53,0.50
0.51,0.51,0.52,0.51
0.53,0.51,0.55,0.51
0.51,0.52,0.54,0.51
0.53,0.52,0.54,0.50
0.53,0.55,0.55,0.52
0.55,0.53,0.55,0.52
0.52,0.52,0.54,0.51
0.52,0.51,0.52,0.50
0.55,0.55,0.58,0.54
0.55,0.53,0.56,0.52
0.53,0.51,0.53,0.50
0.52,0.55,0.55,0.50
0.52,0.52,0.55,0.52
0.51,0.51,0.54,0.50
0.53,0.50,0.53,0.50
0.51,0.48,0.51,0.48
0.48,0.49,0.50,0.48
0.49,0.50,0.52,0.44
0.50,0.49,0.50,0.48
0.48,0.44,0.49,0.44
0.44,0.46,0.46,0.42
0.46,0.43,0.46,0.42
0.45,0.44,0.48,0.43
0.44,0.42,0.44,0.41
0.41,0.42,0.43,0.41
0.42,0.40,0.44,0.38
0.40,0.40,0.40,0.34
0.39,0.40,0.50,0.38
0.41,0.40,0.41,0.38
0.40,0.39,0.41,0.39
0.44,0.42,0.44,0.38
0.42,0.45,0.45,0.42
0.48,0.48,0.51,0.45
0.49,0.47,0.49,0.44
0.47,0.44,0.47,0.42
0.45,0.44,0.48,0.43
0.43,0.44,0.45,0.41
0.45,0.43,0.45,0.42
0.45,0.45,0.47,0.42
0.43,0.45,0.45,0.40
0.45,0.45,0.48,0.42
0.45,0.44,0.45,0.42
0.45,0.45,0.47,0.43
0.45,0.44,0.46,0.43
0.45,0.42,0.45,0.42
0.42,0.43,0.44,0.40
0.43,0.45,0.46,0.41
0.45,0.45,0.46,0.43
0.45,0.44,0.45,0.44
0.44,0.42,0.45,0.41
0.44,0.43,0.45,0.43
0.45,0.43,0.45,0.40
0.44,0.41,0.44,0.41
0.40,0.40,0.42,0.40
0.44,0.40,0.44,0.39
0.42,0.40,0.42,0.38
0.40,0.37,0.40,0.34
0.35,0.38,0.38,0.35
0.40,0.37,0.40,0.34
0.38,0.34,0.38,0.32
0.38,0.32,0.38,0.28
0.30,0.31,0.33,0.28
0.30,0.31,0.34,0.28
0.32,0.30,0.32,0.29
0.30,0.28,0.30,0.20
0.30,0.30,0.30,0.29
0.30,0.29,0.30,0.29
0.29,0.32,0.33,0.27
0.35,0.33,0.35,0.33
0.33,0.28,0.33,0.27
0.28,0.27,0.31,0.27
0.32,0.27,0.32,0.27
0.29,0.29,0.30,0.26
0.30,0.29,0.30,0.28
0.30,0.29,0.31,0.26
0.27,0.27,0.27,0.24
1.10,1.16,1.16,1.10
1.21,1.25,1.27,1.11
1.16,1.14,1.25,1.10
1.16,1.36,1.40,1.16
1.35,1.47,1.50,1.34
1.45,1.80,2.43,1.45
1.57,1.54,1.89,1.52
1.84,1.65,1.84,1.62
1.59,1.63,1.64,1.51
1.70,1.59,1.70,1.52
1.52,1.50,1.62,1.45
1.56,1.47,1.56,1.46
1.50,1.41,1.50,1.36
1.56,1.27,1.72,1.25
1.26,1.23,1.38,1.22
1.23,1.16,1.30,1.16
1.45,1.30,1.45,1.21
1.32,1.38,1.38,1.20
1.49,1.39,1.55,1.29
1.48,1.25,1.50,1.22
1.28,1.14,1.28,1.13
1.10,1.01,1.20,1.00
0.91,0.94,1.05,0.91
0.93,1.01,1.07,0.93
1.00,1.07,1.07,1.00
1.05,1.08,1.08,1.05
1.09,1.14,1.14,1.09
1.13,1.20,1.26,1.13
1.20,1.20,1.20,1.20
1.13,1.15,1.19,1.11
1.16,1.21,1.25,1.11
1.23,1.19,1.26,1.15
1.17,1.14,1.26,1.12
1.14,1.35,1.38,1.14
1.39,1.57,1.57,1.35
1.63,1.50,1.78,1.42
1.54,1.52,1.54,1.46
1.56,1.57,1.61,1.53
1.67,1.66,1.72,1.62
1.71,1.53,1.71,1.53
1.50,1.44,1.50,1.44
1.45,1.36,1.45,1.36
1.33,1.26,1.37,1.26
1.25,1.25,1.42,1.23
1.29,1.30,1.30,1.29
1.33,1.28,1.38,1.27
1.25,1.21,1.28,1.21
1.18,1.16,1.23,1.16
1.16,1.22,1.25,1.16
1.14,1.20,1.20,1.14
1.20,1.14,1.20,1.12
1.12,1.07,1.26,1.05
1.10,1.15,1.20,1.06
1.12,1.11,1.16,1.11
1.04,1.03,1.18,1.00
1.05,1.01,1.12,1.00
1.02,1.01,1.02,1.00
1.05,1.18,1.18,1.05
1.15,1.08,1.17,1.08
1.12,1.00,1.12,1.00
1.00,1.02,1.07,1.00
1.00,1.00,1.01,1.00
1.00,1.05,1.10,0.92
1.08,1.11,1.11,1.03
1.07,1.07,1.07,1.07
1.07,1.07,1.08,1.07
1.06,1.02,1.06,0.95
1.08,1.09,1.37,1.00
1.10,1.20,1.25,1.09
1.00,0.93,1.01,0.85
0.96,0.82,0.96,0.80
0.86,0.83,0.90,0.83
0.83,0.84,0.84,0.80
0.80,0.80,0.81,0.75
0.77,0.77,0.80,0.75
0.76,0.82,0.82,0.75
0.80,0.80,0.82,0.76
0.79,0.75,0.79,0.75
0.75,0.73,0.75,0.71
0.79,0.73,0.79,0.69
0.71,0.72,0.73,0.70
0.70,0.70,0.74,0.69
0.70,0.72,0.73,0.68
0.70,0.67,0.70,0.67
0.67,0.70,0.71,0.66
0.70,0.68,0.74,0.66
0.67,0.69,0.69,0.66
0.67,0.70,0.70,0.67
0.66,0.66,0.70,0.63
0.68,0.64,0.68,0.63
0.63,0.48,0.63,0.48
0.48,0.45,0.51,0.45
0.48,0.44,0.48,0.44
0.44,0.42,0.47,0.42
0.42,0.46,0.47,0.42
0.49,0.42,0.49,0.41
0.42,0.40,0.43,0.40
0.41,0.37,0.41,0.36
0.27,0.21,0.28,0.20
0.22,0.22,0.25,0.21
0.23,0.26,0.31,0.23
0.25,0.26,0.27,0.25
0.27,0.27,0.30,0.26
0.30,0.25,0.30,0.25
0.28,0.28,0.34,0.26
0.28,0.27,0.33,0.27
0.28,0.25,0.32,0.20
0.25,0.24,0.27,0.23
0.26,0.23,0.26,0.22
0.27,0.23,0.30,0.23
0.26,0.25,0.27,0.25
0.25,0.29,0.30,0.25
0.28,0.27,0.30,0.24
0.25,0.26,0.28,0.25
0.26,0.25,0.28,0.25
0.27,0.24,0.27,0.24
0.23,0.23,0.26,0.22
0.23,0.25,0.25,0.23
0.24,0.23,0.25,0.22
0.25,0.25,0.25,0.20
0.23,0.22,0.25,0.21
0.22,0.21,0.22,0.21
0.22,0.19,0.22,0.13
0.18,0.18,0.19,0.17
0.18,0.20,0.20,0.18
0.18,0.18,0.19,0.16
0.20,0.18,0.20,0.18
0.19,0.20,0.20,0.18
0.19,0.19,0.19,0.18
0.19,0.19,0.20,0.19
0.20,0.21,0.22,0.19
0.21,0.21,0.23,0.21
0.23,0.22,0.23,0.18
0.23,0.26,0.29,0.22
0.26,0.22,0.28,0.22
0.22,0.24,0.25,0.20
0.25,0.24,0.25,0.23
0.25,0.24,0.26,0.24
0.26,0.27,0.31,0.25
0.30,0.55,0.55,0.30
0.60,0.43,0.75,0.42
0.40,0.44,0.62,0.37
0.43,0.39,0.45,0.37
0.38,0.38,0.44,0.36
0.38,0.38,0.42,0.36
0.36,0.33,0.39,0.33
0.34,0.30,0.36,0.30
0.31,0.34,0.40,0.31
0.34,0.35,0.38,0.32
0.35,0.36,0.36,0.32
0.38,0.35,0.38,0.35
0.38,0.36,0.38,0.34
0.36,0.37,0.49,0.36
0.42,0.38,0.42,0.36
0.40,0.39,0.42,0.34
0.35,0.35,0.38,0.35
0.35,0.34,0.37,0.33
0.33,0.35,0.36,0.31
0.37,0.35,0.39,0.35
0.32,0.35,0.37,0.32
0.38,0.33,0.38,0.33
0.34,0.35,0.36,0.33
0.34,0.34,0.37,0.34
0.34,0.33,0.35,0.32
0.32,0.31,0.33,0.31
0.31,0.31,0.36,0.31
0.32,0.34,0.35,0.31
0.34,0.33,0.34,0.31
0.34,0.31,0.34,0.31
0.32,0.31,0.32,0.30
0.30,0.31,0.34,0.30
0.31,0.29,0.33,0.29
0.29,0.25,0.29,0.25
0.26,0.30,0.30,0.26
0.31,0.30,0.31,0.30
0.31,0.29,0.31,0.27
0.31,0.32,0.37,0.29
0.35,0.58,0.61,0.33
0.62,0.47,0.64,0.45
0.49,0.39,0.49,0.38
0.40,0.41,0.43,0.38
0.42,0.36,0.42,0.36
0.37,0.37,0.42,0.37
0.39,0.38,0.40,0.36
0.37,0.38,0.40,0.37
0.40,0.42,0.42,0.39
0.43,0.39,0.43,0.38
0.43,0.39,0.43,0.39
0.40,0.38,0.40,0.38
0.38,0.37,0.40,0.36
0.37,0.39,0.39,0.37
0.37,0.37,0.40,0.35
0.37,0.36,0.38,0.34
0.17,0.16,0.17,0.16
0.17,0.16,0.17,0.16
0.17,0.17,0.18,0.16
0.17,0.17,0.17,0.16
0.17,0.16,0.17,0.15
0.18,0.19,0.25,0.17
0.20,0.18,0.20,0.18
0.18,0.17,0.19,0.17
0.19,0.17,0.19,0.17
0.19,0.17,0.19,0.17
0.17,0.17,0.18,0.16
0.17,0.17,0.17,0.16
0.16,0.17,0.18,0.16
0.16,0.16,0.17,0.16
0.16,0.16,0.17,0.16
0.16,0.17,0.17,0.16
0.17,0.16,0.17,0.16
0.17,0.17,0.17,0.15
0.17,0.17,0.17,0.15
0.16,0.16,0.16,0.15
0.17,0.16,0.17,0.16
0.16,0.16,0.16,0.16
0.17,0.14,0.17,0.13
1.85,1.62,1.98,1.40
2.57,4.99,7.84,2.41
4.49,3.95,5.48,3.80
4.10,5.50,5.58,3.85
6.38,6.86,8.11,6.21
7.00,7.43,7.89,6.82
7.65,11.24,11.47,7.43
13.45,16.29,23.43,13.30
14.02,13.24,17.50,12.71
14.70,13.96,16.65,13.56
14.30,12.32,14.46,12.11
13.94,13.75,14.15,12.51
12.77,14.39,15.63,12.70
15.11,13.59,15.33,13.22
13.40,12.33,13.67,12.00
12.65,11.30,12.65,11.14
11.22,10.23,11.37,10.23
10.02,11.30,11.90,9.65
11.34,10.18,11.53,10.10
10.36,9.67,10.47,9.37
9.47,9.55,10.31,9.34
9.75,9.86,10.68,9.35
9.82,9.43,10.00,9.29
9.70,14.30,14.45,9.55
14.30,13.50,17.35,13.40
14.15,13.60,14.89,13.25
13.76,12.46,13.76,12.29
13.24,12.84,13.38,12.41
12.59,11.75,12.77,11.50
11.52,11.95,13.59,11.12
11.89,11.83,12.54,11.17
11.90,11.50,12.36,11.02
12.00,11.15,12.00,11.00
12.00,11.75,12.45,11.47
11.64,11.98,12.87,11.64
12.00,11.60,12.30,11.51
11.55,11.17,11.59,11.01
11.45,11.31,11.65,11.00
11.28,10.39,11.42,10.12
10.31,9.82,10.34,9.77
10.06,9.56,10.06,9.45
9.61,10.48,11.49,9.18
10.51,9.94,10.96,9.71
9.91,9.90,10.10,9.55
9.97,9.77,10.44,9.46
10.03,10.35,10.48,9.50
10.26,9.85,10.31,9.75
9.69,9.53,9.85,9.50
10.84,10.15,11.47,9.82
10.10,9.30,10.10,9.25
9.44,8.72,9.56,8.61
8.78,8.72,9.30,8.61
8.50,8.01,8.75,7.85
8.00,7.71,8.35,7.63
7.80,7.11,7.83,7.09
7.10,5.76,7.17,5.71
4.88,4.77,5.00,4.46
4.92,4.52,5.07,4.40
4.53,4.24,4.85,4.07
4.25,4.64,4.79,4.12
4.79,4.32,4.84,4.30
4.35,4.13,4.36,4.09
4.17,4.15,4.49,4.11
4.43,4.54,4.68,4.25
4.57,4.40,4.68,4.32
4.48,4.17,4.51,4.12
4.20,3.98,4.20,3.88
4.08,4.91,4.94,4.08
5.05,4.81,5.23,4.67
4.76,4.73,5.03,4.71
5.43,6.36,6.94,5.28
6.69,6.12,7.19,6.05
6.25,5.89,6.31,5.65
5.69,6.29,6.30,5.65
6.40,5.83,6.65,5.75
5.84,5.65,5.94,5.50
5.77,5.38,5.93,5.25
5.22,5.55,5.88,5.15
5.53,5.48,5.81,5.44
5.54,5.48,5.64,5.30
5.85,5.68,5.98,5.62
5.70,5.65,5.89,5.55
5.66,5.54,5.73,5.52
5.77,5.47,5.79,5.36
5.48,5.29,5.48,5.25
5.40,5.28,5.40,5.15
5.43,6.20,6.22,5.42
6.50,6.51,6.87,6.29
6.59,6.22,6.70,6.06
6.14,6.32,6.60,6.05
6.40,6.21,6.40,6.12
6.16,6.77,6.81,6.15
7.05,6.94,7.56,6.85
7.11,7.26,7.32,6.90
7.41,7.24,7.73,7.01
7.10,7.19,7.42,7.02
7.21,6.68,7.34,6.35
7.00,6.26,7.30,6.05
6.40,5.87,6.40,5.85
5.78,5.97,6.18,5.75
5.97,5.97,6.04,5.76
5.75,5.76,5.89,5.72
5.89,5.44,5.90,5.44
5.45,5.28,5.45,5.20
5.36,5.55,6.10,5.32
5.55,5.37,5.69,5.33
5.33,5.35,5.66,5.28
5.32,5.33,5.52,5.31
5.34,5.57,5.65,5.20
5.51,5.56,5.81,5.40
5.47,5.29,5.60,5.26
5.28,5.35,5.45,5.16
5.35,5.21,5.45,5.17
5.22,5.20,5.37,5.18
5.26,5.21,5.31,5.15
5.19,4.93,5.25,4.89
4.97,4.62,4.99,4.55
4.60,4.31,4.60,4.29
4.41,4.18,4.49,4.18
4.18,3.99,4.22,3.92
4.40,4.68,5.00,4.40
4.64,4.29,4.64,4.25
4.31,4.19,4.39,4.09
4.16,4.11,4.38,4.11
4.15,4.30,4.55,4.03
4.31,4.23,4.53,4.18
4.25,4.06,4.35,4.05
4.06,4.05,4.17,3.93
4.11,4.04,4.11,4.00
4.06,4.22,4.34,4.06
4.30,4.24,4.30,4.11
4.28,4.27,4.52,4.15
4.30,4.82,4.98,4.29
4.84,5.14,5.24,4.60
5.20,4.78,5.39,4.72
4.71,4.64,4.83,4.55
4.64,4.68,4.76,4.58
4.75,4.71,5.04,4.65
4.83,4.83,4.95,4.62
4.93,4.77,4.93,4.70
4.77,4.61,4.82,4.58
4.57,4.51,4.63,4.45
4.50,4.49,4.60,4.35
4.46,4.27,4.50,4.16
4.28,4.26,4.47,4.25
4.31,4.30,4.44,4.22
4.35,4.28,4.36,4.21
4.32,4.31,4.45,4.21
4.29,4.26,4.41,4.23
4.31,4.65,4.74,4.27
4.65,4.90,4.94,4.58
4.93,4.72,5.05,4.65
4.56,4.38,4.60,4.34
4.42,4.38,4.59,4.38
4.39,4.43,4.56,4.32
4.38,4.27,4.40,4.25
4.28,4.24,4.35,4.16
4.21,4.63,4.65,4.18
4.81,4.71,4.94,4.63
4.70,4.57,4.78,4.45
4.66,4.64,4.72,4.52
4.71,4.80,5.05,4.65
4.79,4.60,4.79,4.53
5.36,5.26,5.98,5.12
5.22,5.01,5.37,4.90
4.98,4.98,5.01,4.81
4.98,4.81,4.99,4.78
4.80,4.81,4.97,4.80
4.83,4.67,4.90,4.61
4.68,4.66,4.72,4.61
4.69,4.62,4.69,4.55
4.60,4.46,4.60,4.40
4.47,4.47,4.57,4.41
4.50,4.60,4.63,4.40
4.64,4.64,4.82,4.59
4.69,4.51,4.69,4.50
4.56,4.53,4.59,4.42
4.52,4.64,4.95,4.47
4.64,4.59,4.68,4.55
4.58,4.56,4.64,4.52
4.55,4.54,4.65,4.54
4.59,4.60,4.80,4.48
4.64,4.69,4.73,4.61
4.84,4.79,4.92,4.69
4.82,5.14,5.17,4.80
5.18,5.31,5.48,5.04
5.30,4.88,5.31,4.82
4.91,4.78,4.93,4.65
5.22,4.80,5.25,4.68
4.80,4.69,4.82,4.66
4.71,4.72,4.76,4.65
4.72,4.59,4.73,4.56
4.61,4.58,4.78,4.36
4.66,4.58,4.78,4.55
4.61,4.52,4.69,4.50
4.56,4.46,4.56,4.45
4.46,4.50,4.60,4.41
4.50,4.47,4.57,4.40
4.40,4.45,4.50,4.40
4.41,4.64,4.85,4.34
4.65,4.63,4.94,4.58
4.70,4.60,4.73,4.55
4.59,4.48,4.68,4.45
4.54,4.50,4.59,4.48
4.54,4.54,4.65,4.52
4.53,4.67,4.79,4.52
4.68,4.60,4.77,4.55
4.60,4.51,4.62,4.50
4.56,4.57,4.65,4.51
4.61,4.55,4.73,4.52
4.57,4.57,4.70,4.52
4.61,4.47,4.65,4.44
4.49,4.32,4.53,4.23
4.41,4.35,4.45,4.25
4.39,4.32,4.39,4.28
4.30,4.28,4.39,4.26
4.26,4.22,4.32,4.21
4.21,4.34,4.40,4.21
4.31,4.42,4.70,4.31
4.43,4.55,4.65,4.41
4.52,4.42,4.70,4.35
4.45,4.46,4.58,4.35
4.35,4.50,4.59,4.35
4.48,4.40,4.62,4.38
4.41,4.43,4.51,4.34
4.44,4.30,4.62,4.27
4.30,4.15,4.30,3.90
4.08,3.83,4.08,3.83
3.70,3.39,3.80,3.36
3.48,3.40,3.59,3.40
3.40,3.45,3.54,3.40
3.50,3.32,3.60,3.30
3.36,3.20,3.36,3.09
3.23,3.44,3.48,3.15
3.45,3.38,3.65,3.38
3.40,3.33,3.46,3.30
3.34,3.44,3.46,3.25
3.45,3.39,3.49,3.36
3.41,3.35,3.47,3.34
3.34,3.32,3.42,3.32
3.29,3.30,3.38,3.23
3.24,3.27,3.34,3.24
3.28,3.28,3.34,3.25
3.26,3.25,3.32,3.25
3.27,3.30,3.40,3.25
3.30,3.34,3.45,3.26
3.30,3.28,3.38,3.28
3.28,3.35,3.38,3.28
3.31,3.28,3.36,3.27
3.32,3.24,3.34,3.22
3.25,3.75,4.15,3.25
3.81,3.55,3.95,3.53
3.52,3.40,3.55,3.38
3.80,3.77,3.98,3.70
3.75,3.97,4.11,3.60
4.04,3.94,4.15,3.71
3.85,3.99,4.05,3.67
4.02,4.01,4.04,3.86
4.13,3.84,4.16,3.76
3.83,3.76,3.83,3.66
3.77,3.77,3.82,3.62
3.71,3.65,3.79,3.62
3.67,3.65,3.70,3.62
3.76,3.95,4.22,3.73
3.97,3.77,4.00,3.76
3.75,3.89,3.94,3.75
4.50,4.13,4.55,4.09
4.13,3.87,4.13,3.86
3.87,3.80,4.01,3.75
3.88,3.82,3.90,3.75
3.83,4.10,4.47,3.75
4.12,3.88,4.18,3.83
3.91,3.89,4.03,3.83
3.91,3.84,3.95,3.77
