DIN,DineEquity,NASDAQ
47.92,47.00,48.38,46.77
47.09,46.98,47.62,46.34
46.78,47.08,48.22,46.71
46.83,43.54,46.93,43.50
43.73,43.00,44.06,42.40
42.88,41.13,44.00,41.09
41.26,42.50,42.71,41.26
41.03,36.97,41.21,36.68
36.86,36.63,38.31,35.32
36.46,35.61,36.95,31.11
35.40,33.89,36.19,33.10
36.04,36.32,37.65,35.51
35.76,37.00,37.91,35.40
36.76,37.21,37.65,36.76
37.00,36.27,37.41,36.19
36.03,35.26,36.08,34.62
35.43,34.39,35.43,32.93
34.59,33.67,35.17,33.32
33.64,33.07,34.07,32.40
32.00,31.46,32.36,31.17
30.95,32.08,32.93,30.60
31.90,31.43,32.26,31.33
30.51,31.34,31.56,29.86
31.73,32.08,32.90,31.73
32.99,34.54,34.65,32.95
34.60,33.77,35.24,33.11
33.57,30.88,33.57,30.77
31.16,32.08,32.19,30.16
31.88,32.76,33.06,31.87
31.63,30.55,31.98,30.35
30.63,29.04,30.67,28.88
29.29,30.22,30.40,28.75
30.72,30.74,31.69,30.41
31.42,31.85,32.37,31.00
30.97,32.55,32.65,30.97
32.79,33.29,34.59,32.79
33.55,33.84,34.06,33.05
33.35,33.51,33.93,32.82
33.50,33.26,33.61,32.70
34.02,33.00,34.02,32.01
34.47,32.39,34.47,32.03
32.41,31.35,32.97,31.06
31.25,30.67,31.34,30.49
30.43,29.54,30.57,29.47
29.62,29.58,30.26,28.76
29.65,29.83,30.74,29.33
29.43,28.34,29.69,28.16
28.42,27.92,29.03,27.78
27.90,27.04,27.90,26.42
27.24,26.45,27.31,26.24
26.78,24.99,27.36,24.92
25.05,26.84,26.98,24.95
27.11,26.73,27.77,26.12
26.60,28.87,28.92,26.60
29.70,32.00,32.07,29.60
32.78,32.80,33.97,32.09
32.65,33.36,33.41,31.71
33.50,34.72,34.83,33.16
34.39,31.93,34.61,31.80
32.10,32.88,32.98,31.30
32.28,34.12,34.27,31.79
34.51,32.81,34.62,32.80
33.48,36.18,36.30,33.27
35.86,37.61,37.69,35.86
37.53,38.17,39.20,37.53
38.56,38.18,38.95,37.62
38.08,37.65,38.63,37.42
36.12,34.72,36.35,32.67
33.98,36.46,36.46,33.68
37.10,36.84,37.91,36.45
36.73,35.96,36.99,35.70
36.03,34.89,36.18,34.78
34.11,33.61,34.73,33.41
33.09,33.21,33.64,32.74
33.42,33.16,33.60,32.75
32.31,32.69,33.45,32.31
32.44,31.21,32.44,31.09
30.68,31.42,31.60,30.32
31.16,30.67,31.51,30.44
30.53,31.10,31.59,30.45
31.54,31.23,31.92,31.07
31.07,32.80,33.15,30.90
32.63,31.28,32.95,31.00
31.14,32.03,32.20,31.00
32.24,31.06,32.54,31.00
30.56,31.51,31.64,30.27
31.21,32.18,32.29,30.99
32.40,32.24,32.70,32.21
32.63,33.20,33.29,31.74
33.10,32.58,33.95,32.56
32.48,31.92,32.79,31.24
32.58,34.20,34.20,32.41
34.00,38.02,38.03,33.61
38.65,38.77,39.95,38.11
38.44,37.18,38.56,36.94
37.66,36.90,37.70,36.74
37.60,36.89,37.84,36.67
37.22,40.51,40.60,36.99
41.04,42.38,42.40,40.91
42.06,41.77,42.99,41.74
41.42,41.45,41.68,41.03
41.44,41.28,41.50,40.89
41.59,40.70,41.66,40.55
41.23,41.78,41.89,40.30
41.94,41.08,42.00,40.69
41.00,40.58,41.37,39.60
41.22,41.25,42.59,40.68
41.61,42.99,43.23,41.27
42.88,43.62,44.12,42.79
43.40,43.47,43.70,42.21
43.43,45.03,45.86,43.43
45.37,44.98,45.90,44.23
45.23,44.96,45.51,44.47
44.65,44.79,45.30,44.27
45.56,46.57,46.75,45.16
46.31,45.66,46.99,45.40
46.05,46.55,46.76,45.68
46.71,46.72,47.30,46.30
46.88,49.13,49.50,46.68
48.99,50.35,50.85,48.25
50.53,50.04,51.24,49.90
50.32,50.25,50.51,49.67
50.64,50.81,51.67,49.92
49.85,49.15,49.85,49.04
48.31,47.73,49.75,47.52
48.18,46.79,48.18,46.70
46.90,47.30,48.05,46.07
47.48,48.89,49.19,47.39
49.10,47.94,49.47,47.79
47.18,45.84,47.24,45.69
45.63,44.81,45.63,44.36
44.98,43.71,45.71,43.52
43.59,44.39,44.56,43.48
44.47,42.34,44.49,42.25
45.12,48.53,49.44,44.78
49.51,50.93,51.33,49.34
51.56,51.34,51.90,50.63
51.52,51.34,51.90,50.94
51.30,51.39,51.99,50.85
51.54,49.72,51.67,49.46
49.60,50.55,50.62,49.09
49.78,51.50,52.29,49.74
51.09,50.31,51.09,49.60
50.70,50.76,51.42,50.16
50.26,49.80,51.06,48.89
49.81,50.18,50.45,49.64
51.08,50.69,51.36,50.47
50.52,50.08,50.88,50.03
49.91,51.41,51.65,49.85
50.60,51.29,51.40,50.23
52.20,53.95,53.98,51.76
53.36,54.41,54.84,53.36
53.86,53.77,54.15,52.30
53.21,53.42,54.45,52.66
54.79,53.60,54.79,53.43
53.53,54.43,54.70,53.11
53.94,54.29,54.62,53.22
53.79,55.12,55.14,53.42
56.06,55.71,57.80,55.30
55.79,55.35,56.29,54.29
55.35,55.13,55.64,54.71
55.04,55.57,56.41,54.93
55.61,53.14,55.83,53.02
53.55,52.29,53.55,52.13
52.41,52.18,53.72,52.15
52.21,53.73,53.91,52.06
53.84,53.17,53.84,52.30
53.19,52.37,53.88,52.33
52.60,51.10,52.60,50.35
51.14,51.82,52.48,50.71
52.00,51.10,52.31,50.76
50.95,50.38,51.10,50.25
50.50,49.79,50.74,49.75
49.90,50.35,50.48,49.39
50.46,49.97,50.74,49.72
49.68,49.38,49.75,49.37
49.87,50.63,51.57,49.80
50.99,51.64,51.99,50.77
51.64,52.39,52.58,51.36
52.62,53.88,54.17,52.55
54.21,53.01,54.42,51.88
52.55,52.57,53.13,52.40
52.72,51.59,52.72,51.43
51.98,51.31,51.98,50.77
51.20,50.36,51.74,50.12
50.34,53.11,53.13,50.34
52.93,52.06,53.39,51.65
52.06,51.08,52.51,50.93
50.74,51.01,51.39,50.23
51.26,50.55,51.90,50.52
50.58,50.20,51.19,50.11
49.73,51.96,52.03,49.61
51.97,51.57,52.37,51.17
51.51,52.46,52.71,51.19
52.38,50.52,52.57,50.25
50.83,51.58,51.77,49.46
51.85,52.49,52.75,50.97
52.30,53.10,53.49,52.20
52.99,53.51,53.93,52.74
53.56,54.70,58.91,53.56
54.97,54.81,55.50,53.51
54.52,54.90,55.19,53.92
54.67,54.35,54.90,53.93
54.92,56.30,56.40,54.39
56.71,58.18,58.95,56.71
58.38,59.56,59.62,57.61
59.18,57.84,60.11,57.77
58.12,57.96,59.23,57.73
57.74,57.76,58.46,57.38
58.07,58.81,58.82,56.67
57.98,57.29,59.18,56.81
57.01,54.99,57.01,54.39
54.95,56.76,57.17,53.78
57.15,57.84,58.11,57.15
58.40,57.21,58.70,56.75
57.49,56.42,57.90,56.26
56.36,55.41,56.36,54.83
54.35,55.95,59.64,53.90
56.44,57.28,57.34,56.05
56.30,54.39,56.80,53.60
54.63,54.12,54.96,53.52
52.91,54.64,55.26,52.91
53.93,54.50,55.24,53.71
54.05,54.55,54.97,54.00
52.98,53.29,53.88,52.51
51.20,53.52,53.87,51.20
53.27,51.81,53.76,51.39
52.58,52.01,52.64,51.73
52.44,52.54,52.58,51.53
53.30,53.18,54.19,52.79
53.20,51.96,53.30,51.85
51.81,52.56,52.76,51.03
52.85,53.02,53.15,52.36
52.98,53.10,54.41,52.71
53.35,52.87,53.54,52.66
52.75,53.62,53.63,52.72
53.78,54.41,54.41,53.67
54.42,54.98,55.00,54.11
55.28,54.66,55.75,54.13
54.99,54.19,55.21,53.83
54.07,54.62,55.00,53.90
54.99,54.41,55.37,53.89
54.15,52.96,54.52,52.88
53.42,51.77,53.72,51.56
51.79,50.47,52.02,50.29
50.11,50.36,50.79,49.73
50.73,50.62,50.79,50.23
49.96,50.78,50.89,49.96
50.60,50.30,51.36,50.04
49.76,50.99,51.26,49.45
51.15,50.61,51.72,50.45
51.49,52.43,52.49,51.42
52.84,51.70,52.84,51.44
51.30,51.04,51.37,50.80
51.09,50.53,51.35,50.40
50.59,49.96,50.87,49.57
49.89,49.94,50.67,49.76
49.91,49.97,50.10,48.77
50.05,49.80,50.58,48.77
51.70,52.65,54.64,50.79
52.57,54.46,54.73,52.07
54.17,53.56,55.70,53.53
54.13,54.56,55.84,54.04
54.30,54.02,54.95,53.72
54.31,55.00,55.00,54.15
55.01,54.63,55.48,54.46
54.31,56.00,56.78,53.81
56.04,55.18,56.04,54.93
54.82,53.90,55.39,53.90
53.11,53.29,53.76,52.88
53.57,54.05,54.65,53.42
54.27,53.85,54.39,53.55
53.60,54.18,54.44,52.70
53.14,54.04,54.92,53.08
54.01,53.86,54.66,53.16
53.61,53.42,53.86,53.36
53.23,54.18,54.75,52.65
54.35,54.00,54.51,53.82
54.49,53.76,54.88,53.63
53.72,53.93,56.21,53.72
53.00,52.09,53.00,51.79
51.52,50.47,51.99,50.39
50.36,49.21,51.31,49.17
49.46,48.05,50.00,47.98
48.03,47.32,49.16,47.23
47.45,47.68,48.04,47.19
47.37,47.56,47.82,46.26
47.64,48.35,48.86,47.57
48.73,48.99,49.88,48.05
48.49,48.29,49.28,47.90
49.74,48.96,50.40,47.76
49.44,48.82,49.99,48.56
48.65,49.08,49.90,48.40
49.37,50.11,50.50,49.16
50.00,49.03,50.42,48.99
48.48,50.21,50.26,48.21
50.19,50.05,50.75,49.70
49.95,51.12,51.24,49.83
50.85,51.97,52.08,50.85
52.01,51.55,52.25,51.16
51.52,52.27,52.33,51.23
52.34,53.66,54.34,52.23
53.57,54.29,54.44,53.04
54.10,53.91,54.32,53.73
54.17,55.55,55.93,53.67
55.06,54.27,55.08,54.19
54.00,54.88,54.91,53.78
54.53,53.80,55.60,53.69
54.13,54.42,54.97,53.73
54.48,53.64,54.67,53.44
53.98,55.01,55.26,53.84
54.88,54.31,55.08,53.15
54.69,55.62,56.35,54.69
55.82,54.92,55.82,54.44
54.99,56.03,56.09,54.34
56.01,55.66,56.37,55.58
55.19,55.02,55.37,54.59
55.02,54.09,55.27,54.00
53.63,51.89,53.77,51.83
51.89,51.37,52.71,51.32
50.89,52.10,52.85,50.65
52.58,53.55,53.86,51.83
49.99,43.71,50.77,43.10
44.66,46.86,47.20,44.66
47.16,42.40,47.16,42.34
43.03,41.10,43.30,39.33
39.57,38.27,41.60,38.24
38.92,39.53,39.72,36.19
38.43,35.60,39.55,35.53
36.50,39.86,40.38,35.67
40.25,39.42,41.12,39.37
40.25,42.32,42.37,38.57
41.83,41.18,42.28,40.98
41.34,41.28,42.06,39.89
39.76,40.03,40.95,38.69
39.45,38.13,40.58,37.94
39.32,39.19,39.92,38.66
39.51,41.43,41.47,39.37
41.33,41.00,42.28,40.52
41.11,39.84,41.50,39.08
39.61,40.79,41.19,39.10
41.23,42.19,42.35,40.81
41.71,41.71,42.77,41.11
42.07,41.90,42.94,41.33
42.00,39.78,42.14,39.32
38.54,37.97,39.14,37.33
36.45,37.39,37.64,35.47
37.96,37.96,38.64,37.43
37.76,37.46,38.75,37.10
37.05,36.32,37.55,35.61
35.97,38.70,38.73,35.85
38.74,39.33,39.94,38.01
39.76,40.92,41.79,39.06
41.40,41.84,42.14,40.80
41.91,41.77,42.09,41.30
40.41,41.47,41.82,40.41
41.70,40.43,42.75,40.31
40.21,38.33,40.44,38.27
36.61,37.47,37.98,36.58
37.36,39.98,39.99,36.94
40.65,42.25,42.36,39.83
42.97,42.76,44.62,42.38
42.76,40.16,42.82,40.02
41.10,39.73,41.40,37.75
39.03,38.49,40.07,38.36
38.00,36.06,39.06,36.04
35.76,38.44,38.47,35.20
38.46,39.06,39.62,37.67
38.77,39.15,39.44,37.86
39.37,38.43,39.72,38.09
39.30,40.89,40.91,38.93
40.42,41.16,41.67,40.37
41.38,41.19,41.76,40.64
40.83,42.47,42.96,40.73
42.95,43.47,43.52,42.54
42.99,42.71,43.77,42.55
42.71,43.76,44.24,41.88
43.83,43.17,44.14,42.66
43.16,43.24,43.44,42.41
44.17,44.08,44.52,43.50
44.43,45.70,46.00,44.29
45.21,45.12,45.57,44.95
46.38,46.14,46.52,44.98
47.85,48.94,49.64,46.73
48.49,48.94,49.04,47.78
48.25,46.96,48.80,46.94
45.51,44.70,46.17,44.48
46.75,45.95,46.75,43.73
44.57,42.69,45.00,41.22
42.21,43.83,44.22,42.21
43.65,43.97,44.38,43.44
44.38,44.41,44.71,42.95
42.95,42.97,44.12,42.82
43.69,43.18,43.69,42.32
43.72,44.50,45.04,43.64
44.19,44.49,44.87,43.92
44.36,45.52,45.95,44.06
45.04,44.49,45.95,44.46
44.37,44.32,45.33,43.87
44.33,44.87,45.42,44.21
44.12,43.15,44.12,42.72
42.91,43.15,43.66,42.69
42.74,42.81,43.35,42.35
42.66,42.58,43.16,42.35
44.00,44.74,44.90,43.72
44.61,44.70,45.15,44.21
46.00,47.08,47.70,45.89
46.91,46.67,47.17,46.47
46.95,46.37,47.23,45.71
47.20,46.50,47.20,46.13
45.98,45.67,45.98,44.10
45.27,45.92,46.07,45.04
45.47,44.61,45.80,44.58
44.63,45.30,45.87,44.48
44.51,44.09,44.51,43.48
44.56,42.49,44.65,42.44
42.07,41.76,42.38,41.34
42.35,42.25,42.68,41.98
42.61,42.62,43.29,42.22
42.86,41.47,43.57,41.30
42.39,41.79,42.62,41.45
41.58,42.95,43.22,41.58
43.29,42.83,43.53,41.99
42.94,43.17,43.31,42.53
43.02,43.39,43.64,42.74
43.40,42.40,43.60,42.29
42.60,42.46,42.92,42.28
42.27,42.21,42.75,42.20
43.03,41.72,43.60,41.65
41.57,41.34,41.67,41.05
41.00,41.00,41.39,40.28
41.09,41.26,41.95,40.37
41.49,41.45,41.96,41.02
42.03,43.66,43.85,41.96
44.26,46.45,46.96,44.14
46.55,46.76,47.00,46.28
46.31,46.00,46.82,45.91
46.76,45.58,47.51,45.47
45.68,46.11,46.32,45.34
46.31,46.00,46.31,45.52
45.97,46.44,46.74,45.72
46.48,46.20,46.73,45.48
45.74,46.47,46.78,45.50
46.27,47.96,47.96,46.16
48.28,47.70,48.28,47.47
47.36,48.25,48.61,46.82
47.76,47.84,48.09,47.31
48.10,47.52,48.16,46.94
47.84,48.28,48.46,47.69
48.44,49.63,49.87,48.22
50.11,51.74,52.18,49.93
51.22,50.49,51.91,50.33
50.46,50.76,51.49,50.17
51.01,50.72,51.44,50.12
50.92,50.27,50.96,50.10
49.59,49.77,50.11,49.41
50.33,49.90,50.42,49.49
49.78,49.11,49.97,48.55
49.37,48.77,49.58,48.48
48.96,49.32,49.92,48.75
49.52,49.95,50.08,49.46
49.98,50.19,50.92,49.74
50.24,51.85,52.00,50.24
51.69,52.22,52.48,51.29
52.04,51.99,52.36,51.57
51.50,51.33,51.92,50.84
51.20,52.37,52.53,51.10
52.54,53.38,54.01,52.54
54.23,53.95,54.74,51.67
53.75,50.93,53.75,50.51
49.82,50.67,51.74,48.56
49.93,48.83,50.13,48.26
49.03,50.49,50.55,48.82
50.66,51.05,51.29,50.31
51.06,51.64,52.77,51.05
51.74,51.25,51.74,50.75
51.70,52.76,52.80,51.53
52.55,52.83,53.19,52.42
52.66,53.45,53.49,52.52
53.53,52.21,53.53,52.00
52.20,52.36,52.85,51.72
51.87,52.08,52.38,51.05
52.30,52.28,52.72,51.80
51.89,52.23,53.43,51.89
52.10,52.38,52.69,51.04
53.12,53.50,53.75,53.12
53.63,52.30,53.81,52.29
52.15,51.24,52.19,51.12
50.97,49.96,51.04,49.66
50.45,49.60,50.60,49.39
48.97,49.42,49.93,48.25
49.27,49.09,49.73,48.28
48.35,48.33,48.57,47.01
48.21,47.74,48.45,47.40
46.91,46.88,47.20,46.60
46.92,45.37,46.92,45.26
45.93,47.42,47.47,45.84
47.68,46.89,47.68,46.55
46.74,46.86,46.98,46.00
47.01,46.17,47.28,46.04
46.56,46.66,46.96,46.26
46.41,47.26,47.45,46.24
47.21,46.81,47.50,46.51
47.28,47.09,47.50,46.87
46.82,47.32,47.45,45.89
47.25,47.61,48.16,47.14
48.14,48.22,48.62,47.43
48.03,48.61,48.71,48.03
48.62,48.44,48.62,47.06
48.44,48.58,48.74,47.17
50.01,51.93,53.90,48.87
51.48,50.77,51.84,49.91
51.03,51.53,51.99,50.50
51.25,50.90,51.83,50.79
50.63,50.88,51.72,50.53
50.61,49.23,50.61,49.08
48.78,49.59,49.95,47.96
50.10,49.92,50.83,49.30
49.47,50.10,50.51,48.70
49.65,49.04,50.05,49.04
48.93,49.66,50.13,48.93
50.03,49.39,50.63,49.30
49.34,47.41,49.84,47.38
47.39,46.32,47.53,46.20
46.41,47.69,48.01,45.90
47.89,47.78,48.39,47.41
47.33,48.29,48.47,47.14
48.48,48.60,48.80,47.66
48.47,48.19,48.97,48.03
48.71,49.61,50.11,48.21
48.85,47.85,48.99,47.79
47.94,48.00,48.49,46.79
46.82,46.65,47.17,46.34
46.76,46.39,46.89,45.83
46.13,47.63,47.69,45.93
48.07,48.09,48.40,47.94
48.86,46.33,49.06,46.31
46.04,45.84,46.13,45.38
45.97,44.41,46.18,44.39
44.59,43.95,44.72,43.72
43.76,44.57,45.53,43.51
44.54,45.20,45.33,44.32
45.32,46.05,46.19,45.32
45.83,45.60,46.23,45.36
45.79,46.24,46.66,45.72
46.18,45.15,46.44,44.76
45.03,44.20,45.12,43.76
44.11,44.01,44.65,43.90
43.52,43.02,43.65,42.96
43.15,43.40,43.76,42.97
43.60,43.17,43.65,42.55
42.85,42.92,42.92,41.63
43.68,44.64,44.69,43.04
44.50,44.33,44.80,43.81
44.32,44.91,44.99,43.85
44.82,45.38,45.78,44.70
44.94,43.92,45.23,43.40
43.77,43.92,44.03,43.30
44.04,43.77,44.45,43.58
43.78,43.62,44.00,43.43
43.22,43.64,43.97,42.83
43.89,44.94,45.21,43.57
44.65,43.67,44.88,43.57
43.83,43.82,43.92,43.03
43.64,44.57,45.05,43.27
44.65,45.00,45.29,44.40
44.55,43.08,44.55,42.45
42.20,42.34,42.34,41.49
42.28,42.22,42.28,41.89
43.20,44.25,45.15,42.79
44.98,45.10,46.59,44.67
45.14,46.51,46.65,44.73
46.47,46.18,47.59,45.84
48.16,53.30,53.75,48.16
53.41,52.07,55.60,52.07
51.69,52.14,53.93,50.91
52.93,52.49,53.72,51.60
52.61,52.47,53.00,51.99
52.76,52.89,53.23,52.30
52.50,53.60,54.00,52.50
53.76,52.69,54.00,51.95
52.63,52.16,52.85,51.44
52.01,52.27,52.31,51.44
52.56,52.19,52.68,51.89
52.28,52.87,53.07,52.08
52.88,52.86,52.99,52.54
52.80,53.00,53.27,52.54
52.79,52.94,53.14,52.50
53.02,52.70,53.61,52.44
52.42,52.60,53.23,52.10
52.43,52.60,52.80,52.25
53.11,53.75,54.37,52.60
53.98,53.64,54.01,53.56
53.54,53.66,54.30,52.95
53.80,53.55,54.42,53.20
53.45,53.10,53.47,52.97
53.58,52.97,53.58,52.53
53.08,53.13,53.94,52.23
53.00,53.45,54.28,53.00
53.93,55.34,55.36,53.93
55.23,55.45,55.89,55.23
55.28,55.37,55.87,55.00
55.45,55.40,56.11,55.15
55.41,55.24,55.76,54.89
55.19,56.11,56.41,55.05
56.35,56.09,57.10,56.04
55.84,55.08,55.84,54.62
55.00,56.49,57.08,55.00
56.56,55.36,56.56,55.11
54.90,55.16,55.77,54.33
56.05,55.90,56.53,55.56
55.53,56.10,56.28,55.45
56.33,56.90,57.40,56.13
56.91,55.58,56.91,54.84
55.78,56.40,56.66,54.96
56.07,56.00,56.37,55.39
56.21,56.30,56.64,55.60
56.48,56.53,57.22,55.79
58.00,58.40,59.77,57.81
58.76,58.06,58.76,57.58
58.50,57.09,58.82,56.73
57.10,57.35,57.58,56.92
57.34,57.25,57.51,56.40
57.48,57.10,58.05,57.02
57.41,56.75,57.66,56.47
56.83,56.70,57.17,56.44
56.82,58.08,58.18,56.53
58.15,58.69,58.81,58.07
58.71,59.49,59.55,58.71
59.52,59.33,59.75,58.89
58.27,57.66,58.27,57.01
57.68,57.48,58.22,56.58
57.03,57.78,58.04,56.95
57.81,56.41,57.88,55.51
56.81,57.03,57.17,56.20
57.13,57.63,57.85,56.75
59.58,62.70,62.98,59.58
61.65,63.81,64.40,60.00
64.37,62.83,64.74,62.30
62.74,61.67,62.74,61.54
62.59,62.69,63.64,61.83
61.65,61.61,62.23,61.04
61.31,60.67,61.31,60.55
60.24,61.61,62.81,60.24
61.64,61.07,61.71,60.81
60.58,60.33,61.40,60.32
60.38,60.45,61.39,60.03
60.24,59.87,60.75,59.66
59.86,60.61,60.99,59.61
60.96,61.99,62.16,60.58
62.04,61.72,63.24,61.20
61.94,62.10,63.11,61.37
62.30,62.45,62.99,61.71
62.34,63.04,63.52,62.13
62.93,62.02,63.37,61.79
61.91,63.67,63.88,61.30
64.15,63.72,64.94,63.21
63.66,63.05,63.90,62.68
63.35,62.72,63.78,62.53
61.87,62.50,62.69,60.83
62.62,62.01,62.72,61.29
61.99,62.30,62.59,61.68
62.62,62.60,62.92,62.03
62.67,62.36,63.00,62.12
62.62,62.40,62.72,62.12
62.74,61.00,62.74,60.76
61.10,61.50,61.92,60.79
61.31,61.85,61.90,60.85
62.09,62.88,63.04,62.03
63.15,63.63,63.76,62.63
63.56,62.97,63.84,62.80
62.98,66.12,66.76,62.98
67.83,68.23,68.47,66.32
67.72,68.41,68.44,66.67
68.30,68.18,68.45,67.74
68.17,67.35,68.27,66.88
66.91,66.13,67.23,65.86
66.08,67.00,68.00,65.44
68.57,68.51,69.02,67.05
68.73,69.68,70.57,68.68
69.87,69.75,70.15,69.50
69.34,69.42,69.64,68.22
69.20,68.86,69.50,68.40
69.08,68.69,69.36,68.67
68.75,68.85,69.21,68.03
68.96,68.91,69.30,68.55
68.63,67.87,69.09,67.58
67.60,67.81,68.83,67.39
67.40,68.58,68.71,66.81
68.64,70.50,70.61,68.64
70.27,71.11,71.45,70.05
70.77,72.71,73.19,70.77
72.40,72.34,72.83,72.10
72.23,73.75,74.23,72.23
73.86,74.07,74.15,73.49
73.93,73.19,73.93,72.24
72.98,73.21,73.48,72.51
72.99,72.72,73.45,71.90
72.44,73.26,73.42,72.13
73.37,73.95,74.61,73.33
73.73,73.73,74.93,73.24
73.86,73.99,74.25,73.64
73.59,73.89,74.18,73.59
73.98,73.90,74.08,73.07
73.99,74.23,74.64,73.86
74.09,74.01,74.37,73.92
74.04,74.36,74.53,74.04
74.39,74.02,74.81,73.60
73.82,75.16,76.64,73.53
75.56,75.38,76.52,74.90
75.49,75.80,76.02,75.49
75.80,74.38,75.83,74.00
74.21,74.04,74.63,73.16
74.25,74.53,74.65,73.41
74.61,73.19,74.91,73.10
73.48,72.28,74.44,72.28
76.50,72.12,78.39,71.88
72.24,69.89,72.49,69.57
70.00,69.96,70.18,68.79
69.90,70.67,70.75,69.64
70.82,71.17,71.34,70.50
71.17,70.75,71.64,70.21
70.99,71.50,71.56,70.48
71.60,71.64,72.29,70.75
71.25,71.61,71.96,70.95
71.67,71.28,71.92,71.04
70.76,71.03,71.24,70.37
70.93,71.18,71.92,70.83
71.28,70.97,71.86,70.74
70.34,70.82,71.29,69.96
70.87,70.37,71.03,69.93
70.40,70.25,70.99,69.92
70.09,69.69,70.34,69.15
69.72,69.49,70.02,69.23
69.74,69.43,70.27,68.93
69.86,69.40,69.86,68.89
69.17,69.49,69.50,69.02
69.50,68.79,69.79,68.76
69.13,69.36,69.70,68.37
69.70,69.32,69.97,68.78
69.52,69.91,70.08,69.11
70.29,70.66,72.24,70.16
69.90,70.41,70.74,69.05
70.52,69.96,70.52,69.52
70.13,69.26,70.37,69.23
69.54,70.15,70.87,69.39
70.17,71.23,71.44,69.98
71.06,70.46,71.18,70.25
70.26,68.09,70.44,67.77
68.65,68.43,68.65,67.95
68.12,67.60,68.29,67.08
67.82,68.30,68.87,67.32
68.39,69.03,69.75,68.18
69.27,68.71,69.77,67.80
69.05,69.13,69.30,68.21
69.13,69.72,70.15,68.87
70.12,70.70,71.34,70.07
70.70,70.80,70.94,69.49
71.00,70.51,71.28,70.35
70.70,71.24,71.35,70.46
71.19,70.40,71.33,69.93
71.00,71.12,72.38,70.86
71.62,71.36,71.90,71.24
71.47,72.21,72.44,70.94
72.47,72.45,73.06,72.10
72.47,72.62,72.82,72.31
72.72,72.34,72.87,71.82
72.51,72.64,72.95,72.35
72.74,72.10,72.77,71.67
72.26,72.50,72.86,72.26
72.51,72.50,73.33,72.36
72.20,71.49,72.72,70.87
71.50,71.00,71.55,70.69
70.92,71.00,71.71,70.54
71.07,70.99,72.10,70.79
71.00,70.51,71.84,69.88
70.05,70.94,71.10,69.88
70.42,71.04,71.24,70.09
71.81,72.22,72.62,71.61
71.82,71.97,72.51,71.60
72.05,72.70,73.02,71.76
72.70,72.39,73.57,72.38
72.66,72.67,72.86,71.46
72.38,72.36,73.30,71.65
72.47,71.84,72.81,71.35
71.96,72.91,73.07,71.91
73.21,73.65,74.46,73.20
74.13,74.50,74.96,74.05
74.37,73.00,74.37,72.83
72.68,71.68,72.68,71.52
71.67,72.16,72.52,71.31
72.23,71.84,72.46,71.59
72.41,71.37,72.72,70.90
71.47,71.56,71.72,70.86
71.59,71.24,71.87,71.16
70.97,70.05,71.24,69.66
